time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000228,1.000000,0.000000,0.000000,0.000011,0.000000,0.000000,0.004272
0.020000,0.000000,0.000000,0.000004,0.000000,0.000000,0.000399,1.000000,0.000000,0.000000,0.000051,0.000000,0.000000,0.011747
0.030000,0.000000,0.000000,0.000009,0.000000,0.000000,0.000527,1.000000,0.000000,0.000000,0.000134,0.000000,0.000000,0.021626
0.040000,0.000000,0.000000,0.000015,0.000000,0.000000,0.000623,1.000000,0.000000,0.000000,0.000271,0.000000,0.000000,0.033307
0.050000,0.000000,-0.000000,0.000021,0.000000,-0.000000,0.000695,1.000000,0.000000,0.000000,0.000471,0.000000,0.000000,0.046339
0.060000,0.000000,-0.000000,0.000028,0.000000,-0.000000,0.000749,1.000000,0.000000,0.000000,0.000737,0.000000,0.000000,0.060385
0.070000,0.000000,-0.000000,0.000036,0.000000,-0.000000,0.000789,0.999999,0.000000,0.000000,0.001076,0.000000,0.000000,0.075191
0.080000,0.000000,-0.000000,0.000044,0.000000,-0.000000,0.000820,0.999999,0.000000,0.000000,0.001491,0.000000,0.000000,0.090568
0.090000,0.000000,-0.000000,0.000053,0.000000,-0.000000,0.000843,0.999998,0.000000,0.000000,0.001983,0.000000,0.000000,0.106372
0.100000,0.000000,-0.000000,0.000061,0.000000,-0.000000,0.000860,0.999997,0.000000,0.000000,0.002555,0.000000,0.000000,0.122497
0.110000,0.000000,-0.000000,0.000070,0.000000,-0.000000,0.000873,0.999995,0.000000,0.000000,0.003209,0.000000,0.000000,0.138863
0.120000,0.000000,-0.000000,0.000078,0.000000,-0.000000,0.000882,0.999992,0.000000,0.000000,0.003944,0.000000,0.000000,0.155409
0.130000,0.000000,-0.000000,0.000087,0.000000,-0.000000,0.000889,0.999989,0.000000,0.000000,0.004763,-0.000000,0.000000,0.172090
0.140000,0.000000,-0.000000,0.000096,0.000000,-0.000000,0.000895,0.999984,0.000000,0.000000,0.005665,0.000000,0.000000,0.188873
0.150000,0.000000,-0.000000,0.000105,0.000000,-0.000000,0.000899,0.999978,0.000000,0.000000,0.006652,-0.000000,0.000000,0.205732
0.160000,0.000000,-0.000000,0.000114,0.000000,-0.000000,0.000902,0.999970,0.000000,0.000000,0.007723,-0.000000,0.000000,0.222647
0.170000,0.000000,-0.000000,0.000123,0.000000,-0.000000,0.000904,0.999961,0.000000,0.000000,0.008878,-0.000000,-0.000000,0.239606
0.180000,0.000000,-0.000000,0.000132,0.000000,-0.000000,0.000906,0.999949,0.000000,0.000000,0.010119,-0.000000,0.000000,0.256597
0.190000,0.000000,-0.000000,0.000141,0.000000,-0.000000,0.000907,0.999935,0.000000,0.000000,0.011444,-0.000000,-0.000000,0.273611
0.200000,0.000000,-0.000000,0.000150,0.000000,-0.000000,0.000908,0.999917,0.000000,0.000000,0.012855,-0.000000,-0.000000,0.290644
0.210000,0.000000,-0.000000,0.000160,0.000000,-0.000000,0.000909,0.999897,0.000000,0.000000,0.014351,-0.000000,-0.000000,0.307691
0.220000,0.000000,-0.000000,0.000169,0.000000,-0.000000,0.000909,0.999873,0.000000,0.000000,0.015932,-0.000000,-0.000000,0.324747
0.230000,0.000000,-0.000000,0.000178,0.000000,-0.000000,0.000910,0.999845,0.000000,0.000000,0.017598,0.000000,-0.000000,0.341811
0.240000,0.000000,-0.000000,0.000187,0.000000,-0.000000,0.000910,0.999813,0.000000,0.000000,0.019349,0.000000,-0.000000,0.358881
0.250000,0.000000,-0.000000,0.000196,0.000000,-0.000000,0.000910,0.999776,0.000000,0.000000,0.021186,-0.000000,-0.000000,0.375955
0.260000,0.000000,-0.000000,0.000205,0.000000,-0.000000,0.000911,0.999733,0.000000,0.000000,0.023108,-0.000000,-0.000000,0.393033
0.270000,0.000000,-0.000000,0.000214,0.000000,-0.000000,0.000911,0.999685,-0.000000,-0.000000,0.025115,-0.000000,-0.000000,0.410113
0.280000,0.000000,-0.000000,0.000223,0.000000,-0.000000,0.000911,0.999630,-0.000000,-0.000000,0.027208,-0.000000,-0.000000,0.427194
0.290000,0.000000,-0.000000,0.000232,0.000000,-0.000000,0.000911,0.999568,-0.000000,-0.000000,0.029385,-0.000000,-0.000000,0.444278
0.300000,0.000000,-0.000000,0.000241,0.000000,-0.000000,0.000911,0.999499,-0.000000,-0.000000,0.031649,-0.000000,-0.000000,0.461362
0.310000,0.000000,-0.000000,0.000251,0.000000,-0.000000,0.000911,0.999422,-0.000000,-0.000000,0.033997,-0.000001,-0.000001,0.478447
0.320000,0.000000,-0.000000,0.000260,0.000000,-0.000000,0.000911,0.999336,-0.000000,-0.000000,0.036430,-0.000000,-0.000000,0.495532
0.330000,0.000000,-0.000000,0.000269,0.000000,-0.000000,0.000911,0.999241,-0.000000,-0.000000,0.038949,-0.000001,-0.000001,0.512618
0.340000,0.000000,-0.000000,0.000278,-0.000000,-0.000000,0.000911,0.999136,-0.000000,-0.000000,0.041552,-0.000000,-0.000000,0.529704
0.350000,0.000000,-0.000000,0.000287,-0.000000,0.000000,0.000911,0.999021,-0.000000,-0.000000,0.044241,-0.000000,-0.000000,0.546791
0.360000,0.000000,-0.000000,0.000296,-0.000000,0.000000,0.000911,0.998894,-0.000000,-0.000000,0.047015,-0.000001,-0.000001,0.563877
0.370000,0.000000,-0.000000,0.000305,-0.000000,0.000000,0.000911,0.998756,-0.000000,-0.000000,0.049874,-0.000001,-0.000001,0.580964
0.380000,0.000000,-0.000000,0.000314,-0.000000,0.000000,0.000911,0.998604,-0.000000,-0.000000,0.052817,-0.000000,-0.000000,0.598051
0.390000,0.000000,-0.000000,0.000323,-0.000000,0.000000,0.000911,0.998439,-0.000000,-0.000000,0.055846,-0.000000,-0.000001,0.615138
0.400000,0.000000,-0.000000,0.000333,-0.000000,0.000000,0.000911,0.998260,-0.000000,-0.000000,0.058959,-0.000000,-0.000001,0.632225
0.410000,0.000000,-0.000000,0.000342,-0.000000,0.000000,0.000911,0.998066,-0.000000,-0.000000,0.062157,-0.000000,-0.000001,0.649312
0.420000,0.000000,-0.000000,0.000351,-0.000000,0.000000,0.000911,0.997857,-0.000000,-0.000000,0.065440,-0.000000,-0.000001,0.666399
0.430000,-0.000000,-0.000000,0.000360,-0.000000,0.000000,0.000911,0.997630,-0.000000,-0.000000,0.068807,-0.000000,-0.000001,0.683485
0.440000,-0.000000,0.000000,0.000369,-0.000000,0.000000,0.000911,0.997386,-0.000000,-0.000000,0.072258,-0.000000,-0.000001,0.700572
0.450000,-0.000000,0.000000,0.000378,-0.000000,0.000000,0.000911,0.997124,-0.000000,-0.000000,0.075794,-0.000000,-0.000001,0.717659
0.460000,-0.000000,0.000000,0.000387,-0.000000,0.000000,0.000911,0.996842,-0.000000,-0.000000,0.079414,-0.000000,-0.000001,0.734746
0.470000,-0.000000,0.000000,0.000396,-0.000000,0.000000,0.000911,0.996540,-0.000000,-0.000000,0.083118,-0.000000,-0.000001,0.751833
0.480000,-0.000000,0.000000,0.000405,-0.000000,0.000000,0.000911,0.996216,-0.000000,-0.000000,0.086907,-0.000000,-0.000001,0.768920
0.490000,-0.000000,0.000000,0.000415,-0.000000,0.000000,0.000911,0.995871,-0.000000,-0.000000,0.090778,-0.000000,-0.000001,0.786007
0.500000,-0.000000,0.000000,0.000424,-0.000000,0.000000,0.000911,0.995503,-0.000000,-0.000000,0.094734,-0.000000,-0.000001,0.803094
0.510000,-0.000000,0.000000,0.000433,-0.000000,0.000000,0.000911,0.995110,-0.000000,-0.000000,0.098773,-0.000000,-0.000001,0.820181
0.520000,-0.000000,0.000000,0.000442,-0.000000,0.000000,0.000911,0.994692,-0.000000,-0.000000,0.102896,-0.000000,-0.000001,0.837268
0.530000,-0.000000,0.000000,0.000451,-0.000000,0.000000,0.000911,0.994248,-0.000000,-0.000000,0.107101,-0.000000,-0.000001,0.854355
0.540000,-0.000000,0.000000,0.000460,-0.000000,0.000000,0.000911,0.993777,-0.000000,-0.000000,0.111390,-0.000000,-0.000001,0.871442
0.550000,-0.000000,0.000000,0.000469,-0.000000,0.000000,0.000911,0.993277,-0.000000,-0.000000,0.115762,-0.000000,-0.000001,0.888529
0.560000,-0.000000,0.000000,0.000478,-0.000000,0.000000,0.000911,0.992748,-0.000000,-0.000000,0.120216,-0.000000,-0.000001,0.905615
0.570000,-0.000000,0.000000,0.000487,-0.000000,0.000000,0.000911,0.992188,-0.000000,-0.000000,0.124752,-0.000000,-0.000001,0.922702
0.580000,-0.000000,0.000000,0.000497,-0.000000,0.000000,0.000911,0.991596,-0.000000,-0.000000,0.129370,-0.000000,-0.000001,0.939789
0.590000,-0.000000,0.000000,0.000506,-0.000000,0.000000,0.000911,0.990972,-0.000000,-0.000000,0.134071,-0.000000,-0.000001,0.956876
0.600000,-0.000000,0.000000,0.000515,-0.000000,0.000000,0.000911,0.990313,-0.000000,-0.000000,0.138853,-0.000000,-0.000001,0.973963
0.610000,-0.000000,0.000000,0.000524,-0.000000,0.000000,0.000911,0.989619,-0.000000,-0.000000,0.143716,-0.000000,-0.000001,0.991050
0.620000,-0.000000,0.000000,0.000533,-0.000000,0.000000,0.000911,0.988888,-0.000000,-0.000000,0.148660,-0.000000,-0.000001,1.008137
0.630000,-0.000000,0.000000,0.000542,-0.000000,0.000000,0.000911,0.988120,-0.000000,-0.000000,0.153685,-0.000000,-0.000001,1.025224
0.640000,-0.000000,0.000000,0.000551,-0.000000,0.000000,0.000911,0.987312,-0.000000,-0.000000,0.158791,-0.000000,-0.000001,1.042311
0.650000,-0.000000,0.000000,0.000560,-0.000000,0.000000,0.000911,0.986464,-0.000000,-0.000000,0.163976,-0.000000,-0.000001,1.059398
0.660000,-0.000000,0.000000,0.000569,-0.000000,0.000000,0.000911,0.985575,-0.000000,-0.000000,0.169241,-0.000000,-0.000001,1.076485
0.670000,-0.000000,0.000000,0.000579,-0.000000,0.000000,0.000911,0.984642,-0.000000,-0.000000,0.174585,-0.000000,-0.000001,1.093572
0.680000,-0.000000,0.000000,0.000588,-0.000000,0.000000,0.000911,0.983665,-0.000000,-0.000000,0.180009,-0.000000,-0.000001,1.110659
0.690000,-0.000000,0.000000,0.000597,-0.000000,0.000000,0.000911,0.982642,-0.000000,-0.000000,0.185510,-0.000000,-0.000001,1.127746
0.700000,-0.000000,0.000000,0.000606,-0.000001,0.000000,0.000911,0.981573,-0.000000,-0.000000,0.191090,-0.000000,-0.000001,1.144833
0.710000,-0.000000,0.000000,0.000615,-0.000001,0.000000,0.000911,0.980454,-0.000000,-0.000000,0.196748,-0.000000,-0.000001,1.161920
0.720000,-0.000000,0.000000,0.000624,-0.000001,0.000000,0.000911,0.979286,-0.000000,-0.000000,0.202482,-0.000000,-0.000001,1.179007
0.730000,-0.000000,0.000000,0.000633,-0.000001,0.000000,0.000911,0.978066,-0.000000,-0.000000,0.208293,-0.000000,-0.000001,1.196094
0.740000,-0.000000,0.000000,0.000642,-0.000001,0.000000,0.000911,0.976794,-0.000000,-0.000000,0.214181,-0.000000,-0.000001,1.213181
0.750000,-0.000000,0.000000,0.000651,-0.000001,0.000000,0.000911,0.975468,-0.000000,-0.000000,0.220143,-0.000000,-0.000001,1.230268
0.760000,-0.000000,0.000000,0.000661,-0.000001,0.000000,0.000911,0.974085,-0.000000,-0.000000,0.226181,-0.000000,-0.000001,1.247355
0.770000,-0.000000,0.000000,0.000670,-0.000001,0.000000,0.000911,0.972646,-0.000000,-0.000000,0.232293,-0.000000,-0.000001,1.264442
0.780000,-0.000000,0.000000,0.000679,-0.000001,0.000000,0.000911,0.971148,-0.000000,-0.000000,0.238480,-0.000000,-0.000001,1.281529
0.790000,-0.000000,0.000000,0.000688,-0.000001,0.000000,0.000911,0.969589,-0.000000,-0.000000,0.244739,-0.000000,-0.000001,1.298616
0.800000,-0.000000,0.000000,0.000697,-0.000001,0.000000,0.000911,0.967969,-0.000000,-0.000000,0.251071,-0.000000,-0.000001,1.315703
0.810000,-0.000000,0.000000,0.000706,-0.000001,0.000000,0.000911,0.966285,-0.000000,-0.000000,0.257474,-0.000000,-0.000001,1.332790
0.820000,-0.000000,0.000000,0.000715,-0.000001,0.000000,0.000911,0.964537,-0.000000,-0.000000,0.263949,-0.000000,-0.000001,1.349877
0.830000,-0.000000,0.000000,0.000724,-0.000001,0.000001,0.000911,0.962722,-0.000000,-0.000000,0.270494,-0.000000,-0.000001,1.366964
0.839999,-0.000000,0.000000,0.000733,-0.000001,0.000001,0.000911,0.960839,-0.000000,-0.000000,0.277109,-0.000000,-0.000001,1.384051
0.849999,-0.000000,0.000000,0.000742,-0.000001,0.000001,0.000911,0.958886,-0.000000,-0.000000,0.283792,-0.000000,-0.000001,1.401138
0.859999,-0.000000,0.000000,0.000752,-0.000001,0.000001,0.000911,0.956862,-0.000000,-0.000000,0.290544,-0.000000,-0.000001,1.418225
0.869999,-0.000000,0.000000,0.000761,-0.000001,0.000001,0.000911,0.954765,-0.000000,-0.000000,0.297362,-0.000000,-0.000001,1.435312
0.879999,-0.000000,0.000000,0.000770,-0.000001,0.000001,0.000911,0.952593,-0.000000,-0.000000,0.304247,-0.000000,-0.000001,1.452399
0.889999,-0.000000,0.000000,0.000779,-0.000001,0.000001,0.000911,0.950345,-0.000000,-0.000000,0.311197,-0.000000,-0.000001,1.469486
0.899999,-0.000000,0.000000,0.000788,-0.000001,0.000001,0.000911,0.948020,-0.000000,-0.000000,0.318212,-0.000000,-0.000001,1.486573
0.909999,-0.000000,0.000000,0.000797,-0.000001,0.000001,0.000911,0.945614,-0.000000,-0.000000,0.325290,-0.000000,-0.000001,1.503659
0.919999,-0.000000,0.000000,0.000806,-0.000001,0.000001,0.000911,0.943128,-0.000000,-0.000000,0.332431,-0.000000,-0.000001,1.520746
0.929999,-0.000000,0.000000,0.000815,-0.000001,0.000001,0.000911,0.940558,-0.000000,-0.000000,0.339632,-0.000000,-0.000001,1.537833
0.939999,-0.000000,0.000000,0.000824,-0.000001,0.000001,0.000911,0.937904,-0.000000,-0.000000,0.346894,-0.000000,-0.000001,1.554920
0.949999,-0.000000,0.000000,0.000834,-0.000001,0.000001,0.000911,0.935164,-0.000000,-0.000000,0.354216,-0.000000,-0.000001,1.572007
0.959999,-0.000000,0.000000,0.000843,-0.000001,0.000001,0.000911,0.932335,-0.000000,-0.000000,0.361595,-0.000000,-0.000001,1.589094
0.969999,-0.000000,0.000000,0.000852,-0.000001,0.000001,0.000911,0.929417,-0.000000,-0.000000,0.369031,-0.000000,-0.000001,1.606181
0.979999,-0.000000,0.000000,0.000861,-0.000001,0.000001,0.000911,0.926407,-0.000000,-0.000000,0.376523,-0.000000,-0.000001,1.623268
0.989999,-0.000000,0.000000,0.000870,-0.000002,0.000001,0.000911,0.923305,-0.000000,-0.000000,0.384069,-0.000000,-0.000001,1.640355
0.999999,-0.000000,0.000000,0.000879,-0.000002,0.000001,0.000911,0.920107,-0.000000,-0.000000,0.391668,-0.000000,-0.000001,1.657442
1.009999,-0.000000,0.000000,0.000888,-0.000002,0.000001,0.000911,0.916812,-0.000000,-0.000000,0.399318,-0.000000,-0.000001,1.674529
1.019999,-0.000000,0.000000,0.000897,-0.000002,0.000001,0.000911,0.913419,-0.000000,-0.000000,0.407019,-0.000000,-0.000001,1.691616
1.029999,-0.000000,0.000000,0.000906,-0.000002,0.000001,0.000911,0.909927,-0.000000,-0.000000,0.414769,-0.000000,-0.000001,1.708703
1.039999,-0.000000,0.000000,0.000916,-0.000002,0.000001,0.000911,0.906332,-0.000000,-0.000000,0.422567,-0.000000,-0.000001,1.725790
1.049999,-0.000000,0.000000,0.000925,-0.000002,0.000001,0.000911,0.902633,-0.000000,-0.000000,0.430410,-0.000000,-0.000001,1.742877
1.059999,-0.000000,0.000000,0.000934,-0.000002,0.000001,0.000911,0.898830,-0.000000,-0.000000,0.438298,-0.000000,-0.000001,1.759964
1.069999,-0.000000,0.000000,0.000943,-0.000002,0.000001,0.000911,0.894919,-0.000000,-0.000000,0.446229,-0.000000,-0.000001,1.777051
1.079999,-0.000000,0.000000,0.000952,-0.000002,0.000001,0.000911,0.890899,-0.000000,-0.000000,0.454201,-0.000000,-0.000001,1.794138
1.089999,-0.000001,0.000000,0.000961,-0.000002,0.000001,0.000911,0.886769,-0.000000,-0.000000,0.462212,-0.000000,-0.000001,1.811225
1.099999,-0.000001,0.000000,0.000970,-0.000002,0.000001,0.000911,0.882527,-0.000000,-0.000000,0.470262,-0.000000,-0.000001,1.828312
1.109999,-0.000001,0.000000,0.000979,-0.000002,0.000001,0.000911,0.878171,-0.000000,-0.000000,0.478347,-0.000000,-0.000001,1.845399
