cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t
0.000000,0.000000,0.000000,-0.078178,-0.108310,-0.092670,0.017458,-0.010196,-0.012192,-0.600000,-0.000000,0.250000,-0.603121,-0.007905,0.226056,0.000000
0.000000,0.000000,0.000000,-0.076408,-0.104378,-0.114902,0.016944,-0.009930,-0.012206,-0.600000,-0.000000,0.250000,-0.603053,-0.007893,0.226041,0.002000
0.000000,0.000000,0.000000,-0.074592,-0.104669,-0.126880,0.015986,-0.009855,-0.012224,-0.600000,-0.000000,0.250000,-0.603023,-0.007820,0.226052,0.004000
0.000000,0.000000,0.000000,-0.074201,-0.109840,-0.110081,0.015975,-0.009841,-0.012224,-0.600000,-0.000000,0.250000,-0.603023,-0.007820,0.226052,0.006000
0.000000,0.000000,0.000000,-0.074423,-0.120181,-0.073887,0.015955,-0.009843,-0.012224,-0.600000,-0.000000,0.250000,-0.603023,-0.007820,0.226052,0.008000
0.000000,0.000000,0.000000,-0.073341,-0.129034,-0.049417,0.016092,-0.009830,-0.012224,-0.600000,-0.000000,0.250000,-0.603018,-0.007859,0.226041,0.010000
0.000000,0.000000,0.000000,-0.069646,-0.131454,-0.033074,0.015644,-0.009807,-0.012228,-0.600000,-0.000000,0.250000,-0.602989,-0.007857,0.226030,0.012000
0.000000,0.000000,0.000000,-0.065330,-0.129921,-0.013999,0.014851,-0.009822,-0.012234,-0.600000,-0.000000,0.250000,-0.602962,-0.007789,0.226036,0.014000
0.000000,0.000000,0.000000,-0.060096,-0.130113,-0.003583,0.014834,-0.009859,-0.012234,-0.600000,-0.000000,0.250000,-0.602962,-0.007789,0.226036,0.016000
0.000000,0.000000,0.000000,-0.049932,-0.132805,-0.007423,0.014958,-0.009916,-0.012233,-0.600000,-0.000000,0.250000,-0.602971,-0.007838,0.225797,0.018000
0.000000,0.000000,0.000000,-0.035209,-0.136387,-0.017484,0.015139,-0.009973,-0.012232,-0.600000,-0.000000,0.250000,-0.602982,-0.007898,0.225499,0.020000
0.000000,0.000000,0.000000,-0.018246,-0.140255,-0.010478,0.014609,-0.010047,-0.012157,-0.600000,-0.000000,0.250000,-0.602959,-0.007836,0.225489,0.022000
0.000000,0.000000,0.000000,-0.002510,-0.145295,0.005326,0.014059,-0.010129,-0.012081,-0.600000,-0.000000,0.250000,-0.602936,-0.007774,0.225479,0.024000
0.000000,0.000000,0.000000,0.007786,-0.150355,0.011154,0.014036,-0.010184,-0.012081,-0.600000,-0.000000,0.250000,-0.602936,-0.007774,0.225479,0.026000
0.000000,0.000000,0.000000,0.007207,-0.150117,-0.002428,0.013995,-0.010241,-0.012080,-0.600000,-0.000000,0.250000,-0.602936,-0.007774,0.225479,0.028000
0.000000,0.000000,0.000000,-0.001916,-0.146499,-0.032825,0.014179,-0.010340,-0.012079,-0.600000,-0.000000,0.250000,-0.602953,-0.007836,0.225348,0.030000
0.000000,0.000000,0.000000,-0.014528,-0.148209,-0.064154,0.013980,-0.010572,-0.011944,-0.600000,-0.000000,0.250000,-0.602946,-0.007823,0.225213,0.032000
0.000000,0.000000,0.000000,-0.027348,-0.155843,-0.086160,0.013645,-0.010746,-0.011831,-0.600000,-0.000000,0.250000,-0.602927,-0.007766,0.225199,0.034000
0.000000,0.000000,0.000000,-0.036026,-0.163546,-0.108689,0.013611,-0.010817,-0.011831,-0.600000,-0.000000,0.250000,-0.602927,-0.007766,0.225199,0.036000
0.000000,0.000000,0.000000,-0.038583,-0.168906,-0.128766,0.013568,-0.010880,-0.011830,-0.600000,-0.000000,0.250000,-0.602927,-0.007766,0.225199,0.038000
0.000000,0.000000,0.000000,-0.038146,-0.174630,-0.113303,0.013781,-0.011003,-0.011829,-0.600000,-0.000000,0.250000,-0.602948,-0.007834,0.225140,0.040000
0.000000,0.000000,0.000000,-0.037508,-0.182070,-0.073195,0.013756,-0.011139,-0.011798,-0.600000,-0.000000,0.250000,-0.602941,-0.007812,0.225073,0.042000
0.000000,0.000000,0.000000,-0.034699,-0.186183,-0.049869,0.013601,-0.011220,-0.011776,-0.600000,-0.000000,0.250000,-0.602926,-0.007760,0.225057,0.044000
0.000000,0.000000,0.000000,-0.027260,-0.184046,-0.048903,0.013569,-0.011298,-0.011776,-0.600000,-0.000000,0.250000,-0.602926,-0.007760,0.225057,0.046000
0.000000,0.000000,0.000000,-0.018192,-0.176628,-0.050764,0.013532,-0.011372,-0.011775,-0.600000,-0.000000,0.250000,-0.602926,-0.007760,0.225057,0.048000
0.000000,0.000000,0.000000,-0.014027,-0.168454,-0.042033,0.013801,-0.011514,-0.011774,-0.600000,-0.000000,0.250000,-0.602949,-0.007837,0.225039,0.050000
0.000000,0.000000,0.000000,-0.016679,-0.162454,-0.025264,0.013954,-0.011556,-0.011808,-0.600000,-0.000000,0.250000,-0.602942,-0.007803,0.225001,0.052000
0.000000,0.000000,0.000000,-0.025003,-0.163211,-0.005684,0.013934,-0.011593,-0.011827,-0.600000,-0.000000,0.250000,-0.602930,-0.007757,0.224987,0.054000
0.000000,0.000000,0.000000,-0.038912,-0.172828,-0.000962,0.013910,-0.011679,-0.011827,-0.600000,-0.000000,0.250000,-0.602930,-0.007757,0.224987,0.056000
0.000000,0.000000,0.000000,-0.058643,-0.187498,-0.006644,0.013876,-0.011754,-0.011826,-0.599999,-0.000000,0.250000,-0.602930,-0.007757,0.224987,0.058000
0.000000,0.000000,0.000000,-0.080085,-0.198909,-0.023332,0.014174,-0.011901,-0.011824,-0.599999,-0.000000,0.250000,-0.602954,-0.007840,0.224991,0.060000
0.000000,0.000000,0.000000,-0.094791,-0.202229,-0.061312,0.014385,-0.011959,-0.011816,-0.599999,-0.000000,0.250000,-0.602946,-0.007795,0.224967,0.062000
0.000000,0.000000,0.000000,-0.099588,-0.200456,-0.087832,0.014405,-0.012008,-0.011813,-0.599999,-0.000000,0.250000,-0.602936,-0.007754,0.224954,0.064000
0.000000,0.000000,0.000000,-0.096045,-0.193929,-0.106253,0.014384,-0.012097,-0.011812,-0.599999,-0.000000,0.250000,-0.602936,-0.007754,0.224954,0.066000
0.000000,0.000000,0.000000,-0.085165,-0.182632,-0.096124,0.014688,-0.012256,-0.011810,-0.599999,-0.000000,0.250000,-0.602959,-0.007841,0.224970,0.068000
0.000000,0.000000,0.000000,-0.068981,-0.169044,-0.050541,0.014850,-0.012354,-0.011809,-0.599999,-0.000000,0.250000,-0.602969,-0.007881,0.224978,0.070000
0.000000,0.000000,0.000000,-0.049874,-0.156039,-0.032513,0.015009,-0.012323,-0.011797,-0.599999,-0.000000,0.250000,-0.602950,-0.007788,0.224950,0.072000
0.000000,0.000000,0.000000,-0.033358,-0.146124,-0.042582,0.015067,-0.012361,-0.011792,-0.599999,-0.000000,0.250000,-0.602943,-0.007753,0.224940,0.074000
0.000000,0.000000,0.000000,-0.022059,-0.138616,-0.080252,0.015052,-0.012441,-0.011792,-0.599999,-0.000000,0.250000,-0.602943,-0.007753,0.224940,0.076000
0.000000,0.000000,0.000000,-0.015177,-0.131490,-0.097319,0.015025,-0.012508,-0.011791,-0.599999,-0.000000,0.250000,-0.602943,-0.007753,0.224940,0.078000
0.000000,0.000000,0.000000,-0.014336,-0.125428,-0.091651,0.015386,-0.012641,-0.011789,-0.599999,-0.000000,0.250000,-0.602965,-0.007850,0.224964,0.080000
0.000000,0.000000,0.000000,-0.019542,-0.122422,-0.083744,0.015907,-0.012829,-0.011724,-0.599999,-0.000000,0.250000,-0.602956,-0.007781,0.224941,0.082000
0.000000,0.000000,0.000000,-0.025519,-0.122642,-0.082730,0.016032,-0.012923,-0.011705,-0.599999,-0.000000,0.250000,-0.602951,-0.007753,0.224933,0.084000
0.000000,0.000000,0.000000,-0.030582,-0.123414,-0.091425,0.016033,-0.013006,-0.011705,-0.599999,-0.000000,0.250000,-0.602951,-0.007753,0.224933,0.086000
0.000000,0.000000,0.000000,-0.034527,-0.124791,-0.109254,0.016023,-0.013074,-0.011704,-0.599999,-0.000000,0.250000,-0.602951,-0.007753,0.224933,0.088000
0.000000,0.000000,0.000000,-0.039739,-0.130897,-0.125448,0.016424,-0.013199,-0.011702,-0.599999,-0.000000,0.250000,-0.602971,-0.007856,0.224961,0.090000
0.000000,0.000000,0.000000,-0.044974,-0.140516,-0.149473,0.016917,-0.013458,-0.011669,-0.599999,-0.000000,0.250000,-0.602962,-0.007777,0.224937,0.092000
0.000000,0.000000,0.000000,-0.046786,-0.151168,-0.167290,0.017029,-0.013570,-0.011661,-0.599999,-0.000000,0.250000,-0.602959,-0.007754,0.224931,0.094000
0.000000,0.000000,0.000000,-0.041723,-0.161287,-0.171915,0.017047,-0.013652,-0.011660,-0.599999,-0.000000,0.250000,-0.602959,-0.007754,0.224931,0.096000
0.000000,0.000000,0.000000,-0.029734,-0.168875,-0.157039,0.017054,-0.013719,-0.011660,-0.599998,-0.000000,0.250000,-0.602959,-0.007754,0.224931,0.098000
0.000000,0.000000,0.000000,-0.014907,-0.172551,-0.128224,0.017475,-0.013837,-0.011657,-0.599998,-0.000000,0.250000,-0.602977,-0.007863,0.224962,0.100000
0.000000,0.000000,0.000000,-0.003793,-0.175367,-0.096915,0.017913,-0.014428,-0.011645,-0.599998,-0.000000,0.250000,-0.602968,-0.007773,0.224935,0.102000
0.000000,0.000000,0.000000,-0.000353,-0.181243,-0.098610,0.018001,-0.014574,-0.011642,-0.599998,-0.000000,0.250000,-0.602966,-0.007756,0.224930,0.104000
0.000000,0.000000,0.000000,-0.001552,-0.189021,-0.117191,0.018041,-0.014665,-0.011641,-0.599998,-0.000000,0.250000,-0.602966,-0.007756,0.224930,0.106000
0.000000,0.000000,0.000000,-0.003680,-0.193691,-0.129622,0.018070,-0.014736,-0.011640,-0.599998,-0.000000,0.250000,-0.602966,-0.007756,0.224930,0.108000
