a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.17719091856028085,0.17719091856028085,-0.048108917436434626,0.10230494647099568,1,geometric,0.05877991510711801,0.029345515941536355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10501,1,10501,0.0,,scenario,21.0,0.0,1,0.02947544389826894,0.02605099999999999,0.02537406692691911,0.007241775360429034,0.003457817802094367,0.024071631811914466,500.0,C5_2026-09-23_18-18-41.meta,C5,0,geometric,21.0,0.0,nan,nan,cf5
0.0,0.13661085437288106,0.13661085437288106,-0.035594563674321504,0.06621038582495778,1,geometric,0.034312297518528254,0.026858666472725532,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479,1,479,0.0,,land,21.956,21.0,1,0.024656205729998295,0.023957000000000006,0.02349690365724981,0.00544129736061147,0.0017467571971046072,0.022791349319552047,500.0000000000002,C5_2026-09-23_18-18-41.meta,C5,0,geometric,21.956,21.0,nan,nan,cf5
