a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_below_min_safe_s,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.706184309180332,0.706184309180332,-0.2647596774592896,0.6588055619226508,1,geometric,,,,,0.6255018991098268,0.16470345040399614,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,10501,2,10501,0.0,,scenario,21.0,0.0,1,0.18105836726039476,0.11067800000000005,0.05418774119072781,0.033988607743010844,0.00804231075681072,0.04142954352555589,500.0,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,21.0,0.0,nan,nan,cf5
0.0,0.07920243167352882,0.07920243167352882,0.0032283333333333335,0.019696102939414182,1,geometric,,,,,0.03522474280956498,0.03432585283718381,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,3,2,3,0.0,,land,21.004,21.0,1,0.025846283852809456,0.022955999999999976,0.025818770671741903,0.011790054396255632,0.0011660670363805561,0.022940004882301135,499.99999999983305,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,21.004,21.0,nan,nan,cf5
0.0,0.9700206296220426,0.9700206296220425,-0.45025109933333335,0.9082969220553901,1,geometric,,,,,0.6255018991098268,0.22007486878477062,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,4.1276276276276285,1.127627627627628,1,0.17838503982677473,0.11067800000000005,0.0729049233143094,0.0513148237048516,0.007769251567600748,0.051201127347790566,499.99999999999994,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,4.126,1.128,nan,nan,cf5
0.0,0.9002188476856047,0.9002188476856047,-0.37218570866666656,0.8492965461952603,1,geometric,,,,,0.5619462948200655,0.20470100517265177,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,9.382882882882884,6.382882882882884,1,0.1468711524296041,0.107298,0.06245148662433372,0.03702677912515031,0.008244880793033538,0.04961076244037511,500.0000000000001,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,9.382,6.384,nan,nan,cf5
0.0,0.9441841653795467,0.9441841653795467,-0.4197081426666666,0.8810817794503398,1,geometric,,,,,0.5762549974247512,0.22942142150159534,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach3,14.617117117117118,11.617117117117118,1,0.18105836726039476,0.11042200000000002,0.07568213453528294,0.053202290984399034,0.012676216574146507,0.05231266820946273,500.0000000000001,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,14.616,11.618,nan,nan,cf5
0.0,0.8752512188226158,0.8752512188226158,-0.36031356866666664,0.8235044947797509,1,geometric,,,,,0.5546113961117279,0.20583899783732917,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach4,19.872372372372375,16.872372372372375,1,0.1465631350954257,0.10965599999999998,0.06205081217748886,0.033584833842514886,0.011803254256771731,0.05082366984591596,499.99999999999983,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,19.872,16.874,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.03624502000275348,0.036245020002753474,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,10501,2,10501,0.0,,scenario,21.0,0.0,1,0.09134501684273755,0.08418100000000006,0.08302624418724719,0.020326350950323535,0.021246919834475388,0.07764512269571126,500.0,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,21.0,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.03624502000275348,0.03624502000275348,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,3,2,3,0.0,,land,21.004,21.0,1,0.07614606630680275,0.06624999999999992,0.07612979145730879,0.02749770547397243,0.025546701117756865,0.0662343370390313,499.99999999983305,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,21.004,21.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.03624502000275348,0.03624502000275348,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,4.1276276276276285,1.127627627627628,1,0.09052898360193819,0.083148,0.0861376937303447,0.02555299334616853,0.014061818733127422,0.08104944210881404,499.99999999999994,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,4.126,1.128,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.03624502000275348,0.03624502000275348,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,9.382882882882884,6.382882882882884,1,0.08340140350737518,0.0802290000000001,0.08174202299598006,0.013655660705241131,0.015154464033522708,0.07915569135593054,500.0000000000001,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,9.382,6.384,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.03624502000275348,0.03624502000275348,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach3,14.617117117117118,11.617117117117118,1,0.08837171516950426,0.08313100000000007,0.08565377583834041,0.019762634102382878,0.024218568545367553,0.07974627606548994,500.0000000000001,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,14.616,11.618,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.03624502000275348,0.03624502000275348,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach4,19.872372372372375,16.872372372372375,1,0.09134501684273755,0.08418100000000006,0.08594754589127798,0.0191253122494597,0.0257682329084605,0.07973205910340793,499.99999999999983,A3_2026-09-23_17-46-43.meta,A3,0,geometric,,19.872,16.874,nan,nan,cf_second
,,,,,,geometric,0.25,0.043351165190897836,0.04877944716562953,0.20664883480910215,,,,,,,,,,,,0.18575799999999998,0.20211141615702957,-0.04788858384297043,,,,,,2,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,,,A3_2026-09-23_17-46-43.meta,A3,,geometric,0.0,,,,,__formation__
