time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-1.1285,4.4190,0.0069,-1.77,-0.05,-0.13,0.008,-0.091,-0.205,-0.039
0,-1.1290,4.4218,0.0074,-1.77,-0.05,-0.13,0.008,-0.123,-0.047,0.117
0,-1.1173,4.3254,-0.0017,-1.76,-0.05,-0.13,0.008,0.069,-0.045,-0.112
0,-1.1179,4.3286,-0.0015,-1.76,-0.05,-0.13,0.008,-0.464,0.111,0.139
0,-1.1184,4.3317,-0.0012,-1.76,-0.05,-0.13,0.008,-0.327,0.162,0.215
0,-1.1188,4.3347,-0.0010,-1.75,-0.05,-0.13,0.014,0.077,-0.207,0.047
0,-1.1191,4.3378,-0.0007,-1.76,-0.05,-0.13,0.014,0.004,0.032,-0.038
0,-1.1055,4.3784,0.0091,-1.74,-0.06,-0.13,0.014,-0.343,0.154,0.042
0,-1.1057,4.3814,0.0093,-1.74,-0.06,-0.13,0.014,0.037,-0.081,-0.289
0,-1.1062,4.3845,0.0097,-1.74,-0.06,-0.13,0.014,-0.379,0.057,0.225
0,-1.1062,4.3845,0.0097,-1.74,-0.06,-0.13,0.011,-0.107,0.113,0.036
0,-1.1068,4.3875,0.0100,-1.74,-0.06,-0.13,0.011,-0.213,0.031,-0.091
0,-1.1119,4.3890,0.0074,-1.75,-0.06,-0.13,0.011,-0.005,-0.085,-0.225
1,-1.1119,4.3890,0.0074,-1.75,-0.06,-0.13,0.011,-0.253,0.141,0.108
1,-1.1124,4.3919,0.0079,-1.75,-0.06,-0.13,0.011,-0.230,-0.165,-0.214
1,-1.1130,4.3949,0.0084,-1.75,-0.06,-0.13,0.014,0.048,0.179,0.069
1,-1.1133,4.3981,0.0087,-1.75,-0.06,-0.13,0.014,-0.152,-0.060,0.024
1,-1.1062,4.3974,0.0135,-1.73,-0.06,-0.13,0.014,-0.138,-0.092,0.173
1,-1.1068,4.4004,0.0137,-1.73,-0.06,-0.13,0.014,-0.455,-0.259,0.180
1,-1.1073,4.4033,0.0137,-1.73,-0.06,-0.13,0.014,-0.037,-0.211,-0.087
1,-1.1076,4.4062,0.0139,-1.73,-0.06,-0.13,0.010,-0.108,-0.006,-0.056
1,-1.1078,4.4092,0.0142,-1.73,-0.06,-0.13,0.010,0.060,-0.106,0.000
1,-1.1130,4.3975,0.0057,-1.76,-0.05,-0.12,0.010,-0.176,0.361,0.171
