time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,motor_m1,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
41,0.0174,0.0331,0.3066,0.0112,0.0216,0.0748,0.78,0.23,0.89,50204,0.000,-3.689,1.332,-0.065,0.002,-0.009,0.985,0.000,0.000,0.000
41,0.0174,0.0339,0.3073,0.0104,0.0217,0.0733,0.74,0.22,0.90,50213,0.000,-3.694,0.396,0.570,0.007,-0.011,0.985,0.000,0.000,0.000
41,0.0175,0.0341,0.3081,0.0101,0.0203,0.0718,0.70,0.22,0.90,50233,0.000,-2.405,0.385,0.056,0.008,-0.014,0.990,0.000,0.000,0.000
41,0.0176,0.0343,0.3084,0.0097,0.0190,0.0689,0.66,0.21,0.91,50243,0.000,0.770,0.076,-0.473,0.003,-0.013,0.992,0.000,0.000,0.000
41,0.0176,0.0354,0.3091,0.0092,0.0199,0.0678,0.66,0.21,0.90,50103,0.000,-2.777,1.721,1.383,0.005,-0.010,0.992,0.000,0.000,0.000
41,0.0177,0.0356,0.3098,0.0089,0.0187,0.0664,0.67,0.20,0.91,50103,0.000,1.291,0.815,-0.627,0.006,-0.013,0.990,0.000,0.000,0.000
41,0.0178,0.0358,0.3105,0.0085,0.0176,0.0649,0.64,0.19,0.91,50102,0.000,-4.757,0.965,1.569,0.006,-0.013,0.991,0.000,0.000,0.000
41,0.0178,0.0343,0.3111,0.0081,0.0126,0.0638,0.63,0.18,0.92,50106,0.000,-2.982,4.358,1.078,0.007,-0.010,0.994,0.000,0.000,0.000
41,0.0179,0.0368,0.3125,0.0077,0.0169,0.0670,0.59,0.15,0.93,50103,0.000,-1.263,-1.930,0.878,0.009,-0.008,0.994,0.000,0.000,0.000
41,0.0180,0.0352,0.3132,0.0075,0.0119,0.0662,0.56,0.17,0.94,49997,0.000,-0.988,-2.543,0.065,0.008,-0.011,0.990,0.000,0.000,0.000
41,0.0179,0.0363,0.3139,0.0068,0.0130,0.0654,0.56,0.18,0.94,49995,0.000,-1.825,0.413,0.365,0.006,-0.014,0.991,0.000,0.000,0.000
41,0.0179,0.0372,0.3145,0.0065,0.0137,0.0644,0.55,0.17,0.95,49997,0.000,-1.601,0.555,0.719,0.003,-0.014,0.992,0.000,0.000,0.000
41,0.0179,0.0364,0.3151,0.0061,0.0106,0.0637,0.53,0.18,0.95,49997,0.000,-0.788,-3.011,-0.107,0.002,-0.010,0.991,0.000,0.000,0.000
41,0.0180,0.0364,0.3163,0.0058,0.0096,0.0661,0.52,0.20,0.95,49998,0.000,0.891,-0.749,-0.248,0.008,-0.007,0.990,0.000,0.000,0.000
42,0.0180,0.0365,0.3170,0.0055,0.0087,0.0653,0.53,0.22,0.95,49914,0.000,-4.241,2.550,0.819,0.004,-0.011,0.989,0.000,0.000,0.000
42,0.0181,0.0366,0.3176,0.0052,0.0078,0.0644,0.50,0.20,0.96,49917,0.000,-0.223,-3.163,-0.804,0.005,-0.014,0.992,0.000,0.000,0.000
42,0.0181,0.0367,0.3183,0.0049,0.0069,0.0635,0.49,0.22,0.95,49920,0.000,-1.447,3.014,0.318,0.004,-0.011,0.992,0.000,0.000,0.000
42,0.0182,0.0368,0.3189,0.0046,0.0060,0.0626,0.48,0.21,0.95,49917,0.000,-4.472,1.399,1.484,0.005,-0.007,0.988,0.000,0.000,0.000
42,0.0182,0.0368,0.3200,0.0042,0.0051,0.0642,0.44,0.18,0.96,49921,0.000,0.373,0.326,-0.374,0.007,-0.009,0.987,0.000,0.000,0.000
42,0.0183,0.0369,0.3206,0.0039,0.0043,0.0632,0.44,0.18,0.96,50018,0.000,-3.060,0.058,0.847,0.008,-0.013,0.987,0.000,0.000,0.000
42,0.0183,0.0369,0.3212,0.0035,0.0035,0.0622,0.43,0.18,0.97,50032,0.000,-5.177,5.908,1.345,0.006,-0.015,0.989,0.000,0.000,0.000
42,0.0181,0.0359,0.3219,0.0028,0.0005,0.0615,0.39,0.13,0.98,50039,0.000,-1.045,-2.125,-0.533,0.002,-0.010,0.989,0.000,0.000,0.000
42,0.0186,0.0352,0.3225,0.0035,-0.0017,0.0605,0.37,0.14,0.98,50048,0.000,-1.139,0.411,0.086,0.003,-0.010,0.985,0.000,0.000,0.000
42,0.0186,0.0346,0.3226,0.0031,-0.0036,0.0567,0.37,0.13,0.97,50064,0.000,-4.642,3.425,1.353,0.003,-0.010,0.984,0.000,0.000,0.000
42,0.0186,0.0346,0.3232,0.0029,-0.0043,0.0554,0.35,0.14,0.98,50294,0.000,-1.537,-2.545,-0.443,0.008,-0.013,0.988,0.000,0.000,0.000
42,0.0189,0.0338,0.3237,0.0032,-0.0065,0.0544,0.29,0.12,0.98,50317,0.000,-2.282,2.864,-0.248,0.006,-0.010,0.991,0.000,0.000,0.000
42,0.0159,0.0319,0.3243,-0.0033,-0.0109,0.0534,0.29,0.10,0.97,50331,0.000,-3.306,-0.021,0.610,0.005,-0.009,0.992,0.000,0.000,0.000
42,0.0187,0.0361,0.3248,0.0023,-0.0027,0.0521,0.27,0.09,0.97,50342,0.000,-5.460,-0.761,-0.114,0.007,-0.013,0.991,0.000,0.000,0.000
42,0.0190,0.0342,0.3241,0.0027,-0.0070,0.0446,0.19,0.09,0.98,50355,0.000,-0.911,1.430,-1.185,0.006,-0.012,0.989,0.000,0.000,0.000
42,0.0190,0.0341,0.3246,0.0025,-0.0075,0.0433,0.20,0.08,0.97,50366,0.000,-3.537,3.646,1.136,0.009,-0.011,0.993,0.000,0.000,0.000
42,0.0190,0.0365,0.3250,0.0023,-0.0029,0.0423,0.18,0.05,0.97,50639,0.000,-2.712,-1.579,-0.518,0.005,-0.007,0.992,0.000,0.000,0.000
43,0.0190,0.0347,0.3254,0.0021,-0.0069,0.0414,0.16,0.05,0.97,50651,0.000,-3.289,3.990,0.308,0.006,-0.011,0.990,0.000,0.000,0.000
43,0.0194,0.0329,0.3258,0.0027,-0.0106,0.0405,0.09,0.03,0.97,50675,0.000,-2.344,-0.263,-0.735,0.006,-0.014,0.991,0.000,0.000,0.000
43,0.0194,0.0328,0.3248,0.0027,-0.0109,0.0323,0.09,0.03,0.97,50687,0.000,-3.224,1.053,0.933,0.006,-0.012,0.995,0.000,0.000,0.000
43,0.0195,0.0364,0.3251,0.0027,-0.0037,0.0314,0.04,0.02,0.97,50715,0.000,-1.928,-5.273,-0.362,0.006,-0.009,0.995,0.000,0.000,0.000
43,0.0196,0.0335,0.3255,0.0027,-0.0097,0.0307,0.00,0.05,0.97,50727,0.000,1.242,-0.158,0.450,0.006,-0.007,0.994,0.000,0.000,0.000
43,0.0196,0.0349,0.3258,0.0026,-0.0068,0.0297,0.04,0.06,0.97,50736,0.000,1.255,-1.592,-0.837,0.010,-0.013,0.994,0.000,0.000,0.000
43,0.0192,0.0368,0.3260,0.0019,-0.0030,0.0288,0.06,0.09,0.97,50748,0.000,-3.145,-0.709,0.179,0.006,-0.014,0.995,0.000,0.000,0.000
43,0.0194,0.0349,0.3263,0.0020,-0.0067,0.0280,0.03,0.09,0.97,50761,0.000,-1.428,-1.116,1.125,0.007,-0.011,0.998,0.000,0.000,0.000
43,0.0174,0.0329,0.3266,-0.0020,-0.0106,0.0276,0.02,0.10,0.98,50773,0.000,-1.545,0.599,0.735,0.006,-0.008,0.996,0.000,0.000,0.000
43,0.0174,0.0328,0.3269,-0.0021,-0.0107,0.0270,0.01,0.10,0.99,51149,0.000,2.467,0.848,-0.233,0.003,-0.008,0.998,0.000,0.000,0.000
43,0.0183,0.0329,0.3272,-0.0005,-0.0103,0.0264,0.03,0.07,0.98,51164,0.000,-1.345,2.853,-0.020,0.005,-0.016,0.998,0.000,0.000,0.000
43,0.0183,0.0328,0.3274,-0.0007,-0.0104,0.0259,0.02,0.05,0.98,51178,0.000,0.509,2.040,-0.259,0.006,-0.014,1.002,0.000,0.000,0.000
43,0.0207,0.0328,0.3257,0.0039,-0.0101,0.0150,0.02,0.03,0.98,51190,0.000,-0.777,4.459,-0.030,0.008,-0.010,1.004,0.000,0.000,0.000
43,0.0207,0.0327,0.3258,0.0037,-0.0101,0.0146,0.02,-0.00,0.98,50988,0.000,-2.392,2.047,0.830,0.007,-0.015,1.004,0.000,0.000,0.000
43,0.0207,0.0326,0.3259,0.0037,-0.0101,0.0144,-0.00,0.01,0.99,50981,0.000,-0.315,3.394,0.285,0.006,-0.012,1.003,0.000,0.000,0.000
43,0.0198,0.0328,0.3261,0.0017,-0.0096,0.0142,-0.01,-0.05,0.99,50956,0.000,-1.887,1.132,0.242,0.005,-0.010,1.001,0.000,0.000,0.000
43,0.0166,0.0330,0.3262,-0.0046,-0.0092,0.0144,-0.03,-0.03,0.99,50968,0.000,-0.372,1.715,-0.025,0.004,-0.012,1.002,0.000,0.000,0.000
44,0.0200,0.0331,0.3275,0.0022,-0.0087,0.0206,-0.03,-0.05,0.99,50953,0.000,-1.927,0.331,0.463,0.005,-0.009,1.006,0.000,0.000,0.000
44,0.0170,0.0332,0.3277,-0.0038,-0.0083,0.0209,-0.06,-0.08,0.99,50965,0.000,-0.044,1.099,0.557,0.007,-0.009,1.005,0.000,0.000,0.000
44,0.0169,0.0331,0.3280,-0.0038,-0.0083,0.0213,-0.06,-0.09,1.00,50679,0.000,0.763,0.362,-0.032,0.008,-0.013,1.006,0.000,0.000,0.000
44,0.0192,0.0333,0.3282,0.0009,-0.0078,0.0214,-0.06,-0.11,1.00,50630,0.000,-0.277,0.566,0.157,0.005,-0.011,1.002,0.000,0.000,0.000
44,0.0192,0.0332,0.3284,0.0010,-0.0077,0.0215,-0.06,-0.11,1.00,50615,0.000,-0.630,0.549,0.255,0.004,-0.008,1.002,0.000,0.000,0.000
44,0.0215,0.0333,0.3301,0.0056,-0.0073,0.0300,-0.06,-0.12,1.01,50605,0.000,1.740,1.540,-0.356,0.005,-0.014,0.999,0.000,0.000,0.000
44,0.0205,0.0332,0.3304,0.0037,-0.0072,0.0305,-0.05,-0.13,1.00,50563,0.000,0.284,0.328,0.271,0.005,-0.009,0.999,0.000,0.000,0.000
44,0.0205,0.0331,0.3307,0.0039,-0.0071,0.0311,-0.04,-0.14,1.00,50556,0.000,1.254,0.787,-0.455,0.007,-0.006,0.997,0.000,0.000,0.000
44,0.0206,0.0330,0.3310,0.0041,-0.0070,0.0315,-0.00,-0.15,1.00,50551,0.000,0.555,0.044,0.315,0.005,-0.009,0.997,0.000,0.000,0.000
44,0.0206,0.0330,0.3313,0.0043,-0.0069,0.0316,-0.02,-0.16,1.00,50539,0.000,1.019,0.210,-0.490,0.005,-0.013,1.001,0.000,0.000,0.000
44,0.0219,0.0305,0.3319,0.0069,-0.0114,0.0331,-0.01,-0.17,1.00,50529,0.000,0.200,0.105,0.588,0.002,-0.011,1.000,0.000,0.000,0.000
44,0.0219,0.0305,0.3319,0.0069,-0.0114,0.0331,-0.01,-0.17,1.00,51097,0.000,0.154,-1.008,0.410,0.004,-0.014,0.998,0.000,0.000,0.000
44,0.0218,0.0329,0.3323,0.0069,-0.0067,0.0329,-0.01,-0.16,1.01,51100,0.000,1.227,0.344,0.248,0.005,-0.013,0.999,0.000,0.000,0.000
44,0.0230,0.0328,0.3329,0.0094,-0.0064,0.0325,0.00,-0.17,1.01,51107,0.000,-1.230,-2.531,0.638,0.004,-0.007,0.999,0.000,0.000,0.000
44,0.0231,0.0328,0.3332,0.0097,-0.0064,0.0325,-0.00,-0.14,1.01,51107,0.000,0.187,-1.749,0.189,0.005,-0.011,1.004,0.000,0.000,0.000
44,0.0231,0.0328,0.3303,0.0097,-0.0064,0.0162,-0.00,-0.10,1.01,51118,0.000,-0.506,-1.829,0.482,0.003,-0.012,1.004,0.000,0.000,0.000
44,0.0241,0.0328,0.3304,0.0118,-0.0062,0.0163,-0.01,-0.10,1.02,51573,0.000,-1.650,-1.801,0.776,0.005,-0.008,1.003,0.000,0.000,0.000
45,0.0227,0.0328,0.3306,0.0091,-0.0061,0.0161,-0.02,-0.11,1.03,51587,0.000,0.129,-0.999,0.566,0.004,-0.011,1.006,0.000,0.000,0.000
45,0.0212,0.0331,0.3309,0.0064,-0.0053,0.0159,-0.03,-0.06,1.03,51579,0.000,0.097,-2.003,-0.212,0.004,-0.015,1.008,0.000,0.000,0.000
45,0.0212,0.0331,0.3309,0.0064,-0.0053,0.0159,-0.03,-0.08,1.03,51593,0.000,-0.474,-1.743,-0.067,0.003,-0.009,1.008,0.000,0.000,0.000
45,0.0207,0.0332,0.3286,0.0055,-0.0048,0.0030,-0.09,-0.11,1.03,51565,0.000,-0.259,-0.276,0.020,0.004,-0.009,1.008,0.000,0.000,0.000
45,0.0207,0.0332,0.3286,0.0055,-0.0048,0.0030,-0.10,-0.10,1.04,51250,0.000,0.310,0.210,0.436,0.006,-0.011,1.007,0.000,0.000,0.000
45,0.0304,0.0391,0.3286,0.0235,0.0064,0.0038,-0.09,-0.10,1.04,51208,0.000,1.027,-0.066,-0.075,0.004,-0.010,1.009,0.000,0.000,0.000
45,0.0304,0.0391,0.3286,0.0235,0.0064,0.0038,-0.09,-0.09,1.04,51220,0.000,1.325,-0.316,0.416,0.005,-0.006,1.006,0.000,0.000,0.000
45,0.0300,0.0389,0.3287,0.0224,0.0062,0.0052,-0.07,-0.10,1.05,51176,0.000,1.784,-1.565,0.555,0.004,-0.007,1.006,0.000,0.000,0.000
45,0.0300,0.0389,0.3305,0.0224,0.0062,0.0148,-0.05,-0.08,1.05,51187,0.000,1.188,-2.722,1.213,0.005,-0.008,1.011,0.000,0.000,0.000
45,0.0318,0.0396,0.3308,0.0252,0.0076,0.0163,-0.02,-0.06,1.07,51091,0.000,3.674,-2.856,0.798,0.006,-0.012,1.007,0.000,0.000,0.000
45,0.0318,0.0396,0.3308,0.0252,0.0076,0.0163,0.00,-0.03,1.07,51101,0.000,4.301,-3.294,0.599,0.005,-0.009,1.006,0.000,0.000,0.000
45,0.0307,0.0394,0.3312,0.0226,0.0070,0.0177,0.04,-0.00,1.08,51053,0.000,4.325,-4.459,0.754,0.004,-0.009,1.007,0.000,0.000,0.000
45,0.0307,0.0394,0.3312,0.0226,0.0070,0.0177,0.06,0.05,1.09,51035,0.000,2.758,-5.042,0.810,0.008,-0.011,1.007,0.000,0.000,0.000
45,0.0316,0.0402,0.3318,0.0236,0.0084,0.0207,0.10,0.09,1.10,51014,0.000,2.322,-4.266,1.186,0.008,-0.013,1.009,0.000,0.000,0.000
45,0.0316,0.0402,0.3318,0.0236,0.0084,0.0207,0.12,0.13,1.11,51152,0.000,2.186,-4.123,0.841,0.005,-0.012,1.007,0.000,0.000,0.000
45,0.0326,0.0417,0.3322,0.0245,0.0106,0.0221,0.14,0.18,1.12,51101,0.000,1.424,-3.610,0.553,0.004,-0.012,1.005,0.000,0.000,0.000
45,0.0328,0.0418,0.3325,0.0243,0.0104,0.0228,0.16,0.21,1.13,51111,0.000,1.698,-3.063,0.807,0.004,-0.013,1.007,0.000,0.000,0.000
46,0.0331,0.0419,0.3327,0.0241,0.0102,0.0235,0.19,0.25,1.13,51092,0.000,1.713,-1.989,0.927,0.006,-0.009,1.010,0.000,0.000,0.000
46,0.0331,0.0419,0.3320,0.0241,0.0102,0.0198,0.20,0.27,1.14,51039,0.000,1.905,-2.093,0.947,0.006,-0.010,1.010,0.000,0.000,0.000
46,0.0334,0.0403,0.3324,0.0232,0.0063,0.0214,0.22,0.29,1.15,50753,0.000,0.654,-0.326,0.965,0.006,-0.007,1.007,0.000,0.000,0.000
46,0.0334,0.0403,0.3324,0.0232,0.0063,0.0214,0.22,0.30,1.16,50684,0.000,1.223,0.807,1.402,0.002,-0.011,1.002,0.000,0.000,0.000
46,0.0332,0.0412,0.3326,0.0217,0.0075,0.0221,0.22,0.28,1.18,50690,0.000,-0.450,-0.303,1.429,0.001,-0.011,1.004,0.000,0.000,0.000
46,0.0336,0.0414,0.3331,0.0208,0.0068,0.0236,0.22,0.29,1.19,50647,0.000,0.453,-0.341,2.196,0.005,-0.008,1.006,0.000,0.000,0.000
46,0.0353,0.0414,0.3347,0.0241,0.0068,0.0321,0.22,0.30,1.21,50653,0.000,0.073,-0.875,1.986,0.007,-0.010,1.005,0.000,0.000,0.000
46,0.0358,0.0415,0.3354,0.0231,0.0060,0.0338,0.22,0.30,1.23,50396,0.000,2.126,-0.701,1.857,0.007,-0.009,1.005,0.000,0.000,0.000
46,0.0353,0.0425,0.3354,0.0222,0.0079,0.0338,0.24,0.29,1.25,50368,0.000,0.914,-1.469,2.031,0.006,-0.009,1.005,0.000,0.000,0.000
46,0.0357,0.0427,0.3361,0.0212,0.0071,0.0344,0.25,0.31,1.27,50337,0.000,2.770,0.293,1.436,0.006,-0.010,1.004,0.000,0.000,0.000
46,0.0366,0.0424,0.3361,0.0227,0.0067,0.0344,0.26,0.31,1.29,50310,0.000,2.054,-1.234,1.990,0.007,-0.011,1.000,0.000,0.000,0.000
46,0.0370,0.0426,0.3379,0.0217,0.0058,0.0412,0.28,0.33,1.31,50313,0.000,0.126,-3.008,3.093,0.005,-0.008,1.003,0.000,0.000,0.000
46,0.0368,0.0435,0.3383,0.0204,0.0070,0.0417,0.28,0.35,1.34,50468,0.000,1.919,-0.970,1.892,0.006,-0.008,1.002,0.000,0.000,0.000
46,0.0370,0.0435,0.3387,0.0198,0.0065,0.0422,0.28,0.38,1.36,50449,0.000,-0.676,-2.312,2.887,0.006,-0.011,0.998,0.000,0.000,0.000
46,0.0372,0.0436,0.3392,0.0193,0.0061,0.0426,0.28,0.40,1.39,50436,0.000,0.171,-3.876,2.842,0.002,-0.011,1.002,0.000,0.000,0.000
46,0.0372,0.0436,0.3392,0.0193,0.0061,0.0426,0.29,0.43,1.41,50419,0.000,0.230,-2.587,2.871,0.002,-0.007,0.997,0.000,0.000,0.000
47,0.0364,0.0446,0.3389,0.0159,0.0067,0.0371,0.30,0.47,1.44,50406,0.000,2.033,1.773,2.309,0.006,-0.008,0.996,0.000,0.000,0.000
47,0.0365,0.0447,0.3392,0.0152,0.0062,0.0373,0.31,0.46,1.46,50430,0.000,2.657,2.469,2.499,0.005,-0.009,0.999,0.000,0.000,0.000
47,0.0350,0.0446,0.3396,0.0115,0.0055,0.0372,0.32,0.44,1.49,50419,0.000,2.628,0.410,2.693,0.004,-0.010,0.999,0.000,0.000,0.000
47,0.0351,0.0447,0.3400,0.0107,0.0050,0.0373,0.34,0.43,1.52,50406,0.000,3.017,2.969,2.283,0.001,-0.007,0.996,0.000,0.000,0.000
47,0.0351,0.0455,0.3404,0.0097,0.0059,0.0372,0.36,0.41,1.55,50403,0.000,-0.456,4.186,2.736,0.001,-0.006,0.996,0.000,0.000,0.000
47,0.0352,0.0456,0.3406,0.0089,0.0053,0.0359,0.36,0.38,1.57,50397,0.000,0.388,3.444,3.227,0.005,-0.007,0.995,0.000,0.000,0.000
47,0.0352,0.0456,0.3406,0.0089,0.0053,0.0359,0.37,0.34,1.61,50313,0.000,1.416,2.203,2.925,0.008,-0.011,0.997,0.000,0.000,0.000
47,0.0353,0.0456,0.3409,0.0082,0.0047,0.0358,0.39,0.31,1.64,50305,0.000,-0.257,2.620,2.821,0.008,-0.009,0.998,0.000,0.000,0.000
47,0.0354,0.0457,0.3413,0.0075,0.0040,0.0357,0.38,0.28,1.67,50293,0.000,-0.841,2.882,2.774,0.004,-0.005,0.998,0.000,0.000,0.000
47,0.0358,0.0444,0.3416,0.0076,0.0009,0.0352,0.37,0.25,1.70,50282,0.000,-0.867,2.570,2.920,0.006,-0.010,0.997,0.000,0.000,0.000
47,0.0361,0.0457,0.3424,0.0074,0.0027,0.0372,0.35,0.24,1.73,50273,0.000,-2.466,0.134,2.496,0.004,-0.011,0.995,0.000,0.000,0.000
47,0.0351,0.0458,0.3428,0.0049,0.0023,0.0367,0.34,0.22,1.75,50366,0.000,-1.448,0.771,2.789,0.010,-0.009,0.999,0.000,0.000,0.000
47,0.0341,0.0459,0.3432,0.0026,0.0017,0.0364,0.31,0.20,1.78,50355,0.000,-1.448,1.265,3.114,0.006,-0.006,1.001,0.000,0.000,0.000
47,0.0344,0.0449,0.3435,0.0026,-0.0008,0.0362,0.29,0.19,1.81,50340,0.000,-1.427,0.875,3.424,0.004,-0.003,0.998,0.000,0.000,0.000
47,0.0345,0.0464,0.3439,0.0025,0.0013,0.0360,0.27,0.19,1.84,50330,0.000,-0.574,0.729,2.958,0.004,-0.010,0.997,0.000,0.000,0.000
47,0.0346,0.0464,0.3437,0.0021,0.0008,0.0330,0.27,0.18,1.87,50323,0.000,-1.861,0.561,3.241,0.004,-0.013,0.995,0.000,0.000,0.000
47,0.0346,0.0464,0.3440,0.0018,0.0002,0.0325,0.26,0.17,1.90,50191,0.000,-1.929,0.888,3.058,0.004,-0.010,0.998,0.000,0.000,0.000
48,0.0348,0.0453,0.3444,0.0018,-0.0022,0.0324,0.24,0.17,1.94,50181,0.000,-1.433,1.837,3.482,0.005,-0.008,1.000,0.000,0.000,0.000
48,0.0348,0.0453,0.3447,0.0015,-0.0027,0.0324,0.22,0.14,1.97,50164,0.000,1.639,2.384,2.884,0.003,-0.005,1.001,0.000,0.000,0.000
48,0.0336,0.0454,0.3450,-0.0009,-0.0030,0.0322,0.24,0.14,2.00,50146,0.000,-1.357,1.184,2.454,0.005,-0.006,0.996,0.000,0.000,0.000
48,0.0350,0.0470,0.3460,0.0012,-0.0006,0.0356,0.23,0.12,2.02,50136,0.000,-0.169,2.763,2.339,0.009,-0.008,0.995,0.000,0.000,0.000
48,0.0329,0.0455,0.3464,-0.0029,-0.0035,0.0351,0.23,0.09,2.05,50192,0.000,0.916,1.887,2.681,0.010,-0.011,0.996,0.000,0.000,0.000
48,0.0328,0.0455,0.3467,-0.0031,-0.0039,0.0349,0.23,0.08,2.08,50186,0.000,0.741,0.750,2.614,0.003,-0.008,0.997,0.000,0.000,0.000
48,0.0328,0.0455,0.3471,-0.0033,-0.0043,0.0349,0.22,0.06,2.10,50177,0.000,-2.065,-0.083,2.427,0.005,-0.009,0.997,0.000,0.000,0.000
48,0.0328,0.0454,0.3474,-0.0035,-0.0048,0.0349,0.21,0.07,2.13,50168,0.000,-2.543,-0.347,2.519,0.005,-0.010,0.996,0.000,0.000,0.000
48,0.0342,0.0468,0.3475,-0.0011,-0.0025,0.0329,0.19,0.07,2.15,50160,0.000,-4.180,1.150,1.982,0.004,-0.011,0.995,0.000,0.000,0.000
48,0.0330,0.0456,0.3478,-0.0033,-0.0051,0.0323,0.15,0.08,2.17,50084,0.000,-1.245,1.717,1.621,0.005,-0.009,0.996,0.000,0.000,0.000
48,0.0330,0.0455,0.3481,-0.0034,-0.0055,0.0319,0.14,0.07,2.19,50078,0.000,-1.795,0.359,1.606,0.005,-0.009,0.998,0.000,0.000,0.000
48,0.0303,0.0458,0.3484,-0.0082,-0.0052,0.0317,0.12,0.07,2.21,50077,0.000,-3.460,0.605,1.290,0.008,-0.008,1.003,0.000,0.000,0.000
48,0.0303,0.0458,0.3487,-0.0083,-0.0055,0.0314,0.09,0.06,2.22,50045,0.000,-0.496,1.377,1.112,0.006,-0.010,1.001,0.000,0.000,0.000
48,0.0292,0.0458,0.3494,-0.0103,-0.0056,0.0332,0.10,0.04,2.23,50043,0.000,-0.321,2.139,0.216,0.005,-0.009,0.996,0.000,0.000,0.000
48,0.0291,0.0458,0.3498,-0.0104,-0.0058,0.0327,0.08,0.00,2.23,50023,0.000,-1.573,1.944,0.965,0.006,-0.010,0.991,0.000,0.000,0.000
48,0.0294,0.0445,0.3501,-0.0097,-0.0083,0.0321,0.07,-0.01,2.24,50021,0.000,-1.841,1.859,0.577,0.007,-0.010,0.992,0.000,0.000,0.000
49,0.0309,0.0450,0.3504,-0.0068,-0.0074,0.0319,0.05,-0.03,2.25,50029,0.000,0.279,3.628,0.701,0.009,-0.010,0.998,0.000,0.000,0.000
49,0.0301,0.0449,0.3508,-0.0083,-0.0075,0.0321,0.04,-0.06,2.25,50027,0.000,-1.230,2.801,0.277,0.004,-0.007,0.997,0.000,0.000,0.000
49,0.0300,0.0449,0.3511,-0.0084,-0.0076,0.0320,0.04,-0.08,2.26,50010,0.000,0.269,1.892,-0.112,0.003,-0.007,0.994,0.000,0.000,0.000
49,0.0299,0.0448,0.3514,-0.0083,-0.0078,0.0316,0.03,-0.08,2.26,50129,0.000,1.225,1.639,-0.554,0.006,-0.011,0.992,0.000,0.000,0.000
49,0.0298,0.0447,0.3517,-0.0083,-0.0079,0.0308,0.03,-0.10,2.25,50136,0.000,-0.266,0.967,0.421,0.007,-0.012,0.992,0.000,0.000,0.000
49,0.0287,0.0449,0.3520,-0.0101,-0.0075,0.0300,0.03,-0.09,2.25,50145,0.000,-0.052,1.516,-0.275,0.008,-0.009,0.996,0.000,0.000,0.000
49,0.0286,0.0448,0.3523,-0.0100,-0.0075,0.0298,0.03,-0.09,2.25,50142,0.000,-0.075,1.410,-0.490,0.006,-0.009,0.998,0.000,0.000,0.000
49,0.0260,0.0447,0.3519,-0.0143,-0.0077,0.0260,0.03,-0.08,2.25,50134,0.000,0.977,1.153,-1.182,0.003,-0.011,0.996,0.000,0.000,0.000
49,0.0259,0.0446,0.3522,-0.0141,-0.0077,0.0254,0.03,-0.10,2.24,50221,0.000,0.244,1.701,-0.985,0.003,-0.010,0.995,0.000,0.000,0.000
49,0.0245,0.0433,0.3524,-0.0162,-0.0100,0.0246,0.01,-0.10,2.23,50223,0.000,-0.892,0.948,-0.852,0.004,-0.010,0.994,0.000,0.000,0.000
49,0.0243,0.0432,0.3527,-0.0161,-0.0101,0.0238,-0.01,-0.10,2.23,50227,0.000,-0.672,1.000,-0.775,0.004,-0.010,0.997,0.000,0.000,0.000
49,0.0247,0.0449,0.3529,-0.0150,-0.0067,0.0234,-0.02,-0.13,2.22,50226,0.000,-1.046,1.280,-0.229,0.005,-0.011,0.998,0.000,0.000,0.000
49,0.0245,0.0449,0.3527,-0.0148,-0.0068,0.0206,-0.03,-0.15,2.22,50220,0.000,-1.694,1.417,-0.938,0.004,-0.012,1.001,0.000,0.000,0.000
49,0.0250,0.0453,0.3529,-0.0136,-0.0059,0.0202,-0.05,-0.16,2.21,50261,0.000,-1.966,2.991,-0.124,0.002,-0.006,0.998,0.000,0.000,0.000
49,0.0249,0.0452,0.3531,-0.0134,-0.0059,0.0197,-0.05,-0.21,2.21,50254,0.000,0.636,2.878,-0.565,0.004,-0.004,0.996,0.000,0.000,0.000
49,0.0245,0.0443,0.3533,-0.0136,-0.0073,0.0191,-0.05,-0.22,2.21,50252,0.000,0.055,2.283,-0.498,0.008,-0.012,0.998,0.000,0.000,0.000
49,0.0243,0.0443,0.3535,-0.0134,-0.0073,0.0187,-0.04,-0.26,2.20,50248,0.000,1.089,2.380,0.087,0.008,-0.010,0.999,0.000,0.000,0.000
50,0.0260,0.0443,0.3534,-0.0100,-0.0069,0.0170,-0.04,-0.28,2.20,50242,0.000,0.488,2.760,-0.681,0.005,-0.008,0.997,0.000,0.000,0.000
50,0.0238,0.0442,0.3535,-0.0134,-0.0069,0.0170,-0.03,-0.32,2.20,50336,0.000,2.235,2.599,-0.691,0.004,-0.008,0.995,0.000,0.000,0.000
50,0.0254,0.0443,0.3537,-0.0099,-0.0066,0.0169,-0.02,-0.34,2.19,50340,0.000,1.330,0.780,-1.141,0.003,-0.008,0.995,0.000,0.000,0.000
50,0.0253,0.0442,0.3539,-0.0094,-0.0065,0.0167,-0.01,-0.32,2.18,50346,0.000,0.922,-0.990,-0.743,0.004,-0.008,0.994,0.000,0.000,0.000
50,0.0268,0.0443,0.3540,-0.0061,-0.0061,0.0164,0.00,-0.32,2.17,50353,0.000,1.335,-0.981,-0.232,0.003,-0.010,0.996,0.000,0.000,0.000
