time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.8381,0.8623,0.0107,0.0012,-0.0014,0.0006,-1.08,0.63,24.66,0,3.758,-0.028,-0.050,0.072,0.013,-0.020,1.000,0.000,0.000,0.000,0.0100,2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1250,1.3180,1.0740,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,0.8382,0.8616,0.0099,0.0014,-0.0048,-0.0032,-1.14,0.61,24.54,0,3.758,-0.021,0.148,0.158,0.013,-0.021,0.998,0.000,0.000,0.000,0.0100,-8,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1230,1.3130,1.0750,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,0.8384,0.8612,0.0098,0.0026,-0.0067,-0.0028,-1.12,0.64,24.42,0,3.758,0.025,-0.070,0.049,0.012,-0.021,1.001,0.000,0.000,0.000,0.0120,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1230,1.3130,1.0750,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
302,0.8383,0.8621,0.0093,0.0019,-0.0023,-0.0045,-1.10,0.66,24.30,0,3.758,0.101,-0.055,-0.242,0.010,-0.021,0.999,0.000,0.000,0.000,0.0120,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1230,1.3230,1.0770,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
404,0.8380,0.8619,0.0105,0.0012,-0.0031,0.0010,-1.15,0.66,24.18,0,3.758,-0.164,0.053,0.061,0.012,-0.022,1.002,0.000,0.000,0.000,0.0090,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0230,0.1230,1.3230,1.0770,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
506,0.8384,0.8630,0.0118,0.0028,0.0021,0.0076,-1.19,0.63,24.05,0,3.764,0.128,-0.259,-0.164,0.015,-0.020,0.998,0.000,0.000,0.000,0.0090,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0230,0.1240,1.3170,1.0780,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
607,0.8378,0.8648,0.0108,0.0004,0.0090,0.0009,-1.17,0.63,23.93,0,3.758,-0.083,-0.102,-0.314,0.011,-0.022,0.999,0.000,0.000,0.000,0.0100,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0230,0.1240,1.3170,1.0780,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
708,0.8378,0.8642,0.0110,0.0007,0.0034,0.0014,-1.30,0.62,23.81,0,3.764,0.043,-0.298,0.071,0.010,-0.020,0.998,0.000,0.000,0.000,0.0100,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0230,0.1240,1.3180,1.0780,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
809,0.8385,0.8625,0.0108,0.0044,-0.0062,-0.0000,-1.01,0.61,23.69,0,3.758,-0.076,0.112,-0.125,0.012,-0.018,0.997,0.000,0.000,0.000,0.0120,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1240,1.3180,1.0780,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
910,0.8389,0.8623,0.0114,0.0049,-0.0064,0.0023,-1.11,0.61,23.57,0,3.764,-0.140,-0.075,-0.041,0.012,-0.020,0.998,0.000,0.000,0.000,0.0120,7,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1250,1.3170,1.0770,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
