time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,2.0258,-1.3348,0.0102,-0.0250,-0.0363,0.0066,-0.20,0.86,-16.66,0,4.128,-0.095,-0.004,-0.077,0.014,-0.005,1.003,0.000,0.000,0.000,0.0080,7,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6140,0.3350,1.4130,0.2490,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,2.0269,-1.3353,0.0096,-0.0126,-0.0308,0.0035,-0.32,0.83,-16.57,0,4.128,-0.037,-0.150,-0.071,0.015,-0.002,1.005,0.000,0.000,0.000,0.0090,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6140,0.3350,1.4210,0.2460,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
201,2.0265,-1.3333,0.0095,-0.0105,-0.0125,0.0038,-0.41,0.82,-16.49,0,4.123,-0.123,-0.444,-0.200,0.016,-0.002,1.004,0.000,0.000,0.000,0.0090,22,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6200,0.3390,1.4210,0.2460,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
302,2.0258,-1.3384,0.0095,-0.0104,-0.0353,0.0039,-0.14,0.74,-16.41,0,4.123,-0.048,-0.017,-0.213,0.015,-0.002,0.999,0.000,0.000,0.000,0.0080,6,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6200,0.3390,1.4140,0.2500,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
403,2.0254,-1.3417,0.0090,-0.0074,-0.0425,0.0008,-0.17,0.71,-16.32,0,4.128,-0.099,0.312,-0.017,0.014,-0.005,1.004,0.000,0.000,0.000,0.0080,-8,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6190,0.3360,1.4140,0.2500,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
504,2.0253,-1.3401,0.0088,-0.0053,-0.0226,0.0010,-0.28,0.78,-16.26,0,4.123,-0.051,-0.225,0.016,0.014,-0.006,1.003,0.000,0.000,0.000,0.0100,5,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6190,0.3360,1.4170,0.2450,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
605,2.0273,-1.3435,0.0093,0.0080,-0.0338,0.0051,-0.36,0.75,-16.18,0,4.128,0.180,-0.068,-0.155,0.014,-0.001,1.001,0.000,0.000,0.000,0.0090,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6130,0.3300,1.4170,0.2450,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
706,2.0244,-1.3429,0.0095,-0.0061,-0.0230,0.0050,-0.41,0.76,-16.10,0,4.128,0.014,0.292,-0.075,0.014,-0.003,1.000,0.000,0.000,0.000,0.0100,-4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6130,0.3300,1.4140,0.2460,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
807,2.0252,-1.3446,0.0099,-0.0006,-0.0264,0.0068,-0.30,0.76,-16.02,0,4.123,-0.464,-0.052,0.056,0.011,-0.003,1.002,0.000,0.000,0.000,0.0070,-7,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6160,0.3210,1.4140,0.2460,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
908,2.0243,-1.3441,0.0090,-0.0042,-0.0165,0.0016,-0.36,0.75,-15.94,0,4.123,-0.170,0.166,0.118,0.015,-0.002,1.004,0.000,0.000,0.000,0.0090,7,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.6160,0.3210,1.4160,0.2480,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
