time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,range_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,2.2436,0.4452,0.0090,-0.0101,-0.0131,0.0057,-0.18,1.10,-33.60,0,0.011,-0.323,0.086,0.068,0.020,-0.001,1.001,0.000,0.000,0.000
0,2.2435,0.4451,0.0090,-0.0098,-0.0131,0.0059,-0.21,1.14,-33.56,0,0.011,0.033,0.122,-0.060,0.022,-0.001,1.001,0.000,0.000,0.000
0,2.2430,0.4459,0.0099,-0.0116,-0.0077,0.0102,-0.28,1.14,-33.53,0,0.009,0.064,0.096,-0.084,0.022,-0.004,0.999,0.000,0.000,0.000
0,2.2438,0.4443,0.0100,-0.0065,-0.0156,0.0103,-0.26,1.16,-33.50,0,0.009,-0.229,-0.198,-0.045,0.019,-0.004,1.000,0.000,0.000,0.000
0,2.2434,0.4454,0.0101,-0.0080,-0.0092,0.0102,-0.26,1.15,-33.47,0,0.009,-0.189,-0.297,-0.196,0.024,-0.003,1.002,0.000,0.000,0.000
0,2.2439,0.4466,0.0102,-0.0045,-0.0023,0.0101,-0.25,0.99,-33.44,0,0.009,0.384,-0.110,-0.394,0.023,-0.003,1.000,0.000,0.000,0.000
0,2.2433,0.4464,0.0103,-0.0072,-0.0026,0.0100,-0.24,0.99,-33.41,0,0.009,0.133,0.101,0.023,0.023,-0.003,1.000,0.000,0.000,0.000
0,2.2435,0.4463,0.0104,-0.0056,-0.0028,0.0102,-0.25,0.97,-33.37,0,0.008,0.127,0.206,0.098,0.019,-0.003,0.999,0.000,0.000,0.000
1,2.2463,0.4440,0.0099,0.0102,-0.0154,0.0073,-0.28,0.99,-33.34,0,0.008,0.159,-0.173,-0.147,0.021,-0.002,1.000,0.000,0.000,0.000
1,2.2464,0.4438,0.0100,0.0104,-0.0156,0.0072,-0.18,0.98,-33.31,0,0.008,-0.189,-0.120,-0.227,0.025,-0.001,1.000,0.000,0.000,0.000
1,2.2468,0.4436,0.0101,0.0122,-0.0162,0.0073,-0.21,0.99,-33.28,0,0.008,-0.104,0.158,0.048,0.022,-0.002,1.000,0.000,0.000,0.000
1,2.2470,0.4443,0.0102,0.0131,-0.0118,0.0076,-0.06,1.02,-33.24,0,0.008,-0.018,0.054,-0.037,0.021,-0.001,0.999,0.000,0.000,0.000
1,2.2461,0.4422,0.0093,0.0083,-0.0228,0.0027,-0.04,1.05,-33.21,0,0.007,0.013,-0.095,-0.106,0.022,-0.002,0.999,0.000,0.000,0.000
1,2.2463,0.4429,0.0094,0.0091,-0.0181,0.0028,-0.04,1.05,-33.18,0,0.007,-0.048,0.032,0.042,0.022,-0.003,1.000,0.000,0.000,0.000
1,2.2440,0.4402,0.0094,-0.0039,-0.0319,0.0026,0.21,1.02,-33.14,0,0.007,0.017,0.235,-0.182,0.020,-0.004,0.999,0.000,0.000,0.000
1,2.2432,0.4397,0.0094,-0.0077,-0.0331,0.0025,0.22,0.95,-33.11,0,0.007,0.012,-0.193,-0.084,0.020,-0.001,1.000,0.000,0.000,0.000
2,2.2431,0.4396,0.0094,-0.0076,-0.0325,0.0026,0.24,1.10,-33.08,0,0.007,-0.028,0.058,0.050,0.021,-0.002,1.000,0.000,0.000,0.000
2,2.2407,0.4342,0.0091,-0.0206,-0.0606,0.0003,0.45,1.04,-33.05,0,0.008,-0.052,-0.115,-0.109,0.022,-0.002,0.999,0.000,0.000,0.000
2,2.2417,0.4325,0.0082,-0.0139,-0.0670,-0.0047,0.38,1.08,-33.02,0,0.008,0.064,-0.125,-0.153,0.020,-0.002,1.000,0.000,0.000,0.000
2,2.2384,0.4331,0.0082,-0.0310,-0.0606,-0.0045,0.34,1.02,-32.99,0,0.008,0.155,-0.140,-0.108,0.020,-0.001,0.999,0.000,0.000,0.000
2,2.2367,0.4280,0.0076,-0.0398,-0.0869,-0.0080,0.31,1.05,-32.95,0,0.008,-0.216,0.054,0.258,0.022,-0.002,0.999,0.000,0.000,0.000
2,2.2364,0.4287,0.0078,-0.0396,-0.0789,-0.0063,0.25,1.07,-32.92,0,0.008,-0.198,0.215,0.026,0.022,-0.002,0.999,0.000,0.000,0.000
2,2.2374,0.4280,0.0079,-0.0316,-0.0791,-0.0051,0.25,1.07,-32.89,0,0.005,-0.345,-0.251,0.148,0.022,-0.002,1.000,0.000,0.000,0.000
2,2.2371,0.4283,0.0080,-0.0319,-0.0741,-0.0045,0.25,1.07,-32.86,0,0.005,0.097,0.179,0.018,0.022,-0.002,1.001,0.000,0.000,0.000
2,2.2369,0.4289,0.0081,-0.0310,-0.0676,-0.0038,0.08,1.04,-32.82,0,0.005,-0.115,0.292,-0.225,0.022,-0.004,1.001,0.000,0.000,0.000
3,2.2366,0.4282,0.0080,-0.0312,-0.0682,-0.0038,0.24,1.06,-32.79,0,0.005,-0.313,0.016,0.496,0.021,-0.002,0.998,0.000,0.000,0.000
3,2.2362,0.4275,0.0080,-0.0321,-0.0689,-0.0039,0.33,1.06,-32.76,0,0.005,-0.181,-0.052,0.157,0.020,-0.001,0.999,0.000,0.000,0.000
3,2.2384,0.4298,0.0084,-0.0181,-0.0534,-0.0011,0.33,1.09,-32.72,0,0.008,0.243,0.240,-0.132,0.021,-0.002,1.000,0.000,0.000,0.000
3,2.2359,0.4263,0.0067,-0.0307,-0.0701,-0.0102,0.56,1.10,-32.69,0,0.008,-0.079,0.188,0.174,0.023,-0.002,0.999,0.000,0.000,0.000
3,2.2343,0.4238,0.0064,-0.0377,-0.0805,-0.0114,0.45,1.12,-32.66,0,0.008,0.139,-0.173,-0.218,0.022,-0.002,0.998,0.000,0.000,0.000
3,2.2333,0.4234,0.0063,-0.0412,-0.0789,-0.0112,0.39,1.12,-32.63,0,0.008,0.058,0.074,-0.329,0.019,-0.000,0.999,0.000,0.000,0.000
3,2.2297,0.4181,0.0055,-0.0589,-0.1040,-0.0158,0.43,1.13,-32.60,0,0.008,0.232,0.064,-0.009,0.022,-0.003,1.001,0.000,0.000,0.000
3,2.2301,0.4196,0.0068,-0.0539,-0.0915,-0.0079,0.34,1.10,-32.57,0,0.006,0.098,-0.193,0.034,0.023,-0.002,1.001,0.000,0.000,0.000
3,2.2304,0.4197,0.0069,-0.0497,-0.0870,-0.0069,0.30,1.12,-32.53,0,0.006,-0.036,-0.148,-0.069,0.023,-0.002,1.001,0.000,0.000,0.000
3,2.2292,0.4182,0.0067,-0.0536,-0.0912,-0.0076,0.32,1.12,-32.50,0,0.006,0.050,-0.429,0.072,0.019,-0.000,1.001,0.000,0.000,0.000
3,2.2303,0.4188,0.0069,-0.0450,-0.0842,-0.0059,0.13,1.14,-32.47,0,0.006,-0.178,-0.156,0.207,0.020,-0.002,1.002,0.000,0.000,0.000
3,2.2299,0.4190,0.0070,-0.0448,-0.0789,-0.0052,0.15,1.13,-32.44,0,0.006,0.118,0.159,-0.117,0.020,-0.001,1.002,0.000,0.000,0.000
3,2.2291,0.4178,0.0069,-0.0468,-0.0820,-0.0056,0.15,1.13,-32.41,0,0.009,-0.005,0.146,0.404,0.022,-0.002,1.000,0.000,0.000,0.000
3,2.2309,0.4209,0.0068,-0.0351,-0.0616,-0.0047,0.12,1.15,-32.37,0,0.009,-0.042,-0.159,0.182,0.023,-0.004,1.002,0.000,0.000,0.000
4,2.2304,0.4198,0.0067,-0.0358,-0.0650,-0.0047,0.11,1.11,-32.34,0,0.009,0.109,0.236,-0.170,0.022,-0.005,1.001,0.000,0.000,0.000
4,2.2300,0.4191,0.0067,-0.0359,-0.0655,-0.0046,0.04,1.10,-32.31,0,0.009,-0.070,-0.102,-0.246,0.020,-0.003,1.000,0.000,0.000,0.000
4,2.2296,0.4194,0.0067,-0.0361,-0.0607,-0.0040,0.01,1.13,-32.28,0,0.009,-0.003,-0.001,-0.278,0.020,-0.001,1.000,0.000,0.000,0.000
4,2.2300,0.4183,0.0076,-0.0322,-0.0634,0.0014,0.03,1.10,-32.25,0,0.008,-0.011,-0.074,-0.044,0.022,-0.002,1.000,0.000,0.000,0.000
4,2.2307,0.4190,0.0077,-0.0269,-0.0568,0.0022,0.05,1.13,-32.22,0,0.008,0.079,-0.028,0.356,0.022,-0.002,1.002,0.000,0.000,0.000
4,2.2301,0.4194,0.0078,-0.0282,-0.0522,0.0025,-0.11,1.10,-32.18,0,0.008,-0.130,-0.004,-0.476,0.022,-0.002,1.001,0.000,0.000,0.000
