time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count,canfly,is_tumbled,ctrltarget_z,motor_m1req,ctrltarget_x,ctrltarget_y,motor_m2req,motor_m3req,motor_m4req
3521,-1.2184,-1.1394,0.0115,-0.0027,-0.0001,0.0031,-0.65,0.82,-4.58,0,4.138,0.232,-0.086,-0.038,0.016,-0.013,1.002,0.000,0.000,0.000,0.0120,1,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8310,1.3970,1.3110,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3572,-1.2170,-1.1397,0.0114,0.0038,-0.0019,0.0023,-0.65,0.81,-4.56,0,4.138,-0.096,-0.042,-0.181,0.016,-0.012,1.001,0.000,0.000,0.000,0.0100,1,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3000,0.8270,1.3970,1.3110,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3623,-1.2166,-1.1399,0.0119,0.0056,-0.0038,0.0046,-0.65,0.85,-4.54,0,4.138,-0.137,0.060,-0.085,0.015,-0.010,1.002,0.000,0.000,0.000,0.0110,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3000,0.8270,1.4050,1.3110,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3675,-1.2172,-1.1395,0.0112,0.0018,-0.0013,0.0019,-0.65,0.86,-4.52,0,4.144,0.091,0.161,-0.175,0.015,-0.008,1.002,0.000,0.000,0.000,0.0110,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8250,1.4050,1.3110,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3727,-1.2184,-1.1394,0.0112,-0.0044,-0.0006,0.0023,-0.65,0.84,-4.50,0,4.138,-0.092,0.144,-0.389,0.015,-0.010,1.002,0.000,0.000,0.000,0.0110,-3,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8250,1.3840,1.3030,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3778,-1.2165,-1.1398,0.0113,0.0055,-0.0029,0.0033,-0.64,0.89,-4.48,0,4.144,0.078,0.175,-0.197,0.014,-0.012,1.004,0.000,0.000,0.000,0.0120,-4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2920,0.8290,1.3840,1.3030,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3829,-1.2184,-1.1394,0.0113,-0.0034,-0.0012,0.0034,-0.62,0.88,-4.46,0,4.138,-0.297,-0.128,0.101,0.018,-0.012,1.002,0.000,0.000,0.000,0.0130,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2920,0.8290,1.4000,1.3010,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3881,-1.2177,-1.1397,0.0119,0.0013,-0.0024,0.0061,-0.65,0.80,-4.44,0,4.138,-0.093,0.074,-0.002,0.014,-0.012,1.000,0.000,0.000,0.000,0.0100,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2990,0.8250,1.4000,1.3010,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3932,-1.2166,-1.1395,0.0128,0.0071,-0.0015,0.0095,-0.64,0.81,-4.42,0,4.138,0.170,-0.012,-0.287,0.015,-0.010,1.003,0.000,0.000,0.000,0.0120,0,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2990,0.8250,1.4080,1.3120,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
3983,-1.2175,-1.1390,0.0118,0.0018,0.0011,0.0040,-0.67,0.88,-4.40,0,4.144,-0.022,-0.198,-0.324,0.015,-0.010,1.002,0.000,0.000,0.000,0.0070,-4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2920,0.8270,1.4080,1.3120,2.6900,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4035,-0.0001,-0.0001,-1.0566,-0.0032,-0.0060,0.0005,0.01,-0.02,-0.00,0,4.138,-0.185,0.062,0.180,0.015,-0.013,1.001,0.000,0.000,0.000,0.0110,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2920,0.8270,1.3980,1.3080,2.6900,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4087,-0.0003,-0.0007,0.0071,0.0009,-0.0152,0.0018,-0.07,-0.10,-0.00,0,4.144,0.119,-0.096,-0.181,0.017,-0.009,1.002,0.000,0.000,0.000,0.0100,4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3030,0.8320,1.3980,1.3080,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4139,0.0002,-0.0011,0.0093,0.0098,-0.0154,0.0052,-0.31,-0.13,-0.01,0,4.138,-0.250,0.003,-0.019,0.015,-0.014,1.000,0.000,0.000,0.000,0.0110,-2,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3030,0.8320,1.3960,1.3050,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4190,0.0012,-0.0014,0.0099,0.0218,-0.0148,0.0068,-0.23,0.06,-0.01,0,4.138,-0.081,-0.084,0.034,0.017,-0.013,1.001,0.000,0.000,0.000,0.0090,8,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2970,0.8250,1.3960,1.3050,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4241,0.0005,-0.0014,0.0108,0.0124,-0.0108,0.0097,-0.90,0.13,-0.01,0,4.138,-0.039,0.249,0.025,0.015,-0.011,0.999,0.000,0.000,0.000,0.0080,2,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2970,0.8250,1.4050,1.3070,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4293,-0.0003,-0.0017,0.0105,0.0049,-0.0112,0.0066,-0.61,0.46,-0.02,0,4.144,-0.037,-0.494,0.117,0.016,-0.010,1.002,0.000,0.000,0.000,0.0110,-5,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8290,1.4050,1.3070,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4344,0.0004,-0.0013,0.0095,0.0097,-0.0059,0.0007,-0.61,0.40,-0.01,0,4.133,-0.012,0.146,-0.007,0.014,-0.012,1.000,0.000,0.000,0.000,0.0130,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2960,0.8290,1.4040,1.3070,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4395,0.0009,-0.0013,0.0104,0.0114,-0.0050,0.0055,-0.61,0.61,-0.02,0,4.144,-0.221,0.068,0.209,0.015,-0.011,1.001,0.000,0.000,0.000,0.0110,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2890,0.8270,1.4040,1.3070,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4446,0.0014,-0.0010,0.0121,0.0141,-0.0024,0.0122,-0.62,0.54,-0.02,0,4.138,-0.052,-0.122,-0.053,0.014,-0.012,1.003,0.000,0.000,0.000,0.0070,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2890,0.8270,1.3930,1.3020,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4496,0.0010,-0.0011,0.0121,0.0092,-0.0020,0.0106,-0.63,0.70,-0.02,0,4.138,-0.087,-0.064,0.180,0.014,-0.013,1.001,0.000,0.000,0.000,0.0100,-1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2950,0.8310,1.3930,1.3020,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4548,0.0018,-0.0017,0.0100,0.0134,-0.0057,0.0001,-0.66,0.76,-0.02,0,4.138,0.041,-0.124,0.247,0.015,-0.011,1.001,0.000,0.000,0.000,0.0110,4,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2950,0.8310,1.4050,1.3090,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4598,-0.0011,-0.0017,0.0101,-0.0032,-0.0049,0.0010,-0.74,0.83,-0.02,0,4.144,-0.096,0.209,-0.117,0.016,-0.011,1.003,0.000,0.000,0.000,0.0090,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3010,0.8280,1.4050,1.3090,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4650,0.0015,-0.0007,0.0107,0.0101,0.0003,0.0039,-0.57,0.83,-0.03,0,4.138,-0.279,0.121,0.288,0.016,-0.010,1.002,0.000,0.000,0.000,0.0130,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3010,0.8280,1.3850,1.3140,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4700,0.0010,-0.0015,0.0101,0.0083,-0.0040,0.0017,-0.68,0.71,-0.03,0,4.144,-0.385,0.071,-0.052,0.015,-0.009,1.002,0.000,0.000,0.000,0.0100,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2930,0.8290,1.3850,1.3140,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4752,-0.0011,-0.0003,0.0118,-0.0035,0.0024,0.0092,-0.66,0.72,-0.03,0,4.138,-0.247,0.025,-0.205,0.015,-0.011,1.005,0.000,0.000,0.000,0.0100,-1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2930,0.8290,1.3980,1.3070,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4802,0.0001,-0.0015,0.0114,0.0024,-0.0032,0.0070,-0.63,0.85,-0.04,0,4.138,-0.396,-0.021,0.289,0.016,-0.012,1.000,0.000,0.000,0.000,0.0080,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2890,0.8210,1.3980,1.3070,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4854,-0.0011,-0.0012,0.0110,-0.0026,-0.0011,0.0044,-0.60,0.75,-0.04,0,4.138,-0.113,-0.197,-0.077,0.014,-0.010,1.003,0.000,0.000,0.000,0.0100,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2890,0.8210,1.3910,1.3050,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4905,-0.0011,-0.0009,0.0098,-0.0025,0.0004,-0.0008,-0.62,0.86,-0.03,0,4.144,-0.132,0.032,-0.139,0.015,-0.011,1.002,0.000,0.000,0.000,0.0090,7,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3040,0.8280,1.3910,1.3050,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
4956,0.0011,-0.0006,0.0099,0.0088,0.0015,0.0012,-0.68,0.80,-0.04,0,4.138,0.073,0.299,0.114,0.015,-0.011,1.002,0.000,0.000,0.000,0.0090,0,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3040,0.8280,1.4120,1.3040,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
5006,0.0009,-0.0009,0.0096,0.0070,-0.0001,0.0002,-0.65,0.78,-0.04,0,4.144,-0.139,-0.086,-0.195,0.016,-0.010,1.002,0.000,0.000,0.000,0.0110,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2940,0.8270,1.4120,1.3040,2.6870,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
5057,0.0008,-0.0004,0.0093,0.0068,0.0022,-0.0002,-0.64,0.85,-0.04,0,4.138,0.077,-0.147,-0.032,0.016,-0.010,1.002,0.000,0.000,0.000,0.0120,7,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2940,0.8270,1.3970,1.3020,2.6870,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
5109,-0.0002,-0.0011,0.0102,0.0018,-0.0015,0.0043,-0.68,0.78,-0.04,0,4.138,-0.123,-0.141,0.143,0.014,-0.011,1.001,0.000,0.000,0.000,0.0050,0,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2900,0.8320,1.3970,1.3020,2.6910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,0,0,0
5160,-0.0000,-0.0009,0.0114,0.0030,-0.0003,0.0094,-0.62,0.85,-0.04,0,4.138,-0.107,-0.160,0.077,0.015,-0.011,1.002,0.000,0.000,0.000,0.0110,-2,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2900,0.8320,1.4010,1.3110,2.6910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0000,0,0.0000,0.0000,36893,37673,37067
5212,-0.0003,-0.0014,0.0087,0.0021,-0.0023,-0.0033,-0.65,0.79,-0.04,0,3.611,0.233,-0.153,0.044,0.014,-0.009,1.003,0.000,0.000,0.000,0.0090,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2940,0.8260,1.4010,1.3110,2.6910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0200,36891,0.0000,0.0000,39508,38968,37825
5263,-0.0000,-0.0009,0.0098,0.0028,0.0005,0.0036,-0.64,0.82,-0.05,0,3.690,1.534,-0.095,0.793,0.012,-0.008,1.001,0.000,0.000,0.000,0.0120,-3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2940,0.8260,1.4040,1.3010,2.6910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0200,38147,0.0000,0.0000,40169,40978,40341
5314,-0.0011,-0.0009,0.0096,-0.0091,0.0050,0.0033,-0.59,0.79,-0.05,0,3.748,0.542,0.986,-0.167,0.012,-0.016,0.999,0.000,0.000,0.000,0.0120,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3050,0.8280,1.4040,1.3010,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0400,38449,0.0000,0.0000,41719,41772,40017
5365,-0.0010,-0.0010,0.0111,-0.0141,0.0084,0.0094,-0.61,0.87,-0.06,0,3.785,1.041,-0.506,0.687,-0.024,-0.019,1.021,0.000,0.000,0.000,0.0110,6,36,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3050,0.8280,1.3960,1.3000,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0400,39675,0.0000,0.0000,42630,44530,40213
5417,-0.0013,-0.0000,0.0119,-0.0189,0.0154,0.0086,-0.57,0.82,-0.15,0,3.795,-0.702,0.583,-0.877,-0.012,0.004,0.994,0.000,0.000,0.000,0.0110,-1,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2880,0.8300,1.3960,1.3000,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0600,40573,0.0000,0.0000,44918,43238,39899
5468,-0.0136,-0.0014,0.0114,-0.0776,0.0105,0.0030,-0.40,1.44,-0.27,0,3.806,1.432,-1.915,-13.074,-0.008,-0.017,0.971,0.000,0.000,0.000,0.0100,1,12,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2880,0.8300,1.3760,1.2910,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0600,31791,0.0000,0.0000,48983,46224,37515
5520,-0.0294,-0.0034,0.0098,-0.1429,0.0029,-0.0088,-0.50,1.94,-0.56,0,3.795,1.532,-5.967,-18.608,0.008,-0.020,1.007,0.000,0.000,0.000,0.0130,0,27,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3200,0.8350,1.3760,1.2910,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0800,32594,0.0000,0.0000,48971,44080,37548
5572,-0.0499,0.0004,0.0067,-0.2179,0.0229,-0.0231,-0.59,2.17,-1.30,0,3.795,-6.803,-5.568,-19.492,0.027,-0.015,1.013,0.000,0.000,0.000,0.0130,5,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3200,0.8350,1.3540,1.2940,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.0800,24168,0.0000,0.0000,47898,44342,40147
5622,-0.0638,0.0005,0.0084,-0.2469,0.0214,-0.0093,-0.34,2.28,-2.27,0,3.806,7.147,8.969,-11.482,0.035,-0.014,1.032,0.000,0.000,0.000,0.0100,4,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3660,0.8350,1.3540,1.2940,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1000,35972,0.0000,0.0000,46897,45106,40797
5674,-0.0701,-0.0017,0.0128,-0.2319,0.0096,0.0217,-0.26,1.47,-2.87,0,3.806,-1.544,26.614,-8.867,0.018,-0.010,1.005,0.000,0.000,0.000,0.0090,-5,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3660,0.8350,1.3060,1.2660,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1000,34680,0.0000,0.0000,47216,45303,41147
5726,-0.0678,0.0033,0.0155,-0.1758,0.0349,0.0415,-0.37,0.19,-3.42,0,3.806,-3.248,23.209,-1.750,0.007,-0.034,1.015,0.000,0.000,0.000,0.0100,-1,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3490,0.8390,1.3060,1.2660,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1200,36306,0.0000,0.0000,43947,46930,45784
5777,-0.0629,0.0067,0.0154,-0.1103,0.0453,0.0394,-0.57,-1.50,-3.63,0,3.790,9.503,13.791,2.931,-0.003,0.009,0.966,0.000,0.000,0.000,0.0110,-4,-31,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3490,0.8390,1.2770,1.2670,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1200,39040,0.0000,0.0000,43393,45153,47925
5828,-0.0461,0.0108,0.0139,0.0098,0.0558,0.0211,-0.49,-3.29,-3.54,0,3.774,1.262,-4.741,2.479,-0.013,-0.028,0.973,0.000,0.000,0.000,0.0110,-8,-74,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1670,0.8420,1.2770,1.2670,2.6830,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1400,43913,0.0000,0.0000,44614,45866,51292
5878,-0.0108,0.0168,0.0051,0.1975,0.0742,-0.0321,-0.68,-4.83,-3.36,0,3.737,6.632,-19.560,4.688,-0.000,0.003,0.975,0.000,0.000,0.000,0.0100,-11,-110,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1670,0.8420,1.2790,1.2710,2.6830,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1400,47629,0.0000,0.0000,37522,46841,55163
5930,0.0369,0.0201,-0.0105,0.4017,0.0761,-0.1140,-0.55,-5.38,-3.16,0,3.727,28.980,-94.132,5.968,0.005,-0.012,1.044,0.000,0.000,0.000,0.0120,12,-43,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3400,0.8550,1.2790,1.2710,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1600,44406,0.0000,0.0000,32587,45049,59269
5981,0.0801,0.0212,-0.0165,0.5367,0.0634,-0.1186,-0.29,-2.99,-3.01,0,3.721,54.361,-47.678,10.478,-0.009,0.006,1.157,0.000,0.000,0.000,0.0100,-6,-42,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3400,0.8550,1.2880,1.2690,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1600,47834,0.0000,0.0000,42072,52835,52004
6033,0.1256,0.0204,-0.0217,0.6537,0.0470,-0.1005,-0.51,-1.88,-2.90,0,3.737,21.534,-136.226,10.024,0.023,-0.007,1.064,0.000,0.000,0.000,0.0000,4,-22,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3990,0.0000,1.2880,1.2690,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1800,38856,0.0000,0.0000,52465,51353,36639
6084,0.1763,0.0282,-0.0191,0.7414,0.0735,-0.0327,0.27,2.85,-2.44,0,3.753,7.240,-161.578,7.649,0.026,-0.023,1.101,0.000,0.000,0.000,0.0000,-6,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.3990,0.0000,1.3160,1.2790,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.1800,37764,0.0000,0.0000,47661,48873,42165
6134,0.2071,0.0290,-0.0002,0.6479,0.0562,0.1082,0.67,12.05,-2.06,0,3.779,46.653,-98.184,12.000,0.027,-0.004,0.992,0.000,0.000,0.000,0.0020,14,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4860,0.0680,1.3160,1.2790,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2000,44122,0.0000,0.0000,46353,46394,47587
6186,0.1882,0.0290,0.0157,0.2620,0.0368,0.1647,2.87,20.43,-1.63,0,3.737,10.052,59.208,6.173,0.017,-0.006,0.948,0.000,0.000,0.000,0.0080,73,21,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4860,0.0680,0.0000,1.2700,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2000,48728,0.0000,0.0000,49574,52200,48204
6236,0.1689,0.0149,0.0105,-0.0236,-0.0627,0.0532,5.05,19.35,-2.44,0,3.695,-45.763,113.103,7.891,0.027,-0.016,0.980,0.000,0.000,0.000,0.0090,48,27,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1010,0.0000,1.2700,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2200,48020,0.0000,0.0000,55181,57119,53605
6288,0.1394,-0.0384,-0.0125,-0.2808,-0.3169,-0.1178,5.45,14.85,-4.15,0,3.648,-130.323,69.824,12.803,0.023,-0.011,1.043,0.000,0.000,0.000,0.0060,96,94,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1010,1.5960,1.2690,0.0000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2200,47421,0.0000,0.0000,48365,55862,55264
