time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0130,-0.0103,0.0033,-0.22,0.90,-59.11,0.013,-0.071,0.054,0.093
0,-0.0167,-0.0112,0.0035,-0.19,0.91,-59.06,0.013,-0.119,-0.009,0.086
0,-0.0149,-0.0074,0.0037,-0.22,0.93,-59.00,0.013,-0.264,-0.091,0.114
0,-0.0091,-0.0040,0.0039,-0.28,0.93,-58.94,0.013,-0.254,-0.296,-0.141
0,-0.0076,-0.0047,0.0036,-0.28,0.91,-58.88,0.010,0.243,0.103,0.059
0,0.0108,0.0036,0.0036,-0.45,0.90,-58.83,0.010,-0.408,0.156,0.076
0,0.0019,0.0007,-0.0039,-0.37,0.92,-58.77,0.010,-0.124,0.161,0.041
0,0.0247,0.0157,-0.0040,-0.59,0.92,-58.71,0.010,-0.047,-0.013,-0.114
0,0.0254,0.0160,-0.0038,-0.59,0.92,-58.66,0.014,-0.335,0.029,0.004
0,0.0193,0.0150,-0.0033,-0.54,0.94,-58.60,0.014,-0.101,0.313,0.189
1,0.0245,0.0167,0.0009,-0.58,0.93,-58.55,0.014,-0.082,0.131,-0.121
1,0.0296,0.0156,0.0008,-0.60,0.90,-58.49,0.014,0.053,0.223,-0.184
1,0.0228,0.0155,0.0013,-0.55,0.92,-58.43,0.014,-0.029,-0.061,-0.268
1,0.0179,0.0124,0.0017,-0.50,0.92,-58.38,0.014,-0.541,0.224,0.175
1,0.0186,0.0099,0.0020,-0.49,0.90,-58.32,0.011,0.047,0.315,0.230
1,0.0250,0.0139,0.0019,-0.55,0.90,-58.27,0.011,-0.161,-0.082,0.183
1,0.0231,0.0195,-0.0022,-0.55,0.94,-58.22,0.011,-0.269,-0.152,0.208
1,0.0198,0.0079,-0.0016,-0.48,0.88,-58.16,0.011,0.026,-0.133,0.084
1,0.0158,0.0138,-0.0012,-0.47,0.93,-58.10,0.008,-0.081,0.020,0.232
1,0.0192,0.0142,-0.0011,-0.49,0.92,-58.05,0.008,-0.133,0.050,0.160
1,0.0185,0.0092,-0.0095,-0.47,0.89,-57.99,0.008,0.006,-0.021,0.145
1,0.0193,0.0069,-0.0094,-0.46,0.88,-57.93,0.008,-0.125,0.235,-0.174
1,0.0175,0.0088,-0.0092,-0.45,0.90,-57.88,0.008,-0.055,0.164,0.115
1,0.0174,0.0058,-0.0088,-0.43,0.88,-57.82,0.008,-0.178,-0.089,0.030
1,0.0159,0.0091,-0.0086,-0.43,0.90,-57.77,0.013,-0.246,-0.232,-0.013
1,0.0142,0.0038,-0.0081,-0.40,0.88,-57.71,0.013,-0.176,-0.023,0.295
1,0.0196,0.0075,-0.0009,-0.45,0.88,-57.66,0.013,-0.161,-0.160,-0.160
1,0.0180,0.0108,-0.0007,-0.45,0.91,-57.60,0.013,-0.032,0.043,-0.323
2,0.0102,0.0046,-0.0002,-0.37,0.90,-57.54,0.012,0.194,-0.066,-0.193
2,0.0172,0.0118,-0.0002,-0.45,0.91,-57.49,0.012,0.079,0.011,-0.133
2,0.0103,0.0045,0.0016,-0.37,0.89,-57.43,0.012,0.055,-0.221,0.134
2,0.0131,0.0061,0.0018,-0.39,0.89,-57.38,0.012,0.016,0.023,0.151
2,0.0166,0.0081,0.0020,-0.42,0.89,-57.32,0.012,0.029,-0.093,-0.100
2,0.0123,0.0054,0.0023,-0.38,0.90,-57.27,0.012,-0.348,-0.272,0.187
2,0.0069,0.0048,0.0025,-0.34,0.91,-57.22,0.012,0.133,0.189,0.101
2,0.0036,-0.0028,0.0028,-0.28,0.88,-57.16,0.012,-0.014,0.248,-0.021
2,0.0059,0.0228,0.0034,-0.41,1.04,-57.11,0.012,-0.036,-0.122,0.032
2,-0.0020,0.0157,0.0040,-0.32,1.02,-57.05,0.012,-0.044,-0.079,-0.435
2,0.0046,0.0154,0.0044,-0.36,0.99,-57.00,0.010,-0.152,-0.052,0.043
2,0.0000,0.0118,0.0048,-0.31,0.98,-56.94,0.010,-0.217,-0.247,0.088
2,0.0149,0.0193,0.0003,-0.45,0.97,-56.89,0.010,-0.070,0.162,-0.290
2,0.0072,0.0178,0.0007,-0.39,0.99,-56.84,0.010,-0.258,0.198,0.258
2,-0.0166,0.0123,0.0011,-0.20,1.06,-56.79,0.010,-0.189,-0.203,-0.318
2,-0.0196,0.0092,0.0011,-0.17,1.05,-56.73,0.010,0.021,0.026,-0.278
2,-0.0123,0.0131,0.0015,-0.24,1.04,-56.68,0.011,-0.481,0.154,0.184
2,-0.0072,0.0103,0.0019,-0.26,1.00,-56.62,0.011,-0.205,0.144,0.106
2,-0.0146,0.0060,0.0006,-0.19,1.00,-56.57,0.011,0.168,0.082,-0.011
2,-0.0152,0.0061,0.0007,-0.19,1.00,-56.51,0.011,-0.375,-0.023,-0.005
2,-0.0134,0.0104,0.0010,-0.22,1.02,-56.46,0.008,0.161,-0.060,-0.021
2,-0.0154,0.0083,0.0010,-0.20,1.01,-56.41,0.008,-0.043,-0.057,0.239
2,-0.0124,0.0107,-0.0060,-0.23,1.01,-56.36,0.008,-0.128,-0.117,0.144
2,-0.0138,0.0076,-0.0060,-0.21,0.99,-56.30,0.008,-0.367,0.310,0.317
2,-0.0138,0.0076,-0.0058,-0.21,0.99,-56.25,0.008,-0.015,-0.105,-0.061
3,-0.0138,0.0076,-0.0055,-0.21,0.99,-56.19,0.008,-0.205,-0.069,-0.095
3,-0.0121,0.0061,-0.0052,-0.22,0.98,-56.14,0.009,-0.075,0.296,0.069
3,-0.0028,0.0086,-0.0048,-0.29,0.95,-56.08,0.009,-0.190,0.071,0.104
3,0.0009,0.0078,-0.0063,-0.31,0.92,-56.03,0.009,-0.132,0.101,0.247
3,-0.0105,0.0055,-0.0062,-0.22,0.96,-55.97,0.009,-0.339,-0.066,0.092
3,-0.0110,0.0071,-0.0061,-0.23,0.97,-55.92,0.009,-0.259,-0.092,0.072
3,-0.0108,0.0072,-0.0059,-0.23,0.97,-55.86,0.009,-0.221,0.173,0.233
3,-0.0108,0.0073,-0.0061,-0.23,0.97,-55.81,0.009,-0.024,-0.437,-0.096
3,-0.0008,0.0052,-0.0058,-0.29,0.91,-55.76,0.009,0.017,0.009,-0.129
3,-0.0075,0.0110,-0.0057,-0.27,0.98,-55.70,0.009,0.209,0.035,0.042
3,-0.0011,0.0112,-0.0054,-0.31,0.95,-55.65,0.009,-0.207,0.103,0.029
3,-0.0071,0.0111,-0.0051,-0.27,0.98,-55.60,0.009,-0.220,0.065,0.178
3,-0.0004,-0.0006,-0.0046,-0.26,0.87,-55.55,0.009,-0.201,-0.143,-0.155
3,-0.0040,-0.0018,-0.0042,-0.23,0.88,-55.49,0.009,-0.106,0.159,0.305
3,-0.0050,0.0003,-0.0041,-0.24,0.89,-55.44,0.009,-0.349,0.012,-0.114
3,-0.0059,0.0024,-0.0040,-0.24,0.91,-55.39,0.012,-0.215,-0.050,-0.065
3,-0.0074,0.0053,-0.0038,-0.24,0.94,-55.33,0.012,-0.129,-0.068,0.234
3,-0.0055,0.0033,0.0034,-0.25,0.91,-55.28,0.012,-0.360,-0.175,-0.095
3,-0.0035,-0.0031,0.0036,-0.23,0.86,-55.23,0.012,-0.031,-0.256,-0.257
3,-0.0017,0.0053,0.0039,-0.28,0.91,-55.17,0.012,-0.171,-0.055,-0.129
3,-0.0041,0.0046,0.0043,-0.27,0.92,-55.12,0.012,-0.120,0.198,0.090
3,-0.0030,0.0035,0.0046,-0.27,0.91,-55.07,0.011,-0.041,-0.103,-0.001
3,0.0087,0.0055,0.0047,-0.36,0.87,-55.01,0.011,-0.190,0.136,-0.049
3,0.0092,0.0056,0.0062,-0.36,0.87,-54.96,0.011,0.131,0.052,0.018
3,-0.0033,0.0044,0.0064,-0.27,0.91,-54.91,0.011,-0.052,0.186,0.060
3,-0.0034,0.0027,0.0064,-0.26,0.90,-54.86,0.011,-0.175,-0.178,-0.191
3,-0.0039,0.0037,0.0064,-0.26,0.91,-54.81,0.011,0.125,-0.041,-0.196
3,-0.0038,0.0040,0.0067,-0.26,0.91,-54.75,0.011,-0.347,0.153,-0.135
3,-0.0019,0.0018,0.0070,-0.26,0.88,-54.70,0.011,-0.008,0.411,-0.033
3,-0.0023,0.0026,0.0073,-0.26,0.89,-54.65,0.011,-0.059,0.200,0.139
3,-0.0011,0.0015,0.0075,-0.27,0.88,-54.60,0.011,-0.116,0.008,0.129
3,-0.0019,0.0036,0.0077,-0.27,0.90,-54.54,0.011,-0.045,-0.059,0.252
4,-0.0017,0.0036,0.0079,-0.27,0.89,-54.49,0.011,-0.174,-0.292,-0.178
4,-0.0032,-0.0027,0.0072,-0.23,0.86,-54.44,0.011,0.037,0.073,-0.105
4,-0.0009,0.0034,0.0074,-0.27,0.89,-54.38,0.011,-0.247,-0.056,0.170
4,-0.0007,0.0034,0.0077,-0.27,0.89,-54.33,0.008,0.131,-0.002,0.054
4,0.0012,0.0011,0.0079,-0.27,0.87,-54.28,0.008,-0.223,-0.201,-0.128
4,0.0016,0.0011,0.0008,-0.28,0.87,-54.23,0.008,-0.179,0.155,-0.135
4,0.0018,0.0012,0.0012,-0.28,0.87,-54.17,0.008,-0.107,-0.046,-0.244
4,0.0065,0.0045,0.0014,-0.32,0.87,-54.12,0.008,-0.445,0.116,0.130
4,0.0039,0.0007,0.0015,-0.29,0.85,-54.07,0.008,-0.130,-0.003,-0.127
4,0.0010,0.0067,0.0014,-0.30,0.91,-54.02,0.011,0.077,0.028,-0.107
4,0.0034,-0.0035,0.0016,-0.27,0.83,-53.96,0.011,-0.103,-0.158,0.067
4,0.0029,-0.0023,0.0033,-0.27,0.84,-53.91,0.011,-0.211,-0.072,-0.053
4,0.0026,0.0008,0.0034,-0.28,0.86,-53.86,0.011,0.065,-0.118,0.198
4,0.0039,0.0016,0.0036,-0.29,0.87,-53.81,0.009,-0.163,0.318,0.105
4,0.0033,0.0027,0.0037,-0.29,0.88,-53.76,0.009,-0.173,-0.134,-0.066
4,0.0037,0.0027,0.0003,-0.29,0.87,-53.71,0.009,-0.219,0.155,-0.158
4,0.0295,0.0118,0.0004,-0.50,0.81,-53.66,0.009,-0.036,-0.071,-0.073
4,0.0316,0.0154,0.0004,-0.52,0.82,-53.61,0.009,0.068,0.169,-0.246
4,0.0252,0.0173,0.0010,-0.49,0.86,-53.56,0.009,-0.164,-0.132,0.076
4,0.0281,0.0176,0.0012,-0.50,0.85,-53.51,0.010,-0.007,-0.053,0.034
4,0.0119,-0.0071,0.0032,-0.28,0.78,-53.45,0.010,-0.233,-0.062,-0.170
4,0.0208,0.0015,0.0023,-0.38,0.79,-53.40,0.010,-0.122,-0.121,0.336
4,0.0160,-0.0032,0.0024,-0.32,0.79,-53.35,0.010,-0.127,0.054,0.099
4,0.0138,-0.0106,0.0025,-0.27,0.75,-53.30,0.017,-0.169,-0.011,-0.315
4,0.0178,-0.0053,0.0027,-0.32,0.77,-53.25,0.017,-0.047,-0.023,0.039
4,0.0071,-0.0093,0.0172,-0.23,0.80,-53.19,0.017,-0.105,-0.139,-0.229
4,0.0059,-0.0095,0.0174,-0.22,0.80,-53.14,0.017,-0.395,0.162,-0.127
4,0.0122,-0.0013,0.0178,-0.30,0.83,-53.09,0.017,-0.136,0.153,-0.138
4,0.0144,-0.0006,0.0181,-0.31,0.82,-53.04,0.017,0.159,0.317,-0.115
4,0.0111,-0.0028,0.0183,-0.28,0.82,-52.99,0.012,-0.169,-0.242,-0.269
4,0.0141,-0.0033,0.0185,-0.30,0.81,-52.94,0.012,-0.217,-0.144,0.150
