time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y,acc_x,acc_y,acc_z,ref_x,ref_y,ref_z,est_x,est_y
779,-0.1045,0.1102,0.3202,0.80,0.40,0.87,0.148,0.053,10.666,-1.559,0.0259,0.0243,0.0114,-0.0220,0.9091,0.0000,0.0000,0.3000,-0.0114,0.0171
789,-0.1034,0.1101,0.3121,0.83,0.31,0.85,0.167,0.898,9.749,-3.166,0.0247,0.0248,0.0121,-0.0244,0.9075,0.0000,0.0000,0.3000,-0.0125,0.0182
799,-0.1080,0.1109,0.3034,0.83,0.26,0.84,0.167,0.267,10.397,-2.500,0.0240,0.0256,0.0088,-0.0204,0.9085,0.0000,0.0000,0.3000,-0.0136,0.0193
809,-0.1058,0.1109,0.2945,0.83,0.15,0.84,0.167,0.944,10.241,-1.105,0.0237,0.0267,0.0081,-0.0160,0.9117,0.0000,0.0000,0.3000,-0.0146,0.0204
819,-0.1064,0.1066,0.2924,0.87,0.06,0.80,0.167,3.746,6.929,-0.639,0.0222,0.0271,0.0101,-0.0125,0.9151,0.0000,0.0000,0.3000,-0.0157,0.0215
829,-0.1047,0.1040,0.2837,0.89,-0.06,0.78,0.167,5.024,6.349,-1.663,0.0211,0.0264,0.0096,-0.0162,0.9110,0.0000,0.0000,0.3000,-0.0167,0.0225
839,-0.1009,0.1025,0.2748,0.90,-0.20,0.76,0.167,3.592,7.962,-2.854,0.0197,0.0279,0.0099,-0.0183,0.9114,0.0000,0.0000,0.3000,-0.0177,0.0236
849,-0.1029,0.0980,0.2661,0.95,-0.26,0.76,0.178,1.852,10.705,-2.121,0.0191,0.0288,0.0100,-0.0169,0.9086,0.0000,0.0000,0.3000,-0.0188,0.0245
859,-0.1030,0.0886,0.2579,1.05,-0.32,0.73,0.178,4.061,10.081,-1.128,0.0182,0.0291,0.0110,-0.0196,0.9117,0.0000,0.0000,0.3000,-0.0198,0.0254
869,-0.1038,0.0896,0.2409,1.07,-0.38,0.71,0.178,4.651,6.433,-2.087,0.0168,0.0303,0.0126,-0.0195,0.9112,0.0000,0.0000,0.3000,-0.0208,0.0263
879,-0.1016,0.0882,0.2321,1.10,-0.49,0.69,0.178,2.617,5.889,-2.267,0.0156,0.0305,0.0131,-0.0216,0.9107,0.0000,0.0000,0.3000,-0.0218,0.0272
889,-0.1002,0.0839,0.2235,1.15,-0.60,0.68,0.190,3.203,6.353,-2.760,0.0151,0.0321,0.0121,-0.0236,0.9156,0.0000,0.0000,0.3000,-0.0228,0.0280
899,-0.1011,0.0834,0.2145,1.18,-0.65,0.67,0.190,2.562,8.726,-2.737,0.0135,0.0326,0.0088,-0.0206,0.9153,0.0000,0.0000,0.3000,-0.0239,0.0289
910,-0.1008,0.0788,0.2059,1.24,-0.71,0.64,0.190,0.765,8.035,-1.745,0.0120,0.0331,0.0081,-0.0186,0.9196,0.0000,0.0000,0.3000,-0.0249,0.0297
921,-0.0976,0.0805,0.1990,1.24,-0.79,0.62,0.190,-1.863,11.418,-1.741,0.0110,0.0339,0.0104,-0.0158,0.9186,0.0000,0.0000,0.3000,-0.0258,0.0305
929,-0.0993,0.0773,0.1903,1.27,-0.85,0.60,0.190,0.230,7.061,-2.672,0.0097,0.0349,0.0125,-0.0177,0.9179,0.0000,0.0000,0.3000,-0.0268,0.0312
939,-0.0998,0.0741,0.1819,1.29,-0.91,0.58,0.190,-2.491,7.666,-2.821,0.0087,0.0357,0.0099,-0.0168,0.9182,0.0000,0.0000,0.3000,-0.0278,0.0320
950,-0.0984,0.0721,0.1737,1.28,-1.02,0.56,0.193,-2.196,7.857,-2.385,0.0087,0.0362,0.0092,-0.0164,0.9192,0.0000,0.0000,0.3000,-0.0288,0.0327
959,-0.0985,0.0715,0.1658,1.26,-1.10,0.54,0.193,-1.796,5.868,-1.376,0.0066,0.0371,0.0094,-0.0182,0.9230,0.0000,0.0000,0.3000,-0.0298,0.0334
969,-0.0961,0.0697,0.1411,1.24,-1.19,0.52,0.193,-1.009,0.678,-1.506,0.0061,0.0370,0.0098,-0.0158,0.9308,0.0000,0.0000,0.3000,-0.0308,0.0341
979,-0.0909,0.0667,0.1323,1.23,-1.29,0.49,0.193,0.027,1.403,-2.079,0.0050,0.0373,0.0114,-0.0182,0.9335,0.0000,0.0000,0.3000,-0.0317,0.0348
989,-0.0934,0.0651,0.1241,1.22,-1.32,0.48,0.199,0.092,0.284,-2.626,0.0048,0.0377,0.0093,-0.0163,0.9393,0.0000,0.0000,0.3000,-0.0326,0.0354
999,-0.0893,0.0604,0.1164,1.23,-1.36,0.46,0.199,2.879,2.160,-2.327,0.0037,0.0393,0.0087,-0.0176,0.9354,0.0000,0.0000,0.3000,-0.0335,0.0360
1009,-0.0879,0.0569,0.1090,1.23,-1.37,0.44,0.199,2.999,0.989,-1.837,0.0031,0.0394,0.0076,-0.0180,0.9338,0.0000,0.0000,0.3000,-0.0344,0.0366
1019,-0.0829,0.0543,0.0952,1.24,-1.40,0.41,0.199,1.868,0.549,-1.385,0.0025,0.0398,0.0106,-0.0207,0.9376,0.0000,0.0000,0.3000,-0.0352,0.0371
1030,-0.0819,0.0565,0.0887,1.23,-1.41,0.40,0.199,0.793,-0.714,-0.756,0.0018,0.0403,0.0075,-0.0204,0.9388,0.0000,0.0000,0.3000,-0.0360,0.0377
1039,-0.0787,0.0526,0.0826,1.27,-1.41,0.38,0.199,1.236,0.451,-1.020,-0.0003,0.0419,0.0067,-0.0180,0.9452,0.0000,0.0000,0.3000,-0.0368,0.0382
1050,-0.0755,0.0499,0.0762,1.30,-1.41,0.36,0.210,1.259,2.134,-1.240,-0.0011,0.0424,0.0083,-0.0174,0.9495,0.0000,0.0000,0.3000,-0.0376,0.0387
1059,-0.0732,0.0478,0.0698,1.32,-1.40,0.35,0.210,-1.182,1.398,-1.550,-0.0019,0.0415,0.0107,-0.0170,0.9508,0.0000,0.0000,0.3000,-0.0383,0.0392
1069,-0.0762,0.0502,0.0741,1.30,-1.37,0.35,0.210,-1.198,1.702,-1.542,-0.0026,0.0419,0.0097,-0.0155,0.9525,0.0000,0.0000,0.3000,-0.0391,0.0397
1079,-0.0740,0.0481,0.0683,1.31,-1.38,0.33,0.210,-1.672,1.633,-1.434,-0.0037,0.0424,0.0099,-0.0198,0.9513,0.0000,0.0000,0.3000,-0.0398,0.0402
1088,-0.0717,0.0408,0.0630,1.34,-1.40,0.32,0.211,-1.599,2.774,-1.110,-0.0045,0.0449,0.0095,-0.0158,0.9571,0.0000,0.0000,0.3000,-0.0405,0.0406
1098,-0.0695,0.0386,0.0580,1.33,-1.41,0.31,0.211,-2.667,1.819,-0.691,-0.0046,0.0447,0.0072,-0.0158,0.9616,0.0000,0.0000,0.3000,-0.0412,0.0410
1109,-0.0688,0.0367,0.0532,1.31,-1.42,0.29,0.211,0.042,0.116,-1.915,-0.0054,0.0448,0.0084,-0.0139,0.9641,0.0000,0.0000,0.3000,-0.0419,0.0414
1119,-0.0668,0.0426,0.0494,1.24,-1.44,0.28,0.211,-2.311,0.893,-1.221,-0.0055,0.0456,0.0076,-0.0132,0.9647,0.0000,0.0000,0.3000,-0.0426,0.0418
1129,-0.0622,0.0381,0.0449,1.24,-1.47,0.27,0.211,-0.842,0.205,-0.548,-0.0061,0.0460,0.0111,-0.0142,0.9664,0.0000,0.0000,0.3000,-0.0432,0.0422
1139,-0.0585,0.0368,0.0408,1.23,-1.49,0.25,0.211,1.266,-1.290,-0.568,-0.0066,0.0463,0.0111,-0.0140,0.9648,0.0000,0.0000,0.3000,-0.0438,0.0425
1148,-0.0561,0.0348,0.0370,1.21,-1.50,0.24,0.213,1.120,-1.443,-0.301,-0.0072,0.0467,0.0032,-0.0172,0.9653,0.0000,0.0000,0.3000,-0.0443,0.0429
1159,-0.0536,0.0328,0.0333,1.19,-1.50,0.23,0.213,-0.534,-3.537,0.396,-0.0077,0.0470,0.0073,-0.0149,0.9662,0.0000,0.0000,0.3000,-0.0449,0.0432
1169,-0.0511,0.0308,0.0301,1.20,-1.48,0.23,0.213,0.909,-0.444,0.406,-0.0082,0.0471,0.0055,-0.0182,0.9678,0.0000,0.0000,0.3000,-0.0454,0.0435
1178,-0.0487,0.0292,0.0268,1.21,-1.46,0.23,0.213,0.892,-0.009,-0.340,-0.0074,0.0471,0.0099,-0.0155,0.9713,0.0000,0.0000,0.3000,-0.0459,0.0438
1189,-0.0463,0.0272,0.0233,1.21,-1.43,0.23,0.214,1.111,-1.505,-0.340,-0.0078,0.0473,0.0109,-0.0173,0.9729,0.0000,0.0000,0.3000,-0.0463,0.0441
1198,-0.0441,0.0244,0.0199,1.21,-1.42,0.23,0.214,-0.043,-0.468,0.370,-0.0087,0.0472,0.0113,-0.0186,0.9765,0.0000,0.0000,0.3000,-0.0468,0.0443
1209,-0.0375,0.0215,0.0166,1.23,-1.45,0.23,0.214,-3.650,-3.129,0.735,-0.0083,0.0478,0.0077,-0.0149,0.9764,0.0000,0.0000,0.3000,-0.0471,0.0445
1219,-0.0350,0.0195,0.0131,1.24,-1.44,0.22,0.214,-0.296,0.017,-0.151,-0.0084,0.0473,0.0095,-0.0134,0.9800,0.0000,0.0000,0.3000,-0.0475,0.0447
1229,-0.0345,0.0165,0.0103,1.25,-1.42,0.23,0.214,-4.569,-3.922,0.395,-0.0086,0.0475,0.0063,-0.0149,0.9769,0.0000,0.0000,0.3000,-0.0478,0.0449
1239,-0.0295,0.0156,0.0078,1.21,-1.42,0.23,0.214,-1.327,-2.029,-0.182,-0.0079,0.0481,0.0055,-0.0201,0.9809,0.0000,0.0000,0.3000,-0.0481,0.0451
1249,-0.0263,0.0116,0.0055,1.22,-1.42,0.23,0.218,1.416,-4.230,-0.029,-0.0079,0.0489,0.0077,-0.0193,0.9814,0.0000,0.0000,0.3000,-0.0484,0.0452
1259,-0.0239,0.0096,0.0032,1.18,-1.39,0.23,0.218,-3.923,-4.556,0.743,-0.0077,0.0485,0.0081,-0.0130,0.9825,0.0000,0.0000,0.3000,-0.0486,0.0453
1269,-0.0183,0.0092,0.0086,1.15,-1.38,0.23,0.218,1.706,-1.379,0.072,-0.0074,0.0486,0.0066,-0.0168,0.9848,0.0000,0.0000,0.3000,-0.0488,0.0454
1279,-0.0156,0.0099,0.0064,1.15,-1.35,0.23,0.218,-0.116,-1.446,0.421,-0.0075,0.0486,0.0088,-0.0129,0.9859,0.0000,0.0000,0.3000,-0.0490,0.0455
1289,-0.0118,0.0062,0.0045,1.13,-1.32,0.23,0.210,-2.119,-2.641,-0.008,-0.0066,0.0477,0.0027,-0.0130,0.9858,0.0000,0.0000,0.3000,-0.0491,0.0455
1299,-0.0082,0.0043,0.0027,1.13,-1.30,0.23,0.210,-1.959,-1.662,0.536,-0.0062,0.0478,0.0011,-0.0190,0.9842,0.0000,0.0000,0.3000,-0.0492,0.0456
1309,-0.0060,0.0024,0.0010,1.12,-1.28,0.23,0.210,-0.924,-1.838,0.054,-0.0053,0.0479,0.0052,-0.0196,0.9846,0.0000,0.0000,0.3000,-0.0492,0.0456
1319,-0.0009,-0.0024,-0.0142,1.13,-1.27,0.23,0.210,-1.245,-1.828,0.071,-0.0053,0.0478,0.0055,-0.0150,0.9862,0.0000,0.0000,0.3000,-0.0493,0.0456
1330,0.0004,-0.0021,-0.0142,1.13,-1.28,0.23,0.210,-1.419,-2.223,0.049,-0.0043,0.0469,0.0050,-0.0155,0.9870,0.0000,0.0000,0.3000,-0.0492,0.0455
1338,0.0074,-0.0056,-0.0170,1.10,-1.25,0.23,0.210,-1.088,-2.521,0.594,-0.0045,0.0475,0.0098,-0.0144,0.9914,0.0000,0.0000,0.3000,-0.0492,0.0455
1349,0.0074,-0.0056,-0.0170,1.10,-1.25,0.23,0.207,-1.150,-2.668,0.764,-0.0036,0.0476,0.0058,-0.0186,0.9926,0.0000,0.0000,0.3000,-0.0491,0.0454
