time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y,acc_x,acc_y,acc_z,ref_x,ref_y,ref_z,est_x,est_y
260,-0.0269,0.0611,0.0494,-1.99,1.52,0.17,0.009,-29.274,-15.107,3.375,-0.0180,0.0344,0.0099,-0.0184,1.2366,0.0000,0.0000,0.3000,0.0000,0.0000
270,-0.0300,0.0652,0.0669,-2.34,1.70,0.19,0.014,-12.263,-21.486,4.628,-0.0155,0.0362,0.0104,-0.0170,1.2243,0.0000,0.0000,0.3000,0.0000,0.0000
280,-0.0290,0.0677,0.0875,-2.62,1.80,0.21,0.014,-2.692,-21.340,2.815,-0.0171,0.0371,0.0127,-0.0153,1.2056,0.0000,0.0000,0.3000,0.0000,0.0000
289,-0.0252,0.0728,0.1168,-2.91,1.88,0.24,0.014,12.227,-15.562,0.622,-0.0191,0.0381,0.0087,-0.0202,1.2044,0.0000,0.0000,0.3000,0.0000,0.0000
299,-0.0141,0.0846,0.1390,-3.14,1.96,0.30,0.014,24.106,-7.046,-2.356,-0.0222,0.0363,0.0048,-0.0322,1.1846,0.0000,0.0000,0.3000,0.0000,0.0000
311,-0.0262,0.0913,0.1616,-3.20,2.24,0.35,0.000,34.491,-5.179,-1.770,-0.0195,0.0322,0.0118,-0.0305,1.1892,0.0000,0.0000,0.3000,0.0000,0.0000
320,-0.0403,0.0989,0.1818,-3.12,2.48,0.36,0.000,33.424,-1.969,0.080,-0.0195,0.0289,0.0083,-0.0296,1.1748,0.0000,0.0000,0.3000,0.0000,0.0000
330,-0.0603,0.0903,0.2032,-2.79,2.70,0.34,0.000,25.882,-3.873,1.897,-0.0245,0.0292,0.0060,-0.0263,1.1652,0.0000,0.0000,0.3000,0.0000,0.0000
340,-0.0486,0.0692,0.1823,-2.28,2.61,0.31,0.000,16.356,-3.190,1.372,-0.0280,0.0296,0.0027,-0.0275,1.1702,0.0000,0.0000,0.3000,0.0000,0.0000
349,-0.0756,0.0515,0.2000,-1.77,2.81,0.29,0.000,9.684,-1.347,0.113,-0.0352,0.0326,-0.0016,-0.0282,1.1592,0.0000,0.0000,0.3000,0.0000,0.0000
359,-0.0953,0.0544,0.2159,-1.49,2.96,0.29,0.000,0.166,7.828,2.079,-0.0382,0.0336,-0.0061,-0.0212,1.1485,0.0000,0.0000,0.3000,0.0000,0.0000
369,-0.1012,0.0573,0.2325,-1.31,2.99,0.30,0.004,-9.828,17.830,3.492,-0.0448,0.0348,-0.0077,-0.0201,1.1520,0.0000,0.0000,0.3000,0.0000,0.0000
379,-0.1406,0.0727,0.2410,-1.29,3.27,0.29,0.004,-12.168,32.440,3.462,-0.0480,0.0302,-0.0007,-0.0237,1.1532,0.0000,0.0000,0.3000,0.0000,0.0000
389,-0.1523,0.0738,0.2178,-1.27,3.26,0.30,0.004,-8.680,46.694,2.895,-0.0522,0.0314,0.0015,-0.0216,1.1402,0.0000,0.0000,0.3000,0.0000,0.0000
399,-0.1890,0.0822,0.2255,-1.39,3.33,0.32,0.004,-0.008,53.675,2.084,-0.0539,0.0306,0.0056,-0.0181,1.1141,0.0000,0.0000,0.3000,0.0000,0.0000
410,-0.2025,0.0563,0.2405,-1.29,3.10,0.31,0.027,11.114,56.442,2.287,-0.0600,0.0313,0.0145,-0.0201,1.0997,0.0000,0.0000,0.3000,0.0000,0.0000
420,-0.2205,0.0629,0.2511,-1.43,2.76,0.33,0.027,8.075,51.754,2.117,-0.0622,0.0322,0.0190,-0.0216,1.0919,0.0000,0.0000,0.3000,0.0000,0.0000
429,-0.2232,0.0579,0.2674,-1.39,2.22,0.33,0.027,1.542,43.971,1.290,-0.0676,0.0345,0.0161,-0.0195,1.0823,0.0000,0.0000,0.3000,0.0000,0.0000
439,-0.2480,0.0611,0.2824,-1.32,1.82,0.33,0.027,-4.250,31.910,1.160,-0.0689,0.0354,0.0103,-0.0186,1.0685,0.0000,0.0000,0.3000,0.0000,0.0000
449,-0.2499,0.0653,0.2934,-1.23,1.28,0.35,0.027,-11.851,21.619,1.527,-0.0716,0.0366,0.0062,-0.0231,1.0578,0.0000,0.0000,0.3000,0.0000,0.0000
460,-0.2677,0.0763,0.2974,-1.26,0.93,0.35,0.027,-15.180,18.496,1.646,-0.0724,0.0374,0.0097,-0.0196,1.0605,0.0000,0.0000,0.3000,0.0000,0.0000
469,-0.2624,0.0796,0.3087,-1.30,0.53,0.36,0.050,-11.480,14.119,0.386,-0.0756,0.0390,0.0137,-0.0169,1.0568,0.0000,0.0000,0.3000,0.0000,0.0000
479,-0.2635,0.0844,0.3160,-1.42,0.30,0.37,0.050,-5.080,7.591,-0.908,-0.0777,0.0381,0.0146,-0.0132,1.0605,0.0000,0.0000,0.3000,0.0000,0.0000
489,-0.2592,0.0883,0.3492,-1.56,0.05,0.39,0.050,-2.987,3.370,-1.749,-0.0788,0.0389,0.0098,-0.0179,1.0533,0.0000,0.0000,0.3000,0.0000,0.0000
500,-0.2571,0.0926,0.3554,-1.68,-0.12,0.39,0.050,5.099,0.446,-0.215,-0.0816,0.0418,0.0023,-0.0191,1.0419,0.0000,0.0000,0.3000,0.0000,0.0000
509,-0.2542,0.0860,0.3631,-1.68,-0.24,0.37,0.078,10.636,5.958,-1.001,-0.0848,0.0438,0.0008,-0.0215,1.0279,0.0000,0.0000,0.3000,0.0000,0.0000
519,-0.2459,0.0888,0.3713,-1.72,-0.34,0.37,0.078,13.644,13.475,-1.122,-0.0850,0.0446,0.0015,-0.0220,1.0226,0.0000,0.0000,0.3000,0.0000,0.0000
529,-0.2474,0.1028,0.3748,-1.76,-0.33,0.37,0.078,14.476,19.813,-1.848,-0.0825,0.0415,0.0086,-0.0166,1.0125,0.0000,0.0000,0.3000,0.0000,0.0000
539,-0.2485,0.1105,0.4147,-1.70,-0.38,0.36,0.078,15.778,24.291,-2.900,-0.0796,0.0408,0.0067,-0.0164,1.0043,0.0000,0.0000,0.3000,0.0000,0.0000
549,-0.2360,0.1087,0.4184,-1.68,-0.48,0.37,0.078,17.633,27.736,-4.000,-0.0789,0.0415,0.0094,-0.0211,0.9997,0.0000,0.0000,0.3000,0.0000,0.0000
559,-0.2092,0.0897,0.4324,-1.39,-0.80,0.37,0.078,17.302,26.767,-3.859,-0.0786,0.0409,0.0067,-0.0225,0.9884,0.0000,0.0000,0.3000,0.0000,0.0000
569,-0.1808,0.0839,0.4425,-1.18,-1.19,0.36,0.102,17.899,24.564,-3.399,-0.0795,0.0421,0.0101,-0.0220,0.9793,0.0000,0.0000,0.3000,-0.0018,0.0008
579,-0.1654,0.0847,0.4472,-1.02,-1.52,0.34,0.102,17.174,18.480,-2.530,-0.0779,0.0400,0.0077,-0.0213,0.9719,0.0000,0.0000,0.3000,-0.0035,0.0017
589,-0.1556,0.0805,0.4680,-0.80,-1.85,0.31,0.102,16.461,13.657,-2.747,-0.0775,0.0387,0.0064,-0.0227,0.9664,0.0000,0.0000,0.3000,-0.0050,0.0025
600,-0.1439,0.0818,0.4692,-0.63,-2.19,0.27,0.102,12.309,5.440,-3.150,-0.0783,0.0386,0.0099,-0.0187,0.9549,0.0000,0.0000,0.3000,-0.0065,0.0033
609,-0.1222,0.0668,0.4719,-0.31,-2.60,0.25,0.122,6.706,1.051,-2.100,-0.0794,0.0391,0.0116,-0.0214,0.9429,0.0000,0.0000,0.3000,-0.0077,0.0040
620,-0.1093,0.0569,0.4715,-0.06,-2.86,0.23,0.122,4.139,-3.252,-2.424,-0.0796,0.0399,0.0101,-0.0215,0.9364,0.0000,0.0000,0.3000,-0.0088,0.0045
629,-0.0981,0.0528,0.4662,0.25,-3.09,0.18,0.122,1.456,-8.306,-2.399,-0.0799,0.0400,0.0109,-0.0195,0.9313,0.0000,0.0000,0.3000,-0.0098,0.0051
639,-0.0981,0.0528,0.4666,0.25,-3.09,0.18,0.122,0.440,-13.006,-2.246,-0.0806,0.0403,0.0050,-0.0194,0.9200,0.0000,0.0000,0.3000,-0.0107,0.0056
649,-0.0891,0.0539,0.4630,0.33,-3.15,0.15,0.122,-2.522,-15.265,-2.842,-0.0813,0.0407,0.0108,-0.0160,0.9175,0.0000,0.0000,0.3000,-0.0116,0.0061
659,-0.0811,0.0507,0.4583,0.40,-3.15,0.13,0.122,-3.816,-15.570,-3.753,-0.0800,0.0441,0.0061,-0.0158,0.9148,0.0000,0.0000,0.3000,-0.0124,0.0066
669,-0.0703,0.0484,0.4460,0.43,-2.97,0.08,0.142,-5.407,-15.016,-3.162,-0.0800,0.0443,0.0026,-0.0171,0.9174,0.0000,0.0000,0.3000,-0.0131,0.0071
680,-0.0703,0.0484,0.4460,0.43,-2.97,0.08,0.142,-5.227,-14.813,-2.652,-0.0795,0.0456,0.0027,-0.0194,0.9149,0.0000,0.0000,0.3000,-0.0138,0.0076
689,-0.0549,0.0627,0.4328,0.30,-2.90,0.02,0.142,-3.489,-12.414,-2.370,-0.0775,0.0458,0.0021,-0.0127,0.9100,0.0000,0.0000,0.3000,-0.0144,0.0082
699,-0.0482,0.0604,0.4250,0.27,-2.76,-0.01,0.142,-1.472,-10.716,-2.520,-0.0775,0.0455,0.0037,-0.0133,0.9043,0.0000,0.0000,0.3000,-0.0149,0.0088
709,-0.0391,0.0634,0.4167,0.20,-2.64,-0.05,0.163,0.826,-8.813,-1.837,-0.0770,0.0465,0.0064,-0.0131,0.9024,0.0000,0.0000,0.3000,-0.0153,0.0095
721,-0.0230,0.0613,0.4088,0.16,-2.57,-0.08,0.163,-0.260,-4.289,-2.216,-0.0773,0.0474,0.0050,-0.0142,0.8980,0.0000,0.0000,0.3000,-0.0155,0.0101
729,-0.0179,0.0563,0.4007,0.17,-2.45,-0.10,0.163,0.858,-3.330,-2.663,-0.0769,0.0461,0.0044,-0.0173,0.8986,0.0000,0.0000,0.3000,-0.0157,0.0107
739,-0.0109,0.0584,0.3898,0.13,-2.36,-0.13,0.163,2.735,-2.368,-2.799,-0.0790,0.0460,0.0038,-0.0157,0.8950,0.0000,0.0000,0.3000,-0.0158,0.0112
749,-0.0081,0.0593,0.3806,0.12,-2.27,-0.15,0.163,2.631,-2.669,-1.783,-0.0771,0.0469,0.0080,-0.0168,0.8976,0.0000,0.0000,0.3000,-0.0159,0.0118
759,-0.0024,0.0504,0.3715,0.19,-2.23,-0.16,0.163,5.057,-1.736,-1.809,-0.0788,0.0479,0.0081,-0.0174,0.8960,0.0000,0.0000,0.3000,-0.0159,0.0123
769,-0.0088,0.0468,0.3616,0.23,-2.12,-0.16,0.181,4.748,-2.769,-0.937,-0.0787,0.0482,0.0028,-0.0174,0.8994,0.0000,0.0000,0.3000,-0.0160,0.0128
779,-0.0009,0.0508,0.3414,0.24,-2.08,-0.22,0.181,4.781,-4.977,-1.123,-0.0781,0.0468,0.0040,-0.0176,0.8980,0.0000,0.0000,0.3000,-0.0160,0.0133
789,0.0023,0.0496,0.3289,0.29,-2.06,-0.24,0.181,4.794,-6.269,-0.979,-0.0770,0.0467,0.0029,-0.0192,0.8999,0.0000,0.0000,0.3000,-0.0160,0.0138
799,0.0083,0.0405,0.3191,0.41,-2.05,-0.23,0.181,4.197,-7.108,-0.836,-0.0768,0.0485,0.0023,-0.0140,0.8990,0.0000,0.0000,0.3000,-0.0159,0.0142
809,0.0159,0.0374,0.3090,0.47,-2.04,-0.24,0.201,3.177,-9.227,-1.028,-0.0765,0.0490,0.0001,-0.0162,0.8951,0.0000,0.0000,0.3000,-0.0157,0.0146
819,0.0193,0.0431,0.2990,0.47,-1.99,-0.27,0.201,4.516,-7.949,-1.557,-0.0765,0.0498,0.0016,-0.0184,0.8970,0.0000,0.0000,0.3000,-0.0155,0.0150
829,0.0193,0.0431,0.2990,0.47,-1.99,-0.27,0.201,2.368,-8.827,-1.123,-0.0766,0.0477,0.0014,-0.0174,0.8983,0.0000,0.0000,0.3000,-0.0153,0.0155
839,0.0244,0.0434,0.2874,0.54,-1.82,-0.31,0.201,2.718,-8.368,-1.805,-0.0766,0.0480,0.0040,-0.0217,0.8970,0.0000,0.0000,0.3000,-0.0151,0.0159
850,0.0260,0.0319,0.2776,0.66,-1.73,-0.30,0.201,1.671,-8.119,-1.714,-0.0763,0.0483,0.0039,-0.0195,0.8988,0.0000,0.0000,0.3000,-0.0148,0.0162
859,0.0260,0.0319,0.2776,0.66,-1.73,-0.30,0.201,-0.114,-7.657,-1.718,-0.0778,0.0454,0.0059,-0.0182,0.9016,0.0000,0.0000,0.3000,-0.0146,0.0165
869,0.0274,0.0308,0.2671,0.69,-1.64,-0.32,0.213,-0.563,-6.653,-2.638,-0.0768,0.0457,0.0062,-0.0167,0.9071,0.0000,0.0000,0.3000,-0.0143,0.0168
880,0.0246,0.0152,0.2471,0.82,-1.43,-0.32,0.213,-1.792,-5.804,-3.063,-0.0757,0.0466,0.0058,-0.0155,0.9042,0.0000,0.0000,0.3000,-0.0140,0.0170
889,0.0300,0.0146,0.2383,0.81,-1.38,-0.34,0.213,-2.064,-4.843,-2.785,-0.0754,0.0469,0.0040,-0.0190,0.9070,0.0000,0.0000,0.3000,-0.0137,0.0171
899,0.0353,0.0162,0.2284,0.78,-1.34,-0.37,0.213,-2.355,-4.692,-2.371,-0.0742,0.0470,0.0028,-0.0165,0.9133,0.0000,0.0000,0.3000,-0.0134,0.0173
910,0.0372,0.0158,0.2189,0.75,-1.28,-0.40,0.222,-2.198,-5.057,-2.872,-0.0734,0.0471,0.0040,-0.0160,0.9153,0.0000,0.0000,0.3000,-0.0130,0.0175
920,0.0423,0.0143,0.2097,0.74,-1.26,-0.43,0.222,-1.277,-5.608,-3.040,-0.0728,0.0472,0.0012,-0.0146,0.9152,0.0000,0.0000,0.3000,-0.0126,0.0176
929,0.0461,0.0129,0.2003,0.72,-1.23,-0.45,0.222,-2.653,-5.782,-3.398,-0.0724,0.0478,0.0039,-0.0157,0.9100,0.0000,0.0000,0.3000,-0.0121,0.0177
940,0.0460,0.0129,0.1962,0.72,-1.23,-0.45,0.222,-2.468,-5.477,-3.697,-0.0711,0.0488,0.0061,-0.0177,0.9113,0.0000,0.0000,0.3000,-0.0117,0.0179
950,0.0500,0.0126,0.1788,0.66,-1.12,-0.52,0.222,-0.992,-5.957,-4.336,-0.0710,0.0492,0.0046,-0.0181,0.9165,0.0000,0.0000,0.3000,-0.0112,0.0180
959,0.0545,0.0147,0.1705,0.61,-1.08,-0.56,0.222,-2.740,-7.207,-4.329,-0.0688,0.0507,0.0047,-0.0189,0.9154,0.0000,0.0000,0.3000,-0.0106,0.0181
969,0.0545,0.0147,0.1705,0.61,-1.08,-0.56,0.219,-1.093,-8.681,-5.144,-0.0686,0.0509,0.0042,-0.0163,0.9207,0.0000,0.0000,0.3000,-0.0101,0.0183
980,0.0622,0.0191,0.1529,0.52,-1.00,-0.66,0.219,-3.093,-8.942,-4.541,-0.0673,0.0513,0.0011,-0.0128,0.9227,0.0000,0.0000,0.3000,-0.0095,0.0185
989,0.0613,0.0191,0.1250,0.52,-1.00,-0.66,0.219,-5.651,-8.587,-4.275,-0.0660,0.0515,0.0046,-0.0119,0.9268,0.0000,0.0000,0.3000,-0.0089,0.0187
999,0.0667,0.0182,0.1082,0.47,-0.88,-0.76,0.219,-2.852,-9.343,-4.695,-0.0653,0.0533,0.0064,-0.0098,0.9324,0.0000,0.0000,0.3000,-0.0082,0.0188
1010,0.0705,0.0172,0.0993,0.43,-0.80,-0.81,0.244,-1.825,-8.524,-4.854,-0.0636,0.0533,0.0049,-0.0147,0.9319,0.0000,0.0000,0.3000,-0.0075,0.0190
1020,0.0716,0.0223,0.0915,0.34,-0.71,-0.86,0.244,-0.047,-9.183,-5.249,-0.0619,0.0537,0.0061,-0.0169,0.9365,0.0000,0.0000,0.3000,-0.0068,0.0192
1031,0.0749,0.0215,0.0840,0.31,-0.64,-0.91,0.244,1.437,-8.506,-5.784,-0.0616,0.0542,0.0041,-0.0171,0.9413,0.0000,0.0000,0.3000,-0.0060,0.0194
1039,0.0801,0.0216,0.1040,0.29,-0.58,-0.97,0.244,2.316,-8.613,-6.515,-0.0599,0.0552,0.0004,-0.0188,0.9411,0.0000,0.0000,0.3000,-0.0052,0.0197
1048,0.0794,0.0219,0.0974,0.27,-0.48,-1.02,0.244,5.072,-8.276,-5.579,-0.0595,0.0556,0.0014,-0.0163,0.9454,0.0000,0.0000,0.3000,-0.0044,0.0199
1058,0.0794,0.0219,0.0974,0.27,-0.48,-1.02,0.244,3.362,-8.908,-4.430,-0.0577,0.0562,0.0036,-0.0162,0.9450,0.0000,0.0000,0.3000,-0.0036,0.0201
1069,0.0834,0.0243,0.0908,0.26,-0.42,-1.08,0.232,2.425,-8.000,-5.481,-0.0569,0.0572,0.0042,-0.0201,0.9445,0.0000,0.0000,0.3000,-0.0028,0.0203
1079,0.0823,0.0243,0.0848,0.28,-0.31,-1.14,0.232,6.488,-6.916,-6.067,-0.0551,0.0576,0.0031,-0.0153,0.9446,0.0000,0.0000,0.3000,-0.0020,0.0206
1088,0.0856,0.0252,0.0572,0.30,-0.25,-1.20,0.232,0.461,-5.025,-5.118,-0.0542,0.0579,0.0046,-0.0176,0.9466,0.0000,0.0000,0.3000,-0.0011,0.0208
1099,0.0867,0.0274,0.0515,0.31,-0.18,-1.26,0.232,5.242,-7.532,-4.360,-0.0518,0.0590,0.0014,-0.0203,0.9519,0.0000,0.0000,0.3000,-0.0002,0.0211
1108,0.0904,0.0271,0.0461,0.34,-0.12,-1.32,0.235,6.613,-6.484,-7.079,-0.0512,0.0592,0.0049,-0.0194,0.9529,0.0000,0.0000,0.3000,0.0007,0.0214
1119,0.0906,0.0265,0.0406,0.38,-0.06,-1.37,0.235,3.073,-4.130,-6.124,-0.0496,0.0599,0.0068,-0.0178,0.9563,0.0000,0.0000,0.3000,0.0016,0.0217
1130,0.0955,0.0287,0.0351,0.38,-0.04,-1.43,0.235,2.274,-6.032,-4.204,-0.0487,0.0606,0.0006,-0.0177,0.9602,0.0000,0.0000,0.3000,0.0025,0.0219
1139,0.0945,0.0280,0.0191,0.43,0.04,-1.48,0.235,2.017,-5.204,-4.804,-0.0479,0.0610,0.0027,-0.0193,0.9623,0.0000,0.0000,0.3000,0.0035,0.0222
1148,0.0966,0.0285,0.0141,0.49,0.09,-1.55,0.235,1.354,-5.285,-5.336,-0.0459,0.0619,0.0033,-0.0173,0.9681,0.0000,0.0000,0.3000,0.0044,0.0225
1159,0.0961,0.0291,0.0094,0.51,0.13,-1.62,0.235,0.429,-5.789,-4.772,-0.0452,0.0619,0.0013,-0.0156,0.9709,0.0000,0.0000,0.3000,0.0054,0.0228
1168,0.0953,0.0288,0.0050,0.53,0.19,-1.66,0.234,0.099,-9.265,-4.337,-0.0436,0.0636,-0.0014,-0.0169,0.9690,0.0000,0.0000,0.3000,0.0063,0.0231
1179,0.0985,0.0297,0.0007,0.53,0.22,-1.71,0.234,1.381,-8.026,-3.966,-0.0429,0.0644,0.0026,-0.0176,0.9737,0.0000,0.0000,0.3000,0.0073,0.0234
1188,0.0972,0.0280,-0.0122,0.54,0.28,-1.76,0.234,1.491,-8.070,-3.409,-0.0414,0.0643,0.0052,-0.0181,0.9793,0.0000,0.0000,0.3000,0.0083,0.0237
1199,0.0988,0.0315,-0.0157,0.51,0.33,-1.81,0.234,2.481,-4.746,-3.468,-0.0403,0.0651,0.0020,-0.0204,0.9849,0.0000,0.0000,0.3000,0.0093,0.0240
1209,0.0973,0.0321,-0.0187,0.50,0.42,-1.85,0.235,3.367,-6.379,-3.660,-0.0381,0.0658,0.0037,-0.0217,0.9860,0.0000,0.0000,0.3000,0.0103,0.0243
1219,0.0983,0.0300,-0.0217,0.53,0.49,-1.89,0.235,3.101,-5.340,-2.851,-0.0377,0.0665,0.0040,-0.0223,0.9851,0.0000,0.0000,0.3000,0.0112,0.0246
1229,0.0980,0.0308,-0.0246,0.54,0.57,-1.93,0.235,3.579,-3.383,-3.188,-0.0364,0.0672,0.0022,-0.0187,0.9862,0.0000,0.0000,0.3000,0.0122,0.0249
1238,0.1006,0.0312,-0.0278,0.55,0.60,-1.97,0.235,1.900,-3.866,-2.564,-0.0356,0.0676,0.0026,-0.0186,0.9923,0.0000,0.0000,0.3000,0.0132,0.0252
1249,0.0977,0.0316,-0.0296,0.58,0.67,-2.00,0.235,1.411,-1.000,-3.064,-0.0333,0.0689,0.0017,-0.0181,0.9966,0.0000,0.0000,0.3000,0.0142,0.0255
1258,0.0974,0.0318,-0.0311,0.61,0.72,-2.04,0.235,4.546,-2.837,-2.686,-0.0328,0.0692,0.0022,-0.0219,0.9992,0.0000,0.0000,0.3000,0.0152,0.0258
1269,0.0958,0.0311,-0.0325,0.64,0.75,-2.07,0.235,0.675,-0.030,-2.524,-0.0309,0.0704,0.0028,-0.0179,1.0001,0.0000,0.0000,0.3000,0.0161,0.0262
1279,0.0985,0.0328,-0.0340,0.64,0.77,-2.10,0.235,2.307,-0.077,-2.153,-0.0305,0.0708,-0.0020,-0.0200,0.9978,0.0000,0.0000,0.3000,0.0171,0.0265
1289,0.0957,0.0319,-0.0320,0.66,0.79,-2.13,0.235,2.870,-0.456,-2.147,-0.0285,0.0716,0.0006,-0.0208,0.9985,0.0000,0.0000,0.3000,0.0181,0.0268
1299,0.0971,0.0335,-0.0326,0.69,0.80,-2.16,0.235,1.107,-1.189,-0.486,-0.0276,0.0720,0.0041,-0.0209,1.0030,0.0000,0.0000,0.3000,0.0191,0.0271
1309,0.0943,0.0325,-0.0329,0.70,0.81,-2.18,0.236,0.804,0.765,-1.244,-0.0266,0.0719,0.0009,-0.0170,1.0045,0.0000,0.0000,0.3000,0.0200,0.0275
1318,0.0958,0.0328,-0.0329,0.71,0.80,-2.21,0.236,-0.343,-0.965,-0.340,-0.0255,0.0738,0.0039,-0.0202,1.0060,0.0000,0.0000,0.3000,0.0210,0.0278
1329,0.0944,0.0317,-0.0331,0.74,0.80,-2.23,0.236,-0.314,-1.433,0.276,-0.0246,0.0737,0.0032,-0.0181,1.0097,0.0000,0.0000,0.3000,0.0219,0.0281
1341,0.0931,0.0294,-0.0257,0.76,0.81,-2.23,0.236,-1.107,-2.555,0.580,-0.0243,0.0737,0.0065,-0.0138,1.0067,0.0000,0.0000,0.3000,0.0228,0.0284
