time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count,canfly,is_tumbled,ctrltarget_z,motor_m1req,ctrltarget_x,ctrltarget_y,motor_m2req,motor_m3req,motor_m4req
5052,-0.0010,0.0117,0.0078,-0.0052,-0.0016,-0.0006,-0.41,1.03,0.01,0,4.086,0.158,-0.077,-0.097,0.020,-0.008,0.999,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0710,0.0660,1.1760,1.2390,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2000,0,-1.3256,0.8465,0,0,0
5103,-0.0004,0.0126,0.0079,-0.0004,0.0018,-0.0003,-0.43,1.05,0.01,0,4.075,-0.051,0.061,-0.228,0.020,-0.009,1.000,0.000,0.000,0.000,0.0080,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0710,0.0660,1.1760,1.2390,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2000,0,-1.3256,0.8465,0,0,0
5154,-0.0002,0.0114,0.0079,0.0017,-0.0052,0.0003,-0.42,1.04,0.01,0,4.086,0.009,0.344,-0.104,0.018,-0.011,0.998,0.000,0.000,0.000,0.0110,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0690,0.0660,1.1780,1.2410,2.6920,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2000,0,-1.3224,0.8462,0,0,0
5206,-0.0011,0.0135,0.0092,-0.0024,0.0044,0.0060,-0.39,1.01,0.00,0,4.075,0.133,-0.044,-0.587,0.017,-0.005,1.001,0.000,0.000,0.000,0.0080,6,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0690,0.0660,1.1780,1.2410,2.6920,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2200,0,-1.3224,0.8462,0,0,0
5256,-0.0002,0.0119,0.0089,0.0032,-0.0044,0.0030,-0.41,0.99,-0.01,0,4.086,0.086,0.011,0.063,0.020,-0.008,1.002,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0670,1.1710,1.2390,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2200,0,-1.3224,0.8462,0,0,0
5308,-0.0009,0.0133,0.0082,-0.0000,0.0023,-0.0007,-0.39,1.00,-0.00,0,4.075,0.115,0.074,0.241,0.017,-0.007,1.000,0.000,0.000,0.000,0.0060,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0670,1.1710,1.2390,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2200,0,0.0000,0.0000,0,0,0
5359,-0.0017,0.0137,0.0073,-0.0042,0.0041,-0.0062,-0.37,0.97,0.00,0,4.086,-0.230,0.094,0.081,0.019,-0.009,1.001,0.000,0.000,0.000,0.0090,1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0610,0.0680,1.1750,1.2410,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0,0.0000,0.0000,0,0,0
5411,-0.0006,0.0135,0.0078,0.0022,0.0023,-0.0017,-0.39,1.02,0.01,0,4.075,-0.274,-0.170,0.286,0.021,-0.012,0.997,0.000,0.000,0.000,0.0070,5,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0610,0.0680,1.1750,1.2410,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2400,0,-1.3168,0.8490,0,0,0
5462,0.0009,0.0092,0.0074,0.0108,-0.0211,-0.0035,-0.35,0.97,0.01,0,4.091,0.008,0.061,-0.097,0.020,-0.007,1.001,0.000,0.000,0.000,0.0100,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0680,0.0670,1.1780,1.2390,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2400,0,-1.3170,0.8481,0,0,0
5513,0.0010,0.0093,0.0085,0.0114,-0.0182,0.0027,-0.48,0.95,0.01,0,4.075,-0.018,-0.082,0.195,0.020,-0.008,1.000,0.000,0.000,0.000,0.0080,-2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0680,0.0670,1.1780,1.2390,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2600,0,-1.3170,0.8481,0,0,0
5564,0.0014,0.0129,0.0084,0.0129,0.0010,0.0020,-0.45,0.96,0.01,0,4.086,-0.014,0.232,-0.319,0.018,-0.007,0.998,0.000,0.000,0.000,0.0060,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0680,1.1740,1.2420,2.6940,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2600,0,-1.3170,0.8481,0,0,0
5615,0.0001,0.0143,0.0075,0.0056,0.0073,-0.0040,-0.49,0.96,0.01,0,4.075,0.268,0.132,-0.286,0.021,-0.006,1.001,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0680,1.1740,1.2420,2.6940,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2600,0,-1.3204,0.8469,0,0,0
5666,0.0003,0.0189,0.0071,0.0063,0.0286,-0.0049,-0.85,0.97,0.01,0,4.086,-0.029,0.207,0.038,0.023,-0.007,1.001,0.000,0.000,0.000,0.0100,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0660,1.1760,1.2400,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2800,0,-1.3204,0.8469,0,0,0
5717,-0.0001,0.0255,0.0081,0.0043,0.0528,0.0014,-0.76,0.97,0.01,0,4.075,-0.167,-0.134,-0.095,0.020,-0.009,1.001,0.000,0.000,0.000,0.0070,7,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0660,1.1760,1.2400,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2800,0,-1.3204,0.8469,0,0,0
5768,-0.0006,0.0275,0.0078,0.0020,0.0523,-0.0007,-0.88,0.96,0.01,0,4.086,0.129,-0.154,0.090,0.019,-0.008,1.001,0.000,0.000,0.000,0.0100,7,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0710,1.1760,1.2390,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.2800,0,-1.3182,0.8486,0,0,0
5819,-0.0009,0.0296,0.0089,0.0011,0.0503,0.0052,-0.74,1.00,0.01,0,4.075,-0.122,0.009,0.059,0.019,-0.007,1.002,0.000,0.000,0.000,0.0080,7,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0710,1.1760,1.2390,2.6930,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
5870,-0.0004,0.0307,0.0088,0.0036,0.0452,0.0036,-0.64,0.97,0.01,0,4.086,-0.015,0.052,0.176,0.019,-0.007,0.999,0.000,0.000,0.000,0.0100,19,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0640,1.1780,1.2410,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
5921,-0.0007,0.0308,0.0095,0.0020,0.0370,0.0066,-0.50,0.99,0.00,0,4.075,-0.149,0.054,0.035,0.020,-0.009,0.997,0.000,0.000,0.000,0.0090,-20,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0640,1.1780,1.2410,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
5972,0.0001,0.0217,0.0096,0.0066,-0.0151,0.0049,-0.18,0.94,0.00,0,4.086,0.078,0.096,0.172,0.019,-0.008,1.001,0.000,0.000,0.000,0.0070,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0670,1.1720,1.2400,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6024,-0.0003,0.0217,0.0088,0.0041,-0.0157,-0.0005,-0.23,0.97,0.00,0,4.075,-0.128,-0.187,0.176,0.019,-0.007,1.000,0.000,0.000,0.000,0.0080,-4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0670,1.1720,1.2400,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6074,-0.0009,0.0221,0.0085,0.0002,-0.0131,-0.0020,0.01,0.97,0.00,0,4.086,-0.012,0.325,0.028,0.017,-0.009,1.001,0.000,0.000,0.000,0.0080,2,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0660,1.1750,1.2400,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6125,-0.0003,0.0260,0.0084,0.0034,0.0126,-0.0018,-0.61,1.01,0.01,0,4.075,0.042,-0.150,-0.140,0.021,-0.007,1.000,0.000,0.000,0.000,0.0110,-1,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0660,1.1750,1.2400,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6176,-0.0017,0.0293,0.0095,-0.0046,0.0233,0.0039,-0.53,1.03,0.01,0,4.086,0.016,-0.063,0.068,0.022,-0.008,1.000,0.000,0.000,0.000,0.0070,2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0680,0.0660,1.1750,1.2390,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6227,-0.0008,0.0299,0.0086,0.0011,0.0205,-0.0022,-0.50,1.02,0.01,0,4.075,0.074,0.130,-0.049,0.019,-0.005,1.001,0.000,0.000,0.000,0.0100,-14,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0680,0.0660,1.1750,1.2390,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6279,0.0002,0.0271,0.0092,0.0069,0.0001,0.0017,-0.29,0.94,0.01,0,4.086,0.342,0.078,-0.214,0.020,-0.009,1.000,0.000,0.000,0.000,0.0090,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0670,1.1750,1.2370,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6330,0.0004,0.0289,0.0092,0.0073,0.0081,0.0013,-0.45,1.00,0.01,0,4.075,-0.136,0.028,-0.119,0.020,-0.008,1.000,0.000,0.000,0.000,0.0090,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0670,1.1750,1.2370,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6381,0.0008,0.0279,0.0092,0.0088,-0.0005,0.0003,-0.32,1.00,0.00,0,4.086,0.015,-0.026,0.177,0.018,-0.008,0.999,0.000,0.000,0.000,0.0090,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0640,0.0670,1.1750,1.2360,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6432,0.0011,0.0231,0.0091,0.0086,-0.0260,-0.0008,-0.13,0.97,0.00,0,4.075,-0.089,-0.069,0.244,0.018,-0.008,1.000,0.000,0.000,0.000,0.0090,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0640,0.0670,1.1750,1.2360,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6483,0.0023,0.0224,0.0090,0.0134,-0.0255,-0.0012,-0.18,0.96,0.00,0,4.086,0.043,-0.191,-0.105,0.019,-0.008,0.998,0.000,0.000,0.000,0.0060,10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0640,0.0650,1.1730,1.2410,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6534,0.0013,0.0224,0.0077,0.0060,-0.0207,-0.0075,-0.29,1.00,0.00,0,4.075,-0.158,-0.013,-0.225,0.022,-0.006,1.002,0.000,0.000,0.000,0.0100,-4,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0640,0.0650,1.1730,1.2410,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6585,0.0020,0.0215,0.0085,0.0100,-0.0227,-0.0014,-0.24,1.00,-0.00,0,4.086,0.062,-0.092,0.035,0.019,-0.009,0.998,0.000,0.000,0.000,0.0080,24,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0650,1.1760,1.2460,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6636,0.0012,0.0184,0.0082,0.0042,-0.0373,-0.0035,-0.14,1.05,-0.01,0,4.075,0.179,-0.118,0.098,0.021,-0.005,0.998,0.000,0.000,0.000,0.0090,6,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0650,1.1760,1.2460,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6687,0.0036,0.0102,0.0082,0.0175,-0.0733,-0.0035,0.07,0.91,-0.01,0,4.086,0.163,-0.175,-0.274,0.018,-0.007,1.002,0.000,0.000,0.000,0.0060,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0690,1.1740,1.2390,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6738,0.0026,0.0108,0.0074,0.0089,-0.0566,-0.0063,-0.03,0.96,-0.01,0,4.075,-0.175,0.155,0.232,0.019,-0.006,0.997,0.000,0.000,0.000,0.0070,1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0690,1.1740,1.2390,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6789,0.0026,0.0056,0.0070,0.0066,-0.0724,-0.0073,0.03,1.01,-0.01,0,4.086,-0.081,-0.043,0.082,0.020,-0.008,0.999,0.000,0.000,0.000,0.0080,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0680,1.1740,1.2440,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6840,0.0038,0.0066,0.0074,0.0112,-0.0539,-0.0033,-0.07,0.99,-0.01,0,4.075,-0.139,0.352,0.079,0.018,-0.009,0.999,0.000,0.000,0.000,0.0070,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0630,0.0680,1.1740,1.2440,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6891,0.0027,0.0065,0.0072,0.0033,-0.0437,-0.0033,-0.18,1.02,-0.00,0,4.086,-0.021,0.067,0.037,0.021,-0.008,0.999,0.000,0.000,0.000,0.0070,4,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0620,0.0670,1.1790,1.2440,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6942,0.0038,0.0095,0.0072,0.0084,-0.0189,-0.0026,-0.38,0.99,0.00,0,4.075,-0.168,0.136,0.187,0.020,-0.009,0.998,0.000,0.000,0.000,0.0080,-9,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0620,0.0670,1.1790,1.2440,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
6994,0.0036,0.0122,0.0075,0.0057,0.0011,-0.0002,-0.39,1.00,-0.00,0,4.086,-0.047,0.113,-0.130,0.018,-0.006,0.997,0.000,0.000,0.000,0.0100,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0680,1.1740,1.2390,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7045,0.0036,0.0093,0.0087,0.0045,-0.0121,0.0051,-0.45,1.03,-0.00,0,4.070,-0.134,-0.006,-0.055,0.020,-0.007,0.999,0.000,0.000,0.000,0.0100,-4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0660,0.0680,1.1740,1.2390,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7096,0.0034,0.0056,0.0094,0.0024,-0.0282,0.0072,-0.41,1.02,-0.00,0,4.086,-0.011,0.233,0.154,0.020,-0.006,0.999,0.000,0.000,0.000,0.0090,3,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0680,0.0670,1.1760,1.2400,2.6920,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7147,0.0043,0.0066,0.0095,0.0065,-0.0181,0.0057,-0.47,1.00,-0.00,0,4.075,-0.244,0.029,-0.111,0.018,-0.009,1.001,0.000,0.000,0.000,0.0080,-1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0680,0.0670,1.1760,1.2400,2.6920,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7198,0.0054,0.0096,0.0091,0.0112,0.0007,0.0028,-0.48,1.06,-0.00,0,4.086,0.026,-0.072,-0.059,0.018,-0.008,0.999,0.000,0.000,0.000,0.0070,8,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0670,1.1740,1.2420,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7249,0.0056,0.0065,0.0083,0.0114,-0.0134,-0.0023,-0.51,1.04,-0.00,0,4.075,0.091,0.073,-0.010,0.019,-0.007,0.999,0.000,0.000,0.000,0.0050,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0670,1.1740,1.2420,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7300,0.0056,0.0066,0.0068,0.0106,-0.0110,-0.0093,-0.47,1.04,-0.00,0,4.086,-0.229,0.175,0.006,0.020,-0.006,1.002,0.000,0.000,0.000,0.0090,-2,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0630,1.1700,1.2410,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7351,0.0054,0.0083,0.0074,0.0091,0.0004,-0.0043,-0.50,1.08,-0.01,0,4.075,0.233,-0.083,-0.113,0.017,-0.007,1.000,0.000,0.000,0.000,0.0110,2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0630,1.1700,1.2410,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7403,0.0055,0.0043,0.0089,0.0083,-0.0196,0.0040,-0.46,1.03,-0.01,0,4.086,0.026,0.088,0.141,0.024,-0.008,0.999,0.000,0.000,0.000,0.0070,5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0730,0.0680,1.1740,1.2410,2.6890,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7453,0.0057,0.0001,0.0082,0.0095,-0.0374,-0.0004,-0.24,1.02,-0.01,0,4.075,-0.074,0.344,0.048,0.018,-0.007,0.999,0.000,0.000,0.000,0.0080,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0730,0.0680,1.1740,1.2410,2.6890,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7504,0.0059,-0.0038,0.0081,0.0092,-0.0502,-0.0009,-0.39,1.03,-0.01,0,4.086,-0.071,0.130,-0.018,0.020,-0.007,0.998,0.000,0.000,0.000,0.0080,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0680,1.1760,1.2380,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7555,0.0069,-0.0002,0.0083,0.0141,-0.0248,-0.0000,-0.35,1.03,-0.02,0,4.075,-0.105,0.212,-0.007,0.018,-0.009,0.999,0.000,0.000,0.000,0.0070,6,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0650,0.0680,1.1760,1.2380,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7606,0.0050,0.0049,0.0078,0.0025,0.0053,-0.0032,-0.61,1.04,-0.01,0,4.086,-0.107,0.009,0.245,0.022,-0.006,0.999,0.000,0.000,0.000,0.0100,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0610,0.0660,1.1730,1.2410,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7658,0.0058,0.0038,0.0087,0.0077,-0.0002,0.0018,-0.58,1.04,-0.01,0,4.075,-0.244,0.068,-0.010,0.018,-0.008,0.998,0.000,0.000,0.000,0.0060,1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0610,0.0660,1.1730,1.2410,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7708,0.0050,0.0036,0.0075,0.0031,-0.0014,-0.0042,-0.53,1.04,-0.01,0,4.086,0.050,-0.152,-0.065,0.017,-0.006,0.998,0.000,0.000,0.000,0.0100,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0670,1.1720,1.2420,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7759,0.0060,0.0024,0.0085,0.0072,-0.0066,0.0006,-0.55,1.08,-0.01,0,4.075,0.038,-0.231,-0.027,0.018,-0.008,0.999,0.000,0.000,0.000,0.0070,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0670,1.1720,1.2420,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7810,0.0059,0.0052,0.0078,0.0075,0.0075,-0.0028,-0.52,1.04,-0.01,0,4.086,0.102,-0.093,-0.199,0.018,-0.008,1.002,0.000,0.000,0.000,0.0100,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0660,1.1760,1.2400,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
7861,0.0050,0.0045,0.0087,0.0023,0.0044,0.0020,-0.53,1.03,-0.01,0,4.075,0.012,-0.164,0.136,0.019,-0.009,0.999,0.000,0.000,0.000,0.0100,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0670,0.0660,1.1760,1.2400,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-1.3182,0.8486,0,0,0
