time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
1,0.0018,-0.0031,0.0066,-0.21,-0.22,25.36,0.015,-0.204,-0.242,0.018
1,0.0081,-0.0061,0.0066,-0.17,-0.25,25.33,0.011,0.078,-0.133,0.142
1,0.0010,-0.0027,0.0069,-0.22,-0.22,25.31,0.011,0.093,0.072,0.256
1,-0.0139,0.0153,0.0015,-0.40,-0.17,25.29,0.011,-0.331,-0.062,0.064
1,-0.0092,0.0190,0.0017,-0.41,-0.22,25.26,0.011,-0.211,-0.172,0.010
1,-0.0109,0.0224,0.0016,-0.43,-0.22,25.24,0.011,0.064,-0.271,0.015
2,-0.0090,0.0184,0.0018,-0.40,-0.22,25.21,0.013,-0.264,0.121,-0.001
2,-0.0165,0.0241,0.0015,-0.46,-0.18,25.19,0.013,0.092,0.073,-0.111
2,-0.0195,0.0314,0.0022,-0.52,-0.18,25.17,0.013,0.290,0.030,0.002
2,-0.0216,0.0362,0.0020,-0.56,-0.18,25.14,0.013,0.033,-0.410,-0.311
2,-0.0173,0.0276,0.0030,-0.48,-0.18,25.12,0.013,-0.179,-0.008,-0.091
2,-0.0176,0.0282,0.0031,-0.48,-0.18,25.09,0.014,0.008,0.228,-0.230
2,-0.0166,0.0291,0.0031,-0.47,-0.19,25.06,0.014,-0.033,0.039,-0.105
2,-0.0170,0.0295,0.0055,-0.47,-0.19,25.04,0.014,-0.061,0.088,0.161
2,-0.0160,0.0250,0.0060,-0.43,-0.19,25.01,0.014,-0.179,0.097,0.164
2,-0.0159,0.0249,0.0062,-0.43,-0.18,24.99,0.014,-0.501,0.007,0.398
2,-0.0172,0.0278,0.0061,-0.46,-0.19,24.96,0.010,0.123,-0.295,-0.014
2,-0.0162,0.0205,0.0065,-0.40,-0.17,24.94,0.010,0.008,0.310,0.149
2,-0.0125,0.0159,-0.0018,-0.35,-0.18,24.91,0.010,0.172,0.103,-0.120
2,-0.0143,0.0201,-0.0019,-0.39,-0.18,24.89,0.010,0.122,-0.007,0.132
2,-0.0145,0.0203,-0.0017,-0.39,-0.18,24.87,0.010,-0.061,-0.302,-0.041
2,-0.0133,0.0184,-0.0016,-0.37,-0.19,24.84,0.012,-0.266,0.194,-0.119
3,-0.0118,0.0154,-0.0015,-0.34,-0.19,24.82,0.012,-0.045,0.369,0.038
3,-0.0103,0.0151,-0.0017,-0.33,-0.20,24.80,0.012,0.173,-0.060,0.078
3,-0.0136,0.0229,-0.0018,-0.40,-0.20,24.77,0.012,-0.094,-0.045,0.016
3,-0.0101,0.0183,-0.0013,-0.35,-0.21,24.75,0.012,-0.066,0.019,0.216
3,-0.0101,0.0184,-0.0012,-0.35,-0.21,24.72,0.011,0.059,-0.170,0.023
3,-0.0086,0.0130,-0.0009,-0.31,-0.20,24.70,0.011,0.013,-0.209,0.040
3,-0.0099,0.0190,-0.0034,-0.35,-0.21,24.67,0.011,-0.114,0.219,0.464
3,-0.0140,0.0148,-0.0031,-0.34,-0.17,24.65,0.011,0.136,0.042,0.124
3,-0.0042,0.0159,-0.0030,-0.31,-0.24,24.63,0.011,0.158,0.020,0.194
3,-0.0055,0.0131,-0.0030,-0.29,-0.22,24.60,0.013,-0.003,0.125,0.121
3,-0.0093,0.0106,-0.0029,-0.29,-0.18,24.58,0.013,0.082,-0.086,0.147
3,-0.0090,0.0127,0.0000,-0.30,-0.20,24.56,0.013,0.056,0.335,0.178
3,-0.0083,0.0145,0.0000,-0.31,-0.21,24.53,0.013,-0.200,-0.047,0.206
3,-0.0085,0.0123,0.0003,-0.29,-0.20,24.51,0.013,-0.144,-0.110,0.385
3,-0.0087,0.0124,0.0005,-0.29,-0.20,24.48,0.013,-0.067,0.123,0.144
3,-0.0059,0.0149,0.0007,-0.30,-0.23,24.46,0.013,-0.058,0.150,0.174
3,-0.0032,0.0093,0.0029,-0.25,-0.23,24.44,0.013,0.133,0.157,0.054
3,-0.0073,0.0131,0.0029,-0.29,-0.21,24.42,0.013,-0.213,-0.049,0.016
3,-0.0051,0.0084,0.0033,-0.25,-0.21,24.39,0.013,-0.350,0.044,0.359
3,-0.0050,0.0084,0.0035,-0.25,-0.21,24.37,0.011,-0.077,0.121,0.021
3,-0.0054,0.0090,0.0034,-0.25,-0.21,24.34,0.011,-0.004,0.010,0.045
3,-0.0060,0.0106,0.0001,-0.26,-0.21,24.32,0.011,-0.063,-0.098,-0.326
3,-0.0067,0.0096,0.0002,-0.26,-0.20,24.30,0.011,-0.181,-0.083,0.335
4,-0.0031,0.0018,0.0006,-0.19,-0.21,24.27,0.011,-0.319,-0.082,0.203
4,-0.0031,0.0016,0.0008,-0.19,-0.21,24.25,0.014,-0.131,-0.180,0.161
4,-0.0082,0.0098,0.0008,-0.27,-0.20,24.23,0.014,0.052,0.004,-0.312
4,-0.0053,0.0063,0.0051,-0.23,-0.21,24.20,0.014,-0.034,0.283,0.125
4,-0.0025,0.0057,0.0049,-0.22,-0.23,24.18,0.014,0.238,0.075,-0.197
4,-0.0045,0.0099,0.0049,-0.26,-0.23,24.15,0.014,-0.284,0.364,0.298
4,-0.0028,0.0031,0.0051,-0.20,-0.22,24.13,0.012,0.148,0.111,-0.065
4,-0.0036,0.0050,0.0051,-0.22,-0.22,24.11,0.012,0.019,0.103,-0.133
4,-0.0088,0.0075,0.0027,-0.26,-0.19,24.08,0.012,0.180,0.237,0.267
4,-0.0043,0.0011,0.0030,-0.19,-0.21,24.06,0.012,-0.003,-0.121,-0.139
4,-0.0014,-0.0018,0.0032,-0.17,-0.22,24.03,0.012,-0.159,0.028,-0.061
4,-0.0014,-0.0021,0.0031,-0.16,-0.22,24.01,0.014,0.022,0.225,0.003
4,-0.0017,0.0014,0.0034,-0.19,-0.22,23.99,0.014,-0.115,0.012,0.058
4,0.0016,0.0001,0.0063,-0.18,-0.24,23.96,0.014,-0.021,-0.035,0.066
4,0.0020,-0.0000,0.0065,-0.18,-0.24,23.94,0.014,0.065,0.036,-0.027
4,-0.0028,0.0053,0.0067,-0.23,-0.22,23.91,0.014,-0.125,-0.178,0.114
4,-0.0014,0.0019,0.0069,-0.20,-0.22,23.89,0.013,0.140,0.063,-0.003
4,-0.0004,0.0024,0.0070,-0.20,-0.23,23.87,0.013,0.017,-0.062,-0.176
4,0.0076,-0.0041,0.0056,-0.12,-0.27,23.84,0.013,0.053,0.007,-0.237
4,0.0029,-0.0023,0.0058,-0.15,-0.24,23.82,0.013,0.079,-0.051,0.127
4,-0.0020,0.0031,0.0058,-0.21,-0.22,23.80,0.013,-0.082,-0.002,-0.244
4,-0.0016,0.0019,0.0059,-0.20,-0.22,23.77,0.012,-0.098,-0.056,-0.188
4,-0.0007,0.0021,0.0059,-0.20,-0.23,23.75,0.012,-0.213,0.178,0.123
4,-0.0017,0.0016,0.0018,-0.20,-0.22,23.72,0.012,0.289,0.156,-0.267
4,-0.0016,0.0016,0.0018,-0.20,-0.22,23.70,0.012,0.099,0.064,0.047
4,-0.0048,0.0000,0.0018,-0.20,-0.19,23.68,0.012,0.025,-0.170,0.307
4,-0.0048,-0.0001,0.0020,-0.20,-0.19,23.65,0.013,-0.041,-0.168,-0.048
4,-0.0037,0.0040,0.0022,-0.23,-0.21,23.63,0.013,0.032,-0.183,0.395
4,0.0013,0.0019,0.0021,-0.20,-0.24,23.61,0.013,0.091,0.394,0.128
4,0.0001,0.0013,0.0020,-0.20,-0.23,23.58,0.013,0.070,-0.135,-0.261
4,-0.0036,0.0037,0.0019,-0.22,-0.21,23.56,0.013,-0.004,0.030,-0.010
4,-0.0036,0.0038,0.0020,-0.22,-0.21,23.54,0.011,0.243,-0.141,-0.102
4,-0.0011,0.0018,0.0020,-0.20,-0.22,23.52,0.011,0.217,0.029,-0.086
4,0.0022,0.0069,-0.0029,-0.23,-0.26,23.49,0.011,-0.273,-0.083,-0.260
5,0.0017,-0.0045,-0.0027,-0.14,-0.22,23.47,0.011,-0.137,0.111,-0.087
5,-0.0018,0.0009,-0.0026,-0.20,-0.21,23.45,0.011,0.176,0.119,-0.327
5,0.0019,-0.0042,-0.0026,-0.15,-0.22,23.42,0.012,-0.104,0.061,0.184
5,-0.0003,0.0003,-0.0025,-0.19,-0.22,23.40,0.012,0.024,0.155,0.100
5,-0.0004,0.0004,-0.0029,-0.19,-0.22,23.37,0.012,-0.064,-0.025,0.033
5,-0.0017,0.0037,-0.0030,-0.22,-0.22,23.35,0.012,0.015,-0.158,-0.259
5,0.0019,-0.0047,-0.0030,-0.14,-0.22,23.33,0.012,-0.071,0.041,-0.274
5,0.0004,-0.0013,-0.0030,-0.18,-0.22,23.30,0.013,0.183,-0.011,-0.153
5,-0.0032,0.0037,-0.0030,-0.23,-0.21,23.28,0.013,-0.153,-0.272,0.268
5,-0.0004,-0.0088,-0.0003,-0.13,-0.19,23.26,0.013,0.240,-0.020,-0.184
5,-0.0005,-0.0021,-0.0002,-0.18,-0.21,23.23,0.013,0.179,0.121,0.020
5,-0.0003,-0.0023,-0.0002,-0.18,-0.21,23.21,0.013,-0.202,-0.291,-0.108
5,0.0012,-0.0058,0.0000,-0.15,-0.21,23.19,0.009,0.019,0.117,-0.165
5,0.0036,-0.0045,0.0004,-0.15,-0.23,23.16,0.009,-0.131,0.202,0.269
5,0.0070,-0.0029,-0.0065,-0.16,-0.26,23.14,0.009,-0.176,-0.247,0.255
5,0.0072,-0.0031,-0.0065,-0.16,-0.26,23.12,0.009,-0.256,0.199,0.083
5,0.0029,-0.0004,-0.0065,-0.19,-0.23,23.10,0.009,-0.344,0.023,0.181
5,0.0032,-0.0005,-0.0065,-0.19,-0.23,23.07,0.007,0.063,0.124,0.092
5,0.0009,0.0013,-0.0064,-0.21,-0.22,23.05,0.007,-0.106,0.127,-0.302
5,0.0008,0.0013,-0.0149,-0.21,-0.22,23.03,0.007,-0.071,-0.139,-0.061
5,-0.0004,-0.0024,-0.0145,-0.19,-0.20,23.01,0.007,-0.087,-0.132,0.303
5,-0.0004,-0.0024,-0.0145,-0.19,-0.20,22.98,0.007,0.081,0.264,0.082
5,-0.0037,-0.0038,-0.0145,-0.19,-0.17,22.96,0.013,-0.013,0.235,0.022
5,-0.0039,-0.0039,-0.0145,-0.19,-0.17,22.94,0.013,-0.098,0.039,0.342
5,-0.0059,0.0047,-0.0045,-0.26,-0.18,22.92,0.013,0.042,0.218,0.088
5,-0.0059,0.0047,-0.0044,-0.26,-0.18,22.90,0.013,0.077,0.014,0.117
5,-0.0021,0.0029,-0.0042,-0.23,-0.21,22.87,0.013,-0.176,0.248,0.037
5,-0.0020,0.0030,-0.0042,-0.23,-0.21,22.85,0.013,-0.143,0.262,0.089
5,0.0093,-0.0045,-0.0041,-0.14,-0.27,22.83,0.013,-0.032,0.049,0.289
5,0.0032,-0.0067,0.0027,-0.15,-0.22,22.81,0.013,0.009,-0.030,0.183
5,-0.0023,0.0032,0.0029,-0.24,-0.21,22.79,0.013,0.113,0.135,-0.093
5,0.0002,-0.0024,0.0030,-0.19,-0.21,22.77,0.013,0.091,-0.246,-0.067
5,0.0008,-0.0006,0.0031,-0.20,-0.22,22.75,0.013,-0.018,0.006,0.194
6,0.0027,-0.0048,0.0032,-0.16,-0.22,22.72,0.013,0.002,-0.180,0.084
6,-0.0021,0.0010,0.0065,-0.22,-0.20,22.70,0.013,0.110,-0.012,-0.061
6,-0.0022,-0.0017,0.0067,-0.20,-0.19,22.68,0.013,0.056,0.034,0.035
6,0.0018,-0.0050,0.0067,-0.16,-0.21,22.65,0.013,-0.403,0.020,0.131
6,-0.0003,0.0032,0.0066,-0.23,-0.21,22.63,0.011,0.003,-0.168,-0.091
6,0.0064,0.0020,0.0067,-0.20,-0.26,22.61,0.011,0.120,0.170,0.088
6,0.0008,-0.0068,0.0032,-0.15,-0.19,22.59,0.011,0.267,-0.110,0.061
6,-0.0031,0.0030,0.0033,-0.24,-0.19,22.56,0.011,-0.041,-0.032,-0.036
6,-0.0031,0.0002,0.0034,-0.22,-0.19,22.54,0.011,0.025,-0.105,0.052
6,0.0016,-0.0020,0.0033,-0.19,-0.21,22.52,0.010,-0.195,-0.074,-0.031
6,0.0017,-0.0021,0.0032,-0.19,-0.21,22.50,0.010,-0.008,0.316,0.061
6,0.0019,-0.0057,-0.0011,-0.16,-0.20,22.48,0.010,-0.096,0.207,-0.102
6,0.0013,-0.0043,-0.0011,-0.17,-0.20,22.45,0.010,0.246,0.080,0.003
6,0.0059,0.0029,-0.0008,-0.21,-0.26,22.43,0.010,-0.219,0.161,0.062
6,0.0038,-0.0046,-0.0005,-0.17,-0.22,22.41,0.011,0.478,-0.257,-0.212
6,0.0003,0.0005,-0.0004,-0.22,-0.21,22.39,0.011,-0.234,-0.255,0.266
6,0.0196,-0.0190,-0.0009,-0.01,-0.30,22.36,0.011,-0.037,0.024,-0.112
6,0.0041,-0.0281,-0.0006,0.01,-0.15,22.34,0.011,0.011,-0.115,-0.092
6,0.0122,-0.0322,-0.0007,0.06,-0.20,22.32,0.011,-0.073,-0.006,0.034
6,0.0178,-0.0184,0.0002,-0.03,-0.28,22.29,0.010,-0.068,-0.134,-0.264
6,0.0252,-0.0132,0.0003,-0.05,-0.35,22.27,0.010,0.189,-0.167,-0.213
6,0.0300,-0.0153,-0.0024,-0.02,-0.38,22.24,0.010,-0.148,-0.170,0.166
6,0.0278,-0.0127,-0.0020,-0.05,-0.36,22.22,0.010,0.054,0.140,-0.114
6,0.0276,-0.0143,-0.0020,-0.04,-0.35,22.20,0.010,0.082,-0.034,0.045
6,0.0255,-0.0116,-0.0017,-0.07,-0.34,22.18,0.011,-0.261,-0.069,-0.317
6,0.0173,-0.0065,-0.0010,-0.14,-0.30,22.16,0.011,0.106,0.219,-0.142
6,0.0200,-0.0036,-0.0006,-0.15,-0.33,22.13,0.011,-0.056,-0.120,-0.085
6,0.0212,-0.0088,-0.0005,-0.11,-0.32,22.11,0.011,-0.333,0.219,0.160
6,0.0216,-0.0091,-0.0006,-0.11,-0.32,22.09,0.011,0.129,-0.019,-0.271
6,0.0195,-0.0089,-0.0004,-0.12,-0.30,22.07,0.011,0.114,-0.117,0.103
6,0.0145,-0.0047,0.0000,-0.17,-0.28,22.04,0.011,0.052,0.181,0.003
6,0.0146,-0.0047,0.0004,-0.17,-0.28,22.02,0.011,-0.213,-0.283,0.070
6,0.0212,-0.0055,0.0004,-0.14,-0.32,22.00,0.011,0.085,0.125,-0.280
6,0.0197,-0.0080,0.0004,-0.13,-0.30,21.98,0.011,-0.197,-0.020,-0.352
6,0.0207,-0.0126,0.0004,-0.10,-0.30,21.96,0.012,0.043,0.029,0.035
7,0.0107,-0.0062,0.0009,-0.17,-0.24,21.94,0.012,0.105,-0.167,-0.151
7,0.0149,-0.0016,0.0033,-0.19,-0.28,21.91,0.012,-0.009,0.054,-0.064
7,0.0155,-0.0049,0.0034,-0.17,-0.28,21.89,0.012,0.021,0.073,0.047
7,0.0158,-0.0050,0.0036,-0.17,-0.28,21.87,0.012,-0.453,0.124,0.156
7,0.0160,-0.0070,0.0039,-0.15,-0.27,21.85,0.012,0.029,-0.133,-0.039
7,0.0125,-0.0064,0.0042,-0.17,-0.25,21.82,0.012,-0.079,-0.015,0.002
7,0.0121,-0.0071,0.0053,-0.17,-0.25,21.80,0.012,-0.044,-0.109,-0.284
7,0.0097,-0.0041,0.0054,-0.20,-0.24,21.78,0.012,-0.130,0.160,-0.020
7,0.0097,-0.0043,0.0055,-0.20,-0.24,21.76,0.012,0.170,0.146,-0.227
7,0.0104,-0.0036,0.0056,-0.21,-0.24,21.74,0.010,-0.023,-0.167,-0.096
7,0.0042,-0.0017,0.0059,-0.24,-0.20,21.72,0.010,-0.285,0.054,0.231
7,0.0194,-0.0145,0.0008,-0.10,-0.28,21.69,0.010,0.037,-0.120,-0.275
7,0.0110,-0.0038,0.0013,-0.20,-0.24,21.67,0.010,-0.005,-0.080,0.510
7,0.0134,-0.0076,0.0012,-0.17,-0.24,21.65,0.010,-0.228,-0.097,0.135
7,0.0109,-0.0026,0.0014,-0.22,-0.24,21.63,0.011,-0.358,0.019,0.131
7,0.0087,-0.0015,0.0015,-0.23,-0.22,21.61,0.011,0.010,-0.153,-0.080
7,0.0031,-0.0072,0.0008,-0.20,-0.16,21.59,0.011,0.004,0.019,-0.023
7,0.0056,-0.0047,0.0011,-0.22,-0.19,21.57,0.011,-0.037,0.044,-0.000
7,0.0066,-0.0015,0.0012,-0.24,-0.21,21.55,0.011,-0.092,0.056,0.043
7,0.0065,-0.0024,0.0013,-0.23,-0.20,21.52,0.016,-0.049,-0.067,0.267
7,0.0042,0.0019,0.0014,-0.27,-0.20,21.50,0.016,0.060,0.222,-0.211
7,-0.0006,-0.0023,0.0123,-0.25,-0.15,21.48,0.016,0.264,0.203,-0.091
7,0.0039,0.0020,0.0125,-0.27,-0.20,21.46,0.016,0.049,0.204,0.049
7,0.0051,-0.0013,0.0125,-0.24,-0.20,21.44,0.016,0.018,0.027,-0.121
7,0.0077,-0.0050,0.0124,-0.21,-0.21,21.42,0.012,-0.057,-0.188,-0.163
7,0.0044,-0.0036,0.0126,-0.23,-0.19,21.40,0.012,-0.078,0.112,0.461
7,0.0064,-0.0062,0.0090,-0.20,-0.19,21.37,0.012,0.109,0.220,0.276
7,0.0047,-0.0029,0.0091,-0.23,-0.19,21.35,0.012,-0.319,0.117,-0.062
7,0.0065,-0.0019,0.0090,-0.24,-0.21,21.33,0.012,-0.210,0.259,-0.087
7,0.0040,-0.0026,0.0090,-0.24,-0.19,21.31,0.014,0.146,0.058,-0.401
7,0.0019,-0.0069,0.0090,-0.21,-0.16,21.29,0.014,0.166,0.046,0.020
7,0.0026,-0.0062,0.0098,-0.22,-0.17,21.27,0.014,0.079,0.075,0.135
7,0.0065,-0.0043,0.0100,-0.22,-0.21,21.24,0.014,-0.335,0.306,0.076
7,0.0028,-0.0019,0.0102,-0.25,-0.19,21.22,0.014,0.040,0.058,-0.044
7,0.0045,-0.0034,0.0101,-0.23,-0.20,21.20,0.014,0.022,0.085,0.116
8,0.0026,0.0010,0.0101,-0.27,-0.20,21.18,0.014,-0.237,0.136,0.178
8,-0.0032,-0.0001,0.0096,-0.28,-0.15,21.16,0.014,0.009,-0.118,0.056
8,0.0017,-0.0005,0.0095,-0.26,-0.19,21.14,0.014,-0.145,0.033,0.062
8,0.0009,0.0006,0.0096,-0.27,-0.19,21.12,0.014,0.074,-0.216,-0.062
8,0.0001,-0.0009,0.0098,-0.26,-0.18,21.10,0.011,-0.011,-0.006,0.227
8,-0.0026,0.0005,0.0097,-0.28,-0.16,21.08,0.011,0.064,0.154,0.122
8,-0.0069,0.0087,0.0011,-0.35,-0.15,21.06,0.011,0.094,0.130,-0.294
8,0.0055,-0.0033,0.0013,-0.23,-0.21,21.03,0.011,0.069,0.113,-0.005
8,0.0032,-0.0014,0.0013,-0.25,-0.20,21.01,0.011,0.016,-0.285,0.148
8,0.0036,-0.0034,0.0014,-0.23,-0.20,20.99,0.014,0.155,-0.115,-0.148
8,0.0026,-0.0009,0.0015,-0.25,-0.20,20.97,0.014,0.011,-0.069,-0.072
8,0.0036,-0.0003,0.0031,-0.26,-0.20,20.95,0.014,0.137,-0.164,-0.074
8,0.0035,-0.0005,0.0030,-0.26,-0.20,20.93,0.014,-0.137,0.216,0.326
8,0.0013,0.0012,0.0030,-0.28,-0.19,20.91,0.014,-0.030,0.098,0.172
8,-0.0011,0.0005,0.0031,-0.27,-0.17,20.89,0.010,0.093,-0.069,0.197
8,-0.0002,0.0008,0.0033,-0.27,-0.18,20.87,0.010,0.071,-0.165,-0.060
8,-0.0013,-0.0059,-0.0051,-0.23,-0.15,20.85,0.010,0.068,0.014,0.046
8,0.0049,0.0003,-0.0050,-0.26,-0.21,20.83,0.010,0.099,-0.317,-0.163
8,0.0018,0.0006,-0.0050,-0.27,-0.19,20.81,0.010,-0.060,-0.110,0.112
9,0.0005,0.0001,-0.0049,-0.27,-0.18,20.79,0.012,-0.131,0.015,-0.091
9,-0.0018,-0.0004,-0.0047,-0.27,-0.16,20.77,0.012,0.093,-0.013,-0.240
9,-0.0035,-0.0082,-0.0043,-0.21,-0.12,20.75,0.012,-0.224,-0.115,-0.150
9,-0.0020,0.0045,-0.0040,-0.31,-0.17,20.73,0.012,0.231,0.205,-0.188
9,-0.0000,-0.0008,-0.0040,-0.26,-0.17,20.70,0.012,-0.138,-0.110,-0.080
9,-0.0010,0.0014,-0.0041,-0.28,-0.17,20.68,0.012,-0.065,-0.067,0.080
9,0.0007,-0.0038,-0.0040,-0.23,-0.17,20.66,0.012,0.077,-0.176,-0.163
9,-0.0014,0.0015,-0.0033,-0.28,-0.17,20.64,0.012,-0.187,0.080,0.181
10,0.0026,0.0027,-0.0033,-0.28,-0.21,20.62,0.012,0.036,0.035,0.068
10,-0.0023,-0.0003,-0.0030,-0.27,-0.16,20.60,0.012,0.001,-0.145,0.166
10,-0.0016,0.0012,-0.0027,-0.28,-0.17,20.58,0.014,-0.069,0.075,-0.039
10,0.0027,0.0026,-0.0025,-0.28,-0.21,20.56,0.014,-0.075,-0.161,0.181
10,-0.0017,-0.0050,0.0024,-0.23,-0.15,20.54,0.014,-0.244,0.158,0.045
10,-0.0032,-0.0006,0.0026,-0.27,-0.16,20.52,0.014,0.068,-0.262,-0.012
10,-0.0017,0.0011,0.0030,-0.28,-0.17,20.50,0.014,-0.113,0.005,-0.375
10,-0.0036,-0.0007,0.0032,-0.27,-0.16,20.48,0.010,0.275,-0.007,-0.472
10,-0.0065,0.0043,0.0032,-0.32,-0.15,20.46,0.010,-0.066,0.028,0.131
10,-0.0078,0.0024,-0.0032,-0.31,-0.13,20.44,0.010,-0.081,-0.203,-0.079
10,0.0014,-0.0026,-0.0027,-0.24,-0.19,20.42,0.010,-0.147,-0.274,0.077
10,0.0014,-0.0001,-0.0024,-0.26,-0.20,20.40,0.010,0.178,0.002,0.039
10,0.0026,0.0029,-0.0023,-0.28,-0.21,20.38,0.013,0.213,0.168,-0.109
10,0.0007,0.0009,-0.0021,-0.27,-0.19,20.36,0.013,0.088,-0.196,-0.033
10,0.0035,-0.0007,0.0009,-0.25,-0.21,20.34,0.013,-0.028,0.049,-0.030
11,-0.0000,0.0017,0.0011,-0.28,-0.19,20.32,0.013,-0.050,0.179,0.237
11,-0.0000,0.0017,0.0012,-0.28,-0.19,20.30,0.013,0.178,0.457,-0.218
11,-0.0025,0.0008,0.0012,-0.28,-0.17,20.27,0.010,-0.023,0.108,0.198
11,0.0019,0.0027,0.0013,-0.28,-0.21,20.26,0.010,-0.286,-0.079,0.002
11,-0.0056,-0.0012,-0.0038,-0.27,-0.14,20.24,0.010,-0.079,0.262,-0.057
11,-0.0033,-0.0003,-0.0037,-0.26,-0.17,20.22,0.010,0.043,-0.058,0.125
11,-0.0021,0.0000,-0.0038,-0.26,-0.18,20.20,0.010,0.027,-0.098,0.167
11,-0.0034,0.0007,-0.0039,-0.27,-0.17,20.18,0.013,-0.042,0.113,0.108
11,-0.0016,-0.0013,-0.0039,-0.25,-0.18,20.16,0.013,-0.102,-0.201,-0.043
11,-0.0040,0.0052,0.0002,-0.31,-0.18,20.14,0.013,-0.154,0.159,0.275
11,-0.0037,0.0011,0.0004,-0.28,-0.17,20.12,0.013,0.001,-0.059,-0.149
11,-0.0011,0.0047,0.0008,-0.30,-0.20,20.10,0.013,0.034,-0.079,-0.048
11,0.0000,0.0013,0.0011,-0.27,-0.20,20.08,0.010,0.127,0.080,-0.020
11,0.0003,0.0064,0.0013,-0.30,-0.22,20.06,0.010,-0.112,-0.142,-0.210
12,0.0027,0.0022,-0.0032,-0.26,-0.22,20.04,0.010,-0.196,-0.231,-0.065
12,-0.0002,-0.0038,-0.0032,-0.22,-0.19,20.01,0.010,0.023,0.079,-0.000
12,-0.0014,-0.0005,-0.0030,-0.25,-0.19,19.99,0.010,-0.114,0.237,-0.143
12,-0.0017,-0.0006,-0.0030,-0.26,-0.19,19.98,0.011,0.041,0.075,-0.023
12,-0.0039,-0.0012,-0.0030,-0.25,-0.17,19.96,0.011,0.051,0.123,0.015
12,-0.0038,-0.0011,-0.0031,-0.26,-0.17,19.94,0.011,0.097,-0.233,0.033
12,-0.0055,0.0050,-0.0032,-0.30,-0.19,19.92,0.011,-0.046,-0.040,0.098
12,-0.0030,0.0050,-0.0032,-0.30,-0.19,19.90,0.011,-0.183,0.038,-0.055
12,-0.0020,-0.0011,-0.0031,-0.25,-0.18,19.88,0.011,0.005,0.071,0.187
12,-0.0036,0.0034,-0.0029,-0.29,-0.18,19.86,0.011,-0.161,-0.133,-0.307
12,-0.0093,0.0025,-0.0024,-0.29,-0.14,19.84,0.011,-0.163,-0.016,0.387
12,-0.0004,-0.0007,-0.0022,-0.25,-0.20,19.82,0.011,-0.112,0.050,-0.084
12,0.0006,-0.0040,-0.0023,-0.22,-0.20,19.80,0.011,-0.342,-0.122,0.326
12,-0.0031,0.0034,-0.0022,-0.29,-0.19,19.78,0.011,0.152,0.284,0.109
12,-0.0040,0.0030,-0.0021,-0.28,-0.18,19.76,0.011,-0.184,-0.152,0.284
12,-0.0037,0.0055,-0.0016,-0.30,-0.19,19.74,0.011,0.127,-0.116,0.134
12,-0.0007,0.0003,-0.0013,-0.25,-0.20,19.72,0.011,-0.108,0.177,0.275
12,-0.0044,0.0038,-0.0012,-0.29,-0.18,19.71,0.011,-0.067,-0.291,-0.185
