time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0044,0.0443,0.0064,-1.20,0.81,1.01,0.011,0.125,-0.003,-0.372
0,-0.0092,0.0432,0.0068,-1.19,0.84,1.01,0.011,-0.188,-0.002,0.074
0,-0.0074,0.0363,0.0078,-1.14,0.82,1.01,0.012,0.042,0.184,0.172
0,-0.0075,0.0364,0.0080,-1.13,0.82,1.01,0.012,-0.344,-0.106,-0.096
0,-0.0096,0.0336,0.0109,-1.11,0.84,1.01,0.012,0.062,0.349,0.031
0,-0.0068,0.0414,0.0110,-1.17,0.81,1.01,0.012,-0.154,0.225,0.166
0,-0.0108,0.0312,0.0119,-1.08,0.85,1.00,0.012,-0.212,0.040,0.118
0,-0.0102,0.0318,0.0120,-1.08,0.84,1.00,0.010,0.118,0.048,0.045
0,-0.0074,0.0530,0.0109,-1.25,0.82,1.00,0.010,0.066,0.205,-0.022
0,-0.0099,0.0848,0.0038,-1.51,0.83,1.00,0.010,-0.081,-0.143,-0.104
0,-0.0082,0.0708,0.0062,-1.39,0.81,1.00,0.010,-0.126,0.037,0.313
0,-0.0082,0.0715,0.0063,-1.39,0.81,1.00,0.010,0.063,-0.164,-0.053
0,-0.0077,0.0625,0.0078,-1.32,0.81,1.00,0.009,-0.149,-0.342,-0.159
0,-0.0075,0.0834,0.0056,-1.48,0.81,1.00,0.009,0.213,0.345,-0.194
1,-0.0071,0.0840,0.0014,-1.48,0.81,1.00,0.009,-0.087,-0.279,0.218
1,-0.0070,0.0815,0.0021,-1.45,0.80,1.00,0.009,-0.148,-0.263,0.058
1,-0.0065,0.0768,0.0032,-1.40,0.80,1.00,0.009,-0.210,-0.138,-0.294
1,-0.0062,0.0744,0.0038,-1.38,0.80,1.00,0.008,-0.012,-0.132,0.054
1,-0.0071,0.0655,0.0051,-1.30,0.81,1.00,0.008,-0.377,0.183,-0.262
1,-0.0044,0.0619,-0.0011,-1.27,0.78,1.00,0.008,0.156,-0.277,-0.381
1,-0.0065,0.0689,-0.0014,-1.33,0.80,0.99,0.008,-0.168,0.256,0.257
1,-0.0039,0.0659,-0.0009,-1.30,0.78,0.99,0.008,-0.189,0.117,-0.076
1,-0.0047,0.0573,0.0004,-1.22,0.79,0.99,0.010,-0.164,0.154,0.355
1,-0.0044,0.0591,0.0005,-1.24,0.78,0.99,0.010,-0.009,0.057,-0.044
1,-0.0042,0.0543,0.0015,-1.19,0.78,0.99,0.010,-0.115,0.024,0.265
1,-0.0040,0.0594,0.0015,-1.23,0.78,0.99,0.010,-0.199,0.094,-0.381
1,-0.0034,0.0485,0.0027,-1.14,0.77,0.99,0.010,-0.063,-0.045,-0.067
1,-0.0032,0.0482,0.0031,-1.14,0.77,0.99,0.008,-0.333,0.198,-0.074
1,-0.0029,0.0412,0.0040,-1.08,0.77,0.99,0.008,-0.114,-0.092,-0.041
1,-0.0051,0.0532,-0.0014,-1.19,0.79,0.99,0.008,0.051,-0.174,-0.060
2,0.0027,0.0193,0.0012,-0.91,0.73,1.00,0.008,-0.160,0.165,0.115
2,0.0005,0.0226,0.0014,-0.94,0.75,0.99,0.008,-0.162,0.149,0.235
2,0.0008,0.0291,0.0017,-0.99,0.75,0.99,0.010,0.001,-0.115,-0.084
2,0.0011,0.0209,0.0024,-0.92,0.75,0.99,0.010,-0.419,-0.219,0.185
2,0.0069,0.0097,0.0038,-0.83,0.70,0.99,0.010,0.015,0.033,-0.275
2,0.0072,0.0093,0.0041,-0.83,0.70,0.99,0.010,-0.311,0.048,0.292
2,0.0009,0.0166,0.0045,-0.90,0.75,0.99,0.010,-0.236,0.130,0.154
2,0.0010,0.0167,0.0047,-0.90,0.75,0.99,0.008,0.130,0.240,-0.441
2,0.0011,0.0062,0.0050,-0.82,0.75,0.99,0.008,-0.166,-0.093,0.178
2,0.0035,0.0089,0.0006,-0.84,0.73,0.99,0.008,-0.196,-0.129,-0.138
2,0.0052,-0.0024,0.0010,-0.75,0.72,0.99,0.008,-0.258,-0.125,0.233
2,0.0013,0.0114,0.0012,-0.87,0.75,0.99,0.008,-0.121,0.057,0.025
2,-0.0002,0.0318,0.0008,-1.03,0.76,0.98,0.010,-0.119,0.047,0.156
2,-0.0001,0.0325,0.0009,-1.03,0.76,0.98,0.010,-0.221,-0.238,-0.078
2,0.0001,0.0332,0.0026,-1.03,0.76,0.98,0.010,0.094,-0.212,-0.062
2,-0.0045,0.0285,0.0030,-1.00,0.80,0.98,0.010,-0.100,0.359,-0.018
3,-0.0029,0.0207,0.0037,-0.94,0.79,0.99,0.010,0.181,-0.118,0.012
3,0.0008,0.0289,0.0037,-1.01,0.76,0.98,0.011,-0.018,0.048,-0.115
3,-0.0002,0.0273,0.0040,-0.99,0.77,0.98,0.011,-0.137,-0.257,-0.009
3,0.0044,0.0390,0.0065,-1.08,0.73,0.97,0.011,-0.071,0.115,-0.004
3,0.0009,0.0427,0.0064,-1.11,0.76,0.97,0.011,-0.385,0.027,-0.120
3,0.0060,0.0197,0.0083,-0.93,0.72,0.97,0.011,-0.025,-0.043,-0.053
3,0.0066,0.0086,0.0089,-0.84,0.72,0.98,0.010,-0.156,0.324,-0.012
3,0.0069,0.0082,0.0093,-0.84,0.72,0.98,0.010,-0.184,-0.046,-0.174
3,-0.0033,0.0358,0.0071,-1.07,0.80,0.97,0.010,-0.035,-0.037,0.147
3,-0.0043,0.0396,0.0071,-1.10,0.80,0.97,0.010,0.132,0.247,-0.149
3,-0.0040,0.0287,0.0083,-1.01,0.80,0.98,0.010,-0.266,0.064,-0.217
3,-0.0040,0.0288,0.0085,-1.01,0.80,0.97,0.010,-0.157,0.083,-0.050
3,-0.0038,0.0330,0.0083,-1.04,0.80,0.97,0.010,-0.108,-0.103,-0.056
3,-0.0034,0.0346,0.0063,-1.05,0.79,0.97,0.010,-0.064,-0.142,0.178
3,0.0016,0.0329,0.0066,-1.04,0.76,0.96,0.010,-0.133,-0.167,-0.057
3,0.0325,0.0270,0.0067,-0.99,0.51,0.93,0.010,-0.223,0.192,-0.195
3,0.0334,0.0290,0.0067,-1.00,0.51,0.93,0.012,0.120,-0.141,-0.015
3,0.0286,0.0297,0.0073,-1.01,0.55,0.94,0.012,-0.154,0.198,0.329
3,0.0254,0.0204,0.0103,-0.93,0.58,0.94,0.012,-0.190,0.197,0.220
3,0.0304,-0.0024,0.0109,-0.75,0.54,0.95,0.012,-0.151,-0.036,-0.023
3,0.0291,0.0030,0.0113,-0.80,0.56,0.95,0.012,-0.062,0.046,-0.076
3,0.0293,0.0025,0.0115,-0.80,0.55,0.95,0.011,-0.028,-0.005,-0.018
3,0.0216,0.0020,0.0122,-0.80,0.62,0.96,0.011,-0.289,0.034,-0.060
3,0.0301,-0.0095,0.0096,-0.71,0.56,0.96,0.011,0.025,-0.039,0.153
4,0.0287,0.0064,0.0102,-0.84,0.57,0.94,0.011,0.129,0.087,-0.056
4,0.0265,-0.0075,0.0107,-0.73,0.59,0.96,0.011,-0.042,0.009,0.140
4,0.0209,0.0027,0.0114,-0.81,0.64,0.96,0.012,-0.123,-0.083,0.184
4,0.0261,-0.0045,0.0115,-0.75,0.60,0.96,0.012,-0.008,0.034,-0.091
4,0.0192,0.0132,0.0111,-0.90,0.66,0.95,0.012,-0.286,0.120,0.278
4,0.0207,0.0191,0.0112,-0.95,0.65,0.94,0.012,0.148,0.120,-0.123
4,0.0134,0.0123,0.0118,-0.90,0.71,0.96,0.012,0.172,0.186,-0.170
4,0.0141,0.0116,0.0120,-0.90,0.71,0.96,0.011,-0.075,0.315,-0.041
4,0.0141,0.0112,0.0122,-0.90,0.71,0.95,0.011,-0.626,-0.281,0.022
4,0.0194,0.0069,0.0085,-0.86,0.66,0.95,0.011,-0.089,-0.080,0.044
4,0.0192,0.0263,0.0082,-1.02,0.66,0.93,0.011,0.113,-0.045,-0.087
4,0.0103,0.0237,0.0089,-1.00,0.74,0.95,0.011,-0.248,0.107,0.386
4,0.0110,0.0387,0.0084,-1.12,0.73,0.93,0.010,-0.318,0.024,0.229
4,0.0133,0.0394,0.0091,-1.12,0.72,0.93,0.010,-0.020,-0.427,-0.365
4,0.0132,0.0392,0.0037,-1.12,0.72,0.93,0.010,0.082,-0.154,-0.048
4,0.0150,0.0434,0.0037,-1.16,0.70,0.93,0.010,-0.162,0.042,-0.015
4,0.0132,0.0411,0.0040,-1.14,0.72,0.93,0.010,0.118,-0.161,-0.140
4,0.0126,0.0351,0.0047,-1.09,0.73,0.93,0.012,0.327,0.550,-0.079
4,0.0120,0.0358,0.0050,-1.09,0.73,0.93,0.012,-0.141,0.072,-0.206
4,0.0127,0.0364,0.0057,-1.09,0.74,0.93,0.012,-0.039,0.081,0.183
4,0.0119,0.0591,0.0046,-1.26,0.74,0.92,0.012,-0.223,-0.109,-0.154
4,0.0051,0.0607,0.0048,-1.27,0.79,0.92,0.012,-0.290,0.122,-0.106
4,0.0047,0.0612,0.0050,-1.27,0.79,0.92,0.009,0.089,-0.069,-0.002
4,0.0083,0.0509,0.0063,-1.18,0.76,0.92,0.009,-0.097,-0.187,-0.035
4,-0.0075,0.0464,-0.0007,-1.15,0.88,0.93,0.009,-0.191,0.175,0.180
5,-0.0072,0.0450,-0.0004,-1.14,0.88,0.93,0.009,-0.340,-0.390,-0.017
5,-0.0070,0.0453,0.0001,-1.14,0.88,0.93,0.009,0.042,0.061,-0.061
5,-0.0070,0.0453,0.0001,-1.14,0.88,0.93,0.008,-0.275,0.226,0.173
5,-0.0073,0.0455,0.0002,-1.14,0.87,0.93,0.008,0.114,0.098,0.020
5,-0.0028,0.0183,-0.0049,-0.92,0.84,0.93,0.008,-0.285,-0.008,0.133
5,-0.0028,0.0182,-0.0050,-0.92,0.84,0.93,0.008,-0.238,0.156,0.234
5,0.0001,0.0089,-0.0048,-0.85,0.82,0.93,0.008,-0.081,-0.131,-0.017
5,-0.0025,-0.0024,-0.0047,-0.76,0.84,0.93,0.010,-0.105,0.110,0.116
5,-0.0036,-0.0032,-0.0043,-0.77,0.84,0.93,0.010,-0.037,0.044,0.025
5,-0.0033,-0.0110,-0.0032,-0.71,0.84,0.93,0.010,-0.060,0.013,-0.220
5,-0.0031,-0.0097,-0.0030,-0.72,0.84,0.93,0.010,-0.195,-0.064,0.399
5,-0.0031,-0.0097,-0.0030,-0.72,0.84,0.93,0.010,-0.167,-0.050,-0.166
5,-0.0033,-0.0001,-0.0024,-0.81,0.83,0.93,0.010,-0.272,0.018,-0.273
5,-0.0017,-0.0106,-0.0022,-0.73,0.82,0.93,0.010,-0.131,0.131,-0.141
5,0.0163,-0.0176,-0.0013,-0.68,0.68,0.91,0.010,-0.057,-0.244,-0.000
6,0.0100,-0.0482,-0.0018,-0.44,0.74,0.91,0.010,-0.024,-0.027,0.082
6,0.0100,-0.0482,-0.0018,-0.44,0.74,0.91,0.010,-0.410,0.004,-0.018
6,0.0045,-0.0471,-0.0009,-0.46,0.78,0.92,0.011,-0.233,0.107,0.055
6,0.0093,-0.0412,0.0000,-0.52,0.74,0.91,0.011,-0.335,0.125,-0.044
6,0.0151,-0.0369,0.0034,-0.56,0.69,0.90,0.011,0.043,0.009,0.204
6,0.0071,-0.0406,0.0037,-0.54,0.76,0.92,0.011,-0.122,-0.019,-0.282
6,0.0082,-0.0463,0.0036,-0.51,0.75,0.91,0.011,-0.233,-0.050,-0.035
6,0.0078,-0.0395,0.0044,-0.57,0.75,0.91,0.012,0.037,0.061,-0.134
6,0.0075,-0.0427,0.0045,-0.55,0.75,0.91,0.012,0.053,0.316,0.036
6,0.0083,-0.0243,0.0087,-0.70,0.75,0.91,0.012,-0.233,0.133,-0.202
6,0.0084,-0.0402,0.0085,-0.58,0.75,0.91,0.012,-0.250,-0.208,-0.202
6,0.0078,-0.0339,0.0091,-0.64,0.75,0.91,0.012,-0.182,0.158,0.244
6,0.0078,-0.0339,0.0091,-0.64,0.75,0.91,0.009,-0.016,-0.276,-0.201
6,0.0066,-0.0305,0.0098,-0.68,0.76,0.91,0.009,-0.071,0.348,-0.219
6,0.0042,-0.0362,0.0039,-0.63,0.79,0.91,0.009,-0.061,-0.039,-0.206
6,0.0053,-0.0347,0.0043,-0.65,0.78,0.91,0.009,-0.391,-0.177,0.095
6,0.0061,-0.0236,0.0050,-0.75,0.77,0.90,0.009,-0.454,0.244,0.389
6,0.0059,-0.0310,0.0050,-0.69,0.77,0.91,0.008,-0.099,-0.116,-0.079
7,-0.0001,-0.0322,0.0052,-0.69,0.82,0.92,0.008,-0.290,-0.009,-0.182
7,0.0092,-0.0128,-0.0002,-0.85,0.74,0.90,0.008,-0.135,-0.301,-0.188
7,0.0289,-0.0000,-0.0003,-0.95,0.59,0.86,0.008,-0.272,0.102,-0.001
7,0.0276,-0.0036,-0.0001,-0.93,0.60,0.86,0.008,-0.310,0.383,0.060
7,0.0276,0.0012,0.0000,-0.96,0.61,0.86,0.008,-0.118,-0.117,-0.083
7,0.0264,0.0047,0.0006,-1.00,0.62,0.85,0.008,-0.082,0.056,-0.066
7,0.0070,0.0375,-0.0034,-1.26,0.77,0.88,0.008,-0.304,-0.139,0.007
7,-0.0003,0.0357,-0.0031,-1.24,0.82,0.89,0.008,-0.180,0.177,0.076
7,0.0021,0.0330,-0.0026,-1.21,0.80,0.88,0.008,-0.063,-0.068,-0.065
7,-0.0004,0.0339,-0.0023,-1.22,0.82,0.89,0.010,0.082,0.214,0.019
7,0.0231,0.0409,-0.0026,-1.27,0.64,0.86,0.010,0.113,0.316,-0.125
7,0.0164,0.0352,0.0009,-1.22,0.69,0.87,0.010,-0.032,0.071,-0.104
7,0.0164,0.0352,0.0009,-1.22,0.69,0.87,0.010,0.084,-0.011,-0.303
7,0.0402,0.0314,0.0010,-1.18,0.51,0.85,0.010,-0.268,0.082,-0.057
7,0.0397,0.0255,0.0017,-1.13,0.51,0.84,0.010,0.088,-0.075,-0.267
7,0.0355,0.0323,0.0018,-1.19,0.55,0.84,0.010,-0.019,-0.029,0.287
7,0.0342,0.0227,0.0034,-1.11,0.57,0.85,0.010,-0.021,0.193,-0.145
7,0.0349,0.0421,0.0028,-1.26,0.56,0.83,0.010,-0.110,-0.067,-0.134
7,0.0173,0.0354,0.0042,-1.20,0.71,0.84,0.010,-0.117,0.183,0.088
7,0.0153,0.0339,0.0046,-1.19,0.72,0.84,0.011,-0.146,-0.150,0.034
7,0.0154,0.0343,0.0050,-1.19,0.72,0.84,0.011,-0.218,-0.082,0.011
7,0.0138,0.0415,0.0069,-1.24,0.73,0.84,0.011,-0.220,0.161,-0.146
7,0.0139,0.0418,0.0070,-1.24,0.73,0.84,0.011,-0.271,-0.483,0.128
7,0.0133,0.0315,0.0079,-1.16,0.74,0.84,0.011,-0.131,0.097,0.117
7,0.0162,0.0300,0.0083,-1.15,0.72,0.84,0.011,-0.051,-0.011,-0.116
8,0.0131,0.0215,0.0090,-1.08,0.74,0.85,0.011,-0.238,-0.105,0.319
8,0.0159,0.0261,0.0088,-1.12,0.72,0.84,0.011,0.150,0.196,-0.181
8,0.0139,0.0340,0.0090,-1.18,0.74,0.84,0.011,-0.208,-0.264,-0.465
8,0.0098,0.0266,0.0097,-1.12,0.77,0.84,0.011,-0.189,0.280,-0.068
8,0.0095,0.0208,0.0103,-1.07,0.77,0.84,0.010,-0.101,-0.032,0.039
8,0.0125,0.0198,0.0107,-1.06,0.75,0.84,0.010,-0.036,0.147,0.007
8,0.0100,-0.0053,0.0077,-0.87,0.77,0.85,0.010,-0.045,-0.117,-0.036
8,0.0255,-0.0129,0.0075,-0.81,0.65,0.85,0.010,0.007,0.094,-0.125
8,0.0245,-0.0171,0.0076,-0.78,0.66,0.85,0.010,0.166,0.102,0.197
8,0.0235,-0.0142,0.0080,-0.80,0.67,0.85,0.007,-0.263,-0.140,0.034
8,0.0284,-0.0170,0.0079,-0.78,0.63,0.85,0.007,0.083,0.060,-0.052
8,0.0235,-0.0065,-0.0009,-0.87,0.67,0.84,0.007,-0.429,0.304,0.115
8,0.0190,-0.0153,-0.0005,-0.80,0.71,0.85,0.007,-0.106,0.019,-0.120
8,0.0124,-0.0147,0.0001,-0.81,0.76,0.85,0.007,-0.197,0.156,0.113
8,0.0151,-0.0051,0.0007,-0.89,0.74,0.84,0.011,-0.313,-0.090,-0.272
8,0.0418,-0.0217,0.0001,-0.76,0.53,0.84,0.011,-0.219,-0.136,0.009
8,0.0406,-0.0491,0.0024,-0.54,0.54,0.85,0.011,-0.045,-0.063,0.269
8,0.0390,-0.0515,0.0025,-0.53,0.56,0.85,0.011,0.039,0.082,-0.259
8,0.0388,-0.0695,0.0013,-0.39,0.57,0.86,0.011,-0.137,-0.016,0.093
8,0.0393,-0.0667,0.0021,-0.42,0.56,0.86,0.011,-0.120,0.336,0.211
8,0.0400,-0.0642,0.0029,-0.45,0.56,0.85,0.011,-0.063,0.011,-0.162
8,0.0404,-0.0654,0.0052,-0.45,0.56,0.85,0.011,-0.186,0.051,0.033
8,0.0378,-0.0806,0.0042,-0.34,0.59,0.86,0.011,-0.139,-0.038,-0.000
8,0.0372,-0.0715,0.0056,-0.42,0.59,0.86,0.011,-0.002,-0.041,-0.030
8,0.0399,-0.0509,0.0079,-0.60,0.57,0.84,0.012,-0.258,0.011,0.096
8,0.0405,-0.0487,0.0082,-0.62,0.57,0.84,0.012,-0.282,-0.053,-0.070
8,0.0391,-0.0562,0.0098,-0.57,0.59,0.84,0.012,-0.088,0.043,-0.088
8,0.0504,-0.0499,0.0097,-0.63,0.50,0.82,0.012,-0.286,-0.014,0.045
8,0.0435,-0.0488,0.0106,-0.64,0.56,0.83,0.012,-0.104,0.070,0.448
8,0.0416,-0.0478,0.0110,-0.66,0.58,0.83,0.008,-0.232,-0.271,0.265
8,0.0339,-0.0373,0.0123,-0.75,0.64,0.84,0.008,0.040,-0.029,-0.107
8,0.0324,-0.0448,0.0027,-0.69,0.65,0.85,0.008,-0.202,0.043,0.192
8,0.0344,-0.0403,0.0032,-0.73,0.64,0.84,0.008,0.252,0.205,-0.329
8,0.0341,-0.0385,0.0035,-0.75,0.65,0.84,0.008,-0.178,-0.127,-0.098
8,0.0335,-0.0309,0.0041,-0.81,0.65,0.83,0.014,0.082,0.006,-0.078
8,0.0347,-0.0354,0.0042,-0.78,0.65,0.83,0.014,-0.182,0.206,0.401
9,0.0335,-0.0362,0.0118,-0.78,0.66,0.84,0.014,0.050,0.051,-0.013
9,0.0365,-0.0320,0.0119,-0.81,0.64,0.83,0.014,0.220,-0.110,-0.135
9,0.0244,-0.0329,0.0127,-0.81,0.73,0.84,0.014,-0.396,0.035,0.154
9,0.0243,-0.0291,0.0131,-0.84,0.73,0.84,0.009,-0.500,0.011,0.217
9,0.0217,-0.0194,0.0139,-0.92,0.75,0.84,0.009,-0.229,0.111,0.125
9,0.0313,-0.0192,0.0051,-0.92,0.68,0.83,0.009,-0.098,-0.007,-0.135
9,0.0216,-0.0197,0.0058,-0.92,0.76,0.84,0.009,-0.023,0.046,-0.033
9,0.0218,-0.0201,0.0060,-0.92,0.76,0.84,0.009,-0.174,-0.317,0.029
9,0.0196,-0.0179,0.0064,-0.94,0.78,0.84,0.010,0.122,0.085,-0.077
9,0.0197,-0.0180,0.0066,-0.94,0.78,0.84,0.010,-0.119,0.529,0.129
