time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,-0.2656,-0.3556,0.0087,-0.0008,0.0014,0.0059,0.08,-0.97,-0.33,0,4.028,-0.102,0.308,-0.096,-0.018,0.003,1.001,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9670,0.0000,1.1450,0.0000,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,-0.2656,-0.3553,0.0081,-0.0014,0.0025,0.0023,0.06,-0.97,-0.32,0,4.028,0.075,0.422,-0.189,-0.018,0.004,1.003,0.000,0.000,0.000,0.0060,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9660,0.5900,1.1410,0.6730,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,-0.2659,-0.3558,0.0072,-0.0028,-0.0003,-0.0015,0.09,-0.94,-0.33,0,4.022,0.030,-0.037,-0.076,-0.018,0.003,0.998,0.000,0.000,0.000,0.0060,2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9660,0.5900,1.1410,0.6730,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
303,-0.2664,-0.3548,0.0066,-0.0053,0.0058,-0.0038,0.06,-0.93,-0.32,0,4.033,0.063,0.031,-0.035,-0.019,0.002,1.000,0.000,0.000,0.000,0.0070,-5,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9690,0.5390,1.1400,0.0000,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
404,-0.2659,-0.3560,0.0066,-0.0023,-0.0012,-0.0032,0.05,-1.00,-0.32,0,4.022,-0.115,0.076,-0.090,-0.016,0.001,1.002,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9690,0.5390,1.1400,0.0000,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
505,-0.2657,-0.3553,0.0072,-0.0016,0.0020,-0.0002,0.07,-0.95,-0.33,0,4.028,-0.239,0.146,-0.119,-0.016,0.003,1.003,0.000,0.000,0.000,0.0070,-6,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9650,0.0000,1.1450,0.6980,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,-0.2657,-0.3557,0.0071,-0.0015,-0.0008,0.0006,0.03,-0.92,-0.32,0,4.022,-0.142,-0.102,0.200,-0.017,0.001,0.999,0.000,0.000,0.000,0.0050,1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9650,0.0000,1.1450,0.6980,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
708,-0.2657,-0.3557,0.0061,-0.0015,-0.0012,-0.0042,0.10,-0.94,-0.33,0,4.028,-0.071,-0.305,-0.281,-0.018,0.002,1.001,0.000,0.000,0.000,0.0070,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9670,0.5590,1.1440,0.7140,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
809,-0.2657,-0.3557,0.0064,-0.0016,-0.0010,-0.0014,0.08,-0.91,-0.33,0,4.022,-0.012,-0.048,0.040,-0.018,0.001,1.002,0.000,0.000,0.000,0.0070,1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9670,0.5590,1.1440,0.7140,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
910,-0.2661,-0.3555,0.0067,-0.0040,0.0004,0.0007,0.09,-0.93,-0.33,0,4.028,0.125,0.013,-0.233,-0.020,0.002,1.001,0.000,0.000,0.000,0.0090,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9670,0.0000,1.1400,0.0000,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1011,-0.2657,-0.3549,0.0078,-0.0022,0.0035,0.0064,0.09,-0.94,-0.33,0,4.022,0.113,-0.051,-0.263,-0.019,0.002,1.001,0.000,0.000,0.000,0.0080,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9670,0.0000,1.1400,0.0000,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
