time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,range_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.1673,-0.2756,0.0085,-0.0685,0.0780,-0.0041,0.11,0.03,41.78,0,0.008,0.023,-0.218,-0.166,0.001,0.016,1.000,0.000,0.000,0.000
0,-0.1672,-0.2747,0.0085,-0.0651,0.0798,-0.0035,0.18,0.04,41.74,0,0.009,0.052,0.004,0.047,0.001,0.018,0.999,0.000,0.000,0.000
8,-0.1667,-0.2757,0.0087,-0.0589,0.0709,-0.0017,0.20,0.08,41.69,0,0.009,-0.070,0.103,-0.185,0.000,0.018,1.000,0.000,0.000,0.000
8,-0.1662,-0.2762,0.0089,-0.0538,0.0651,-0.0004,-0.07,0.06,41.65,0,0.009,0.293,-0.077,-0.272,-0.000,0.019,0.999,0.000,0.000,0.000
8,-0.1673,-0.2766,0.0089,-0.0575,0.0601,-0.0001,0.02,0.08,41.61,0,0.009,-0.024,0.203,-0.254,-0.000,0.017,0.998,0.000,0.000,0.000
8,-0.1716,-0.2711,0.0082,-0.0791,0.0885,-0.0050,0.08,0.08,41.57,0,0.009,0.214,-0.129,-0.153,0.000,0.016,0.998,0.000,0.000,0.000
8,-0.1714,-0.2720,0.0088,-0.0743,0.0797,-0.0014,-0.04,0.04,41.53,0,0.009,0.116,-0.367,0.306,0.002,0.016,0.999,0.000,0.000,0.000
8,-0.1712,-0.2722,0.0089,-0.0704,0.0755,-0.0002,-0.04,0.05,41.49,0,0.009,-0.066,0.006,0.014,0.003,0.018,0.998,0.000,0.000,0.000
9,-0.1732,-0.2687,0.0086,-0.0787,0.0920,-0.0028,0.04,0.07,41.45,0,0.009,-0.068,-0.098,-0.042,0.001,0.018,1.001,0.000,0.000,0.000
9,-0.1738,-0.2680,0.0086,-0.0793,0.0925,-0.0027,0.06,0.04,41.41,0,0.009,0.103,-0.095,-0.227,-0.000,0.016,1.005,0.000,0.000,0.000
9,-0.1738,-0.2687,0.0089,-0.0756,0.0847,-0.0009,0.18,0.04,41.36,0,0.009,0.026,0.034,-0.173,-0.001,0.014,1.004,0.000,0.000,0.000
9,-0.1737,-0.2678,0.0090,-0.0721,0.0861,-0.0003,0.18,0.04,41.32,0,0.009,0.036,-0.090,-0.049,-0.001,0.016,1.003,0.000,0.000,0.000
9,-0.1726,-0.2690,0.0093,-0.0630,0.0761,0.0017,0.23,0.06,41.28,0,0.009,0.175,-0.050,-0.318,-0.001,0.017,1.000,0.000,0.000,0.000
9,-0.1733,-0.2683,0.0093,-0.0638,0.0773,0.0015,0.16,0.01,41.24,0,0.009,-0.048,-0.032,-0.062,-0.000,0.016,0.998,0.000,0.000,0.000
9,-0.1736,-0.2686,0.0095,-0.0628,0.0723,0.0027,-0.03,-0.03,41.21,0,0.009,0.006,0.127,-0.193,-0.001,0.016,0.999,0.000,0.000,0.000
9,-0.1744,-0.2660,0.0093,-0.0649,0.0834,0.0018,0.11,-0.03,41.16,0,0.009,-0.018,0.138,0.173,-0.001,0.016,0.999,0.000,0.000,0.000
9,-0.1771,-0.2612,0.0088,-0.0769,0.1055,-0.0015,0.26,0.00,41.12,0,0.009,-0.174,-0.023,-0.059,0.000,0.017,1.001,0.000,0.000,0.000
10,-0.1758,-0.2627,0.0092,-0.0668,0.0930,0.0018,0.34,0.01,41.08,0,0.009,-0.074,0.077,-0.069,0.001,0.018,1.000,0.000,0.000,0.000
10,-0.1748,-0.2649,0.0097,-0.0583,0.0772,0.0048,0.35,-0.01,41.04,0,0.009,0.184,0.006,-0.051,0.001,0.017,1.003,0.000,0.000,0.000
10,-0.1742,-0.2656,0.0100,-0.0527,0.0702,0.0060,0.42,-0.04,41.00,0,0.009,-0.139,-0.073,0.084,0.001,0.018,1.002,0.000,0.000,0.000
10,-0.1743,-0.2648,0.0100,-0.0509,0.0711,0.0061,0.42,-0.02,40.96,0,0.009,0.143,-0.119,-0.172,-0.002,0.018,1.000,0.000,0.000,0.000
10,-0.1730,-0.2650,0.0097,-0.0421,0.0673,0.0046,0.44,0.02,40.91,0,0.010,-0.150,-0.150,-0.120,-0.001,0.017,1.002,0.000,0.000,0.000
10,-0.1739,-0.2646,0.0098,-0.0451,0.0664,0.0047,0.52,0.06,40.87,0,0.010,-0.062,-0.155,0.043,0.002,0.015,1.000,0.000,0.000,0.000
10,-0.1747,-0.2647,0.0099,-0.0472,0.0631,0.0051,0.47,0.00,40.83,0,0.010,-0.046,-0.195,0.041,0.002,0.017,0.999,0.000,0.000,0.000
10,-0.1746,-0.2661,0.0101,-0.0449,0.0531,0.0065,0.27,0.07,40.79,0,0.010,-0.238,-0.182,0.064,-0.003,0.017,1.001,0.000,0.000,0.000
10,-0.1749,-0.2638,0.0101,-0.0446,0.0631,0.0060,0.40,0.04,40.75,0,0.010,-0.034,-0.036,-0.072,-0.001,0.016,1.001,0.000,0.000,0.000
10,-0.1795,-0.2608,0.0099,-0.0676,0.0765,0.0039,0.20,0.10,40.71,0,0.009,0.080,0.096,-0.016,0.000,0.018,1.001,0.000,0.000,0.000
10,-0.1778,-0.2618,0.0102,-0.0554,0.0677,0.0061,0.25,0.09,40.67,0,0.009,-0.095,-0.017,-0.076,0.001,0.019,1.000,0.000,0.000,0.000
11,-0.1823,-0.2585,0.0099,-0.0772,0.0828,0.0031,0.29,0.09,40.63,0,0.009,-0.057,-0.372,-0.111,-0.000,0.017,1.000,0.000,0.000,0.000
11,-0.1822,-0.2583,0.0101,-0.0731,0.0800,0.0042,0.43,0.06,40.59,0,0.009,0.092,-0.003,0.161,-0.000,0.016,0.999,0.000,0.000,0.000
11,-0.1823,-0.2585,0.0098,-0.0709,0.0756,0.0027,0.41,0.09,40.54,0,0.009,-0.050,0.383,-0.035,0.001,0.018,1.000,0.000,0.000,0.000
11,-0.1803,-0.2596,0.0101,-0.0571,0.0665,0.0049,0.38,0.10,40.50,0,0.007,0.074,0.128,-0.070,0.000,0.019,1.001,0.000,0.000,0.000
11,-0.1818,-0.2591,0.0101,-0.0626,0.0660,0.0048,0.43,0.13,40.46,0,0.007,-0.016,0.256,-0.065,0.001,0.015,1.001,0.000,0.000,0.000
11,-0.1830,-0.2579,0.0101,-0.0666,0.0694,0.0043,0.37,0.07,40.43,0,0.007,-0.278,-0.064,-0.068,0.001,0.016,0.998,0.000,0.000,0.000
11,-0.1836,-0.2586,0.0103,-0.0664,0.0624,0.0051,0.64,0.12,40.38,0,0.007,0.203,-0.124,-0.087,0.001,0.016,0.997,0.000,0.000,0.000
11,-0.1841,-0.2561,0.0102,-0.0664,0.0736,0.0042,0.67,0.12,40.34,0,0.007,-0.133,-0.109,0.294,0.001,0.015,0.999,0.000,0.000,0.000
11,-0.1814,-0.2608,0.0094,-0.0492,0.0448,0.0011,0.74,0.11,40.30,0,0.009,-0.116,-0.016,0.006,0.002,0.016,1.001,0.000,0.000,0.000
11,-0.1816,-0.2610,0.0094,-0.0478,0.0419,0.0015,0.68,0.12,40.26,0,0.009,0.220,0.007,0.127,0.000,0.015,0.999,0.000,0.000,0.000
11,-0.1807,-0.2616,0.0095,-0.0409,0.0362,0.0021,0.72,0.14,40.22,0,0.009,0.026,-0.192,-0.147,0.003,0.016,1.000,0.000,0.000,0.000
11,-0.1823,-0.2605,0.0095,-0.0474,0.0409,0.0014,0.81,0.09,40.18,0,0.009,-0.042,-0.055,0.104,0.001,0.018,1.003,0.000,0.000,0.000
11,-0.1823,-0.2611,0.0093,-0.0453,0.0355,0.0004,0.81,0.09,40.14,0,0.009,-0.144,0.013,0.238,-0.001,0.016,1.001,0.000,0.000,0.000
11,-0.1806,-0.2615,0.0094,-0.0335,0.0312,0.0012,0.83,0.09,40.10,0,0.010,0.087,-0.033,0.039,0.001,0.016,0.998,0.000,0.000,0.000
11,-0.1809,-0.2612,0.0094,-0.0336,0.0314,0.0012,0.87,0.11,40.06,0,0.010,-0.037,-0.073,-0.026,0.001,0.017,1.000,0.000,0.000,0.000
11,-0.1811,-0.2613,0.0094,-0.0326,0.0289,0.0012,0.79,0.12,40.02,0,0.010,0.067,0.031,0.028,-0.000,0.016,1.000,0.000,0.000,0.000
11,-0.1811,-0.2620,0.0095,-0.0311,0.0240,0.0016,0.89,0.10,39.98,0,0.010,-0.099,0.101,-0.033,0.001,0.018,0.999,0.000,0.000,0.000
12,-0.1829,-0.2606,0.0094,-0.0393,0.0303,0.0013,0.96,0.09,39.94,0,0.010,-0.117,0.002,-0.112,0.003,0.016,0.998,0.000,0.000,0.000
12,-0.1814,-0.2617,0.0098,-0.0292,0.0227,0.0032,0.97,0.02,39.91,0,0.008,0.029,0.091,0.260,0.000,0.017,0.999,0.000,0.000,0.000
12,-0.1805,-0.2627,0.0098,-0.0230,0.0159,0.0036,0.92,0.10,39.87,0,0.008,0.128,0.169,0.007,-0.000,0.016,1.001,0.000,0.000,0.000
12,-0.1792,-0.2616,0.0099,-0.0144,0.0210,0.0037,0.86,0.10,39.83,0,0.008,-0.059,-0.113,0.071,-0.000,0.016,1.002,0.000,0.000,0.000
12,-0.1816,-0.2617,0.0099,-0.0270,0.0195,0.0036,0.69,0.03,39.79,0,0.008,0.010,-0.219,-0.008,-0.001,0.016,1.002,0.000,0.000,0.000
12,-0.1829,-0.2605,0.0091,-0.0324,0.0250,-0.0012,0.71,-0.01,39.75,0,0.008,-0.101,0.142,0.216,0.000,0.017,0.999,0.000,0.000,0.000
12,-0.1845,-0.2562,0.0090,-0.0394,0.0469,-0.0024,0.92,-0.01,39.71,0,0.009,-0.058,0.031,0.234,0.001,0.017,1.001,0.000,0.000,0.000
12,-0.1833,-0.2560,0.0091,-0.0328,0.0480,-0.0021,0.94,-0.03,39.68,0,0.009,-0.012,0.027,0.137,-0.000,0.015,1.001,0.000,0.000,0.000
12,-0.1807,-0.2592,0.0094,-0.0166,0.0281,0.0003,0.98,0.00,39.64,0,0.009,-0.022,0.070,-0.173,-0.000,0.016,1.000,0.000,0.000,0.000
12,-0.1803,-0.2590,0.0094,-0.0132,0.0271,0.0005,1.15,0.08,39.59,0,0.009,-0.081,-0.156,0.303,0.000,0.016,1.000,0.000,0.000,0.000
12,-0.1805,-0.2597,0.0094,-0.0136,0.0216,0.0011,1.07,0.09,39.56,0,0.009,-0.154,-0.032,-0.110,0.001,0.017,1.000,0.000,0.000,0.000
12,-0.1796,-0.2637,0.0093,-0.0076,-0.0019,0.0007,0.93,0.08,39.52,0,0.007,-0.112,0.177,0.111,0.002,0.017,0.996,0.000,0.000,0.000
12,-0.1809,-0.2624,0.0093,-0.0144,0.0050,0.0008,0.92,0.06,39.48,0,0.007,0.163,-0.589,-0.186,0.001,0.016,1.000,0.000,0.000,0.000
12,-0.1827,-0.2599,0.0094,-0.0236,0.0183,0.0008,0.93,0.07,39.44,0,0.007,-0.019,0.113,0.006,-0.001,0.016,1.000,0.000,0.000,0.000
12,-0.1829,-0.2593,0.0094,-0.0236,0.0205,0.0008,0.96,0.07,39.40,0,0.007,0.076,-0.056,0.096,-0.003,0.014,1.000,0.000,0.000,0.000
12,-0.1831,-0.2595,0.0084,-0.0233,0.0185,-0.0041,0.98,0.08,39.36,0,0.007,-0.036,0.119,0.141,-0.001,0.017,0.999,0.000,0.000,0.000
12,-0.1828,-0.2598,0.0084,-0.0207,0.0158,-0.0040,0.96,0.09,39.33,0,0.008,0.138,-0.129,0.086,0.001,0.017,1.001,0.000,0.000,0.000
12,-0.1829,-0.2601,0.0084,-0.0197,0.0135,-0.0041,0.96,0.09,39.29,0,0.008,0.139,-0.146,0.108,0.000,0.015,1.000,0.000,0.000,0.000
13,-0.1836,-0.2598,0.0083,-0.0225,0.0139,-0.0044,1.05,0.09,39.25,0,0.008,0.053,0.080,0.057,-0.001,0.016,0.998,0.000,0.000,0.000
13,-0.1838,-0.2597,0.0083,-0.0225,0.0138,-0.0044,1.24,0.03,39.21,0,0.008,0.339,-0.173,-0.356,-0.000,0.017,0.999,0.000,0.000,0.000
13,-0.1827,-0.2610,0.0083,-0.0154,0.0054,-0.0039,1.28,0.10,39.17,0,0.008,0.002,-0.303,0.164,0.001,0.018,0.998,0.000,0.000,0.000
13,-0.1794,-0.2634,0.0082,0.0040,-0.0088,-0.0043,1.37,0.10,39.13,0,0.011,-0.022,0.013,-0.008,0.001,0.016,0.998,0.000,0.000,0.000
