time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,8.3633,19.2973,0.0098,0.0183,-0.1168,-0.0024,0.49,-0.31,-0.71,0,4.138,-0.015,-0.049,-0.010,-0.001,-0.009,1.000,0.000,0.000,0.000,0.0100,14,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5800,0.2350,0.9040,1.2250,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
102,8.3614,19.3028,0.0111,0.0046,-0.0631,0.0050,0.17,-0.15,-0.70,0,4.144,0.007,0.033,0.135,-0.003,-0.005,0.998,0.000,0.000,0.000,0.0080,-3,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5810,0.0000,0.9040,1.2250,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
203,8.3610,19.2991,0.0100,0.0014,-0.0686,-0.0031,0.03,-0.17,-0.71,0,4.138,0.290,-0.082,-0.120,-0.005,-0.009,1.001,0.000,0.000,0.000,0.0070,1,9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5810,0.0000,0.9030,1.2250,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
304,8.3611,19.2959,0.0086,0.0016,-0.0741,-0.0101,0.09,-0.08,-0.69,0,4.144,0.059,-0.059,-0.043,-0.001,-0.006,0.999,0.000,0.000,0.000,0.0100,0,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5760,0.2390,0.9030,1.2250,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
406,8.3586,19.2982,0.0091,-0.0131,-0.0502,-0.0048,-0.13,-0.01,-0.68,0,4.138,0.114,-0.104,0.019,-0.003,-0.009,0.998,0.000,0.000,0.000,0.0110,-2,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5760,0.2390,0.9050,1.2280,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
506,8.3585,19.2976,0.0099,-0.0108,-0.0431,-0.0005,-0.22,-0.11,-0.69,0,4.144,-0.155,0.162,0.113,-0.003,-0.006,1.001,0.000,0.000,0.000,0.0110,-3,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5990,0.2370,0.9050,1.2280,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
607,8.3592,19.2979,0.0105,-0.0038,-0.0311,0.0022,-0.34,-0.08,-0.68,0,4.133,-0.117,-0.078,0.140,-0.003,-0.007,0.999,0.000,0.000,0.000,0.0090,1,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5990,0.2370,0.9020,1.2240,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
708,8.3590,19.2977,0.0099,-0.0037,-0.0255,-0.0009,-0.34,-0.06,-0.67,0,4.144,-0.043,-0.170,-0.080,-0.001,-0.010,1.000,0.000,0.000,0.000,0.0120,2,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5840,0.0000,0.9020,1.2240,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
809,8.3586,19.2977,0.0108,-0.0047,-0.0201,0.0036,-0.38,-0.15,-0.67,0,4.138,-0.084,-0.026,0.114,-0.004,-0.008,1.001,0.000,0.000,0.000,0.0060,15,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5840,0.0000,0.9010,1.2300,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
911,8.3579,19.2944,0.0088,-0.0074,-0.0322,-0.0085,-0.16,-0.12,-0.68,0,4.144,0.347,-0.130,0.146,-0.002,-0.008,0.996,0.000,0.000,0.000,0.0080,31,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5620,0.0000,0.9010,1.2300,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1013,8.3582,19.2868,0.0080,-0.0037,-0.0627,-0.0123,0.20,-0.16,-0.68,0,4.138,-0.085,0.019,-0.051,-0.002,-0.009,1.000,0.000,0.000,0.000,0.0090,-20,14,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5620,0.0000,0.9040,1.2330,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1114,8.3588,19.2865,0.0085,-0.0004,-0.0466,-0.0054,-0.42,-0.03,-0.66,0,4.144,0.267,0.038,0.190,-0.000,-0.007,0.995,0.000,0.000,0.000,0.0110,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5880,0.2290,0.9040,1.2330,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1215,8.3567,19.3041,0.0093,-0.0136,0.0508,-0.0007,-0.95,-0.04,-0.63,0,4.138,0.026,0.282,0.118,-0.004,-0.008,0.996,0.000,0.000,0.000,0.0080,-4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5880,0.2290,0.9030,1.2320,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1316,8.3575,19.3074,0.0086,-0.0073,0.0601,-0.0045,-1.04,-0.09,-0.62,0,4.144,-0.053,0.037,0.163,-0.006,-0.009,0.999,0.000,0.000,0.000,0.0100,-1,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5870,0.2330,0.9030,1.2320,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1417,8.3576,19.3185,0.0085,-0.0061,0.1042,-0.0054,-1.28,-0.09,-0.62,0,4.138,-0.256,0.166,0.148,-0.002,-0.005,0.999,0.000,0.000,0.000,0.0120,11,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5870,0.2330,0.9060,1.2270,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
