time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z
1012,-1.3810,0.0084,0.0080,-0.0001,0.0021,-0.0050,-1.05,0.42,-41.73,0,4.028,-0.101,0.236,0.021,0.012,-0.021,1.001,0.000,0.000,0.000,0.0050,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1113,-1.3799,0.0074,0.0064,0.0056,-0.0039,-0.0111,-1.05,0.41,-41.52,0,4.038,0.086,0.197,0.315,0.010,-0.018,1.000,0.000,0.000,0.000,0.0100,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
1214,-1.3802,0.0065,0.0077,0.0034,-0.0084,-0.0029,-1.07,0.45,-41.31,0,4.022,0.044,-0.226,0.126,0.009,-0.023,1.001,0.000,0.000,0.000,0.0080,2,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000
1315,-1.3810,0.0083,0.0077,-0.0010,0.0009,-0.0013,-1.05,0.45,-41.11,0,4.033,0.043,-0.216,0.288,0.010,-0.020,0.998,0.000,0.000,0.000,0.0080,-3,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000
1416,-1.3822,0.0068,0.0078,-0.0073,-0.0072,-0.0011,-1.07,0.45,-40.91,0,4.028,-0.052,0.055,-0.109,0.009,-0.017,1.002,0.000,0.000,0.000,0.0070,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1517,-1.3782,0.0089,0.0075,0.0153,0.0042,-0.0020,-1.18,0.44,-40.71,0,4.033,0.067,-0.052,-0.096,0.006,-0.023,0.999,0.000,0.000,0.000,0.0120,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
1568,-1.3783,0.0088,0.0095,0.0119,0.0013,0.0078,-1.15,0.41,-40.51,0,4.022,0.226,-0.001,0.123,0.011,-0.020,1.000,0.000,0.000,0.000,0.0110,1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
1619,-1.3781,0.0090,0.0105,0.0109,0.0012,0.0103,-1.15,0.43,-40.31,0,4.038,-0.027,0.039,0.024,0.008,-0.020,0.999,0.000,0.000,0.000,0.0080,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
1670,-1.3781,0.0088,0.0098,0.0081,-0.0012,0.0044,-1.09,0.39,-40.12,0,4.022,0.189,0.106,-0.049,0.009,-0.021,1.002,0.000,0.000,0.000,0.0090,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1721,-1.3776,0.0077,0.0096,0.0089,-0.0070,0.0026,-1.09,0.44,-39.92,0,4.033,0.024,0.192,-0.080,0.011,-0.023,0.999,0.000,0.000,0.000,0.0070,0,5,0.00,0.00,0.00,0.0000,0.0000,0.0000
1772,-1.3774,0.0078,0.0085,0.0086,-0.0067,-0.0030,-1.05,0.44,-39.73,0,4.028,0.028,0.010,0.223,0.009,-0.019,1.001,0.000,0.000,0.000,0.0100,-2,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
1823,-1.3782,0.0090,0.0091,0.0033,-0.0009,0.0012,-1.08,0.43,-39.53,0,4.033,0.075,-0.075,0.092,0.011,-0.020,1.003,0.000,0.000,0.000,0.0080,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1874,-1.3775,0.0087,0.0087,0.0057,-0.0033,-0.0009,-1.02,0.44,-39.34,0,4.022,0.081,-0.289,-0.011,0.011,-0.021,1.000,0.000,0.000,0.000,0.0090,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1926,-1.3780,0.0088,0.0089,0.0028,-0.0027,0.0004,-1.03,0.44,-39.15,0,4.033,0.072,0.098,-0.042,0.011,-0.021,1.000,0.000,0.000,0.000,0.0090,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1977,-1.3774,0.0077,0.0090,0.0059,-0.0094,0.0016,-1.06,0.44,-38.96,0,4.022,0.079,0.253,0.094,0.007,-0.019,0.999,0.000,0.000,0.000,0.0090,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2028,-1.3810,0.0065,0.0091,-0.0132,-0.0148,0.0021,-0.88,0.49,-38.76,0,4.038,0.416,0.016,-0.029,0.009,-0.021,1.000,0.000,0.000,0.000,0.0080,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2079,-1.3796,0.0068,0.0088,-0.0032,-0.0105,0.0002,-0.90,0.45,-38.57,0,4.028,-0.163,0.377,0.368,0.009,-0.022,0.999,0.000,0.000,0.000,0.0070,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2130,-1.3823,0.0063,0.0079,-0.0162,-0.0118,-0.0035,-1.00,0.44,-38.38,0,4.033,0.254,0.034,-0.262,0.009,-0.020,0.998,0.000,0.000,0.000,0.0110,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
2181,-1.3811,0.0054,0.0093,-0.0078,-0.0152,0.0035,-0.95,0.50,-38.19,0,4.022,0.109,0.012,-0.019,0.010,-0.019,1.002,0.000,0.000,0.000,0.0070,8,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000
2232,-1.3812,0.0077,0.0084,-0.0063,-0.0016,-0.0020,-1.05,0.43,-38.00,0,4.033,0.169,0.235,-0.286,0.011,-0.020,1.000,0.000,0.000,0.000,0.0070,-6,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
2284,-1.3808,0.0053,0.0078,-0.0029,-0.0145,-0.0040,-1.00,0.44,-37.82,0,4.028,0.297,0.014,-0.314,0.011,-0.021,1.001,0.000,0.000,0.000,0.0090,3,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
2336,-1.3801,0.0069,0.0083,0.0017,-0.0053,-0.0005,-1.01,0.46,-37.63,0,4.033,0.279,-0.086,-0.037,0.010,-0.019,1.000,0.000,0.000,0.000,0.0090,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
2388,-1.3797,0.0068,0.0086,0.0046,-0.0046,0.0017,-1.01,0.50,-37.45,0,4.022,-0.200,0.017,0.069,0.011,-0.021,1.001,0.000,0.000,0.000,0.0100,-6,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2439,-1.3810,0.0051,0.0094,-0.0017,-0.0135,0.0052,-1.04,0.43,-37.27,0,4.033,0.006,0.105,-0.125,0.008,-0.022,1.001,0.000,0.000,0.000,0.0080,-6,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2490,-1.3810,0.0054,0.0090,-0.0009,-0.0114,0.0031,-1.11,0.46,-37.09,0,4.022,0.064,0.150,0.125,0.012,-0.021,1.000,0.000,0.000,0.000,0.0090,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2541,-1.3803,0.0070,0.0091,0.0030,-0.0029,0.0026,-1.03,0.42,-36.90,0,4.033,0.024,0.235,-0.117,0.013,-0.021,0.999,0.000,0.000,0.000,0.0070,0,9,0.00,0.00,0.00,0.0000,0.0000,0.0000
2592,-1.3808,0.0047,0.0083,0.0006,-0.0153,-0.0017,-1.00,0.50,-36.72,0,4.022,0.256,-0.003,0.091,0.011,-0.020,1.001,0.000,0.000,0.000,0.0060,3,7,0.00,0.00,0.00,0.0000,0.0000,0.0000
2643,-1.3801,0.0061,0.0072,0.0058,-0.0066,-0.0067,-1.15,0.49,-36.54,0,4.033,0.007,0.003,0.049,0.009,-0.021,1.002,0.000,0.000,0.000,0.0090,-10,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
2694,-1.3805,0.0051,0.0079,0.0033,-0.0121,-0.0015,-1.02,0.41,-36.36,0,4.022,0.056,0.100,-0.000,0.011,-0.020,0.999,0.000,0.000,0.000,0.0090,-6,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2745,-1.3814,0.0053,0.0084,-0.0019,-0.0105,0.0022,-1.12,0.43,-36.18,0,4.033,-0.135,-0.038,0.370,0.011,-0.019,1.001,0.000,0.000,0.000,0.0050,3,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
2796,-1.3798,0.0062,0.0070,0.0056,-0.0057,-0.0047,-1.04,0.44,-36.00,0,4.022,0.075,0.245,0.060,0.008,-0.020,1.000,0.000,0.000,0.000,0.0080,4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2847,-1.3795,0.0066,0.0073,0.0061,-0.0031,-0.0021,-1.02,0.43,-35.82,0,4.033,-0.155,0.027,0.275,0.009,-0.022,0.998,0.000,0.000,0.000,0.0090,-14,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2898,-1.3819,0.0042,0.0081,-0.0063,-0.0164,0.0020,-1.04,0.47,-35.64,0,4.022,0.135,0.233,-0.081,0.011,-0.021,1.001,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2949,-1.3810,0.0063,0.0082,-0.0010,-0.0047,0.0019,-1.11,0.44,-35.47,0,4.033,0.212,0.423,0.117,0.010,-0.022,1.001,0.000,0.000,0.000,0.0080,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3000,-1.3808,0.0050,0.0082,-0.0003,-0.0119,0.0016,-1.04,0.52,-35.29,0,4.022,-0.061,0.396,-0.050,0.007,-0.020,1.002,0.000,0.000,0.000,0.0090,-3,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
3053,-1.3802,0.0057,0.0086,0.0027,-0.0062,0.0037,-0.99,0.52,-35.12,0,4.033,0.015,0.174,0.013,0.011,-0.019,0.998,0.000,0.000,0.000,0.0100,0,5,0.00,0.00,0.00,0.0000,0.0000,0.0000
3104,-1.3803,0.0068,0.0095,0.0027,-0.0006,0.0066,-1.04,0.45,-34.95,0,4.022,0.229,0.244,0.385,0.010,-0.019,0.999,0.000,0.000,0.000,0.0090,-3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
3155,-1.3805,0.0062,0.0095,0.0019,-0.0046,0.0052,-1.09,0.43,-34.77,0,4.033,-0.417,0.083,0.044,0.009,-0.020,0.999,0.000,0.000,0.000,0.0080,3,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
3206,-1.3782,0.0084,0.0091,0.0137,0.0081,0.0021,-1.21,0.48,-34.60,0,4.028,-0.157,-0.094,0.136,0.009,-0.020,0.997,0.000,0.000,0.000,0.0110,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3257,-1.3779,0.0091,0.0100,0.0138,0.0100,0.0062,-1.20,0.48,-34.43,0,4.033,0.077,-0.105,-0.098,0.007,-0.021,1.000,0.000,0.000,0.000,0.0070,-5,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3308,-1.3784,0.0079,0.0090,0.0094,0.0013,-0.0005,-1.15,0.47,-34.25,0,4.022,0.150,0.062,-0.002,0.010,-0.022,0.999,0.000,0.000,0.000,0.0060,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3359,-1.3775,0.0087,0.0076,0.0121,0.0040,-0.0068,-1.16,0.46,-34.09,0,4.033,0.338,0.010,0.111,0.009,-0.021,0.999,0.000,0.000,0.000,0.0100,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3410,-1.3789,0.0086,0.0085,0.0025,0.0018,-0.0007,-1.13,0.48,-33.92,0,4.022,0.332,0.073,-0.191,0.010,-0.020,1.001,0.000,0.000,0.000,0.0070,-4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3461,-1.3782,0.0081,0.0078,0.0058,-0.0027,-0.0039,-1.10,0.48,-33.76,0,4.033,-0.081,0.159,0.117,0.009,-0.019,1.001,0.000,0.000,0.000,0.0090,-3,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
3512,-1.3785,0.0088,0.0082,0.0035,0.0004,-0.0008,-1.07,0.49,-33.58,0,4.022,0.122,-0.018,-0.014,0.014,-0.021,1.000,0.000,0.000,0.000,0.0080,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3564,-1.3787,0.0086,0.0081,0.0020,-0.0017,-0.0011,-1.08,0.49,-33.42,0,4.033,0.005,0.056,0.047,0.009,-0.018,1.001,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3615,-1.3779,0.0086,0.0076,0.0058,-0.0030,-0.0032,-1.06,0.45,-33.26,0,4.022,0.048,-0.030,0.202,0.011,-0.020,0.999,0.000,0.000,0.000,0.0100,1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3666,-1.3784,0.0089,0.0086,0.0023,-0.0006,0.0024,-1.02,0.49,-33.09,0,4.033,-0.048,0.212,0.011,0.012,-0.020,0.999,0.000,0.000,0.000,0.0070,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
3717,-1.3783,0.0086,0.0080,0.0023,-0.0030,-0.0011,-1.04,0.49,-32.93,0,4.022,0.224,0.196,-0.118,0.011,-0.019,1.003,0.000,0.000,0.000,0.0120,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3768,-1.3786,0.0090,0.0098,0.0008,-0.0010,0.0082,-1.06,0.49,-32.76,0,4.033,0.070,-0.291,-0.014,0.011,-0.021,1.001,0.000,0.000,0.000,0.0110,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3819,-1.3784,0.0092,0.0107,0.0011,-0.0008,0.0113,-1.03,0.47,-32.60,0,4.028,0.081,-0.073,-0.002,0.008,-0.020,1.000,0.000,0.000,0.000,0.0080,1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
3870,0.0001,-0.0000,0.0081,0.0036,-0.0038,0.0002,-0.06,0.03,0.00,0,4.033,0.425,0.062,-0.152,0.010,-0.022,1.002,0.000,0.000,0.000,0.0120,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3922,-0.0000,-0.0003,0.0102,0.0022,-0.0103,0.0024,-0.16,-0.04,0.00,0,4.033,0.121,0.177,0.057,0.011,-0.020,0.999,0.000,0.000,0.000,0.0110,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3973,0.0006,-0.0006,0.0106,0.0111,-0.0142,0.0037,-0.23,0.29,0.00,0,4.043,0.002,0.027,-0.137,0.009,-0.020,1.000,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4024,0.0001,-0.0011,0.0097,0.0037,-0.0181,-0.0013,-0.29,0.13,-0.00,0,4.022,0.302,-0.054,0.035,0.011,-0.019,1.001,0.000,0.000,0.000,0.0060,5,7,0.00,0.00,0.00,0.0000,0.0000,0.0000
4075,0.0020,-0.0004,0.0080,0.0205,-0.0085,-0.0097,-0.52,0.30,-0.00,0,4.033,0.176,0.104,0.277,0.009,-0.020,1.000,0.000,0.000,0.000,0.0110,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4126,0.0001,-0.0008,0.0092,0.0021,-0.0109,-0.0010,-0.58,0.36,0.00,0,4.028,0.103,-0.025,0.335,0.010,-0.021,1.000,0.000,0.000,0.000,0.0100,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
4177,0.0001,-0.0011,0.0096,0.0012,-0.0126,0.0014,-0.80,0.49,-0.00,0,4.033,0.226,0.064,-0.128,0.010,-0.020,1.001,0.000,0.000,0.000,0.0080,0,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
4228,0.0009,-0.0011,0.0089,0.0070,-0.0112,-0.0021,-0.93,0.50,-0.00,0,4.022,0.003,0.139,0.343,0.008,-0.021,1.001,0.000,0.000,0.000,0.0110,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4279,0.0009,-0.0010,0.0099,0.0066,-0.0098,0.0031,-0.95,0.47,-0.00,0,4.033,-0.238,0.396,0.306,0.011,-0.021,1.000,0.000,0.000,0.000,0.0100,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4331,-0.0002,-0.0013,0.0101,-0.0007,-0.0103,0.0038,-0.93,0.42,-0.00,0,4.022,0.020,0.175,0.210,0.011,-0.020,1.000,0.000,0.000,0.000,0.0080,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4382,0.0009,-0.0002,0.0093,0.0063,-0.0021,-0.0008,-1.00,0.50,0.00,0,4.033,0.397,0.327,0.355,0.010,-0.022,0.999,0.000,0.000,0.000,0.0080,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4433,-0.0002,-0.0012,0.0087,0.0003,-0.0077,-0.0034,-1.01,0.42,0.01,0,4.022,0.194,0.374,0.082,0.010,-0.018,1.000,0.000,0.000,0.000,0.0090,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4484,0.0008,-0.0006,0.0087,0.0061,-0.0037,-0.0019,-1.05,0.47,0.01,0,4.033,-0.056,0.191,0.279,0.009,-0.020,0.999,0.000,0.000,0.000,0.0070,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
4535,0.0006,-0.0005,0.0079,0.0045,-0.0035,-0.0058,-1.05,0.46,0.01,0,4.022,-0.239,-0.081,0.123,0.010,-0.021,1.000,0.000,0.000,0.000,0.0070,4,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000
4586,0.0001,-0.0005,0.0073,0.0019,-0.0034,-0.0067,-1.05,0.49,0.02,0,4.033,0.067,0.104,-0.361,0.009,-0.019,0.999,0.000,0.000,0.000,0.0080,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4637,0.0000,-0.0001,0.0074,0.0016,-0.0009,-0.0047,-1.04,0.45,0.02,0,4.022,0.036,0.238,0.108,0.008,-0.019,0.999,0.000,0.000,0.000,0.0080,-3,7,0.00,0.00,0.00,0.0000,0.0000,0.0000
4688,0.0018,-0.0010,0.0075,0.0104,-0.0061,-0.0033,-1.04,0.47,0.02,0,4.033,-0.007,0.105,0.132,0.009,-0.022,1.001,0.000,0.000,0.000,0.0080,-1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4739,0.0001,-0.0008,0.0077,0.0004,-0.0048,-0.0014,-1.06,0.49,0.02,0,4.022,0.112,0.014,0.065,0.007,-0.019,0.999,0.000,0.000,0.000,0.0090,-2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4790,0.0008,-0.0005,0.0082,0.0046,-0.0033,0.0018,-1.08,0.51,0.03,0,4.033,-0.040,0.054,-0.086,0.009,-0.018,1.000,0.000,0.000,0.000,0.0090,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4841,-0.0002,-0.0007,0.0087,-0.0003,-0.0039,0.0038,-1.04,0.50,0.02,0,4.022,0.284,0.203,0.061,0.012,-0.021,0.999,0.000,0.000,0.000,0.0090,-1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4892,0.0001,-0.0012,0.0090,0.0015,-0.0061,0.0046,-1.05,0.50,0.02,0,4.033,0.061,0.278,0.082,0.009,-0.019,1.000,0.000,0.000,0.000,0.0060,-4,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
4943,0.0006,-0.0010,0.0078,0.0044,-0.0051,-0.0026,-1.03,0.49,0.02,0,4.022,0.173,-0.137,0.050,0.010,-0.023,1.000,0.000,0.000,0.000,0.0080,5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4994,-0.0001,0.0002,0.0078,0.0007,0.0008,-0.0019,-1.02,0.48,0.02,0,4.033,0.053,0.013,0.106,0.010,-0.020,0.999,0.000,0.000,0.000,0.0100,1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
5045,0.0010,-0.0006,0.0088,0.0064,-0.0033,0.0033,-1.01,0.46,0.03,0,3.822,-0.227,0.174,0.199,0.011,-0.019,1.004,0.000,0.000,0.000,0.0100,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
5096,0.0002,-0.0002,0.0095,0.0017,-0.0016,0.0059,-1.06,0.47,0.03,0,3.642,-1.042,-0.535,1.250,0.012,-0.026,0.996,0.000,0.000,0.000,0.0090,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
5147,0.0001,0.0004,0.0095,-0.0023,0.0086,0.0043,-1.07,0.49,0.04,0,3.700,0.481,0.323,-0.109,0.002,-0.032,0.999,0.000,0.000,0.000,0.0080,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
5198,0.0008,-0.0007,0.0090,-0.0020,0.0101,-0.0001,-1.04,0.41,0.03,0,3.748,-2.764,-2.502,3.400,-0.016,-0.041,0.967,0.000,0.000,0.000,0.0080,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
5250,-0.0002,-0.0013,0.0087,-0.0105,0.0129,0.0008,-1.11,0.67,0.20,0,3.743,-1.632,-1.323,10.612,0.004,-0.011,0.994,0.000,0.000,0.000,0.0070,4,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000
5301,-0.0043,-0.0002,0.0078,-0.0306,0.0235,-0.0066,-1.14,0.56,0.68,0,3.758,-2.111,-1.932,14.877,-0.010,-0.028,0.988,0.000,0.000,0.000,0.0100,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
5352,-0.0018,-0.0008,0.0087,-0.0175,0.0246,-0.0027,-1.03,0.61,1.30,0,3.758,1.417,-4.362,1.487,-0.016,-0.031,1.035,0.000,0.000,0.000,0.0070,0,8,0.00,0.00,0.00,0.0000,0.0000,0.0000
5403,-0.0020,-0.0005,0.0079,-0.0194,0.0292,-0.0036,-0.99,0.66,1.28,0,3.758,-3.124,1.821,-2.925,-0.003,-0.041,1.002,0.000,0.000,0.000,0.0110,10,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000
5454,-0.0037,-0.0006,0.0093,-0.0270,0.0296,0.0030,-0.80,0.52,1.08,0,3.753,6.706,0.045,4.658,-0.002,-0.010,0.996,0.000,0.000,0.000,0.0100,-16,15,0.00,0.00,0.00,0.0000,0.0000,0.0000
5505,-0.0110,0.0034,0.0096,-0.0643,0.0508,0.0022,-1.36,1.17,1.18,0,3.748,5.286,-4.954,8.326,0.017,-0.014,1.038,0.000,0.000,0.000,0.0130,-53,10,0.00,0.00,0.00,0.0000,0.0000,0.0000
5556,-0.0247,0.0365,0.0064,-0.1219,0.2051,-0.0149,-2.39,1.39,1.67,0,3.727,-1.897,4.526,6.640,0.015,-0.027,0.988,0.000,0.000,0.000,0.0080,-28,7,0.00,0.00,0.00,0.0000,0.0000,0.0000
5607,-0.0435,0.0800,-0.0060,-0.1961,0.3784,-0.0834,-3.45,1.94,1.96,0,3.721,17.008,0.284,11.524,0.023,-0.050,1.077,0.000,0.000,0.000,0.0090,-27,16,0.00,0.00,0.00,0.0000,0.0000,0.0000
5658,-0.0582,0.1186,-0.0128,-0.2355,0.4973,-0.0967,-3.43,2.05,2.37,0,3.716,64.627,-3.694,-0.913,0.011,-0.022,1.071,0.000,0.000,0.000,0.0120,-43,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
5710,-0.0713,0.1522,-0.0063,-0.2563,0.5579,-0.0061,-0.35,1.77,2.46,0,3.732,105.844,5.378,-0.908,0.017,-0.003,1.042,0.000,0.000,0.000,0.0040,-5,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
5762,-0.0791,0.1742,0.0042,-0.2450,0.5166,0.0752,5.38,1.46,2.32,0,3.737,83.057,35.395,11.744,-0.004,-0.008,0.948,0.000,0.000,0.000,0.0000,11,10,0.00,0.00,0.00,0.0000,0.0000,0.0000
5812,-0.0866,0.1663,0.0136,-0.2292,0.2978,0.1104,11.53,-0.22,2.83,0,3.727,-42.738,54.189,15.659,-0.013,0.002,0.820,0.000,0.000,0.000,0.0000,10,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
5864,-0.0832,0.1177,0.0047,-0.1570,-0.0830,-0.0276,12.77,-3.16,4.03,0,3.690,-140.365,35.771,7.720,-0.003,0.008,0.912,0.000,0.000,0.000,0.0000,5,-27,0.00,0.00,0.00,0.0000,0.0000,0.0000
5915,-0.0747,0.1168,0.0013,-0.0501,-0.1431,-0.1003,6.32,-6.18,4.28,0,3.679,-72.859,-54.320,16.307,-0.021,0.057,1.111,0.000,0.000,0.000,0.0000,-5,6,0.00,0.00,0.00,0.0000,0.0000,0.0000
5966,-0.0371,0.1190,-0.0090,0.1799,-0.1389,-0.1274,1.36,-4.69,4.39,0,3.669,8.484,-90.126,19.529,-0.017,0.053,1.111,0.000,0.000,0.000,0.0000,5,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000
6017,-0.0435,0.1004,-0.0054,0.1443,-0.1980,-0.0398,1.60,-0.18,5.63,0,3.684,10.775,40.868,-18.591,0.009,0.015,1.102,0.000,0.000,0.000,0.0090,0,-29,0.00,0.00,0.00,0.0000,0.0000,0.0000
6068,-0.0505,0.0940,0.0037,0.0806,-0.1845,0.0685,0.77,-1.51,4.74,0,3.695,-10.703,-20.241,-18.143,0.003,-0.002,0.998,0.000,0.000,0.000,0.0000,5,6,0.00,0.00,0.00,0.0000,0.0000,0.0000
