time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,motor_m1,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
2530,0.0245,-0.2755,0.0102,-0.0056,-0.0361,0.0063,-0.63,-0.15,-23.46,0,0.000,-0.080,-0.094,0.090,-0.004,-0.008,1.003,0.000,0.000,0.000
2631,0.0241,-0.2742,0.0103,-0.0073,-0.0272,0.0066,-0.63,-0.15,-23.43,0,0.000,-0.134,-0.127,-0.093,-0.002,-0.010,1.004,0.000,0.000,0.000
2732,0.0248,-0.2727,0.0104,-0.0034,-0.0176,0.0066,-0.68,-0.15,-23.41,0,0.000,-0.321,0.166,0.163,-0.002,-0.014,1.000,0.000,0.000,0.000
2834,0.0249,-0.2723,0.0105,-0.0022,-0.0145,0.0066,-0.68,-0.15,-23.41,0,0.000,0.199,0.081,0.057,-0.001,-0.012,0.999,0.000,0.000,0.000
2935,0.0249,-0.2725,0.0106,-0.0021,-0.0143,0.0067,-0.65,-0.15,-23.36,0,0.000,0.013,0.249,-0.026,-0.003,-0.013,1.002,0.000,0.000,0.000
0,0.0253,-0.2716,0.0095,-0.0001,-0.0087,0.0012,-0.65,-0.15,-23.34,0,0.000,-0.054,0.038,0.333,-0.006,-0.010,1.001,0.000,0.000,0.000
0,0.0253,-0.2730,0.0095,0.0004,-0.0158,0.0016,-0.67,-0.13,-23.31,0,0.000,-0.077,0.076,0.067,-0.006,-0.009,0.999,0.000,0.000,0.000
0,0.0249,-0.2724,0.0096,-0.0019,-0.0113,0.0019,-0.67,-0.13,-23.31,0,0.000,-0.039,-0.018,-0.182,-0.005,-0.011,1.001,0.000,0.000,0.000
0,0.0249,-0.2725,0.0096,-0.0019,-0.0115,0.0019,-0.27,-0.21,-23.27,0,0.000,-0.213,0.118,-0.131,-0.003,-0.012,0.999,0.000,0.000,0.000
0,0.0247,-0.2719,0.0096,-0.0030,-0.0077,0.0020,-0.27,-0.21,-23.27,0,0.000,0.011,-0.072,-0.306,-0.002,-0.009,1.001,0.000,0.000,0.000
0,0.0241,-0.2799,0.0103,-0.0059,-0.0510,0.0048,-0.27,-0.20,-23.23,0,0.000,-0.258,-0.074,0.009,-0.002,-0.009,1.001,0.000,0.000,0.000
0,0.0227,-0.2816,0.0102,-0.0139,-0.0580,0.0043,-0.27,-0.20,-23.20,0,0.000,-0.132,0.021,0.311,-0.002,-0.011,1.000,0.000,0.000,0.000
0,0.0226,-0.2818,0.0103,-0.0139,-0.0561,0.0045,-0.28,-0.20,-23.18,0,0.000,0.210,0.296,0.203,-0.002,-0.010,1.000,0.000,0.000,0.000
1,0.0223,-0.2825,0.0103,-0.0153,-0.0576,0.0044,-0.28,-0.20,-23.18,0,0.000,0.053,0.074,0.052,-0.003,-0.011,0.999,0.000,0.000,0.000
1,0.0221,-0.2831,0.0104,-0.0155,-0.0582,0.0043,-0.37,-0.19,-23.13,0,0.000,0.015,-0.156,-0.039,-0.003,-0.012,1.000,0.000,0.000,0.000
1,0.0219,-0.2837,0.0107,-0.0155,-0.0587,0.0057,-0.37,-0.19,-23.13,0,0.000,-0.261,0.037,-0.151,-0.003,-0.010,1.001,0.000,0.000,0.000
1,0.0223,-0.2829,0.0109,-0.0130,-0.0519,0.0065,-0.41,-0.17,-23.09,0,0.000,-0.270,0.194,-0.098,-0.006,-0.011,1.000,0.000,0.000,0.000
1,0.0224,-0.2826,0.0110,-0.0117,-0.0479,0.0069,-0.41,-0.17,-23.09,0,0.000,0.077,0.143,-0.085,-0.003,-0.010,0.998,0.000,0.000,0.000
1,0.0220,-0.2834,0.0110,-0.0129,-0.0500,0.0067,-0.41,-0.19,-23.07,0,0.000,-0.113,-0.038,0.180,-0.002,-0.010,0.999,0.000,0.000,0.000
1,0.0221,-0.2826,0.0112,-0.0119,-0.0435,0.0073,-0.41,-0.19,-23.04,0,0.000,-0.292,0.236,-0.392,-0.005,-0.010,1.002,0.000,0.000,0.000
1,0.0223,-0.2834,0.0090,-0.0105,-0.0454,-0.0040,-0.43,-0.18,-23.02,0,0.000,-0.054,-0.217,0.037,-0.005,-0.011,1.002,0.000,0.000,0.000
1,0.0222,-0.2838,0.0090,-0.0107,-0.0457,-0.0039,-0.43,-0.18,-22.97,0,0.000,-0.043,0.007,-0.180,-0.004,-0.013,1.002,0.000,0.000,0.000
2,0.0220,-0.2837,0.0089,-0.0115,-0.0426,-0.0038,-0.39,-0.17,-22.97,0,0.000,-0.118,0.116,0.074,-0.004,-0.009,1.003,0.000,0.000,0.000
2,0.0218,-0.2841,0.0089,-0.0115,-0.0428,-0.0040,-0.39,-0.17,-22.95,0,0.000,0.017,-0.290,-0.070,-0.004,-0.010,1.001,0.000,0.000,0.000
2,0.0217,-0.2845,0.0089,-0.0115,-0.0430,-0.0040,-0.49,-0.16,-22.92,0,0.000,-0.034,0.229,-0.046,-0.004,-0.012,1.000,0.000,0.000,0.000
2,0.0211,-0.2859,0.0097,-0.0143,-0.0480,0.0007,-0.49,-0.16,-22.88,0,0.000,0.039,-0.082,-0.115,-0.003,-0.013,1.001,0.000,0.000,0.000
2,0.0217,-0.2845,0.0098,-0.0109,-0.0388,0.0015,-0.58,-0.20,-22.86,0,0.000,-0.192,-0.019,-0.087,-0.003,-0.012,1.000,0.000,0.000,0.000
2,0.0215,-0.2844,0.0099,-0.0117,-0.0360,0.0019,-0.58,-0.20,-22.86,0,0.000,-0.176,-0.257,0.025,-0.002,-0.011,0.997,0.000,0.000,0.000
2,0.0214,-0.2847,0.0099,-0.0118,-0.0360,0.0021,-0.59,-0.16,-22.81,0,0.000,0.030,0.071,0.252,-0.002,-0.009,1.001,0.000,0.000,0.000
2,0.0230,-0.2835,0.0100,-0.0024,-0.0278,0.0027,-0.59,-0.16,-22.81,0,0.000,0.025,-0.042,-0.052,-0.002,-0.011,1.002,0.000,0.000,0.000
3,0.0229,-0.2845,0.0091,-0.0032,-0.0317,-0.0017,-0.58,-0.15,-22.77,0,0.000,-0.067,0.311,0.153,-0.005,-0.010,1.001,0.000,0.000,0.000
3,0.0221,-0.2835,0.0092,-0.0070,-0.0252,-0.0014,-0.58,-0.15,-22.77,0,0.000,-0.071,-0.138,-0.205,-0.005,-0.011,1.002,0.000,0.000,0.000
3,0.0221,-0.2843,0.0091,-0.0070,-0.0280,-0.0015,-0.60,-0.16,-22.72,0,0.000,-0.053,-0.015,0.342,-0.003,-0.009,1.000,0.000,0.000,0.000
3,0.0219,-0.2841,0.0091,-0.0077,-0.0257,-0.0017,-0.60,-0.16,-22.72,0,0.000,0.058,0.130,-0.068,-0.002,-0.011,0.999,0.000,0.000,0.000
3,0.0216,-0.2840,0.0091,-0.0083,-0.0235,-0.0015,-0.61,-0.13,-22.70,0,0.000,-0.062,-0.175,-0.248,-0.003,-0.010,0.999,0.000,0.000,0.000
3,0.0221,-0.2841,0.0086,-0.0054,-0.0230,-0.0039,-0.63,-0.14,-22.68,0,0.000,0.016,0.223,0.077,-0.003,-0.009,1.002,0.000,0.000,0.000
3,0.0214,-0.2838,0.0086,-0.0088,-0.0201,-0.0037,-0.68,-0.13,-22.65,0,0.000,0.009,-0.252,-0.141,-0.002,-0.011,1.000,0.000,0.000,0.000
3,0.0221,-0.2827,0.0086,-0.0049,-0.0135,-0.0033,-0.55,-0.18,-22.63,0,0.000,-0.062,0.087,0.319,-0.001,-0.009,1.000,0.000,0.000,0.000
3,0.0217,-0.2838,0.0085,-0.0069,-0.0182,-0.0035,-0.67,-0.18,-22.61,0,0.000,-0.039,-0.041,0.044,-0.003,-0.008,0.999,0.000,0.000,0.000
3,0.0221,-0.2829,0.0085,-0.0045,-0.0126,-0.0034,-0.69,-0.15,-22.58,0,0.000,-0.190,0.147,0.196,-0.002,-0.009,1.001,0.000,0.000,0.000
3,0.0218,-0.2866,0.0078,-0.0057,-0.0306,-0.0070,-0.65,-0.13,-22.56,0,0.000,-0.209,-0.077,0.093,-0.002,-0.011,1.001,0.000,0.000,0.000
3,0.0229,-0.2839,0.0078,0.0002,-0.0156,-0.0062,-0.63,-0.13,-22.54,0,0.000,-0.005,-0.009,0.256,-0.004,-0.010,1.001,0.000,0.000,0.000
3,0.0224,-0.2832,0.0078,-0.0020,-0.0111,-0.0062,-0.47,-0.21,-22.52,0,0.000,0.074,-0.070,-0.134,-0.004,-0.011,1.002,0.000,0.000,0.000
4,0.0216,-0.2841,0.0077,-0.0062,-0.0148,-0.0062,-0.53,-0.19,-22.49,0,0.000,0.074,0.274,0.262,-0.004,-0.012,0.999,0.000,0.000,0.000
4,0.0213,-0.2847,0.0076,-0.0071,-0.0169,-0.0063,-0.38,-0.24,-22.47,0,0.000,-0.014,0.311,0.007,-0.004,-0.011,0.998,0.000,0.000,0.000
4,0.0215,-0.2895,0.0081,-0.0054,-0.0405,-0.0036,-0.37,-0.24,-22.45,0,0.000,0.002,0.138,0.092,-0.005,-0.011,1.001,0.000,0.000,0.000
4,0.0216,-0.2883,0.0082,-0.0050,-0.0322,-0.0030,-0.39,-0.25,-22.43,0,0.000,-0.127,-0.140,-0.371,-0.006,-0.011,1.003,0.000,0.000,0.000
4,0.0213,-0.2924,0.0080,-0.0063,-0.0520,-0.0038,-0.31,-0.27,-22.41,0,0.000,-0.155,-0.054,0.277,-0.005,-0.009,0.999,0.000,0.000,0.000
4,0.0209,-0.2932,0.0079,-0.0078,-0.0537,-0.0038,-0.42,-0.23,-22.38,0,0.000,-0.289,-0.122,0.069,-0.002,-0.010,0.999,0.000,0.000,0.000
4,0.0214,-0.2934,0.0080,-0.0054,-0.0521,-0.0036,-0.22,-0.23,-22.36,0,0.000,0.094,0.180,0.042,-0.002,-0.010,0.998,0.000,0.000,0.000
4,0.0210,-0.2961,0.0087,-0.0073,-0.0637,-0.0000,-0.24,-0.22,-22.34,0,0.000,-0.184,-0.018,0.371,-0.003,-0.009,1.000,0.000,0.000,0.000
4,0.0212,-0.2937,0.0089,-0.0060,-0.0488,0.0016,-0.29,-0.22,-22.31,0,0.000,-0.063,-0.097,0.045,-0.002,-0.010,1.000,0.000,0.000,0.000
4,0.0191,-0.2988,0.0087,-0.0166,-0.0726,-0.0000,-0.29,-0.25,-22.29,0,0.000,0.007,0.121,0.264,-0.004,-0.009,1.000,0.000,0.000,0.000
4,0.0190,-0.2991,0.0087,-0.0168,-0.0712,0.0001,-0.34,-0.19,-22.27,0,0.000,-0.012,-0.142,-0.097,-0.004,-0.011,1.002,0.000,0.000,0.000
4,0.0191,-0.2987,0.0097,-0.0150,-0.0660,0.0056,-0.39,-0.18,-22.24,0,0.000,-0.385,-0.258,0.210,-0.005,-0.010,1.001,0.000,0.000,0.000
4,0.0197,-0.2996,0.0098,-0.0113,-0.0677,0.0054,-0.40,-0.18,-22.22,0,0.000,0.022,-0.370,-0.209,-0.003,-0.008,1.001,0.000,0.000,0.000
4,0.0187,-0.2987,0.0100,-0.0162,-0.0597,0.0062,-0.42,-0.18,-22.20,0,0.000,-0.087,0.223,0.038,-0.004,-0.010,1.001,0.000,0.000,0.000
4,0.0188,-0.2983,0.0101,-0.0145,-0.0548,0.0066,-0.47,-0.19,-22.18,0,0.000,0.009,-0.040,-0.333,-0.003,-0.011,1.002,0.000,0.000,0.000
4,0.0187,-0.2984,0.0102,-0.0143,-0.0531,0.0069,-0.47,-0.18,-22.16,0,0.000,0.033,0.055,-0.102,-0.004,-0.009,1.000,0.000,0.000,0.000
4,0.0189,-0.2985,0.0103,-0.0128,-0.0510,0.0073,-0.49,-0.16,-22.14,0,0.000,-0.061,0.097,0.231,-0.001,-0.009,1.002,0.000,0.000,0.000
5,0.0195,-0.2983,0.0103,-0.0093,-0.0471,0.0070,-0.54,-0.18,-22.11,0,0.000,-0.295,-0.192,-0.046,0.000,-0.011,1.001,0.000,0.000,0.000
5,0.0191,-0.2985,0.0104,-0.0106,-0.0462,0.0072,-0.54,-0.17,-22.09,0,0.000,-0.087,-0.119,0.029,-0.002,-0.009,1.001,0.000,0.000,0.000
5,0.0187,-0.2984,0.0105,-0.0122,-0.0430,0.0075,-0.57,-0.17,-22.07,0,0.000,-0.088,-0.012,0.087,-0.004,-0.008,1.001,0.000,0.000,0.000
5,0.0194,-0.2980,0.0106,-0.0083,-0.0384,0.0079,-0.57,-0.17,-22.05,0,0.000,-0.105,-0.130,0.192,-0.003,-0.011,1.000,0.000,0.000,0.000
5,0.0193,-0.2982,0.0108,-0.0082,-0.0374,0.0087,-0.60,-0.16,-22.03,0,0.000,0.175,-0.055,-0.313,-0.004,-0.010,0.998,0.000,0.000,0.000
0,0.0194,-0.2980,0.0109,-0.0071,-0.0344,0.0090,-0.61,-0.13,-22.00,0,0.000,0.081,-0.170,0.083,-0.003,-0.008,1.000,0.000,0.000,0.000
0,0.0192,-0.2984,0.0110,-0.0073,-0.0347,0.0090,-0.59,-0.17,-21.98,0,0.000,-0.037,-0.154,-0.031,-0.003,-0.008,1.001,0.000,0.000,0.000
0,0.0194,-0.2980,0.0111,-0.0060,-0.0306,0.0093,-0.59,-0.17,-21.96,0,0.000,-0.198,0.213,0.100,-0.003,-0.008,1.001,0.000,0.000,0.000
0,0.0185,-0.2978,0.0112,-0.0103,-0.0281,0.0094,-0.69,-0.14,-21.94,0,0.000,-0.369,0.167,0.150,-0.003,-0.010,1.001,0.000,0.000,0.000
0,0.0193,-0.2988,0.0113,-0.0059,-0.0319,0.0093,-0.70,-0.14,-21.91,0,0.000,-0.076,0.036,0.169,-0.004,-0.009,0.998,0.000,0.000,0.000
0,0.0198,-0.2958,0.0109,-0.0027,-0.0138,0.0069,-0.76,-0.18,-21.89,0,0.000,-0.140,-0.079,-0.046,-0.005,-0.009,1.001,0.000,0.000,0.000
1,0.0194,-0.2968,0.0110,-0.0046,-0.0180,0.0068,-0.76,-0.18,-21.87,0,0.000,0.183,0.032,-0.102,-0.006,-0.009,1.002,0.000,0.000,0.000
1,0.0204,-0.2959,0.0110,0.0017,-0.0114,0.0070,-0.71,-0.13,-21.85,0,0.000,-0.375,0.075,0.187,-0.003,-0.008,1.001,0.000,0.000,0.000
1,0.0208,-0.2962,0.0111,0.0035,-0.0123,0.0071,-0.71,-0.13,-21.83,0,0.000,-0.082,0.089,0.040,-0.001,-0.009,1.002,0.000,0.000,0.000
1,0.0200,-0.2970,0.0103,-0.0009,-0.0158,0.0022,-0.64,-0.16,-21.80,0,0.000,-0.030,-0.036,0.018,-0.002,-0.010,1.001,0.000,0.000,0.000
1,0.0193,-0.2970,0.0103,-0.0045,-0.0144,0.0021,-0.64,-0.16,-21.78,0,0.000,-0.079,0.076,-0.221,-0.003,-0.011,1.001,0.000,0.000,0.000
1,0.0190,-0.2966,0.0103,-0.0062,-0.0112,0.0023,-0.62,-0.16,-21.76,0,0.000,-0.199,-0.223,0.204,-0.003,-0.010,1.000,0.000,0.000,0.000
1,0.0192,-0.2989,0.0104,-0.0049,-0.0231,0.0023,-0.46,-0.18,-21.74,0,0.000,-0.221,0.239,0.037,-0.004,-0.008,1.001,0.000,0.000,0.000
1,0.0189,-0.2997,0.0104,-0.0062,-0.0259,0.0024,-0.49,-0.20,-21.72,0,0.000,-0.098,-0.024,0.308,-0.004,-0.009,1.002,0.000,0.000,0.000
2,0.0181,-0.3033,0.0103,-0.0101,-0.0449,0.0015,-0.41,-0.17,-21.69,0,0.000,0.095,0.153,0.223,-0.004,-0.010,0.999,0.000,0.000,0.000
2,0.0188,-0.3034,0.0089,-0.0058,-0.0428,-0.0056,-0.41,-0.16,-21.67,0,0.000,-0.182,-0.101,0.190,-0.004,-0.011,0.998,0.000,0.000,0.000
2,0.0174,-0.3052,0.0087,-0.0134,-0.0510,-0.0062,-0.41,-0.16,-21.65,0,0.000,-0.067,-0.186,-0.250,-0.004,-0.010,1.000,0.000,0.000,0.000
2,0.0168,-0.3061,0.0086,-0.0158,-0.0533,-0.0065,-0.44,-0.18,-21.63,0,0.000,-0.107,0.035,-0.183,-0.003,-0.011,1.000,0.000,0.000,0.000
2,0.0167,-0.3063,0.0086,-0.0155,-0.0515,-0.0061,-0.43,-0.17,-21.61,0,0.000,0.010,-0.064,0.238,-0.004,-0.012,0.999,0.000,0.000,0.000
2,0.0166,-0.3068,0.0085,-0.0156,-0.0516,-0.0060,-0.46,-0.17,-21.58,0,0.000,0.150,0.227,-0.345,-0.003,-0.010,1.000,0.000,0.000,0.000
2,0.0170,-0.3068,0.0083,-0.0122,-0.0486,-0.0070,-0.50,-0.17,-21.56,0,0.000,-0.188,0.057,0.099,-0.003,-0.011,0.998,0.000,0.000,0.000
3,0.0167,-0.3075,0.0082,-0.0135,-0.0505,-0.0073,-0.58,-0.14,-21.54,0,0.000,0.204,-0.069,0.032,-0.003,-0.010,0.999,0.000,0.000,0.000
3,0.0168,-0.3073,0.0082,-0.0123,-0.0468,-0.0069,-0.59,-0.18,-21.52,0,0.000,-0.105,-0.237,-0.138,-0.002,-0.010,0.999,0.000,0.000,0.000
3,0.0170,-0.3069,0.0082,-0.0109,-0.0423,-0.0066,-0.61,-0.12,-21.50,0,0.000,0.075,0.021,-0.016,-0.001,-0.011,1.003,0.000,0.000,0.000
3,0.0169,-0.3055,0.0082,-0.0112,-0.0324,-0.0059,-0.56,-0.18,-21.48,0,0.000,-0.153,0.186,0.091,-0.004,-0.012,1.003,0.000,0.000,0.000
3,0.0178,-0.3058,0.0067,-0.0051,-0.0325,-0.0131,-0.55,-0.12,-21.46,0,0.000,-0.003,0.015,0.038,-0.002,-0.012,0.999,0.000,0.000,0.000
3,0.0167,-0.3054,0.0066,-0.0113,-0.0282,-0.0131,-0.58,-0.17,-21.43,0,0.000,-0.205,0.316,0.149,-0.002,-0.011,1.000,0.000,0.000,0.000
3,0.0174,-0.3070,0.0065,-0.0068,-0.0355,-0.0134,-0.57,-0.17,-21.41,0,0.000,0.054,-0.083,-0.002,-0.002,-0.011,1.000,0.000,0.000,0.000
3,0.0160,-0.3071,0.0063,-0.0140,-0.0344,-0.0133,-0.66,-0.15,-21.39,0,0.000,0.086,-0.080,-0.007,-0.002,-0.010,0.999,0.000,0.000,0.000
3,0.0171,-0.3071,0.0063,-0.0070,-0.0326,-0.0128,-0.62,-0.12,-21.37,0,0.000,-0.140,-0.029,-0.156,-0.003,-0.010,0.999,0.000,0.000,0.000
3,0.0169,-0.3077,0.0069,-0.0080,-0.0343,-0.0088,-0.65,-0.12,-21.35,0,0.000,-0.239,-0.027,0.397,-0.003,-0.009,0.999,0.000,0.000,0.000
3,0.0171,-0.3060,0.0069,-0.0063,-0.0233,-0.0084,-0.66,-0.18,-21.33,0,0.000,-0.033,-0.190,-0.031,-0.003,-0.010,1.002,0.000,0.000,0.000
3,0.0161,-0.3069,0.0068,-0.0115,-0.0271,-0.0085,-0.69,-0.16,-21.31,0,0.000,-0.081,0.015,-0.144,-0.002,-0.008,1.002,0.000,0.000,0.000
4,0.0162,-0.3065,0.0067,-0.0101,-0.0234,-0.0084,-0.69,-0.14,-21.29,0,0.000,0.069,-0.039,0.183,-0.001,-0.010,1.001,0.000,0.000,0.000
4,0.0174,-0.3070,0.0066,-0.0032,-0.0244,-0.0083,-0.80,-0.14,-21.26,0,0.000,-0.137,0.014,0.133,-0.001,-0.012,1.000,0.000,0.000,0.000
4,0.0173,-0.3065,0.0063,-0.0032,-0.0204,-0.0097,-0.77,-0.15,-21.24,0,0.000,0.312,-0.127,-0.018,-0.001,-0.010,1.000,0.000,0.000,0.000
4,0.0169,-0.3066,0.0062,-0.0054,-0.0193,-0.0097,-0.83,-0.12,-21.22,0,0.000,0.094,-0.135,-0.228,-0.003,-0.010,1.002,0.000,0.000,0.000
4,0.0177,-0.3044,0.0061,-0.0005,-0.0063,-0.0092,-0.80,-0.18,-21.20,0,0.000,-0.188,0.006,0.012,-0.003,-0.009,1.001,0.000,0.000,0.000
4,0.0177,-0.3051,0.0060,-0.0004,-0.0092,-0.0090,-0.81,-0.15,-21.18,0,0.000,-0.265,-0.058,0.152,-0.003,-0.009,0.999,0.000,0.000,0.000
4,0.0175,-0.3037,0.0072,-0.0008,-0.0009,-0.0022,-0.81,-0.15,-21.16,0,0.000,-0.047,0.164,0.206,-0.004,-0.009,1.000,0.000,0.000,0.000
4,0.0187,-0.3048,0.0072,0.0057,-0.0066,-0.0022,-0.83,-0.13,-21.14,0,0.000,-0.206,0.043,-0.058,-0.005,-0.009,0.999,0.000,0.000,0.000
4,0.0182,-0.3044,0.0072,0.0030,-0.0036,-0.0021,-0.75,-0.09,-21.12,0,0.000,0.118,0.166,-0.004,-0.003,-0.011,1.000,0.000,0.000,0.000
4,0.0182,-0.3044,0.0072,0.0030,-0.0036,-0.0021,-0.76,-0.18,-21.09,0,0.000,0.021,0.043,0.249,-0.005,-0.013,1.002,0.000,0.000,0.000
4,0.0179,-0.3039,0.0071,0.0017,0.0007,-0.0020,-0.83,-0.15,-21.07,0,0.000,-0.230,0.039,0.383,-0.006,-0.011,1.003,0.000,0.000,0.000
4,0.0165,-0.3053,0.0072,-0.0066,-0.0076,-0.0018,-0.81,-0.18,-21.05,0,0.000,0.121,0.115,-0.152,-0.004,-0.011,1.001,0.000,0.000,0.000
4,0.0183,-0.3059,0.0071,0.0040,-0.0091,-0.0022,-0.76,-0.16,-21.03,0,0.000,-0.092,0.148,-0.059,-0.003,-0.009,0.999,0.000,0.000,0.000
4,0.0182,-0.3042,0.0071,0.0035,0.0004,-0.0021,-0.77,-0.13,-21.01,0,0.000,-0.055,-0.011,-0.169,-0.003,-0.010,1.002,0.000,0.000,0.000
4,0.0187,-0.3049,0.0071,0.0058,-0.0024,-0.0021,-0.77,-0.15,-20.98,0,0.000,-0.106,-0.033,-0.129,-0.002,-0.011,1.002,0.000,0.000,0.000
5,0.0179,-0.3056,0.0071,0.0012,-0.0069,-0.0020,-0.80,-0.15,-20.96,0,0.000,-0.094,-0.339,-0.211,-0.003,-0.008,0.999,0.000,0.000,0.000
5,0.0174,-0.3053,0.0070,-0.0021,-0.0037,-0.0014,-0.80,-0.12,-20.95,0,0.000,-0.078,0.045,-0.071,-0.002,-0.009,1.002,0.000,0.000,0.000
5,0.0177,-0.3056,0.0074,-0.0002,-0.0054,0.0007,-0.83,-0.13,-20.92,0,0.000,-0.205,-0.156,0.119,-0.001,-0.011,1.001,0.000,0.000,0.000
5,0.0180,-0.3050,0.0075,0.0012,-0.0010,0.0008,-0.66,-0.13,-20.90,0,0.000,0.160,-0.214,-0.295,-0.002,-0.009,0.999,0.000,0.000,0.000
5,0.0174,-0.3048,0.0075,-0.0021,0.0007,0.0010,-0.70,-0.17,-20.88,0,0.000,-0.174,-0.121,-0.016,-0.003,-0.009,0.998,0.000,0.000,0.000
