time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.4167,1.0522,0.0106,0.0077,0.0035,0.0033,0.38,0.03,7.78,0,3.880,0.061,0.064,-0.200,0.002,0.011,0.999,0.000,0.000,0.000,0.0120,-8,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8770,0.2290,1.0870,1.2630,2.7010,22,0.0000,0.0000,0.0000,0.0000,0.0000,0
102,0.4161,1.0514,0.0114,0.0036,0.0006,0.0061,0.41,-0.01,7.73,0,3.885,0.209,-0.052,-0.103,0.002,0.011,1.000,0.000,0.000,0.000,0.0140,5,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8800,0.1690,1.0870,1.2630,2.6980,22,0.0000,0.0000,0.0000,0.0000,0.0000,0
203,0.4170,1.0498,0.0128,0.0074,-0.0076,0.0120,0.48,0.04,7.69,0,3.880,-0.295,0.017,0.255,0.000,0.012,1.001,0.000,0.000,0.000,0.0100,4,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8800,0.1690,1.0870,1.2520,2.6980,22,0.0000,0.0000,0.0000,0.0000,0.0000,0
304,0.4121,1.0543,0.0119,-0.0192,0.0184,0.0050,0.42,0.17,7.65,0,3.885,-0.010,0.040,0.094,0.002,0.011,0.999,0.000,0.000,0.000,0.0110,-14,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8810,0.2210,1.0870,1.2520,2.7030,22,0.0000,0.0000,0.0000,0.0000,0.0000,0
405,0.4143,1.0508,0.0118,-0.0051,-0.0017,0.0029,0.40,0.15,7.61,0,3.880,0.092,-0.098,-0.198,-0.001,0.012,1.000,0.000,0.000,0.000,0.0100,3,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8810,0.2210,1.0870,1.2600,2.7030,22,0.0000,0.0000,0.0000,0.0000,0.0000,0
506,0.4135,1.0535,0.0112,-0.0073,0.0130,-0.0008,0.44,0.06,7.58,0,3.885,-0.046,0.004,0.337,0.002,0.013,1.003,0.000,0.000,0.000,0.0100,-5,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8760,0.1760,1.0860,1.2600,2.7080,22,0.0000,0.0000,0.0000,0.0000,0.0000,0
607,0.4140,1.0527,0.0107,-0.0027,0.0085,-0.0026,0.43,0.08,7.54,0,3.880,0.073,0.155,-0.044,-0.002,0.014,1.000,0.000,0.000,0.000,0.0070,4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8760,0.1760,1.0860,1.2590,2.7080,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
708,0.4089,1.0529,0.0090,-0.0291,0.0090,-0.0104,0.32,0.28,7.49,0,3.885,-0.043,0.010,-0.142,0.000,0.010,1.001,0.000,0.000,0.000,0.0130,-7,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8800,0.2350,1.0880,1.2590,2.6980,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
810,0.4082,1.0529,0.0105,-0.0262,0.0070,-0.0000,0.40,0.21,7.45,0,3.880,-0.134,-0.186,-0.054,0.000,0.011,0.999,0.000,0.000,0.000,0.0100,6,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8800,0.2350,1.0880,1.2600,2.6980,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
911,0.4067,1.0576,0.0103,-0.0282,0.0316,-0.0015,0.30,0.20,7.42,0,3.885,-0.300,0.139,-0.161,-0.001,0.010,1.000,0.000,0.000,0.000,0.0120,4,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8760,0.1750,1.0870,1.2600,2.6970,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
