time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,-0.1199,0.1914,0.0084,-0.0010,-0.0121,0.0003,-0.01,-0.18,-9.46,0,3.874,-0.104,-0.042,-0.018,-0.005,-0.003,1.000,0.000,0.000,0.000,0.0090,-1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7770,0.1390,1.1320,1.2580,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,-0.1212,0.1922,0.0087,-0.0080,-0.0064,0.0013,-0.01,-0.20,-9.42,0,3.874,-0.233,0.183,0.106,-0.005,-0.003,1.002,0.000,0.000,0.000,0.0080,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7790,0.1360,1.1290,1.2580,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,-0.1198,0.1922,0.0085,0.0001,-0.0055,-0.0006,-0.02,-0.21,-9.37,0,3.874,-0.069,-0.043,0.163,-0.004,-0.003,1.001,0.000,0.000,0.000,0.0100,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7790,0.1360,1.1290,1.2560,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
302,-0.1198,0.1922,0.0091,0.0001,-0.0052,0.0030,-0.04,-0.18,-9.32,0,3.880,-0.209,-0.064,0.052,-0.006,-0.002,0.998,0.000,0.000,0.000,0.0090,12,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7690,0.1350,1.1300,1.2560,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
404,-0.1196,0.1961,0.0092,0.0017,0.0178,0.0024,-0.11,-0.20,-9.27,0,3.874,-0.014,-0.335,0.197,-0.003,-0.004,1.000,0.000,0.000,0.000,0.0100,26,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7690,0.1350,1.1300,1.2580,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
505,-0.1184,0.1979,0.0097,0.0075,0.0263,0.0038,-0.05,-0.23,-9.22,0,3.880,-0.029,-0.189,-0.018,-0.003,-0.002,0.998,0.000,0.000,0.000,0.0100,-4,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7640,0.1360,1.1280,1.2580,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,-0.1197,0.1928,0.0101,-0.0002,-0.0037,0.0048,-0.06,-0.22,-9.18,0,3.869,0.175,-0.102,-0.253,-0.004,-0.003,0.997,0.000,0.000,0.000,0.0080,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7640,0.1360,1.1280,1.2530,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
707,-0.1190,0.1945,0.0094,0.0026,0.0061,-0.0010,-0.07,-0.20,-9.13,0,3.874,-0.107,-0.236,-0.162,-0.004,-0.002,1.000,0.000,0.000,0.000,0.0070,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7640,0.1380,1.1300,1.2530,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
808,-0.1196,0.1934,0.0083,-0.0006,0.0000,-0.0060,-0.05,-0.17,-9.09,0,3.874,-0.085,-0.055,-0.004,-0.005,-0.003,1.001,0.000,0.000,0.000,0.0080,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7640,0.1380,1.1300,1.2580,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
909,-0.1196,0.1934,0.0080,-0.0004,0.0007,-0.0057,-0.08,-0.20,-9.04,0,3.880,0.148,0.294,0.090,-0.006,-0.000,0.999,0.000,0.000,0.000,0.0060,-1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7620,0.1370,1.1270,1.2580,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1011,-0.1199,0.1928,0.0070,-0.0028,-0.0021,-0.0090,-0.07,-0.21,-9.00,0,3.869,-0.236,-0.028,0.118,-0.004,-0.003,1.000,0.000,0.000,0.000,0.0080,-9,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7620,0.1370,1.1270,1.2550,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1112,-0.1194,0.1916,0.0071,-0.0001,-0.0082,-0.0060,-0.10,-0.22,-8.95,0,3.874,-0.347,-0.069,0.392,-0.005,-0.002,1.001,0.000,0.000,0.000,0.0090,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7610,0.1330,1.1280,1.2550,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1214,-0.1196,0.1936,0.0078,-0.0005,0.0026,-0.0016,-0.12,-0.22,-8.91,0,3.874,-0.116,0.075,0.274,-0.002,-0.001,1.000,0.000,0.000,0.000,0.0050,3,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7610,0.1330,1.1280,1.2520,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1315,-0.1182,0.1937,0.0066,0.0072,0.0030,-0.0074,-0.11,-0.24,-8.85,0,3.874,-0.055,0.306,0.197,-0.005,-0.001,0.998,0.000,0.000,0.000,0.0070,-2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1360,1.1270,1.2520,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1416,-0.1190,0.1929,0.0066,0.0029,-0.0014,-0.0058,-0.12,-0.25,-8.82,0,3.874,-0.061,0.099,-0.109,-0.002,-0.003,1.000,0.000,0.000,0.000,0.0070,-39,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1360,1.1270,1.2560,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1518,-0.1182,0.1996,0.0065,0.0071,0.0344,-0.0056,-0.74,-0.24,-8.78,0,3.880,-0.251,0.176,-0.040,-0.004,-0.003,0.999,0.000,0.000,0.000,0.0080,-21,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7100,0.1370,1.1280,1.2560,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1570,-0.1176,0.2105,0.0067,0.0086,0.0792,-0.0039,-0.87,-0.21,-8.72,0,3.874,-0.070,0.002,0.241,-0.004,-0.002,0.999,0.000,0.000,0.000,0.0090,-1,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7100,0.1370,1.1280,1.2570,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1621,-0.1184,0.2069,0.0087,0.0017,0.0399,0.0083,-0.14,-0.17,-8.68,0,3.880,0.237,0.337,-0.039,-0.002,-0.003,0.998,0.000,0.000,0.000,0.0090,-2,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7180,0.1360,1.1280,1.2570,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1672,-0.1193,0.2025,0.0092,-0.0016,0.0109,0.0083,-0.13,-0.19,-8.63,0,3.874,-0.157,-0.062,-0.056,-0.002,-0.000,1.000,0.000,0.000,0.000,0.0080,-14,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7180,0.1360,1.1280,1.2570,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1723,-0.1170,0.2008,0.0089,0.0111,-0.0006,0.0051,-0.25,-0.30,-8.59,0,3.874,0.104,-0.039,0.254,-0.005,-0.001,1.000,0.000,0.000,0.000,0.0120,-5,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7280,0.1360,1.1290,1.2570,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1775,-0.1164,0.2061,0.0105,0.0115,0.0228,0.0112,-0.23,-0.26,-8.55,0,3.874,-0.139,0.087,-0.116,-0.004,0.000,1.002,0.000,0.000,0.000,0.0100,-13,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7280,0.1360,1.1290,1.2580,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1827,-0.1165,0.2049,0.0108,0.0077,0.0102,0.0097,-0.16,-0.29,-8.50,0,3.880,0.022,0.016,0.162,-0.004,-0.001,0.998,0.000,0.000,0.000,0.0070,21,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7520,0.1390,1.1300,1.2580,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1878,-0.1144,0.2066,0.0094,0.0174,0.0156,-0.0003,0.03,-0.36,-8.46,0,3.874,-0.199,0.183,-0.033,-0.003,-0.002,1.002,0.000,0.000,0.000,0.0090,-3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.7520,0.1390,1.1300,1.2550,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
