time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.5476,1.1092,0.0091,-0.0043,0.0060,-0.0029,-0.42,0.61,-179.05,0,4.128,-0.307,0.077,-0.027,0.013,-0.007,1.001,0.000,0.000,0.000,0.0090,-14,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5830,0.3180,1.3330,0.3040,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
100,0.5478,1.1094,0.0095,-0.0026,0.0059,-0.0002,-0.38,0.66,-178.47,0,4.128,-0.085,0.038,0.021,0.013,-0.006,1.000,0.000,0.000,0.000,0.0100,1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5830,0.3180,1.3330,0.3040,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
201,0.5482,1.1089,0.0093,-0.0002,0.0022,-0.0008,-0.42,0.61,-177.90,0,4.128,-0.089,0.014,0.068,0.011,-0.006,1.001,0.000,0.000,0.000,0.0100,2,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5830,0.3110,1.3350,0.3040,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
302,0.5482,1.1094,0.0097,0.0007,0.0038,0.0014,-0.39,0.63,-177.33,0,4.133,-0.038,-0.013,-0.472,0.011,-0.008,1.000,0.000,0.000,0.000,0.0120,1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5760,0.3110,1.3350,0.3040,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
403,0.5478,1.1092,0.0104,-0.0008,0.0016,0.0043,-0.45,0.63,-176.76,0,4.128,0.056,-0.119,0.103,0.012,-0.004,0.997,0.000,0.000,0.000,0.0110,-6,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5760,0.3160,1.3340,0.3000,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
505,0.5465,1.1086,0.0114,-0.0067,-0.0021,0.0070,-0.29,0.59,-176.18,0,4.128,-0.148,0.179,0.078,0.011,-0.008,1.001,0.000,0.000,0.000,0.0130,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5850,0.3160,1.3340,0.3000,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,0.5472,1.1113,0.0116,-0.0017,0.0103,0.0067,-0.34,0.63,-175.61,0,4.128,-0.051,-0.128,0.347,0.012,-0.005,1.000,0.000,0.000,0.000,0.0100,1,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5850,0.3170,1.3320,0.2960,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
707,0.5473,1.1110,0.0127,-0.0004,0.0060,0.0106,-0.34,0.57,-175.03,0,4.128,-0.250,-0.116,0.146,0.011,-0.007,1.003,0.000,0.000,0.000,0.0110,-1,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5740,0.3170,1.3320,0.2960,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
808,0.5437,1.1141,0.0118,-0.0169,0.0190,0.0048,-0.25,0.57,-174.46,0,4.133,-0.010,0.191,0.084,0.013,-0.006,0.999,0.000,0.000,0.000,0.0120,-3,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5740,0.3030,1.3370,0.3000,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
909,0.5443,1.1147,0.0117,-0.0117,0.0176,0.0035,-0.23,0.57,-173.89,0,4.128,-0.167,-0.150,-0.178,0.011,-0.005,1.000,0.000,0.000,0.000,0.0100,-5,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.5840,0.3030,1.3370,0.3000,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
