time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,range_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.0025,0.0964,0.0112,0.0060,0.0046,-0.0013,-1.33,0.64,-0.00,0,0.011,-0.086,0.061,-0.146,0.009,-0.014,1.002,0.000,0.000,0.000
0,-0.0018,0.1056,0.0109,0.0094,0.0540,-0.0029,-1.27,0.65,-0.00,0,0.011,0.018,0.009,0.026,0.012,-0.013,1.000,0.000,0.000,0.000
0,-0.0021,0.1045,0.0110,0.0078,0.0460,-0.0020,-1.24,0.65,-0.00,0,0.011,0.093,-0.129,-0.100,0.012,-0.011,0.999,0.000,0.000,0.000
0,-0.0021,0.1079,0.0107,0.0073,0.0626,-0.0037,-1.38,0.63,-0.00,0,0.011,0.127,0.137,0.113,0.012,-0.010,0.999,0.000,0.000,0.000
0,-0.0021,0.1073,0.0108,0.0069,0.0567,-0.0024,-1.40,0.67,-0.00,0,0.011,0.118,-0.198,-0.253,0.014,-0.011,1.000,0.000,0.000,0.000
0,-0.0021,0.1070,0.0110,0.0064,0.0532,-0.0015,-1.30,0.67,-0.01,0,0.015,-0.017,0.237,-0.096,0.014,-0.012,1.000,0.000,0.000,0.000
0,-0.0016,0.1111,0.0106,0.0083,0.0729,-0.0031,-1.33,0.67,-0.01,0,0.015,0.176,-0.192,0.267,0.013,-0.013,1.001,0.000,0.000,0.000
1,-0.0025,0.1121,0.0106,0.0033,0.0758,-0.0033,-1.17,0.54,0.00,0,0.015,-0.142,0.346,0.116,0.013,-0.013,1.002,0.000,0.000,0.000
1,-0.0025,0.1106,0.0109,0.0032,0.0650,-0.0017,-1.27,0.65,-0.00,0,0.015,0.141,-0.153,0.075,0.012,-0.010,1.001,0.000,0.000,0.000
1,-0.0025,0.1121,0.0107,0.0031,0.0705,-0.0024,-1.26,0.66,-0.00,0,0.015,-0.079,-0.212,0.001,0.011,-0.012,0.999,0.000,0.000,0.000
1,0.0007,0.1092,0.0129,0.0202,0.0524,0.0089,-1.21,0.66,-0.01,0,0.011,0.067,0.196,0.004,0.013,-0.011,1.000,0.000,0.000,0.000
1,-0.0019,0.1122,0.0129,0.0058,0.0662,0.0085,-1.24,0.66,-0.00,0,0.011,-0.089,-0.107,-0.155,0.012,-0.013,1.002,0.000,0.000,0.000
1,-0.0021,0.1126,0.0130,0.0046,0.0658,0.0088,-1.29,0.65,-0.00,0,0.011,0.122,-0.192,-0.009,0.010,-0.013,1.002,0.000,0.000,0.000
1,-0.0021,0.1121,0.0132,0.0044,0.0610,0.0095,-1.17,0.65,-0.00,0,0.011,0.206,0.285,-0.211,0.010,-0.010,1.001,0.000,0.000,0.000
2,-0.0021,0.1134,0.0132,0.0041,0.0655,0.0092,-1.20,0.65,-0.00,0,0.011,-0.262,-0.091,0.262,0.012,-0.013,1.001,0.000,0.000,0.000
2,-0.0017,0.1152,0.0123,0.0062,0.0728,0.0037,-1.17,0.65,-0.00,0,0.011,-0.027,-0.275,0.069,0.012,-0.015,1.001,0.000,0.000,0.000
2,-0.0017,0.1131,0.0126,0.0060,0.0586,0.0054,-1.17,0.66,-0.00,0,0.011,-0.099,-0.127,-0.040,0.013,-0.012,1.003,0.000,0.000,0.000
2,-0.0017,0.1140,0.0125,0.0057,0.0633,0.0050,-1.10,0.66,-0.00,0,0.011,0.052,0.292,-0.041,0.014,-0.009,1.000,0.000,0.000,0.000
2,-0.0017,0.1138,0.0126,0.0054,0.0597,0.0056,-1.06,0.64,0.00,0,0.011,0.227,0.074,-0.167,0.012,-0.011,1.000,0.000,0.000,0.000
2,-0.0017,0.1144,0.0127,0.0052,0.0606,0.0057,-1.12,0.65,-0.00,0,0.011,-0.168,-0.053,-0.024,0.012,-0.011,1.000,0.000,0.000,0.000
2,-0.0017,0.1135,0.0121,0.0049,0.0531,0.0026,-1.02,0.64,-0.00,0,0.012,-0.000,-0.123,-0.022,0.012,-0.012,1.001,0.000,0.000,0.000
2,-0.0013,0.1133,0.0122,0.0070,0.0494,0.0030,-1.04,0.67,-0.00,0,0.012,-0.064,0.059,0.032,0.012,-0.011,1.002,0.000,0.000,0.000
2,-0.0015,0.1152,0.0121,0.0056,0.0576,0.0028,-1.03,0.66,-0.00,0,0.012,-0.074,-0.160,0.228,0.011,-0.012,0.999,0.000,0.000,0.000
2,-0.0013,0.1135,0.0123,0.0067,0.0461,0.0040,-1.03,0.67,-0.00,0,0.012,0.029,-0.127,0.058,0.013,-0.011,1.000,0.000,0.000,0.000
2,-0.0019,0.1143,0.0123,0.0029,0.0489,0.0039,-0.97,0.66,-0.00,0,0.012,0.056,-0.097,-0.217,0.011,-0.011,1.002,0.000,0.000,0.000
3,-0.0017,0.1145,0.0122,0.0039,0.0480,0.0031,-0.96,0.66,-0.00,0,0.012,-0.201,-0.108,0.187,0.013,-0.012,0.999,0.000,0.000,0.000
3,-0.0019,0.1151,0.0123,0.0027,0.0493,0.0032,-0.93,0.66,-0.00,0,0.012,-0.026,0.021,0.104,0.012,-0.012,1.000,0.000,0.000,0.000
3,-0.0015,0.1143,0.0124,0.0048,0.0426,0.0038,-0.96,0.68,-0.00,0,0.012,-0.255,0.318,0.163,0.014,-0.012,1.001,0.000,0.000,0.000
3,-0.0015,0.1145,0.0124,0.0045,0.0420,0.0040,-0.75,0.65,-0.00,0,0.012,0.023,0.198,-0.098,0.016,-0.012,1.000,0.000,0.000,0.000
3,-0.0015,0.1143,0.0125,0.0043,0.0391,0.0041,-0.92,0.68,-0.00,0,0.012,-0.164,-0.102,-0.081,0.014,-0.012,0.999,0.000,0.000,0.000
3,-0.0019,0.1153,0.0123,0.0018,0.0430,0.0030,-0.94,0.70,-0.01,0,0.012,-0.031,-0.040,-0.174,0.012,-0.012,1.000,0.000,0.000,0.000
3,-0.0012,0.1112,0.0125,0.0053,0.0176,0.0044,-0.86,0.69,-0.01,0,0.012,0.143,0.036,-0.154,0.010,-0.012,1.001,0.000,0.000,0.000
3,-0.0019,0.1152,0.0126,0.0016,0.0394,0.0041,-0.85,0.71,-0.01,0,0.012,0.030,0.164,-0.089,0.011,-0.011,1.001,0.000,0.000,0.000
3,-0.0023,0.1164,0.0126,-0.0004,0.0427,0.0040,-0.83,0.69,-0.01,0,0.012,-0.027,0.141,-0.090,0.015,-0.011,0.999,0.000,0.000,0.000
3,-0.0021,0.1146,0.0127,0.0007,0.0324,0.0048,-0.89,0.69,-0.01,0,0.012,0.149,-0.212,0.097,0.013,-0.012,0.999,0.000,0.000,0.000
3,-0.0025,0.1149,0.0125,-0.0013,0.0311,0.0031,-0.85,0.69,-0.01,0,0.012,-0.114,0.025,0.277,0.010,-0.012,1.000,0.000,0.000,0.000
3,-0.0021,0.1146,0.0125,0.0011,0.0294,0.0032,-0.79,0.70,-0.01,0,0.012,0.014,0.063,-0.203,0.010,-0.010,1.000,0.000,0.000,0.000
3,-0.0021,0.1166,0.0125,0.0007,0.0374,0.0031,-0.85,0.66,-0.01,0,0.012,-0.026,-0.109,0.022,0.012,-0.012,0.999,0.000,0.000,0.000
3,-0.0021,0.1156,0.0126,0.0007,0.0319,0.0034,-0.74,0.65,-0.01,0,0.012,-0.037,-0.028,-0.198,0.012,-0.011,0.999,0.000,0.000,0.000
3,-0.0023,0.1149,0.0127,-0.0002,0.0251,0.0037,-0.79,0.68,-0.01,0,0.012,-0.012,-0.065,0.110,0.012,-0.011,1.000,0.000,0.000,0.000
3,-0.0014,0.1165,0.0124,0.0044,0.0330,0.0018,-0.81,0.68,-0.01,0,0.009,-0.001,0.027,0.047,0.015,-0.012,1.000,0.000,0.000,0.000
3,-0.0012,0.1142,0.0125,0.0052,0.0187,0.0025,-0.80,0.69,-0.01,0,0.009,-0.185,-0.123,0.056,0.015,-0.015,1.000,0.000,0.000,0.000
4,-0.0019,0.1157,0.0125,0.0014,0.0260,0.0023,-0.76,0.69,-0.01,0,0.009,0.134,0.043,-0.083,0.010,-0.010,1.002,0.000,0.000,0.000
4,-0.0019,0.1165,0.0125,0.0013,0.0295,0.0022,-0.76,0.69,-0.01,0,0.009,-0.088,0.067,0.142,0.012,-0.010,1.000,0.000,0.000,0.000
4,-0.0021,0.1165,0.0125,0.0000,0.0282,0.0023,-0.71,0.69,-0.01,0,0.009,0.051,0.062,0.094,0.012,-0.015,1.000,0.000,0.000,0.000
4,-0.0021,0.1158,0.0111,0.0003,0.0230,-0.0052,-0.69,0.68,-0.01,0,0.014,0.053,-0.050,-0.005,0.012,-0.012,1.000,0.000,0.000,0.000
4,-0.0021,0.1160,0.0110,0.0007,0.0228,-0.0052,-0.74,0.68,-0.01,0,0.014,0.180,0.095,-0.310,0.010,-0.012,0.998,0.000,0.000,0.000
4,-0.0023,0.1151,0.0110,-0.0004,0.0170,-0.0049,-0.80,0.68,-0.01,0,0.014,0.061,0.017,0.078,0.010,-0.013,0.999,0.000,0.000,0.000
4,-0.0020,0.1147,0.0110,0.0006,0.0140,-0.0047,-0.64,0.68,-0.01,0,0.014,-0.028,-0.060,-0.039,0.012,-0.011,1.000,0.000,0.000,0.000
4,-0.0020,0.1162,0.0109,0.0006,0.0212,-0.0048,-0.68,0.67,-0.01,0,0.014,0.136,0.118,-0.111,0.012,-0.010,1.000,0.000,0.000,0.000
4,-0.0021,0.1145,0.0123,0.0005,0.0099,0.0029,-0.70,0.69,-0.02,0,0.010,-0.083,0.128,0.133,0.010,-0.010,1.002,0.000,0.000,0.000
4,-0.0019,0.1155,0.0123,0.0015,0.0149,0.0027,-0.68,0.67,-0.01,0,0.010,0.140,0.028,-0.222,0.014,-0.009,1.001,0.000,0.000,0.000
4,-0.0019,0.1156,0.0123,0.0013,0.0149,0.0026,-0.68,0.67,-0.02,0,0.010,-0.054,0.408,-0.110,0.011,-0.013,0.999,0.000,0.000,0.000
4,-0.0023,0.1163,0.0124,-0.0011,0.0175,0.0024,-0.64,0.67,-0.02,0,0.010,0.079,0.137,0.243,0.012,-0.014,0.996,0.000,0.000,0.000
4,-0.0019,0.1157,0.0124,0.0012,0.0143,0.0026,-0.61,0.68,-0.02,0,0.010,0.106,-0.155,-0.042,0.011,-0.013,0.999,0.000,0.000,0.000
4,-0.0018,0.1160,0.0114,0.0012,0.0148,-0.0027,-0.61,0.68,-0.02,0,0.008,-0.115,0.079,-0.381,0.010,-0.013,1.001,0.000,0.000,0.000
4,-0.0018,0.1154,0.0114,0.0012,0.0107,-0.0026,-0.68,0.67,-0.02,0,0.008,-0.013,0.016,0.019,0.011,-0.011,0.999,0.000,0.000,0.000
4,-0.0023,0.1148,0.0113,-0.0010,0.0068,-0.0025,-0.57,0.65,-0.02,0,0.008,-0.192,0.283,0.202,0.013,-0.012,1.000,0.000,0.000,0.000
4,-0.0023,0.1148,0.0113,-0.0010,0.0063,-0.0027,-0.58,0.69,-0.02,0,0.008,-0.071,-0.095,0.301,0.014,-0.012,0.998,0.000,0.000,0.000
4,-0.0021,0.1164,0.0113,0.0002,0.0153,-0.0028,-0.64,0.67,-0.02,0,0.008,-0.098,0.178,0.143,0.015,-0.011,0.997,0.000,0.000,0.000
4,-0.0016,0.1141,0.0099,0.0025,0.0014,-0.0101,-0.67,0.68,-0.01,0,0.009,-0.163,0.037,-0.125,0.012,-0.014,0.998,0.000,0.000,0.000
4,-0.0024,0.1143,0.0098,-0.0024,0.0022,-0.0100,-0.66,0.67,-0.02,0,0.009,-0.126,0.260,-0.321,0.009,-0.011,1.001,0.000,0.000,0.000
5,-0.0020,0.1156,0.0098,0.0000,0.0088,-0.0100,-0.61,0.68,-0.02,0,0.009,0.003,-0.116,-0.374,0.009,-0.011,1.000,0.000,0.000,0.000
5,-0.0022,0.1164,0.0096,-0.0011,0.0129,-0.0102,-0.61,0.67,-0.02,0,0.009,0.130,0.058,-0.075,0.012,-0.012,1.000,0.000,0.000,0.000
