time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,0.2649,-0.5397,0.0117,0.0053,-0.0040,-0.0009,-1.81,0.63,-1.22,0,4.028,-0.101,0.029,-0.188,0.013,-0.031,0.000,0.000,0.000,0.000
50,0.2649,-0.5398,0.0109,0.0052,-0.0032,-0.0035,-1.81,0.68,-1.21,0,4.022,0.050,0.110,0.059,0.014,-0.032,0.000,0.000,0.000,0.000
102,0.2640,-0.5397,0.0109,0.0011,-0.0027,-0.0018,-1.80,0.63,-1.21,0,4.028,0.181,0.269,-0.154,0.013,-0.036,0.000,0.000,0.000,0.000
153,0.2649,-0.5404,0.0092,0.0052,-0.0065,-0.0095,-1.80,0.63,-1.21,0,4.017,0.120,0.123,-0.107,0.012,-0.032,0.000,0.000,0.000,0.000
204,0.2649,-0.5398,0.0089,0.0046,-0.0037,-0.0078,-1.80,0.65,-1.21,0,4.022,-0.147,-0.147,-0.112,0.011,-0.032,0.000,0.000,0.000,0.000
254,0.2649,-0.5398,0.0096,0.0044,-0.0030,-0.0005,-1.80,0.65,-1.20,0,4.017,-0.124,-0.148,-0.108,0.011,-0.033,0.000,0.000,0.000,0.000
306,0.2648,-0.5397,0.0107,0.0040,-0.0026,0.0065,-1.80,0.63,-1.19,0,4.028,-0.211,-0.285,-0.112,0.012,-0.031,0.000,0.000,0.000,0.000
357,0.2649,-0.5397,0.0110,0.0047,-0.0029,0.0073,-1.79,0.62,-1.19,0,4.022,0.040,-0.131,0.157,0.013,-0.033,0.000,0.000,0.000,0.000
408,0.2650,-0.5398,0.0104,0.0049,-0.0035,0.0035,-1.79,0.62,-1.19,0,4.022,0.043,-0.005,0.311,0.012,-0.034,0.000,0.000,0.000,0.000
459,0.2650,-0.5398,0.0108,0.0053,-0.0034,0.0059,-1.79,0.62,-1.18,0,4.022,-0.007,0.135,0.087,0.011,-0.033,0.000,0.000,0.000,0.000
510,0.2647,-0.5398,0.0103,0.0037,-0.0038,0.0028,-1.79,0.71,-1.16,0,4.022,-0.113,-0.084,-0.145,0.012,-0.032,0.000,0.000,0.000,0.000
561,0.2649,-0.5397,0.0115,0.0047,-0.0038,0.0087,-1.79,0.62,-1.16,0,4.017,0.016,-0.042,-0.095,0.011,-0.031,0.000,0.000,0.000,0.000
612,0.2647,-0.5398,0.0108,0.0035,-0.0038,0.0033,-1.79,0.62,-1.16,0,4.028,0.005,-0.074,-0.128,0.011,-0.033,0.000,0.000,0.000,0.000
663,0.2649,-0.5397,0.0110,0.0052,-0.0034,0.0045,-1.79,0.65,-1.15,0,4.022,-0.164,-0.152,0.060,0.012,-0.031,0.000,0.000,0.000,0.000
714,0.2649,-0.5397,0.0099,0.0046,-0.0037,-0.0020,-1.79,0.68,-1.14,0,4.028,-0.053,0.233,-0.212,0.013,-0.034,0.000,0.000,0.000,0.000
765,0.2649,-0.5397,0.0095,0.0043,-0.0037,-0.0024,-1.78,0.62,-1.14,0,4.022,0.146,0.082,-0.013,0.013,-0.033,0.000,0.000,0.000,0.000
815,0.2649,-0.5398,0.0097,0.0041,-0.0036,0.0000,-1.78,0.63,-1.13,0,4.028,0.034,-0.096,0.388,0.011,-0.031,0.000,0.000,0.000,0.000
867,0.2644,-0.5398,0.0094,0.0012,-0.0035,-0.0003,-1.78,0.66,-1.12,0,4.017,-0.108,0.033,0.045,0.014,-0.034,0.000,0.000,0.000,0.000
918,0.2651,-0.5399,0.0097,0.0046,-0.0039,0.0020,-1.78,0.66,-1.12,0,4.028,-0.284,-0.057,-0.042,0.011,-0.032,0.000,0.000,0.000,0.000
969,0.2651,-0.5399,0.0099,0.0043,-0.0041,0.0034,-1.77,0.69,-1.10,0,4.022,-0.032,-0.152,-0.379,0.013,-0.034,0.000,0.000,0.000,0.000
1020,0.2623,-0.5400,0.0101,-0.0083,-0.0042,0.0044,-1.77,0.63,-1.11,0,4.022,-0.237,-0.141,0.070,0.011,-0.034,0.000,0.000,0.000,0.000
1071,0.2649,-0.5403,0.0098,0.0046,-0.0054,0.0024,-1.78,0.64,-1.10,0,4.022,-0.034,0.068,-0.271,0.014,-0.033,0.000,0.000,0.000,0.000
1122,0.2649,-0.5400,0.0100,0.0039,-0.0040,0.0037,-1.77,0.63,-1.10,0,4.028,0.099,-0.224,0.147,0.013,-0.035,0.000,0.000,0.000,0.000
1172,0.2650,-0.5401,0.0110,0.0048,-0.0048,0.0095,-1.78,0.63,-1.09,0,4.017,0.033,0.038,0.129,0.013,-0.033,0.000,0.000,0.000,0.000
1224,0.2651,-0.5402,0.0104,0.0044,-0.0051,0.0047,-1.77,0.62,-1.09,0,4.028,-0.239,0.117,0.013,0.012,-0.029,0.000,0.000,0.000,0.000
1275,0.2648,-0.5404,0.0108,0.0034,-0.0053,0.0064,-1.78,0.62,-1.08,0,4.022,0.236,-0.112,-0.344,0.011,-0.032,0.000,0.000,0.000,0.000
1326,0.2654,-0.5405,0.0115,0.0048,-0.0047,0.0092,-1.77,0.61,-1.08,0,4.028,0.029,-0.177,0.091,0.012,-0.033,0.000,0.000,0.000,0.000
1377,0.2656,-0.5408,0.0116,0.0049,-0.0061,0.0082,-1.76,0.61,-1.07,0,4.022,0.042,0.185,0.060,0.011,-0.033,0.000,0.000,0.000,0.000
1428,0.2659,-0.5412,0.0100,0.0056,-0.0076,-0.0011,-1.76,0.67,-1.06,0,4.028,0.058,0.289,0.287,0.013,-0.036,0.000,0.000,0.000,0.000
1478,0.2656,-0.5407,0.0091,0.0042,-0.0055,-0.0042,-1.77,0.76,-1.04,0,4.017,-0.016,0.073,-0.198,0.013,-0.034,0.000,0.000,0.000,0.000
1529,0.2635,-0.5399,0.0090,-0.0026,-0.0026,-0.0030,-1.79,0.67,-1.05,0,4.028,-0.057,-0.166,0.224,0.012,-0.034,0.000,0.000,0.000,0.000
