time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,0.0037,0.0024,0.0013,0.33,-0.01,-70.04,0.010,-0.076,0.056,-0.123
0,0.0080,-0.0031,0.0013,0.31,-0.07,-69.97,0.010,-0.099,-0.001,0.098
0,0.0081,-0.0039,0.0036,0.31,-0.08,-69.91,0.010,-0.039,-0.215,0.139
0,0.0028,0.0006,0.0038,0.34,-0.03,-69.84,0.010,-0.185,0.031,0.163
0,0.0013,0.0048,0.0040,0.34,0.01,-69.78,0.010,-0.236,-0.027,-0.048
0,0.0013,0.0048,0.0039,0.34,0.01,-69.71,0.008,-0.064,0.274,-0.157
0,-0.0022,0.0034,0.0040,0.37,0.01,-69.65,0.008,0.257,-0.003,-0.095
0,0.0011,-0.0053,0.0008,0.37,-0.07,-69.58,0.008,-0.043,0.005,0.084
0,0.0046,0.0027,0.0010,0.32,-0.02,-69.52,0.008,-0.040,0.173,0.017
0,0.0015,0.0040,0.0011,0.35,-0.00,-69.45,0.008,0.039,-0.259,-0.420
0,0.0017,0.0040,0.0013,0.35,-0.00,-69.39,0.012,-0.279,0.091,0.114
0,-0.0044,-0.0009,0.0015,0.41,-0.02,-69.32,0.012,0.164,0.028,0.125
0,0.0061,0.0031,0.0082,0.31,-0.02,-69.26,0.012,-0.130,0.095,0.321
0,0.0048,0.0025,0.0082,0.33,-0.02,-69.19,0.012,-0.106,0.118,-0.068
1,0.0043,0.0035,0.0083,0.33,-0.01,-69.13,0.012,0.180,0.044,-0.132
1,0.0010,0.0047,0.0086,0.35,0.00,-69.06,0.008,-0.377,-0.002,-0.127
1,-0.0011,0.0037,0.0087,0.37,0.00,-69.00,0.008,-0.171,-0.007,0.014
1,0.0023,-0.0016,0.0031,0.36,-0.05,-68.93,0.008,0.005,0.045,-0.038
1,-0.0009,0.0035,0.0033,0.36,0.00,-68.87,0.008,-0.055,-0.106,0.028
1,0.0002,0.0038,0.0034,0.35,0.00,-68.80,0.008,0.074,0.196,0.104
1,0.0045,0.0027,0.0036,0.33,-0.02,-68.74,0.006,0.051,-0.100,-0.049
1,0.0014,0.0039,0.0038,0.35,-0.00,-68.67,0.006,-0.024,-0.131,0.288
1,0.0052,-0.0062,-0.0051,0.35,-0.08,-68.61,0.006,0.168,-0.209,-0.117
1,0.0053,-0.0064,-0.0049,0.35,-0.08,-68.55,0.006,0.246,-0.055,-0.280
