time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.1706,1.0706,0.0121,-0.0135,-0.0191,-0.0014,0.14,-0.57,-36.10,0,3.832,-0.165,0.367,0.140,-0.008,0.001,1.001,0.000,0.000,0.000,0.0130,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9380,0.2770,1.1330,1.2440,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
102,0.1759,1.0688,0.0125,0.0158,-0.0229,0.0017,0.10,-0.52,-35.92,0,3.838,-0.292,0.012,0.272,-0.008,-0.001,0.998,0.000,0.000,0.000,0.0130,-1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2750,1.1300,1.2440,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
203,0.1723,1.0689,0.0129,-0.0073,-0.0160,0.0031,0.09,-0.48,-35.74,0,3.832,-0.088,0.387,-0.130,-0.007,0.002,1.000,0.000,0.000,0.000,0.0110,-1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2750,1.1300,1.2470,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
305,0.1741,1.0663,0.0122,0.0031,-0.0253,-0.0015,0.11,-0.44,-35.56,0,3.843,0.091,-0.148,0.084,-0.008,-0.002,0.999,0.000,0.000,0.000,0.0140,1,-15,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9410,0.2850,1.1330,1.2470,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
407,0.1754,1.0698,0.0131,0.0098,-0.0001,0.0037,-0.12,-0.50,-35.38,0,3.832,0.106,-0.134,0.074,-0.007,0.001,1.000,0.000,0.000,0.000,0.0100,-13,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9410,0.2850,1.1330,1.2480,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
510,0.1766,1.0663,0.0120,0.0118,-0.0176,-0.0029,-0.00,-0.48,-35.21,0,3.843,-0.429,-0.064,0.351,-0.009,-0.002,0.999,0.000,0.000,0.000,0.0110,5,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9400,0.2780,1.1320,1.2480,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
611,0.1824,1.0706,0.0115,0.0384,0.0099,-0.0043,-0.22,-0.44,-35.04,0,3.832,-0.285,-0.194,0.113,-0.009,0.000,0.999,0.000,0.000,0.000,0.0140,10,9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9400,0.2780,1.1320,1.2440,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
713,0.1844,1.0720,0.0125,0.0417,0.0168,0.0021,-0.20,-0.47,-34.87,0,3.838,-0.020,-0.119,-0.056,-0.008,0.000,1.002,0.000,0.000,0.000,0.0120,6,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2850,1.1350,1.2440,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
814,0.1826,1.0722,0.0125,0.0236,0.0164,0.0021,-0.14,-0.39,-34.70,0,3.832,0.025,-0.022,-0.007,-0.009,0.002,1.000,0.000,0.000,0.000,0.0120,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2850,1.1350,1.2450,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
915,0.1824,1.0720,0.0124,0.0166,0.0145,0.0012,-0.10,-0.33,-34.53,0,3.843,-0.251,0.373,0.284,-0.008,0.000,1.001,0.000,0.000,0.000,0.0120,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2770,1.1310,1.2450,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1016,0.1826,1.0722,0.0123,0.0134,0.0142,0.0003,-0.07,-0.34,-34.36,0,3.832,-0.158,0.452,0.177,-0.009,-0.001,1.002,0.000,0.000,0.000,0.0120,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2770,1.1310,1.2430,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1117,0.1821,1.0718,0.0122,0.0070,0.0107,-0.0000,-0.03,-0.29,-34.19,0,3.843,-0.016,-0.084,-0.033,-0.008,-0.001,1.002,0.000,0.000,0.000,0.0110,7,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9380,0.2840,1.1310,1.2430,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1218,0.1832,1.0720,0.0117,0.0116,0.0106,-0.0019,-0.01,-0.38,-34.03,0,3.832,-0.188,0.046,0.067,-0.007,0.001,1.001,0.000,0.000,0.000,0.0130,6,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9380,0.2840,1.1310,1.2460,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1320,0.1827,1.0720,0.0123,0.0068,0.0105,0.0026,-0.00,-0.33,-33.86,0,3.832,0.127,0.064,-0.374,-0.006,-0.001,1.002,0.000,0.000,0.000,0.0120,1,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9400,0.2790,1.1340,1.2460,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1421,0.1762,1.0705,0.0123,-0.0304,0.0012,0.0023,0.06,-0.18,-33.70,0,3.832,0.277,-0.198,-0.118,-0.006,0.000,1.000,0.000,0.000,0.000,0.0100,15,-14,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9400,0.2790,1.1340,1.2430,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1522,0.1788,1.0774,0.0115,-0.0129,0.0383,-0.0023,0.04,-0.16,-33.53,0,3.838,-0.045,0.306,0.108,-0.010,0.002,1.000,0.000,0.000,0.000,0.0080,4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9390,0.2850,1.1350,1.2430,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1573,0.1784,1.0724,0.0102,-0.0131,0.0079,-0.0076,0.01,-0.20,-33.37,0,3.832,-0.216,-0.025,0.209,-0.006,0.001,1.004,0.000,0.000,0.000,0.0100,5,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9390,0.2850,1.1350,1.2510,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1624,0.1772,1.0756,0.0099,-0.0173,0.0242,-0.0066,0.02,-0.27,-33.20,0,3.838,0.051,-0.111,0.076,-0.009,0.001,0.999,0.000,0.000,0.000,0.0120,-5,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9290,0.2710,1.1340,1.2510,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1675,0.1772,1.0719,0.0107,-0.0152,0.0019,-0.0007,0.03,-0.20,-33.04,0,3.838,-0.095,-0.148,0.017,-0.007,-0.000,0.999,0.000,0.000,0.000,0.0110,-4,9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9290,0.2710,1.1340,1.2430,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1726,0.1783,1.0723,0.0109,-0.0073,0.0032,0.0008,-0.01,-0.25,-32.87,0,3.827,-0.321,-0.041,0.177,-0.007,-0.000,0.999,0.000,0.000,0.000,0.0120,-8,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2830,1.1350,1.2430,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1777,0.1761,1.0728,0.0114,-0.0178,0.0039,0.0037,-0.01,-0.33,-32.71,0,3.832,-0.350,-0.015,0.012,-0.007,-0.001,1.000,0.000,0.000,0.000,0.0100,-5,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2830,1.1350,1.2460,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1830,0.1764,1.0733,0.0110,-0.0142,0.0057,0.0006,0.06,-0.34,-32.56,0,3.838,-0.273,-0.141,-0.016,-0.009,0.001,1.003,0.000,0.000,0.000,0.0120,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9310,0.2780,1.1290,1.2460,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1882,0.1772,1.0737,0.0115,-0.0090,0.0083,0.0043,0.01,-0.31,-32.40,0,3.838,-0.085,0.104,-0.075,-0.006,0.001,1.000,0.000,0.000,0.000,0.0120,-6,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9310,0.2780,1.1290,1.2440,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1934,0.1765,1.0726,0.0119,-0.0114,0.0009,0.0055,0.02,-0.36,-32.24,0,3.832,-0.071,0.225,-0.123,-0.007,-0.000,1.001,0.000,0.000,0.000,0.0120,0,-22,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2730,1.1300,1.2440,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1985,0.1754,1.0721,0.0122,-0.0164,-0.0024,0.0053,0.12,-0.50,-32.08,0,3.838,-0.095,-0.096,-0.121,-0.009,0.000,1.001,0.000,0.000,0.000,0.0120,-10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2730,1.1300,1.2460,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
2036,0.1774,1.0684,0.0124,-0.0063,-0.0192,0.0051,0.05,-0.43,-31.96,0,3.838,-0.143,-0.116,0.053,-0.009,-0.001,1.000,0.000,0.000,0.000,0.0100,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2720,1.1300,1.2460,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
2087,0.1792,1.0694,0.0116,0.0032,-0.0107,-0.0001,0.08,-0.46,-31.81,0,3.832,-0.170,-0.013,0.122,-0.008,0.000,1.002,0.000,0.000,0.000,0.0140,-12,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2720,1.1300,1.2460,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
2138,0.1769,1.0668,0.0127,-0.0098,-0.0220,0.0062,0.08,-0.44,-31.65,0,3.838,0.058,-0.125,-0.226,-0.007,0.001,0.999,0.000,0.000,0.000,0.0130,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2720,1.1320,1.2460,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
2189,0.1773,1.0681,0.0131,-0.0072,-0.0105,0.0065,0.08,-0.40,-31.50,0,3.838,-0.083,0.189,-0.087,-0.009,0.002,1.000,0.000,0.000,0.000,0.0160,2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2720,1.1320,1.2410,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
2240,0.1779,1.0683,0.0146,-0.0030,-0.0065,0.0124,0.03,-0.39,-31.35,0,3.838,-0.175,-0.212,0.027,-0.007,0.002,1.002,0.000,0.000,0.000,0.0120,-13,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9320,0.2760,1.1310,1.2410,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
