time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count,canfly,is_tumbled,ctrltarget_z,motor_m1req
15511,0.0081,-0.1361,0.0068,-0.0022,0.0493,0.0056,0.72,0.54,0.00,0,4.138,-0.374,0.091,-0.063,0.010,0.020,1.002,0.000,0.000,0.000,0.0060,22,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.2770,1.2360,0.9320,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15562,0.0081,-0.1351,0.0062,-0.0017,0.0456,0.0020,1.10,0.58,-0.00,0,4.133,-0.065,0.018,-0.059,0.011,0.020,1.000,0.000,0.000,0.000,0.0040,7,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.2770,1.2360,0.9290,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15613,0.0066,-0.1421,0.0054,-0.0082,0.0055,-0.0022,1.09,0.57,-0.01,0,4.138,-0.111,0.064,-0.040,0.010,0.020,0.999,0.000,0.000,0.000,0.0050,9,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4420,0.0000,1.2380,0.9290,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15664,0.0062,-0.1434,0.0052,-0.0091,-0.0017,-0.0028,1.13,0.56,-0.01,0,4.128,0.085,0.133,-0.009,0.011,0.017,1.000,0.000,0.000,0.000,0.0030,-32,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4420,0.0000,1.2380,0.9310,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0
15715,0.0063,-0.1421,0.0052,-0.0079,0.0050,-0.0020,0.53,0.57,-0.00,0,4.138,-0.014,0.350,-0.052,0.009,0.019,1.001,0.000,0.000,0.000,0.0020,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.2700,1.2320,0.9310,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0.0000,0
15766,0.0067,-0.1299,0.0030,-0.0046,0.0611,-0.0116,0.68,0.55,-0.00,0,4.133,-0.078,0.372,-0.106,0.008,0.021,0.998,0.000,0.000,0.000,0.0050,-9,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.2700,1.2320,0.9330,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15817,0.0057,-0.1340,0.0030,-0.0090,0.0275,-0.0084,0.78,0.60,-0.01,0,4.138,0.303,0.158,-0.001,0.012,0.019,0.998,0.000,0.000,0.000,0.0030,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4610,0.2850,1.2350,0.9330,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15867,0.0046,-0.1301,0.0033,-0.0116,0.0416,-0.0057,0.86,0.60,-0.01,0,4.133,-0.095,-0.017,0.143,0.011,0.019,1.002,0.000,0.000,0.000,0.0030,-10,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4610,0.2850,1.2350,0.9330,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15919,0.0046,-0.1311,0.0032,-0.0090,0.0286,-0.0046,1.03,0.50,-0.00,0,4.138,-0.304,0.171,0.171,0.009,0.021,1.002,0.000,0.000,0.000,0.0040,10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2360,0.9330,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15970,0.0067,-0.1315,0.0034,0.0030,0.0224,-0.0021,0.96,0.54,-0.00,0,4.128,-0.062,-0.232,0.001,0.008,0.020,1.000,0.000,0.000,0.000,0.0060,-17,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2360,0.9340,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16021,0.0061,-0.1395,0.0045,-0.0005,-0.0249,0.0042,1.16,0.52,0.00,0,4.138,-0.313,0.087,0.143,0.013,0.020,1.000,0.000,0.000,0.000,0.0060,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4530,0.0000,1.2370,0.9340,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16073,0.0050,-0.1339,0.0055,-0.0055,0.0075,0.0076,1.15,0.47,-0.00,0,4.133,0.048,-0.182,0.186,0.009,0.019,0.998,0.000,0.000,0.000,0.0040,8,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4530,0.0000,1.2370,0.9330,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16124,0.0050,-0.1383,0.0059,-0.0043,-0.0179,0.0076,1.71,0.65,0.01,0,4.138,0.200,0.275,-0.194,0.010,0.019,1.000,0.000,0.000,0.000,0.0050,-4,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4530,0.0000,1.2390,0.9330,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16175,0.0029,-0.1499,0.0050,-0.0118,-0.0693,0.0019,1.56,0.60,0.01,0,4.133,-0.221,0.172,0.165,0.012,0.019,0.999,0.000,0.000,0.000,0.0080,40,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4530,0.0000,1.2390,0.9280,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16225,0.0044,-0.1532,0.0051,0.0000,-0.0747,0.0017,2.02,0.46,-0.00,0,4.144,0.011,0.085,0.215,0.012,0.020,1.000,0.000,0.000,0.000,0.0060,2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4530,0.2720,1.2370,0.9280,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16277,0.0063,-0.1644,0.0061,0.0107,-0.1132,0.0044,1.81,0.48,-0.00,0,4.128,0.089,-0.000,-0.103,0.010,0.020,0.998,0.000,0.000,0.000,0.0050,-10,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4530,0.2720,1.2370,0.9320,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16328,0.0050,-0.1634,0.0074,0.0032,-0.0861,0.0101,1.60,0.47,-0.01,0,4.138,0.073,0.191,0.072,0.011,0.021,0.998,0.000,0.000,0.000,0.0020,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.2810,1.2430,0.9320,2.7160,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16379,0.0046,-0.1630,0.0050,0.0009,-0.0650,-0.0027,1.44,0.48,-0.01,0,4.133,0.192,0.279,-0.270,0.012,0.019,0.998,0.000,0.000,0.000,0.0050,7,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.2810,1.2430,0.9340,2.7160,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16430,0.0046,-0.1642,0.0050,0.0010,-0.0568,-0.0023,1.32,0.51,-0.00,0,4.138,0.308,-0.150,-0.097,0.010,0.016,1.000,0.000,0.000,0.000,0.0030,10,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4390,0.0000,1.2330,0.9340,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16480,0.0057,-0.1644,0.0042,0.0061,-0.0458,-0.0061,1.24,0.48,-0.01,0,4.133,0.054,0.309,0.174,0.009,0.019,1.000,0.000,0.000,0.000,0.0030,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4390,0.0000,1.2330,0.9330,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16531,0.0055,-0.1632,0.0041,0.0039,-0.0293,-0.0050,1.12,0.47,-0.01,0,4.138,-0.020,-0.026,-0.267,0.010,0.018,1.001,0.000,0.000,0.000,0.0020,-20,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4380,0.0000,1.2390,0.9330,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16583,0.0057,-0.1648,0.0027,0.0048,-0.0308,-0.0102,1.14,0.51,-0.01,0,4.128,0.006,-0.082,0.278,0.011,0.020,1.001,0.000,0.000,0.000,0.0030,-23,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4380,0.0000,1.2390,0.9310,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16634,0.0049,-0.1673,0.0025,-0.0006,-0.0345,-0.0089,0.58,0.52,-0.01,0,4.138,-0.023,-0.050,-0.116,0.009,0.021,1.001,0.000,0.000,0.000,0.0010,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.2730,1.2350,0.9310,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16685,0.0046,-0.1534,0.0018,-0.0023,0.0387,-0.0099,0.61,0.53,-0.01,0,4.128,-0.005,0.154,-0.089,0.009,0.020,0.999,0.000,0.000,0.000,0.0030,-4,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.2730,1.2350,0.9330,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16736,0.0063,-0.1511,0.0013,0.0069,0.0461,-0.0099,0.39,0.44,-0.01,0,4.138,0.033,0.127,0.064,0.011,0.022,0.999,0.000,0.000,0.000,0.0040,10,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4390,0.2730,1.2390,0.9330,2.7130,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16787,0.0063,-0.1418,0.0024,0.0054,0.0836,-0.0026,0.27,0.48,-0.01,0,4.133,-0.022,-0.104,-0.083,0.009,0.018,0.998,0.000,0.000,0.000,0.0040,3,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4390,0.2730,1.2390,0.9340,2.7130,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16838,0.0082,-0.1327,0.0017,0.0138,0.1148,-0.0058,0.03,0.52,-0.02,0,4.138,-0.108,-0.115,0.004,0.012,0.022,1.001,0.000,0.000,0.000,0.0060,-4,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4480,0.0000,1.2410,0.9340,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16889,0.0069,-0.1236,0.0039,0.0061,0.1375,0.0057,0.23,0.45,-0.01,0,4.128,-0.001,-0.256,0.055,0.012,0.019,1.002,0.000,0.000,0.000,0.0060,-4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4480,0.0000,1.2410,0.9310,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16940,0.0071,-0.1244,0.0057,0.0060,0.1083,0.0138,0.16,0.50,-0.02,0,4.138,-0.103,-0.235,-0.303,0.010,0.021,1.001,0.000,0.000,0.000,0.0020,0,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.0000,1.2370,0.9310,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
16991,0.0068,-0.1158,0.0044,0.0040,0.1335,0.0035,0.29,0.58,-0.04,0,4.133,-0.234,0.001,0.070,0.011,0.021,0.999,0.000,0.000,0.000,0.0030,-7,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.0000,1.2370,0.9310,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17042,0.0068,-0.1189,0.0060,0.0044,0.0905,0.0126,0.55,0.53,-0.03,0,4.138,-0.034,0.151,0.031,0.010,0.021,1.000,0.000,0.000,0.000,0.0060,-5,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4540,0.0000,1.2330,0.9310,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17093,0.0062,-0.1181,0.0056,0.0001,0.0754,0.0089,0.59,0.49,-0.02,0,4.133,0.003,0.083,-0.160,0.010,0.019,1.001,0.000,0.000,0.000,0.0030,11,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4540,0.0000,1.2330,0.9350,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17145,0.0070,-0.1053,0.0052,0.0043,0.1245,0.0035,0.64,0.53,-0.03,0,4.138,0.003,0.150,-0.202,0.011,0.019,1.001,0.000,0.000,0.000,0.0030,3,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2300,0.9350,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17196,0.0060,-0.1102,0.0045,-0.0022,0.0765,0.0011,0.83,0.55,-0.04,0,4.128,-0.045,0.082,0.070,0.012,0.019,1.001,0.000,0.000,0.000,0.0050,9,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2300,0.9320,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17247,0.0075,-0.1137,0.0050,0.0060,0.0385,0.0044,1.22,0.54,-0.04,0,4.138,-0.045,0.181,0.038,0.009,0.022,0.999,0.000,0.000,0.000,0.0040,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4540,0.2620,1.2400,0.9320,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17298,0.0070,-0.1160,0.0047,0.0032,0.0204,0.0019,1.21,0.51,-0.04,0,4.133,0.098,0.103,0.057,0.010,0.021,1.001,0.000,0.000,0.000,0.0030,-20,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4540,0.2620,1.2400,0.9340,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17349,0.0064,-0.1157,0.0041,-0.0001,0.0146,-0.0019,1.19,0.53,-0.04,0,4.138,-0.057,0.206,0.399,0.011,0.019,0.999,0.000,0.000,0.000,0.0030,-27,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4440,0.0000,1.2390,0.9340,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17400,0.0069,-0.1137,0.0037,0.0026,0.0205,-0.0038,0.87,0.57,-0.04,0,4.133,-0.153,0.103,0.115,0.011,0.020,0.999,0.000,0.000,0.000,0.0040,15,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4440,0.0000,1.2390,0.9330,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17451,0.0047,-0.1049,0.0034,-0.0079,0.0574,-0.0052,0.95,0.53,-0.03,0,4.138,-0.299,0.133,0.074,0.011,0.017,1.001,0.000,0.000,0.000,0.0040,-31,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.2770,1.2400,0.9330,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17502,0.0064,-0.1040,0.0039,0.0015,0.0477,-0.0012,0.95,0.54,-0.03,0,4.128,-0.029,0.216,0.180,0.010,0.016,0.998,0.000,0.000,0.000,0.0020,10,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.2770,1.2400,0.9290,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17552,0.0049,-0.1030,0.0043,-0.0063,0.0416,0.0004,1.08,0.50,-0.03,0,4.138,0.041,0.038,-0.115,0.014,0.020,1.000,0.000,0.000,0.000,0.0030,4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4440,0.2740,1.2330,0.9290,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17604,0.0060,-0.1012,0.0031,-0.0001,0.0405,-0.0044,1.11,0.51,-0.03,0,4.133,-0.179,-0.247,0.130,0.010,0.019,0.999,0.000,0.000,0.000,0.0030,7,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4440,0.2740,1.2330,0.9370,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17655,0.0051,-0.1009,0.0030,-0.0043,0.0334,-0.0038,1.20,0.50,-0.04,0,4.138,0.222,-0.030,-0.247,0.011,0.019,1.000,0.000,0.000,0.000,0.0010,3,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4480,0.2820,1.2360,0.9370,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17706,0.0051,-0.1014,0.0021,-0.0038,0.0234,-0.0068,1.21,0.54,-0.03,0,4.128,0.140,0.394,-0.094,0.009,0.020,0.999,0.000,0.000,0.000,0.0040,3,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4480,0.2820,1.2360,0.9330,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17757,0.0064,-0.1008,0.0019,0.0043,0.0207,-0.0066,1.29,0.48,-0.04,0,4.138,0.019,-0.179,-0.117,0.010,0.019,1.001,0.000,0.000,0.000,0.0030,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4460,0.0000,1.2290,0.9330,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17808,0.0052,-0.1008,0.0028,-0.0031,0.0160,-0.0005,0.87,0.55,-0.03,0,4.128,-0.044,-0.546,-0.200,0.011,0.018,0.999,0.000,0.000,0.000,0.0010,-20,9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4460,0.0000,1.2290,0.9310,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17859,0.0072,-0.0908,0.0029,0.0095,0.0591,-0.0002,0.92,0.59,-0.03,0,4.138,0.142,-0.111,0.116,0.012,0.020,0.999,0.000,0.000,0.000,0.0040,-6,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4440,0.0000,1.2390,0.9310,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17909,0.0042,-0.0898,0.0030,-0.0066,0.0526,0.0008,0.79,0.55,-0.03,0,4.133,-0.267,0.153,0.212,0.011,0.017,0.999,0.000,0.000,0.000,0.0050,0,6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4440,0.0000,1.2390,0.9310,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
17961,0.0060,-0.0852,0.0030,0.0045,0.0622,0.0010,1.01,0.54,-0.03,0,4.138,0.189,-0.100,-0.158,0.011,0.019,1.000,0.000,0.000,0.000,0.0050,-11,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2740,1.2310,0.9310,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18012,0.0052,-0.0845,0.0046,0.0001,0.0528,0.0075,0.83,0.54,-0.03,0,4.133,0.073,-0.193,0.015,0.011,0.021,1.000,0.000,0.000,0.000,0.0030,10,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2740,1.2310,0.9290,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18063,0.0045,-0.0846,0.0054,-0.0023,0.0374,0.0099,1.37,0.42,-0.02,0,4.138,-0.150,0.237,0.219,0.011,0.020,0.998,0.000,0.000,0.000,0.0050,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2350,0.9290,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18114,0.0068,-0.0892,0.0049,0.0087,0.0070,0.0060,1.37,0.44,-0.02,0,4.128,0.206,-0.065,-0.031,0.011,0.020,1.001,0.000,0.000,0.000,0.0060,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2350,0.9350,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18165,0.0087,-0.0935,0.0055,0.0170,-0.0198,0.0073,1.44,0.44,-0.02,0,4.138,-0.126,0.136,0.103,0.010,0.019,1.000,0.000,0.000,0.000,0.0030,-6,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4550,0.2700,1.2400,0.9350,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18216,0.0066,-0.0893,0.0048,0.0034,0.0030,0.0011,0.77,0.48,-0.03,0,4.128,0.047,-0.204,-0.147,0.010,0.020,1.001,0.000,0.000,0.000,0.0040,-1,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4550,0.2700,1.2400,0.9310,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18267,0.0077,-0.0751,0.0049,0.0085,0.0699,0.0008,0.94,0.49,-0.03,0,4.138,0.152,0.003,0.024,0.010,0.020,1.001,0.000,0.000,0.000,0.0040,-1,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2370,0.9310,2.7130,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18318,0.0069,-0.0764,0.0045,0.0025,0.0499,-0.0006,1.05,0.54,-0.03,0,4.133,-0.011,-0.110,-0.185,0.011,0.020,1.001,0.000,0.000,0.000,0.0020,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2370,0.9340,2.7130,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18369,0.0079,-0.0787,0.0047,0.0072,0.0273,0.0015,1.14,0.51,-0.03,0,4.138,0.114,0.069,-0.112,0.009,0.021,0.999,0.000,0.000,0.000,0.0040,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.0000,1.2320,0.9340,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18421,0.0075,-0.0778,0.0036,0.0038,0.0243,-0.0028,1.17,0.52,-0.03,0,4.128,0.100,-0.131,-0.110,0.012,0.019,0.998,0.000,0.000,0.000,0.0040,2,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.0000,1.2320,0.9300,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18472,0.0086,-0.0766,0.0035,0.0089,0.0244,-0.0025,1.50,0.60,-0.03,0,4.138,-0.062,-0.212,0.120,0.010,0.019,1.001,0.000,0.000,0.000,0.0030,17,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.2710,1.2360,0.9300,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
18523,0.0069,-0.0845,0.0035,-0.0004,-0.0182,-0.0023,1.52,0.55,-0.03,0,4.128,0.019,0.139,0.280,0.009,0.020,1.000,0.000,0.000,0.000,0.0050,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.2710,1.2360,0.9340,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
