time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count,canfly,is_tumbled,ctrltarget_z,motor_m1req
12450,0.0046,-0.0960,0.0045,0.0064,-0.0201,0.0017,1.27,0.48,0.00,0,4.138,-0.112,0.012,0.123,0.011,0.018,1.000,0.000,0.000,0.000,0.0050,-2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2310,0.9320,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12501,0.0036,-0.0968,0.0045,0.0000,-0.0177,0.0016,0.91,0.51,-0.00,0,4.133,-0.017,0.158,0.212,0.010,0.021,1.000,0.000,0.000,0.000,0.0050,4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2310,0.9310,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12552,0.0041,-0.0919,0.0047,0.0021,0.0087,0.0026,0.93,0.52,0.00,0,4.138,-0.059,0.392,0.237,0.011,0.018,0.999,0.000,0.000,0.000,0.0050,-10,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2400,0.9310,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12604,0.0045,-0.0991,0.0050,0.0042,-0.0299,0.0033,1.39,0.52,0.00,0,4.133,0.120,-0.179,-0.119,0.009,0.018,0.999,0.000,0.000,0.000,0.0030,8,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2400,0.9330,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12655,0.0041,-0.1014,0.0044,0.0010,-0.0314,-0.0012,1.19,0.52,0.00,0,4.138,-0.066,0.010,0.124,0.012,0.019,0.999,0.000,0.000,0.000,0.0020,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.0000,1.2340,0.9330,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12706,0.0041,-0.0998,0.0034,0.0008,-0.0173,-0.0063,1.09,0.54,0.00,0,4.133,-0.116,-0.114,0.071,0.010,0.018,0.999,0.000,0.000,0.000,0.0050,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.0000,1.2340,0.9330,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12757,0.0045,-0.1009,0.0031,0.0029,-0.0190,-0.0064,1.10,0.54,0.01,0,4.138,0.196,0.123,-0.372,0.009,0.019,1.001,0.000,0.000,0.000,0.0050,2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2370,0.9330,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12807,0.0041,-0.1008,0.0043,0.0003,-0.0147,0.0004,1.03,0.53,0.00,0,4.133,0.191,-0.261,0.104,0.010,0.020,1.001,0.000,0.000,0.000,0.0030,24,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2370,0.9320,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12858,0.0034,-0.0987,0.0044,-0.0037,-0.0004,0.0009,1.12,0.45,0.00,0,4.144,-0.269,0.056,-0.141,0.009,0.020,1.000,0.000,0.000,0.000,0.0030,-1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4460,0.2670,1.2430,0.9320,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12910,0.0064,-0.1014,0.0035,0.0112,-0.0120,-0.0032,1.05,0.51,-0.00,0,4.133,0.017,-0.104,-0.092,0.010,0.021,1.003,0.000,0.000,0.000,0.0050,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4460,0.2670,1.2430,0.9330,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
12961,0.0048,-0.1015,0.0034,0.0017,-0.0096,-0.0032,1.27,0.48,-0.00,0,4.138,-0.206,-0.074,-0.085,0.010,0.021,1.001,0.000,0.000,0.000,0.0060,-8,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.2750,1.2320,0.9330,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13011,0.0067,-0.1029,0.0051,0.0098,-0.0104,0.0058,0.87,0.41,-0.00,0,4.133,0.096,0.088,-0.425,0.011,0.020,1.000,0.000,0.000,0.000,0.0050,11,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.2750,1.2320,0.9310,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13063,0.0073,-0.0941,0.0053,0.0109,0.0351,0.0055,0.73,0.50,-0.00,0,4.138,0.143,-0.054,-0.213,0.010,0.019,0.999,0.000,0.000,0.000,0.0010,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.2740,1.2360,0.9310,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13114,0.0070,-0.0934,0.0037,0.0077,0.0323,-0.0043,0.78,0.51,-0.00,0,4.133,0.045,0.320,0.075,0.010,0.019,1.000,0.000,0.000,0.000,0.0030,30,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.2740,1.2360,0.9280,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13164,0.0061,-0.0978,0.0038,0.0018,0.0032,-0.0027,1.25,0.52,-0.01,0,4.144,0.055,0.198,-0.103,0.010,0.020,1.000,0.000,0.000,0.000,0.0030,6,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2350,0.9280,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13216,0.0070,-0.1017,0.0032,0.0052,-0.0147,-0.0048,1.26,0.50,-0.01,0,4.133,-0.119,0.124,-0.037,0.010,0.018,1.000,0.000,0.000,0.000,0.0060,14,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2350,0.9340,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13266,0.0072,-0.1030,0.0031,0.0056,-0.0172,-0.0039,1.21,0.52,-0.01,0,4.138,-0.110,0.145,0.221,0.010,0.020,1.002,0.000,0.000,0.000,0.0030,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.0000,1.2360,0.9340,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13318,0.0062,-0.1006,0.0040,-0.0008,-0.0002,0.0000,1.27,0.52,-0.01,0,4.133,0.166,0.030,-0.185,0.011,0.019,1.001,0.000,0.000,0.000,0.0040,-27,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.0000,1.2360,0.9330,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13369,0.0070,-0.1027,0.0044,0.0029,-0.0060,0.0026,0.75,0.55,-0.01,0,4.138,-0.127,0.224,0.083,0.013,0.020,1.001,0.000,0.000,0.000,0.0030,8,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.2720,1.2340,0.9330,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13420,0.0066,-0.0967,0.0038,0.0004,0.0240,-0.0007,1.05,0.55,-0.01,0,4.133,-0.179,0.049,0.124,0.011,0.019,1.003,0.000,0.000,0.000,0.0060,-11,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4430,0.2720,1.2340,0.9350,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13471,0.0064,-0.1033,0.0040,-0.0005,-0.0119,0.0002,0.74,0.60,-0.01,0,4.144,0.023,0.141,-0.003,0.010,0.019,1.001,0.000,0.000,0.000,0.0040,3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2360,0.9350,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13522,0.0062,-0.0952,0.0047,-0.0007,0.0302,0.0033,0.81,0.59,-0.02,0,4.133,-0.030,0.013,-0.030,0.010,0.019,0.999,0.000,0.000,0.000,0.0050,11,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2360,0.9330,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13573,0.0070,-0.0960,0.0050,0.0044,0.0202,0.0038,1.31,0.67,-0.02,0,4.138,0.109,0.011,-0.054,0.011,0.019,1.001,0.000,0.000,0.000,0.0050,-3,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2590,1.2300,0.9330,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13624,0.0045,-0.1068,0.0052,-0.0077,-0.0351,0.0034,1.21,0.66,-0.02,0,4.133,0.185,0.121,-0.088,0.012,0.017,1.000,0.000,0.000,0.000,0.0050,9,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2590,1.2300,0.9300,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13675,0.0031,-0.1053,0.0055,-0.0133,-0.0204,0.0045,1.17,0.62,-0.01,0,4.138,0.158,-0.143,0.080,0.010,0.020,0.998,0.000,0.000,0.000,0.0050,-4,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2310,0.9300,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13725,0.0045,-0.1061,0.0053,-0.0028,-0.0205,0.0023,1.12,0.61,-0.01,0,4.133,-0.163,-0.210,0.180,0.010,0.020,1.002,0.000,0.000,0.000,0.0050,-3,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2310,0.9340,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13777,0.0041,-0.1068,0.0055,-0.0036,-0.0194,0.0027,1.12,0.62,-0.00,0,4.138,0.010,0.007,-0.265,0.011,0.021,0.998,0.000,0.000,0.000,0.0060,4,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2400,0.9340,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13828,0.0031,-0.1058,0.0057,-0.0080,-0.0094,0.0028,1.33,0.54,-0.00,0,4.133,-0.177,-0.052,-0.316,0.010,0.021,1.001,0.000,0.000,0.000,0.0040,-9,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2400,0.9320,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13879,0.0045,-0.1150,0.0050,0.0014,-0.0520,-0.0020,1.26,0.51,-0.01,0,4.138,0.004,-0.108,0.316,0.009,0.020,1.001,0.000,0.000,0.000,0.0040,32,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.0000,1.2340,0.9320,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13930,0.0047,-0.1144,0.0046,0.0016,-0.0373,-0.0031,1.63,0.45,-0.02,0,4.133,0.054,0.062,-0.195,0.012,0.020,1.001,0.000,0.000,0.000,0.0060,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.0000,1.2340,0.9310,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
13981,0.0066,-0.1241,0.0042,0.0111,-0.0769,-0.0049,1.44,0.47,-0.02,0,4.138,0.086,-0.288,-0.184,0.010,0.021,1.000,0.000,0.000,0.000,0.0040,18,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2330,0.9310,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14032,0.0067,-0.1244,0.0048,0.0103,-0.0617,-0.0010,1.69,0.55,-0.02,0,4.138,-0.053,0.345,0.186,0.012,0.018,0.998,0.000,0.000,0.000,0.0040,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2330,0.9330,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14083,0.0050,-0.1334,0.0044,-0.0003,-0.0915,-0.0030,1.73,0.44,-0.02,0,4.144,0.377,0.118,-0.142,0.010,0.018,1.001,0.000,0.000,0.000,0.0040,-7,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2710,1.2380,0.9330,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14133,0.0065,-0.1354,0.0044,0.0062,-0.0798,-0.0012,1.35,0.49,-0.03,0,4.133,0.066,0.048,0.008,0.009,0.023,1.000,0.000,0.000,0.000,0.0050,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2710,1.2380,0.9320,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14185,0.0073,-0.1350,0.0047,0.0096,-0.0601,0.0005,1.21,0.52,-0.02,0,4.138,-0.193,0.405,0.111,0.010,0.020,0.999,0.000,0.000,0.000,0.0060,-3,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.0000,1.2330,0.9320,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14236,0.0065,-0.1351,0.0054,0.0036,-0.0464,0.0041,1.12,0.51,-0.02,0,4.133,-0.504,-0.028,0.179,0.010,0.020,0.999,0.000,0.000,0.000,0.0060,-19,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4520,0.0000,1.2330,0.9320,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14287,0.0065,-0.1374,0.0057,0.0032,-0.0475,0.0042,0.97,0.51,-0.02,0,4.138,0.176,-0.013,0.235,0.010,0.020,1.000,0.000,0.000,0.000,0.0040,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2360,0.9320,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14338,0.0083,-0.1374,0.0053,0.0119,-0.0358,0.0008,1.03,0.46,-0.02,0,4.133,-0.090,0.061,0.139,0.012,0.018,0.999,0.000,0.000,0.000,0.0040,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2360,0.9350,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14389,0.0070,-0.1378,0.0054,0.0024,-0.0279,0.0010,0.95,0.54,-0.02,0,4.138,-0.055,0.192,0.155,0.010,0.021,1.001,0.000,0.000,0.000,0.0050,-1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2370,0.9350,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14440,0.0074,-0.1377,0.0049,0.0038,-0.0198,-0.0011,1.02,0.44,-0.02,0,4.133,-0.300,0.042,0.079,0.009,0.018,0.999,0.000,0.000,0.000,0.0070,6,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2370,0.9290,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14491,0.0084,-0.1417,0.0048,0.0073,-0.0326,-0.0012,1.27,0.49,-0.02,0,4.138,0.236,0.265,-0.037,0.010,0.019,1.000,0.000,0.000,0.000,0.0040,-2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4550,0.2670,1.2330,0.9290,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14542,0.0100,-0.1504,0.0049,0.0137,-0.0658,-0.0022,1.25,0.50,-0.02,0,4.133,-0.032,-0.349,0.203,0.009,0.019,1.002,0.000,0.000,0.000,0.0040,-20,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4550,0.2670,1.2330,0.9300,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14593,0.0100,-0.1482,0.0053,0.0116,-0.0377,0.0015,1.04,0.55,-0.02,0,4.138,0.148,-0.240,-0.080,0.013,0.019,1.001,0.000,0.000,0.000,0.0060,-1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2340,0.9300,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14644,0.0079,-0.1507,0.0054,-0.0012,-0.0399,0.0022,0.95,0.56,-0.02,0,4.133,-0.141,-0.037,-0.079,0.009,0.019,1.001,0.000,0.000,0.000,0.0030,-10,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.0000,1.2340,0.9320,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14694,0.0096,-0.1534,0.0056,0.0076,-0.0455,0.0022,1.15,0.58,-0.02,0,4.138,0.175,0.087,0.305,0.011,0.020,1.001,0.000,0.000,0.000,0.0080,-4,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2640,1.2320,0.9320,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14746,0.0081,-0.1541,0.0061,-0.0006,-0.0337,0.0064,0.97,0.57,-0.02,0,4.133,0.325,0.075,-0.114,0.010,0.020,0.998,0.000,0.000,0.000,0.0080,4,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4490,0.2640,1.2320,0.9310,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14797,0.0071,-0.1553,0.0071,-0.0067,-0.0304,0.0096,1.26,0.39,-0.01,0,4.138,-0.205,-0.152,0.405,0.013,0.020,1.001,0.000,0.000,0.000,0.0060,5,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.2760,1.2330,0.9310,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14847,0.0097,-0.1577,0.0072,0.0064,-0.0309,0.0083,1.01,0.55,-0.02,0,4.133,-0.009,-0.043,-0.056,0.013,0.020,1.000,0.000,0.000,0.000,0.0030,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.2760,1.2330,0.9300,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14899,0.0107,-0.1593,0.0076,0.0107,-0.0296,0.0084,0.87,0.54,-0.01,0,4.138,-0.217,0.229,0.210,0.007,0.021,0.998,0.000,0.000,0.000,0.0050,-19,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2370,0.9300,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
14950,0.0098,-0.1578,0.0054,0.0039,-0.0147,-0.0039,0.81,0.57,-0.01,0,4.133,0.059,-0.047,-0.069,0.009,0.020,1.001,0.000,0.000,0.000,0.0050,-2,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4470,0.0000,1.2370,0.9330,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15000,0.0100,-0.1559,0.0054,0.0049,0.0005,-0.0025,0.77,0.60,-0.01,0,4.144,-0.259,0.176,0.160,0.010,0.019,0.999,0.000,0.000,0.000,0.0060,-15,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4400,0.2680,1.2330,0.9330,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15052,0.0081,-0.1573,0.0054,-0.0046,-0.0034,-0.0019,0.82,0.55,-0.01,0,4.133,-0.022,0.269,-0.022,0.010,0.020,1.001,0.000,0.000,0.000,0.0040,10,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4400,0.2680,1.2330,0.9300,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15103,0.0102,-0.1591,0.0055,0.0061,-0.0082,-0.0011,0.69,0.60,-0.00,0,4.138,0.009,0.020,-0.060,0.008,0.022,0.999,0.000,0.000,0.000,0.0050,0,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2320,0.9300,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15154,0.0097,-0.1528,0.0050,0.0032,0.0226,-0.0021,0.54,0.56,-0.00,0,4.133,-0.249,-0.050,0.052,0.009,0.021,1.000,0.000,0.000,0.000,0.0040,-37,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4510,0.0000,1.2320,0.9350,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15205,0.0097,-0.1494,0.0045,0.0027,0.0370,-0.0041,0.12,0.56,0.00,0,4.138,0.242,-0.240,-0.281,0.010,0.019,1.002,0.000,0.000,0.000,0.0050,0,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4480,0.0000,1.2340,0.9350,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15255,0.0095,-0.1376,0.0044,0.0014,0.0875,-0.0032,0.65,0.60,-0.01,0,4.133,0.044,0.192,-0.007,0.011,0.018,0.999,0.000,0.000,0.000,0.0060,-7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4480,0.0000,1.2340,0.9340,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15306,0.0084,-0.1460,0.0055,-0.0037,0.0348,0.0027,0.68,0.56,-0.00,0,4.138,-0.151,-0.109,0.121,0.011,0.019,0.999,0.000,0.000,0.000,0.0060,-1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4600,0.0000,1.2360,0.9340,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15358,0.0084,-0.1478,0.0060,-0.0036,0.0206,0.0045,0.61,0.55,-0.00,0,4.133,-0.098,0.153,0.290,0.010,0.016,0.999,0.000,0.000,0.000,0.0060,-3,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4600,0.0000,1.2360,0.9290,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15409,0.0084,-0.1386,0.0064,-0.0032,0.0603,0.0048,0.45,0.60,-0.01,0,4.138,-0.126,0.106,-0.276,0.008,0.018,0.998,0.000,0.000,0.000,0.0060,5,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.2740,1.2380,0.9290,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
15459,0.0077,-0.1353,0.0063,-0.0061,0.0653,0.0034,0.59,0.60,-0.00,0,4.133,0.021,0.088,0.216,0.011,0.018,1.000,0.000,0.000,0.000,0.0050,11,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.4500,0.2740,1.2380,0.9320,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0
