time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count
13120,0.1760,-0.0124,0.3465,0.0009,-0.0069,-0.0033,-0.05,0.19,-0.11,0,3.758,-1.761,1.623,-0.089,0.005,-0.013,0.999,0.000,0.000,0.000,0.3450,0,1,-0.66,-0.78,0.68,0.1906,-0.0183,0.3466,0.1143,-0.0080,0.3000,0.2563,-0.64,-4.63,3.23,1.6520,0.0000,2.6570,1.5070,2.3630,0
13172,0.1765,-0.0134,0.3456,0.0005,-0.0079,-0.0067,-0.05,0.13,-0.12,0,3.769,1.108,-0.601,-0.953,0.002,-0.016,1.000,0.000,0.000,0.000,0.3480,0,-2,-0.76,-0.71,0.68,0.1880,-0.0189,0.3458,0.1143,-0.0080,0.3000,0.2569,-0.76,-4.64,3.50,1.6510,0.0880,2.6620,0.0000,2.3610,0
13224,0.1788,-0.0133,0.3465,0.0038,-0.0066,-0.0003,-0.05,0.14,-0.16,0,3.758,-2.283,1.083,-0.009,0.005,-0.013,0.996,0.000,0.000,0.000,0.3470,-1,0,-0.70,-0.70,0.63,0.1916,-0.0193,0.3463,0.1143,-0.0080,0.3000,0.2560,-0.69,-4.98,4.72,1.6510,0.0880,2.6620,0.0000,2.3610,0
13276,0.1807,-0.0155,0.3467,0.0066,-0.0097,0.0010,-0.12,0.10,-0.18,0,3.764,0.248,-1.231,-1.104,0.002,-0.014,1.001,0.000,0.000,0.000,0.3470,0,-1,-0.85,-0.64,0.65,0.1913,-0.0172,0.3462,0.1143,-0.0080,0.3000,0.2558,-1.00,-5.26,5.48,1.6520,0.0000,2.6440,1.5030,2.3610,0
13326,0.1837,-0.0149,0.3469,0.0114,-0.0064,0.0007,-0.19,0.07,-0.22,0,3.758,-1.055,-3.016,0.091,0.004,-0.015,0.998,0.000,0.000,0.000,0.3450,0,0,-0.83,-0.68,0.59,0.1936,-0.0172,0.3462,0.1143,-0.0080,0.3000,0.2558,-0.80,-5.71,6.74,1.6520,0.0000,2.6440,1.5030,2.3610,0
13377,0.1850,-0.0174,0.3460,0.0119,-0.0095,-0.0031,-0.18,0.23,-0.26,0,3.758,-0.796,-2.103,-0.308,0.004,-0.014,0.998,0.000,0.000,0.000,0.3420,-1,0,-0.89,-0.83,0.60,0.1931,-0.0175,0.3456,0.1143,-0.0080,0.3000,0.2564,-1.13,-5.81,7.76,1.6440,0.0900,2.6320,1.5080,2.3670,0
13429,0.1884,-0.0178,0.3440,0.0160,-0.0079,-0.0116,-0.15,0.35,-0.29,0,3.758,-0.990,-0.533,0.205,0.007,-0.016,1.005,0.000,0.000,0.000,0.3440,1,0,-0.96,-0.92,0.61,0.1943,-0.0129,0.3441,0.1143,-0.0080,0.3000,0.2577,-1.08,-6.22,8.73,1.6440,0.0900,2.6320,1.5080,2.3670,0
13479,0.1895,-0.0179,0.3436,0.0139,-0.0060,-0.0093,-0.17,0.41,-0.30,0,3.758,-1.145,-0.030,-0.054,0.004,-0.015,1.005,0.000,0.000,0.000,0.3400,0,0,-0.99,-0.95,0.60,0.1941,-0.0151,0.3437,0.1143,-0.0080,0.3000,0.2575,-0.99,-6.20,8.91,1.6420,0.0910,0.0000,1.4900,2.3750,0
13530,0.1894,-0.0192,0.3416,0.0090,-0.0068,-0.0147,-0.19,0.37,-0.29,0,3.753,1.900,-3.700,0.210,0.001,-0.013,1.006,0.000,0.000,0.000,0.3410,0,0,-1.05,-0.95,0.60,0.1932,-0.0149,0.3423,0.1143,-0.0080,0.3000,0.2585,-1.11,-5.94,8.83,1.6420,0.0910,0.0000,1.4900,2.3750,0
13581,0.1901,-0.0206,0.3408,0.0061,-0.0077,-0.0127,-0.12,0.44,-0.29,0,3.758,-0.164,1.620,-0.302,0.007,-0.012,1.009,0.000,0.000,0.000,0.3400,0,1,-0.95,-1.14,0.62,0.1919,-0.0146,0.3417,0.1143,-0.0080,0.3000,0.2584,-1.26,-5.85,8.75,1.6360,0.0900,2.6440,1.5060,2.3660,0
13632,0.1921,-0.0210,0.3400,0.0064,-0.0066,-0.0110,-0.17,0.34,-0.28,0,3.753,-0.535,0.782,1.880,0.001,-0.015,1.005,0.000,0.000,0.000,0.3420,0,-2,-0.95,-1.04,0.59,0.1921,-0.0158,0.3411,0.1143,-0.0080,0.3000,0.2584,-1.24,-6.01,8.26,1.6360,0.0900,2.6440,1.5060,2.3660,0
13684,0.1931,-0.0231,0.3406,0.0052,-0.0093,-0.0021,-0.21,0.24,-0.22,0,3.764,0.719,-1.551,1.449,0.004,-0.013,1.006,0.000,0.000,0.000,0.3440,-1,0,-0.98,-0.97,0.70,0.1944,-0.0156,0.3415,0.1143,-0.0080,0.3000,0.2573,-1.52,-6.06,6.56,1.6360,0.0850,2.6030,1.5030,2.3690,0
13736,0.1981,-0.0232,0.3422,0.0139,-0.0072,0.0084,-0.16,0.17,-0.18,0,3.753,1.609,-1.800,-0.358,0.002,-0.012,1.001,0.000,0.000,0.000,0.3390,1,0,-0.95,-1.05,0.80,0.1938,-0.0136,0.3425,0.1143,-0.0080,0.3000,0.2558,-1.44,-6.86,5.38,1.6360,0.0850,2.6030,1.5030,2.3690,0
13788,0.1991,-0.0234,0.3410,0.0133,-0.0057,0.0015,-0.17,0.17,-0.17,0,3.758,0.918,-3.032,0.024,0.003,-0.014,1.002,0.000,0.000,0.000,0.3400,2,0,-0.85,-1.14,0.76,0.1932,-0.0155,0.3418,0.1143,-0.0080,0.3000,0.2568,-1.38,-6.88,5.01,1.6370,0.0000,2.6150,1.5030,2.3670,0
13840,0.1993,-0.0250,0.3406,0.0106,-0.0072,-0.0006,-0.14,0.26,-0.14,0,3.753,1.086,-1.517,0.697,0.007,-0.010,1.001,0.000,0.000,0.000,0.3400,1,0,-0.77,-1.28,0.73,0.1926,-0.0201,0.3415,0.1143,-0.0080,0.3000,0.2571,-1.56,-6.76,4.26,1.6370,0.0000,2.6150,1.5030,2.3670,0
13891,0.2009,-0.0262,0.3403,0.0106,-0.0078,-0.0021,-0.16,0.38,-0.10,0,3.758,0.291,-0.233,1.023,0.003,-0.013,1.002,0.000,0.000,0.000,0.3390,0,0,-0.70,-1.35,0.75,0.1921,-0.0227,0.3413,0.1143,-0.0080,0.3000,0.2573,-1.68,-6.87,3.06,1.6310,0.0000,2.6060,1.5180,2.3730,0
13942,0.2024,-0.0261,0.3396,0.0099,-0.0055,-0.0048,-0.17,0.40,-0.08,0,3.753,-0.427,1.159,0.922,0.005,-0.009,1.004,0.000,0.000,0.000,0.3370,0,0,-0.69,-1.36,0.80,0.1900,-0.0238,0.3407,0.1143,-0.0080,0.3000,0.2578,-1.55,-6.93,2.29,1.6310,0.0000,2.6060,1.5180,2.3730,0
13994,0.2038,-0.0251,0.3382,0.0087,-0.0011,-0.0095,-0.18,0.31,-0.02,0,3.753,-1.376,-0.726,0.714,0.007,-0.013,1.006,0.000,0.000,0.000,0.3390,0,-1,-0.71,-1.30,0.85,0.1874,-0.0249,0.3398,0.1143,-0.0080,0.3000,0.2585,-1.27,-6.95,0.63,1.6340,0.0890,2.6000,1.5190,2.3730,0
14045,0.2049,-0.0271,0.3382,0.0077,-0.0040,-0.0061,-0.09,0.33,0.03,0,3.753,-1.004,-1.786,1.182,0.001,-0.010,1.005,0.000,0.000,0.000,0.3360,-1,-2,-0.81,-1.24,0.95,0.2004,-0.0217,0.3402,0.1143,-0.0080,0.3000,0.2582,-1.55,-6.99,-0.82,1.6340,0.0890,2.6000,1.5190,2.3730,0
14095,0.2042,-0.0274,0.3369,0.0026,-0.0035,-0.0098,-0.11,0.39,0.07,0,3.758,-0.260,1.570,0.013,0.007,-0.011,1.006,0.000,0.000,0.000,0.3360,1,-3,-0.87,-1.31,1.03,0.2034,-0.0200,0.3391,0.1143,-0.0080,0.3000,0.2588,-1.55,-6.69,-2.24,1.6280,0.0840,2.6040,1.5170,2.3700,0
14146,0.2080,-0.0274,0.3361,0.0078,-0.0022,-0.0088,-0.12,0.28,0.10,0,3.753,0.796,2.979,1.571,0.006,-0.011,1.006,0.000,0.000,0.000,0.3340,0,0,-0.87,-1.19,1.02,0.2087,-0.0217,0.3384,0.1143,-0.0080,0.3000,0.2588,-1.48,-7.20,-2.89,1.6280,0.0840,2.6040,1.5170,2.3700,0
14197,0.2070,-0.0292,0.3348,0.0025,-0.0049,-0.0110,-0.14,0.22,0.13,0,3.753,-0.382,-1.197,0.961,0.007,-0.014,1.006,0.000,0.000,0.000,0.3380,1,0,-0.83,-1.04,1.10,0.2092,-0.0217,0.3374,0.1143,-0.0080,0.3000,0.2593,-1.74,-6.88,-3.99,1.6290,0.0000,2.5910,1.5150,2.3710,0
14249,0.2109,-0.0281,0.3360,0.0093,-0.0010,-0.0010,-0.09,0.18,0.17,0,3.753,-1.628,-0.755,1.123,0.006,-0.012,1.003,0.000,0.000,0.000,0.3380,0,0,-0.83,-1.10,1.11,0.2090,-0.0252,0.3380,0.1143,-0.0080,0.3000,0.2580,-1.49,-7.50,-5.24,1.6290,0.0000,2.5910,1.5150,2.3710,0
14301,0.2147,-0.0291,0.3369,0.0158,-0.0022,0.0051,-0.09,0.19,0.21,0,3.758,-0.094,-0.082,0.296,0.009,-0.014,0.999,0.000,0.000,0.000,0.3350,0,0,-0.91,-1.14,1.17,0.2088,-0.0259,0.3384,0.1143,-0.0080,0.3000,0.2572,-1.62,-8.11,-6.33,1.6310,0.0920,2.5740,1.5110,2.3730,0
14352,0.2164,-0.0290,0.3363,0.0169,-0.0009,0.0018,-0.14,0.19,0.23,0,3.753,1.742,-0.329,-0.199,0.003,-0.015,1.002,0.000,0.000,0.000,0.3360,0,0,-0.92,-1.14,1.19,0.2083,-0.0265,0.3378,0.1143,-0.0080,0.3000,0.2577,-1.55,-8.27,-6.85,1.6310,0.0920,2.5740,1.5110,2.3730,0
14403,0.2161,-0.0298,0.3362,0.0127,-0.0016,0.0016,-0.09,0.28,0.22,0,3.758,1.679,-1.640,0.257,0.002,-0.015,0.996,0.000,0.000,0.000,0.3370,1,-1,-0.83,-1.16,1.18,0.2074,-0.0271,0.3375,0.1143,-0.0080,0.3000,0.2577,-1.63,-8.05,-6.57,1.6240,0.0000,2.5750,1.5150,2.3730,0
14455,0.2170,-0.0288,0.3367,0.0110,0.0014,0.0039,-0.06,0.34,0.21,0,3.753,1.517,0.200,-0.294,0.003,-0.012,0.998,0.000,0.000,0.000,0.3370,0,0,-0.74,-1.18,1.20,0.2156,-0.0285,0.3376,0.1143,-0.0080,0.3000,0.2573,-1.43,-8.04,-6.31,1.6240,0.0000,2.5750,1.5150,2.3730,0
14506,0.2182,-0.0298,0.3370,0.0097,-0.0004,0.0039,-0.01,0.33,0.18,0,3.753,-0.203,0.712,-1.176,0.004,-0.008,0.999,0.000,0.000,0.000,0.3340,0,-2,-0.66,-1.17,1.19,0.2155,-0.0293,0.3375,0.1143,-0.0080,0.3000,0.2573,-1.59,-8.07,-5.41,1.6280,0.0860,2.5620,1.5220,2.3760,0
14558,0.2181,-0.0300,0.3357,0.0057,-0.0009,-0.0038,-0.00,0.30,0.13,0,3.748,-2.337,-0.492,-0.604,0.001,-0.011,1.003,0.000,0.000,0.000,0.3340,1,1,-0.67,-1.09,1.14,0.2200,-0.0290,0.3364,0.1143,-0.0080,0.3000,0.2584,-1.62,-7.84,-3.95,1.6280,0.0860,2.5620,1.5220,2.3760,0
14609,0.2198,-0.0296,0.3347,0.0063,0.0002,-0.0065,-0.07,0.33,0.10,0,3.753,2.019,1.420,-0.374,0.006,-0.010,1.004,0.000,0.000,0.000,0.3360,0,-1,-0.79,-1.13,1.09,0.2189,-0.0306,0.3357,0.1143,-0.0080,0.3000,0.2588,-1.53,-7.98,-2.85,1.6210,0.0000,2.5530,1.5120,2.3730,0
14661,0.2201,-0.0298,0.3351,0.0039,0.0002,-0.0023,0.00,0.24,0.09,0,3.748,0.666,0.264,-0.283,0.003,-0.013,1.002,0.000,0.000,0.000,0.3350,-2,0,-0.68,-1.05,1.08,0.2201,-0.0309,0.3358,0.1143,-0.0080,0.3000,0.2583,-1.55,-7.91,-2.57,1.6210,0.0000,2.5530,1.5120,2.3730,0
14711,0.2185,-0.0311,0.3350,-0.0023,-0.0025,-0.0007,0.01,0.25,0.09,0,3.753,0.229,0.573,0.727,0.004,-0.010,1.004,0.000,0.000,0.000,0.3350,0,-1,-0.68,-1.03,1.10,0.2200,-0.0276,0.3356,0.1143,-0.0080,0.3000,0.2582,-1.77,-7.51,-2.84,1.6220,0.0000,2.5320,1.5100,2.3650,0
14763,0.2190,-0.0308,0.3350,-0.0033,-0.0019,0.0003,-0.05,0.23,0.13,0,3.748,-0.697,1.945,1.316,0.002,-0.013,1.001,0.000,0.000,0.000,0.3320,0,-1,-0.67,-0.98,1.13,0.2216,-0.0274,0.3355,0.1143,-0.0080,0.3000,0.2580,-1.72,-7.50,-3.97,1.6220,0.0000,2.5320,1.5100,2.3650,0
14815,0.2223,-0.0306,0.3336,0.0024,-0.0010,-0.0054,-0.04,0.16,0.17,0,3.748,1.957,0.164,0.808,0.001,-0.013,1.003,0.000,0.000,0.000,0.3320,1,-3,-0.71,-0.86,1.20,0.2236,-0.0272,0.3346,0.1143,-0.0080,0.3000,0.2589,-1.66,-7.98,-5.06,1.6200,0.0000,2.5270,1.5150,2.3850,0
14867,0.2209,-0.0309,0.3326,-0.0021,-0.0014,-0.0073,-0.01,0.06,0.19,0,3.748,-0.931,0.405,-0.108,0.005,-0.011,1.002,0.000,0.000,0.000,0.3310,0,-2,-0.59,-0.80,1.22,0.2308,-0.0295,0.3339,0.1143,-0.0080,0.3000,0.2593,-1.70,-7.66,-5.62,1.6200,0.0000,2.5270,1.5150,2.3850,0
14919,0.2264,-0.0306,0.3316,0.0096,-0.0005,-0.0091,-0.04,0.01,0.20,0,3.753,2.087,-1.419,1.723,0.002,-0.011,1.004,0.000,0.000,0.000,0.3340,1,-1,-0.64,-0.74,1.21,0.2362,-0.0295,0.3329,0.1143,-0.0080,0.3000,0.2597,-1.64,-8.58,-6.03,1.6210,0.0000,2.5190,1.5190,2.3710,0
14971,0.2275,-0.0295,0.3324,0.0107,0.0024,-0.0012,-0.04,0.05,0.25,0,3.748,1.158,-2.722,0.110,0.009,-0.011,1.005,0.000,0.000,0.000,0.3310,-1,-2,-0.51,-0.81,1.29,0.2393,-0.0322,0.3333,0.1143,-0.0080,0.3000,0.2587,-1.42,-8.75,-7.63,1.6210,0.0000,2.5190,1.5190,2.3710,0
15022,0.2296,-0.0296,0.3317,0.0133,0.0023,-0.0024,0.01,0.17,0.28,0,3.748,0.466,-2.270,0.602,0.000,-0.011,1.000,0.000,0.000,0.000,0.3300,1,0,-0.47,-0.92,1.30,0.2451,-0.0293,0.3327,0.1143,-0.0080,0.3000,0.2589,-1.44,-9.01,-8.53,1.6200,0.0000,2.5340,1.5290,2.3790,0
15074,0.2304,-0.0288,0.3308,0.0120,0.0038,-0.0044,0.04,0.26,0.32,0,3.748,-1.351,0.685,1.507,0.005,-0.009,1.007,0.000,0.000,0.000,0.3330,0,0,-0.43,-1.05,1.33,0.2455,-0.0322,0.3319,0.1143,-0.0080,0.3000,0.2593,-1.31,-8.98,-9.67,1.6200,0.0000,2.5340,1.5290,2.3790,0
15125,0.2307,-0.0305,0.3318,0.0092,-0.0004,0.0018,0.01,0.27,0.37,0,3.748,-0.743,0.534,0.415,0.004,-0.011,1.003,0.000,0.000,0.000,0.3280,0,-1,-0.51,-1.01,1.41,0.2470,-0.0330,0.3324,0.1143,-0.0080,0.3000,0.2585,-1.63,-8.90,-11.06,1.6220,0.0000,2.5200,1.5180,2.3830,0
15177,0.2320,-0.0305,0.3301,0.0091,-0.0005,-0.0045,0.01,0.24,0.38,0,3.748,-1.445,-0.314,0.936,0.003,-0.015,0.999,0.000,0.000,0.000,0.3330,1,0,-0.56,-0.98,1.43,0.2495,-0.0314,0.3313,0.1143,-0.0080,0.3000,0.2595,-1.63,-8.97,-11.46,1.6220,0.0000,2.5200,1.5180,2.3830,0
15229,0.2321,-0.0314,0.3314,0.0063,-0.0025,0.0023,0.03,0.23,0.43,0,3.753,-2.382,-1.512,0.429,0.005,-0.013,1.004,0.000,0.000,0.000,0.3320,0,2,-0.62,-1.00,1.48,0.2499,-0.0340,0.3319,0.1143,-0.0080,0.3000,0.2585,-1.80,-8.88,-12.97,1.6150,0.0000,2.5050,1.5250,2.3820,0
15280,0.2349,-0.0325,0.3318,0.0101,-0.0050,0.0038,0.00,0.27,0.44,0,3.743,0.184,1.214,0.344,0.008,-0.017,0.998,0.000,0.000,0.000,0.3300,0,3,-0.75,-1.11,1.52,0.2449,-0.0343,0.3321,0.1143,-0.0080,0.3000,0.2582,-2.00,-9.26,-13.22,1.6150,0.0000,2.5050,1.5250,2.3820,0
15332,0.2331,-0.0331,0.3311,0.0033,-0.0056,-0.0008,-0.10,0.21,0.47,0,3.748,2.274,3.018,1.535,0.003,-0.013,0.999,0.000,0.000,0.000,0.3290,0,0,-0.75,-1.10,1.55,0.2369,-0.0347,0.3315,0.1143,-0.0080,0.3000,0.2589,-2.06,-8.79,-14.05,1.6200,0.0900,0.0000,1.5250,2.3730,0
15384,0.2323,-0.0334,0.3300,-0.0003,-0.0053,-0.0053,-0.08,0.13,0.50,0,3.748,0.583,-2.330,0.359,0.002,-0.012,0.999,0.000,0.000,0.000,0.3310,0,0,-0.63,-0.94,1.63,0.2342,-0.0356,0.3307,0.1143,-0.0080,0.3000,0.2595,-2.07,-8.55,-15.06,1.6200,0.0900,0.0000,1.5250,2.3730,0
15434,0.2345,-0.0324,0.3303,0.0035,-0.0018,-0.0019,-0.09,0.09,0.51,0,3.748,-1.856,0.397,0.495,0.002,-0.013,1.004,0.000,0.000,0.000,0.3290,0,-1,-0.60,-1.06,1.65,0.2314,-0.0365,0.3307,0.1143,-0.0080,0.3000,0.2591,-1.84,-8.90,-15.21,1.6130,0.0000,2.4810,1.5260,2.3750,0
15486,0.2333,-0.0332,0.3296,-0.0002,-0.0027,-0.0046,-0.12,0.10,0.52,0,3.743,-0.222,-1.057,-0.211,0.004,-0.010,1.005,0.000,0.000,0.000,0.3270,0,1,-0.71,-0.93,1.66,0.2459,-0.0334,0.3307,0.1143,-0.0080,0.3000,0.2596,-1.93,-8.63,-15.62,1.6130,0.0000,2.4810,1.5260,2.3750,0
15537,0.2330,-0.0343,0.3281,-0.0021,-0.0039,-0.0088,-0.07,0.15,0.52,0,3.748,1.062,1.866,-0.191,0.004,-0.017,1.004,0.000,0.000,0.000,0.3310,0,-1,-0.73,-1.00,1.65,0.2441,-0.0335,0.3297,0.1143,-0.0080,0.3000,0.2603,-2.06,-8.49,-15.71,1.6210,0.0000,2.4590,1.5230,2.3830,0
15589,0.2347,-0.0333,0.3291,0.0004,-0.0010,-0.0016,-0.07,0.12,0.51,0,3.743,0.337,-0.707,-1.026,0.006,-0.012,1.004,0.000,0.000,0.000,0.3260,0,-4,-0.67,-0.89,1.64,0.2453,-0.0336,0.3302,0.1143,-0.0080,0.3000,0.2593,-1.86,-8.77,-15.31,1.6210,0.0000,2.4590,1.5230,2.3830,0
15640,0.2332,-0.0351,0.3276,-0.0036,-0.0040,-0.0068,-0.10,0.06,0.47,0,3.748,-0.821,0.865,0.208,0.003,-0.014,1.005,0.000,0.000,0.000,0.3300,-2,-2,-0.66,-0.86,1.58,0.2533,-0.0335,0.3291,0.1143,-0.0080,0.3000,0.2602,-2.12,-8.45,-14.14,1.6100,0.0900,2.4580,1.5180,2.3820,0
15691,0.2330,-0.0362,0.3285,-0.0047,-0.0055,-0.0003,-0.11,0.08,0.46,0,3.743,2.172,3.349,0.252,0.005,-0.010,1.002,0.000,0.000,0.000,0.3250,-1,1,-0.73,-0.79,1.61,0.2579,-0.0291,0.3296,0.1143,-0.0080,0.3000,0.2593,-2.28,-8.41,-13.91,1.6100,0.0900,2.4580,1.5180,2.3820,0
15742,0.2337,-0.0354,0.3268,-0.0035,-0.0025,-0.0055,-0.09,-0.03,0.49,0,3.743,-2.613,-3.739,0.313,0.005,-0.011,1.002,0.000,0.000,0.000,0.3260,1,1,-0.63,-0.64,1.62,0.2558,-0.0265,0.3285,0.1143,-0.0080,0.3000,0.2602,-2.07,-8.49,-14.75,1.6160,0.0000,2.3910,1.5360,2.3840,0
15794,0.2355,-0.0343,0.3262,0.0010,0.0006,-0.0060,-0.06,0.05,0.52,0,3.743,2.172,-0.523,-0.191,0.002,-0.008,1.004,0.000,0.000,0.000,0.3280,-1,-3,-0.74,-0.85,1.64,0.2534,-0.0289,0.3279,0.1143,-0.0080,0.3000,0.2603,-1.85,-8.82,-15.55,1.6160,0.0000,2.3910,1.5360,2.3840,0
15846,0.2357,-0.0352,0.3269,0.0012,-0.0006,0.0004,-0.07,-0.02,0.51,0,3.748,0.217,1.281,0.493,0.003,-0.013,1.005,0.000,0.000,0.000,0.3270,0,0,-0.64,-0.82,1.63,0.2614,-0.0258,0.3282,0.1143,-0.0080,0.3000,0.2595,-1.98,-8.87,-15.42,1.6160,0.0000,2.4150,1.5310,2.3800,0
15898,0.2415,-0.0340,0.3270,0.0130,0.0025,0.0016,-0.08,0.01,0.53,0,3.743,0.847,-1.939,0.022,0.006,-0.018,0.995,0.000,0.000,0.000,0.3300,0,-3,-0.63,-0.75,1.65,0.2623,-0.0248,0.3281,0.1143,-0.0080,0.3000,0.2594,-1.74,-9.84,-15.97,1.6160,0.0000,2.4150,1.5310,2.3800,0
15949,0.2424,-0.0349,0.3286,0.0133,0.0011,0.0081,-0.10,0.09,0.57,0,3.748,2.973,-1.718,0.992,0.003,-0.013,0.992,0.000,0.000,0.000,0.3270,0,-2,-0.58,-0.79,1.65,0.2739,-0.0258,0.3289,0.1143,-0.0080,0.3000,0.2584,-1.88,-9.95,-17.14,1.6100,0.0850,2.3210,1.5380,2.3790,0
16000,0.2436,-0.0337,0.3282,0.0133,0.0040,0.0030,-0.04,0.22,0.61,0,3.743,3.565,-1.684,0.717,0.002,-0.010,0.995,0.000,0.000,0.000,0.3260,0,0,-0.42,-0.86,1.69,0.2792,-0.0255,0.3282,0.1143,-0.0080,0.3000,0.2590,-1.65,-10.01,-18.31,1.6100,0.0850,2.3210,1.5380,2.3790,0
16051,0.2442,-0.0341,0.3271,0.0111,0.0031,-0.0042,-0.02,0.29,0.67,0,3.743,-0.924,0.536,-0.733,0.002,-0.017,1.001,0.000,0.000,0.000,0.3250,1,-1,-0.24,-0.94,1.73,0.2818,-0.0253,0.3274,0.1143,-0.0080,0.3000,0.2600,-1.72,-9.92,-20.10,1.6120,0.0880,0.0000,1.5280,2.3870,0
16102,0.2447,-0.0340,0.3259,0.0087,0.0032,-0.0106,-0.08,0.25,0.68,0,3.737,1.279,-0.023,0.715,0.003,-0.014,0.999,0.000,0.000,0.000,0.3220,0,0,-0.27,-0.92,1.69,0.2826,-0.0289,0.3264,0.1143,-0.0080,0.3000,0.2609,-1.70,-9.81,-20.51,1.6120,0.0880,0.0000,1.5280,2.3870,0
16154,0.2458,-0.0329,0.3235,0.0080,0.0053,-0.0191,0.01,0.26,0.69,0,3.737,-0.279,-0.488,0.475,0.006,-0.016,1.003,0.000,0.000,0.000,0.3220,-1,0,-0.20,-0.93,1.73,0.2844,-0.0300,0.3246,0.1143,-0.0080,0.3000,0.2622,-1.51,-9.80,-20.75,1.6090,0.0000,0.0000,1.5390,2.3820,0
16206,0.2458,-0.0318,0.3220,0.0050,0.0068,-0.0199,0.00,0.25,0.70,0,3.737,0.812,1.089,-0.267,0.003,-0.009,1.007,0.000,0.000,0.000,0.3230,0,-2,-0.26,-0.97,1.78,0.2826,-0.0248,0.3234,0.1143,-0.0080,0.3000,0.2626,-1.36,-9.66,-20.97,1.6090,0.0000,0.0000,1.5390,2.3820,0
16258,0.2460,-0.0293,0.3218,0.0030,0.0112,-0.0125,0.01,0.17,0.70,0,3.743,2.177,0.864,0.198,0.002,-0.010,1.005,0.000,0.000,0.000,0.3230,0,-5,-0.22,-0.89,1.75,0.2867,-0.0249,0.3229,0.1143,-0.0080,0.3000,0.2619,-0.99,-9.60,-21.10,1.6110,0.0000,0.0000,1.5490,2.3810,0
16309,0.2486,-0.0285,0.3219,0.0064,0.0118,-0.0066,0.06,0.10,0.70,0,3.737,2.148,-0.175,0.136,0.003,-0.013,1.003,0.000,0.000,0.000,0.3220,0,1,-0.11,-0.77,1.70,0.2974,-0.0248,0.3227,0.1143,-0.0080,0.3000,0.2612,-0.90,-9.97,-20.99,1.6110,0.0000,0.0000,1.5490,2.3810,0
16361,0.2497,-0.0298,0.3217,0.0069,0.0071,-0.0039,0.17,0.09,0.70,0,3.743,-1.112,-1.534,-1.629,0.002,-0.013,1.004,0.000,0.000,0.000,0.3210,0,-1,-0.00,-0.81,1.73,0.2961,-0.0249,0.3224,0.1143,-0.0080,0.3000,0.2609,-1.22,-10.07,-20.85,1.6080,0.0870,2.2010,1.5420,2.3880,0
16412,0.2576,-0.0280,0.3212,0.0216,0.0088,-0.0035,0.13,0.10,0.65,0,3.737,1.565,-2.926,-1.158,0.002,-0.016,1.003,0.000,0.000,0.000,0.3210,0,0,-0.06,-0.88,1.64,0.2988,-0.0251,0.3219,0.1143,-0.0080,0.3000,0.2610,-1.01,-11.30,-19.54,1.6080,0.0870,2.2010,1.5420,2.3880,0
16464,0.2582,-0.0276,0.3210,0.0197,0.0077,-0.0021,0.11,0.21,0.58,0,3.743,0.913,-2.003,-0.433,0.004,-0.013,1.005,0.000,0.000,0.000,0.3210,-1,0,0.02,-1.03,1.58,0.3003,-0.0261,0.3216,0.1143,-0.0080,0.3000,0.2609,-1.04,-11.26,-17.32,1.6060,0.0890,0.0000,1.5540,2.3860,0
16514,0.2602,-0.0275,0.3209,0.0197,0.0062,-0.0010,0.10,0.33,0.53,0,3.732,0.343,-3.841,-0.789,0.008,-0.013,1.001,0.000,0.000,0.000,0.3190,-1,-2,0.02,-1.15,1.59,0.2986,-0.0200,0.3215,0.1143,-0.0080,0.3000,0.2608,-1.10,-11.40,-15.97,1.6060,0.0890,0.0000,1.5540,2.3860,0
16566,0.2603,-0.0266,0.3200,0.0152,0.0064,-0.0043,0.11,0.39,0.49,0,3.737,0.870,-0.580,-1.321,0.006,-0.017,1.001,0.000,0.000,0.000,0.3180,0,0,0.02,-1.32,1.52,0.3028,-0.0179,0.3208,0.1143,-0.0080,0.3000,0.2613,-1.02,-11.18,-14.59,1.6050,0.0000,0.0000,1.5490,2.3850,0
16616,0.2594,-0.0258,0.3188,0.0082,0.0060,-0.0073,0.12,0.44,0.40,0,3.737,0.496,1.212,-2.344,0.002,-0.013,1.003,0.000,0.000,0.000,0.3200,0,-1,0.07,-1.35,1.45,0.3034,-0.0182,0.3199,0.1143,-0.0080,0.3000,0.2618,-0.99,-10.78,-12.07,1.6050,0.0000,0.0000,1.5490,2.3850,0
16668,0.2596,-0.0249,0.3192,0.0038,0.0061,-0.0025,0.13,0.40,0.30,0,3.737,1.570,-0.051,-1.300,0.002,-0.015,1.004,0.000,0.000,0.000,0.3170,-1,-1,0.09,-1.26,1.31,0.3069,-0.0174,0.3199,0.1143,-0.0080,0.3000,0.2613,-0.92,-10.61,-9.14,1.6010,0.0000,0.0000,1.5420,2.3870,0
