time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y,acc_x,acc_y,acc_z,ref_x,ref_y,ref_z,est_x,est_y
150,-0.0226,0.0278,0.0032,-0.78,1.62,0.05,0.009,-3.118,-0.529,3.743,-0.0052,-0.0145,0.0269,-0.0482,1.0401,0.0000,0.0000,0.2200,0.0000,0.0000
159,-0.0216,0.0276,0.0043,-0.77,1.57,0.02,0.009,1.033,1.978,0.492,-0.0042,-0.0133,0.0156,-0.0124,1.0126,0.0000,0.0000,0.2200,0.0000,0.0000
169,-0.0218,0.0118,0.0056,-0.60,1.53,-0.01,0.009,-4.737,-1.494,2.501,0.0012,-0.0152,0.0164,-0.0113,1.0234,0.0000,0.0000,0.2200,0.0000,0.0000
179,-0.0222,0.0204,0.0015,-0.67,1.54,0.02,0.009,-12.862,7.375,6.211,0.0017,-0.0166,0.0101,-0.0107,1.0545,0.0000,0.0000,0.2200,0.0000,0.0000
190,-0.0187,0.0274,0.0047,-0.72,1.46,0.04,0.009,-16.946,-3.917,6.524,0.0018,-0.0166,0.0097,-0.0170,1.0499,0.0000,0.0000,0.2200,0.0000,0.0000
200,0.0096,0.0170,0.0093,-0.64,1.22,0.07,0.009,-18.342,3.152,0.844,0.0019,-0.0165,0.0167,-0.0218,1.0637,0.0000,0.0000,0.2200,0.0000,0.0000
209,0.0099,0.0089,0.0105,-0.67,1.15,0.12,0.008,-32.475,8.676,-1.369,0.0020,-0.0164,-0.0067,-0.0171,1.0680,0.0000,0.0000,0.2200,0.0000,0.0000
220,0.0079,0.0101,0.0139,-0.85,1.15,0.19,0.008,-36.213,6.025,-6.057,0.0021,-0.0163,0.0019,-0.0168,1.0963,0.0000,0.0000,0.2200,0.0000,0.0000
229,0.0058,0.0117,0.0191,-1.02,1.15,0.21,0.008,-35.891,7.629,-8.861,0.0021,-0.0161,0.0090,-0.0222,1.1119,0.0000,0.0000,0.2200,0.0000,0.0000
239,0.0039,0.0134,0.0187,-1.31,1.06,0.20,0.008,-34.014,3.763,-7.133,0.0021,-0.0159,0.0006,-0.0241,1.1082,0.0000,0.0000,0.2200,0.0000,0.0000
250,0.0020,0.0158,0.0249,-1.66,0.99,0.16,0.008,-42.067,-2.317,-7.203,0.0021,-0.0157,0.0045,-0.0123,1.1148,0.0000,0.0000,0.2200,0.0000,0.0000
259,0.0002,0.0189,0.0322,-2.03,0.91,0.07,0.014,-44.675,-7.034,-4.231,0.0020,-0.0154,0.0070,-0.0153,1.1593,0.0000,0.0000,0.2200,0.0000,0.0000
270,-0.0015,0.0228,0.0419,-2.36,0.86,-0.01,0.014,-39.217,-17.324,-7.222,0.0020,-0.0151,0.0019,-0.0168,1.1981,0.0000,0.0000,0.2200,0.0000,0.0000
279,-0.0034,0.0275,0.0601,-2.77,0.86,-0.08,0.014,-26.836,-19.786,-5.214,0.0008,-0.0132,0.0052,-0.0089,1.2177,0.0000,0.0000,0.2200,0.0000,0.0000
290,-0.0050,0.0329,0.0706,-3.22,0.93,-0.13,0.014,-6.322,-18.318,-1.161,-0.0042,-0.0095,0.0078,-0.0072,1.1960,0.0000,0.0000,0.2200,0.0000,0.0000
299,-0.0068,0.0392,0.0827,-3.62,1.08,-0.18,0.014,16.086,-21.410,-0.474,-0.0073,-0.0073,0.0051,-0.0198,1.1753,0.0000,0.0000,0.2200,0.0000,0.0000
310,-0.0149,0.0550,0.0980,-3.99,1.32,-0.23,0.000,30.183,-18.532,-0.681,-0.0120,-0.0013,0.0018,-0.0283,1.1421,0.0000,0.0000,0.2200,0.0000,0.0000
320,-0.0428,0.0797,0.1149,-4.24,1.70,-0.25,0.000,32.354,-11.552,-1.060,-0.0162,0.0018,0.0031,-0.0206,1.1473,0.0000,0.0000,0.2200,0.0000,0.0000
330,-0.0610,0.0968,0.1348,-4.18,2.04,-0.25,0.000,26.148,-2.269,-1.524,-0.0212,0.0035,0.0058,-0.0094,1.1325,0.0000,0.0000,0.2200,0.0000,0.0000
340,-0.0857,0.1310,0.1105,-4.11,2.40,-0.27,0.000,24.378,4.864,-1.687,-0.0238,0.0041,0.0155,-0.0161,1.1317,0.0000,0.0000,0.2200,0.0000,0.0000
350,-0.1076,0.1488,0.1224,-3.85,2.66,-0.28,0.000,29.258,5.952,-0.463,-0.0291,0.0057,0.0169,-0.0223,1.1433,0.0000,0.0000,0.2200,0.0000,0.0000
359,-0.1332,0.1576,0.1322,-3.57,2.87,-0.31,0.000,36.983,5.308,0.903,-0.0317,0.0035,0.0046,-0.0206,1.1357,0.0000,0.0000,0.2200,0.0000,0.0000
370,-0.1455,0.1598,0.1456,-3.29,2.89,-0.34,0.000,39.205,6.618,2.988,-0.0371,0.0024,-0.0033,-0.0163,1.1280,0.0000,0.0000,0.2200,0.0000,0.0000
380,-0.1689,0.1636,0.1292,-3.01,2.97,-0.37,0.000,29.410,9.936,5.099,-0.0386,0.0024,0.0027,-0.0205,1.1230,0.0000,0.0000,0.2200,0.0000,0.0000
389,-0.1816,0.1529,0.1438,-2.54,2.97,-0.39,0.000,16.259,17.824,6.121,-0.0414,0.0022,0.0104,-0.0183,1.1142,0.0000,0.0000,0.2200,0.0000,0.0000
400,-0.2059,0.1446,0.1548,-2.05,3.05,-0.40,0.000,5.608,21.879,6.350,-0.0436,-0.0013,0.0117,-0.0155,1.1123,0.0000,0.0000,0.2200,0.0000,0.0000
409,-0.2089,0.1413,0.1699,-1.67,2.93,-0.36,0.009,-3.180,25.535,7.425,-0.0437,-0.0008,0.0076,-0.0156,1.1059,0.0000,0.0000,0.2200,0.0000,0.0000
420,-0.2186,0.1362,0.1821,-1.42,2.80,-0.31,0.009,-11.632,30.300,7.752,-0.0461,-0.0022,0.0082,-0.0133,1.0980,0.0000,0.0000,0.2200,0.0000,0.0000
429,-0.2169,0.1142,0.2003,-1.17,2.53,-0.26,0.009,-20.065,36.610,8.220,-0.0490,-0.0009,0.0082,-0.0147,1.0887,0.0000,0.0000,0.2200,0.0000,0.0000
438,-0.2199,0.1017,0.1920,-1.09,2.28,-0.20,0.009,-19.587,35.017,8.466,-0.0523,0.0008,0.0043,-0.0136,1.0789,0.0000,0.0000,0.2200,0.0000,0.0000
450,-0.2257,0.1027,0.2024,-1.19,1.99,-0.13,0.009,-18.513,34.200,8.094,-0.0553,0.0030,0.0041,-0.0113,1.0702,0.0000,0.0000,0.2200,0.0000,0.0000
459,-0.2312,0.1075,0.2118,-1.40,1.65,-0.05,0.028,-12.385,32.836,8.693,-0.0574,0.0049,0.0055,-0.0113,1.0734,0.0000,0.0000,0.2200,0.0000,0.0000
470,-0.2393,0.1135,0.2188,-1.63,1.34,0.02,0.028,-1.397,30.539,8.058,-0.0607,0.0075,0.0036,-0.0102,1.0773,0.0000,0.0000,0.2200,0.0000,0.0000
479,-0.2480,0.1240,0.2395,-1.87,1.03,0.08,0.028,9.920,25.961,6.333,-0.0615,0.0084,0.0041,-0.0136,1.0657,0.0000,0.0000,0.2200,0.0000,0.0000
490,-0.2443,0.1281,0.2482,-2.01,0.65,0.17,0.028,16.938,21.833,5.524,-0.0638,0.0094,0.0038,-0.0169,1.0494,0.0000,0.0000,0.2200,0.0000,0.0000
500,-0.2499,0.1385,0.2526,-2.09,0.38,0.23,0.028,23.914,19.808,6.419,-0.0655,0.0095,-0.0003,-0.0201,1.0397,0.0000,0.0000,0.2200,0.0000,0.0000
509,-0.2421,0.1401,0.2630,-1.99,0.04,0.30,0.050,28.715,18.864,4.417,-0.0691,0.0113,-0.0005,-0.0180,1.0320,0.0000,0.0000,0.2200,0.0000,0.0000
520,-0.2417,0.1417,0.2708,-1.82,-0.19,0.35,0.050,33.400,16.570,2.965,-0.0688,0.0058,-0.0001,-0.0229,1.0183,0.0000,0.0000,0.2200,0.0000,0.0000
529,-0.2376,0.1385,0.2794,-1.54,-0.42,0.41,0.050,29.101,15.061,2.987,-0.0696,0.0023,-0.0025,-0.0219,0.9966,0.0000,0.0000,0.2200,0.0000,0.0000
538,-0.2414,0.1421,0.3068,-1.26,-0.59,0.45,0.050,24.272,11.667,2.342,-0.0698,0.0029,0.0027,-0.0179,0.9805,0.0000,0.0000,0.2200,0.0000,0.0000
550,-0.2263,0.1089,0.3197,-0.67,-0.87,0.50,0.050,18.058,7.294,2.506,-0.0721,0.0047,0.0064,-0.0183,0.9755,0.0000,0.0000,0.2200,0.0000,0.0000
559,-0.2171,0.0863,0.3268,-0.19,-1.08,0.54,0.072,12.545,0.853,2.639,-0.0744,0.0064,-0.0000,-0.0227,0.9789,0.0000,0.0000,0.2200,0.0000,0.0000
570,-0.2048,0.0852,0.3306,0.08,-1.28,0.58,0.072,1.662,-3.357,3.061,-0.0742,0.0067,0.0012,-0.0230,0.9828,0.0000,0.0000,0.2200,0.0000,0.0000
579,-0.2097,0.0934,0.3554,0.21,-1.32,0.60,0.072,-1.964,-8.828,3.576,-0.0752,0.0028,0.0042,-0.0233,0.9855,0.0000,0.0000,0.2200,0.0000,0.0000
590,-0.2008,0.0922,0.3547,0.35,-1.39,0.63,0.072,-4.907,-12.563,4.061,-0.0757,0.0037,0.0016,-0.0183,0.9727,0.0000,0.0000,0.2200,0.0000,0.0000
599,-0.1867,0.0883,0.3552,0.42,-1.45,0.67,0.072,-3.962,-12.888,4.734,-0.0767,0.0081,0.0037,-0.0147,0.9578,0.0000,0.0000,0.2200,0.0000,0.0000
608,-0.1797,0.0630,0.3561,0.59,-1.40,0.73,0.092,-3.365,-11.427,4.189,-0.0770,0.0091,0.0071,-0.0170,0.9472,0.0000,0.0000,0.2200,0.0000,0.0000
620,-0.1702,0.0635,0.3561,0.53,-1.34,0.77,0.092,-4.774,-9.401,3.331,-0.0783,0.0120,0.0011,-0.0158,0.9389,0.0000,0.0000,0.2200,0.0000,0.0000
629,-0.1641,0.0821,0.3541,0.33,-1.24,0.80,0.092,-5.058,-6.669,1.771,-0.0783,0.0114,-0.0030,-0.0241,0.9323,0.0000,0.0000,0.2200,0.0000,0.0000
639,-0.1540,0.0818,0.3642,0.30,-1.19,0.85,0.092,-5.127,-3.270,1.497,-0.0774,0.0111,-0.0043,-0.0226,0.9319,0.0000,0.0000,0.2200,0.0000,0.0000
650,-0.1511,0.0925,0.3588,0.17,-1.10,0.86,0.092,-1.617,-2.357,-0.349,-0.0772,0.0114,-0.0005,-0.0131,0.9301,0.0000,0.0000,0.2200,0.0000,0.0000
659,-0.1410,0.0838,0.3559,0.18,-1.09,0.90,0.115,4.057,1.624,1.080,-0.0805,0.0180,0.0014,-0.0164,0.9284,0.0000,0.0000,0.2200,-0.0014,0.0008
668,-0.1276,0.0781,0.3523,0.18,-1.14,0.92,0.115,1.721,3.226,-0.296,-0.0817,0.0190,-0.0006,-0.0144,0.9268,0.0000,0.0000,0.2200,-0.0027,0.0016
679,-0.1212,0.0771,0.3694,0.17,-1.16,0.93,0.115,2.763,10.487,-0.135,-0.0823,0.0191,-0.0006,-0.0183,0.9216,0.0000,0.0000,0.2200,-0.0039,0.0024
688,-0.1247,0.1042,0.3599,-0.00,-1.12,0.89,0.115,4.247,10.786,-0.073,-0.0823,0.0194,0.0020,-0.0166,0.9189,0.0000,0.0000,0.2200,-0.0051,0.0034
699,-0.1229,0.1042,0.3529,0.02,-1.16,0.88,0.115,6.250,13.542,1.805,-0.0821,0.0221,0.0007,-0.0134,0.9132,0.0000,0.0000,0.2200,-0.0064,0.0045
710,-0.1178,0.0994,0.3469,0.09,-1.28,0.89,0.126,7.976,9.115,-0.541,-0.0819,0.0223,0.0051,-0.0207,0.9079,0.0000,0.0000,0.2200,-0.0076,0.0055
719,-0.1095,0.0957,0.3407,0.16,-1.44,0.90,0.126,10.698,6.495,1.513,-0.0824,0.0225,0.0044,-0.0182,0.9043,0.0000,0.0000,0.2200,-0.0086,0.0064
730,-0.1004,0.1049,0.3325,0.15,-1.62,0.89,0.126,8.218,3.186,1.449,-0.0825,0.0238,0.0059,-0.0182,0.9003,0.0000,0.0000,0.2200,-0.0097,0.0075
739,-0.0917,0.1002,0.3160,0.27,-1.76,0.90,0.126,9.223,-1.656,0.982,-0.0827,0.0237,0.0062,-0.0132,0.9021,0.0000,0.0000,0.2200,-0.0106,0.0085
750,-0.0864,0.0951,0.3078,0.39,-1.85,0.92,0.126,7.897,-5.398,0.834,-0.0829,0.0254,0.0091,-0.0140,0.9032,0.0000,0.0000,0.2200,-0.0114,0.0094
759,-0.0796,0.0966,0.2987,0.45,-1.92,0.93,0.136,6.936,-5.761,0.487,-0.0830,0.0267,0.0049,-0.0181,0.9023,0.0000,0.0000,0.2200,-0.0122,0.0104
768,-0.0733,0.0906,0.2898,0.58,-1.93,0.94,0.136,4.334,-10.058,0.521,-0.0833,0.0258,0.0024,-0.0147,0.9027,0.0000,0.0000,0.2200,-0.0130,0.0113
780,-0.0672,0.0934,0.2693,0.63,-1.91,0.94,0.136,3.482,-7.751,0.723,-0.0835,0.0258,0.0011,-0.0149,0.9042,0.0000,0.0000,0.2200,-0.0136,0.0122
789,-0.0620,0.0947,0.2596,0.69,-1.87,0.94,0.136,2.190,-7.273,-0.013,-0.0832,0.0262,-0.0014,-0.0156,0.9003,0.0000,0.0000,0.2200,-0.0143,0.0132
798,-0.0574,0.0846,0.2506,0.81,-1.79,0.96,0.136,0.173,-8.867,-0.306,-0.0836,0.0269,-0.0032,-0.0180,0.9050,0.0000,0.0000,0.2200,-0.0148,0.0140
809,-0.0529,0.0789,0.2415,0.88,-1.72,0.97,0.144,-0.028,-7.007,0.319,-0.0829,0.0327,-0.0024,-0.0176,0.9043,0.0000,0.0000,0.2200,-0.0154,0.0148
818,-0.0458,0.0756,0.2322,0.91,-1.67,0.97,0.144,-1.428,-5.509,0.869,-0.0821,0.0333,0.0026,-0.0132,0.9011,0.0000,0.0000,0.2200,-0.0158,0.0156
829,-0.0384,0.0989,0.2211,0.72,-1.62,0.90,0.144,-1.430,-6.031,-0.068,-0.0824,0.0343,0.0044,-0.0165,0.8984,0.0000,0.0000,0.2200,-0.0162,0.0166
838,-0.0323,0.0987,0.1882,0.72,-1.57,0.90,0.144,-2.031,-4.619,-0.984,-0.0813,0.0344,0.0016,-0.0161,0.8997,0.0000,0.0000,0.2200,-0.0165,0.0175
849,-0.0270,0.0944,0.1792,0.73,-1.54,0.91,0.144,-3.185,-2.546,-0.564,-0.0809,0.0358,0.0010,-0.0130,0.9016,0.0000,0.0000,0.2200,-0.0168,0.0185
858,-0.0209,0.0902,0.1700,0.74,-1.50,0.92,0.158,-1.038,-4.010,0.646,-0.0810,0.0364,-0.0007,-0.0136,0.9048,0.0000,0.0000,0.2200,-0.0170,0.0194
868,-0.0161,0.0884,0.1601,0.73,-1.47,0.91,0.158,0.398,-4.075,0.595,-0.0802,0.0373,0.0046,-0.0171,0.9131,0.0000,0.0000,0.2200,-0.0172,0.0203
879,-0.0113,0.0900,0.1526,0.67,-1.47,0.89,0.158,0.517,-3.911,0.669,-0.0803,0.0381,0.0037,-0.0167,0.9156,0.0000,0.0000,0.2200,-0.0173,0.0212
889,-0.0089,0.0872,0.1430,0.68,-1.43,0.90,0.158,2.506,-4.410,0.125,-0.0794,0.0383,0.0020,-0.0159,0.9166,0.0000,0.0000,0.2200,-0.0174,0.0220
898,-0.0024,0.0866,0.1334,0.68,-1.42,0.90,0.158,2.344,-4.958,-0.361,-0.0785,0.0392,0.0024,-0.0133,0.9198,0.0000,0.0000,0.2200,-0.0174,0.0229
908,-0.0003,0.0849,0.1244,0.69,-1.39,0.91,0.159,2.726,-5.032,0.086,-0.0779,0.0405,0.0022,-0.0105,0.9243,0.0000,0.0000,0.2200,-0.0174,0.0238
919,0.0059,0.0809,0.1162,0.73,-1.38,0.91,0.159,3.556,-4.548,-0.301,-0.0775,0.0407,-0.0012,-0.0125,0.9290,0.0000,0.0000,0.2200,-0.0173,0.0246
929,0.0118,0.0803,0.1080,0.75,-1.36,0.90,0.159,4.513,-5.756,-0.277,-0.0763,0.0413,-0.0023,-0.0155,0.9295,0.0000,0.0000,0.2200,-0.0172,0.0254
939,0.0163,0.0815,0.0851,0.75,-1.33,0.89,0.159,7.513,-6.535,-0.636,-0.0759,0.0418,0.0000,-0.0147,0.9313,0.0000,0.0000,0.2200,-0.0170,0.0262
948,0.0197,0.0774,0.0775,0.81,-1.29,0.90,0.159,4.454,-6.505,0.158,-0.0752,0.0435,0.0009,-0.0119,0.9331,0.0000,0.0000,0.2200,-0.0169,0.0270
958,0.0262,0.0754,0.0704,0.85,-1.26,0.90,0.165,4.697,-4.448,-0.459,-0.0745,0.0436,0.0040,-0.0136,0.9365,0.0000,0.0000,0.2200,-0.0166,0.0277
968,0.0290,0.0732,0.0634,0.92,-1.20,0.89,0.165,3.497,-7.457,-0.420,-0.0737,0.0437,-0.0004,-0.0116,0.9441,0.0000,0.0000,0.2200,-0.0163,0.0285
979,0.0326,0.0757,0.0550,0.95,-1.15,0.88,0.165,3.465,-6.243,0.222,-0.0730,0.0443,0.0032,-0.0156,0.9489,0.0000,0.0000,0.2200,-0.0160,0.0292
989,0.0364,0.0713,0.0484,1.02,-1.11,0.88,0.165,-0.892,-4.508,0.297,-0.0722,0.0447,0.0022,-0.0151,0.9487,0.0000,0.0000,0.2200,-0.0156,0.0299
998,0.0398,0.0670,0.0420,1.08,-1.06,0.88,0.165,0.408,-5.873,0.293,-0.0706,0.0454,0.0007,-0.0118,0.9538,0.0000,0.0000,0.2200,-0.0152,0.0306
1009,0.0430,0.0651,0.0361,1.11,-1.00,0.88,0.168,-0.626,-5.249,-0.300,-0.0701,0.0458,-0.0020,-0.0146,0.9535,0.0000,0.0000,0.2200,-0.0148,0.0312
1018,0.0461,0.0622,0.0308,1.13,-0.96,0.88,0.168,-1.797,-6.363,0.024,-0.0688,0.0465,0.0010,-0.0151,0.9535,0.0000,0.0000,0.2200,-0.0143,0.0319
1028,0.0525,0.0605,0.0257,1.13,-0.94,0.86,0.168,-2.469,-6.169,0.236,-0.0683,0.0473,0.0007,-0.0151,0.9599,0.0000,0.0000,0.2200,-0.0138,0.0325
1039,0.0540,0.0580,0.0211,1.12,-0.89,0.86,0.168,-1.512,-6.751,-0.206,-0.0672,0.0474,-0.0008,-0.0146,0.9597,0.0000,0.0000,0.2200,-0.0133,0.0330
1049,0.0588,0.0568,0.0164,1.10,-0.85,0.85,0.168,-2.186,-8.215,-0.752,-0.0658,0.0479,-0.0002,-0.0155,0.9649,0.0000,0.0000,0.2200,-0.0127,0.0336
1058,0.0601,0.0556,0.0117,1.08,-0.79,0.85,0.172,-0.281,-6.160,-0.507,-0.0646,0.0483,-0.0015,-0.0124,0.9687,0.0000,0.0000,0.2200,-0.0121,0.0342
1069,0.0634,0.0522,0.0074,1.07,-0.74,0.85,0.172,-1.536,-5.048,-0.402,-0.0640,0.0484,-0.0003,-0.0092,0.9725,0.0000,0.0000,0.2200,-0.0114,0.0347
1078,0.0678,0.0502,0.0105,1.05,-0.68,0.84,0.172,1.815,-3.330,-0.711,-0.0631,0.0497,0.0026,-0.0113,0.9702,0.0000,0.0000,0.2200,-0.0108,0.0352
1088,0.0708,0.0480,0.0068,1.04,-0.63,0.83,0.172,-0.463,-4.555,-0.304,-0.0624,0.0501,0.0008,-0.0139,0.9689,0.0000,0.0000,0.2200,-0.0100,0.0357
1098,0.0715,0.0449,0.0035,1.04,-0.58,0.83,0.172,0.244,-3.713,-1.074,-0.0599,0.0518,-0.0012,-0.0116,0.9736,0.0000,0.0000,0.2200,-0.0093,0.0361
1108,0.0731,0.0464,0.0005,1.02,-0.55,0.81,0.173,0.556,-4.339,-0.764,-0.0595,0.0522,0.0016,-0.0090,0.9758,0.0000,0.0000,0.2200,-0.0086,0.0366
1118,0.0741,0.0447,-0.0023,1.02,-0.51,0.81,0.173,1.178,-4.227,-0.134,-0.0582,0.0516,0.0012,-0.0130,0.9746,0.0000,0.0000,0.2200,-0.0079,0.0370
1129,0.0820,0.0478,-0.0060,0.98,-0.52,0.78,0.173,-1.579,-3.995,-0.255,-0.0573,0.0523,0.0009,-0.0152,0.9778,0.0000,0.0000,0.2200,-0.0070,0.0375
1139,0.0809,0.0456,-0.0022,0.99,-0.46,0.78,0.173,-0.537,-4.807,0.045,-0.0561,0.0537,-0.0011,-0.0136,0.9801,0.0000,0.0000,0.2200,-0.0062,0.0380
1150,0.0835,0.0398,-0.0046,1.03,-0.43,0.78,0.173,-0.739,-5.660,-0.497,-0.0552,0.0531,0.0008,-0.0094,0.9791,0.0000,0.0000,0.2200,-0.0054,0.0384
1159,0.0845,0.0393,-0.0071,1.01,-0.39,0.78,0.171,-1.091,-6.366,-0.560,-0.0540,0.0532,-0.0008,-0.0133,0.9813,0.0000,0.0000,0.2200,-0.0045,0.0388
1168,0.0868,0.0416,-0.0096,0.98,-0.36,0.77,0.171,-0.720,-5.787,-0.145,-0.0534,0.0532,-0.0004,-0.0155,0.9872,0.0000,0.0000,0.2200,-0.0037,0.0392
1179,0.0875,0.0359,-0.0120,1.00,-0.30,0.76,0.171,0.819,-5.906,-0.156,-0.0522,0.0543,0.0031,-0.0121,0.9873,0.0000,0.0000,0.2200,-0.0028,0.0395
1188,0.0893,0.0330,-0.0141,1.00,-0.25,0.76,0.171,0.089,-6.534,0.130,-0.0513,0.0546,0.0003,-0.0105,0.9882,0.0000,0.0000,0.2200,-0.0019,0.0399
1198,0.0884,0.0302,-0.0160,1.01,-0.18,0.76,0.171,1.092,-6.099,-0.205,-0.0497,0.0546,-0.0033,-0.0070,0.9922,0.0000,0.0000,0.2200,-0.0010,0.0402
1208,0.0900,0.0313,-0.0176,0.99,-0.13,0.75,0.169,1.315,-5.635,0.719,-0.0485,0.0546,-0.0012,-0.0095,0.9889,0.0000,0.0000,0.2200,-0.0001,0.0405
1218,0.0927,0.0286,-0.0190,1.00,-0.08,0.75,0.169,1.959,-5.675,0.685,-0.0474,0.0557,0.0029,-0.0127,0.9882,0.0000,0.0000,0.2200,0.0008,0.0408
1228,0.0940,0.0257,-0.0202,1.02,-0.02,0.75,0.169,-0.320,-6.157,0.866,-0.0464,0.0559,0.0046,-0.0137,0.9898,0.0000,0.0000,0.2200,0.0017,0.0410
1238,0.0924,0.0247,-0.0228,1.03,-0.01,0.75,0.169,0.142,-4.167,0.721,-0.0433,0.0556,0.0006,-0.0140,0.9912,0.0000,0.0000,0.2200,0.0027,0.0413
1248,0.0948,0.0272,-0.0239,1.01,0.03,0.75,0.169,0.290,-3.993,0.631,-0.0423,0.0558,-0.0024,-0.0143,0.9932,0.0000,0.0000,0.2200,0.0036,0.0415
1258,0.0948,0.0254,-0.0248,1.03,0.08,0.75,0.164,-0.565,-4.298,0.420,-0.0419,0.0559,0.0005,-0.0132,0.9938,0.0000,0.0000,0.2200,0.0046,0.0418
1269,0.1027,0.0216,-0.0263,1.04,0.08,0.75,0.164,-1.410,-4.090,0.307,-0.0410,0.0559,0.0001,-0.0071,0.9940,0.0000,0.0000,0.2200,0.0056,0.0420
1279,0.1023,0.0199,-0.0375,1.05,0.12,0.76,0.164,-3.294,-3.898,0.898,-0.0389,0.0564,0.0048,-0.0045,0.9974,0.0000,0.0000,0.2200,0.0066,0.0422
1288,0.1002,0.0175,-0.0383,1.05,0.18,0.76,0.164,-1.982,-3.440,0.774,-0.0376,0.0565,0.0042,-0.0089,0.9989,0.0000,0.0000,0.2200,0.0076,0.0424
1298,0.0996,0.0153,-0.0391,1.05,0.22,0.76,0.164,-1.493,-3.863,0.026,-0.0371,0.0566,0.0021,-0.0121,1.0018,0.0000,0.0000,0.2200,0.0086,0.0425
1308,0.1032,0.0149,-0.0399,1.02,0.23,0.76,0.163,-2.260,-3.590,0.609,-0.0358,0.0571,0.0007,-0.0123,1.0014,0.0000,0.0000,0.2200,0.0096,0.0427
1318,0.1038,0.0129,-0.0406,1.00,0.27,0.77,0.163,0.529,-3.229,0.278,-0.0361,0.0574,0.0027,-0.0104,1.0009,0.0000,0.0000,0.2200,0.0107,0.0428
1328,0.1015,0.0110,-0.0409,0.98,0.31,0.77,0.163,-1.414,-3.497,1.435,-0.0340,0.0571,0.0009,-0.0098,1.0043,0.0000,0.0000,0.2200,0.0117,0.0429
1338,0.1019,0.0107,-0.0443,0.96,0.34,0.77,0.163,-0.298,-3.145,0.839,-0.0335,0.0575,0.0009,-0.0076,1.0022,0.0000,0.0000,0.2200,0.0127,0.0430
