time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,range_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.1953,0.2565,0.0103,0.0205,-0.0204,0.0085,-0.47,-0.58,-12.67,0,0.000,0.080,0.251,-0.200,-0.009,-0.010,0.998,0.000,0.000,0.000
0,-0.1965,0.2565,0.0104,0.0133,-0.0194,0.0090,-0.39,-0.58,-12.66,0,0.000,0.062,-0.101,0.153,-0.007,-0.010,0.997,0.000,0.000,0.000
0,-0.1940,0.2573,0.0105,0.0262,-0.0138,0.0086,-0.42,-0.41,-12.64,0,0.000,-0.081,-0.166,0.205,-0.009,-0.011,0.999,0.000,0.000,0.000
0,-0.1942,0.2554,0.0106,0.0237,-0.0242,0.0085,-0.45,-0.45,-12.63,0,0.000,0.045,-0.163,-0.018,-0.007,-0.011,1.001,0.000,0.000,0.000
0,-0.1976,0.2566,0.0109,0.0041,-0.0166,0.0101,-0.39,-0.49,-12.62,0,0.000,-0.368,-0.065,0.211,-0.006,-0.011,1.001,0.000,0.000,0.000
0,-0.1966,0.2570,0.0110,0.0092,-0.0132,0.0102,-0.40,-0.45,-12.60,0,0.000,0.301,0.173,0.020,-0.009,-0.012,0.999,0.000,0.000,0.000
0,-0.1957,0.2553,0.0111,0.0136,-0.0222,0.0099,-0.49,-0.43,-12.59,0,0.000,0.016,-0.044,-0.102,-0.008,-0.009,0.998,0.000,0.000,0.000
0,-0.1965,0.2555,0.0112,0.0083,-0.0202,0.0098,-0.45,-0.43,-12.58,0,0.000,0.103,0.112,-0.206,-0.007,-0.011,1.001,0.000,0.000,0.000
1,-0.1963,0.2574,0.0114,0.0089,-0.0088,0.0099,-0.45,-0.43,-12.57,0,0.000,0.192,-0.112,-0.005,-0.005,-0.010,1.002,0.000,0.000,0.000
1,-0.1965,0.2564,0.0115,0.0070,-0.0142,0.0101,-0.32,-0.42,-12.55,0,0.000,-0.141,-0.099,-0.104,-0.007,-0.011,1.001,0.000,0.000,0.000
1,-0.1965,0.2562,0.0109,0.0070,-0.0145,0.0070,-0.32,-0.42,-12.54,0,0.000,0.295,0.008,0.069,-0.006,-0.012,0.999,0.000,0.000,0.000
1,-0.1972,0.2532,0.0110,0.0028,-0.0305,0.0067,-0.35,-0.45,-12.53,0,0.000,0.154,-0.088,-0.076,-0.008,-0.013,1.000,0.000,0.000,0.000
1,-0.1971,0.2529,0.0111,0.0026,-0.0309,0.0066,-0.32,-0.45,-12.52,0,0.000,0.193,0.109,0.104,-0.008,-0.011,0.999,0.000,0.000,0.000
1,-0.1963,0.2532,0.0111,0.0066,-0.0279,0.0068,-0.24,-0.44,-12.50,0,0.000,-0.240,-0.021,-0.260,-0.009,-0.011,1.000,0.000,0.000,0.000
1,-0.1963,0.2523,0.0112,0.0064,-0.0317,0.0068,-0.30,-0.40,-12.49,0,0.000,0.075,-0.465,0.007,-0.008,-0.011,0.999,0.000,0.000,0.000
1,-0.1968,0.2501,0.0120,0.0034,-0.0425,0.0106,-0.30,-0.39,-12.48,0,0.000,0.054,0.094,0.010,-0.006,-0.011,0.999,0.000,0.000,0.000
2,-0.1975,0.2515,0.0122,-0.0002,-0.0336,0.0112,-0.36,-0.42,-12.47,0,0.000,0.072,-0.436,-0.421,-0.006,-0.010,1.000,0.000,0.000,0.000
2,-0.1975,0.2511,0.0123,-0.0005,-0.0343,0.0111,-0.42,-0.38,-12.45,0,0.000,-0.037,0.041,-0.146,-0.008,-0.009,1.000,0.000,0.000,0.000
2,-0.1966,0.2519,0.0124,0.0042,-0.0286,0.0114,-0.53,-0.19,-12.44,0,0.000,0.088,0.072,0.032,-0.010,-0.009,0.999,0.000,0.000,0.000
2,-0.1971,0.2533,0.0104,0.0013,-0.0201,-0.0001,-0.53,-0.13,-12.42,0,0.000,0.087,0.105,-0.063,-0.008,-0.009,1.000,0.000,0.000,0.000
2,-0.2009,0.2566,0.0104,-0.0194,-0.0020,0.0000,-0.46,-0.17,-12.41,0,0.000,0.095,0.039,-0.147,-0.009,-0.012,1.001,0.000,0.000,0.000
2,-0.2025,0.2570,0.0104,-0.0270,-0.0001,-0.0004,-0.53,-0.24,-12.40,0,0.000,-0.030,-0.007,-0.099,-0.007,-0.012,1.002,0.000,0.000,0.000
2,-0.2021,0.2552,0.0104,-0.0241,-0.0093,-0.0001,-0.54,-0.24,-12.39,0,0.000,0.158,0.134,-0.211,-0.008,-0.010,1.002,0.000,0.000,0.000
2,-0.2004,0.2563,0.0105,-0.0144,-0.0032,0.0005,-0.59,-0.28,-12.38,0,0.000,0.027,0.063,0.122,-0.009,-0.009,1.000,0.000,0.000,0.000
2,-0.2004,0.2565,0.0105,-0.0138,-0.0018,0.0004,-0.54,-0.21,-12.36,0,0.000,0.074,0.030,0.155,-0.009,-0.010,0.999,0.000,0.000,0.000
2,-0.1994,0.2575,0.0112,-0.0085,0.0035,0.0038,-0.54,-0.19,-12.35,0,0.000,-0.116,-0.147,0.022,-0.010,-0.010,0.999,0.000,0.000,0.000
3,-0.2014,0.2568,0.0112,-0.0189,-0.0005,0.0038,-0.54,-0.21,-12.34,0,0.000,-0.154,0.012,0.101,-0.008,-0.012,1.000,0.000,0.000,0.000
3,-0.2021,0.2569,0.0112,-0.0217,0.0002,0.0039,-0.55,-0.20,-12.32,0,0.000,0.036,-0.059,-0.054,-0.007,-0.010,1.001,0.000,0.000,0.000
3,-0.2018,0.2569,0.0113,-0.0198,-0.0001,0.0043,-0.41,-0.27,-12.32,0,0.000,0.086,-0.345,0.090,-0.007,-0.009,1.001,0.000,0.000,0.000
3,-0.2022,0.2570,0.0096,-0.0214,0.0005,-0.0047,-0.45,-0.27,-12.30,0,0.000,-0.046,-0.162,-0.139,-0.006,-0.013,1.001,0.000,0.000,0.000
0,-0.2014,0.2534,0.0096,-0.0165,-0.0180,-0.0046,-0.39,-0.27,-12.29,0,0.000,0.198,-0.264,-0.398,-0.010,-0.012,1.001,0.000,0.000,0.000
0,-0.2013,0.2541,0.0096,-0.0154,-0.0138,-0.0045,-0.47,-0.26,-12.28,0,0.000,0.025,-0.162,-0.023,-0.009,-0.009,1.000,0.000,0.000,0.000
0,-0.2018,0.2526,0.0095,-0.0178,-0.0209,-0.0048,-0.48,-0.31,-12.27,0,0.000,0.240,-0.238,-0.026,-0.007,-0.012,0.999,0.000,0.000,0.000
0,-0.2017,0.2544,0.0095,-0.0163,-0.0109,-0.0042,-0.36,-0.29,-12.26,0,0.000,0.169,-0.018,0.112,-0.008,-0.011,1.000,0.000,0.000,0.000
0,-0.2006,0.2544,0.0095,-0.0098,-0.0104,-0.0040,-0.49,-0.31,-12.25,0,0.000,0.231,-0.272,-0.194,-0.006,-0.008,0.999,0.000,0.000,0.000
0,-0.2018,0.2516,0.0088,-0.0161,-0.0249,-0.0075,-0.49,-0.29,-12.24,0,0.000,-0.080,-0.100,-0.183,-0.008,-0.011,1.000,0.000,0.000,0.000
0,-0.2008,0.2542,0.0089,-0.0104,-0.0101,-0.0066,-0.49,-0.29,-12.23,0,0.000,0.084,0.202,0.173,-0.008,-0.010,1.002,0.000,0.000,0.000
0,-0.2012,0.2543,0.0088,-0.0125,-0.0092,-0.0066,-0.49,-0.26,-12.21,0,0.000,-0.035,-0.196,0.174,-0.007,-0.010,1.003,0.000,0.000,0.000
0,-0.2014,0.2543,0.0087,-0.0131,-0.0086,-0.0066,-0.38,-0.35,-12.20,0,0.000,-0.012,-0.405,-0.310,-0.010,-0.009,1.001,0.000,0.000,0.000
0,-0.2023,0.2543,0.0084,-0.0174,-0.0085,-0.0080,-0.51,-0.30,-12.19,0,0.000,0.296,0.087,-0.480,-0.009,-0.009,1.001,0.000,0.000,0.000
1,-0.2008,0.2514,0.0083,-0.0085,-0.0237,-0.0081,-0.48,-0.36,-12.18,0,0.000,0.252,-0.159,-0.066,-0.009,-0.008,0.999,0.000,0.000,0.000
1,-0.2014,0.2543,0.0083,-0.0118,-0.0068,-0.0075,-0.52,-0.32,-12.17,0,0.000,-0.017,-0.108,0.274,-0.009,-0.010,0.999,0.000,0.000,0.000
1,-0.2004,0.2532,0.0083,-0.0057,-0.0124,-0.0073,-0.47,-0.32,-12.15,0,0.000,0.293,0.018,-0.399,-0.008,-0.009,1.001,0.000,0.000,0.000
1,-0.2010,0.2542,0.0082,-0.0090,-0.0064,-0.0069,-0.47,-0.36,-12.15,0,0.000,0.035,0.172,-0.270,-0.007,-0.011,1.001,0.000,0.000,0.000
