time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy
6681,-1.0509,-1.4709,0.2761,0.0281,-0.0310,0.1459,-0.26,0.73,-7.00,0,3.721,-1.155,-0.551,0.825,0.003,-0.015,0.000,0.000,0.000,0.000,0.2810,0,0
6732,-1.0521,-1.4774,0.2834,0.0151,-0.0411,0.1362,-0.28,0.81,-7.02,0,3.727,-1.587,2.141,0.298,0.002,-0.014,0.000,0.000,0.000,0.000,0.2900,0,0
6782,-1.0525,-1.4802,0.2918,0.0059,-0.0397,0.1343,-0.37,0.77,-7.00,0,3.721,-5.704,3.621,-0.265,0.004,-0.012,0.000,0.000,0.000,0.000,0.2900,0,0
6833,-1.0526,-1.4814,0.2955,-0.0003,-0.0339,0.1107,-0.60,0.58,-7.00,0,3.721,-1.829,5.230,0.155,0.003,-0.012,0.000,0.000,0.000,0.000,0.2990,0,0
6884,-1.0546,-1.4847,0.3014,-0.0087,-0.0318,0.1031,-0.78,0.34,-7.02,0,3.716,-0.394,5.286,-0.043,0.006,-0.012,0.000,0.000,0.000,0.000,0.3010,0,1
6935,-1.0575,-1.4869,0.3047,-0.0159,-0.0263,0.0867,-0.83,0.07,-7.05,0,3.721,2.797,3.732,-0.378,0.006,-0.011,0.000,0.000,0.000,0.000,0.3100,0,1
6987,-1.0586,-1.4887,0.3105,-0.0162,-0.0210,0.0880,-0.77,-0.12,-7.08,0,3.716,1.229,2.452,0.032,0.004,-0.012,0.000,0.000,0.000,0.000,0.3140,1,2
7038,-1.0615,-1.4894,0.3156,-0.0190,-0.0140,0.0854,-0.74,-0.20,-7.11,0,3.721,4.561,2.836,-0.701,0.006,-0.013,0.000,0.000,0.000,0.000,0.3170,-2,1
7089,-1.0641,-1.4905,0.3196,-0.0200,-0.0092,0.0783,-0.64,-0.33,-7.12,0,3.716,1.433,2.135,-0.333,0.003,-0.014,0.000,0.000,0.000,0.000,0.3190,-1,0
7139,-1.0652,-1.4890,0.3223,-0.0164,-0.0006,0.0671,-0.57,-0.48,-7.14,0,3.716,3.979,1.278,0.184,0.005,-0.012,0.000,0.000,0.000,0.000,0.3260,0,0
7191,-1.0665,-1.4882,0.3267,-0.0129,0.0049,0.0667,-0.46,-0.50,-7.14,0,3.711,0.619,-1.617,1.040,0.006,-0.013,0.000,0.000,0.000,0.000,0.3280,0,0
7242,-1.0678,-1.4863,0.3299,-0.0099,0.0115,0.0617,-0.37,-0.41,-7.12,0,3.716,4.059,0.114,0.030,0.004,-0.011,0.000,0.000,0.000,0.000,0.3280,0,0
7293,-1.0680,-1.4847,0.3313,-0.0060,0.0158,0.0488,-0.23,-0.34,-7.08,0,3.711,3.911,-1.039,0.248,0.002,-0.012,0.000,0.000,0.000,0.000,0.3270,0,0
7344,-1.0682,-1.4833,0.3311,-0.0029,0.0182,0.0328,-0.06,-0.31,-7.02,0,3.711,2.308,-1.986,1.303,0.003,-0.012,0.000,0.000,0.000,0.000,0.3310,0,0
7395,-1.0684,-1.4825,0.3323,-0.0005,0.0181,0.0280,0.03,-0.25,-6.95,0,3.706,2.882,-3.017,1.556,0.003,-0.010,0.000,0.000,0.000,0.000,0.3310,-2,1
7446,-1.0688,-1.4807,0.3328,0.0006,0.0191,0.0244,0.12,-0.12,-6.86,0,3.711,2.940,-2.148,1.382,0.005,-0.012,0.000,0.000,0.000,0.000,0.3330,0,0
7496,-1.0691,-1.4801,0.3339,0.0009,0.0169,0.0248,0.29,-0.05,-6.76,0,3.706,-3.982,1.531,2.200,0.002,-0.011,0.000,0.000,0.000,0.000,0.3340,0,0
7547,-1.0690,-1.4793,0.3350,0.0010,0.0145,0.0269,0.18,-0.06,-6.68,0,3.711,-1.315,1.117,1.082,0.005,-0.009,0.000,0.000,0.000,0.000,0.3360,0,0
7599,-1.0691,-1.4802,0.3366,0.0010,0.0102,0.0306,0.13,-0.07,-6.62,0,3.700,1.813,1.670,1.809,0.005,-0.010,0.000,0.000,0.000,0.000,0.3340,1,1
7650,-1.0694,-1.4834,0.3367,0.0008,0.0022,0.0266,0.23,-0.09,-6.55,0,3.706,1.099,-1.151,0.790,-0.001,-0.011,0.000,0.000,0.000,0.000,0.3390,0,-1
7701,-1.0692,-1.4799,0.3386,0.0018,0.0069,0.0330,0.31,-0.08,-6.50,0,3.700,-5.444,1.068,0.890,0.004,-0.012,0.000,0.000,0.000,0.000,0.3400,0,0
7752,-1.0717,-1.4859,0.3409,-0.0023,-0.0065,0.0363,0.13,-0.06,-6.47,0,3.711,-3.628,1.862,0.547,0.006,-0.013,0.000,0.000,0.000,0.000,0.3420,0,0
7803,-1.0732,-1.4855,0.3429,-0.0042,-0.0061,0.0386,-0.06,-0.11,-6.45,0,3.706,-0.355,2.371,0.438,0.006,-0.011,0.000,0.000,0.000,0.000,0.3430,0,0
7854,-1.0734,-1.4877,0.3445,-0.0032,-0.0090,0.0387,0.00,-0.16,-6.45,0,3.706,0.683,-1.493,-1.603,0.003,-0.012,0.000,0.000,0.000,0.000,0.3450,1,0
7905,-1.0735,-1.4882,0.3464,-0.0018,-0.0093,0.0387,0.02,-0.12,-6.49,0,3.706,-5.703,-0.009,-1.866,0.004,-0.014,0.000,0.000,0.000,0.000,0.3470,1,0
7956,-1.0704,-1.4904,0.3482,0.0047,-0.0122,0.0385,-0.19,-0.16,-6.58,0,3.711,-2.576,-1.588,-1.711,0.005,-0.011,0.000,0.000,0.000,0.000,0.3460,0,0
8008,-1.0731,-1.4957,0.3484,0.0010,-0.0189,0.0309,-0.35,-0.09,-6.67,0,3.700,1.853,-0.897,-1.536,0.006,-0.013,0.000,0.000,0.000,0.000,0.3490,0,0
8059,-1.0723,-1.4954,0.3498,0.0032,-0.0142,0.0305,-0.31,-0.03,-6.77,0,3.706,0.401,0.416,-1.684,0.004,-0.011,0.000,0.000,0.000,0.000,0.3510,0,0
8110,-1.0698,-1.4970,0.3514,0.0075,-0.0131,0.0307,-0.28,-0.02,-6.86,0,3.700,0.597,-1.651,-2.392,0.003,-0.013,0.000,0.000,0.000,0.000,0.3530,0,0
8161,-1.0681,-1.4978,0.3533,0.0101,-0.0111,0.0330,-0.25,0.02,-6.98,0,3.706,-3.544,-0.976,-2.430,0.003,-0.011,0.000,0.000,0.000,0.000,0.3530,0,1
8212,-1.0666,-1.4997,0.3544,0.0120,-0.0111,0.0305,-0.34,0.08,-7.11,0,3.695,-0.656,-0.514,-3.640,0.007,-0.011,0.000,0.000,0.000,0.000,0.3530,0,0
8263,-1.0669,-1.4991,0.3548,0.0103,-0.0066,0.0252,-0.40,0.12,-7.27,0,3.706,0.207,0.853,-3.277,0.001,-0.011,0.000,0.000,0.000,0.000,0.3540,-1,1
8314,-1.0637,-1.5018,0.3554,0.0142,-0.0069,0.0217,-0.37,0.10,-7.42,0,3.695,0.037,0.002,-2.910,0.007,-0.016,0.000,0.000,0.000,0.000,0.3540,0,0
8364,-1.0632,-1.5005,0.3556,0.0136,-0.0013,0.0179,-0.28,0.10,-7.58,0,3.700,2.867,-1.865,-2.798,0.001,-0.015,0.000,0.000,0.000,0.000,0.3530,-2,0
8416,-1.0620,-1.4921,0.3550,0.0139,0.0148,0.0118,-0.34,0.15,-7.72,0,3.695,5.608,1.571,-2.552,0.007,-0.009,0.000,0.000,0.000,0.000,0.3560,-1,0
8467,-1.0620,-1.4888,0.3559,0.0120,0.0214,0.0153,-0.16,0.13,-7.83,0,3.700,3.428,-2.608,-0.846,0.006,-0.013,0.000,0.000,0.000,0.000,0.3560,0,1
8518,-1.0582,-1.4906,0.3566,0.0159,0.0184,0.0176,0.13,0.21,-7.92,0,3.695,2.812,-0.367,-0.891,0.007,-0.015,0.000,0.000,0.000,0.000,0.3550,0,2
8569,-1.0610,-1.4911,0.3566,0.0087,0.0155,0.0160,0.27,0.26,-7.97,0,3.700,1.986,0.869,-1.350,0.005,-0.013,0.000,0.000,0.000,0.000,0.3530,1,0
8620,-1.0604,-1.4915,0.3555,0.0067,0.0119,0.0087,0.24,0.14,-8.03,0,3.690,0.757,-0.753,-0.234,0.005,-0.013,0.000,0.000,0.000,0.000,0.3580,0,1
8671,-1.0599,-1.4921,0.3570,0.0056,0.0082,0.0165,0.27,0.11,-8.07,0,3.700,-4.467,0.051,0.144,0.008,-0.013,0.000,0.000,0.000,0.000,0.3610,2,0
8722,-1.0608,-1.4979,0.3595,0.0025,-0.0039,0.0261,0.25,0.09,-8.12,0,3.695,-5.671,0.766,-1.250,0.004,-0.009,0.000,0.000,0.000,0.000,0.3610,0,3
8773,-1.0541,-1.4927,0.3612,0.0125,0.0035,0.0286,-0.05,0.02,-8.18,0,3.700,2.470,1.605,-1.267,0.006,-0.012,0.000,0.000,0.000,0.000,0.3630,3,-2
8824,-1.0594,-1.4963,0.3630,0.0030,-0.0024,0.0303,-0.01,-0.06,-8.23,0,3.695,1.477,-2.539,-1.491,0.005,-0.014,0.000,0.000,0.000,0.000,0.3640,-2,1
8875,-1.0576,-1.4957,0.3646,0.0060,-0.0008,0.0292,-0.05,0.03,-8.30,0,3.700,0.858,-1.181,-1.472,0.004,-0.009,0.000,0.000,0.000,0.000,0.3640,9,-2
8926,-1.0597,-1.5004,0.3653,0.0019,-0.0088,0.0242,-0.00,0.06,-8.36,0,3.695,-2.120,0.932,-1.234,0.007,-0.014,0.000,0.000,0.000,0.000,0.3640,5,0
8977,-1.0556,-1.4960,0.3655,0.0081,-0.0006,0.0157,0.01,-0.00,-8.43,0,3.700,-2.694,-0.306,-1.102,0.004,-0.009,0.000,0.000,0.000,0.000,0.3620,7,-3
9027,-1.0600,-1.4912,0.3644,-0.0004,0.0082,0.0028,-0.13,-0.02,-8.47,0,3.690,-0.324,-1.222,-0.806,0.004,-0.011,0.000,0.000,0.000,0.000,0.3650,3,-4
9079,-1.0590,-1.4893,0.3647,0.0013,0.0128,0.0023,-0.11,0.00,-8.53,0,3.695,1.426,-0.089,-0.196,0.007,-0.014,0.000,0.000,0.000,0.000,0.3640,0,-2
9130,-1.0524,-1.4920,0.3645,0.0130,0.0089,0.0002,0.01,-0.00,-8.58,0,3.690,-0.355,0.357,-0.481,0.008,-0.012,0.000,0.000,0.000,0.000,0.3660,0,0
9181,-1.0500,-1.4921,0.3652,0.0160,0.0080,0.0038,0.00,0.04,-8.59,0,3.695,1.338,-0.796,-0.728,0.002,-0.009,0.000,0.000,0.000,0.000,0.3630,-1,0
9232,-1.0486,-1.4924,0.3643,0.0167,0.0066,-0.0016,0.03,0.09,-8.62,0,3.684,11.249,-1.467,-1.651,0.002,-0.008,0.000,0.000,0.000,0.000,0.3620,0,0
9283,-1.0470,-1.4905,0.3632,0.0174,0.0095,-0.0062,0.18,0.27,-8.60,0,3.690,5.036,-0.671,0.190,0.007,-0.013,0.000,0.000,0.000,0.000,0.3650,0,0
9334,-1.0461,-1.4881,0.3638,0.0151,0.0121,0.0005,0.28,0.32,-8.59,0,3.690,-0.172,1.528,-0.661,0.005,-0.010,0.000,0.000,0.000,0.000,0.3640,0,0
9385,-1.0456,-1.4869,0.3640,0.0117,0.0114,0.0027,0.23,0.24,-8.58,0,3.695,-0.208,2.016,-0.101,0.007,-0.016,0.000,0.000,0.000,0.000,0.3640,0,1
9436,-1.0458,-1.4907,0.3641,0.0081,0.0013,0.0035,0.19,0.19,-8.57,0,3.690,-1.718,-0.482,0.728,0.009,-0.013,0.000,0.000,0.000,0.000,0.3620,2,0
9487,-1.0462,-1.4890,0.3632,0.0048,0.0029,-0.0012,0.20,0.32,-8.55,0,3.690,0.815,0.932,1.136,0.007,-0.011,0.000,0.000,0.000,0.000,0.3600,1,0
9538,-1.0469,-1.4896,0.3617,0.0004,0.0004,-0.0077,0.17,0.29,-8.50,0,3.684,-3.920,4.027,2.026,0.007,-0.014,0.000,0.000,0.000,0.000,0.3650,0,0
9589,-1.0494,-1.4915,0.3630,-0.0069,-0.0039,0.0016,-0.01,0.11,-8.40,0,3.690,1.131,1.441,0.803,0.006,-0.012,0.000,0.000,0.000,0.000,0.3590,0,0
9640,-1.0508,-1.4927,0.3613,-0.0098,-0.0056,-0.0063,-0.15,0.07,-8.32,0,3.684,-0.949,1.773,2.476,0.003,-0.013,0.000,0.000,0.000,0.000,0.3620,-1,1
9691,-1.0513,-1.4929,0.3614,-0.0102,-0.0042,-0.0030,-0.18,0.01,-8.22,0,3.690,-0.777,1.463,2.513,0.009,-0.013,0.000,0.000,0.000,0.000,0.3570,-1,0
9742,-1.0551,-1.4932,0.3593,-0.0160,-0.0027,-0.0119,-0.19,-0.07,-8.09,0,3.679,1.818,1.355,2.618,0.007,-0.010,0.000,0.000,0.000,0.000,0.3590,1,0
9793,-1.0549,-1.4916,0.3588,-0.0135,0.0015,-0.0089,-0.14,-0.15,-7.95,0,3.690,2.906,1.927,1.073,0.004,-0.009,0.000,0.000,0.000,0.000,0.3610,-3,0
9844,-1.0575,-1.4893,0.3595,-0.0152,0.0064,-0.0012,-0.20,-0.18,-7.85,0,3.684,2.279,0.139,2.230,0.007,-0.016,0.000,0.000,0.000,0.000,0.3590,0,1
9895,-1.0573,-1.4913,0.3593,-0.0117,0.0033,0.0012,-0.06,-0.24,-7.75,0,3.690,1.178,-0.012,1.993,0.004,-0.010,0.000,0.000,0.000,0.000,0.3600,0,0
9946,-1.0588,-1.4901,0.3597,-0.0111,0.0054,0.0047,0.02,-0.28,-7.65,0,3.684,-1.390,-0.411,1.958,0.005,-0.012,0.000,0.000,0.000,0.000,0.3570,0,0
9997,-1.0593,-1.4899,0.3586,-0.0088,0.0050,-0.0010,-0.03,-0.27,-7.56,0,3.690,1.142,-1.464,1.979,0.006,-0.013,0.000,0.000,0.000,0.000,0.3600,0,0
10048,-1.0597,-1.4901,0.3592,-0.0066,0.0041,0.0025,-0.01,-0.22,-7.47,0,3.684,-0.373,-0.932,1.259,0.006,-0.011,0.000,0.000,0.000,0.000,0.3600,0,0
10099,-1.0580,-1.4902,0.3597,-0.0013,0.0033,0.0051,-0.02,-0.19,-7.41,0,3.684,-0.194,-1.836,0.802,0.008,-0.013,0.000,0.000,0.000,0.000,0.3560,0,-1
10150,-1.0569,-1.4904,0.3582,0.0023,0.0026,-0.0027,-0.02,-0.12,-7.37,0,3.679,0.585,-2.464,0.461,0.007,-0.009,0.000,0.000,0.000,0.000,0.3570,0,0
10201,-1.0546,-1.4893,0.3576,0.0069,0.0042,-0.0043,-0.01,0.02,-7.33,0,3.684,-0.360,-1.195,0.205,0.007,-0.013,0.000,0.000,0.000,0.000,0.3570,0,0
10252,-1.0519,-1.4913,0.3572,0.0106,0.0006,-0.0041,-0.03,0.11,-7.31,0,3.679,-0.710,-1.417,0.192,0.006,-0.015,0.000,0.000,0.000,0.000,0.3530,0,0
10303,-1.0511,-1.4914,0.3550,0.0102,0.0006,-0.0114,-0.03,0.18,-7.30,0,3.679,0.155,-1.465,-0.371,0.004,-0.007,0.000,0.000,0.000,0.000,0.3540,0,0
10354,-1.0499,-1.4898,0.3541,0.0100,0.0037,-0.0105,-0.06,0.25,-7.32,0,3.679,-0.956,-0.192,-1.078,0.007,-0.009,0.000,0.000,0.000,0.000,0.3540,0,0
10404,-1.0477,-1.4899,0.3538,0.0110,0.0038,-0.0064,-0.05,0.23,-7.37,0,3.684,0.210,-0.024,-1.362,0.007,-0.012,0.000,0.000,0.000,0.000,0.3550,0,0
10456,-1.0472,-1.4897,0.3542,0.0090,0.0045,0.0006,-0.04,0.18,-7.41,0,3.679,0.183,0.205,-0.811,0.008,-0.014,0.000,0.000,0.000,0.000,0.3520,0,0
10506,-1.0468,-1.4895,0.3532,0.0076,0.0051,-0.0006,-0.05,0.18,-7.44,0,3.684,-0.396,1.019,-1.357,0.003,-0.010,0.000,0.000,0.000,0.000,0.3530,0,0
10558,-1.0442,-1.4896,0.3532,0.0098,0.0050,0.0029,-0.01,0.13,-7.52,0,3.674,1.699,0.552,-1.877,0.003,-0.010,0.000,0.000,0.000,0.000,0.3530,0,0
10609,-1.0436,-1.4879,0.3533,0.0088,0.0076,0.0045,0.09,0.12,-7.60,0,3.679,-0.058,-0.906,-1.571,0.007,-0.010,0.000,0.000,0.000,0.000,0.3550,0,0
10660,-1.0431,-1.4853,0.3543,0.0078,0.0106,0.0096,0.09,0.13,-7.70,0,3.679,0.897,0.654,-1.601,0.004,-0.013,0.000,0.000,0.000,0.000,0.3540,0,0
10711,-1.0434,-1.4877,0.3545,0.0056,0.0055,0.0096,0.10,0.11,-7.77,0,3.679,0.817,1.290,-1.979,0.008,-0.011,0.000,0.000,0.000,0.000,0.3540,0,0
10762,-1.0434,-1.4884,0.3547,0.0041,0.0028,0.0091,0.20,0.08,-7.86,0,3.679,-2.544,0.688,-1.442,0.004,-0.011,0.000,0.000,0.000,0.000,0.3530,0,0
10812,-1.0428,-1.4859,0.3542,0.0038,0.0049,0.0047,0.19,0.09,-7.91,0,3.679,-2.117,-0.958,-0.557,0.003,-0.009,0.000,0.000,0.000,0.000,0.3570,0,0
10864,-1.0433,-1.4886,0.3557,0.0018,-0.0010,0.0109,0.15,0.12,-7.96,0,3.679,-0.328,-0.049,-0.093,0.004,-0.011,0.000,0.000,0.000,0.000,0.3550,0,0
10915,-1.0405,-1.4911,0.3557,0.0050,-0.0059,0.0078,0.11,0.06,-7.99,0,3.679,-4.213,1.489,0.106,0.007,-0.012,0.000,0.000,0.000,0.000,0.3530,0,0
10966,-1.0402,-1.4915,0.3548,0.0044,-0.0066,0.0009,-0.01,0.05,-7.97,0,3.674,-2.790,-0.253,0.390,0.002,-0.008,0.000,0.000,0.000,0.000,0.3530,0,0
11017,-1.0408,-1.4935,0.3540,0.0028,-0.0088,-0.0028,-0.11,0.10,-7.93,0,3.679,-1.223,-0.457,0.129,0.005,-0.011,0.000,0.000,0.000,0.000,0.3540,1,0
11068,-1.0385,-1.4953,0.3539,0.0053,-0.0095,-0.0023,-0.21,0.12,-7.91,0,3.674,-2.794,1.513,-0.148,0.004,-0.012,0.000,0.000,0.000,0.000,0.3540,1,0
11119,-1.0388,-1.4981,0.3539,0.0038,-0.0109,-0.0005,-0.28,0.08,-7.93,0,3.679,-2.495,-0.384,-0.078,0.006,-0.011,0.000,0.000,0.000,0.000,0.3520,2,-1
11170,-1.0403,-1.5046,0.3530,0.0010,-0.0173,-0.0036,-0.29,0.10,-7.95,0,3.674,-0.393,-1.215,-0.090,0.003,-0.012,0.000,0.000,0.000,0.000,0.3530,0,0
11221,-1.0407,-1.5036,0.3529,-0.0001,-0.0120,-0.0016,-0.35,0.11,-7.97,0,3.674,0.678,0.621,-1.153,0.002,-0.007,0.000,0.000,0.000,0.000,0.3540,0,0
11272,-1.0418,-1.4980,0.3534,-0.0021,0.0003,0.0026,-0.41,0.08,-8.01,0,3.674,-0.543,3.295,-0.020,0.005,-0.012,0.000,0.000,0.000,0.000,0.3530,-2,0
11323,-1.0419,-1.4979,0.3533,-0.0021,0.0036,0.0029,-0.36,-0.00,-8.03,0,3.679,0.241,0.083,0.545,0.006,-0.010,0.000,0.000,0.000,0.000,0.3510,0,0
11374,-1.0461,-1.4939,0.3524,-0.0078,0.0117,-0.0021,-0.22,0.02,-8.04,0,3.674,2.743,0.783,-0.654,0.004,-0.009,0.000,0.000,0.000,0.000,0.3520,1,0
11425,-1.0466,-1.4874,0.3521,-0.0077,0.0218,-0.0021,-0.07,-0.06,-8.07,0,3.674,1.540,3.687,-0.908,0.003,-0.011,0.000,0.000,0.000,0.000,0.3500,0,0
11476,-1.0476,-1.4894,0.3511,-0.0081,0.0178,-0.0064,0.05,-0.14,-8.10,0,3.674,2.189,-0.083,-0.313,-0.001,-0.009,0.000,0.000,0.000,0.000,0.3500,0,0
11527,-1.0468,-1.4861,0.3504,-0.0051,0.0207,-0.0074,0.15,-0.18,-8.12,0,3.674,1.131,1.672,-0.324,0.003,-0.012,0.000,0.000,0.000,0.000,0.3510,1,0
11578,-1.0495,-1.4780,0.3504,-0.0072,0.0299,-0.0048,0.21,-0.23,-8.16,0,3.669,1.382,-1.430,-0.455,-0.000,-0.010,0.000,0.000,0.000,0.000,0.3500,0,0
11629,-1.0485,-1.4733,0.3500,-0.0035,0.0330,-0.0039,0.29,-0.21,-8.20,0,3.674,0.725,-0.052,-0.253,0.003,-0.008,0.000,0.000,0.000,0.000,0.3480,0,0
11680,-1.0481,-1.4689,0.3489,-0.0012,0.0347,-0.0071,0.32,-0.21,-8.22,0,3.669,5.596,-0.124,0.412,0.003,-0.010,0.000,0.000,0.000,0.000,0.3480,0,-1
11731,-1.0478,-1.4651,0.3482,0.0008,0.0348,-0.0073,0.52,-0.23,-8.22,0,3.674,0.122,-0.446,0.739,0.005,-0.011,0.000,0.000,0.000,0.000,0.3500,0,0
11782,-1.0460,-1.4661,0.3488,0.0047,0.0261,-0.0019,0.59,-0.24,-8.20,0,3.669,1.810,-2.074,-0.268,0.006,-0.011,0.000,0.000,0.000,0.000,0.3450,1,1
11833,-1.0466,-1.4681,0.3469,0.0045,0.0158,-0.0100,0.64,-0.14,-8.18,0,3.669,0.739,0.170,0.786,0.002,-0.010,0.000,0.000,0.000,0.000,0.3460,0,0
11884,-1.0474,-1.4721,0.3461,0.0035,0.0028,-0.0112,0.66,-0.17,-8.14,0,3.669,-5.108,-0.770,1.322,0.004,-0.009,0.000,0.000,0.000,0.000,0.3450,1,0
11935,-1.0480,-1.4743,0.3452,0.0030,-0.0062,-0.0108,0.47,-0.15,-8.07,0,3.669,-5.099,0.617,1.206,0.008,-0.008,0.000,0.000,0.000,0.000,0.3440,1,-2
11986,-1.0491,-1.4790,0.3442,0.0017,-0.0170,-0.0109,0.27,-0.14,-7.99,0,3.663,-3.406,-1.682,1.418,0.002,-0.008,0.000,0.000,0.000,0.000,0.3400,-1,0
