time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0125,0.1048,0.0069,-1.02,0.65,0.18,0.011,0.078,0.011,-0.393
0,-0.0121,0.0890,0.0096,-0.89,0.64,0.18,0.013,-0.027,0.006,-0.161
0,-0.0128,0.0850,0.0102,-0.85,0.64,0.18,0.013,-0.132,0.216,0.058
0,-0.0144,0.0766,0.0121,-0.77,0.66,0.17,0.013,0.092,-0.301,-0.050
0,-0.0124,0.0729,0.0125,-0.74,0.64,0.17,0.013,0.042,-0.073,-0.001
0,-0.0116,0.0786,0.0118,-0.78,0.63,0.18,0.013,-0.027,0.058,0.265
0,-0.0110,0.0654,0.0130,-0.67,0.63,0.17,0.011,-0.024,0.060,0.403
0,-0.0103,0.0657,0.0131,-0.67,0.63,0.18,0.011,0.117,0.235,0.051
0,-0.0027,0.0644,0.0075,-0.66,0.57,0.18,0.011,-0.036,-0.071,0.274
0,-0.0088,0.0619,0.0082,-0.63,0.61,0.18,0.011,-0.036,0.096,0.151
0,-0.0088,0.0619,0.0082,-0.63,0.61,0.18,0.011,0.098,0.249,0.095
0,-0.0083,0.0498,0.0093,-0.53,0.61,0.18,0.008,-0.283,-0.268,0.026
1,-0.0079,0.0563,0.0090,-0.58,0.60,0.18,0.008,0.027,0.018,0.198
1,-0.0014,0.0483,-0.0020,-0.52,0.55,0.19,0.008,-0.102,-0.179,0.038
1,0.0008,0.0583,-0.0026,-0.60,0.54,0.19,0.008,-0.138,0.125,0.256
1,-0.0061,0.0408,-0.0010,-0.45,0.59,0.18,0.008,-0.130,0.063,0.008
1,-0.0056,0.0410,-0.0010,-0.46,0.59,0.18,0.012,0.079,-0.244,-0.178
1,-0.0063,0.0391,-0.0009,-0.44,0.60,0.19,0.012,-0.240,0.065,-0.123
1,0.0042,0.0123,0.0021,-0.22,0.51,0.19,0.012,-0.299,0.022,0.052
1,-0.0048,-0.0033,0.0021,-0.10,0.58,0.18,0.012,0.045,0.197,0.001
1,-0.0043,-0.0161,0.0018,0.00,0.58,0.18,0.012,0.041,0.158,-0.042
1,-0.0030,-0.0127,0.0022,-0.03,0.57,0.18,0.010,-0.010,0.127,-0.008
1,-0.0030,-0.0127,0.0022,-0.03,0.57,0.18,0.010,0.168,-0.302,-0.069
1,-0.0019,0.0064,-0.0008,-0.20,0.56,0.18,0.010,-0.164,0.005,0.261
1,-0.0016,-0.0059,-0.0009,-0.10,0.56,0.18,0.010,-0.215,-0.076,0.100
2,-0.0016,-0.0059,-0.0009,-0.10,0.56,0.18,0.010,-0.228,0.005,0.108
2,-0.0016,0.0009,-0.0007,-0.16,0.56,0.18,0.010,-0.347,-0.040,-0.192
2,-0.0049,0.0121,-0.0008,-0.26,0.58,0.18,0.010,-0.042,0.105,-0.122
2,-0.0023,-0.0073,-0.0026,-0.11,0.56,0.18,0.010,0.085,-0.228,-0.058
2,0.0048,-0.0039,-0.0024,-0.14,0.50,0.18,0.010,-0.121,-0.502,-0.002
2,-0.0043,-0.0190,-0.0023,-0.02,0.58,0.18,0.010,0.042,0.304,0.066
2,-0.0051,-0.0152,-0.0022,-0.06,0.59,0.18,0.006,0.118,0.103,0.226
2,-0.0049,-0.0157,-0.0023,-0.06,0.59,0.18,0.006,0.039,-0.253,0.258
2,-0.0034,-0.0153,-0.0120,-0.07,0.58,0.18,0.006,-0.035,0.086,-0.181
2,-0.0019,-0.0493,-0.0126,0.21,0.56,0.18,0.006,-0.122,0.153,0.351
2,0.0020,-0.0585,-0.0130,0.26,0.53,0.18,0.006,-0.036,0.014,-0.135
2,0.0068,-0.0562,-0.0126,0.24,0.49,0.18,0.011,-0.257,0.052,-0.006
2,0.0033,-0.0587,-0.0126,0.25,0.52,0.18,0.011,0.080,-0.118,-0.315
2,0.0032,-0.0589,-0.0057,0.25,0.52,0.18,0.011,0.117,0.208,-0.042
3,0.0115,-0.0693,-0.0064,0.32,0.46,0.17,0.011,-0.173,-0.227,0.086
3,0.0077,-0.0561,-0.0046,0.21,0.49,0.18,0.011,0.120,0.351,0.006
3,0.0098,-0.0769,-0.0065,0.37,0.48,0.18,0.011,0.206,0.181,-0.150
3,0.0106,-0.0705,-0.0052,0.30,0.47,0.18,0.011,0.205,-0.008,-0.009
3,0.0103,-0.0691,-0.0003,0.28,0.47,0.18,0.011,-0.188,-0.022,0.020
3,0.0100,-0.0687,-0.0004,0.27,0.48,0.18,0.011,0.341,-0.217,-0.240
3,0.0097,-0.0706,-0.0004,0.28,0.48,0.18,0.011,0.064,-0.150,-0.032
3,0.0090,-0.0619,0.0012,0.19,0.49,0.17,0.011,0.039,-0.135,-0.252
3,0.0098,-0.0561,0.0019,0.13,0.49,0.17,0.012,-0.007,-0.049,0.125
3,0.0095,-0.0563,0.0059,0.13,0.49,0.17,0.012,0.020,0.351,0.042
3,0.0095,-0.0563,0.0059,0.13,0.49,0.17,0.012,-0.047,0.197,-0.028
3,0.0079,-0.0493,0.0062,0.07,0.50,0.17,0.012,0.098,-0.170,-0.205
3,0.0076,-0.0601,0.0056,0.14,0.50,0.17,0.013,0.066,-0.215,-0.004
3,0.0109,-0.0565,0.0062,0.11,0.48,0.17,0.013,0.063,-0.059,0.124
3,0.0130,-0.0812,0.0086,0.30,0.46,0.17,0.013,-0.100,-0.283,0.123
3,0.0121,-0.0824,0.0087,0.29,0.48,0.17,0.013,-0.057,0.074,0.144
3,0.0106,-0.0757,0.0098,0.22,0.49,0.17,0.013,0.107,-0.109,-0.148
3,0.0106,-0.0757,0.0098,0.22,0.49,0.17,0.013,-0.063,-0.039,0.228
3,0.0114,-0.0669,0.0110,0.14,0.49,0.17,0.010,-0.084,0.197,-0.083
3,0.0075,-0.0740,0.0044,0.20,0.52,0.18,0.010,0.161,-0.200,0.095
3,0.0155,-0.1366,-0.0025,0.69,0.46,0.18,0.010,-0.052,-0.259,-0.086
4,0.0197,-0.1667,-0.0097,0.91,0.43,0.18,0.010,0.022,-0.158,-0.383
4,0.0156,-0.1600,-0.0068,0.84,0.46,0.18,0.011,0.223,-0.236,-0.064
4,0.0149,-0.1494,-0.0026,0.73,0.47,0.18,0.011,-0.032,0.244,0.024
4,0.0177,-0.1434,0.0001,0.67,0.45,0.18,0.011,0.088,-0.041,-0.368
4,0.0181,-0.1378,0.0015,0.61,0.45,0.17,0.011,0.108,0.043,-0.032
4,0.0187,-0.1409,0.0014,0.62,0.45,0.18,0.011,0.085,0.210,-0.026
4,0.0160,-0.1317,0.0039,0.54,0.47,0.18,0.014,-0.026,0.220,0.142
4,0.0189,-0.1296,0.0046,0.51,0.45,0.17,0.014,0.147,-0.091,0.181
4,0.0182,-0.1259,0.0105,0.46,0.46,0.17,0.014,0.120,0.009,0.041
4,0.0197,-0.1327,0.0096,0.51,0.45,0.17,0.014,0.239,0.119,-0.325
4,0.0165,-0.1076,0.0145,0.29,0.47,0.17,0.014,0.082,-0.231,-0.235
4,0.0158,-0.1000,0.0159,0.23,0.48,0.17,0.014,-0.158,-0.157,0.250
4,0.0152,-0.1013,0.0160,0.23,0.48,0.17,0.014,0.120,0.189,0.057
4,0.0146,-0.0992,0.0158,0.20,0.49,0.17,0.014,-0.127,-0.087,0.395
4,0.0162,-0.0826,0.0175,0.06,0.48,0.17,0.014,0.091,-0.087,0.087
4,0.0123,-0.0667,0.0191,-0.07,0.51,0.17,0.014,-0.009,0.275,-0.352
4,0.0108,-0.0671,0.0193,-0.07,0.53,0.17,0.014,0.022,-0.085,0.045
4,0.0111,-0.0676,0.0192,-0.07,0.53,0.17,0.013,-0.051,-0.105,0.284
4,0.0144,-0.0838,0.0125,0.06,0.50,0.17,0.013,-0.129,-0.064,0.225
4,0.0186,-0.0739,0.0136,-0.03,0.47,0.16,0.013,0.033,0.072,0.155
4,0.0168,-0.1123,0.0099,0.27,0.49,0.17,0.013,0.102,-0.328,0.140
4,0.0160,-0.1095,0.0103,0.24,0.50,0.17,0.014,-0.022,0.079,-0.187
4,0.0153,-0.1067,0.0110,0.21,0.50,0.18,0.014,0.085,-0.081,0.073
4,0.0159,-0.1027,0.0097,0.17,0.50,0.18,0.014,0.113,-0.162,0.100
4,0.0140,-0.0957,0.0108,0.11,0.52,0.18,0.014,0.100,0.228,0.319
5,0.0133,-0.0902,0.0116,0.06,0.52,0.18,0.014,-0.080,-0.003,0.006
5,0.0135,-0.0908,0.0117,0.06,0.52,0.18,0.012,-0.355,-0.009,0.413
5,0.0140,-0.0863,0.0123,0.02,0.52,0.18,0.012,-0.044,0.181,0.028
5,0.0131,-0.0838,0.0049,-0.01,0.53,0.18,0.012,-0.120,0.218,0.112
5,0.0160,-0.0878,0.0046,0.02,0.50,0.18,0.012,-0.010,-0.090,-0.070
5,0.0127,-0.0701,0.0067,-0.13,0.53,0.18,0.012,-0.183,0.095,0.357
5,0.0107,-0.0664,0.0072,-0.16,0.54,0.18,0.009,-0.055,0.188,0.028
5,0.0089,-0.0630,0.0074,-0.19,0.56,0.19,0.009,-0.094,-0.117,0.237
5,0.0095,-0.0648,-0.0053,-0.18,0.55,0.19,0.009,-0.166,0.209,-0.124
5,0.0097,-0.0652,-0.0053,-0.18,0.55,0.19,0.009,0.251,-0.203,-0.450
5,0.0098,-0.0657,-0.0052,-0.18,0.55,0.19,0.009,-0.025,-0.034,-0.038
5,0.0081,-0.0567,-0.0044,-0.25,0.56,0.19,0.009,-0.053,-0.271,-0.164
5,0.0091,-0.0532,-0.0039,-0.28,0.55,0.18,0.011,0.069,0.083,-0.187
5,0.0086,-0.0447,-0.0063,-0.34,0.56,0.18,0.011,-0.139,-0.143,-0.015
5,0.0080,-0.0601,-0.0071,-0.23,0.56,0.18,0.011,-0.134,-0.208,0.048
5,0.0046,-0.0554,-0.0070,-0.26,0.58,0.18,0.011,0.115,0.049,0.078
5,0.0055,-0.0409,-0.0059,-0.38,0.58,0.18,0.010,-0.342,-0.008,0.632
5,0.0068,-0.0436,-0.0059,-0.36,0.57,0.18,0.010,0.262,-0.136,-0.142
5,0.0103,-0.0472,-0.0095,-0.33,0.54,0.18,0.010,-0.166,-0.314,-0.033
5,0.0072,-0.0385,-0.0089,-0.40,0.57,0.18,0.010,0.134,-0.108,-0.251
5,0.0073,-0.0386,-0.0090,-0.40,0.57,0.18,0.010,0.195,-0.062,-0.158
5,0.0055,-0.0361,-0.0089,-0.42,0.58,0.18,0.012,-0.154,0.100,0.122
5,0.0053,-0.0290,-0.0086,-0.48,0.59,0.18,0.012,0.122,0.036,-0.113
5,0.0075,-0.0311,-0.0051,-0.46,0.57,0.18,0.012,0.313,-0.067,-0.272
5,0.0047,-0.0242,-0.0047,-0.51,0.59,0.18,0.012,0.036,-0.099,0.106
6,0.0047,-0.0328,-0.0047,-0.44,0.59,0.18,0.012,-0.224,0.047,0.109
6,0.0033,-0.0282,-0.0044,-0.48,0.60,0.18,0.009,0.061,-0.120,-0.228
6,0.0035,-0.0281,-0.0043,-0.47,0.60,0.18,0.009,0.290,0.101,0.040
6,0.0021,-0.0248,-0.0086,-0.50,0.61,0.18,0.009,-0.020,-0.250,0.050
6,0.0020,-0.0255,-0.0086,-0.49,0.61,0.18,0.009,-0.013,0.153,-0.260
6,0.0018,-0.0254,-0.0085,-0.49,0.61,0.18,0.009,0.012,0.047,0.347
6,0.0040,-0.0153,-0.0081,-0.56,0.59,0.18,0.009,-0.011,0.158,-0.174
6,0.0026,-0.0144,-0.0082,-0.57,0.60,0.18,0.009,0.117,-0.026,0.057
6,0.0050,-0.0133,-0.0097,-0.58,0.58,0.18,0.009,-0.168,-0.214,0.056
6,0.0049,-0.0292,-0.0099,-0.45,0.59,0.18,0.009,0.121,0.157,-0.023
6,0.0012,-0.0182,-0.0094,-0.53,0.62,0.18,0.009,-0.316,0.063,0.210
6,0.0012,-0.0182,-0.0094,-0.53,0.62,0.18,0.008,-0.091,0.034,-0.201
6,0.0011,-0.0133,-0.0093,-0.57,0.62,0.18,0.008,-0.122,-0.152,-0.015
6,0.0010,-0.0078,-0.0116,-0.61,0.62,0.18,0.008,-0.186,0.120,0.351
6,0.0068,-0.0046,-0.0114,-0.64,0.57,0.18,0.008,-0.017,0.150,0.030
6,0.0019,-0.0120,-0.0112,-0.57,0.61,0.18,0.008,0.149,-0.280,0.093
6,0.0019,-0.0116,-0.0112,-0.58,0.61,0.18,0.007,0.005,-0.205,-0.037
6,0.0006,-0.0045,-0.0111,-0.63,0.62,0.18,0.007,-0.195,-0.136,0.021
6,0.0006,-0.0098,-0.0135,-0.58,0.62,0.18,0.007,0.081,-0.100,-0.098
6,0.0066,-0.0063,-0.0134,-0.61,0.57,0.18,0.007,0.094,0.003,0.021
6,-0.0007,-0.0080,-0.0133,-0.59,0.63,0.18,0.007,-0.290,-0.068,-0.010
6,0.0019,-0.0060,-0.0132,-0.60,0.61,0.18,0.010,0.263,-0.201,-0.154
6,-0.0004,-0.0053,-0.0133,-0.60,0.63,0.18,0.010,-0.124,-0.074,-0.101
6,0.0031,0.0012,-0.0069,-0.65,0.60,0.18,0.010,-0.076,0.211,-0.016
6,0.0053,-0.0104,-0.0070,-0.56,0.58,0.18,0.010,-0.151,-0.022,0.054
7,0.0015,-0.0040,-0.0070,-0.61,0.61,0.18,0.010,0.000,-0.256,-0.217
7,0.0017,-0.0038,-0.0071,-0.61,0.61,0.18,0.012,0.191,0.074,0.077
7,0.0016,0.0016,-0.0070,-0.65,0.61,0.18,0.012,-0.012,-0.081,0.123
7,0.0037,0.0351,0.0017,-0.91,0.59,0.18,0.012,-0.010,-0.255,0.469
7,0.0083,0.0171,0.0025,-0.76,0.56,0.19,0.012,0.214,0.138,-0.291
7,0.0029,0.0411,0.0019,-0.94,0.60,0.18,0.012,-0.085,0.036,0.153
7,0.0029,0.0446,0.0017,-0.96,0.60,0.19,0.010,0.365,0.030,-0.146
7,0.0031,0.0457,0.0018,-0.96,0.60,0.19,0.010,0.002,0.200,-0.387
7,0.0030,0.0389,0.0032,-0.89,0.60,0.19,0.010,0.125,0.180,0.256
7,-0.0008,0.0690,0.0014,-1.12,0.63,0.19,0.010,-0.138,-0.127,-0.147
7,0.0029,0.1003,-0.0020,-1.35,0.60,0.19,0.010,-0.094,0.149,0.006
7,0.0027,0.0919,-0.0002,-1.27,0.60,0.19,0.012,-0.035,0.063,0.109
7,0.0036,0.0978,-0.0009,-1.30,0.59,0.19,0.012,-0.094,-0.086,0.220
7,0.0085,0.0975,0.0053,-1.29,0.55,0.20,0.012,0.047,-0.048,0.020
7,-0.0029,0.1227,0.0022,-1.47,0.64,0.19,0.012,-0.095,0.098,0.015
7,-0.0078,0.1501,-0.0027,-1.67,0.68,0.19,0.012,0.059,0.253,0.155
7,-0.0074,0.1497,-0.0023,-1.64,0.67,0.19,0.013,0.048,0.087,-0.124
7,-0.0070,0.1338,0.0024,-1.50,0.67,0.19,0.013,0.098,-0.142,-0.120
7,-0.0055,0.1288,0.0098,-1.44,0.65,0.19,0.013,-0.013,-0.162,0.164
7,-0.0042,0.1233,0.0109,-1.38,0.64,0.19,0.013,0.085,-0.211,-0.330
7,-0.0065,0.1216,0.0114,-1.35,0.66,0.19,0.013,-0.153,0.160,0.062
7,-0.0051,0.1133,0.0131,-1.27,0.65,0.19,0.012,-0.387,-0.061,0.085
7,-0.0024,0.1131,0.0133,-1.25,0.63,0.19,0.012,-0.071,-0.119,0.053
7,-0.0024,0.1145,0.0115,-1.25,0.63,0.19,0.012,-0.113,-0.142,0.001
7,-0.0068,0.1030,0.0133,-1.15,0.66,0.18,0.012,-0.035,-0.054,0.050
8,-0.0069,0.1044,0.0132,-1.15,0.66,0.18,0.012,0.194,-0.118,-0.172
8,-0.0052,0.0930,0.0150,-1.05,0.65,0.19,0.011,0.305,-0.030,-0.116
8,-0.0055,0.0941,0.0149,-1.05,0.65,0.19,0.011,-0.106,0.048,0.249
8,-0.0053,0.0857,0.0100,-0.97,0.64,0.18,0.011,-0.206,0.286,0.287
8,-0.0055,0.0866,0.0102,-0.97,0.64,0.18,0.011,0.095,0.018,-0.313
8,-0.0056,0.0875,0.0103,-0.97,0.64,0.18,0.011,0.199,-0.123,-0.076
8,-0.0054,0.0885,0.0103,-0.97,0.64,0.18,0.010,-0.150,0.011,0.329
8,-0.0049,0.0863,0.0108,-0.94,0.64,0.18,0.010,-0.166,-0.031,-0.029
8,-0.0050,0.0864,0.0036,-0.94,0.64,0.18,0.010,-0.009,0.119,0.532
8,-0.0047,0.0792,0.0043,-0.88,0.64,0.18,0.010,-0.085,-0.143,-0.010
8,-0.0048,0.0800,0.0043,-0.88,0.64,0.18,0.010,-0.071,0.190,-0.216
8,-0.0043,0.0646,0.0060,-0.75,0.63,0.18,0.010,0.105,-0.090,0.012
8,-0.0045,0.0652,0.0060,-0.75,0.63,0.18,0.010,0.270,-0.102,-0.123
8,-0.0037,0.0572,0.0015,-0.68,0.62,0.18,0.010,-0.069,0.313,0.285
8,-0.0037,0.0577,0.0015,-0.68,0.62,0.18,0.010,0.050,0.157,0.308
8,-0.0045,0.0585,0.0016,-0.68,0.63,0.18,0.010,0.023,0.090,-0.156
8,-0.0044,0.0590,0.0017,-0.68,0.62,0.18,0.009,-0.023,-0.113,-0.013
8,-0.0014,0.0686,0.0012,-0.75,0.60,0.19,0.009,0.175,-0.023,-0.192
8,-0.0012,0.0687,-0.0045,-0.75,0.60,0.19,0.009,0.069,-0.266,0.169
8,-0.0013,0.0686,-0.0047,-0.75,0.60,0.19,0.009,0.311,0.015,0.144
8,-0.0012,0.0693,-0.0050,-0.74,0.60,0.18,0.009,0.130,-0.047,-0.140
8,0.0015,0.0273,-0.0018,-0.40,0.58,0.18,0.013,0.136,-0.052,0.119
8,0.0017,0.0273,-0.0019,-0.40,0.58,0.18,0.013,0.238,0.212,-0.018
8,0.0005,0.0246,0.0028,-0.38,0.59,0.18,0.013,-0.009,-0.133,-0.162
9,0.0006,0.0246,0.0028,-0.38,0.59,0.18,0.013,-0.096,-0.016,-0.058
9,-0.0006,0.0212,0.0028,-0.35,0.60,0.18,0.013,-0.027,0.271,0.155
9,-0.0007,0.0214,0.0029,-0.35,0.60,0.18,0.012,0.110,0.055,-0.142
9,-0.0007,0.0216,0.0033,-0.35,0.60,0.18,0.012,-0.014,-0.085,-0.139
9,0.0007,0.0191,0.0040,-0.33,0.59,0.18,0.012,0.017,0.082,0.041
9,0.0069,-0.0054,0.0045,-0.13,0.54,0.18,0.012,-0.111,0.028,0.114
9,0.0030,-0.0106,0.0045,-0.10,0.57,0.18,0.012,-0.146,0.018,0.051
9,0.0030,-0.0129,0.0045,-0.08,0.57,0.18,0.013,0.082,-0.070,0.048
9,0.0031,-0.0151,0.0042,-0.07,0.57,0.18,0.013,-0.192,0.042,0.247
9,0.0068,-0.0442,0.0054,0.15,0.54,0.18,0.013,-0.167,0.092,0.055
9,0.0090,-0.0425,0.0055,0.13,0.53,0.18,0.013,-0.018,0.066,0.103
9,0.0073,-0.0409,0.0058,0.10,0.54,0.18,0.013,0.067,0.361,0.263
9,0.0071,-0.0418,0.0056,0.10,0.54,0.18,0.009,0.069,-0.013,-0.122
9,0.0069,-0.0340,0.0063,0.04,0.54,0.19,0.009,0.034,0.118,0.134
