time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count,canfly,is_tumbled,ctrltarget_z,motor_m1req,ctrltarget_x,ctrltarget_y,motor_m2req,motor_m3req,motor_m4req
1113,-0.0037,0.0081,0.0067,0.0000,-0.0004,-0.0001,-0.17,-0.66,0.11,0,4.091,0.147,-0.124,-0.030,-0.011,-0.000,1.000,0.000,0.000,0.000,0.0070,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2830,1.1690,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1164,-0.0034,0.0091,0.0067,0.0016,0.0048,0.0004,-0.18,-0.66,0.11,0,4.096,-0.027,0.136,0.096,-0.011,-0.004,1.000,0.000,0.000,0.000,0.0060,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2830,1.1690,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1215,-0.0047,0.0081,0.0065,-0.0044,-0.0010,-0.0007,-0.17,-0.62,0.11,0,4.091,-0.094,0.076,-0.014,-0.013,-0.000,1.002,0.000,0.000,0.000,0.0090,0,6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2810,1.1660,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1267,-0.0028,0.0092,0.0065,0.0052,0.0048,-0.0005,-0.19,-0.64,0.11,0,4.096,0.090,0.101,0.019,-0.012,-0.004,1.001,0.000,0.000,0.000,0.0060,-1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2810,1.1660,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1317,-0.0042,0.0081,0.0078,-0.0018,-0.0018,0.0057,-0.14,-0.63,0.11,0,4.091,-0.016,-0.163,0.165,-0.012,-0.004,1.000,0.000,0.000,0.000,0.0050,2,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2850,1.1710,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1368,-0.0035,0.0096,0.0072,0.0019,0.0061,0.0020,-0.17,-0.72,0.11,0,4.091,0.199,0.056,0.005,-0.014,-0.002,1.001,0.000,0.000,0.000,0.0080,-10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2850,1.1710,2.6910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1419,-0.0042,0.0078,0.0069,-0.0025,-0.0031,0.0009,-0.22,-0.64,0.11,0,4.091,-0.258,0.118,0.249,-0.014,-0.003,1.001,0.000,0.000,0.000,0.0060,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2830,1.1670,2.6910,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1470,-0.0040,0.0081,0.0070,-0.0014,-0.0021,0.0014,-0.18,-0.65,0.11,0,4.096,0.114,0.255,0.015,-0.012,-0.005,0.999,0.000,0.000,0.000,0.0060,-5,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2830,1.1670,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1521,-0.0042,0.0081,0.0063,-0.0026,-0.0024,-0.0018,-0.19,-0.67,0.12,0,4.091,-0.073,0.001,-0.085,-0.015,-0.001,0.999,0.000,0.000,0.000,0.0070,-4,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2800,1.1700,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1573,-0.0020,0.0083,0.0063,0.0088,-0.0003,-0.0010,-0.19,-0.68,0.11,0,4.091,-0.106,0.131,0.354,-0.013,-0.005,1.001,0.000,0.000,0.000,0.0070,-1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2800,1.1700,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1623,-0.0045,0.0081,0.0068,-0.0049,-0.0016,0.0022,-0.15,-0.64,0.12,0,4.091,0.224,-0.432,0.109,-0.010,-0.003,1.000,0.000,0.000,0.000,0.0070,-7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2870,1.1680,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1674,-0.0022,0.0086,0.0069,0.0080,0.0015,0.0016,-0.23,-0.72,0.11,0,4.091,-0.133,0.116,0.241,-0.013,-0.005,1.000,0.000,0.000,0.000,0.0080,-3,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2870,1.1680,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1726,-0.0045,0.0078,0.0071,-0.0044,-0.0032,0.0022,-0.15,-0.67,0.11,0,4.091,-0.123,0.081,0.148,-0.013,-0.000,1.000,0.000,0.000,0.000,0.0080,4,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2840,1.1650,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1776,-0.0037,0.0092,0.0077,-0.0000,0.0046,0.0041,-0.14,-0.74,0.11,0,4.096,-0.133,-0.046,0.021,-0.011,-0.003,1.001,0.000,0.000,0.000,0.0090,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2840,1.1650,2.6900,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1828,-0.0045,0.0081,0.0084,-0.0035,-0.0007,0.0069,-0.14,-0.64,0.11,0,4.091,0.070,-0.061,-0.002,-0.012,-0.003,0.999,0.000,0.000,0.000,0.0060,-1,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2810,1.1690,2.6900,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1879,-0.0020,0.0089,0.0088,0.0096,0.0032,0.0067,-0.18,-0.70,0.11,0,4.091,0.057,-0.185,0.292,-0.011,-0.002,1.002,0.000,0.000,0.000,0.0080,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2810,1.1690,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1930,-0.0045,0.0081,0.0078,-0.0036,-0.0011,0.0015,-0.14,-0.66,0.11,0,4.091,-0.315,-0.126,0.118,-0.011,-0.003,0.999,0.000,0.000,0.000,0.0040,-2,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2870,1.1680,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
1981,-0.0042,0.0081,0.0079,-0.0018,-0.0012,0.0012,-0.16,-0.68,0.11,0,4.091,0.000,-0.013,0.306,-0.013,-0.004,1.003,0.000,0.000,0.000,0.0070,-6,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1090,1.2870,1.1680,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2032,-0.0045,0.0081,0.0064,-0.0033,-0.0015,-0.0049,-0.20,-0.63,0.11,0,4.091,0.129,-0.182,-0.105,-0.013,-0.000,0.999,0.000,0.000,0.000,0.0060,4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1090,1.2840,1.1690,2.6970,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2083,-0.0033,0.0090,0.0062,0.0027,0.0035,-0.0045,-0.14,-0.65,0.11,0,4.096,-0.091,-0.103,-0.121,-0.011,-0.005,0.998,0.000,0.000,0.000,0.0050,0,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2840,1.1690,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2134,-0.0042,0.0081,0.0059,-0.0017,-0.0013,-0.0051,-0.14,-0.72,0.11,0,4.091,0.111,-0.048,-0.051,-0.012,-0.006,1.001,0.000,0.000,0.000,0.0090,-5,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2840,1.1680,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2185,-0.0042,0.0081,0.0052,-0.0019,-0.0011,-0.0067,-0.19,-0.70,0.11,0,4.096,0.159,-0.115,-0.264,-0.010,-0.003,1.001,0.000,0.000,0.000,0.0060,-4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2840,1.1680,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2237,-0.0044,0.0081,0.0066,-0.0031,-0.0011,0.0001,-0.18,-0.66,0.11,0,4.091,0.092,-0.014,0.110,-0.013,-0.003,1.002,0.000,0.000,0.000,0.0070,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2860,1.1660,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2287,-0.0045,0.0090,0.0066,-0.0033,0.0040,0.0008,-0.23,-0.63,0.11,0,4.091,-0.223,0.075,0.074,-0.014,-0.003,0.998,0.000,0.000,0.000,0.0070,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1070,1.2860,1.1660,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2338,-0.0045,0.0081,0.0069,-0.0035,-0.0013,0.0020,-0.16,-0.64,0.11,0,4.091,-0.062,0.269,0.006,-0.013,-0.002,1.001,0.000,0.000,0.000,0.0070,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1070,1.2870,1.1650,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2389,-0.0042,0.0088,0.0070,-0.0016,0.0025,0.0021,-0.17,-0.68,0.11,0,4.096,0.120,0.052,0.057,-0.008,-0.001,1.001,0.000,0.000,0.000,0.0060,1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2870,1.1650,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2440,-0.0044,0.0083,0.0067,-0.0023,0.0003,-0.0000,-0.14,-0.67,0.11,0,4.091,0.154,-0.155,-0.086,-0.012,-0.004,1.000,0.000,0.000,0.000,0.0050,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2840,1.1670,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2492,-0.0032,0.0092,0.0067,0.0051,0.0048,0.0008,-0.18,-0.67,0.11,0,4.091,0.039,-0.065,-0.057,-0.013,-0.003,0.998,0.000,0.000,0.000,0.0080,-6,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1000,1.2840,1.1670,2.6860,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2542,-0.0045,0.0081,0.0059,-0.0024,-0.0009,-0.0028,-0.20,-0.64,0.11,0,4.091,-0.032,-0.121,-0.053,-0.012,-0.003,1.001,0.000,0.000,0.000,0.0070,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1000,1.2860,1.1720,2.6860,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2593,-0.0045,0.0088,0.0069,-0.0023,0.0025,0.0022,-0.17,-0.66,0.11,0,4.091,0.003,0.033,0.270,-0.010,-0.003,1.002,0.000,0.000,0.000,0.0070,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2860,1.1720,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2644,-0.0043,0.0082,0.0071,-0.0009,-0.0013,0.0026,-0.17,-0.64,0.11,0,4.091,0.165,-0.049,0.213,-0.012,-0.006,0.999,0.000,0.000,0.000,0.0060,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1060,1.2850,1.1690,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2695,-0.0034,0.0092,0.0072,0.0037,0.0037,0.0026,-0.19,-0.68,0.12,0,4.096,0.041,0.247,0.098,-0.011,-0.005,1.001,0.000,0.000,0.000,0.0050,-7,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2850,1.1690,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2746,-0.0033,0.0086,0.0060,0.0039,-0.0003,-0.0033,-0.23,-0.73,0.12,0,4.091,0.024,-0.170,0.287,-0.012,-0.001,1.001,0.000,0.000,0.000,0.0050,-6,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1040,1.2860,1.1690,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2797,-0.0045,0.0088,0.0059,-0.0029,0.0012,-0.0028,-0.22,-0.72,0.12,0,4.096,0.014,0.230,0.428,-0.013,0.001,0.999,0.000,0.000,0.000,0.0040,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1080,1.2860,1.1690,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2849,-0.0040,0.0081,0.0048,-0.0010,-0.0021,-0.0073,-0.13,-0.64,0.12,0,4.091,-0.018,-0.042,-0.056,-0.010,-0.000,0.999,0.000,0.000,0.000,0.0040,-1,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1080,1.2860,1.1720,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2899,-0.0045,0.0088,0.0045,-0.0032,0.0026,-0.0072,-0.18,-0.69,0.12,0,4.091,0.205,0.077,-0.030,-0.013,-0.000,0.996,0.000,0.000,0.000,0.0060,-2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2860,1.1720,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
2950,-0.0047,0.0081,0.0039,-0.0045,-0.0010,-0.0083,-0.15,-0.63,0.12,0,4.091,-0.054,0.046,0.113,-0.013,-0.004,1.001,0.000,0.000,0.000,0.0060,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1050,1.2820,1.1680,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3002,-0.0034,0.0085,0.0046,0.0026,0.0012,-0.0037,-0.17,-0.68,0.12,0,4.096,-0.154,0.037,0.129,-0.012,-0.003,1.002,0.000,0.000,0.000,0.0040,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2820,1.1680,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3052,-0.0045,0.0081,0.0052,-0.0031,-0.0014,-0.0006,-0.18,-0.63,0.12,0,4.091,-0.157,-0.046,0.148,-0.012,-0.004,1.001,0.000,0.000,0.000,0.0060,-4,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2830,1.1660,2.6980,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3103,-0.0038,0.0083,0.0045,0.0012,-0.0005,-0.0026,-0.17,-0.68,0.12,0,4.096,-0.108,-0.079,-0.096,-0.012,-0.003,1.001,0.000,0.000,0.000,0.0060,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2830,1.1660,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3155,-0.0042,0.0083,0.0055,-0.0016,-0.0006,0.0025,-0.13,-0.68,0.12,0,4.091,-0.115,0.263,0.026,-0.014,-0.004,0.999,0.000,0.000,0.000,0.0070,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1030,1.2810,1.1690,2.7090,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3205,-0.0034,0.0085,0.0057,0.0026,-0.0000,0.0023,-0.16,-0.67,0.12,0,4.096,0.231,0.071,0.103,-0.010,-0.003,0.999,0.000,0.000,0.000,0.0080,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1020,1.2810,1.1690,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3257,-0.0042,0.0083,0.0071,-0.0020,-0.0008,0.0085,-0.14,-0.63,0.12,0,4.091,-0.162,0.027,0.105,-0.010,-0.004,1.002,0.000,0.000,0.000,0.0060,2,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1020,1.2810,1.1690,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
3308,-0.0023,0.0100,0.0076,0.0092,0.0087,0.0090,-0.19,-0.68,0.12,0,4.096,-0.128,-0.092,-0.065,-0.012,-0.004,1.000,0.000,0.000,0.000,0.0060,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1010,1.2810,1.1690,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0.3000,0,-0.0000,0.0004,0,0,0
