time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z
1112,0.4012,-0.8285,0.0098,-0.0032,-0.0084,0.0024,-1.49,0.47,-46.75,0,4.144,-0.090,-0.009,0.145,0.010,-0.026,0.000,0.000,0.000,0.000,0.0090,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1213,0.4076,-0.8208,0.0094,0.0312,0.0344,0.0002,-1.89,0.54,-46.53,0,4.154,0.176,-0.143,-0.205,0.011,-0.027,0.000,0.000,0.000,0.000,0.0090,1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
1314,0.4070,-0.8202,0.0094,0.0225,0.0314,0.0004,-1.79,0.54,-46.30,0,4.144,-0.154,-0.057,0.152,0.010,-0.026,0.000,0.000,0.000,0.000,0.0070,8,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000
1415,0.4051,-0.8281,0.0111,0.0087,-0.0131,0.0083,-1.40,0.34,-46.06,0,4.154,0.073,-0.195,0.264,0.009,-0.025,0.000,0.000,0.000,0.000,0.0070,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
1516,0.4035,-0.8310,0.0095,0.0006,-0.0249,0.0006,-1.36,0.40,-45.84,0,4.144,-0.488,0.029,0.204,0.010,-0.026,0.000,0.000,0.000,0.000,0.0080,-8,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
1567,0.3987,-0.8358,0.0097,-0.0229,-0.0444,0.0021,-1.23,0.44,-45.61,0,4.154,-0.181,-0.192,-0.077,0.012,-0.026,0.000,0.000,0.000,0.000,0.0080,0,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
1618,0.3988,-0.8357,0.0092,-0.0169,-0.0357,-0.0002,-1.25,0.47,-45.39,0,4.144,-0.197,-0.086,0.155,0.010,-0.024,0.000,0.000,0.000,0.000,0.0080,16,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
1669,0.4000,-0.8339,0.0087,-0.0055,-0.0195,-0.0019,-1.26,0.48,-45.17,0,4.154,0.059,0.263,0.012,0.011,-0.025,0.000,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1720,0.3971,-0.8386,0.0083,-0.0182,-0.0390,-0.0034,-1.22,0.43,-44.95,0,4.144,0.008,-0.014,-0.175,0.012,-0.026,0.000,0.000,0.000,0.000,0.0090,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1771,0.3978,-0.8379,0.0092,-0.0094,-0.0280,0.0027,-1.29,0.46,-44.73,0,4.154,-0.211,-0.067,0.133,0.008,-0.023,0.000,0.000,0.000,0.000,0.0090,6,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
1822,0.3978,-0.8387,0.0093,-0.0063,-0.0264,0.0026,-1.33,0.47,-44.51,0,4.144,0.255,0.083,-0.048,0.010,-0.025,0.000,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
1873,0.3923,-0.8431,0.0087,-0.0321,-0.0430,-0.0004,-1.13,0.51,-44.29,0,4.154,-0.145,0.042,0.304,0.012,-0.024,0.000,0.000,0.000,0.000,0.0080,4,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
1924,0.3918,-0.8434,0.0085,-0.0272,-0.0358,-0.0006,-1.20,0.56,-44.07,0,4.144,-0.285,-0.131,0.140,0.010,-0.025,0.000,0.000,0.000,0.000,0.0080,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
1975,0.3923,-0.8435,0.0104,-0.0181,-0.0276,0.0085,-1.34,0.55,-43.86,0,4.154,-0.229,-0.002,-0.013,0.013,-0.025,0.000,0.000,0.000,0.000,0.0080,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
2026,0.3917,-0.8432,0.0097,-0.0166,-0.0210,0.0039,-1.38,0.57,-43.64,0,4.144,-0.073,0.143,0.030,0.012,-0.027,0.000,0.000,0.000,0.000,0.0100,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2077,0.3919,-0.8436,0.0106,-0.0112,-0.0180,0.0079,-1.46,0.52,-43.43,0,4.154,-0.198,0.045,-0.133,0.009,-0.024,0.000,0.000,0.000,0.000,0.0100,7,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
2128,0.3919,-0.8430,0.0107,-0.0084,-0.0109,0.0066,-1.42,0.57,-43.22,0,4.149,0.047,-0.019,-0.045,0.010,-0.025,0.000,0.000,0.000,0.000,0.0070,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2179,0.3922,-0.8436,0.0091,-0.0034,-0.0106,-0.0012,-1.51,0.56,-43.01,0,4.154,-0.088,0.075,-0.259,0.010,-0.025,0.000,0.000,0.000,0.000,0.0130,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2230,0.3920,-0.8434,0.0110,-0.0023,-0.0076,0.0077,-1.46,0.53,-42.80,0,4.144,-0.006,-0.097,0.066,0.010,-0.027,0.000,0.000,0.000,0.000,0.0070,-3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2281,0.3917,-0.8441,0.0093,-0.0016,-0.0091,-0.0018,-1.54,0.55,-42.59,0,4.154,-0.329,0.014,0.248,0.011,-0.026,0.000,0.000,0.000,0.000,0.0070,8,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
2332,0.3915,-0.8435,0.0081,-0.0018,-0.0038,-0.0063,-1.45,0.59,-42.39,0,4.144,0.160,-0.170,0.029,0.010,-0.027,0.000,0.000,0.000,0.000,0.0060,2,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2383,0.3916,-0.8433,0.0089,-0.0002,-0.0014,-0.0015,-1.52,0.52,-42.18,0,4.154,-0.182,0.137,-0.016,0.014,-0.026,0.000,0.000,0.000,0.000,0.0060,-4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
2434,0.3949,-0.8363,0.0073,0.0161,0.0344,-0.0076,-1.85,0.60,-41.98,0,4.144,-0.234,0.051,0.133,0.012,-0.027,0.000,0.000,0.000,0.000,0.0100,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2485,0.3961,-0.8364,0.0080,0.0203,0.0282,-0.0024,-1.71,0.57,-41.77,0,4.154,-0.112,0.061,0.013,0.011,-0.024,0.000,0.000,0.000,0.000,0.0100,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2536,0.3950,-0.8378,0.0091,0.0120,0.0157,0.0034,-1.63,0.55,-41.57,0,4.144,0.357,-0.050,0.011,0.012,-0.025,0.000,0.000,0.000,0.000,0.0100,-2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
2587,0.3951,-0.8362,0.0097,0.0106,0.0213,0.0063,-1.66,0.57,-41.36,0,4.154,-0.180,-0.214,0.203,0.011,-0.029,0.000,0.000,0.000,0.000,0.0080,0,-11,0.00,0.00,0.00,0.0000,0.0000,0.0000
2638,0.3947,-0.8375,0.0093,0.0076,0.0097,0.0035,-1.56,0.45,-41.15,0,4.144,-0.308,-0.065,0.426,0.010,-0.025,0.000,0.000,0.000,0.000,0.0080,1,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000
2689,0.3954,-0.8371,0.0099,0.0093,0.0094,0.0059,-1.55,0.50,-40.95,0,4.154,-0.143,0.031,-0.031,0.010,-0.027,0.000,0.000,0.000,0.000,0.0080,-8,8,0.00,0.00,0.00,0.0000,0.0000,0.0000
2740,0.3957,-0.8380,0.0093,0.0095,0.0022,0.0025,-1.58,0.58,-40.75,0,4.144,0.081,0.365,-0.198,0.010,-0.024,0.000,0.000,0.000,0.000,0.0080,-5,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
2791,0.3956,-0.8374,0.0095,0.0078,0.0041,0.0030,-1.55,0.54,-40.59,0,4.154,-0.057,0.195,0.090,0.010,-0.026,0.000,0.000,0.000,0.000,0.0080,2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
2842,0.3956,-0.8374,0.0089,0.0070,0.0030,0.0005,-1.47,0.53,-40.39,0,4.144,0.033,-0.000,0.016,0.011,-0.026,0.000,0.000,0.000,0.000,0.0070,6,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000
2893,0.3964,-0.8346,0.0090,0.0097,0.0169,0.0004,-1.51,0.53,-40.20,0,4.154,0.027,-0.065,-0.064,0.009,-0.026,0.000,0.000,0.000,0.000,0.0070,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2944,0.3914,-0.8428,0.0080,-0.0190,-0.0301,-0.0033,-1.15,0.51,-40.00,0,4.144,0.099,-0.150,0.017,0.009,-0.024,0.000,0.000,0.000,0.000,0.0080,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
2995,0.3912,-0.8427,0.0080,-0.0158,-0.0238,-0.0021,-1.26,0.52,-39.80,0,4.154,0.213,0.015,-0.274,0.011,-0.026,0.000,0.000,0.000,0.000,0.0110,-4,5,0.00,0.00,0.00,0.0000,0.0000,0.0000
3046,0.3910,-0.8436,0.0098,-0.0129,-0.0231,0.0068,-1.38,0.48,-39.57,0,4.144,0.079,0.126,-0.079,0.012,-0.025,0.000,0.000,0.000,0.000,0.0080,-8,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3097,0.3910,-0.8437,0.0098,-0.0104,-0.0207,0.0061,-1.33,0.49,-39.38,0,4.154,0.041,0.376,-0.050,0.011,-0.024,0.000,0.000,0.000,0.000,0.0080,4,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000
3149,0.3916,-0.8428,0.0092,-0.0046,-0.0122,0.0030,-1.33,0.48,-39.23,0,4.144,-0.143,0.169,0.132,0.010,-0.026,0.000,0.000,0.000,0.000,0.0080,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3200,0.3878,-0.8504,0.0071,-0.0220,-0.0470,-0.0067,-1.08,0.46,-39.04,0,4.154,-0.165,-0.143,0.160,0.010,-0.026,0.000,0.000,0.000,0.000,0.0080,-2,7,0.00,0.00,0.00,0.0000,0.0000,0.0000
3251,0.3877,-0.8513,0.0074,-0.0170,-0.0424,-0.0039,-1.19,0.53,-38.84,0,4.144,-0.077,-0.253,0.088,0.011,-0.025,0.000,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3302,0.3875,-0.8500,0.0082,-0.0139,-0.0278,0.0010,-1.27,0.51,-38.65,0,4.154,0.049,-0.022,0.056,0.012,-0.024,0.000,0.000,0.000,0.000,0.0070,1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3353,0.3874,-0.8508,0.0077,-0.0114,-0.0255,-0.0012,-1.31,0.48,-38.46,0,4.144,-0.134,0.134,-0.102,0.009,-0.026,0.000,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3404,0.3874,-0.8506,0.0074,-0.0084,-0.0191,-0.0015,-1.24,0.47,-38.28,0,4.154,-0.239,0.004,0.017,0.008,-0.025,0.000,0.000,0.000,0.000,0.0070,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3455,0.3867,-0.8517,0.0072,-0.0101,-0.0197,-0.0016,-1.39,0.71,-38.08,0,4.144,-0.127,-0.190,0.094,0.009,-0.025,0.000,0.000,0.000,0.000,0.0110,-4,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
3507,0.3815,-0.8406,0.0058,-0.0321,0.0368,-0.0069,-1.64,0.93,-37.88,0,4.154,0.145,-0.153,0.077,0.013,-0.027,0.000,0.000,0.000,0.000,0.0110,8,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3558,0.3827,-0.8395,0.0084,-0.0198,0.0357,0.0063,-1.53,0.77,-37.70,0,4.144,-0.151,-0.041,-0.017,0.011,-0.025,0.000,0.000,0.000,0.000,0.0060,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3609,0.3827,-0.8397,0.0096,-0.0147,0.0297,0.0102,-1.54,0.71,-37.52,0,4.154,0.047,0.088,0.360,0.011,-0.028,0.000,0.000,0.000,0.000,0.0060,14,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3660,0.3823,-0.8393,0.0083,-0.0139,0.0267,0.0029,-1.45,0.65,-37.34,0,4.144,-0.116,0.031,-0.177,0.009,-0.026,0.000,0.000,0.000,0.000,0.0090,4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
3712,0.3790,-0.8323,0.0076,-0.0265,0.0573,-0.0009,-1.67,0.84,-37.15,0,4.154,0.083,-0.096,-0.035,0.011,-0.023,0.000,0.000,0.000,0.000,0.0090,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3764,0.3790,-0.8333,0.0086,-0.0197,0.0420,0.0046,-1.64,0.73,-36.97,0,4.144,-0.183,0.092,0.031,0.009,-0.024,0.000,0.000,0.000,0.000,0.0100,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
3815,0.3784,-0.8330,0.0106,-0.0181,0.0339,0.0135,-1.57,0.69,-36.80,0,4.154,-0.360,0.024,0.405,0.010,-0.026,0.000,0.000,0.000,0.000,0.0100,7,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
3866,0.3788,-0.8321,0.0110,-0.0111,0.0319,0.0132,-1.50,0.59,-36.62,0,4.144,0.154,-0.048,0.071,0.010,-0.026,0.000,0.000,0.000,0.000,0.0110,-1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
3917,0.3772,-0.8334,0.0113,-0.0151,0.0211,0.0116,-1.49,0.60,-36.44,0,4.154,0.205,0.115,-0.131,0.011,-0.025,0.000,0.000,0.000,0.000,0.0110,-6,6,0.00,0.00,0.00,0.0000,0.0000,0.0000
3968,0.3775,-0.8333,0.0118,-0.0099,0.0160,0.0122,-1.52,0.57,-36.26,0,4.144,0.062,0.100,-0.144,0.012,-0.025,0.000,0.000,0.000,0.000,0.0090,-2,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
4019,0.3769,-0.8340,0.0110,-0.0094,0.0078,0.0063,-1.44,0.46,-36.08,0,4.154,-0.060,0.410,-0.032,0.010,-0.024,0.000,0.000,0.000,0.000,0.0090,4,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000
4070,0.0002,-0.0002,0.2929,0.0079,-0.0118,0.0002,0.02,-0.03,0.00,0,4.144,-0.382,-0.032,0.042,0.010,-0.024,0.000,0.000,0.000,0.000,0.0110,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000
4121,0.0002,-0.0005,0.0101,0.0046,-0.0143,0.0002,-0.21,0.21,0.00,0,4.154,-0.233,0.083,0.190,0.013,-0.024,0.000,0.000,0.000,0.000,0.0110,3,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000
4172,0.0002,-0.0010,0.0106,0.0039,-0.0189,0.0009,-0.24,0.03,0.00,0,4.144,0.105,0.070,0.205,0.010,-0.028,0.000,0.000,0.000,0.000,0.0100,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4223,0.0005,-0.0015,0.0095,0.0073,-0.0219,-0.0027,-0.48,0.27,0.00,0,4.154,-0.024,-0.043,0.128,0.011,-0.026,0.000,0.000,0.000,0.000,0.0100,1,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000
4275,-0.0006,-0.0008,0.0097,-0.0038,-0.0118,-0.0008,-0.87,0.25,0.01,0,4.144,0.105,-0.394,-0.100,0.011,-0.024,0.000,0.000,0.000,0.000,0.0070,3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
4326,0.0001,-0.0009,0.0084,0.0023,-0.0107,-0.0067,-0.91,0.44,0.00,0,4.154,-0.003,0.173,0.129,0.010,-0.025,0.000,0.000,0.000,0.000,0.0090,4,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000
4377,0.0003,-0.0008,0.0085,0.0030,-0.0083,-0.0044,-0.99,0.31,0.00,0,4.144,-0.171,0.219,-0.145,0.009,-0.025,0.000,0.000,0.000,0.000,0.0090,-3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4429,-0.0022,0.0085,0.0092,-0.0136,0.0537,-0.0005,-2.16,0.81,0.02,0,4.154,0.166,-0.235,-0.195,0.009,-0.027,0.000,0.000,0.000,0.000,0.0090,-17,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000
4480,-0.0041,0.0088,0.0093,-0.0226,0.0430,0.0006,-2.27,0.70,0.02,0,4.144,-0.002,-0.186,0.014,0.012,-0.024,0.000,0.000,0.000,0.000,0.0100,-11,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4531,-0.0027,0.0137,0.0088,-0.0094,0.0610,-0.0005,-2.25,0.69,0.02,0,4.154,-0.120,0.073,0.095,0.011,-0.027,0.000,0.000,0.000,0.000,0.0100,35,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4582,-0.0038,0.0141,0.0098,-0.0138,0.0508,0.0047,-1.16,0.66,-0.01,0,4.144,0.089,-0.281,0.013,0.011,-0.022,0.000,0.000,0.000,0.000,0.0090,1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000
4633,-0.0037,0.0069,0.0106,-0.0101,0.0026,0.0079,-1.25,0.52,0.00,0,4.154,-0.023,0.029,-0.226,0.009,-0.025,0.000,0.000,0.000,0.000,0.0090,-9,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
4684,-0.0027,0.0045,0.0102,-0.0018,-0.0134,0.0047,-1.26,0.51,0.00,0,4.144,0.145,0.118,-0.015,0.008,-0.025,0.000,0.000,0.000,0.000,0.0080,3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
4735,-0.0060,0.0103,0.0099,-0.0191,0.0186,0.0024,-1.42,0.67,0.01,0,4.154,-0.065,-0.219,-0.103,0.010,-0.027,0.000,0.000,0.000,0.000,0.0080,2,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
4787,-0.0054,0.0096,0.0092,-0.0118,0.0106,-0.0006,-1.35,0.58,0.00,0,4.144,-0.260,0.203,0.260,0.011,-0.026,0.000,0.000,0.000,0.000,0.0080,-2,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
4838,-0.0055,0.0093,0.0081,-0.0094,0.0057,-0.0041,-1.36,0.56,0.00,0,4.154,-0.012,0.034,0.108,0.008,-0.025,0.000,0.000,0.000,0.000,0.0080,0,5,0.00,0.00,0.00,0.0000,0.0000,0.0000
4890,-0.0036,0.0030,0.0079,0.0028,-0.0286,-0.0035,-1.03,0.53,-0.00,0,4.144,0.192,0.052,-0.187,0.010,-0.025,0.000,0.000,0.000,0.000,0.0090,3,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000
4941,-0.0054,0.0041,0.0080,-0.0067,-0.0194,-0.0019,-1.11,0.47,-0.00,0,4.154,0.075,0.227,0.145,0.011,-0.025,0.000,0.000,0.000,0.000,0.0090,-8,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
4992,-0.0035,0.0030,0.0084,0.0046,-0.0223,0.0008,-1.24,0.50,0.00,0,4.144,0.003,-0.195,-0.120,0.010,-0.027,0.000,0.000,0.000,0.000,0.0120,0,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
5043,-0.0024,0.0015,0.0088,0.0112,-0.0274,0.0024,-1.12,0.47,-0.00,0,4.154,-0.049,-0.148,-0.120,0.008,-0.025,0.000,0.000,0.000,0.000,0.0120,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
5094,-0.0034,0.0012,0.0106,0.0052,-0.0249,0.0104,-1.15,0.48,-0.00,0,4.144,-0.143,-0.051,0.025,0.009,-0.027,0.000,0.000,0.000,0.000,0.0120,3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
5146,-0.0038,0.0026,0.0104,0.0025,-0.0144,0.0079,-1.24,0.49,-0.00,0,4.154,-0.176,0.200,0.082,0.010,-0.025,0.000,0.000,0.000,0.000,0.0120,0,8,0.00,0.00,0.00,0.0000,0.0000,0.0000
5197,-0.0039,0.0074,0.0116,0.0021,0.0123,0.0119,-1.48,0.60,-0.00,0,4.144,0.148,-0.026,-0.035,0.011,-0.024,0.000,0.000,0.000,0.000,0.0090,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000
5248,-0.0046,0.0066,0.0104,-0.0009,0.0062,0.0038,-1.44,0.54,0.00,0,4.154,-0.037,-0.041,0.034,0.009,-0.025,0.000,0.000,0.000,0.000,0.0090,-12,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000
5299,-0.0055,0.0071,0.0099,-0.0048,0.0068,0.0010,-1.54,0.49,0.00,0,4.144,-0.022,-0.123,0.123,0.011,-0.024,0.000,0.000,0.000,0.000,0.0080,-3,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
5350,-0.0055,0.0077,0.0096,-0.0037,0.0076,-0.0001,-1.45,0.55,-0.00,0,4.154,0.077,-0.193,-0.379,0.010,-0.024,0.000,0.000,0.000,0.000,0.0080,-2,6,0.00,0.00,0.00,0.0000,0.0000,0.0000
5401,-0.0037,0.0081,0.0088,0.0053,0.0081,-0.0025,-1.44,0.55,-0.01,0,4.144,-0.084,-0.203,-0.381,0.010,-0.026,0.000,0.000,0.000,0.000,0.0090,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
5452,-0.0046,0.0074,0.0094,0.0007,0.0034,0.0000,-1.38,0.57,-0.01,0,4.154,0.089,0.103,0.014,0.011,-0.028,0.000,0.000,0.000,0.000,0.0090,-2,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000
5503,-0.0050,0.0072,0.0092,-0.0011,0.0007,0.0000,-1.38,0.49,-0.00,0,4.144,-0.136,-0.179,0.355,0.010,-0.024,0.000,0.000,0.000,0.000,0.0100,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000
5555,-0.0053,0.0083,0.0081,-0.0021,0.0060,-0.0040,-1.39,0.58,0.00,0,4.154,-0.114,-0.264,-0.058,0.010,-0.025,0.000,0.000,0.000,0.000,0.0100,1,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000
5606,-0.0055,0.0074,0.0089,-0.0026,0.0003,0.0007,-1.35,0.50,-0.00,0,4.144,-0.363,0.100,-0.046,0.012,-0.025,0.000,0.000,0.000,0.000,0.0070,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000
5657,-0.0051,0.0077,0.0091,0.0001,0.0010,0.0021,-1.37,0.53,0.00,0,4.154,-0.165,-0.144,-0.130,0.012,-0.025,0.000,0.000,0.000,0.000,0.0070,5,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000
5708,-0.0057,0.0074,0.0082,-0.0030,-0.0005,-0.0017,-1.32,0.49,0.00,0,4.144,-0.054,0.142,-0.159,0.009,-0.027,0.000,0.000,0.000,0.000,0.0060,6,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000
5759,-0.0055,0.0079,0.0096,-0.0020,0.0011,0.0053,-1.32,0.50,0.00,0,4.154,-0.201,-0.164,-0.185,0.010,-0.026,0.000,0.000,0.000,0.000,0.0060,-23,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000
5810,-0.0057,0.0070,0.0082,-0.0039,-0.0038,-0.0020,-1.57,0.56,0.01,0,4.144,0.095,-0.001,-0.087,0.009,-0.025,0.000,0.000,0.000,0.000,0.0090,-8,4,0.00,0.00,0.00,0.0000,0.0000,0.0000
5861,-0.0057,0.0142,0.0075,-0.0030,0.0299,-0.0044,-1.67,0.62,0.00,0,4.154,0.014,0.014,0.199,0.009,-0.025,0.000,0.000,0.000,0.000,0.0090,8,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000
5912,-0.0072,0.0159,0.0080,-0.0092,0.0314,-0.0005,-1.51,0.56,0.01,0,4.144,0.142,0.141,-0.019,0.010,-0.026,0.000,0.000,0.000,0.000,0.0100,2,3,0.00,0.00,0.00,0.0000,0.0000,0.0000
5963,0.0061,0.0157,0.0084,0.0574,0.0242,0.0013,-1.50,0.16,0.01,0,4.154,0.149,-0.000,-0.160,0.011,-0.025,0.000,0.000,0.000,0.000,0.0100,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000
6014,0.0055,0.0157,0.0095,0.0433,0.0187,0.0068,-1.47,0.25,0.00,0,4.144,-0.155,-0.058,0.185,0.010,-0.025,0.000,0.000,0.000,0.000,0.0090,5,5,0.00,0.00,0.00,0.0000,0.0000,0.0000
