time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd
9341,0.0153,0.0098,0.3502,0.0160,-0.0002,0.0308,0.35,-0.27,0.20,0,3.611,1.506,-1.768,-2.998,0.004,-0.010,0.997,0.000,0.000,0.000,0.3490,-1,-2,-0.49,-0.27,1.12,0.0176,0.0201,0.3518,0.0000,0.0000,0.3000,0.2519,1.48,-2.08,-33.58
9393,0.0200,0.0095,0.3506,0.0244,-0.0035,0.0246,0.40,-0.13,0.04,0,3.616,-2.055,-4.573,-2.101,0.004,-0.011,1.001,0.000,0.000,0.000,0.3510,0,-2,-0.43,-0.33,0.94,0.0202,0.0214,0.3526,0.0000,0.0000,0.3000,0.2524,1.41,-2.69,-28.08
9444,0.0214,0.0107,0.3517,0.0255,-0.0046,0.0240,0.31,0.16,-0.09,0,3.605,-3.490,-1.882,-2.047,0.005,-0.013,1.001,0.000,0.000,0.000,0.3520,1,0,-0.53,-0.54,0.82,0.0236,0.0217,0.3536,0.0000,0.0000,0.3000,0.2523,1.38,-2.99,-24.50
9496,0.0273,0.0122,0.3526,0.0317,-0.0045,0.0226,0.21,0.27,-0.20,0,3.616,1.469,-0.029,-2.050,0.002,-0.012,1.001,0.000,0.000,0.000,0.3530,1,0,-0.68,-0.65,0.74,0.0246,0.0204,0.3546,0.0000,0.0000,0.3000,0.2523,1.29,-3.36,-22.20
9547,0.0317,0.0116,0.3537,0.0342,-0.0066,0.0244,0.18,0.32,-0.30,0,3.605,-3.050,-4.112,-1.591,0.003,-0.010,1.001,0.000,0.000,0.000,0.3530,0,0,-0.58,-0.66,0.66,0.0251,0.0185,0.3556,0.0000,0.0000,0.3000,0.2519,1.04,-3.53,-19.66
9598,0.0327,0.0070,0.3541,0.0305,-0.0149,0.0218,0.09,0.40,-0.38,0,3.611,-1.742,-1.712,-0.272,0.005,-0.010,1.001,0.000,0.000,0.000,0.3540,1,0,-0.74,-0.87,0.58,0.0259,0.0180,0.3562,0.0000,0.0000,0.3000,0.2520,0.60,-3.41,-17.30
9649,0.0358,0.0069,0.3549,0.0296,-0.0144,0.0211,0.03,0.57,-0.43,0,3.605,1.045,4.257,0.334,0.003,-0.010,1.000,0.000,0.000,0.000,0.3570,0,0,-0.80,-0.97,0.58,0.0254,0.0148,0.3569,0.0000,0.0000,0.3000,0.2520,0.39,-3.32,-17.54
9701,0.0367,0.0056,0.3565,0.0241,-0.0155,0.0245,0.00,0.48,-0.43,0,3.616,-0.653,2.962,0.134,0.004,-0.007,1.000,0.000,0.000,0.000,0.3570,0,-1,-0.74,-0.75,0.60,0.0253,0.0139,0.3582,0.0000,0.0000,0.3000,0.2514,0.27,-3.06,-17.96
9752,0.0380,0.0036,0.3577,0.0202,-0.0173,0.0241,-0.09,0.37,-0.43,0,3.605,-1.228,0.699,0.522,0.004,-0.011,0.999,0.000,0.000,0.000,0.3580,0,0,-0.79,-0.56,0.59,0.0291,0.0148,0.3592,0.0000,0.0000,0.3000,0.2512,0.24,-3.15,-17.61
9802,0.0377,0.0017,0.3586,0.0152,-0.0184,0.0220,-0.16,0.33,-0.38,0,3.611,-0.340,1.172,1.259,0.005,-0.011,0.997,0.000,0.000,0.000,0.3600,3,1,-0.86,-0.52,0.61,0.0295,0.0144,0.3600,0.0000,0.0000,0.3000,0.2513,0.16,-2.94,-18.39
9854,0.0409,0.0034,0.3600,0.0164,-0.0128,0.0235,-0.17,0.32,-0.33,0,3.605,-2.156,0.027,1.646,0.008,-0.007,0.998,0.000,0.000,0.000,0.3610,0,0,-0.78,-0.50,0.71,0.0259,0.0042,0.3611,0.0000,0.0000,0.3000,0.2509,-0.32,-2.73,-21.33
9906,0.0370,-0.0004,0.3612,0.0061,-0.0160,0.0232,-0.24,0.33,-0.27,0,3.611,0.553,8.480,1.658,0.005,-0.012,0.999,0.000,0.000,0.000,0.3590,1,1,-0.89,-0.50,0.80,0.0254,0.0020,0.3622,0.0000,0.0000,0.3000,0.2507,-0.63,-2.18,-23.90
9957,0.0374,0.0009,0.3610,0.0036,-0.0107,0.0142,-0.24,0.07,-0.19,0,3.600,1.140,1.047,1.410,0.005,-0.005,0.992,0.000,0.000,0.000,0.3650,0,0,-0.87,-0.08,0.88,0.0225,0.0005,0.3622,0.0000,0.0000,0.3000,0.2517,-0.48,-1.84,-26.32
10008,0.0354,-0.0023,0.3633,-0.0005,-0.0129,0.0203,-0.23,0.06,-0.13,0,3.605,-1.928,4.829,1.606,0.002,-0.007,0.996,0.000,0.000,0.000,0.3600,0,0,-0.81,-0.02,0.95,0.0215,-0.0012,0.3638,0.0000,0.0000,0.3000,0.2507,-0.71,-1.57,-28.45
10060,0.0348,-0.0004,0.3625,-0.0018,-0.0070,0.0093,-0.28,-0.05,-0.06,0,3.600,1.765,4.170,1.113,-0.003,-0.014,0.995,0.000,0.000,0.000,0.3640,-3,0,-0.91,0.22,1.03,0.0205,-0.0027,0.3633,0.0000,0.0000,0.3000,0.2520,-0.53,-1.43,-30.80
10112,0.0326,-0.0006,0.3634,-0.0049,-0.0043,0.0092,-0.29,0.01,-0.01,0,3.605,1.307,4.298,1.651,0.004,-0.011,0.995,0.000,0.000,0.000,0.3640,0,0,-0.96,0.47,0.97,0.0224,0.0125,0.3640,0.0000,0.0000,0.3000,0.2519,0.72,-1.42,-28.99
10163,0.0304,0.0047,0.3640,-0.0079,0.0063,0.0079,-0.20,-0.07,0.03,0,3.600,1.484,-2.919,0.300,0.006,-0.009,0.999,0.000,0.000,0.000,0.3650,0,0,-0.89,0.69,1.05,0.0223,0.0144,0.3643,0.0000,0.0000,0.3000,0.2520,1.38,-1.27,-31.45
10215,0.0273,0.0047,0.3647,-0.0117,0.0074,0.0088,-0.03,-0.03,0.05,0,3.605,1.891,-2.835,0.322,0.006,-0.011,0.995,0.000,0.000,0.000,0.3620,-2,0,-0.82,0.54,1.07,0.0227,0.0165,0.3648,0.0000,0.0000,0.3000,0.2518,1.59,-1.11,-31.98
10267,0.0230,0.0073,0.3638,-0.0171,0.0112,0.0011,0.14,-0.02,0.07,0,3.595,1.487,0.097,-0.240,0.004,-0.016,1.001,0.000,0.000,0.000,0.3650,-1,2,-0.72,0.37,1.07,0.0211,0.0193,0.3641,0.0000,0.0000,0.3000,0.2527,1.98,-0.72,-32.24
10318,0.0234,0.0136,0.3644,-0.0150,0.0190,0.0036,0.19,-0.17,0.08,0,3.605,1.608,-0.682,-0.895,0.004,-0.009,0.999,0.000,0.000,0.000,0.3640,-1,0,-0.65,0.35,1.05,0.0186,0.0220,0.3645,0.0000,0.0000,0.3000,0.2524,2.56,-0.65,-31.62
10370,0.0208,0.0109,0.3643,-0.0163,0.0113,0.0022,0.30,-0.20,0.06,0,3.595,-2.183,-0.322,-0.478,0.005,-0.014,0.999,0.000,0.000,0.000,0.3640,2,2,-0.58,0.31,1.00,0.0187,0.0250,0.3644,0.0000,0.0000,0.3000,0.2525,2.40,-0.58,-29.98
10422,0.0206,0.0183,0.3642,-0.0136,0.0199,0.0003,0.31,-0.16,0.03,0,3.600,-1.999,1.859,-1.844,0.006,-0.009,0.998,0.000,0.000,0.000,0.3620,0,1,-0.64,0.26,1.07,0.0151,0.0223,0.3644,0.0000,0.0000,0.3000,0.2527,2.62,-0.46,-32.01
10474,0.0187,0.0144,0.3632,-0.0140,0.0099,-0.0058,0.18,-0.25,-0.06,0,3.595,1.062,-0.915,-2.085,0.006,-0.006,1.004,0.000,0.000,0.000,0.3620,0,0,-0.73,0.33,0.99,0.0129,0.0228,0.3636,0.0000,0.0000,0.3000,0.2535,2.16,-0.27,-29.60
10525,0.0174,0.0145,0.3625,-0.0129,0.0077,-0.0083,0.23,-0.24,-0.16,0,3.600,1.847,0.606,-1.367,0.007,-0.008,1.003,0.000,0.000,0.000,0.3630,0,0,-0.68,0.28,0.88,0.0125,0.0241,0.3631,0.0000,0.0000,0.3000,0.2539,2.14,-0.30,-26.37
10576,0.0155,0.0156,0.3624,-0.0129,0.0069,-0.0059,0.30,-0.18,-0.25,0,3.595,-1.236,0.752,-1.176,0.002,-0.011,1.005,0.000,0.000,0.000,0.3600,0,0,-0.59,0.31,0.81,0.0125,0.0255,0.3630,0.0000,0.0000,0.3000,0.2537,2.21,-0.30,-24.26
10627,0.0172,0.0145,0.3612,-0.0076,0.0021,-0.0088,0.23,-0.21,-0.33,0,3.600,-1.411,-1.259,-1.809,0.002,-0.010,1.002,0.000,0.000,0.000,0.3610,1,0,-0.65,0.35,0.75,0.0127,0.0269,0.3621,0.0000,0.0000,0.3000,0.2541,2.07,-0.57,-22.45
10678,0.0170,0.0163,0.3608,-0.0056,0.0030,-0.0066,0.18,-0.20,-0.42,0,3.589,0.775,-1.716,-1.304,0.005,-0.011,1.003,0.000,0.000,0.000,0.3590,0,-1,-0.64,0.27,0.79,0.0114,0.0175,0.3619,0.0000,0.0000,0.3000,0.2539,1.44,-0.57,-23.71
10729,0.0214,0.0193,0.3598,0.0038,0.0063,-0.0083,0.20,-0.17,-0.48,0,3.595,-1.175,-0.468,-0.733,0.006,-0.009,1.006,0.000,0.000,0.000,0.3570,1,0,-0.60,0.19,0.72,0.0128,0.0172,0.3610,0.0000,0.0000,0.3000,0.2543,1.58,-1.14,-21.61
10781,0.0222,0.0164,0.3583,0.0061,-0.0008,-0.0120,0.20,-0.10,-0.54,0,3.584,-0.735,-0.880,-1.139,-0.001,-0.013,1.006,0.000,0.000,0.000,0.3590,1,0,-0.65,0.17,0.70,0.0133,0.0155,0.3598,0.0000,0.0000,0.3000,0.2549,1.10,-1.28,-21.10
10832,0.0223,0.0148,0.3583,0.0064,-0.0048,-0.0065,0.17,-0.03,-0.60,0,3.595,-0.955,-1.828,-0.601,0.003,-0.010,1.005,0.000,0.000,0.000,0.3590,-2,-1,-0.68,0.12,0.66,0.0137,0.0134,0.3596,0.0000,0.0000,0.3000,0.2544,0.76,-1.33,-19.94
10884,0.0236,0.0116,0.3584,0.0084,-0.0109,-0.0011,0.10,0.04,-0.63,0,3.584,-2.469,-0.561,-1.074,0.002,-0.011,1.004,0.000,0.000,0.000,0.3610,0,-1,-0.77,0.04,0.57,0.0161,0.0169,0.3596,0.0000,0.0000,0.3000,0.2538,0.72,-1.59,-17.25
10935,0.0267,0.0120,0.3596,0.0125,-0.0106,0.0073,0.03,0.07,-0.66,0,3.595,1.107,-1.907,-0.808,0.003,-0.012,0.999,0.000,0.000,0.000,0.3590,1,1,-0.89,0.02,0.52,0.0187,0.0170,0.3602,0.0000,0.0000,0.3000,0.2527,0.74,-2.00,-15.51
10986,0.0295,0.0091,0.3596,0.0153,-0.0148,0.0063,0.09,0.15,-0.71,0,3.584,1.489,0.518,-0.108,0.005,-0.008,1.003,0.000,0.000,0.000,0.3560,0,-1,-0.82,-0.11,0.51,0.0169,0.0146,0.3602,0.0000,0.0000,0.3000,0.2529,0.36,-2.00,-15.25
11037,0.0268,0.0072,0.3582,0.0085,-0.0174,-0.0026,0.07,0.25,-0.73,0,3.595,-3.665,0.023,-1.383,0.001,-0.012,0.997,0.000,0.000,0.000,0.3570,0,0,-0.74,-0.07,0.50,0.0198,0.0146,0.3591,0.0000,0.0000,0.3000,0.2540,0.23,-1.87,-14.98
11089,0.0292,0.0068,0.3575,0.0097,-0.0173,-0.0054,-0.04,0.22,-0.77,0,3.584,-0.065,-0.151,-0.752,0.005,-0.012,1.003,0.000,0.000,0.000,0.3560,0,-1,-0.93,-0.07,0.43,0.0211,0.0144,0.3585,0.0000,0.0000,0.3000,0.2544,0.22,-2.03,-12.87
11141,0.0311,0.0056,0.3567,0.0101,-0.0175,-0.0077,-0.08,0.22,-0.81,0,3.589,1.110,1.328,-1.472,0.002,-0.011,1.000,0.000,0.000,0.000,0.3590,0,0,-0.93,-0.07,0.39,0.0234,0.0145,0.3577,0.0000,0.0000,0.3000,0.2548,0.22,-2.21,-11.67
11192,0.0327,0.0052,0.3574,0.0100,-0.0160,-0.0014,-0.10,0.26,-0.91,0,3.584,-2.630,0.477,-1.907,-0.001,-0.012,1.001,0.000,0.000,0.000,0.3590,-1,-3,-0.87,-0.00,0.31,0.0250,0.0146,0.3580,0.0000,0.0000,0.3000,0.2541,0.30,-2.33,-9.34
11244,0.0314,0.0019,0.3581,0.0049,-0.0195,0.0039,-0.16,0.22,-1.00,0,3.595,0.898,1.506,-1.385,0.006,-0.009,1.001,0.000,0.000,0.000,0.3580,0,0,-1.03,0.08,0.19,0.0352,0.0184,0.3582,0.0000,0.0000,0.3000,0.2535,0.41,-2.83,-5.77
11296,0.0335,0.0021,0.3582,0.0060,-0.0163,0.0035,-0.12,0.24,-1.08,0,3.584,-2.152,1.792,-2.569,0.003,-0.007,1.000,0.000,0.000,0.000,0.3580,1,0,-0.99,0.16,0.12,0.0386,0.0195,0.3581,0.0000,0.0000,0.3000,0.2535,0.65,-3.13,-3.57
11346,0.0336,-0.0017,0.3582,0.0039,-0.0205,0.0030,-0.09,0.28,-1.20,0,3.589,-2.142,2.106,-2.333,0.004,-0.010,0.996,0.000,0.000,0.000,0.3540,1,0,-1.05,0.19,0.02,0.0345,0.0141,0.3585,0.0000,0.0000,0.3000,0.2535,0.05,-2.73,-0.62
11398,0.0318,-0.0082,0.3565,-0.0019,-0.0292,-0.0071,-0.15,0.30,-1.38,0,3.579,-0.108,-0.498,-1.909,0.003,-0.005,1.001,0.000,0.000,0.000,0.3570,0,0,-1.14,0.29,-0.08,0.0355,0.0122,0.3571,0.0000,0.0000,0.3000,0.2549,-0.51,-2.50,2.50
11449,0.0300,-0.0095,0.3564,-0.0073,-0.0273,-0.0058,-0.28,0.26,-1.45,0,3.589,-0.866,1.970,-1.900,0.002,-0.007,1.001,0.000,0.000,0.000,0.3580,-1,0,-1.15,0.26,-0.18,0.0377,0.0125,0.3569,0.0000,0.0000,0.3000,0.2547,-0.40,-2.41,5.47
11501,0.0278,-0.0123,0.3570,-0.0124,-0.0275,-0.0012,-0.39,0.17,-1.51,0,3.579,-1.351,5.193,0.142,0.002,-0.013,1.000,0.000,0.000,0.000,0.3530,0,0,-1.21,0.32,-0.32,0.0349,0.0156,0.3571,0.0000,0.0000,0.3000,0.2542,-0.18,-1.96,9.51
11552,0.0271,-0.0116,0.3551,-0.0138,-0.0209,-0.0103,-0.40,0.04,-1.53,0,3.584,4.065,4.631,0.816,0.003,-0.011,1.001,0.000,0.000,0.000,0.3530,0,1,-1.28,0.59,-0.32,0.0364,0.0169,0.3557,0.0286,0.0065,0.3000,0.2554,-0.24,0.08,9.46
11604,0.0263,-0.0105,0.3537,-0.0139,-0.0143,-0.0148,-0.34,-0.07,-1.50,0,3.574,2.526,0.459,2.070,0.004,-0.011,1.004,0.000,0.000,0.000,0.3540,0,0,-1.05,0.77,-0.28,0.0306,0.0151,0.3548,0.0286,0.0065,0.3000,0.2561,-0.05,0.51,8.41
11655,0.0245,-0.0083,0.3534,-0.0152,-0.0064,-0.0110,-0.36,-0.09,-1.39,0,3.584,1.633,1.812,2.143,0.002,-0.008,1.004,0.000,0.000,0.000,0.3530,-2,0,-0.92,0.80,-0.17,0.0315,0.0162,0.3543,0.0286,0.0065,0.3000,0.2558,0.42,0.51,5.20
11707,0.0252,-0.0041,0.3528,-0.0117,0.0042,-0.0088,-0.29,-0.19,-1.32,0,3.579,5.832,0.276,1.218,0.004,-0.011,1.003,0.000,0.000,0.000,0.3500,0,2,-0.86,0.87,-0.13,0.0301,0.0219,0.3537,0.0286,0.0065,0.3000,0.2556,1.34,0.44,3.91
11758,0.0255,-0.0004,0.3513,-0.0086,0.0122,-0.0118,-0.08,-0.15,-1.23,0,3.579,3.342,-3.031,2.192,0.003,-0.010,1.003,0.000,0.000,0.000,0.3520,0,0,-0.55,0.85,-0.06,0.0266,0.0228,0.3525,0.0286,0.0065,0.3000,0.2562,1.79,0.54,1.88
11810,0.0206,-0.0012,0.3512,-0.0150,0.0100,-0.0076,0.09,-0.07,-1.13,0,3.574,2.673,1.420,1.702,0.003,-0.008,1.008,0.000,0.000,0.000,0.3520,-2,-1,-0.38,0.70,0.05,0.0274,0.0248,0.3521,0.0286,0.0065,0.3000,0.2558,1.83,0.79,-1.52
11861,0.0188,-0.0011,0.3514,-0.0163,0.0083,-0.0025,0.19,-0.14,-1.05,0,3.584,1.038,2.954,0.093,0.005,-0.012,1.002,0.000,0.000,0.000,0.3520,0,0,-0.26,0.78,0.09,0.0298,0.0300,0.3520,0.0286,0.0065,0.3000,0.2553,2.13,0.69,-2.72
11912,0.0207,0.0057,0.3516,-0.0102,0.0177,0.0013,0.20,-0.29,-1.02,0,3.574,0.122,-0.152,-0.386,0.003,-0.014,1.005,0.000,0.000,0.000,0.3500,-1,0,-0.21,0.93,0.09,0.0317,0.0324,0.3521,0.0286,0.0065,0.3000,0.2549,2.76,0.25,-2.84
11964,0.0227,0.0080,0.3510,-0.0030,0.0185,0.0001,0.25,-0.35,-1.04,0,3.579,0.593,-4.111,-2.126,0.008,-0.013,1.001,0.000,0.000,0.000,0.3530,-2,0,-0.20,0.89,0.10,0.0293,0.0338,0.3517,0.0286,0.0065,0.3000,0.2550,2.90,0.08,-3.12
12015,0.0225,0.0105,0.3520,-0.0005,0.0189,0.0062,0.35,-0.30,-1.09,0,3.579,1.140,-2.809,-2.353,0.002,-0.011,1.002,0.000,0.000,0.000,0.3500,0,0,-0.19,0.67,-0.05,0.0301,0.0385,0.3522,0.0286,0.0065,0.3000,0.2543,3.27,-0.11,1.49
12066,0.0242,0.0106,0.3513,0.0052,0.0141,0.0034,0.45,-0.30,-1.18,0,3.584,1.206,-1.801,-1.130,0.003,-0.014,1.000,0.000,0.000,0.000,0.3490,1,0,-0.13,0.52,-0.17,0.0323,0.0406,0.3517,0.0286,0.0065,0.3000,0.2547,3.19,-0.54,5.07
12118,0.0251,0.0119,0.3504,0.0083,0.0114,-0.0011,0.53,-0.16,-1.27,0,3.574,0.840,-1.222,-2.640,0.004,-0.009,1.000,0.000,0.000,0.000,0.3530,0,0,-0.02,0.39,-0.08,0.0295,0.0350,0.3511,0.0286,0.0065,0.3000,0.2553,2.65,-0.48,2.39
12169,0.0261,0.0114,0.3516,0.0106,0.0054,0.0057,0.38,-0.08,-1.40,0,3.584,-1.535,-1.838,-2.089,0.004,-0.008,1.000,0.000,0.000,0.000,0.3510,0,-1,0.03,0.33,-0.22,0.0312,0.0352,0.3518,0.0286,0.0065,0.3000,0.2544,2.37,-0.72,6.52
12220,0.0256,0.0089,0.3515,0.0090,-0.0028,0.0045,0.37,0.04,-1.55,0,3.574,-0.859,1.126,-3.093,0.001,-0.009,0.997,0.000,0.000,0.000,0.3490,-1,0,-0.05,0.23,-0.32,0.0327,0.0352,0.3516,0.0286,0.0065,0.3000,0.2546,1.98,-0.75,9.64
12271,0.0270,0.0066,0.3505,0.0102,-0.0099,-0.0024,0.30,0.04,-1.70,0,3.579,-2.259,-0.116,-2.746,0.003,-0.009,0.998,0.000,0.000,0.000,0.3470,0,0,-0.11,0.28,-0.49,0.0336,0.0371,0.3508,0.0286,0.0065,0.3000,0.2555,1.76,-0.87,14.75
12323,0.0269,0.0060,0.3488,0.0086,-0.0124,-0.0105,0.17,0.05,-1.83,0,3.568,-2.042,-0.740,-2.040,-0.002,-0.007,0.999,0.000,0.000,0.000,0.3500,0,0,-0.23,0.27,-0.63,0.0356,0.0370,0.3494,0.0286,0.0065,0.3000,0.2566,1.63,-0.94,18.94
12374,0.0269,0.0048,0.3490,0.0072,-0.0147,-0.0063,0.03,0.12,-1.92,0,3.579,-3.145,-0.324,-1.062,0.001,-0.008,0.998,0.000,0.000,0.000,0.3460,0,0,-0.34,0.23,-0.74,0.0376,0.0369,0.3493,0.0286,0.0065,0.3000,0.2562,1.52,-1.02,22.12
12426,0.0283,0.0040,0.3474,0.0082,-0.0147,-0.0119,-0.11,0.14,-2.00,0,3.568,-0.864,-1.062,-1.832,0.003,-0.012,1.008,0.000,0.000,0.000,0.3480,2,0,-0.50,0.22,-0.79,0.0398,0.0368,0.3478,0.0286,0.0065,0.3000,0.2570,1.50,-1.23,23.74
12478,0.0265,0.0009,0.3473,0.0025,-0.0181,-0.0079,-0.11,0.21,-2.09,0,3.579,-1.949,-0.334,-1.712,0.001,-0.011,1.003,0.000,0.000,0.000,0.3480,0,0,-0.50,0.09,-0.76,0.0313,0.0299,0.3477,0.0286,0.0065,0.3000,0.2566,0.84,-0.34,22.68
12528,0.0228,-0.0062,0.3474,-0.0065,-0.0286,-0.0045,-0.16,0.28,-2.17,0,3.568,-4.263,2.361,-1.598,0.005,-0.008,1.002,0.000,0.000,0.000,0.3460,0,0,-0.60,0.07,-0.84,0.0318,0.0285,0.3476,0.0286,0.0065,0.3000,0.2563,0.24,0.06,25.35
12580,0.0215,-0.0064,0.3466,-0.0104,-0.0244,-0.0059,-0.37,0.18,-2.24,0,3.574,-3.266,4.057,-1.976,0.000,-0.009,1.001,0.000,0.000,0.000,0.3480,0,0,-0.81,0.19,-0.93,0.0325,0.0270,0.3470,0.0286,0.0065,0.3000,0.2566,0.33,0.20,27.78
12631,0.0182,-0.0122,0.3471,-0.0167,-0.0296,-0.0006,-0.48,0.02,-2.33,0,3.568,-1.552,2.337,-1.064,0.001,-0.010,1.001,0.000,0.000,0.000,0.3460,0,1,-0.98,0.40,-1.03,0.0333,0.0257,0.3471,0.0286,0.0065,0.3000,0.2559,-0.01,0.45,30.97
12683,0.0176,-0.0130,0.3466,-0.0160,-0.0243,-0.0020,-0.55,-0.08,-2.40,0,3.574,-1.283,2.225,-0.384,-0.000,-0.010,1.000,0.000,0.000,0.000,0.3460,0,0,-1.09,0.47,-1.09,0.0280,0.0284,0.3467,0.0286,0.0065,0.3000,0.2562,0.43,0.79,32.81
12733,0.0140,-0.0124,0.3463,-0.0201,-0.0164,-0.0021,-0.58,-0.16,-2.46,0,3.563,1.714,3.013,-0.292,0.001,-0.011,1.003,0.000,0.000,0.000,0.3430,3,2,-1.16,0.59,-1.12,0.0279,0.0283,0.3463,0.0286,0.0065,0.3000,0.2562,0.81,1.01,33.48
12784,0.0112,-0.0072,0.3447,-0.0217,-0.0004,-0.0068,-0.50,-0.27,-2.49,0,3.574,3.230,3.733,0.300,0.001,-0.011,1.003,0.000,0.000,0.000,0.3450,-1,0,-1.02,0.70,-1.09,0.0239,0.0228,0.3453,0.0286,0.0065,0.3000,0.2569,1.18,1.36,32.56
12836,0.0080,-0.0082,0.3447,-0.0226,0.0020,-0.0042,-0.38,-0.46,-2.49,0,3.563,2.992,2.522,1.050,0.005,-0.008,1.003,0.000,0.000,0.000,0.3460,0,0,-0.87,0.89,-1.09,0.0235,0.0231,0.3451,0.0286,0.0065,0.3000,0.2567,1.32,1.44,32.77
12886,0.0046,-0.0068,0.3451,-0.0229,0.0071,0.0001,-0.23,-0.56,-2.43,0,3.574,2.238,0.614,1.726,0.006,-0.012,0.999,0.000,0.000,0.000,0.3410,0,0,-0.71,1.02,-1.04,0.0235,0.0225,0.3454,0.0286,0.0065,0.3000,0.2562,1.53,1.46,31.19
12938,0.0013,-0.0066,0.3433,-0.0223,0.0081,-0.0081,-0.04,-0.59,-2.34,0,3.563,2.973,-1.704,1.267,0.004,-0.011,1.002,0.000,0.000,0.000,0.3440,0,0,-0.60,1.05,-0.95,0.0241,0.0219,0.3439,0.0286,0.0065,0.3000,0.2573,1.53,1.38,28.60
12988,0.0025,-0.0022,0.3433,-0.0130,0.0159,-0.0052,0.03,-0.61,-2.24,0,3.568,2.584,-2.179,2.102,0.003,-0.016,1.001,0.000,0.000,0.000,0.3470,0,0,-0.44,0.97,-0.89,0.0252,0.0213,0.3437,0.0286,0.0065,0.3000,0.2571,1.86,0.85,26.60
13040,0.0041,0.0015,0.3449,-0.0036,0.0209,0.0041,0.14,-0.51,-2.14,0,3.563,2.798,-4.755,2.795,0.001,-0.013,0.997,0.000,0.000,0.000,0.3470,-3,-2,-0.31,0.86,-0.78,0.0269,0.0204,0.3446,0.0286,0.0065,0.3000,0.2559,2.05,0.28,23.43
13091,0.0044,0.0035,0.3460,0.0011,0.0212,0.0090,0.31,-0.30,-2.01,0,3.574,3.147,-3.285,2.112,0.004,-0.013,0.997,0.000,0.000,0.000,0.3450,-1,0,-0.26,0.59,-0.81,0.0261,0.0328,0.3454,0.0286,0.0065,0.3000,0.2552,2.97,0.11,24.27
13143,0.0050,0.0071,0.3458,0.0040,0.0230,0.0046,0.43,-0.13,-1.91,0,3.563,0.887,-0.635,1.653,0.002,-0.014,0.998,0.000,0.000,0.000,0.3440,0,0,-0.10,0.42,-0.71,0.0276,0.0347,0.3452,0.0286,0.0065,0.3000,0.2557,3.18,-0.14,21.17
13194,0.0050,0.0098,0.3451,0.0044,0.0224,-0.0013,0.46,-0.10,-1.83,0,3.568,2.369,-1.325,1.226,0.001,-0.008,0.999,0.000,0.000,0.000,0.3450,-2,-1,-0.05,0.39,-0.62,0.0295,0.0359,0.3446,0.0286,0.0065,0.3000,0.2564,3.23,-0.30,18.59
13245,0.0052,0.0108,0.3450,0.0051,0.0182,-0.0030,0.54,-0.07,-1.75,0,3.563,-2.973,-1.092,2.285,0.005,-0.006,1.001,0.000,0.000,0.000,0.3450,0,0,0.04,0.32,-0.59,0.0312,0.0397,0.3445,0.0286,0.0065,0.3000,0.2567,3.30,-0.45,17.56
13297,0.0077,0.0135,0.3448,0.0097,0.0172,-0.0043,0.51,0.02,-1.65,0,3.568,1.149,-1.604,0.254,0.004,-0.010,0.999,0.000,0.000,0.000,0.3450,-1,-1,-0.11,0.26,-0.47,0.0336,0.0413,0.3444,0.0286,0.0065,0.3000,0.2568,3.37,-0.84,14.06
13348,0.0073,0.0103,0.3447,0.0074,0.0049,-0.0042,0.55,0.11,-1.62,0,3.558,-0.966,0.898,0.009,0.000,-0.011,0.996,0.000,0.000,0.000,0.3430,0,1,-0.05,0.17,-0.45,0.0349,0.0432,0.3444,0.0286,0.0065,0.3000,0.2568,2.91,-0.84,13.36
13399,0.0089,0.0106,0.3439,0.0089,0.0013,-0.0085,0.47,0.10,-1.59,0,3.568,-7.433,-0.015,1.327,0.002,-0.010,0.998,0.000,0.000,0.000,0.3430,0,0,-0.10,0.19,-0.41,0.0348,0.0440,0.3438,0.0286,0.0065,0.3000,0.2574,2.79,-0.89,12.37
13450,0.0076,0.0100,0.3430,0.0046,-0.0042,-0.0122,0.26,0.09,-1.53,0,3.558,-3.102,-0.414,1.185,0.001,-0.008,0.999,0.000,0.000,0.000,0.3410,0,0,-0.48,0.19,-0.34,0.0367,0.0449,0.3431,0.0286,0.0065,0.3000,0.2579,2.59,-0.82,10.34
13502,0.0069,0.0041,0.3418,0.0022,-0.0169,-0.0167,0.08,0.11,-1.47,0,3.563,0.275,0.341,0.436,-0.002,-0.015,0.996,0.000,0.000,0.000,0.3400,0,0,-0.64,0.17,-0.28,0.0386,0.0458,0.3420,0.0286,0.0065,0.3000,0.2586,2.04,-0.85,8.52
13553,0.0070,0.0033,0.3404,0.0013,-0.0177,-0.0202,-0.02,0.09,-1.46,0,3.558,-4.503,-1.277,1.428,-0.001,-0.010,1.003,0.000,0.000,0.000,0.3370,1,0,-0.62,0.19,-0.26,0.0406,0.0466,0.3407,0.0286,0.0065,0.3000,0.2592,2.06,-0.94,7.85
