time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0099,0.0256,0.0051,-0.36,-0.12,-1.06,0.011,-0.043,-0.031,0.392
0,-0.0096,0.0217,0.0010,-0.33,-0.12,-1.06,0.011,-0.054,0.048,0.049
0,-0.0056,0.0231,0.0009,-0.34,-0.15,-1.06,0.011,-0.022,-0.019,-0.131
0,-0.0054,0.0184,0.0011,-0.30,-0.16,-1.06,0.012,-0.106,0.059,-0.014
0,-0.0050,0.0234,0.0009,-0.34,-0.16,-1.06,0.012,-0.246,-0.109,0.173
0,-0.0048,0.0200,0.0007,-0.31,-0.16,-1.06,0.012,-0.166,0.094,0.418
0,-0.0057,0.0212,0.0010,-0.32,-0.15,-1.06,0.012,-0.214,0.113,-0.091
0,-0.0055,0.0178,0.0013,-0.30,-0.15,-1.06,0.012,0.033,0.020,-0.094
0,-0.0054,0.0148,0.0015,-0.27,-0.16,-1.05,0.012,0.015,0.252,0.075
0,-0.0051,0.0130,0.0015,-0.26,-0.16,-1.05,0.014,-0.291,-0.007,-0.032
1,0.0008,0.0135,0.0016,-0.26,-0.21,-1.05,0.014,0.305,0.121,-0.121
1,0.0008,0.0119,0.0061,-0.25,-0.21,-1.05,0.014,-0.248,0.041,-0.081
1,-0.0048,0.0114,0.0062,-0.24,-0.16,-1.05,0.014,0.116,-0.030,0.035
1,-0.0042,0.0197,0.0061,-0.31,-0.16,-1.05,0.012,0.039,-0.405,0.058
1,-0.0030,0.0099,0.0065,-0.23,-0.17,-1.05,0.012,-0.085,0.114,-0.265
1,-0.0040,0.0127,0.0039,-0.25,-0.17,-1.05,0.012,-0.015,-0.068,0.389
1,-0.0026,0.0131,0.0042,-0.26,-0.17,-1.05,0.012,-0.294,-0.056,0.200
1,-0.0057,0.0092,0.0046,-0.22,-0.15,-1.04,0.012,-0.035,-0.199,-0.057
1,-0.0043,0.0075,0.0048,-0.21,-0.16,-1.04,0.012,-0.346,-0.088,0.113
1,0.0003,0.0067,0.0050,-0.21,-0.20,-1.04,0.013,-0.121,0.157,0.210
1,-0.0041,0.0096,0.0050,-0.23,-0.16,-1.04,0.013,-0.374,-0.141,-0.008
1,-0.0262,0.0105,0.0048,-0.24,0.02,-1.04,0.013,0.053,0.008,0.015
1,-0.0293,0.0134,0.0048,-0.26,0.05,-1.04,0.013,-0.059,-0.101,0.103
1,-0.0270,0.0092,0.0051,-0.23,0.02,-1.03,0.013,0.043,0.025,-0.060
1,-0.0281,0.0119,0.0051,-0.26,0.03,-1.03,0.013,-0.131,-0.071,0.045
2,-0.0280,0.0091,0.0048,-0.23,0.03,-1.03,0.013,-0.003,0.142,-0.133
2,-0.0190,0.0197,0.0053,-0.32,-0.05,-1.03,0.013,-0.080,0.058,0.153
2,-0.0239,0.0122,0.0057,-0.25,-0.01,-1.03,0.013,0.173,-0.198,0.107
2,-0.0233,-0.0030,0.0063,-0.13,-0.02,-1.03,0.013,-0.002,0.279,-0.217
2,-0.0214,-0.0029,0.0066,-0.13,-0.04,-1.03,0.010,-0.060,-0.066,-0.077
2,-0.0164,-0.0207,0.0066,0.02,-0.08,-1.03,0.010,0.188,0.091,-0.060
2,-0.0122,-0.0157,-0.0011,-0.03,-0.12,-1.03,0.010,0.016,-0.222,-0.170
2,-0.0197,-0.0204,-0.0014,0.01,-0.06,-1.03,0.010,-0.007,-0.082,-0.165
2,-0.0189,-0.0186,-0.0011,-0.01,-0.07,-1.03,0.013,0.089,-0.093,0.137
