time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,0.0152,0.0405,-0.0175,-0.82,0.08,-30.53,0.005,-0.292,-0.140,0.141
0,0.0102,0.0198,-0.0162,-0.65,0.03,-30.50,0.005,0.159,0.138,0.349
0,0.0239,0.0314,-0.0169,-0.79,-0.01,-30.47,0.005,0.300,0.402,-0.139
0,0.0210,0.0266,-0.0162,-0.74,-0.01,-30.44,0.005,0.027,0.063,0.292
0,0.0211,0.0272,-0.0162,-0.74,-0.01,-30.40,0.009,0.014,-0.185,-0.033
0,0.0224,0.0207,-0.0158,-0.70,-0.05,-30.37,0.009,0.510,0.230,-0.127
0,0.0076,0.0384,-0.0080,-0.76,0.13,-30.34,0.009,-0.141,0.059,0.434
1,-0.0016,0.0301,-0.0074,-0.66,0.16,-30.31,0.009,0.260,0.198,0.163
1,-0.0025,0.0292,-0.0074,-0.64,0.16,-30.28,0.011,0.101,0.202,-0.070
1,-0.0019,0.0263,-0.0073,-0.62,0.14,-30.25,0.011,0.122,-0.308,-0.147
1,-0.0047,0.0270,0.0019,-0.61,0.16,-30.22,0.011,-0.098,0.182,0.175
1,-0.0016,0.0238,0.0018,-0.60,0.13,-30.19,0.011,0.117,0.126,0.086
1,-0.0061,0.0147,0.0020,-0.52,0.12,-30.16,0.011,0.315,-0.107,-0.091
1,-0.0019,0.0227,0.0020,-0.59,0.12,-30.13,0.011,0.028,-0.072,-0.032
1,-0.0086,0.0188,0.0021,-0.54,0.15,-30.10,0.011,0.369,-0.093,0.102
1,-0.0064,0.0164,0.0020,-0.53,0.13,-30.07,0.011,0.101,-0.087,0.009
1,-0.0046,0.0116,0.0069,-0.51,0.09,-30.04,0.011,0.207,-0.038,-0.171
1,-0.0045,0.0172,0.0064,-0.55,0.12,-30.02,0.011,-0.137,-0.064,0.198
1,-0.0006,0.0141,0.0065,-0.54,0.07,-29.99,0.009,-0.040,-0.145,0.097
2,-0.0023,0.0103,0.0064,-0.51,0.07,-29.96,0.009,-0.180,-0.152,-0.033
2,-0.0006,0.0123,0.0040,-0.53,0.07,-29.92,0.009,-0.072,-0.121,-0.028
2,-0.0010,0.0220,0.0038,-0.60,0.11,-29.89,0.009,0.285,-0.214,-0.051
2,0.0002,0.0164,0.0040,-0.57,0.08,-29.86,0.009,-0.179,-0.031,0.193
2,-0.0005,0.0119,0.0041,-0.53,0.07,-29.83,0.009,0.126,-0.380,-0.282
2,-0.0039,0.0118,0.0041,-0.52,0.09,-29.80,0.008,0.207,0.164,0.136
2,-0.0074,0.0028,0.0040,-0.45,0.08,-29.77,0.008,-0.110,-0.088,-0.193
2,-0.0044,-0.0018,-0.0003,-0.43,0.04,-29.75,0.008,0.175,0.018,0.057
2,-0.0071,0.0088,-0.0004,-0.49,0.10,-29.72,0.008,0.076,-0.038,0.080
2,-0.0325,0.0239,-0.0011,-0.50,0.33,-29.68,0.010,-0.084,-0.029,0.112
2,-0.0294,0.0214,-0.0008,-0.49,0.29,-29.65,0.010,0.381,-0.092,-0.056
2,-0.0295,0.0222,0.0013,-0.50,0.30,-29.62,0.010,-0.174,-0.100,0.147
2,-0.0366,0.0059,0.0014,-0.36,0.28,-29.60,0.010,0.140,0.356,0.368
2,-0.0394,0.0090,0.0011,-0.37,0.31,-29.57,0.010,-0.011,0.045,-0.027
2,-0.0292,0.0090,0.0018,-0.41,0.23,-29.54,0.010,-0.026,0.022,0.418
2,-0.0280,0.0151,0.0016,-0.46,0.25,-29.50,0.007,0.339,-0.148,-0.525
3,-0.0336,0.0022,0.0014,-0.36,0.23,-29.48,0.007,0.054,0.033,-0.023
3,-0.0293,0.0069,-0.0045,-0.41,0.22,-29.45,0.007,-0.084,0.083,-0.024
3,-0.0154,0.0149,-0.0042,-0.52,0.15,-29.42,0.007,0.162,-0.248,-0.119
3,-0.0165,0.0108,-0.0043,-0.48,0.14,-29.39,0.008,0.024,0.364,0.008
3,-0.0141,0.0129,-0.0043,-0.51,0.14,-29.36,0.008,-0.013,-0.092,-0.058
3,-0.0094,0.0151,-0.0054,-0.54,0.11,-29.33,0.008,0.072,-0.070,0.052
3,-0.0101,0.0149,-0.0056,-0.54,0.11,-29.30,0.008,0.124,0.209,-0.260
3,-0.0133,0.0098,-0.0056,-0.49,0.11,-29.28,0.008,-0.114,0.199,0.080
3,-0.0121,0.0101,-0.0057,-0.50,0.10,-29.25,0.008,-0.123,0.372,0.086
3,-0.0094,0.0133,-0.0061,-0.53,0.10,-29.22,0.009,0.163,0.046,-0.071
3,0.0039,0.0266,-0.0065,-0.68,0.05,-29.19,0.009,0.017,-0.002,0.376
3,-0.0082,-0.0031,-0.0028,-0.43,0.02,-29.16,0.009,0.140,-0.037,0.089
3,-0.0077,0.0015,-0.0027,-0.46,0.04,-29.13,0.009,-0.085,-0.151,0.155
3,-0.0078,0.0010,-0.0027,-0.46,0.04,-29.10,0.010,-0.010,0.246,0.091
3,-0.0104,-0.0017,-0.0028,-0.43,0.04,-29.08,0.010,0.511,0.093,-0.092
3,-0.0010,0.0191,0.0004,-0.62,0.06,-29.04,0.010,0.131,0.000,-0.084
3,0.0038,0.0168,0.0003,-0.62,0.01,-29.02,0.010,0.147,-0.189,-0.224
3,-0.0038,0.0146,0.0004,-0.57,0.06,-28.99,0.010,0.069,0.130,0.439
3,-0.0016,0.0127,0.0003,-0.56,0.03,-28.96,0.010,0.054,-0.088,0.060
3,-0.0036,0.0130,0.0001,-0.56,0.05,-28.93,0.011,-0.032,0.159,0.264
3,0.0018,0.0094,0.0002,-0.55,-0.00,-28.90,0.011,0.215,-0.009,-0.066
3,-0.0077,-0.0083,0.0040,-0.39,-0.00,-28.87,0.011,0.258,-0.053,0.004
3,-0.0256,-0.0127,0.0035,-0.30,0.10,-28.84,0.011,0.129,-0.096,-0.172
4,-0.0259,-0.0132,0.0036,-0.29,0.10,-28.81,0.008,-0.116,-0.012,0.018
