time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,1.0009,3.5003,0.0115,0.0007,-0.0051,0.0055,-0.54,-0.07,-22.82,0,4.022,0.139,-0.007,-0.252,-0.000,-0.014,1.003,0.000,0.000,0.000,0.0080,0,9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2490,0.9510,0.6420,0.9880,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,1.0026,3.5010,0.0101,0.0093,0.0002,-0.0024,-0.65,0.00,-22.70,0,4.033,0.057,0.149,0.058,0.001,-0.013,0.999,0.000,0.000,0.000,0.0110,-2,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2520,0.9490,0.0000,0.9950,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
203,1.0027,3.5024,0.0106,0.0090,0.0068,0.0006,-0.68,-0.09,-22.59,0,4.022,-0.140,-0.096,0.017,-0.000,-0.014,1.000,0.000,0.000,0.000,0.0100,-1,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2520,0.9490,0.0000,0.9950,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
304,1.0026,3.5028,0.0104,0.0060,0.0070,-0.0005,-0.71,-0.07,-22.48,0,4.033,0.037,0.264,-0.135,-0.001,-0.013,0.999,0.000,0.000,0.000,0.0080,2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2530,0.9420,0.0000,0.9910,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
405,1.0020,3.5035,0.0093,0.0008,0.0093,-0.0048,-0.69,0.02,-22.36,0,4.022,-0.295,0.039,0.585,-0.000,-0.013,1.001,0.000,0.000,0.000,0.0110,-25,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2530,0.9420,0.0000,0.9910,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
507,0.9999,3.4991,0.0101,-0.0101,-0.0144,-0.0000,-0.75,0.02,-22.25,0,4.033,-0.290,0.223,0.229,0.001,-0.011,1.001,0.000,0.000,0.000,0.0100,5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2460,0.9290,0.0000,0.9920,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
608,1.0060,3.5142,0.0098,0.0203,0.0610,-0.0018,-1.08,0.02,-22.14,0,4.022,-0.188,0.314,0.050,-0.000,-0.013,0.999,0.000,0.000,0.000,0.0110,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2460,0.9290,0.0000,0.9920,2.7100,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
709,1.0066,3.5121,0.0108,0.0193,0.0362,0.0039,-0.91,-0.04,-22.03,0,4.033,0.151,-0.312,-0.354,0.002,-0.012,1.001,0.000,0.000,0.000,0.0110,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2490,0.9480,0.0000,0.9920,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
810,1.0062,3.5133,0.0111,0.0127,0.0343,0.0052,-0.86,0.00,-21.92,0,4.022,-0.124,0.049,0.117,0.000,-0.012,1.000,0.000,0.000,0.000,0.0090,-1,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2490,0.9480,0.0000,0.9920,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
911,1.0050,3.5045,0.0105,0.0039,-0.0190,0.0010,-0.50,-0.01,-21.81,0,4.033,-0.070,0.030,0.122,0.002,-0.014,1.002,0.000,0.000,0.000,0.0120,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2460,0.9460,0.0000,0.9900,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1012,1.0067,3.5097,0.0114,0.0120,0.0097,0.0051,-0.73,-0.07,-21.71,0,4.022,0.004,0.148,-0.122,0.001,-0.012,0.999,0.000,0.000,0.000,0.0100,5,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2460,0.9460,0.0000,0.9900,2.7050,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1113,1.0077,3.5109,0.0110,0.0144,0.0135,0.0019,-0.71,-0.03,-21.59,0,4.033,0.061,-0.155,-0.244,-0.000,-0.013,1.001,0.000,0.000,0.000,0.0110,-2,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2480,0.9480,0.0000,0.9900,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1214,1.0071,3.5118,0.0111,0.0079,0.0149,0.0024,-0.76,-0.08,-21.49,0,4.022,-0.340,0.033,-0.245,0.001,-0.016,1.000,0.000,0.000,0.000,0.0110,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2480,0.9480,0.0000,0.9900,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1316,1.0084,3.5115,0.0114,0.0112,0.0081,0.0039,-0.69,-0.04,-21.38,0,4.033,0.083,0.050,0.306,0.000,-0.013,0.999,0.000,0.000,0.000,0.0110,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2470,0.9470,0.0000,0.9920,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1416,1.0084,3.5104,0.0116,0.0097,0.0013,0.0044,-0.65,-0.06,-21.27,0,4.022,-0.139,0.061,0.419,-0.002,-0.011,0.999,0.000,0.000,0.000,0.0110,-2,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2470,0.9470,0.0000,0.9920,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
