time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,0.0046,0.0171,0.0030,-0.97,0.86,-0.01,0.009,0.047,0.127,0.152
0,0.0020,0.0161,0.0034,-0.96,0.88,-0.01,0.009,0.020,-0.360,-0.098
0,-0.0041,0.0052,0.0039,-0.87,0.92,-0.00,0.010,0.056,-0.133,-0.157
0,-0.0102,-0.0127,0.0039,-0.73,0.97,0.01,0.010,-0.176,0.134,0.058
0,-0.0035,-0.0110,0.0025,-0.75,0.92,0.00,0.010,0.029,-0.117,0.050
0,-0.0118,-0.0057,0.0028,-0.79,0.98,0.00,0.010,-0.081,0.031,-0.092
0,-0.0089,-0.0055,0.0031,-0.80,0.96,0.00,0.010,-0.452,0.170,0.040
0,-0.0035,-0.0006,0.0035,-0.83,0.91,-0.00,0.009,-0.238,-0.013,0.158
0,-0.0091,0.0056,0.0038,-0.88,0.96,0.00,0.009,0.015,0.022,-0.253
0,-0.0107,0.0124,0.0000,-0.94,0.97,0.00,0.009,0.088,0.220,0.016
0,-0.0105,0.0125,0.0002,-0.94,0.97,0.00,0.009,-0.018,0.074,-0.262
0,-0.0072,0.0069,0.0005,-0.89,0.95,-0.00,0.009,0.036,-0.017,0.106
0,-0.0041,0.0078,0.0006,-0.90,0.92,-0.00,0.009,-0.218,0.187,-0.069
1,-0.0085,0.0172,0.0005,-0.97,0.96,-0.00,0.009,0.014,-0.274,-0.253
1,-0.0043,0.0011,-0.0012,-0.84,0.92,-0.00,0.009,-0.128,0.039,-0.024
1,-0.0074,0.0057,-0.0012,-0.88,0.95,-0.00,0.009,0.011,0.091,-0.004
1,-0.0034,0.0077,-0.0009,-0.89,0.92,-0.01,0.009,-0.010,0.247,-0.163
1,-0.0041,0.0098,-0.0007,-0.91,0.92,-0.01,0.009,-0.099,-0.075,-0.013
1,-0.0048,0.0083,-0.0006,-0.90,0.93,-0.01,0.009,-0.156,-0.139,-0.036
1,-0.0056,0.0101,-0.0016,-0.91,0.93,-0.01,0.009,-0.181,0.068,0.055
1,-0.0006,0.0062,-0.0010,-0.88,0.89,-0.01,0.009,-0.205,0.169,0.252
1,-0.0004,-0.0011,-0.0005,-0.82,0.89,-0.01,0.009,0.071,0.115,0.220
1,-0.0001,0.0024,-0.0001,-0.85,0.89,-0.01,0.009,-0.056,0.024,0.054
1,0.0082,0.0091,0.0001,-0.91,0.83,-0.01,0.009,-0.208,-0.191,0.269
1,0.0023,0.0031,-0.0003,-0.86,0.87,-0.00,0.009,-0.301,0.194,0.125
1,0.0001,-0.0014,0.0000,-0.82,0.89,-0.00,0.009,-0.084,-0.144,0.081
1,0.0004,0.0069,0.0003,-0.88,0.89,-0.00,0.009,0.106,-0.236,0.111
2,0.0006,-0.0014,0.0007,-0.82,0.89,-0.00,0.011,0.205,0.075,0.002
2,0.0005,0.0019,0.0046,-0.85,0.89,-0.00,0.011,-0.165,0.227,-0.177
2,0.0005,-0.0018,0.0047,-0.82,0.89,-0.00,0.011,0.186,0.059,-0.013
2,-0.0008,0.0016,0.0049,-0.85,0.90,-0.00,0.011,-0.210,0.392,0.090
2,-0.0008,0.0016,0.0052,-0.85,0.89,-0.00,0.011,-0.101,0.020,0.253
2,-0.0006,0.0016,0.0054,-0.85,0.89,-0.00,0.008,-0.077,0.021,0.119
2,-0.0016,0.0066,0.0055,-0.89,0.90,-0.00,0.008,0.130,-0.087,0.077
2,0.0074,-0.0285,0.0010,-0.60,0.83,-0.00,0.008,0.013,-0.010,0.186
2,-0.0051,-0.0224,0.0016,-0.66,0.93,0.00,0.008,-0.347,0.020,-0.150
2,-0.0194,-0.0336,0.0012,-0.57,1.04,0.01,0.008,-0.199,-0.125,0.076
2,-0.0196,-0.0272,0.0019,-0.63,1.04,0.01,0.010,-0.240,-0.027,0.154
2,-0.0160,-0.0260,0.0034,-0.64,1.02,0.01,0.010,0.241,0.058,-0.056
2,-0.0091,-0.0031,0.0043,-0.83,0.96,0.01,0.010,-0.180,-0.129,0.370
3,-0.0073,-0.0102,0.0046,-0.77,0.95,0.01,0.010,-0.052,0.217,-0.082
3,-0.0068,-0.0288,0.0047,-0.62,0.94,0.01,0.010,-0.402,-0.041,0.445
3,-0.0063,-0.0323,0.0046,-0.60,0.94,0.01,0.009,-0.151,-0.108,0.041
3,-0.0033,-0.0138,0.0058,-0.75,0.91,0.01,0.009,-0.112,0.399,-0.014
3,-0.0030,-0.0206,0.0029,-0.70,0.91,0.01,0.009,-0.212,-0.287,-0.167
3,-0.0075,-0.0271,0.0027,-0.65,0.95,0.01,0.009,-0.241,0.089,-0.003
3,-0.0071,-0.0282,0.0028,-0.65,0.94,0.01,0.009,-0.261,-0.122,-0.199
3,-0.0042,-0.0211,0.0033,-0.71,0.92,0.01,0.008,-0.441,-0.216,0.320
3,-0.0049,-0.0251,-0.0011,-0.68,0.93,0.01,0.008,-0.002,-0.228,0.102
3,-0.0046,-0.0276,-0.0010,-0.67,0.92,0.01,0.008,-0.081,0.098,-0.113
3,-0.0030,-0.0217,-0.0006,-0.72,0.91,0.01,0.008,-0.119,-0.029,0.385
3,-0.0039,-0.0230,-0.0004,-0.71,0.92,0.01,0.008,-0.393,0.178,0.056
3,-0.0034,-0.0127,0.0001,-0.79,0.92,0.01,0.010,-0.027,-0.181,-0.202
3,-0.0078,-0.0146,0.0001,-0.78,0.95,0.02,0.010,-0.119,0.094,-0.090
3,-0.0121,0.0243,0.0023,-1.09,0.98,0.02,0.010,-0.445,-0.029,-0.073
3,-0.0161,0.0279,0.0021,-1.12,1.01,0.02,0.010,-0.343,0.093,0.288
3,-0.0072,0.0336,0.0022,-1.16,0.94,0.02,0.010,-0.269,-0.213,0.149
3,-0.0055,0.0300,0.0025,-1.13,0.93,0.02,0.011,-0.057,0.195,-0.255
3,-0.0074,0.0277,0.0027,-1.11,0.94,0.02,0.011,-0.163,-0.019,0.246
3,0.0009,0.0278,0.0059,-1.11,0.87,0.01,0.011,0.068,0.181,0.282
3,-0.0036,0.0336,0.0058,-1.15,0.91,0.02,0.011,-0.128,-0.017,-0.030
3,-0.0036,0.0341,0.0060,-1.15,0.91,0.02,0.011,-0.150,0.221,-0.011
3,-0.0035,0.0292,0.0067,-1.11,0.91,0.02,0.009,-0.143,-0.027,0.292
3,0.0003,0.0362,0.0065,-1.16,0.87,0.02,0.009,0.024,-0.111,-0.222
4,-0.0008,0.0086,0.0048,-0.93,0.88,0.02,0.009,-0.310,0.219,0.185
4,0.0005,0.0001,0.0051,-0.87,0.87,0.02,0.009,-0.287,-0.235,-0.047
4,-0.0064,0.0245,0.0053,-1.06,0.92,0.02,0.009,-0.094,0.073,-0.016
4,-0.0059,0.0188,0.0056,-1.01,0.92,0.02,0.014,-0.090,0.176,0.165
4,-0.0057,0.0195,0.0136,-1.01,0.92,0.02,0.014,-0.171,-0.077,0.030
4,-0.0016,0.0185,0.0141,-1.00,0.88,0.02,0.014,-0.122,0.204,-0.159
4,-0.0050,0.0178,0.0143,-1.00,0.91,0.02,0.014,0.106,0.065,-0.009
4,-0.0045,0.0280,0.0142,-1.07,0.91,0.02,0.014,-0.283,-0.107,0.328
4,-0.0052,0.0172,0.0150,-0.98,0.91,0.02,0.011,0.134,0.012,-0.115
4,-0.0046,0.0463,0.0144,-1.22,0.91,0.02,0.011,-0.070,0.167,0.103
4,-0.0019,0.0808,0.0088,-1.49,0.89,0.01,0.011,-0.354,-0.091,0.307
4,0.0041,0.1020,0.0063,-1.65,0.84,0.02,0.011,-0.029,-0.235,-0.208
4,0.0088,0.1000,0.0071,-1.62,0.80,0.02,0.011,-0.175,-0.232,-0.332
4,0.0089,0.0994,0.0077,-1.61,0.80,0.02,0.008,-0.030,0.127,-0.017
4,0.0039,0.0899,0.0011,-1.52,0.85,0.02,0.008,0.032,0.096,-0.085
4,0.0037,0.0871,0.0017,-1.49,0.85,0.01,0.008,0.021,0.063,0.236
4,0.0049,0.0820,0.0026,-1.44,0.84,0.01,0.008,0.007,-0.248,-0.360
4,0.0061,0.0819,0.0031,-1.43,0.83,0.02,0.008,-0.222,-0.123,0.134
4,0.0060,0.0794,0.0037,-1.41,0.83,0.01,0.012,-0.070,0.018,-0.119
4,0.0060,0.0783,0.0038,-1.39,0.83,0.01,0.012,-0.249,-0.169,-0.073
4,0.0094,0.0673,0.0076,-1.29,0.81,0.02,0.012,0.100,0.225,-0.006
4,0.0034,0.0704,0.0078,-1.31,0.86,0.01,0.012,-0.370,-0.213,0.042
4,0.0034,0.0583,0.0091,-1.20,0.86,0.01,0.012,-0.160,-0.110,-0.132
4,0.0047,0.0649,0.0087,-1.25,0.85,0.01,0.014,-0.068,0.020,0.137
4,0.0047,0.0613,0.0135,-1.21,0.85,0.01,0.014,-0.100,-0.095,-0.010
4,0.0033,0.0529,0.0144,-1.14,0.86,0.02,0.014,-0.354,-0.191,0.006
4,0.0045,0.0586,0.0144,-1.18,0.85,0.02,0.014,-0.246,-0.003,-0.089
4,0.0045,0.0544,0.0152,-1.15,0.86,0.02,0.014,-0.298,-0.034,0.025
4,0.0049,0.0547,0.0155,-1.15,0.86,0.02,0.010,0.021,0.173,0.484
4,0.0097,0.0517,0.0160,-1.12,0.82,0.02,0.010,0.193,-0.154,-0.072
4,-0.0063,0.0683,0.0069,-1.25,0.95,0.00,0.010,-0.117,-0.216,-0.117
4,0.0053,0.0404,0.0100,-1.03,0.86,0.02,0.010,-0.193,-0.054,-0.067
4,0.0065,0.0334,0.0106,-0.97,0.85,0.03,0.010,-0.052,-0.247,-0.010
