time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,0.0026,0.0123,0.0082,-0.07,-0.27,-11.34,0.009,0.023,0.096,-0.093
0,0.0012,0.0118,0.0035,-0.07,-0.26,-11.33,0.009,-0.022,-0.013,-0.150
0,-0.0023,0.0067,0.0038,-0.02,-0.24,-11.32,0.009,-0.223,0.174,-0.143
0,-0.0001,0.0107,0.0039,-0.06,-0.25,-11.31,0.009,-0.189,0.032,-0.307
0,0.0016,0.0062,0.0040,-0.03,-0.27,-11.30,0.007,-0.077,-0.201,-0.208
0,0.0020,0.0082,0.0039,-0.04,-0.27,-11.29,0.007,-0.295,-0.179,0.141
0,0.0002,0.0056,-0.0043,-0.02,-0.26,-11.28,0.007,-0.095,0.006,-0.221
0,-0.0015,0.0213,-0.0045,-0.15,-0.22,-11.27,0.007,-0.111,-0.094,-0.018
0,0.0024,0.0038,-0.0040,-0.01,-0.28,-11.26,0.007,-0.219,-0.005,-0.092
0,0.0029,0.0069,-0.0040,-0.04,-0.28,-11.25,0.009,-0.118,0.095,0.082
0,0.0012,0.0114,-0.0040,-0.07,-0.25,-11.23,0.009,0.033,0.028,-0.114
7,0.0037,0.0056,-0.0038,-0.03,-0.28,-11.22,0.009,0.168,-0.138,-0.018
7,0.0020,0.0151,-0.0040,-0.11,-0.25,-11.21,0.009,-0.058,-0.047,0.026
7,0.0005,0.0074,-0.0040,-0.04,-0.26,-11.20,0.009,-0.267,-0.056,0.250
7,0.0033,0.0040,-0.0040,-0.02,-0.28,-11.19,0.009,0.107,-0.120,-0.197
7,0.0019,0.0040,-0.0042,-0.02,-0.27,-11.18,0.012,-0.150,0.077,0.160
7,0.0008,-0.0017,0.0031,0.03,-0.27,-11.17,0.012,-0.126,-0.024,0.256
8,-0.0059,0.0007,0.0033,0.02,-0.21,-11.15,0.012,0.001,0.089,0.194
8,-0.0011,-0.0004,0.0034,0.01,-0.25,-11.14,0.012,-0.287,-0.230,0.025
8,-0.0005,0.0032,0.0036,-0.01,-0.25,-11.13,0.008,-0.247,0.013,-0.260
8,0.0009,0.0039,0.0037,-0.02,-0.26,-11.12,0.008,0.068,0.136,-0.264
8,0.0001,0.0003,-0.0013,0.01,-0.26,-11.11,0.008,-0.226,0.198,0.320
8,0.0010,0.0049,-0.0011,-0.03,-0.26,-11.10,0.008,-0.157,-0.261,0.084
8,0.0006,0.0081,-0.0008,-0.06,-0.26,-11.08,0.008,-0.243,0.019,0.136
8,0.0006,0.0017,-0.0006,-0.01,-0.27,-11.07,0.009,-0.161,-0.129,0.041
8,-0.0029,-0.0013,-0.0004,0.02,-0.25,-11.06,0.009,0.281,0.162,-0.120
8,-0.0014,0.0077,-0.0011,-0.06,-0.25,-11.05,0.009,-0.312,-0.369,0.034
8,0.0032,-0.0042,-0.0008,0.03,-0.30,-11.04,0.009,0.026,0.022,-0.017
8,-0.0003,0.0025,-0.0006,-0.02,-0.26,-11.03,0.009,-0.219,-0.328,-0.066
8,0.0002,-0.0012,-0.0004,0.01,-0.27,-11.02,0.009,-0.244,0.128,0.272
8,-0.0015,0.0025,-0.0004,-0.02,-0.25,-11.00,0.009,-0.279,0.037,0.466
8,-0.0005,0.0067,-0.0009,-0.06,-0.25,-11.00,0.009,0.098,0.137,-0.177
8,-0.0036,0.0142,-0.0008,-0.11,-0.22,-10.98,0.009,-0.258,0.039,0.023
9,-0.0009,0.0027,-0.0005,-0.02,-0.26,-10.98,0.009,0.074,0.031,-0.249
9,-0.0011,0.0014,-0.0003,-0.01,-0.26,-10.97,0.009,-0.247,0.111,0.146
9,-0.0019,-0.0025,-0.0001,0.01,-0.26,-10.95,0.011,0.109,0.315,0.276
9,0.0040,0.0044,0.0041,-0.05,-0.30,-10.94,0.011,-0.062,-0.279,-0.023
9,0.0044,0.0076,0.0041,-0.08,-0.30,-10.92,0.011,-0.029,0.124,-0.024
9,-0.0026,-0.0041,0.0045,0.02,-0.26,-10.91,0.011,-0.333,-0.217,-0.148
9,-0.0026,-0.0041,0.0045,0.02,-0.26,-10.91,0.008,-0.198,0.268,0.056
9,-0.0027,0.0008,0.0048,-0.02,-0.25,-10.90,0.008,0.011,0.072,0.081
9,-0.0034,-0.0038,0.0004,0.02,-0.25,-10.89,0.008,-0.113,0.088,0.358
9,0.0032,-0.0013,0.0006,-0.01,-0.30,-10.88,0.008,-0.038,0.083,-0.113
9,0.0003,-0.0030,0.0007,0.01,-0.28,-10.87,0.008,0.007,0.008,-0.165
9,0.0003,-0.0030,0.0009,0.01,-0.28,-10.86,0.009,-0.039,-0.134,0.283
9,-0.0003,0.0058,0.0009,-0.06,-0.26,-10.85,0.009,0.137,-0.191,-0.275
9,-0.0024,-0.0038,0.0002,0.02,-0.26,-10.83,0.009,-0.112,-0.099,0.046
9,-0.0059,-0.0223,0.0002,0.17,-0.26,-10.82,0.009,-0.059,0.111,-0.057
9,-0.0092,-0.0206,0.0005,0.16,-0.23,-10.81,0.009,0.073,-0.156,-0.073
9,-0.0110,-0.0193,0.0008,0.15,-0.21,-10.80,0.009,-0.254,-0.096,-0.209
10,-0.0072,-0.0191,0.0010,0.14,-0.25,-10.79,0.009,0.103,0.138,-0.113
10,-0.0026,0.0045,0.0011,-0.06,-0.25,-10.78,0.009,-0.101,-0.104,0.012
10,0.0030,0.0079,0.0010,-0.10,-0.29,-10.77,0.009,-0.147,0.142,-0.063
10,-0.0072,0.0035,0.0011,-0.05,-0.21,-10.76,0.009,0.062,-0.052,-0.113
10,-0.0060,0.0078,0.0009,-0.09,-0.21,-10.75,0.007,0.178,-0.134,-0.219
10,-0.0020,0.0080,0.0009,-0.09,-0.25,-10.74,0.007,0.019,-0.073,-0.123
10,-0.0004,0.0038,-0.0041,-0.06,-0.27,-10.73,0.007,-0.117,0.070,0.281
10,0.0006,-0.0039,-0.0041,-0.00,-0.28,-10.72,0.007,0.070,-0.162,0.158
10,-0.0008,0.0071,-0.0040,-0.09,-0.25,-10.71,0.007,-0.208,-0.015,0.100
10,-0.0007,0.0071,-0.0041,-0.09,-0.25,-10.70,0.008,-0.132,0.046,-0.034
10,-0.0058,0.0063,-0.0039,-0.08,-0.21,-10.69,0.008,-0.099,-0.173,0.159
10,-0.0025,0.0016,-0.0043,-0.05,-0.25,-10.67,0.008,-0.276,0.293,0.024
10,-0.0033,-0.0108,-0.0043,0.05,-0.26,-10.66,0.008,0.009,-0.246,-0.151
10,0.0037,0.0059,-0.0039,-0.09,-0.28,-10.65,0.008,-0.143,-0.021,-0.388
10,0.0024,0.0058,-0.0038,-0.09,-0.28,-10.64,0.005,0.073,-0.127,-0.279
10,0.0019,0.0031,-0.0036,-0.07,-0.27,-10.63,0.005,-0.255,0.311,-0.142
10,0.0026,-0.0055,-0.0103,-0.00,-0.29,-10.62,0.005,0.083,0.081,-0.022
10,-0.0002,0.0062,-0.0101,-0.09,-0.25,-10.62,0.005,-0.068,0.018,-0.051
10,-0.0008,0.0025,-0.0101,-0.06,-0.25,-10.61,0.005,0.071,0.216,-0.217
10,0.0003,0.0020,-0.0100,-0.06,-0.26,-10.60,0.009,-0.129,0.244,-0.041
10,0.0010,0.0053,-0.0099,-0.08,-0.26,-10.59,0.009,-0.200,-0.035,0.033
10,-0.0005,-0.0041,-0.0036,-0.01,-0.26,-10.58,0.009,0.046,-0.048,-0.142
10,-0.0051,-0.0102,-0.0036,0.05,-0.24,-10.57,0.009,-0.149,-0.107,0.086
10,0.0001,-0.0015,-0.0033,-0.03,-0.27,-10.56,0.009,-0.083,0.085,-0.135
10,0.0005,0.0007,-0.0031,-0.05,-0.26,-10.55,0.009,-0.097,0.006,-0.356
10,0.0008,0.0028,-0.0030,-0.07,-0.26,-10.54,0.007,-0.215,0.108,0.228
10,0.0029,0.0022,-0.0037,-0.07,-0.28,-10.53,0.007,-0.193,0.116,0.099
10,0.0017,-0.0035,-0.0036,-0.02,-0.28,-10.52,0.007,-0.081,-0.068,0.026
10,-0.0006,0.0026,-0.0034,-0.07,-0.25,-10.51,0.007,0.027,-0.383,0.068
10,-0.0051,0.0021,-0.0033,-0.06,-0.22,-10.50,0.010,-0.200,0.195,0.075
10,0.0005,-0.0002,-0.0031,-0.05,-0.27,-10.49,0.010,0.036,0.115,0.015
11,0.0010,0.0018,0.0035,-0.07,-0.26,-10.48,0.010,-0.200,-0.200,0.046
11,-0.0009,-0.0014,0.0034,-0.04,-0.26,-10.47,0.010,-0.141,-0.027,0.175
11,-0.0012,-0.0013,0.0033,-0.04,-0.25,-10.46,0.010,-0.204,0.097,0.062
11,-0.0009,0.0012,0.0034,-0.07,-0.25,-10.45,0.011,0.034,-0.208,0.097
11,-0.0002,0.0047,0.0037,-0.09,-0.25,-10.43,0.011,0.069,0.092,-0.097
11,0.0014,-0.0063,0.0097,-0.01,-0.28,-10.42,0.011,-0.164,0.090,0.139
11,-0.0000,0.0121,0.0099,-0.15,-0.24,-10.41,0.011,0.049,-0.022,-0.040
11,0.0026,-0.0006,0.0103,-0.05,-0.28,-10.40,0.011,-0.415,0.154,0.160
11,-0.0007,0.0012,0.0105,-0.06,-0.25,-10.39,0.011,-0.273,0.177,0.137
11,-0.0012,-0.0023,0.0107,-0.04,-0.25,-10.38,0.011,-0.060,0.209,0.081
11,0.0023,-0.0027,0.0127,-0.04,-0.28,-10.37,0.011,-0.332,-0.260,-0.170
11,-0.0036,0.0102,0.0129,-0.13,-0.22,-10.36,0.011,0.285,-0.071,0.001
11,-0.0016,0.0014,0.0132,-0.06,-0.25,-10.35,0.011,-0.049,0.005,0.023
11,-0.0026,-0.0042,0.0133,-0.02,-0.25,-10.34,0.009,-0.057,0.281,0.061
11,0.0007,0.0013,0.0134,-0.07,-0.27,-10.32,0.009,-0.082,-0.026,0.153
11,0.0008,0.0013,0.0087,-0.07,-0.26,-10.31,0.009,-0.010,0.031,-0.170
11,0.0030,0.0069,0.0089,-0.12,-0.27,-10.30,0.009,-0.171,0.036,0.038
11,0.0026,-0.0019,0.0091,-0.05,-0.28,-10.29,0.009,0.031,0.011,-0.072
11,0.0016,-0.0004,0.0092,-0.06,-0.27,-10.28,0.012,-0.114,0.181,0.305
11,0.0017,-0.0003,0.0093,-0.06,-0.27,-10.27,0.012,-0.049,-0.152,0.006
11,0.0021,-0.0045,0.0122,-0.03,-0.28,-10.26,0.012,0.261,0.135,-0.107
11,-0.0039,0.0136,0.0125,-0.16,-0.21,-10.25,0.012,-0.232,-0.110,-0.187
11,-0.0020,0.0025,0.0128,-0.08,-0.24,-10.24,0.012,-0.342,0.129,0.166
11,-0.0010,-0.0055,0.0128,-0.02,-0.26,-10.23,0.012,0.063,-0.033,-0.076
11,-0.0011,-0.0057,0.0130,-0.02,-0.26,-10.22,0.012,-0.144,-0.320,-0.088
11,-0.0076,-0.0041,0.0131,-0.02,-0.21,-10.21,0.012,-0.015,0.044,-0.145
11,0.0047,0.0055,0.0136,-0.11,-0.29,-10.20,0.012,-0.025,0.050,-0.139
11,-0.0024,0.0026,0.0137,-0.08,-0.24,-10.19,0.012,-0.288,0.178,-0.114
11,-0.0039,0.0002,0.0138,-0.06,-0.23,-10.18,0.009,-0.051,-0.053,-0.171
11,-0.0028,-0.0011,0.0138,-0.05,-0.24,-10.17,0.009,-0.139,-0.036,0.010
11,-0.0003,0.0061,0.0052,-0.11,-0.25,-10.16,0.009,0.065,-0.299,0.206
11,0.0002,-0.0050,0.0054,-0.03,-0.27,-10.15,0.009,0.004,0.031,-0.065
11,0.0005,-0.0026,0.0056,-0.05,-0.27,-10.14,0.009,-0.041,0.072,0.159
12,-0.0017,0.0002,0.0058,-0.07,-0.25,-10.13,0.012,-0.113,0.126,-0.125
12,-0.0022,-0.0023,0.0060,-0.05,-0.25,-10.12,0.012,0.048,-0.184,-0.097
12,-0.0064,0.0010,0.0072,-0.07,-0.21,-10.11,0.012,0.084,0.055,0.148
12,-0.0017,0.0062,0.0074,-0.12,-0.25,-10.10,0.012,0.103,-0.003,-0.597
12,-0.0004,0.0011,0.0076,-0.08,-0.26,-10.09,0.012,-0.121,0.147,0.045
12,-0.0009,-0.0001,0.0075,-0.07,-0.26,-10.08,0.008,-0.166,0.181,0.077
12,-0.0012,-0.0012,0.0075,-0.06,-0.26,-10.08,0.008,-0.166,0.016,-0.224
12,-0.0007,0.0013,-0.0017,-0.08,-0.26,-10.07,0.008,-0.006,0.071,0.063
12,0.0002,0.0049,-0.0018,-0.11,-0.26,-10.06,0.008,-0.064,0.110,-0.084
12,0.0002,0.0050,-0.0017,-0.11,-0.26,-10.05,0.008,-0.422,-0.031,0.041
12,-0.0010,0.0050,-0.0015,-0.11,-0.25,-10.04,0.009,-0.141,0.010,0.072
12,-0.0003,0.0008,-0.0013,-0.08,-0.26,-10.03,0.009,0.008,0.140,-0.034
12,0.0011,-0.0054,-0.0040,-0.03,-0.28,-10.02,0.009,-0.116,0.017,0.162
12,-0.0002,0.0025,-0.0038,-0.09,-0.26,-10.01,0.009,-0.288,0.141,0.119
12,0.0021,0.0022,-0.0038,-0.09,-0.28,-10.00,0.009,-0.124,0.260,-0.012
12,0.0012,0.0049,-0.0039,-0.11,-0.27,-9.98,0.011,-0.133,-0.238,0.011
12,0.0006,0.0026,-0.0041,-0.09,-0.27,-9.97,0.011,-0.141,-0.385,-0.129
12,-0.0021,0.0018,-0.0012,-0.08,-0.26,-9.96,0.011,0.058,-0.076,0.062
12,-0.0014,0.0052,-0.0011,-0.11,-0.25,-9.95,0.011,0.128,0.252,-0.177
12,0.0018,0.0032,-0.0009,-0.10,-0.28,-9.94,0.011,-0.136,0.285,-0.139
12,-0.0008,0.0023,-0.0007,-0.09,-0.26,-9.93,0.011,-0.218,-0.094,-0.287
12,-0.0013,-0.0010,-0.0005,-0.06,-0.26,-9.92,0.011,-0.122,-0.142,-0.562
12,-0.0003,0.0026,0.0014,-0.09,-0.26,-9.91,0.011,-0.247,0.075,0.129
12,0.0009,-0.0036,0.0015,-0.04,-0.28,-9.90,0.011,-0.012,-0.036,-0.051
12,-0.0022,-0.0007,0.0016,-0.07,-0.25,-9.90,0.011,-0.260,-0.052,0.106
12,-0.0022,-0.0018,0.0016,-0.06,-0.25,-9.89,0.008,-0.142,0.025,-0.410
12,0.0014,-0.0011,0.0016,-0.07,-0.28,-9.88,0.008,-0.155,-0.296,-0.043
12,0.0005,0.0013,-0.0039,-0.09,-0.27,-9.87,0.008,0.165,-0.008,-0.199
