time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0006,-0.0307,-0.0003,0.49,-0.09,-36.56,0.010,0.150,-0.206,-0.069
0,0.0165,-0.0064,0.0038,0.25,-0.08,-36.53,0.010,0.103,0.048,0.128
0,0.0329,0.0016,0.0029,0.13,-0.15,-36.50,0.010,-0.283,-0.306,0.290
0,0.0361,0.0056,0.0028,0.09,-0.15,-36.46,0.010,0.057,0.291,-0.088
0,0.0321,0.0020,0.0033,0.14,-0.14,-36.42,0.010,-0.082,-0.156,-0.186
0,0.0273,-0.0009,0.0051,0.18,-0.11,-36.38,0.010,0.024,0.008,0.153
0,0.0316,0.0067,0.0049,0.12,-0.11,-36.35,0.010,-0.079,0.115,0.303
0,0.0268,-0.0019,0.0055,0.20,-0.11,-36.31,0.010,-0.039,-0.124,0.130
0,0.0301,0.0065,0.0055,0.13,-0.10,-36.28,0.012,-0.093,0.178,0.119
0,0.0253,0.0034,0.0060,0.18,-0.08,-36.24,0.012,-0.073,0.175,0.101
0,0.0161,0.0040,0.0064,0.22,-0.02,-36.20,0.012,-0.091,-0.152,-0.033
0,0.0195,-0.0153,0.0109,0.34,-0.13,-36.16,0.012,0.029,-0.146,-0.084
0,0.0131,-0.0171,0.0111,0.38,-0.09,-36.13,0.012,-0.075,0.057,-0.060
0,-0.0067,-0.0426,0.0104,0.64,-0.08,-36.09,0.010,0.020,-0.174,0.056
1,-0.0052,-0.0444,0.0102,0.64,-0.10,-36.05,0.010,-0.200,-0.005,0.130
1,0.0023,-0.0362,0.0082,0.55,-0.11,-36.02,0.010,-0.118,0.219,-0.121
1,-0.0038,-0.0411,0.0079,0.61,-0.09,-35.98,0.010,-0.021,-0.035,0.219
1,-0.0061,-0.0332,0.0084,0.57,-0.04,-35.95,0.010,0.079,0.141,-0.194
1,-0.0055,-0.0333,0.0085,0.57,-0.04,-35.91,0.011,0.078,-0.004,-0.080
1,-0.0055,-0.0336,0.0085,0.57,-0.04,-35.87,0.011,-0.068,-0.078,0.074
1,-0.0004,-0.0354,0.0086,0.56,-0.08,-35.84,0.011,0.095,0.071,0.130
1,0.0148,-0.0127,0.0087,0.34,-0.07,-35.81,0.011,0.078,0.093,-0.085
1,0.0152,-0.0025,0.0089,0.27,-0.02,-35.78,0.011,0.008,-0.052,0.225
1,0.0121,-0.0034,0.0091,0.29,-0.01,-35.74,0.011,-0.027,0.035,0.145
1,0.0019,-0.0164,0.0096,0.43,-0.00,-35.70,0.011,-0.213,-0.041,-0.092
1,0.0046,-0.0116,0.0081,0.38,0.00,-35.67,0.011,0.150,0.073,-0.002
1,0.0117,-0.0004,0.0083,0.28,0.01,-35.63,0.011,-0.021,-0.113,0.065
1,0.0091,0.0013,0.0083,0.28,0.03,-35.60,0.011,0.229,0.050,-0.176
1,0.0340,0.0210,0.0077,0.04,-0.04,-35.57,0.011,0.111,0.169,0.079
2,0.0360,0.0252,0.0076,0.01,-0.03,-35.54,0.011,-0.285,-0.149,-0.105
2,0.0375,0.0223,0.0059,0.03,-0.05,-35.50,0.011,0.124,0.268,0.083
2,0.0307,0.0122,0.0067,0.13,-0.06,-35.46,0.011,-0.198,-0.259,0.175
2,0.0295,0.0221,0.0066,0.08,-0.00,-35.43,0.011,-0.133,-0.117,0.107
2,0.0297,0.0232,0.0066,0.08,-0.00,-35.40,0.013,-0.305,0.111,0.238
2,0.0300,0.0237,0.0065,0.08,-0.00,-35.36,0.013,0.235,0.279,-0.136
2,0.0229,0.0150,0.0096,0.17,0.01,-35.32,0.013,0.090,0.058,0.378
2,0.0239,0.0175,0.0097,0.16,0.01,-35.29,0.013,-0.022,-0.093,0.111
2,0.0205,0.0198,0.0099,0.16,0.04,-35.26,0.013,-0.057,0.151,0.076
2,0.0250,0.0198,0.0097,0.14,0.02,-35.22,0.010,0.038,-0.231,-0.227
2,0.0231,0.0196,0.0098,0.16,0.03,-35.18,0.010,0.120,0.000,-0.247
2,0.0226,0.0197,0.0099,0.16,0.03,-35.15,0.010,-0.179,0.006,0.014
2,0.0292,0.0135,0.0027,0.17,-0.04,-35.11,0.010,0.057,0.043,-0.067
2,0.0222,0.0172,0.0031,0.18,0.02,-35.08,0.010,-0.124,0.252,0.058
2,0.0171,0.0127,0.0035,0.24,0.03,-35.04,0.010,-0.116,-0.221,0.055
3,0.0169,0.0134,0.0034,0.24,0.03,-35.01,0.010,-0.036,-0.186,-0.187
3,0.0142,0.0101,-0.0007,0.27,0.03,-34.98,0.010,-0.284,-0.159,0.010
3,0.0195,0.0157,-0.0008,0.22,0.03,-34.94,0.010,0.008,0.148,-0.062
