time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.1436,-1.1064,0.0126,0.0067,0.0072,0.0058,-0.78,0.85,-24.91,0,3.943,-0.037,0.035,-0.199,0.016,-0.014,1.001,0.000,0.000,0.000,0.0110,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1200,0.0000,1.3770,1.1070,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
100,0.1440,-1.1066,0.0121,0.0072,0.0038,0.0024,-0.77,0.88,-24.78,0,3.948,0.012,0.014,-0.240,0.017,-0.013,0.998,0.000,0.000,0.000,0.0090,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1210,0.0000,1.3780,1.1060,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
201,0.1440,-1.1067,0.0107,0.0053,0.0020,-0.0047,-0.76,0.88,-24.66,0,3.943,-0.130,0.082,-0.212,0.020,-0.015,1.000,0.000,0.000,0.000,0.0110,5,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1210,0.0000,1.3780,1.1060,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
302,0.1440,-1.1066,0.0107,0.0049,0.0010,-0.0037,-0.71,0.86,-24.54,0,3.954,-0.121,-0.226,-0.009,0.018,-0.015,0.998,0.000,0.000,0.000,0.0120,-9,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1250,0.0000,1.3790,1.1070,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
403,0.1433,-1.1085,0.0112,0.0006,-0.0103,-0.0007,-0.76,0.87,-24.42,0,3.943,-0.224,-0.069,-0.154,0.016,-0.014,0.997,0.000,0.000,0.000,0.0140,3,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1250,0.0000,1.3790,1.1070,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
504,0.1440,-1.1065,0.0127,0.0035,-0.0002,0.0056,-0.73,0.85,-24.30,0,3.943,0.127,0.004,0.228,0.018,-0.015,1.000,0.000,0.000,0.000,0.0100,-4,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1240,0.0000,1.3800,1.1080,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,0.1438,-1.1074,0.0116,0.0020,-0.0052,-0.0001,-0.76,0.89,-24.18,0,3.943,0.301,0.104,-0.064,0.016,-0.014,1.001,0.000,0.000,0.000,0.0090,-1,7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1240,0.0000,1.3800,1.1080,2.7080,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
707,0.1444,-1.1079,0.0104,0.0044,-0.0071,-0.0053,-0.74,0.93,-24.05,0,3.954,0.093,0.023,-0.166,0.018,-0.013,0.999,0.000,0.000,0.000,0.0090,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1220,0.0000,1.3790,1.1080,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
807,0.1438,-1.1064,0.0095,0.0015,0.0006,-0.0081,-0.77,0.89,-23.93,0,3.943,0.087,0.231,-0.123,0.016,-0.015,0.997,0.000,0.000,0.000,0.0120,-7,-8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1220,0.0000,1.3790,1.1080,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
908,0.1414,-1.1075,0.0104,-0.0117,-0.0059,-0.0028,-0.76,0.90,-23.82,0,3.954,0.050,-0.197,-0.167,0.016,-0.014,1.000,0.000,0.000,0.000,0.0100,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1210,0.0000,1.3730,1.1080,2.6990,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
