time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.0506,-0.0159,0.0102,0.0242,-0.0973,-0.0060,-0.88,0.77,-0.15,0,4.075,-0.116,0.206,-0.030,0.017,-0.023,1.000,0.000,0.000,0.000,0.0110,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2090,0.0000,1.3970,1.1090,2.7010,307,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,0.0489,-0.0110,0.0116,0.0120,-0.0531,0.0029,-1.06,0.85,-0.17,0,4.091,-0.145,0.060,-0.154,0.015,-0.022,1.000,0.000,0.000,0.000,0.0150,-5,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2100,0.0000,1.3930,1.1110,2.7000,307,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,0.0483,-0.0119,0.0135,0.0071,-0.0472,0.0107,-1.14,0.86,-0.17,0,4.080,0.013,-0.048,0.238,0.016,-0.021,0.999,0.000,0.000,0.000,0.0120,-1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2100,0.0000,1.3930,1.1110,2.7000,307,0.0000,0.0000,0.0000,0.0000,0.0000,0
303,0.0497,-0.0138,0.0133,0.0130,-0.0462,0.0077,-1.11,0.80,-0.17,0,4.086,-0.154,0.309,0.111,0.014,-0.023,1.000,0.000,0.000,0.000,0.0110,-30,10,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2210,0.0000,1.3940,1.1090,2.6940,307,0.0000,0.0000,0.0000,0.0000,0.0000,0
405,0.0497,-0.0110,0.0127,0.0100,-0.0221,0.0035,-1.48,0.94,-0.19,0,4.075,0.160,0.302,-0.191,0.019,-0.021,1.002,0.000,0.000,0.000,0.0100,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2210,0.0000,1.3940,1.1090,2.6940,307,0.0000,0.0000,0.0000,0.0000,0.0000,0
505,0.0478,0.0058,0.0109,0.0004,0.0674,-0.0056,-1.83,0.93,-0.20,0,4.086,-0.018,-0.005,0.436,0.017,-0.020,0.999,0.000,0.000,0.000,0.0140,-15,-27,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2170,0.0000,1.3930,1.1080,2.7010,322,0.0000,0.0000,0.0000,0.0000,0.0000,0
607,0.0464,-0.0003,0.0132,-0.0080,0.0242,0.0062,-1.59,0.71,-0.16,0,4.075,-0.128,-0.011,0.107,0.016,-0.020,1.000,0.000,0.000,0.000,0.0120,-5,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2170,0.0000,1.3930,1.1080,2.7010,322,0.0000,0.0000,0.0000,0.0000,0.0000,0
709,0.0516,-0.0035,0.0135,0.0168,-0.0002,0.0065,-1.24,0.81,-0.16,0,4.091,0.004,-0.095,-0.060,0.017,-0.020,1.001,0.000,0.000,0.000,0.0100,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2070,0.0000,1.3950,1.1080,2.6970,322,0.0000,0.0000,0.0000,0.0000,0.0000,0
811,0.0516,-0.0038,0.0121,0.0138,-0.0006,-0.0003,-1.37,0.76,-0.16,0,4.080,-0.228,0.249,0.074,0.016,-0.020,0.998,0.000,0.000,0.000,0.0130,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2070,0.0000,1.3950,1.1080,2.6970,322,0.0000,0.0000,0.0000,0.0000,0.0000,0
912,0.0518,-0.0046,0.0127,0.0115,-0.0044,0.0025,-1.25,0.83,-0.17,0,4.086,-0.015,-0.072,-0.124,0.017,-0.022,0.998,0.000,0.000,0.000,0.0100,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2170,0.0000,1.3930,1.1100,2.7000,322,0.0000,0.0000,0.0000,0.0000,0.0000,0
