time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0007,-0.0024,0.0045,-1.59,-0.09,-29.24,0.010,0.045,0.100,0.113
0,-0.0007,-0.0026,0.0044,-1.58,-0.09,-29.21,0.010,0.086,0.077,0.244
0,-0.0040,-0.0018,0.0052,-1.58,-0.06,-29.18,0.010,-0.139,0.088,0.047
0,-0.0042,-0.0020,0.0051,-1.58,-0.06,-29.15,0.010,-0.142,-0.198,-0.063
0,0.0060,-0.0050,0.0052,-1.59,-0.15,-29.13,0.010,0.089,0.103,-0.073
0,-0.0073,0.0062,0.0054,-1.62,-0.01,-29.09,0.008,-0.025,0.084,0.176
0,-0.0081,-0.0103,0.0060,-1.50,-0.07,-29.06,0.008,-0.054,0.156,-0.248
0,-0.0084,-0.0102,0.0060,-1.50,-0.07,-29.04,0.008,0.083,0.265,0.149
0,-0.0024,0.0012,0.0018,-1.60,-0.07,-29.01,0.008,0.155,-0.124,-0.128
0,-0.0022,0.0012,0.0017,-1.60,-0.07,-28.98,0.008,0.210,0.167,0.012
0,0.0027,-0.0080,0.0017,-1.56,-0.14,-28.95,0.011,-0.120,0.107,-0.001
0,0.0027,-0.0082,0.0017,-1.55,-0.14,-28.93,0.011,-0.078,0.090,0.190
1,0.0014,0.0036,0.0053,-1.63,-0.09,-28.90,0.011,0.061,-0.128,0.014
1,0.0050,0.0002,0.0054,-1.62,-0.12,-28.87,0.011,-0.112,-0.205,-0.076
1,-0.0006,0.0046,0.0055,-1.62,-0.07,-28.84,0.011,0.179,-0.105,-0.049
1,0.0005,0.0038,0.0057,-1.62,-0.08,-28.81,0.009,-0.271,-0.261,0.146
1,-0.0016,0.0022,0.0058,-1.60,-0.07,-28.78,0.009,-0.158,-0.151,-0.216
1,-0.0016,-0.0073,0.0027,-1.54,-0.11,-28.75,0.009,0.234,-0.164,0.002
1,0.0011,0.0036,0.0028,-1.62,-0.09,-28.72,0.009,-0.249,0.003,0.177
1,0.0008,0.0036,0.0026,-1.62,-0.09,-28.69,0.009,0.017,0.090,0.051
1,0.0013,-0.0082,0.0025,-1.54,-0.13,-28.67,0.008,0.125,0.324,0.049
1,-0.0044,-0.0007,0.0025,-1.57,-0.06,-28.63,0.008,-0.134,0.068,0.099
1,-0.0049,-0.0020,-0.0020,-1.56,-0.07,-28.61,0.008,0.029,0.075,-0.140
1,0.0005,0.0003,-0.0019,-1.60,-0.10,-28.58,0.008,-0.132,0.119,0.143
2,0.0040,-0.0060,-0.0016,-1.57,-0.15,-28.55,0.008,-0.167,-0.114,0.028
2,0.0027,0.0017,-0.0013,-1.62,-0.11,-28.52,0.007,-0.349,0.021,0.069
2,0.0002,-0.0023,-0.0010,-1.58,-0.11,-28.49,0.007,-0.076,-0.050,0.222
2,-0.0060,-0.0059,-0.0057,-1.53,-0.08,-28.46,0.007,-0.188,0.100,0.021
2,0.0013,0.0022,-0.0055,-1.62,-0.10,-28.43,0.007,0.108,0.069,-0.008
2,-0.0000,-0.0078,-0.0053,-1.54,-0.13,-28.40,0.007,-0.338,-0.111,0.343
2,-0.0017,0.0037,-0.0054,-1.62,-0.07,-28.37,0.009,-0.031,0.099,0.124
2,-0.0008,0.0027,-0.0053,-1.62,-0.08,-28.35,0.009,0.008,0.055,0.269
2,0.0028,-0.0100,-0.0030,-1.54,-0.15,-28.32,0.009,-0.145,0.042,0.168
2,0.0032,-0.0086,-0.0030,-1.56,-0.15,-28.29,0.009,-0.237,0.052,0.010
2,0.0043,0.0012,-0.0030,-1.63,-0.12,-28.26,0.009,-0.045,0.178,0.215
2,-0.0055,-0.0019,-0.0029,-1.57,-0.06,-28.23,0.008,0.105,0.014,-0.075
2,-0.0029,0.0031,-0.0030,-1.62,-0.07,-28.20,0.008,-0.159,-0.003,0.100
2,-0.0041,-0.0065,-0.0036,-1.55,-0.10,-28.17,0.008,-0.057,-0.081,-0.027
2,0.0001,0.0033,-0.0034,-1.63,-0.09,-28.15,0.008,-0.130,-0.146,0.118
2,0.0052,0.0003,-0.0033,-1.63,-0.14,-28.12,0.008,0.167,0.261,-0.076
2,-0.0035,0.0008,-0.0029,-1.60,-0.07,-28.09,0.009,-0.016,-0.083,-0.144
2,0.0052,-0.0050,-0.0029,-1.59,-0.15,-28.07,0.009,0.094,0.195,0.048
2,-0.0024,0.0028,-0.0012,-1.61,-0.07,-28.04,0.009,-0.013,-0.041,-0.034
3,-0.0025,-0.0051,-0.0013,-1.56,-0.10,-28.01,0.009,-0.159,0.114,0.079
3,-0.0130,0.0084,-0.0013,-1.61,0.03,-27.98,0.009,-0.257,0.068,-0.060
3,-0.0140,0.0075,-0.0011,-1.60,0.03,-27.95,0.008,-0.075,-0.145,-0.140
3,-0.0145,0.0074,-0.0008,-1.60,0.03,-27.92,0.008,0.035,-0.098,0.143
3,-0.0082,0.0106,-0.0018,-1.65,-0.01,-27.90,0.008,0.026,-0.001,0.144
3,-0.0071,0.0069,-0.0018,-1.63,-0.03,-27.87,0.008,0.091,0.099,0.064
