time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,0.7097,0.2331,0.0091,-0.0010,-0.0018,-0.0010,-0.38,-1.31,-23.66,0,4.133,-0.389,-0.216,-0.103,-0.026,-0.008,0.000,0.000,0.000,0.000
50,0.7092,0.2324,0.0091,-0.0039,-0.0052,-0.0007,-0.41,-1.26,-23.54,0,4.128,-0.087,-0.329,0.034,-0.023,-0.004,0.000,0.000,0.000,0.000
101,0.7090,0.2342,0.0077,-0.0054,0.0047,-0.0075,-0.38,-1.24,-23.42,0,4.133,-0.036,-0.196,-0.161,-0.024,-0.009,0.000,0.000,0.000,0.000
153,0.7094,0.2330,0.0074,-0.0029,-0.0011,-0.0067,-0.40,-1.27,-23.31,0,4.128,-0.091,0.013,0.265,-0.024,-0.006,0.000,0.000,0.000,0.000
204,0.7098,0.2338,0.0082,-0.0009,0.0034,0.0009,-0.38,-1.23,-23.19,0,4.133,-0.100,-0.175,0.199,-0.021,-0.007,0.000,0.000,0.000,0.000
254,0.7093,0.2333,0.0083,-0.0033,0.0007,0.0018,-0.41,-1.26,-23.07,0,4.128,-0.089,-0.002,-0.106,-0.023,-0.007,0.000,0.000,0.000,0.000
306,0.7097,0.2337,0.0099,-0.0007,0.0023,0.0087,-0.39,-1.31,-22.96,0,4.133,0.202,-0.264,-0.041,-0.025,-0.007,0.000,0.000,0.000,0.000
357,0.7096,0.2332,0.0104,-0.0020,-0.0002,0.0104,-0.38,-1.27,-22.84,0,4.128,-0.172,0.100,0.200,-0.025,-0.008,0.000,0.000,0.000,0.000
407,0.7087,0.2336,0.0097,-0.0067,0.0015,0.0047,-0.38,-1.32,-22.73,0,4.133,0.033,-0.023,0.005,-0.025,-0.010,0.000,0.000,0.000,0.000
459,0.7090,0.2342,0.0100,-0.0052,0.0048,0.0060,-0.40,-1.27,-22.61,0,4.128,0.038,-0.270,-0.122,-0.025,-0.008,0.000,0.000,0.000,0.000
509,0.7095,0.2337,0.0088,-0.0026,0.0020,-0.0009,-0.39,-1.31,-22.50,0,4.133,-0.182,0.253,-0.031,-0.023,-0.005,0.000,0.000,0.000,0.000
561,0.7095,0.2335,0.0093,-0.0032,0.0011,0.0024,-0.38,-1.28,-22.39,0,4.128,0.012,0.403,0.070,-0.025,-0.008,0.000,0.000,0.000,0.000
611,0.7098,0.2336,0.0097,-0.0017,0.0018,0.0046,-0.39,-1.24,-22.28,0,4.133,-0.106,-0.217,-0.148,-0.018,-0.007,0.000,0.000,0.000,0.000
663,0.7094,0.2333,0.0095,-0.0031,-0.0000,0.0033,-0.39,-1.28,-22.17,0,4.128,0.285,0.095,-0.033,-0.022,-0.007,0.000,0.000,0.000,0.000
714,0.7097,0.2337,0.0094,-0.0006,0.0021,0.0025,-0.41,-1.32,-22.06,0,4.133,-0.151,-0.009,-0.202,-0.021,-0.006,0.000,0.000,0.000,0.000
764,0.7106,0.2331,0.0096,0.0035,-0.0018,0.0033,-0.38,-1.28,-21.95,0,4.123,0.008,0.111,0.026,-0.024,-0.005,0.000,0.000,0.000,0.000
816,0.7096,0.2335,0.0087,-0.0021,0.0007,-0.0005,-0.41,-1.28,-21.84,0,4.133,-0.143,-0.181,0.128,-0.023,-0.008,0.000,0.000,0.000,0.000
867,0.7093,0.2333,0.0087,-0.0038,-0.0004,0.0004,-0.39,-1.22,-21.73,0,4.128,0.010,0.120,0.063,-0.023,-0.008,0.000,0.000,0.000,0.000
917,0.7098,0.2337,0.0102,-0.0020,0.0015,0.0089,-0.38,-1.26,-21.62,0,4.133,0.031,-0.322,0.236,-0.025,-0.006,0.000,0.000,0.000,0.000
969,0.7105,0.2329,0.0107,0.0012,-0.0026,0.0094,-0.41,-1.30,-21.51,0,4.128,0.103,0.276,-0.160,-0.024,-0.007,0.000,0.000,0.000,0.000
1020,0.7094,0.2333,0.0100,-0.0047,-0.0001,0.0061,-0.38,-1.25,-21.41,0,4.133,-0.047,0.018,-0.066,-0.025,-0.007,0.000,0.000,0.000,0.000
1071,0.7090,0.2342,0.0103,-0.0071,0.0046,0.0068,-0.38,-1.26,-21.31,0,4.128,0.065,-0.164,-0.260,-0.022,-0.009,0.000,0.000,0.000,0.000
1122,0.7094,0.2340,0.0091,-0.0048,0.0034,-0.0011,-0.38,-1.25,-21.20,0,4.133,-0.085,-0.027,0.123,-0.023,-0.007,0.000,0.000,0.000,0.000
1173,0.7088,0.2340,0.0090,-0.0082,0.0035,-0.0002,-0.39,-1.25,-21.10,0,4.128,0.000,-0.236,-0.047,-0.023,-0.007,0.000,0.000,0.000,0.000
1224,0.7096,0.2337,0.0085,-0.0034,0.0011,-0.0010,-0.38,-1.26,-20.99,0,4.133,-0.184,-0.001,0.141,-0.023,-0.007,0.000,0.000,0.000,0.000
1275,0.7094,0.2332,0.0085,-0.0042,-0.0018,0.0002,-0.38,-1.22,-20.89,0,4.128,-0.136,0.165,0.124,-0.023,-0.005,0.000,0.000,0.000,0.000
1326,0.7096,0.2335,0.0085,-0.0030,0.0001,-0.0020,-0.41,-1.26,-20.78,0,4.133,0.031,0.109,-0.318,-0.026,-0.005,0.000,0.000,0.000,0.000
1376,0.7091,0.2334,0.0084,-0.0058,-0.0005,-0.0015,-0.37,-1.23,-20.68,0,4.128,-0.050,-0.001,0.040,-0.024,-0.009,0.000,0.000,0.000,0.000
1428,0.7089,0.2342,0.0079,-0.0066,0.0033,-0.0041,-0.38,-1.24,-20.58,0,4.133,0.020,0.009,-0.135,-0.022,-0.009,0.000,0.000,0.000,0.000
1479,0.7098,0.2334,0.0077,-0.0018,-0.0014,-0.0038,-0.40,-1.28,-20.48,0,4.128,0.102,0.104,-0.083,-0.025,-0.006,0.000,0.000,0.000,0.000
1529,0.7101,0.2329,0.0079,0.0005,-0.0043,-0.0004,-0.38,-1.28,-20.38,0,4.133,-0.050,0.062,-0.092,-0.025,-0.007,0.000,0.000,0.000,0.000
1580,0.7086,0.2336,0.0079,-0.0075,0.0003,-0.0000,-0.41,-1.24,-20.28,0,4.128,0.074,-0.131,0.129,-0.026,-0.008,0.000,0.000,0.000,0.000
1632,0.7087,0.2336,0.0092,-0.0072,0.0003,0.0063,-0.41,-1.28,-20.19,0,4.133,0.036,0.260,0.025,-0.025,-0.008,0.000,0.000,0.000,0.000
1683,0.7100,0.2336,0.0095,-0.0003,0.0005,0.0064,-0.38,-1.29,-20.09,0,4.123,0.198,-0.060,-0.091,-0.023,-0.007,0.000,0.000,0.000,0.000
1734,0.7089,0.2343,0.0091,-0.0057,0.0042,0.0023,-0.42,-1.28,-19.99,0,4.133,0.121,-0.116,-0.159,-0.022,-0.006,0.000,0.000,0.000,0.000
1784,0.7108,0.2336,0.0093,0.0050,0.0004,0.0029,-0.42,-1.28,-19.89,0,4.128,-0.147,-0.005,0.177,-0.023,-0.006,0.000,0.000,0.000,0.000
1836,0.7095,0.2332,0.0087,-0.0024,-0.0019,-0.0006,-0.42,-1.28,-19.79,0,4.133,-0.059,-0.071,0.184,-0.024,-0.007,0.000,0.000,0.000,0.000
1886,0.7092,0.2333,0.0087,-0.0038,-0.0009,0.0002,-0.38,-1.26,-19.70,0,4.123,-0.084,-0.257,0.403,-0.024,-0.007,0.000,0.000,0.000,0.000
1938,0.7091,0.2340,0.0094,-0.0040,0.0029,0.0038,-0.38,-1.23,-19.60,0,4.133,-0.132,0.046,-0.259,-0.022,-0.007,0.000,0.000,0.000,0.000
1989,0.7094,0.2336,0.0089,-0.0032,0.0011,0.0013,-0.37,-1.24,-19.50,0,4.128,0.020,-0.159,-0.045,-0.024,-0.009,0.000,0.000,0.000,0.000
2040,0.7084,0.2333,0.0090,-0.0075,-0.0005,0.0024,-0.40,-1.28,-19.41,0,4.128,-0.025,0.251,-0.133,-0.024,-0.008,0.000,0.000,0.000,0.000
2091,0.7097,0.2337,0.0092,-0.0013,0.0012,0.0032,-0.39,-1.28,-19.31,0,4.128,-0.032,-0.270,0.195,-0.023,-0.008,0.000,0.000,0.000,0.000
2141,0.7095,0.2333,0.0087,-0.0022,-0.0008,0.0009,-0.39,-1.30,-19.22,0,4.133,0.181,0.555,-0.040,-0.024,-0.004,0.000,0.000,0.000,0.000
2193,0.7107,0.2336,0.0088,0.0039,0.0011,0.0015,-0.39,-1.27,-19.12,0,4.128,-0.050,0.241,-0.118,-0.024,-0.007,0.000,0.000,0.000,0.000
2244,0.7095,0.2338,0.0079,-0.0026,0.0020,-0.0023,-0.39,-1.27,-19.03,0,4.133,-0.015,-0.184,0.066,-0.024,-0.004,0.000,0.000,0.000,0.000
2295,0.7081,0.2322,0.0079,-0.0093,-0.0060,-0.0017,-0.39,-1.28,-18.94,0,4.123,0.015,0.072,0.078,-0.023,-0.006,0.000,0.000,0.000,0.000
2345,0.7087,0.2340,0.0079,-0.0066,0.0037,-0.0006,-0.40,-1.27,-18.85,0,4.133,-0.229,-0.144,-0.075,-0.022,-0.006,0.000,0.000,0.000,0.000
2396,0.7096,0.2335,0.0080,-0.0022,0.0004,0.0007,-0.37,-1.26,-18.75,0,4.128,-0.116,-0.058,0.070,-0.026,-0.006,0.000,0.000,0.000,0.000
2448,0.7095,0.2340,0.0086,-0.0027,0.0031,0.0028,-0.37,-1.27,-18.66,0,4.133,0.091,-0.034,-0.061,-0.025,-0.006,0.000,0.000,0.000,0.000
2499,0.7094,0.2329,0.0089,-0.0036,-0.0031,0.0041,-0.38,-1.27,-18.57,0,4.128,0.082,-0.085,-0.253,-0.023,-0.007,0.000,0.000,0.000,0.000
2550,0.7095,0.2338,0.0099,-0.0023,0.0013,0.0091,-0.38,-1.28,-18.48,0,4.133,0.004,0.029,-0.107,-0.022,-0.007,0.000,0.000,0.000,0.000
2601,0.7088,0.2335,0.0104,-0.0061,-0.0004,0.0104,-0.36,-1.27,-18.39,0,4.128,-0.010,0.321,-0.057,-0.024,-0.009,0.000,0.000,0.000,0.000
2651,0.7088,0.2335,0.0093,-0.0065,-0.0005,0.0032,-0.39,-1.26,-18.30,0,4.133,-0.496,0.012,0.330,-0.024,-0.003,0.000,0.000,0.000,0.000
2702,0.7107,0.2337,0.0095,0.0043,0.0008,0.0036,-0.38,-1.32,-18.21,0,4.128,-0.295,-0.102,0.291,-0.022,-0.005,0.000,0.000,0.000,0.000
2754,0.7089,0.2337,0.0089,-0.0055,0.0016,0.0005,-0.40,-1.31,-18.12,0,4.133,-0.182,-0.044,0.106,-0.024,-0.008,0.000,0.000,0.000,0.000
2804,0.7109,0.2336,0.0089,0.0038,0.0006,0.0011,-0.39,-1.28,-18.04,0,4.128,0.144,0.160,-0.063,-0.026,-0.008,0.000,0.000,0.000,0.000
2856,0.7094,0.2336,0.0094,-0.0040,0.0002,0.0032,-0.37,-1.27,-17.95,0,4.133,-0.001,-0.148,-0.064,-0.022,-0.007,0.000,0.000,0.000,0.000
2906,0.7094,0.2323,0.0096,-0.0042,-0.0071,0.0036,-0.38,-1.22,-17.86,0,4.128,-0.185,0.137,0.037,-0.024,-0.008,0.000,0.000,0.000,0.000
2957,0.7089,0.2335,0.0089,-0.0073,-0.0005,-0.0000,-0.38,-1.31,-17.77,0,4.128,-0.219,-0.152,-0.403,-0.023,-0.009,0.000,0.000,0.000,0.000
3009,0.7091,0.2341,0.0089,-0.0057,0.0028,-0.0063,-0.37,-1.26,-17.69,0,4.128,0.003,-0.010,0.088,-0.021,-0.008,0.000,0.000,0.000,0.000
3060,0.7101,0.2336,0.0076,-0.0002,-0.0003,-0.0048,-0.39,-1.27,-17.60,0,4.133,0.036,0.016,-0.217,-0.023,-0.007,0.000,0.000,0.000,0.000
3111,0.7106,0.2337,0.0074,0.0021,0.0003,-0.0039,-0.39,-1.23,-17.51,0,4.128,0.056,-0.070,-0.059,-0.023,-0.006,0.000,0.000,0.000,0.000
3162,0.7096,0.2333,0.0097,-0.0032,-0.0015,0.0079,-0.40,-1.25,-17.42,0,4.133,-0.058,-0.201,-0.222,-0.022,-0.008,0.000,0.000,0.000,0.000
3213,0.7108,0.2334,0.0101,0.0037,-0.0012,0.0083,-0.38,-1.22,-17.34,0,4.128,-0.145,-0.102,0.011,-0.023,-0.008,0.000,0.000,0.000,0.000
3264,0.7099,0.2337,0.0103,-0.0012,-0.0001,0.0081,-0.40,-1.26,-17.25,0,4.133,-0.032,0.023,0.215,-0.022,-0.008,0.000,0.000,0.000,0.000
3316,0.7089,0.2337,0.0108,-0.0065,0.0002,0.0091,-0.39,-1.25,-17.16,0,4.128,-0.095,-0.024,-0.118,-0.023,-0.006,0.000,0.000,0.000,0.000
3367,0.7089,0.2335,0.0105,-0.0075,-0.0002,0.0060,-0.39,-1.23,-17.08,0,3.727,-0.167,1.735,-0.334,-0.027,-0.022,0.000,0.000,0.000,0.000
3418,0.7097,0.2327,0.0109,0.0035,-0.0043,0.0072,-0.40,-1.23,-17.06,0,3.785,-2.176,-0.426,-0.902,-0.036,-0.005,0.000,0.000,0.000,0.000
3469,0.7089,0.2338,0.0113,0.0091,0.0016,0.0086,-0.48,-1.25,-17.05,0,3.832,-6.685,3.803,-0.638,-0.019,-0.010,0.000,0.000,0.000,0.000
3519,0.7116,0.2356,0.0116,0.0303,0.0108,0.0080,-0.74,-1.37,-17.01,0,3.853,2.044,-5.034,3.252,-0.006,-0.009,0.000,0.000,0.000,0.000
3571,0.7165,0.2369,0.0086,0.0582,0.0167,-0.0097,-0.77,-1.49,-16.93,0,3.853,3.959,-4.913,1.101,-0.038,-0.038,0.000,0.000,0.000,0.000
3622,0.7318,0.2376,0.0065,0.1310,0.0175,-0.0202,-0.66,-1.69,-16.90,0,3.859,2.904,-1.554,1.700,-0.026,-0.017,0.000,0.000,0.000,0.000
3672,0.7420,0.2344,0.0086,0.1607,-0.0026,0.0006,-0.07,-1.44,-16.74,0,3.864,5.228,-4.720,-4.500,-0.000,-0.006,0.000,0.000,0.000,0.000
3724,0.7500,0.2339,0.0087,0.1690,-0.0070,-0.0058,0.04,-1.02,-16.95,0,3.853,7.557,-9.738,-9.187,-0.008,-0.012,0.000,0.000,0.000,0.000
3775,0.7503,0.2370,0.0084,0.1352,0.0053,0.0032,0.27,-0.39,-17.39,0,3.859,-7.293,6.375,-13.167,-0.009,-0.008,0.000,0.000,0.000,0.000
3826,0.7499,0.2311,0.0092,0.1011,-0.0294,0.0009,0.88,-0.49,-18.18,0,3.853,-3.581,10.120,-13.548,-0.022,-0.002,0.000,0.000,0.000,0.000
3877,0.7487,0.2049,0.0068,0.0752,-0.1612,-0.0127,1.50,-0.80,-18.96,0,3.848,-1.025,0.197,-5.787,-0.029,-0.003,0.000,0.000,0.000,0.000
3927,0.7527,0.1837,0.0027,0.0771,-0.2388,-0.0249,1.69,-0.55,-19.35,0,3.843,-5.597,-4.586,-7.664,-0.018,0.027,0.000,0.000,0.000,0.000
3978,0.7516,0.1663,0.0040,0.0511,-0.2803,-0.0117,1.83,-0.14,-19.69,0,3.843,-13.473,-21.690,-0.396,0.002,0.003,0.000,0.000,0.000,0.000
4029,0.7599,0.1538,0.0046,0.0779,-0.2844,0.0096,0.93,0.66,-19.77,0,3.838,-53.761,-20.056,3.155,0.007,-0.019,0.000,0.000,0.000,0.000
4080,0.7718,0.1442,0.0104,0.1118,-0.2633,0.0500,-1.47,1.54,-19.51,0,3.848,-26.698,-47.425,9.710,0.021,-0.017,0.000,0.000,0.000,0.000
4132,0.7714,0.1438,0.0162,0.0751,-0.1797,0.0782,-3.43,3.96,-18.72,0,3.832,-5.306,-34.628,11.734,0.034,-0.033,0.000,0.000,0.000,0.000
4182,0.7740,0.1570,0.0065,0.0505,-0.0361,0.0030,-4.94,6.52,-17.23,0,3.822,12.909,-9.032,-0.220,0.033,-0.044,0.000,0.000,0.000,0.000
4233,0.7678,0.1833,-0.0016,-0.0297,0.1492,-0.0644,-5.42,7.84,-16.39,0,3.795,50.226,5.608,0.394,0.013,-0.032,0.000,0.000,0.000,0.000
4284,0.7485,0.2295,-0.0169,-0.1693,0.3938,-0.1548,-4.25,8.91,-15.42,0,3.769,63.502,49.347,6.311,0.025,-0.046,0.000,0.000,0.000,0.000
4335,0.7153,0.2780,-0.0641,-0.3534,0.5782,-0.3751,-2.15,7.28,-15.47,0,3.758,77.904,115.626,11.148,0.018,-0.015,0.000,0.000,0.000,0.000
4386,0.6800,0.3152,-0.0272,-0.4789,0.6350,-0.0479,1.54,1.37,-16.19,0,3.795,80.003,66.601,9.504,0.020,-0.030,0.000,0.000,0.000,0.000
4437,0.6570,0.3275,-0.0087,-0.4740,0.4961,0.1312,7.28,-3.26,-16.50,0,3.822,-31.468,50.102,4.788,-0.018,-0.035,0.000,0.000,0.000,0.000
4488,0.6248,0.3407,-0.0000,-0.5118,0.3656,0.1536,7.56,-6.32,-16.46,0,3.816,-80.009,69.968,3.526,-0.014,-0.008,0.000,0.000,0.000,0.000
4540,0.6055,0.3200,0.0064,-0.4666,0.0898,0.1510,5.42,-10.66,-16.07,0,3.806,-52.963,12.071,3.592,-0.001,-0.013,0.000,0.000,0.000,0.000
4590,0.6110,0.2829,0.0026,-0.2813,-0.1695,0.0929,3.37,-13.29,-16.14,0,3.795,-67.259,-87.044,3.108,0.005,-0.022,0.000,0.000,0.000,0.000
4641,0.6490,0.2255,-0.0214,0.0250,-0.4397,-0.0601,0.90,-11.74,-16.42,0,3.753,-86.477,-129.009,-3.260,-0.008,-0.016,0.000,0.000,0.000,0.000
4692,0.6731,0.1959,-0.0138,0.2067,-0.5112,-0.0086,-4.20,-5.35,-18.06,0,3.764,-68.563,-155.902,0.644,-0.013,-0.022,0.000,0.000,0.000,0.000
4744,0.6907,0.1867,-0.0049,0.2844,-0.4224,0.0579,-8.26,2.44,-18.36,0,3.774,15.447,-79.807,0.854,-0.003,-0.018,0.000,0.000,0.000,0.000
4795,0.7277,0.1670,-0.0051,0.4180,-0.3562,0.0429,-8.35,5.43,-17.12,0,3.758,14.839,-51.692,-0.971,0.005,-0.025,0.000,0.000,0.000,0.000
4845,0.7651,0.1549,-0.0162,0.4991,-0.2538,-0.0279,-7.80,7.52,-16.19,0,3.753,21.556,-78.479,-3.946,0.007,-0.023,0.000,0.000,0.000,0.000
4897,0.8055,0.1462,-0.0030,0.5325,-0.1240,0.0594,-7.66,11.17,-15.36,0,3.764,59.795,-41.398,-4.025,0.001,-0.017,0.000,0.000,0.000,0.000
4948,0.8217,0.1654,0.0004,0.4063,0.0819,0.0854,-5.74,14.57,-15.61,0,3.758,75.906,43.962,0.362,0.010,-0.017,0.000,0.000,0.000,0.000
