time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y
2687,-0.0311,-0.0749,0.0394,-1.28,0.40,0.18,0.220,-2.551,0.185,-2.462,0.0535,-0.1004
2697,-0.0321,-0.0731,0.0326,-1.31,0.41,0.17,0.220,-4.338,0.277,-2.288,0.0536,-0.1018
2707,-0.0319,-0.0773,0.0323,-1.30,0.41,0.14,0.220,-6.300,0.501,-2.077,0.0531,-0.1015
2717,-0.0345,-0.0646,0.0323,-1.42,0.43,0.13,0.220,-6.192,0.752,-2.956,0.0527,-0.1011
2727,-0.0340,-0.0642,0.0321,-1.44,0.42,0.10,0.220,-8.334,0.418,-2.197,0.0506,-0.0980
2737,-0.0351,-0.0591,0.0318,-1.51,0.41,0.09,0.220,-6.476,-0.183,-2.223,0.0502,-0.0983
2747,-0.0361,-0.0539,0.0315,-1.59,0.41,0.06,0.220,-4.967,0.297,-2.580,0.0508,-0.1008
2757,-0.0415,-0.0410,0.0239,-1.71,0.44,0.03,0.220,-3.766,-1.024,-2.724,0.0492,-0.1017
2768,-0.0423,-0.0381,0.0236,-1.78,0.44,0.01,0.220,-3.015,-0.257,-2.759,0.0493,-0.1053
2777,-0.0401,-0.0408,0.0232,-1.81,0.42,-0.01,0.220,-0.977,1.030,-2.185,0.0494,-0.1068
2787,-0.0442,-0.0391,0.0225,-1.84,0.44,-0.04,0.220,-2.224,1.845,-2.391,0.0496,-0.1083
2797,-0.0434,-0.0452,0.0155,-1.82,0.44,-0.07,0.220,-2.034,0.803,-1.601,0.0487,-0.1076
2807,-0.0426,-0.0450,0.0153,-1.83,0.43,-0.09,0.220,-2.274,2.108,-1.404,0.0478,-0.1031
2817,-0.0416,-0.0448,0.0148,-1.83,0.41,-0.12,0.220,-0.858,2.024,-1.313,0.0469,-0.1026
2827,-0.0438,-0.0385,0.0143,-1.87,0.40,-0.14,0.224,1.376,1.319,-1.592,0.0453,-0.1026
2837,-0.0458,-0.0217,0.0141,-1.97,0.40,-0.15,0.224,1.299,0.923,-1.749,0.0459,-0.1053
2847,-0.0477,-0.0161,0.0142,-2.00,0.39,-0.17,0.224,0.296,1.243,-0.894,0.0454,-0.1054
2857,-0.0513,-0.0119,0.0174,-2.01,0.39,-0.19,0.224,-0.073,1.568,-1.487,0.0439,-0.1071
2867,-0.0487,-0.0159,0.0177,-1.95,0.37,-0.20,0.224,-0.461,2.679,-1.444,0.0425,-0.1032
2877,-0.0493,-0.0125,0.0180,-1.95,0.36,-0.22,0.222,-0.141,2.375,-1.624,0.0422,-0.1043
2887,-0.0528,-0.0136,0.0180,-1.92,0.36,-0.23,0.222,-0.442,2.811,-0.757,0.0416,-0.1043
2897,-0.0559,0.0011,0.0131,-1.99,0.36,-0.24,0.222,0.256,1.674,-0.985,0.0402,-0.1048
2907,-0.0559,0.0013,0.0133,-1.97,0.33,-0.26,0.222,1.074,1.983,-0.476,0.0402,-0.1048
2917,-0.0564,0.0047,0.0134,-1.97,0.31,-0.27,0.222,1.765,0.909,-1.218,0.0404,-0.1054
2927,-0.0595,0.0063,0.0135,-1.97,0.31,-0.29,0.224,1.929,1.053,-0.464,0.0389,-0.1055
2937,-0.0577,0.0078,0.0141,-1.96,0.28,-0.29,0.224,1.991,1.186,-1.046,0.0385,-0.0974
2947,-0.0608,0.0106,0.0146,-1.95,0.28,-0.30,0.224,2.479,2.647,-0.568,0.0378,-0.1060
2957,-0.0605,0.0366,0.0149,-2.07,0.26,-0.30,0.224,2.278,2.978,-0.049,0.0378,-0.1060
2966,-0.0589,0.0151,0.0158,-1.90,0.24,-0.31,0.224,2.151,2.172,0.750,0.0364,-0.1061
2977,-0.0600,0.0175,0.0160,-1.88,0.22,-0.33,0.223,3.767,2.174,0.377,0.0341,-0.1081
2987,-0.0626,0.0197,0.0163,-1.86,0.21,-0.33,0.223,3.535,3.297,0.134,0.0341,-0.1081
2996,-0.0636,0.0218,0.0125,-1.83,0.18,-0.33,0.223,2.702,2.810,-0.521,0.0339,-0.1067
3007,-0.0661,0.0191,0.0125,-1.76,0.17,-0.33,0.223,1.592,1.684,-0.534,0.0332,-0.1075
3017,-0.0652,0.0256,0.0127,-1.75,0.13,-0.33,0.223,0.835,0.700,0.377,0.0323,-0.1055
3027,-0.0629,0.0197,0.0133,-1.67,0.09,-0.33,0.221,-0.439,0.123,-0.055,0.0304,-0.1046
3037,-0.0638,0.0278,0.0137,-1.68,0.07,-0.33,0.221,-0.728,1.499,-0.170,0.0305,-0.1089
3047,-0.0646,0.0356,0.0143,-1.70,0.06,-0.33,0.221,-1.290,0.866,-0.521,0.0306,-0.1073
3057,-0.0684,0.0401,0.0067,-1.71,0.07,-0.33,0.221,-2.331,0.925,0.002,0.0287,-0.1057
3067,-0.0662,0.0295,0.0075,-1.63,0.05,-0.33,0.221,-0.500,0.352,-0.112,0.0280,-0.1053
3076,-0.0640,0.0360,0.0080,-1.66,0.03,-0.33,0.224,-0.777,-0.245,0.439,0.0265,-0.1069
3087,-0.0679,0.0425,0.0081,-1.70,0.04,-0.34,0.224,-0.903,-0.207,0.571,0.0261,-0.1021
3097,-0.0679,0.0454,0.0093,-1.72,0.04,-0.34,0.224,0.114,-1.006,0.153,0.0254,-0.1015
3107,-0.0704,0.0423,0.0096,-1.69,0.05,-0.34,0.224,1.384,-1.121,0.715,0.0243,-0.1017
3117,-0.0695,0.0577,0.0102,-1.78,0.04,-0.33,0.224,2.703,0.103,1.021,0.0239,-0.1008
3127,-0.0696,0.0608,0.0111,-1.78,0.04,-0.33,0.223,1.653,1.451,1.819,0.0219,-0.0978
3136,-0.0706,0.0616,0.0116,-1.76,0.06,-0.33,0.223,1.973,0.054,1.664,0.0215,-0.0986
3147,-0.0699,0.0653,0.0119,-1.74,0.07,-0.32,0.223,2.430,1.624,2.158,0.0206,-0.0983
3156,-0.0737,0.0750,0.0093,-1.76,0.09,-0.31,0.223,1.471,1.425,2.284,0.0208,-0.0990
3166,-0.0729,0.0736,0.0099,-1.72,0.07,-0.30,0.223,3.331,1.347,1.946,0.0199,-0.0955
3177,-0.0735,0.0753,0.0104,-1.68,0.07,-0.28,0.220,3.565,-0.044,1.102,0.0195,-0.0959
3187,-0.0710,0.0739,0.0109,-1.64,0.04,-0.26,0.220,2.963,0.930,1.350,0.0186,-0.0930
3197,-0.0715,0.0843,0.0019,-1.67,0.03,-0.23,0.220,4.500,1.623,1.451,0.0177,-0.0933
3206,-0.0706,0.0839,0.0025,-1.62,0.01,-0.22,0.220,3.611,1.903,2.035,0.0168,-0.0942
3216,-0.0711,0.0925,0.0028,-1.62,0.01,-0.20,0.220,4.013,1.380,1.952,0.0165,-0.0950
3226,-0.0717,0.0916,0.0033,-1.56,-0.00,-0.19,0.220,3.800,1.754,1.954,0.0167,-0.1024
3236,-0.0722,0.0891,0.0039,-1.48,-0.01,-0.17,0.220,5.202,1.285,1.596,0.0163,-0.0979
3246,-0.0712,0.0866,0.0046,-1.41,-0.03,-0.15,0.220,3.564,1.608,1.972,0.0154,-0.0972
3256,-0.0684,0.0654,-0.0002,-1.22,-0.06,-0.13,0.220,2.866,1.490,0.991,0.0150,-0.0963
3266,-0.0674,0.0784,-0.0000,-1.26,-0.08,-0.11,0.220,3.472,2.438,1.385,0.0141,-0.0955
3277,-0.0679,0.0805,0.0003,-1.21,-0.10,-0.09,0.220,2.306,1.880,1.497,0.0138,-0.0958
3287,-0.0667,0.0827,0.0009,-1.17,-0.12,-0.08,0.220,0.964,3.204,1.520,0.0132,-0.0950
3296,-0.0671,0.0844,-0.0020,-1.14,-0.14,-0.06,0.220,0.720,3.252,0.727,0.0118,-0.0941
3306,-0.0658,0.0830,-0.0014,-1.09,-0.17,-0.05,0.220,0.490,2.753,0.664,0.0105,-0.0911
3317,-0.0655,0.0849,-0.0008,-1.07,-0.20,-0.03,0.220,-0.662,2.369,-0.319,0.0096,-0.0902
3326,-0.0672,0.0868,-0.0001,-1.06,-0.22,-0.02,0.221,-0.586,1.575,-0.549,0.0089,-0.0892
3336,-0.0689,0.0949,0.0007,-1.09,-0.23,-0.02,0.221,-0.615,1.230,-0.667,0.0075,-0.0883
3347,-0.0689,0.0967,0.0017,-1.09,-0.26,-0.02,0.221,-0.324,1.178,-0.605,0.0075,-0.0883
3356,-0.0685,0.0986,0.0027,-1.09,-0.28,-0.02,0.221,-0.805,2.037,-0.235,0.0077,-0.0879
3366,-0.0701,0.1003,0.0034,-1.10,-0.29,-0.03,0.221,-0.319,0.701,-0.083,0.0074,-0.0881
3376,-0.0671,0.1003,0.0043,-1.10,-0.31,-0.03,0.221,-1.930,-0.302,0.963,0.0046,-0.0806
3387,-0.0656,0.0988,0.0054,-1.08,-0.33,-0.04,0.221,0.689,-0.138,0.191,0.0054,-0.0809
3397,-0.0650,0.1007,0.0059,-1.09,-0.35,-0.04,0.221,0.245,-1.370,-0.028,0.0049,-0.0811
3407,-0.0686,0.1185,0.0061,-1.20,-0.32,-0.04,0.221,2.408,-1.504,0.001,0.0039,-0.0814
3416,-0.0657,0.1196,0.0069,-1.20,-0.33,-0.03,0.221,4.986,-1.435,-0.478,0.0029,-0.0787
3426,-0.0646,0.1175,0.0078,-1.17,-0.33,-0.03,0.225,3.900,-0.846,0.295,0.0019,-0.0768
3436,-0.0652,0.1152,0.0088,-1.13,-0.31,-0.03,0.225,4.838,-0.474,-0.383,0.0019,-0.0746
3446,-0.0657,0.1220,0.0093,-1.13,-0.29,-0.04,0.225,4.728,0.379,0.097,0.0010,-0.0744
3456,-0.0663,0.1258,0.0182,-1.09,-0.27,-0.04,0.225,4.258,0.739,0.507,-0.0000,-0.0732
3466,-0.0637,0.1306,0.0191,-1.07,-0.28,-0.04,0.225,3.927,1.056,0.577,-0.0007,-0.0719
3476,-0.0642,0.1291,0.0200,-1.00,-0.27,-0.04,0.223,3.107,1.230,0.470,-0.0032,-0.0651
3486,-0.0646,0.1306,0.0207,-0.95,-0.27,-0.04,0.223,3.650,1.709,-0.610,-0.0020,-0.0654
3496,-0.0642,0.1321,0.0192,-0.90,-0.27,-0.03,0.223,2.012,1.170,0.793,-0.0029,-0.0657
3506,-0.0692,0.1504,0.0188,-0.96,-0.24,-0.04,0.223,2.018,0.780,0.623,-0.0034,-0.0649
3516,-0.0633,0.1466,0.0193,-0.90,-0.28,-0.04,0.223,3.544,-0.262,0.453,-0.0044,-0.0611
3526,-0.0637,0.1430,0.0199,-0.84,-0.29,-0.03,0.222,-0.237,-0.642,1.501,-0.0058,-0.0593
3536,-0.0626,0.1424,0.0204,-0.80,-0.30,-0.03,0.222,4.714,0.043,0.425,-0.0065,-0.0578
3546,-0.0632,0.1511,0.0206,-0.82,-0.30,-0.02,0.222,2.412,0.980,1.252,-0.0074,-0.0571
3556,-0.0652,0.1533,0.0156,-0.80,-0.29,-0.02,0.222,5.463,1.050,0.603,-0.0078,-0.0564
3566,-0.0647,0.1547,0.0159,-0.78,-0.29,-0.01,0.222,5.109,2.372,0.567,-0.0087,-0.0532
3576,-0.0650,0.1534,0.0158,-0.71,-0.29,-0.00,0.223,2.712,2.297,0.860,-0.0090,-0.0525
3586,-0.0638,0.1521,0.0158,-0.66,-0.30,0.01,0.223,0.994,2.840,1.103,-0.0093,-0.0512
3596,-0.0639,0.1582,0.0129,-0.64,-0.31,0.01,0.223,3.321,2.978,0.030,-0.0106,-0.0499
3606,-0.0624,0.1567,0.0127,-0.59,-0.34,0.02,0.223,6.953,2.625,-0.041,-0.0110,-0.0504
3616,-0.0608,0.1570,0.0126,-0.58,-0.37,0.03,0.223,2.730,2.315,-0.243,-0.0108,-0.0472
3627,-0.0624,0.1571,0.0126,-0.56,-0.38,0.04,0.226,0.839,2.472,0.155,-0.0116,-0.0458
3637,-0.0609,0.1519,0.0130,-0.46,-0.42,0.04,0.226,2.622,3.875,-0.113,-0.0119,-0.0445
3647,-0.0578,0.1578,0.0130,-0.43,-0.46,0.03,0.226,0.832,2.173,0.030,-0.0128,-0.0422
3656,-0.0578,0.1579,0.0168,-0.41,-0.49,0.03,0.226,-0.463,0.081,-0.829,-0.0134,-0.0406
3667,-0.0561,0.1578,0.0167,-0.41,-0.52,0.04,0.226,1.757,1.812,-0.592,-0.0143,-0.0383
3676,-0.0562,0.1609,0.0162,-0.41,-0.54,0.03,0.224,3.319,-0.049,-1.620,-0.0143,-0.0371
3687,-0.0553,0.1616,0.0158,-0.42,-0.55,0.03,0.224,2.544,0.322,-0.871,-0.0158,-0.0367
3697,-0.0553,0.1640,0.0115,-0.40,-0.56,0.02,0.224,7.049,-0.138,-1.706,-0.0158,-0.0361
3706,-0.0525,0.1637,0.0115,-0.38,-0.58,0.01,0.224,3.593,0.009,-1.246,-0.0167,-0.0365
3716,-0.0545,0.1600,0.0114,-0.32,-0.56,-0.00,0.224,2.629,0.470,-1.825,-0.0172,-0.0331
3727,-0.0517,0.1575,0.0112,-0.26,-0.57,-0.01,0.227,1.887,-0.516,-1.719,-0.0172,-0.0322
3736,-0.0521,0.1522,0.0108,-0.18,-0.56,-0.02,0.227,0.399,0.243,-1.676,-0.0182,-0.0315
3747,-0.0510,0.1580,0.0100,-0.19,-0.55,-0.04,0.227,3.220,-0.874,-3.142,-0.0187,-0.0299
3756,-0.0485,0.1562,0.0128,-0.15,-0.56,-0.06,0.227,0.003,-0.413,-2.126,-0.0187,-0.0286
3767,-0.0491,0.1541,0.0127,-0.11,-0.54,-0.08,0.227,2.421,0.051,-3.333,-0.0197,-0.0283
3776,-0.0467,0.1534,0.0127,-0.09,-0.54,-0.10,0.230,3.477,1.003,-2.268,-0.0197,-0.0290
3786,-0.0474,0.1501,0.0126,-0.04,-0.54,-0.12,0.230,-0.009,1.447,-2.510,-0.0206,-0.0241
3797,-0.0450,0.1436,0.0195,0.01,-0.55,-0.15,0.230,0.876,0.611,-3.341,-0.0205,-0.0227
3806,-0.0454,0.1538,0.0189,-0.04,-0.55,-0.18,0.230,0.557,1.244,-3.645,-0.0214,-0.0229
3816,-0.0428,0.1535,0.0185,-0.02,-0.57,-0.20,0.230,2.459,2.604,-3.680,-0.0223,-0.0206
3826,-0.0434,0.1546,0.0183,-0.03,-0.57,-0.24,0.230,1.631,0.603,-3.485,-0.0227,-0.0187
3836,-0.0424,0.1482,0.0183,0.02,-0.58,-0.26,0.230,2.115,4.077,-3.717,-0.0235,-0.0174
3847,-0.0427,0.1508,0.0181,0.02,-0.59,-0.30,0.230,3.217,3.539,-3.547,-0.0234,-0.0156
3856,-0.0417,0.1518,0.0198,0.04,-0.60,-0.34,0.230,-0.010,3.357,-2.847,-0.0242,-0.0132
3866,-0.0419,0.1512,0.0194,0.06,-0.62,-0.37,0.230,1.334,-0.749,-3.287,-0.0247,-0.0113
3876,-0.0390,0.1520,0.0190,0.08,-0.67,-0.41,0.226,0.645,1.094,-2.799,-0.0256,-0.0110
3885,-0.0392,0.1545,0.0185,0.08,-0.70,-0.44,0.226,2.447,-2.524,-3.089,-0.0260,-0.0095
3896,-0.0383,0.1550,0.0081,0.08,-0.70,-0.47,0.226,3.286,-0.530,-3.678,-0.0270,-0.0086
3906,-0.0387,0.1514,0.0074,0.12,-0.69,-0.50,0.226,2.293,-1.570,-3.976,-0.0275,-0.0089
3916,-0.0375,0.1512,0.0067,0.13,-0.70,-0.53,0.226,3.766,0.038,-3.564,-0.0275,-0.0051
3926,-0.0382,0.1489,0.0062,0.17,-0.67,-0.56,0.224,3.729,1.094,-3.399,-0.0279,-0.0035
3936,-0.0376,0.1434,0.0061,0.23,-0.65,-0.60,0.224,2.560,-0.507,-3.541,-0.0279,-0.0042
3946,-0.0352,0.1501,0.0054,0.22,-0.66,-0.64,0.224,2.279,-2.472,-3.480,-0.0285,-0.0019
3956,-0.0342,0.1502,-0.0057,0.25,-0.67,-0.67,0.224,3.551,-0.789,-3.974,-0.0290,-0.0011
3966,-0.0320,0.1430,-0.0059,0.32,-0.67,-0.70,0.224,4.514,1.513,-3.809,-0.0299,-0.0003
3976,-0.0317,0.1451,-0.0062,0.33,-0.64,-0.74,0.226,3.680,2.052,-3.747,-0.0298,0.0014
3986,-0.0312,0.1424,-0.0065,0.37,-0.63,-0.77,0.226,4.283,1.874,-4.237,-0.0306,0.0032
3996,-0.0320,0.1397,-0.0082,0.43,-0.62,-0.81,0.226,4.897,2.987,-3.254,-0.0304,0.0040
4006,-0.0295,0.1400,-0.0085,0.46,-0.66,-0.84,0.226,3.614,3.556,-3.279,-0.0318,0.0057
4016,-0.0300,0.1403,-0.0085,0.48,-0.68,-0.88,0.226,4.717,0.473,-3.673,-0.0322,0.0050
4026,-0.0274,0.1376,-0.0084,0.52,-0.71,-0.91,0.228,6.740,1.590,-4.174,-0.0326,0.0052
4036,-0.0294,0.1377,-0.0080,0.57,-0.72,-0.95,0.228,2.173,2.469,-3.612,-0.0325,0.0075
4046,-0.0286,0.1303,-0.0072,0.64,-0.74,-0.98,0.228,5.899,2.269,-3.738,-0.0323,0.0101
4056,-0.0278,0.1258,-0.0023,0.73,-0.75,-1.01,0.228,-0.172,1.694,-3.028,-0.0328,0.0101
4066,-0.0252,0.1278,-0.0017,0.74,-0.78,-1.05,0.228,1.173,1.974,-2.830,-0.0337,0.0110
4076,-0.0226,0.1306,-0.0011,0.77,-0.81,-1.10,0.223,4.002,1.962,-3.449,-0.0342,0.0108
4086,-0.0220,0.1250,-0.0005,0.82,-0.81,-1.13,0.223,1.992,0.779,-2.899,-0.0352,0.0097
4096,-0.0228,0.1223,-0.0082,0.83,-0.81,-1.15,0.223,-1.595,0.738,-2.473,-0.0351,0.0126
4106,-0.0220,0.1166,-0.0079,0.88,-0.83,-1.18,0.223,-3.265,0.882,-1.721,-0.0355,0.0146
4116,-0.0230,0.1080,-0.0071,0.95,-0.83,-1.21,0.223,-6.508,2.231,-0.482,-0.0357,0.0159
4126,-0.0206,0.1120,-0.0066,0.91,-0.84,-1.24,0.224,-5.516,0.435,-0.637,-0.0357,0.0185
4136,-0.0198,0.1131,-0.0060,0.86,-0.84,-1.26,0.224,-4.047,1.326,0.065,-0.0366,0.0175
4146,-0.0184,0.1116,-0.0055,0.80,-0.85,-1.26,0.224,-3.007,-0.154,0.219,-0.0371,0.0176
4156,-0.0161,0.1148,-0.0068,0.73,-0.86,-1.28,0.224,-0.067,-0.310,0.409,-0.0376,0.0191
4166,-0.0171,0.1069,-0.0059,0.74,-0.86,-1.28,0.224,1.006,0.067,0.657,-0.0378,0.0201
4177,-0.0166,0.1026,-0.0051,0.72,-0.85,-1.27,0.224,3.077,-2.694,0.685,-0.0379,0.0210
4186,-0.0162,0.1027,-0.0044,0.70,-0.84,-1.27,0.224,4.325,-0.488,0.697,-0.0380,0.0220
4196,-0.0148,0.1014,-0.0043,0.70,-0.85,-1.26,0.224,4.381,0.186,1.227,-0.0385,0.0212
4205,-0.0131,0.0997,-0.0035,0.71,-0.83,-1.25,0.224,6.363,-0.026,1.322,-0.0390,0.0220
4216,-0.0129,0.0930,-0.0024,0.78,-0.82,-1.24,0.224,6.502,-0.646,0.976,-0.0390,0.0205
4226,-0.0127,0.0911,-0.0015,0.81,-0.80,-1.23,0.221,0.641,2.008,2.036,-0.0390,0.0243
4235,-0.0110,0.0826,-0.0006,0.91,-0.81,-1.21,0.221,4.327,1.887,0.778,-0.0388,0.0262
4246,-0.0090,0.0901,-0.0001,0.90,-0.82,-1.20,0.221,4.482,1.860,1.427,-0.0393,0.0259
4256,-0.0070,0.0915,-0.0066,0.92,-0.83,-1.18,0.221,0.750,2.063,1.906,-0.0397,0.0284
4266,-0.0056,0.0899,-0.0060,0.94,-0.85,-1.17,0.221,-2.405,1.493,2.108,-0.0406,0.0274
4276,-0.0055,0.0845,-0.0053,1.01,-0.85,-1.15,0.222,-6.742,2.027,2.483,-0.0405,0.0291
4286,-0.0050,0.0877,-0.0051,1.00,-0.87,-1.14,0.222,-6.266,4.100,2.705,-0.0404,0.0288
4296,-0.0064,0.0801,-0.0061,1.03,-0.87,-1.11,0.222,-4.013,2.946,2.739,-0.0408,0.0279
4306,-0.0044,0.0811,-0.0059,0.96,-0.89,-1.09,0.222,-4.927,0.734,3.674,-0.0408,0.0286
4315,-0.0022,0.0759,-0.0053,0.91,-0.93,-1.06,0.222,-1.640,2.359,3.842,-0.0412,0.0296
4326,-0.0017,0.0692,-0.0043,0.91,-0.96,-1.03,0.227,-4.588,0.428,4.545,-0.0416,0.0298
4336,-0.0001,0.0676,-0.0034,0.86,-0.97,-0.99,0.227,-0.664,-2.606,3.603,-0.0417,0.0303
4346,0.0004,0.0672,-0.0025,0.83,-0.99,-0.95,0.227,1.002,-3.994,3.874,-0.0418,0.0328
4356,0.0007,0.0641,0.0097,0.80,-0.98,-0.91,0.227,0.160,-4.238,4.075,-0.0419,0.0338
4366,0.0021,0.0622,0.0108,0.79,-0.97,-0.87,0.227,1.805,-3.170,4.530,-0.0421,0.0352
4376,0.0035,0.0667,0.0117,0.75,-0.93,-0.83,0.223,2.878,-2.534,4.681,-0.0420,0.0358
4386,0.0046,0.0663,0.0125,0.74,-0.90,-0.79,0.223,6.032,-3.268,3.658,-0.0420,0.0365
4396,0.0054,0.0672,0.0096,0.75,-0.85,-0.76,0.223,3.315,0.217,4.026,-0.0419,0.0372
4405,0.0069,0.0658,0.0103,0.78,-0.83,-0.71,0.223,1.574,0.799,4.416,-0.0424,0.0370
4415,0.0083,0.0645,0.0106,0.83,-0.80,-0.67,0.223,2.657,2.198,4.637,-0.0423,0.0374
4426,0.0096,0.0631,0.0111,0.86,-0.79,-0.63,0.223,2.161,2.914,4.615,-0.0421,0.0421
4435,0.0091,0.0592,0.0117,0.91,-0.78,-0.59,0.223,0.225,3.102,5.225,-0.0420,0.0428
4446,0.0106,0.0568,0.0123,0.93,-0.80,-0.54,0.223,-0.621,2.108,5.327,-0.0425,0.0427
4456,0.0122,0.0680,0.0094,0.86,-0.82,-0.50,0.223,-0.186,3.236,5.405,-0.0423,0.0434
4466,0.0136,0.0665,0.0097,0.86,-0.85,-0.45,0.223,-3.128,2.564,5.539,-0.0422,0.0457
4476,0.0132,0.0628,0.0103,0.87,-0.87,-0.40,0.225,-0.350,1.068,5.406,-0.0422,0.0450
4486,0.0147,0.0613,0.0107,0.86,-0.90,-0.34,0.225,0.771,-0.156,4.931,-0.0422,0.0454
4495,0.0163,0.0650,0.0125,0.81,-0.92,-0.29,0.225,0.898,-0.268,5.645,-0.0423,0.0459
4505,0.0173,0.0594,0.0130,0.83,-0.92,-0.23,0.225,-0.975,-1.875,5.310,-0.0429,0.0459
4516,0.0184,0.0575,0.0134,0.82,-0.93,-0.18,0.225,0.886,-0.209,5.410,-0.0428,0.0465
4525,0.0193,0.0558,0.0137,0.81,-0.93,-0.12,0.226,1.245,-1.864,5.668,-0.0426,0.0470
4536,0.0184,0.0527,0.0141,0.81,-0.90,-0.06,0.226,0.280,-2.160,5.939,-0.0423,0.0475
4546,0.0199,0.0513,0.0143,0.82,-0.90,-0.01,0.226,2.500,-1.154,6.119,-0.0421,0.0480
4555,0.0216,0.0498,0.0158,0.83,-0.89,0.05,0.226,1.870,-2.161,5.533,-0.0419,0.0485
4565,0.0232,0.0484,0.0159,0.84,-0.87,0.11,0.226,2.044,-0.633,5.112,-0.0416,0.0490
4576,0.0246,0.0469,0.0159,0.86,-0.85,0.17,0.222,2.265,-0.017,5.151,-0.0414,0.0494
4586,0.0261,0.0455,0.0160,0.88,-0.84,0.23,0.222,2.749,-0.003,5.125,-0.0416,0.0511
4595,0.0274,0.0440,0.0067,0.90,-0.83,0.28,0.222,1.106,0.283,5.639,-0.0417,0.0516
4606,0.0289,0.0425,0.0068,0.93,-0.82,0.33,0.222,0.266,1.044,5.790,-0.0414,0.0520
4616,0.0289,0.0447,0.0068,0.92,-0.81,0.38,0.222,0.802,1.037,5.745,-0.0411,0.0524
4625,0.0291,0.0430,0.0071,0.94,-0.81,0.44,0.224,0.635,3.157,5.935,-0.0412,0.0500
4635,0.0305,0.0414,0.0074,0.94,-0.81,0.50,0.224,-1.336,0.685,5.701,-0.0412,0.0512
4645,0.0293,0.0334,0.0074,0.99,-0.81,0.50,0.224,0.498,0.768,5.587,-0.0413,0.0518
4655,0.0299,0.0342,0.0053,0.98,-0.81,0.56,0.224,-0.569,0.619,5.993,-0.0410,0.0521
4665,0.0301,0.0334,0.0054,0.98,-0.82,0.62,0.224,-0.771,-0.712,5.773,-0.0411,0.0498
4675,0.0315,0.0317,0.0059,0.98,-0.83,0.67,0.223,-0.522,-0.930,5.723,-0.0408,0.0500
4685,0.0318,0.0228,0.0063,1.03,-0.84,0.73,0.223,-0.948,-2.165,4.803,-0.0404,0.0507
4695,0.0332,0.0211,0.0026,1.02,-0.84,0.79,0.223,0.907,0.683,4.541,-0.0400,0.0509
4706,0.0346,0.0194,0.0030,1.02,-0.84,0.85,0.223,-2.821,-1.634,5.186,-0.0396,0.0511
4715,0.0362,0.0192,0.0034,1.00,-0.83,0.90,0.223,0.205,-1.635,5.289,-0.0400,0.0503
4726,0.0377,0.0175,0.0036,1.00,-0.81,0.95,0.227,1.689,-0.010,4.453,-0.0387,0.0509
4736,0.0391,0.0158,0.0038,1.00,-0.80,1.00,0.227,-2.432,-0.280,4.631,-0.0390,0.0503
4746,0.0383,0.0115,0.0042,0.99,-0.78,1.05,0.227,-3.105,-0.378,4.699,-0.0399,0.0497
4755,0.0421,0.0112,0.0108,0.97,-0.77,1.10,0.227,-1.704,0.545,4.283,-0.0394,0.0498
4766,0.0417,0.0075,0.0113,0.99,-0.76,1.15,0.227,-0.124,-0.616,3.946,-0.0397,0.0491
4775,0.0392,0.0039,0.0119,0.99,-0.73,1.20,0.224,-3.353,-2.204,4.551,-0.0393,0.0491
4785,0.0408,0.0025,0.0127,0.96,-0.73,1.24,0.224,-5.536,-2.331,4.806,-0.0390,0.0494
4795,0.0401,-0.0011,0.0090,0.95,-0.72,1.29,0.224,2.044,-0.608,3.091,-0.0392,0.0479
4805,0.0414,-0.0027,0.0091,0.95,-0.71,1.33,0.224,-3.424,-3.544,2.377,-0.0389,0.0439
4815,0.0424,-0.0034,0.0094,0.92,-0.69,1.38,0.224,1.639,-0.113,2.356,-0.0392,0.0481
4825,0.0419,-0.0090,0.0098,0.91,-0.66,1.42,0.222,-2.032,-2.902,2.644,-0.0395,0.0441
4835,0.0429,-0.0210,0.0102,0.97,-0.65,1.46,0.222,-1.627,-1.572,1.207,-0.0385,0.0458
4845,0.0419,-0.0107,0.0108,0.88,-0.61,1.48,0.222,4.170,-0.240,1.348,-0.0380,0.0456
4855,0.0410,-0.0226,0.0025,0.95,-0.59,1.51,0.222,0.069,-0.490,0.940,-0.0376,0.0454
4866,0.0437,-0.0191,0.0029,0.90,-0.57,1.53,0.222,-0.250,1.637,1.146,-0.0378,0.0462
4875,0.0447,-0.0206,0.0031,0.88,-0.55,1.55,0.222,-2.376,0.860,0.910,-0.0379,0.0437
4885,0.0457,-0.0221,0.0033,0.91,-0.55,1.57,0.222,-8.601,-0.763,1.162,-0.0375,0.0434
4895,0.0448,-0.0207,-0.0011,0.91,-0.53,1.58,0.222,-3.819,-0.480,0.560,-0.0370,0.0431
4905,0.0443,-0.0286,-0.0011,0.94,-0.53,1.59,0.222,-6.102,-2.373,0.070,-0.0360,0.0436
4915,0.0453,-0.0302,-0.0010,0.92,-0.55,1.60,0.222,-5.384,-0.989,-0.232,-0.0355,0.0407
4926,0.0462,-0.0317,-0.0009,0.85,-0.55,1.61,0.224,-6.308,-1.837,-0.199,-0.0360,0.0420
4935,0.0488,-0.0307,-0.0007,0.79,-0.55,1.62,0.224,-3.136,-2.312,-0.324,-0.0356,0.0423
