time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z
0,-0.0026,0.0028,0.0030,0.53,0.07,-0.31,0.014,-0.231,0.186,0.423
0,-0.0012,-0.0008,0.0031,0.56,0.06,-0.31,0.014,-0.276,0.266,-0.001
0,-0.0013,0.0018,0.0032,0.54,0.06,-0.31,0.014,0.099,-0.221,0.005
0,-0.0024,0.0018,0.0034,0.53,0.07,-0.30,0.014,-0.323,0.076,0.049
0,-0.0033,0.0042,0.0034,0.51,0.08,-0.30,0.014,0.134,-0.318,-0.027
0,0.0041,0.0003,0.0036,0.54,0.02,-0.30,0.014,-0.260,0.056,0.150
0,0.0041,-0.0008,0.0055,0.55,0.02,-0.30,0.014,-0.101,0.010,0.064
0,-0.0020,-0.0007,0.0056,0.55,0.07,-0.30,0.014,-0.006,-0.163,-0.097
0,-0.0019,-0.0016,0.0056,0.56,0.07,-0.30,0.011,-0.162,0.136,0.104
0,-0.0006,-0.0013,0.0056,0.55,0.06,-0.30,0.011,-0.219,-0.149,-0.172
0,-0.0018,0.0048,-0.0005,0.51,0.07,-0.30,0.011,-0.444,0.092,0.195
0,0.0071,0.0022,-0.0006,0.52,-0.00,-0.30,0.011,0.139,0.128,0.119
0,0.0019,0.0081,-0.0008,0.48,0.03,-0.30,0.011,-0.201,-0.101,0.061
0,-0.0027,0.0081,-0.0011,0.48,0.07,-0.30,0.011,-0.085,0.275,0.091
1,-0.0026,0.0057,-0.0013,0.50,0.07,-0.30,0.011,0.232,-0.160,-0.358
1,0.0022,-0.0002,-0.0012,0.55,0.03,-0.29,0.011,-0.389,0.243,0.118
1,0.0033,0.0001,-0.0048,0.54,0.02,-0.29,0.011,-0.116,-0.018,-0.242
1,-0.0026,0.0048,-0.0047,0.51,0.07,-0.30,0.011,-0.217,0.235,0.172
1,-0.0028,0.0052,-0.0047,0.50,0.07,-0.29,0.013,-0.257,0.064,0.183
1,-0.0028,0.0003,-0.0047,0.54,0.07,-0.30,0.013,0.044,-0.071,0.133
1,-0.0014,0.0003,-0.0023,0.54,0.05,-0.29,0.013,-0.038,-0.157,0.014
1,-0.0025,-0.0007,-0.0023,0.55,0.06,-0.29,0.013,-0.110,-0.314,0.051
1,-0.0024,0.0042,-0.0023,0.51,0.06,-0.29,0.013,-0.115,-0.249,-0.103
1,-0.0024,0.0017,-0.0022,0.53,0.06,-0.29,0.013,-0.214,0.205,-0.068
1,-0.0068,0.0112,-0.0021,0.45,0.10,-0.29,0.014,-0.069,0.352,0.056
1,-0.0029,0.0108,-0.0020,0.45,0.07,-0.29,0.014,-0.301,0.090,-0.093
1,0.0065,-0.0001,0.0024,0.54,-0.01,-0.29,0.014,-0.010,-0.097,0.008
1,-0.0021,0.0001,0.0025,0.54,0.06,-0.29,0.014,-0.142,0.345,0.332
1,0.0003,0.0002,0.0024,0.54,0.04,-0.29,0.013,0.071,0.032,-0.134
2,-0.0020,0.0048,0.0023,0.50,0.06,-0.29,0.013,-0.160,-0.127,0.075
2,-0.0019,-0.0009,0.0020,0.54,0.06,-0.29,0.013,-0.072,0.185,-0.190
2,-0.0018,-0.0006,0.0021,0.54,0.06,-0.29,0.013,0.121,-0.073,0.027
2,0.0021,-0.0002,0.0021,0.54,0.03,-0.28,0.013,-0.142,0.083,-0.047
2,-0.0151,0.0012,0.0022,0.53,0.17,-0.29,0.013,-0.015,-0.191,-0.025
2,-0.0131,0.0051,0.0022,0.50,0.15,-0.29,0.011,-0.094,0.087,-0.181
2,-0.0184,0.0063,0.0021,0.49,0.19,-0.29,0.011,-0.044,0.083,0.063
2,-0.0004,0.0058,-0.0025,0.49,0.05,-0.29,0.011,-0.260,-0.017,-0.128
