time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y,acc_x,acc_y,acc_z,ref_x,ref_y,ref_z,est_x,est_y
269,-0.0780,0.0620,0.0475,-1.20,1.12,1.28,0.014,-24.322,-1.312,-4.163,-0.0922,0.0670,0.0170,-0.0199,1.1583,0.0000,0.0000,0.2200,0.0000,0.0000
280,-0.0780,0.0620,0.0475,-1.20,1.12,1.28,0.014,-17.632,10.113,-5.725,-0.0930,0.0677,0.0219,-0.0176,1.1463,0.0000,0.0000,0.2200,0.0000,0.0000
289,-0.0803,0.0644,0.0602,-1.66,1.41,1.27,0.011,-9.638,3.583,-5.310,-0.0954,0.0704,0.0126,-0.0057,1.1504,0.0000,0.0000,0.2200,0.0000,0.0000
300,-0.0832,0.0677,0.0744,-2.00,1.57,1.26,0.011,9.747,5.847,-4.915,-0.0963,0.0712,0.0091,-0.0077,1.1406,0.0000,0.0000,0.2200,0.0000,0.0000
309,-0.0864,0.0716,0.0905,-2.26,1.62,1.22,0.011,30.988,6.409,-5.546,-0.0973,0.0720,0.0133,-0.0147,1.1514,0.0000,0.0000,0.2200,0.0000,0.0000
319,-0.0911,0.0779,0.0874,-2.46,1.56,1.16,0.011,34.322,6.917,-3.724,0.2232,0.0529,0.0170,-0.0219,1.1603,0.0000,0.0000,0.2200,0.0000,0.0000
329,-0.0942,0.0827,0.1026,-2.57,1.49,1.10,0.001,25.751,7.450,-3.560,0.1987,0.0319,0.0095,-0.0236,1.1663,0.0000,0.0000,0.2200,0.0000,0.0000
339,-0.0972,0.0877,0.1169,-2.53,1.44,1.05,0.001,19.008,-7.659,-1.698,0.1973,0.0241,0.0093,-0.0239,1.1670,0.0000,0.0000,0.2200,0.0000,0.0000
349,0.1870,0.0749,0.1280,-2.22,0.63,0.98,0.001,13.281,-10.845,0.139,0.3355,-0.0360,0.0091,-0.0274,1.1717,0.0000,0.0000,0.2200,0.0000,0.0000
360,0.1592,0.0523,0.1022,-1.82,0.64,0.93,0.001,12.533,-18.772,1.071,0.3066,-0.0934,0.0080,-0.0258,1.1528,0.0000,0.0000,0.2200,0.0000,0.0000
369,0.1579,0.0558,0.1173,-1.54,0.56,0.90,0.001,15.166,-23.590,1.568,0.2726,-0.0739,0.0101,-0.0271,1.1331,0.0000,0.0000,0.2200,0.0000,0.0000
379,0.2799,0.0042,0.1267,-1.19,0.26,0.88,0.001,11.366,-18.293,2.582,0.2817,-0.0262,0.0050,-0.0231,1.1265,0.0000,0.0000,0.2200,0.0000,0.0000
389,0.2505,-0.0457,0.1443,-0.90,0.45,0.87,0.010,8.082,-14.413,5.647,0.2534,-0.0274,0.0012,-0.0268,1.1148,0.0000,0.0000,0.2200,0.0000,0.0000
399,0.2157,-0.0256,0.1651,-0.83,0.71,0.88,0.010,3.275,-12.670,5.765,0.2909,-0.0805,0.0077,-0.0171,1.1191,0.0000,0.0000,0.2200,0.0000,0.0000
409,0.2208,0.0211,0.1825,-0.83,0.92,0.90,0.010,-1.753,-7.959,5.617,0.3154,-0.0862,0.0032,-0.0175,1.1276,0.0000,0.0000,0.2200,0.0000,0.0000
419,0.1908,0.0213,0.1715,-0.70,1.19,0.93,0.010,-12.655,-6.231,4.234,0.3024,-0.0899,0.0014,-0.0156,1.1183,0.0000,0.0000,0.2200,0.0000,0.0000
429,0.2238,-0.0302,0.1819,-0.42,1.23,0.98,0.025,-15.544,-4.896,3.510,0.2856,-0.0866,0.0025,-0.0154,1.1146,0.0000,0.0000,0.2200,0.0000,0.0000
439,0.2444,-0.0350,0.1913,-0.37,1.29,1.03,0.025,-17.461,-9.048,2.793,0.2750,-0.0747,0.0055,-0.0135,1.1056,0.0000,0.0000,0.2200,0.0000,0.0000
449,0.2253,-0.0379,0.2047,-0.36,1.44,1.09,0.025,-22.506,-8.601,3.501,0.2458,-0.0544,0.0120,-0.0190,1.0951,0.0000,0.0000,0.2200,0.0000,0.0000
459,0.2009,-0.0331,0.2204,-0.48,1.58,1.13,0.025,-20.795,-6.257,4.218,0.2293,-0.0591,0.0076,-0.0183,1.0772,0.0000,0.0000,0.2200,0.0000,0.0000
469,0.1829,-0.0178,0.2344,-0.68,1.70,1.17,0.025,-16.106,-6.038,3.907,0.2348,-0.0569,0.0076,-0.0115,1.0658,0.0000,0.0000,0.2200,0.0000,0.0000
479,0.1406,0.0089,0.2496,-0.97,1.94,1.20,0.025,-9.208,-3.621,4.525,0.2052,-0.0346,0.0018,-0.0116,1.0518,0.0000,0.0000,0.2200,0.0000,0.0000
489,0.1131,0.0045,0.2618,-1.17,2.14,1.23,0.050,-6.319,-0.319,4.646,0.2044,-0.0395,-0.0038,-0.0131,1.0382,0.0000,0.0000,0.2200,0.0000,0.0000
499,0.1153,0.0097,0.2716,-1.40,2.17,1.27,0.050,-2.972,3.411,5.410,0.1988,-0.0336,-0.0005,-0.0199,1.0360,0.0000,0.0000,0.2200,0.0000,0.0000
509,0.0642,0.0465,0.2813,-1.75,2.46,1.33,0.050,3.748,9.996,4.412,0.1970,-0.0191,-0.0060,-0.0181,1.0321,0.0000,0.0000,0.2200,0.0000,0.0000
519,0.0522,0.0410,0.3090,-1.81,2.56,1.36,0.050,8.851,15.875,4.565,0.1970,-0.0202,-0.0071,-0.0167,1.0161,0.0000,0.0000,0.2200,0.0000,0.0000
529,0.0366,0.0543,0.3141,-1.92,2.64,1.41,0.067,11.907,20.337,4.547,0.2019,-0.0233,-0.0010,-0.0192,1.0053,0.0000,0.0000,0.2200,0.0000,0.0000
539,0.0283,0.0863,0.3159,-2.13,2.62,1.49,0.067,14.726,18.759,3.205,0.1906,-0.0142,0.0029,-0.0201,1.0018,0.0000,0.0000,0.2200,0.0000,0.0000
549,0.0227,0.0853,0.3200,-2.08,2.55,1.53,0.067,22.112,13.701,2.815,0.1877,-0.0115,0.0101,-0.0226,0.9871,0.0000,0.0000,0.2200,0.0000,0.0000
559,0.0231,0.0781,0.3452,-1.94,2.38,1.56,0.067,21.178,5.946,3.709,0.1870,-0.0113,0.0084,-0.0204,0.9740,0.0000,0.0000,0.2200,0.0000,0.0000
569,-0.0144,0.1076,0.3455,-2.00,2.39,1.61,0.067,20.391,0.930,3.844,0.1871,-0.0130,0.0043,-0.0178,0.9633,0.0000,0.0000,0.2200,0.0000,0.0000
579,-0.0277,0.1168,0.3452,-1.91,2.25,1.65,0.067,19.247,-0.027,3.786,0.1844,-0.0104,0.0006,-0.0170,0.9540,0.0000,0.0000,0.2200,0.0000,0.0000
589,-0.0336,0.1157,0.3460,-1.68,2.11,1.66,0.084,13.948,0.644,2.096,0.1838,-0.0092,0.0005,-0.0201,0.9503,0.0000,0.0000,0.2200,0.0000,0.0000
599,-0.0367,0.1003,0.3489,-1.32,2.02,1.68,0.084,11.734,3.325,2.025,0.1833,-0.0082,0.0063,-0.0178,0.9513,0.0000,0.0000,0.2200,0.0000,0.0000
608,-0.0552,0.1173,0.3436,-1.23,2.10,1.72,0.084,10.809,6.008,0.481,0.1830,-0.0067,0.0057,-0.0192,0.9499,0.0000,0.0000,0.2200,0.0000,0.0000
619,-0.0625,0.1171,0.3468,-1.02,2.13,1.75,0.084,8.008,8.400,0.791,0.1827,-0.0055,0.0049,-0.0181,0.9486,0.0000,0.0000,0.2200,0.0000,0.0000
629,-0.0651,0.1101,0.3439,-0.80,2.12,1.77,0.102,6.507,10.396,0.556,0.1813,-0.0043,0.0059,-0.0175,0.9491,0.0000,0.0000,0.2200,-0.0007,0.0011
639,-0.0514,0.0928,0.3430,-0.53,1.97,1.77,0.102,4.869,11.264,0.770,0.1804,-0.0040,0.0021,-0.0141,0.9475,0.0000,0.0000,0.2200,-0.0012,0.0020
649,-0.0612,0.0867,0.3383,-0.38,1.97,1.76,0.102,4.445,12.107,-0.278,0.1797,-0.0007,0.0005,-0.0141,0.9402,0.0000,0.0000,0.2200,-0.0018,0.0029
659,-0.0507,0.0890,0.3448,-0.30,1.78,1.78,0.102,4.854,12.285,-0.529,0.1780,0.0005,0.0062,-0.0173,0.9387,0.0000,0.0000,0.2200,-0.0023,0.0038
669,-0.0502,0.0948,0.3396,-0.28,1.65,1.79,0.102,4.259,13.700,-0.549,0.1768,0.0013,0.0047,-0.0138,0.9313,0.0000,0.0000,0.2200,-0.0028,0.0047
679,-0.0514,0.0801,0.3358,-0.10,1.53,1.78,0.102,4.766,16.230,-0.349,0.1767,0.0006,0.0059,-0.0158,0.9267,0.0000,0.0000,0.2200,-0.0033,0.0055
689,-0.0470,0.0783,0.3311,-0.04,1.35,1.78,0.114,6.486,15.420,-1.217,0.1770,0.0009,0.0078,-0.0143,0.9252,0.0000,0.0000,0.2200,-0.0038,0.0063
699,-0.0459,0.0786,0.3257,0.00,1.20,1.78,0.114,2.446,14.719,-1.686,0.1769,0.0077,0.0064,-0.0166,0.9233,0.0000,0.0000,0.2200,-0.0042,0.0071
711,-0.0492,0.0844,0.3193,-0.00,1.08,1.78,0.114,4.756,15.006,-2.197,0.1786,0.0111,0.0040,-0.0220,0.9169,0.0000,0.0000,0.2200,-0.0047,0.0079
719,-0.0526,0.0844,0.3008,0.03,0.94,1.78,0.114,4.747,14.472,-1.559,0.1774,0.0126,0.0056,-0.0201,0.9197,0.0000,0.0000,0.2200,-0.0052,0.0088
729,-0.0555,0.0640,0.2950,0.27,0.80,1.74,0.135,3.347,13.655,-1.538,0.1766,0.0136,0.0076,-0.0193,0.9189,0.0000,0.0000,0.2200,-0.0058,0.0094
739,-0.0638,0.0545,0.2879,0.38,0.71,1.71,0.135,2.522,12.215,-2.149,0.1772,0.0151,0.0099,-0.0150,0.9194,0.0000,0.0000,0.2200,-0.0064,0.0100
749,-0.0633,0.0512,0.2806,0.45,0.55,1.69,0.135,2.083,11.628,-2.420,0.1759,0.0163,0.0111,-0.0188,0.9172,0.0000,0.0000,0.2200,-0.0071,0.0105
758,-0.0644,0.0498,0.2865,0.51,0.40,1.67,0.135,1.923,10.525,-2.587,0.1763,0.0191,0.0064,-0.0153,0.9133,0.0000,0.0000,0.2200,-0.0077,0.0110
769,-0.0699,0.0466,0.2784,0.57,0.31,1.65,0.135,1.351,9.250,-2.898,0.1750,0.0196,0.0033,-0.0160,0.9156,0.0000,0.0000,0.2200,-0.0084,0.0115
779,-0.0689,0.0437,0.2707,0.61,0.18,1.63,0.135,1.012,8.758,-2.905,0.1759,0.0206,0.0077,-0.0162,0.9159,0.0000,0.0000,0.2200,-0.0091,0.0119
789,-0.0718,0.0367,0.2628,0.69,0.09,1.60,0.146,2.045,8.841,-3.186,0.1741,0.0133,0.0095,-0.0175,0.9152,0.0000,0.0000,0.2200,-0.0098,0.0123
799,-0.0706,0.0351,0.2549,0.72,-0.03,1.57,0.146,-0.377,7.186,-2.843,0.1738,0.0146,0.0063,-0.0172,0.9098,0.0000,0.0000,0.2200,-0.0105,0.0126
809,-0.0745,0.0324,0.2464,0.75,-0.09,1.54,0.146,-0.652,6.716,-3.755,0.1731,0.0174,0.0054,-0.0140,0.9069,0.0000,0.0000,0.2200,-0.0113,0.0129
819,-0.0715,0.0495,0.2360,0.60,-0.21,1.53,0.146,-2.045,5.795,-3.089,0.1728,0.0242,0.0061,-0.0157,0.9100,0.0000,0.0000,0.2200,-0.0120,0.0134
829,-0.0722,0.0468,0.2277,0.63,-0.29,1.50,0.161,-3.625,4.083,-3.470,0.1703,0.0265,0.0068,-0.0147,0.9112,0.0000,0.0000,0.2200,-0.0127,0.0139
839,-0.0717,0.0402,0.2196,0.67,-0.36,1.47,0.161,-2.805,3.519,-3.689,0.1704,0.0255,0.0065,-0.0181,0.9110,0.0000,0.0000,0.2200,-0.0134,0.0143
849,-0.0721,0.0244,0.2114,0.79,-0.42,1.43,0.161,-5.026,3.454,-3.616,0.1697,0.0257,0.0038,-0.0171,0.9176,0.0000,0.0000,0.2200,-0.0142,0.0145
859,-0.0691,0.0187,0.2144,0.81,-0.50,1.39,0.161,-4.105,4.392,-4.122,0.1688,0.0260,0.0023,-0.0178,0.9176,0.0000,0.0000,0.2200,-0.0148,0.0147
869,-0.0699,0.0201,0.2053,0.76,-0.52,1.36,0.161,-3.029,3.472,-2.626,0.1666,0.0269,0.0044,-0.0109,0.9229,0.0000,0.0000,0.2200,-0.0155,0.0149
879,-0.0691,0.0189,0.1965,0.73,-0.56,1.33,0.161,-1.696,2.803,-5.425,0.1687,0.0280,0.0023,-0.0158,0.9241,0.0000,0.0000,0.2200,-0.0162,0.0151
888,-0.0678,0.0174,0.1877,0.68,-0.59,1.29,0.161,-0.458,4.470,-2.095,0.1686,0.0281,0.0057,-0.0137,0.9220,0.0000,0.0000,0.2200,-0.0169,0.0153
898,-0.0634,0.0149,0.1796,0.66,-0.66,1.25,0.161,-3.343,5.581,-4.250,0.1678,0.0287,0.0042,-0.0121,0.9223,0.0000,0.0000,0.2200,-0.0175,0.0154
909,-0.0685,0.0114,0.1713,0.65,-0.64,1.21,0.161,0.626,3.468,-4.106,0.1660,0.0308,0.0054,-0.0129,0.9200,0.0000,0.0000,0.2200,-0.0182,0.0156
919,-0.0668,0.0109,0.1457,0.62,-0.68,1.16,0.161,-0.823,5.498,-3.975,0.1649,0.0290,0.0014,-0.0164,0.9201,0.0000,0.0000,0.2200,-0.0189,0.0157
929,-0.0652,0.0087,0.1382,0.63,-0.72,1.14,0.174,0.158,4.903,-3.571,0.1641,0.0289,0.0044,-0.0142,0.9223,0.0000,0.0000,0.2200,-0.0195,0.0158
939,-0.0615,0.0030,0.1307,0.64,-0.80,1.10,0.174,0.131,4.463,-3.619,0.1630,0.0291,0.0092,-0.0156,0.9248,0.0000,0.0000,0.2200,-0.0202,0.0158
949,-0.0590,0.0064,0.1230,0.60,-0.85,1.06,0.174,-0.917,5.047,-3.299,0.1615,0.0297,0.0048,-0.0206,0.9278,0.0000,0.0000,0.2200,-0.0208,0.0158
958,-0.0578,0.0055,0.1221,0.59,-0.90,1.02,0.174,-1.297,4.219,-3.693,0.1606,0.0288,0.0055,-0.0188,0.9296,0.0000,0.0000,0.2200,-0.0213,0.0159
969,-0.0552,0.0044,0.1142,0.60,-0.95,0.98,0.174,-2.772,2.525,-3.496,0.1603,0.0307,0.0047,-0.0173,0.9345,0.0000,0.0000,0.2200,-0.0219,0.0159
979,-0.0514,0.0021,0.1065,0.61,-1.02,0.94,0.174,-2.892,2.089,-3.714,0.1577,0.0277,0.0094,-0.0103,0.9421,0.0000,0.0000,0.2200,-0.0224,0.0160
989,-0.0487,0.0035,0.0983,0.58,-1.08,0.90,0.177,-2.456,1.314,-3.835,0.1601,0.0320,0.0020,-0.0126,0.9438,0.0000,0.0000,0.2200,-0.0229,0.0160
999,-0.0474,-0.0021,0.0910,0.61,-1.12,0.86,0.177,-0.071,0.721,-4.557,0.1558,0.0294,0.0047,-0.0151,0.9418,0.0000,0.0000,0.2200,-0.0234,0.0160
1010,-0.0402,0.0045,0.0841,0.52,-1.19,0.82,0.177,-3.234,0.519,-3.796,0.1587,0.0311,0.0075,-0.0139,0.9389,0.0000,0.0000,0.2200,-0.0238,0.0160
1019,-0.0453,-0.0073,0.0748,0.59,-1.15,0.79,0.177,-1.885,-0.184,-3.301,0.1583,0.0311,0.0053,-0.0150,0.9422,0.0000,0.0000,0.2200,-0.0242,0.0160
1029,-0.0332,-0.0015,0.0688,0.51,-1.25,0.75,0.183,-2.520,-0.835,-2.928,0.1579,0.0309,0.0069,-0.0159,0.9482,0.0000,0.0000,0.2200,-0.0245,0.0159
1039,-0.0399,-0.0071,0.0632,0.53,-1.19,0.71,0.183,-0.690,-1.281,-2.786,0.1571,0.0320,0.0063,-0.0167,0.9503,0.0000,0.0000,0.2200,-0.0249,0.0159
1049,-0.0380,-0.0080,0.0575,0.51,-1.19,0.67,0.183,-0.896,-0.928,-2.962,0.1560,0.0312,0.0049,-0.0160,0.9529,0.0000,0.0000,0.2200,-0.0253,0.0158
1058,-0.0361,-0.0088,0.0578,0.49,-1.19,0.64,0.183,-0.322,-1.132,-2.302,0.1549,0.0310,0.0005,-0.0177,0.9524,0.0000,0.0000,0.2200,-0.0257,0.0157
1068,-0.0329,-0.0131,0.0519,0.50,-1.19,0.61,0.183,-0.784,-0.932,-1.363,0.1535,0.0280,0.0008,-0.0175,0.9539,0.0000,0.0000,0.2200,-0.0260,0.0156
1079,-0.0286,-0.0120,0.0466,0.47,-1.20,0.58,0.183,-1.480,0.222,-2.616,0.1534,0.0279,0.0025,-0.0134,0.9547,0.0000,0.0000,0.2200,-0.0263,0.0154
1088,-0.0244,-0.0122,0.0417,0.46,-1.22,0.55,0.183,-0.983,1.986,-2.345,0.1530,0.0318,0.0017,-0.0185,0.9552,0.0000,0.0000,0.2200,-0.0265,0.0153
1098,-0.0189,-0.0044,0.0370,0.38,-1.23,0.52,0.183,-1.508,-0.946,-2.592,0.1527,0.0300,0.0059,-0.0193,0.9574,0.0000,0.0000,0.2200,-0.0267,0.0153
1108,-0.0169,-0.0050,0.0324,0.37,-1.23,0.50,0.183,0.411,1.178,-2.663,0.1520,0.0293,0.0055,-0.0157,0.9638,0.0000,0.0000,0.2200,-0.0269,0.0152
1120,-0.0142,-0.0177,0.0258,0.46,-1.23,0.49,0.183,-1.561,-2.222,-2.515,0.1515,0.0285,0.0036,-0.0133,0.9641,0.0000,0.0000,0.2200,-0.0270,0.0151
1129,-0.0119,-0.0132,0.0213,0.40,-1.24,0.46,0.187,-0.030,-3.176,-2.869,0.1504,0.0283,0.0041,-0.0154,0.9630,0.0000,0.0000,0.2200,-0.0272,0.0149
1138,-0.0079,-0.0120,0.0169,0.37,-1.26,0.43,0.187,-4.689,-3.062,-1.499,0.1497,0.0298,0.0050,-0.0191,0.9632,0.0000,0.0000,0.2200,-0.0272,0.0148
1149,-0.0044,-0.0105,0.0125,0.36,-1.28,0.40,0.187,2.541,-1.015,-1.551,0.1500,0.0268,0.0075,-0.0163,0.9694,0.0000,0.0000,0.2200,-0.0273,0.0147
1158,0.0017,-0.0105,0.0147,0.34,-1.29,0.38,0.187,1.565,-2.029,-1.748,0.1498,0.0278,0.0056,-0.0159,0.9724,0.0000,0.0000,0.2200,-0.0273,0.0146
1169,0.0061,-0.0171,0.0112,0.38,-1.27,0.35,0.187,1.851,-0.836,-1.867,0.1483,0.0262,0.0017,-0.0135,0.9747,0.0000,0.0000,0.2200,-0.0272,0.0144
1178,0.0077,-0.0076,0.0077,0.26,-1.24,0.32,0.187,-1.635,-1.545,-1.434,0.1488,0.0268,0.0041,-0.0144,0.9725,0.0000,0.0000,0.2200,-0.0271,0.0143
1189,0.0106,-0.0120,0.0040,0.31,-1.24,0.31,0.188,-3.231,-3.345,-1.021,0.1489,0.0268,0.0010,-0.0152,0.9720,0.0000,0.0000,0.2200,-0.0270,0.0142
1198,0.0190,-0.0068,0.0006,0.29,-1.27,0.28,0.188,-3.153,-3.935,-0.530,0.1488,0.0262,0.0024,-0.0091,0.9770,0.0000,0.0000,0.2200,-0.0268,0.0142
1208,0.0200,-0.0097,-0.0022,0.32,-1.25,0.27,0.188,-2.885,-6.596,-1.146,0.1485,0.0237,0.0017,-0.0146,0.9763,0.0000,0.0000,0.2200,-0.0266,0.0141
1219,0.0225,-0.0110,0.0008,0.31,-1.23,0.25,0.188,-1.226,-7.924,-2.132,0.1487,0.0246,0.0019,-0.0123,0.9789,0.0000,0.0000,0.2200,-0.0264,0.0140
1228,0.0260,-0.0095,-0.0019,0.26,-1.22,0.24,0.189,-0.903,-5.327,-1.585,0.1489,0.0250,0.0029,-0.0157,0.9804,0.0000,0.0000,0.2200,-0.0261,0.0139
1238,0.0305,0.0004,-0.0047,0.16,-1.20,0.22,0.189,-0.753,-6.014,-1.035,0.1483,0.0229,0.0016,-0.0156,0.9799,0.0000,0.0000,0.2200,-0.0258,0.0139
1249,0.0332,-0.0037,-0.0071,0.16,-1.14,0.21,0.189,0.393,-5.237,-0.827,0.1486,0.0232,0.0015,-0.0135,0.9795,0.0000,0.0000,0.2200,-0.0255,0.0138
1258,0.0360,-0.0065,-0.0040,0.16,-1.07,0.19,0.189,0.981,-4.933,-1.298,0.1487,0.0227,0.0009,-0.0132,0.9858,0.0000,0.0000,0.2200,-0.0252,0.0138
1268,0.0426,0.0031,-0.0063,0.08,-1.05,0.17,0.189,0.490,-3.655,-0.668,0.1493,0.0227,-0.0006,-0.0122,0.9890,0.0000,0.0000,0.2200,-0.0247,0.0138
1278,0.0448,0.0016,-0.0083,0.08,-0.99,0.16,0.189,3.008,-3.905,-1.064,0.1492,0.0239,-0.0006,-0.0153,0.9835,0.0000,0.0000,0.2200,-0.0243,0.0138
1288,0.0483,0.0041,-0.0103,0.06,-0.95,0.14,0.190,3.958,-3.494,-0.553,0.1498,0.0221,0.0030,-0.0172,0.9789,0.0000,0.0000,0.2200,-0.0238,0.0138
1298,0.0491,0.0038,-0.0124,0.07,-0.89,0.13,0.190,4.696,-2.736,-0.887,0.1498,0.0212,0.0060,-0.0172,0.9859,0.0000,0.0000,0.2200,-0.0233,0.0139
1308,0.0539,-0.0022,-0.0142,0.12,-0.88,0.13,0.190,3.223,-4.685,-1.036,0.1504,0.0214,0.0069,-0.0147,0.9875,0.0000,0.0000,0.2200,-0.0228,0.0139
1318,0.0558,0.0069,-0.0082,0.08,-0.84,0.11,0.190,1.727,-3.443,0.126,0.1508,0.0223,0.0056,-0.0164,0.9889,0.0000,0.0000,0.2200,-0.0222,0.0139
1329,0.0604,0.0130,-0.0097,0.07,-0.83,0.09,0.183,-0.906,-4.362,-0.617,0.1511,0.0222,0.0009,-0.0157,0.9901,0.0000,0.0000,0.2200,-0.0216,0.0141
1338,0.0620,0.0120,-0.0116,0.12,-0.81,0.09,0.183,1.534,-6.151,-0.748,0.1514,0.0244,0.0032,-0.0148,0.9886,0.0000,0.0000,0.2200,-0.0210,0.0142
1348,0.0649,0.0071,-0.0134,0.18,-0.78,0.08,0.183,-0.519,-5.360,1.077,0.1522,0.0235,0.0053,-0.0123,0.9919,0.0000,0.0000,0.2200,-0.0203,0.0143
