time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,14.3123,-9.0857,0.0144,1.8354,-1.0444,-0.0020,-0.48,0.27,0.07,0,3.896,0.035,-0.141,-0.227,0.017,-0.013,1.001,0.000,0.000,0.000,0.0130,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1550,0.6370,1.5390,1.0190,2.7140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,14.6374,-9.3297,0.0137,1.8771,-1.0761,-0.0038,-0.46,0.25,0.07,0,3.885,0.084,0.265,-0.190,0.015,-0.014,1.001,0.000,0.000,0.000,0.0120,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1550,0.6370,1.5410,1.0160,2.7140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,15.1251,-9.7044,0.0129,1.9430,-1.1274,-0.0066,-0.43,0.22,0.07,0,3.890,-0.200,-0.146,0.127,0.016,-0.013,1.004,0.000,0.000,0.000,0.0160,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1510,0.6320,1.5410,1.0160,2.7140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
303,14.1586,-8.8948,0.0140,1.7874,-0.9984,0.0017,-0.50,0.31,0.07,0,3.890,0.114,0.053,0.074,0.013,-0.012,1.001,0.000,0.000,0.000,0.0130,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1510,0.6320,1.5290,1.0180,2.7140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
404,14.3874,-9.0582,0.0136,1.8130,-1.0174,-0.0000,-0.49,0.29,0.06,0,3.890,-0.056,-0.195,0.223,0.018,-0.015,1.001,0.000,0.000,0.000,0.0150,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1560,0.6340,1.5290,1.0180,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
505,14.4116,-9.0545,0.0142,1.8087,-1.0116,0.0038,-0.50,0.30,0.07,0,3.885,0.065,-0.021,-0.212,0.016,-0.012,1.000,0.000,0.000,0.000,0.0160,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1560,0.6340,1.5520,1.0150,2.7120,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
605,14.5422,-9.1333,0.0151,1.8195,-1.0178,0.0082,-0.50,0.30,0.07,0,3.890,-0.096,0.240,-0.097,0.017,-0.013,1.003,0.000,0.000,0.000,0.0190,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1530,0.6330,1.5520,1.0150,2.7140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
707,14.7874,-9.2970,0.0171,1.8476,-1.0372,0.0173,-0.50,0.30,0.06,0,3.885,-0.259,0.229,0.171,0.015,-0.011,1.001,0.000,0.000,0.000,0.0150,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1530,0.6330,0.0000,1.0190,2.7140,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
807,14.7707,-9.2727,0.0167,1.8372,-1.0278,0.0113,-0.49,0.29,0.07,0,3.896,-0.337,-0.082,0.099,0.015,-0.015,1.001,0.000,0.000,0.000,0.0140,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1590,0.6300,0.0000,1.0190,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
909,14.7661,-9.2613,0.0159,1.8284,-1.0206,0.0050,-0.50,0.30,0.07,0,3.885,-0.018,-0.006,0.307,0.015,-0.011,1.001,0.000,0.000,0.000,0.0140,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1590,0.6300,1.5440,1.0180,2.7110,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1010,14.7922,-9.2775,0.0152,1.8245,-1.0172,0.0005,-0.49,0.30,0.07,0,3.890,0.107,-0.095,0.188,0.019,-0.015,1.000,0.000,0.000,0.000,0.0190,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1520,0.6370,1.5440,1.0180,2.7130,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
1111,14.9742,-9.3648,0.0168,1.8435,-1.0252,0.0088,-0.50,0.30,0.07,0,3.885,0.189,-0.136,-0.287,0.018,-0.012,1.003,0.000,0.000,0.000,0.0160,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1520,0.6370,1.5310,1.0190,2.7130,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
