time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd
13510,0.0655,-0.0869,0.3401,0.0004,0.0490,0.0022,1.28,-0.29,-1.08,0,3.674,0.526,-3.151,1.901,0.006,-0.013,1.003,0.000,0.000,0.000,0.3430,-3,-1,0.54,0.36,-0.90,-0.0082,-0.0139,0.3437,0.3256,-0.0229,0.3000,0.2569,-9.44,17.71,32.39
13562,0.0647,-0.0834,0.3415,0.0005,0.0402,0.0103,1.36,-0.20,-1.00,0,3.679,-4.005,-2.993,-3.955,0.006,-0.009,1.000,0.000,0.000,0.000,0.3470,0,-1,0.53,0.21,-0.85,-0.0052,-0.0046,0.3441,0.3256,-0.0229,0.3000,0.2558,-9.65,17.83,29.88
13613,0.0652,-0.0806,0.3441,0.0028,0.0308,0.0212,1.20,-0.06,-1.18,0,3.674,-6.521,4.920,-8.153,0.004,-0.015,0.998,0.000,0.000,0.000,0.3490,-1,0,0.35,0.07,-1.04,-0.0020,-0.0041,0.3458,0.3256,-0.0229,0.3000,0.2541,-9.96,17.81,35.53
13664,0.0659,-0.0782,0.3468,0.0044,0.0233,0.0289,0.88,-0.28,-1.59,0,3.679,-4.636,1.882,-11.705,0.006,-0.004,0.992,0.000,0.000,0.000,0.3460,0,0,0.01,0.31,-1.45,-0.0017,-0.0007,0.3477,0.3256,-0.0229,0.3000,0.2528,-10.20,17.79,47.67
13715,0.0656,-0.0774,0.3474,0.0051,0.0151,0.0229,0.64,-0.48,-2.12,0,3.679,-6.462,0.416,-10.707,0.001,-0.004,0.993,0.000,0.000,0.000,0.3500,0,0,-0.23,0.40,-2.05,0.0001,0.0023,0.3479,0.3256,-0.0229,0.3000,0.2533,-10.51,17.74,63.55
13766,0.0649,-0.0799,0.3491,0.0065,0.0026,0.0219,0.30,-0.50,-2.65,0,3.679,-1.841,-5.713,-9.643,0.006,-0.008,0.986,0.000,0.000,0.000,0.3470,0,-1,-0.56,0.42,-2.59,0.0020,0.0053,0.3490,0.3256,-0.0229,0.3000,0.2531,-11.28,17.75,79.65
13816,0.0644,-0.0795,0.3489,0.0084,0.0008,0.0108,0.07,-0.27,-3.10,0,3.674,-4.020,-4.317,-7.669,0.001,-0.015,0.987,0.000,0.000,0.000,0.3530,0,0,-0.59,0.10,-2.97,-0.0005,-0.0048,0.3489,0.3256,-0.0229,0.3000,0.2543,-11.29,17.62,92.98
13868,0.0663,-0.0880,0.3509,0.0137,-0.0197,0.0120,-0.10,-0.14,-3.45,0,3.679,-7.883,-2.375,-5.811,0.002,-0.006,0.983,0.000,0.000,0.000,0.3480,-5,-2,-0.79,-0.12,-3.35,0.0011,-0.0040,0.3501,0.3256,-0.0229,0.3000,0.2538,-12.86,17.29,103.64
13918,0.0671,-0.0892,0.3499,0.0150,-0.0200,-0.0029,-0.38,0.00,-3.77,0,3.674,-1.907,-3.412,-6.658,0.003,-0.009,0.987,0.000,0.000,0.000,0.3440,-8,0,-1.29,-0.22,-3.74,0.0071,0.0108,0.3489,0.3256,-0.0229,0.3000,0.2556,-12.87,17.07,113.00
13969,0.0685,-0.0866,0.3471,0.0164,-0.0096,-0.0233,-0.48,0.19,-4.12,0,3.669,1.743,-4.730,-9.012,0.006,-0.009,0.993,0.000,0.000,0.000,0.3440,-3,0,-1.47,-0.41,-4.11,0.0092,0.0269,0.3457,0.3256,-0.0229,0.3000,0.2583,-12.08,16.76,123.60
14021,0.0687,-0.0845,0.3450,0.0138,-0.0008,-0.0323,-0.32,0.41,-4.59,0,3.669,3.541,-1.766,-13.017,0.008,-0.007,0.996,0.000,0.000,0.000,0.3390,18,0,-1.39,-0.67,-4.56,0.0108,0.0359,0.3436,0.3256,-0.0229,0.3000,0.2597,-11.48,16.77,137.80
14072,0.0721,-0.0753,0.3414,0.0169,0.0233,-0.0442,0.02,0.48,-5.22,0,3.663,2.365,-4.803,-13.009,0.007,-0.007,1.003,0.000,0.000,0.000,0.3400,3,0,-0.86,-0.79,-5.27,0.0077,-0.0026,0.3448,0.3256,-0.0229,0.3000,0.2616,-9.67,16.30,156.74
14122,0.0722,-0.0837,0.3394,0.0117,0.0043,-0.0432,0.08,0.62,-5.88,0,3.663,2.040,-1.322,-12.161,0.010,-0.010,1.004,0.000,0.000,0.000,0.3380,-2,0,-0.69,-1.05,-5.95,0.0072,-0.0103,0.3420,0.3256,-0.0229,0.3000,0.2619,-11.10,16.51,176.30
14174,0.0720,-0.0886,0.3376,0.0049,-0.0071,-0.0394,0.18,0.60,-6.47,0,3.663,-1.912,7.420,-8.029,0.011,-0.011,1.010,0.000,0.000,0.000,0.3340,5,0,-0.62,-1.12,-6.52,0.0079,-0.0060,0.3399,0.3256,-0.0229,0.3000,0.2618,-11.96,16.82,194.03
14225,0.0734,-0.0840,0.3348,0.0023,0.0034,-0.0389,0.24,0.23,-6.88,0,3.663,6.350,1.693,-4.917,0.008,-0.012,1.013,0.000,0.000,0.000,0.3340,-4,0,-0.63,-0.75,-7.03,0.0062,-0.0202,0.3368,0.3256,-0.0229,0.3000,0.2623,-11.14,16.82,206.36
14276,0.0722,-0.0872,0.3334,-0.0027,-0.0054,-0.0314,0.46,0.11,-7.13,0,3.669,-1.470,0.042,-2.311,0.010,-0.004,0.999,0.000,0.000,0.000,0.3340,-2,0,-0.40,-0.66,-7.18,0.0077,-0.0094,0.3355,0.3256,-0.0229,0.3000,0.2618,-11.79,17.15,213.84
14327,0.0717,-0.0907,0.3327,-0.0051,-0.0169,-0.0242,0.45,0.16,-7.24,0,3.663,1.015,-0.242,-1.577,0.006,-0.009,1.000,0.000,0.000,0.000,0.3310,-7,-1,-0.52,-0.66,-7.25,0.0085,-0.0037,0.3340,0.3256,-0.0229,0.3000,0.2611,-12.58,17.33,217.25
14378,0.0683,-0.1149,0.3313,-0.0143,-0.0771,-0.0262,0.65,0.16,-7.30,0,3.663,0.825,0.583,0.399,0.011,-0.011,1.000,0.000,0.000,0.000,0.3310,-6,0,-0.59,-0.65,-7.19,0.0144,0.0171,0.3318,0.3256,-0.0229,0.3000,0.2616,-16.83,17.92,218.86
14430,0.0685,-0.1146,0.3303,-0.0143,-0.0737,-0.0239,0.60,0.12,-7.28,0,3.663,-10.616,-0.096,2.733,0.006,-0.010,1.004,0.000,0.000,0.000,0.3260,0,0,-0.64,-0.63,-7.06,0.0169,0.0360,0.3296,0.3256,-0.0229,0.3000,0.2615,-16.66,17.91,218.52
14480,0.0687,-0.1134,0.3278,-0.0140,-0.0678,-0.0289,0.13,0.14,-7.12,0,3.663,-12.042,1.893,7.180,0.011,-0.007,1.011,0.000,0.000,0.000,0.3290,-2,0,-1.20,-0.63,-6.92,0.0180,0.0426,0.3272,0.3256,-0.0229,0.3000,0.2625,-16.27,17.82,213.67
14531,0.0666,-0.1260,0.3274,-0.0186,-0.0899,-0.0214,-0.40,0.11,-6.73,0,3.663,-6.176,-0.542,13.316,0.008,-0.015,1.006,0.000,0.000,0.000,0.3290,-1,0,-1.74,-0.53,-6.63,0.0169,0.0387,0.3273,0.3256,-0.0229,0.3000,0.2618,-18.08,18.21,202.02
14583,0.0659,-0.1317,0.3275,-0.0185,-0.0906,-0.0121,-0.75,0.14,-6.08,0,3.663,-5.703,0.149,14.628,0.006,-0.011,1.009,0.000,0.000,0.000,0.3260,0,0,-2.05,-0.54,-5.97,0.0173,0.0427,0.3271,0.3256,-0.0229,0.3000,0.2608,-18.55,18.32,182.30
14634,0.0655,-0.1350,0.3266,-0.0179,-0.0821,-0.0104,-1.08,0.00,-5.33,0,3.663,-5.628,8.304,14.156,0.013,-0.009,1.012,0.000,0.000,0.000,0.3250,0,1,-2.35,-0.50,-5.21,0.0180,0.0486,0.3263,0.3255,-0.0152,0.3000,0.2608,-18.87,18.12,159.99
14684,0.0638,-0.1498,0.3256,-0.0190,-0.1000,-0.0081,-1.23,-0.30,-4.61,0,3.663,-8.318,-1.697,12.201,0.004,-0.015,1.004,0.000,0.000,0.000,0.3250,-1,1,-2.53,-0.08,-4.64,0.0125,0.0382,0.3268,0.3251,-0.0077,0.3000,0.2607,-21.01,18.07,138.20
14735,0.0634,-0.1524,0.3252,-0.0145,-0.0847,-0.0045,-1.49,-0.28,-4.12,0,3.658,-8.440,-1.871,8.565,0.008,-0.011,1.009,0.000,0.000,0.000,0.3240,-1,0,-2.95,-0.15,-4.05,0.0104,0.0420,0.3262,0.3246,-0.0000,0.3000,0.2604,-21.01,17.69,123.67
14787,0.0622,-0.1615,0.3246,-0.0124,-0.0844,-0.0026,-1.84,-0.20,-3.63,0,3.663,1.537,-2.893,6.230,0.003,-0.014,1.001,0.000,0.000,0.000,0.3220,1,0,-3.37,-0.22,-3.61,0.0105,0.0459,0.3258,0.3237,0.0077,0.3000,0.2603,-22.00,17.44,109.00
14837,0.0622,-0.1624,0.3235,-0.0085,-0.0617,-0.0059,-1.89,-0.09,-3.28,0,3.658,-0.213,2.850,0.989,0.005,-0.012,1.010,0.000,0.000,0.000,0.3220,0,0,-3.24,-0.34,-3.29,0.0103,0.0444,0.3252,0.3227,0.0152,0.3000,0.2609,-21.52,16.97,98.39
14889,0.0622,-0.1631,0.3227,-0.0061,-0.0407,-0.0060,-1.89,-0.11,-3.16,0,3.658,2.099,4.319,-1.714,0.004,-0.012,1.010,0.000,0.000,0.000,0.3220,-2,1,-3.25,-0.20,-3.25,0.0102,0.0502,0.3245,0.3214,0.0228,0.3000,0.2610,-21.10,16.58,94.82
14940,0.0624,-0.1645,0.3223,-0.0027,-0.0237,-0.0024,-1.88,-0.29,-3.20,0,3.658,12.049,-0.823,-1.258,0.006,-0.013,1.012,0.000,0.000,0.000,0.3250,0,0,-3.08,0.00,-3.44,0.0068,0.0479,0.3247,0.3199,0.0303,0.3000,0.2607,-20.92,16.15,96.02
14990,0.0626,-0.1659,0.3235,0.0015,-0.0098,0.0097,-1.49,-0.33,-3.26,0,3.663,5.600,-4.388,-0.452,0.008,-0.014,1.006,0.000,0.000,0.000,0.3210,0,0,-2.47,-0.04,-3.50,0.0063,0.0541,0.3255,0.3182,0.0377,0.3000,0.2592,-20.96,15.74,97.65
15042,0.0629,-0.1636,0.3228,0.0051,0.0082,0.0076,-1.14,-0.18,-3.33,0,3.658,7.034,-2.415,-1.511,0.009,-0.013,1.006,0.000,0.000,0.000,0.3230,-2,0,-2.19,-0.26,-3.51,0.0060,0.0611,0.3249,0.3162,0.0451,0.3000,0.2595,-20.44,15.22,99.81
15093,0.0639,-0.1652,0.3232,0.0085,0.0123,0.0104,-0.87,0.04,-3.40,0,3.663,9.888,-1.255,-1.193,0.010,-0.011,1.003,0.000,0.000,0.000,0.3200,0,-1,-1.70,-0.38,-3.54,0.0068,0.0493,0.3262,0.3140,0.0526,0.3000,0.2592,-20.79,14.68,101.94
15144,0.0641,-0.1628,0.3222,0.0077,0.0229,0.0038,-0.42,0.12,-3.46,0,3.658,5.277,-3.456,-4.902,0.011,-0.012,1.003,0.000,0.000,0.000,0.3170,0,0,-1.18,-0.43,-3.57,0.0083,0.0514,0.3253,0.3116,0.0598,0.3000,0.2600,-20.52,14.31,103.93
15195,0.0638,-0.1661,0.3200,0.0052,0.0154,-0.0087,-0.06,0.25,-3.67,0,3.658,-1.045,0.989,-5.484,0.014,-0.018,1.004,0.000,0.000,0.000,0.3220,-2,0,-0.91,-0.61,-3.81,0.0089,0.0552,0.3235,0.3089,0.0670,0.3000,0.2618,-21.27,13.99,110.11
15246,0.0648,-0.1658,0.3206,0.0048,0.0149,-0.0024,-0.04,0.21,-3.95,0,3.653,-4.196,-3.515,-4.700,0.008,-0.017,1.002,0.000,0.000,0.000,0.3210,0,0,-0.94,-0.57,-4.11,0.0088,0.0577,0.3237,0.3060,0.0741,0.3000,0.2610,-21.69,13.60,118.63
15297,0.0637,-0.1662,0.3207,-0.0002,0.0125,-0.0001,-0.09,0.31,-4.22,0,3.658,-1.188,6.172,-6.556,0.007,-0.015,1.003,0.000,0.000,0.000,0.3230,4,0,-1.15,-0.76,-4.34,0.0092,0.0614,0.3235,0.3030,0.0811,0.3000,0.2607,-22.18,13.53,126.71
15348,0.0643,-0.1615,0.3217,-0.0011,0.0232,0.0059,-0.13,0.12,-4.55,0,3.658,5.888,7.198,-5.848,0.017,-0.016,1.002,0.000,0.000,0.000,0.3200,-1,1,-1.07,-0.45,-4.78,0.0081,0.0468,0.3245,0.2997,0.0880,0.3000,0.2599,-21.85,13.17,136.43
15399,0.0638,-0.1612,0.3212,-0.0023,0.0221,0.0033,0.13,-0.26,-4.83,0,3.658,9.774,-5.235,-3.855,0.013,-0.013,1.000,0.000,0.000,0.000,0.3230,0,0,-0.78,-0.10,-5.09,0.0067,0.0484,0.3240,0.2962,0.0948,0.3000,0.2603,-22.17,12.83,144.98
15451,0.0627,-0.1587,0.3220,-0.0026,0.0232,0.0065,0.59,-0.11,-5.05,0,3.658,4.586,-4.735,-2.027,0.014,-0.015,0.998,0.000,0.000,0.000,0.3220,-1,0,-0.28,-0.37,-5.28,0.0068,0.0485,0.3244,0.2925,0.1015,0.3000,0.2598,-22.33,12.52,151.46
15501,0.0648,-0.1600,0.3222,0.0022,0.0119,0.0043,0.97,0.17,-5.16,0,3.658,-0.923,1.574,-2.908,0.013,-0.018,0.992,0.000,0.000,0.000,0.3210,2,0,-0.07,-0.62,-5.37,0.0068,0.0517,0.3242,0.2886,0.1080,0.3000,0.2600,-23.14,11.72,154.72
15552,0.0644,-0.1582,0.3218,-0.0011,0.0069,-0.0019,0.93,0.10,-5.27,0,3.653,-7.478,1.064,-2.399,0.012,-0.016,0.992,0.000,0.000,0.000,0.3230,2,0,-0.08,-0.54,-5.53,0.0066,0.0483,0.3234,0.2845,0.1145,0.3000,0.2607,-23.45,11.42,158.21
15603,0.0650,-0.1556,0.3222,-0.0009,0.0057,-0.0028,0.52,0.05,-5.38,0,3.658,-4.418,-2.005,-2.153,0.010,-0.014,0.993,0.000,0.000,0.000,0.3200,2,0,-0.44,-0.49,-5.67,0.0063,0.0440,0.3231,0.2802,0.1208,0.3000,0.2608,-23.61,10.91,161.46
15654,0.0650,-0.1553,0.3211,-0.0015,0.0024,-0.0096,0.31,0.10,-5.50,0,3.653,-5.503,-4.719,-0.355,0.011,-0.014,0.992,0.000,0.000,0.000,0.3240,3,0,-0.64,-0.59,-5.79,0.0059,0.0391,0.3218,0.2757,0.1270,0.3000,0.2617,-23.90,10.44,164.97
15706,0.0661,-0.1537,0.3220,-0.0000,0.0042,-0.0058,0.05,0.33,-5.51,0,3.658,-4.821,-2.908,1.098,0.009,-0.012,0.997,0.000,0.000,0.000,0.3200,-3,0,-0.88,-0.84,-5.83,0.0052,0.0313,0.3217,0.2710,0.1331,0.3000,0.2611,-24.03,9.84,165.21
15757,0.0645,-0.1576,0.3209,-0.0067,-0.0045,-0.0116,-0.20,0.50,-5.44,0,3.653,1.758,8.367,1.116,0.005,-0.016,1.001,0.000,0.000,0.000,0.3190,0,2,-1.21,-0.99,-5.71,0.0059,0.0382,0.3209,0.2661,0.1390,0.3000,0.2619,-24.75,9.74,163.25
15807,0.0653,-0.1570,0.3197,-0.0075,-0.0013,-0.0144,-0.12,0.19,-5.39,0,3.653,0.259,3.153,2.259,0.008,-0.011,1.004,0.000,0.000,0.000,0.3180,-3,0,-1.13,-0.59,-5.62,0.0006,0.0385,0.3196,0.2611,0.1448,0.3000,0.2625,-24.76,9.21,161.79
15858,0.0637,-0.1593,0.3185,-0.0112,-0.0054,-0.0151,-0.13,-0.03,-5.29,0,3.653,-6.748,-3.067,4.895,0.005,-0.009,1.004,0.000,0.000,0.000,0.3190,1,0,-1.18,-0.43,-5.46,0.0011,0.0464,0.3185,0.2559,0.1503,0.3000,0.2628,-25.00,8.98,158.78
15909,0.0628,-0.1550,0.3183,-0.0117,0.0064,-0.0101,-0.46,0.10,-5.05,0,3.653,1.955,7.644,10.663,0.003,-0.014,1.012,0.000,0.000,0.000,0.3170,0,1,-1.50,-0.57,-5.24,0.0008,0.0437,0.3182,0.2505,0.1558,0.3000,0.2623,-24.74,8.57,151.53
15960,0.0630,-0.1586,0.3175,-0.0101,0.0010,-0.0064,-0.43,-0.21,-4.54,0,3.648,5.654,8.014,14.047,0.005,-0.019,1.011,0.000,0.000,0.000,0.3190,3,0,-1.40,-0.18,-4.70,-0.0022,0.0440,0.3176,0.2450,0.1610,0.3000,0.2620,-25.00,7.97,136.33
16011,0.0598,-0.1578,0.3180,-0.0136,0.0056,0.0029,-0.19,-0.66,-3.83,0,3.653,-8.638,-8.417,16.556,0.009,-0.013,1.007,0.000,0.000,0.000,0.3170,4,-1,-1.05,0.26,-4.03,-0.0029,0.0353,0.3181,0.2392,0.1662,0.3000,0.2609,-25.00,7.86,114.83
16062,0.0590,-0.1544,0.3178,-0.0087,0.0154,0.0052,-0.53,-0.39,-3.02,0,3.648,-0.754,-2.470,17.970,0.005,-0.014,1.009,0.000,0.000,0.000,0.3160,-4,0,-1.42,-0.13,-3.20,-0.0006,0.0230,0.3181,0.2334,0.1711,0.3000,0.2607,-24.95,7.16,90.47
16113,0.0579,-0.1618,0.3172,-0.0074,0.0008,0.0037,-0.61,-0.16,-2.14,0,3.653,6.679,7.955,17.589,0.008,-0.015,1.002,0.000,0.000,0.000,0.3170,3,0,-1.55,-0.23,-2.27,-0.0001,0.0352,0.3182,0.2274,0.1758,0.3000,0.2610,-25.00,6.63,64.16
16164,0.0571,-0.1571,0.3173,-0.0067,0.0160,0.0055,-0.29,-0.46,-1.25,0,3.648,3.458,2.373,17.240,0.009,-0.017,1.002,0.000,0.000,0.000,0.3140,9,0,-1.15,0.20,-1.39,-0.0004,0.0259,0.3184,0.2212,0.1803,0.3000,0.2608,-25.00,6.11,37.62
16216,0.0569,-0.1550,0.3160,-0.0022,0.0216,-0.0008,-0.06,-0.62,-0.38,0,3.648,-1.673,-7.613,18.254,0.006,-0.014,1.005,0.000,0.000,0.000,0.3200,3,0,-0.81,0.34,-0.50,-0.0006,-0.0023,0.3172,0.2149,0.1847,0.3000,0.2617,-25.00,5.34,11.34
16267,0.0557,-0.1567,0.3178,-0.0004,0.0170,0.0093,-0.13,-0.28,0.51,0,3.648,4.339,-1.475,15.920,0.007,-0.016,0.998,0.000,0.000,0.000,0.3160,-26,0,-0.88,-0.05,0.47,-0.0005,-0.0117,0.3183,0.2085,0.1889,0.3000,0.2603,-25.00,4.81,-15.26
16318,0.0570,-0.1544,0.3173,0.0047,0.0221,0.0061,-0.34,-0.18,1.34,0,3.653,-1.581,1.243,12.373,0.007,-0.017,1.002,0.000,0.000,0.000,0.3180,0,0,-1.18,-0.14,1.08,-0.0021,0.0699,0.3232,0.2020,0.1929,0.3000,0.2607,-25.00,3.91,-40.13
16368,0.0557,-0.1345,0.3178,0.0028,0.0663,0.0075,-0.22,-0.28,1.97,0,3.648,15.496,-6.399,8.650,0.006,-0.017,1.006,0.000,0.000,0.000,0.3140,-1,0,-1.26,-0.06,1.71,-0.0018,0.0789,0.3226,0.1953,0.1966,0.3000,0.2604,-22.33,3.53,-59.22
16419,0.0545,-0.1347,0.3165,0.0014,0.0585,0.0004,0.51,-0.01,2.42,0,3.653,11.870,-1.139,6.348,0.005,-0.013,1.004,0.000,0.000,0.000,0.3170,0,-1,-0.36,-0.38,2.19,-0.0029,0.0660,0.3228,0.1886,0.2001,0.3000,0.2615,-22.64,3.11,-72.48
16470,0.0545,-0.1339,0.3167,0.0011,0.0480,0.0029,1.10,0.11,2.77,0,3.648,-2.095,2.432,7.288,0.005,-0.015,1.001,0.000,0.000,0.000,0.3140,5,0,0.27,-0.42,2.52,-0.0004,0.0672,0.3220,0.1817,0.2035,0.3000,0.2612,-23.07,2.56,-83.16
16522,0.0550,-0.1308,0.3157,0.0017,0.0412,-0.0016,1.13,0.03,3.13,0,3.648,-1.334,-1.179,6.830,0.013,-0.017,1.011,0.000,0.000,0.000,0.3160,0,0,0.26,-0.30,2.91,0.0003,0.0550,0.3204,0.1746,0.2067,0.3000,0.2618,-23.12,1.92,-93.87
16572,0.0547,-0.1351,0.3158,0.0011,0.0176,0.0029,1.08,0.02,3.47,0,3.648,0.574,1.734,3.346,0.004,-0.020,1.007,0.000,0.000,0.000,0.3170,-1,0,0.19,-0.37,3.26,0.0011,0.0554,0.3197,0.1677,0.2096,0.3000,0.2613,-24.36,1.41,-104.21
16623,0.0540,-0.1366,0.3165,-0.0005,0.0033,0.0084,0.95,0.05,3.68,0,3.653,-8.159,-3.391,0.375,0.007,-0.015,1.003,0.000,0.000,0.000,0.3170,-2,0,0.19,-0.29,3.45,-0.0004,0.0596,0.3197,0.1605,0.2123,0.3000,0.2606,-25.00,0.97,-110.42
16675,0.0537,-0.1358,0.3171,-0.0011,-0.0027,0.0115,0.56,0.13,3.71,0,3.648,-2.947,-0.744,-0.586,0.008,-0.013,1.005,0.000,0.000,0.000,0.3160,-10,0,-0.26,-0.47,3.47,-0.0005,0.0641,0.3195,0.1532,0.2148,0.3000,0.2602,-25.00,0.44,-111.25
16725,0.0534,-0.1409,0.3170,-0.0030,-0.0190,0.0100,0.33,0.22,3.67,0,3.653,-7.682,8.534,-6.880,0.005,-0.012,1.011,0.000,0.000,0.000,0.3210,0,0,-0.56,-0.51,3.46,-0.0018,0.0878,0.3188,0.1460,0.2170,0.3000,0.2603,-25.00,-0.01,-110.20
16776,0.0528,-0.1242,0.3191,-0.0051,0.0198,0.0211,-0.06,-0.13,3.35,0,3.653,-4.626,4.058,-13.038,0.005,-0.003,1.016,0.000,0.000,0.000,0.3200,6,1,-0.95,-0.09,3.11,-0.0019,0.0932,0.3202,0.1386,0.2191,0.3000,0.2587,-23.69,-0.44,-100.49
16828,0.0519,-0.1206,0.3203,-0.0052,0.0272,0.0269,-0.28,-0.32,2.71,0,3.653,-1.475,-2.314,-17.327,0.002,-0.010,1.009,0.000,0.000,0.000,0.3190,23,1,-0.95,0.08,2.47,-0.0049,0.0625,0.3240,0.1311,0.2209,0.3000,0.2579,-23.18,-0.94,-81.37
16878,0.0510,-0.1230,0.3207,-0.0041,0.0219,0.0259,-0.15,-0.23,1.87,0,3.648,-12.671,28.117,-17.929,-0.008,-0.020,0.996,0.000,0.000,0.000,0.3190,0,6,-0.70,-0.07,1.64,-0.0060,0.0130,0.3220,0.1237,0.2225,0.3000,0.2579,-23.45,-1.49,-55.97
16930,0.0519,-0.1426,0.3209,0.0010,-0.0222,0.0215,-0.80,-1.56,0.93,0,3.648,-52.287,110.965,-15.313,0.002,-0.011,0.999,0.000,0.000,0.000,0.3220,2,13,-1.39,1.23,0.81,-0.0197,0.0092,0.3238,0.1160,0.2238,0.3000,0.2584,-25.00,-2.37,-28.01
16981,0.0515,-0.1360,0.3220,0.0205,0.0066,0.0186,-3.36,-6.60,-0.02,0,3.648,-24.343,59.143,-10.939,0.012,-0.007,1.009,0.000,0.000,0.000,0.3310,-4,2,-4.20,6.76,-0.13,-0.0519,0.0024,0.3265,0.1084,0.2250,0.3000,0.2585,-24.58,-3.83,0.60
17032,0.0470,-0.1360,0.3261,0.0543,0.0289,0.0341,-4.89,-9.75,-0.81,0,3.658,4.394,-0.285,-6.395,0.005,-0.010,1.000,0.000,0.000,0.000,0.3390,0,-2,-5.73,9.69,-1.38,-0.0577,0.0104,0.3298,0.1008,0.2259,0.3000,0.2560,-23.76,-5.73,24.45
17084,0.0507,-0.1351,0.3322,0.1344,0.0645,0.0511,-4.77,-9.95,-1.12,0,3.658,2.852,-0.913,-4.742,0.001,-0.016,0.986,0.000,0.000,0.000,0.3400,1,-5,-5.57,9.69,-1.68,-0.0527,0.0099,0.3333,0.0931,0.2265,0.3000,0.2530,-22.34,-10.45,33.69
17134,0.0613,-0.1361,0.3365,0.2230,0.0910,0.0487,-4.54,-9.88,-1.30,0,3.658,9.679,-9.980,-4.210,0.001,-0.012,0.981,0.000,0.000,0.000,0.3390,-3,-5,-5.36,9.72,-1.45,-0.0385,0.0071,0.3349,0.0855,0.2269,0.3000,0.2525,-21.16,-15.85,39.03
17185,0.0750,-0.1387,0.3385,0.3072,0.1084,0.0326,-4.10,-9.40,-1.42,0,3.653,11.202,-29.233,-2.137,0.003,-0.015,0.981,0.000,0.000,0.000,0.3360,-3,-13,-5.01,9.21,-1.99,-0.0220,0.0153,0.3347,0.0779,0.2271,0.3000,0.2538,-20.31,-20.86,42.50
17237,0.0930,-0.1370,0.3381,0.3878,0.1300,0.0077,-3.47,-8.08,-1.40,0,3.653,3.025,-47.470,1.322,-0.006,-0.024,0.983,0.000,0.000,0.000,0.3280,-3,-16,-4.39,7.89,-1.51,0.0181,0.0239,0.3292,0.0702,0.2271,0.3000,0.2566,-18.88,-25.00,41.93
17288,0.1121,-0.1332,0.3340,0.4505,0.1496,-0.0286,-3.21,-5.81,-1.18,0,3.642,4.137,-51.393,4.074,-0.009,-0.022,0.997,0.000,0.000,0.000,0.3200,-3,-10,-4.13,5.64,-0.55,0.0674,0.0330,0.3203,0.0626,0.2268,0.3000,0.2613,-17.26,-25.00,35.52
17338,0.1381,-0.1258,0.3272,0.5050,0.1740,-0.0640,-2.93,-3.24,-0.81,0,3.637,17.372,-47.777,7.844,-0.013,-0.025,1.009,0.000,0.000,0.000,0.3140,-4,-15,-3.90,3.04,-0.21,0.0987,0.0421,0.3163,0.0550,0.2263,0.3000,0.2664,-15.20,-25.00,24.38
17389,0.1631,-0.1198,0.3198,0.5310,0.1909,-0.0853,-2.05,-0.82,-0.31,0,3.632,15.449,-51.691,8.074,-0.015,-0.029,1.025,0.000,0.000,0.000,0.3080,-3,-8,-3.02,0.78,0.60,0.1451,0.0553,0.3085,0.0474,0.2255,0.3000,0.2701,-13.65,-25.00,9.23
17440,0.1889,-0.1107,0.3125,0.5360,0.2069,-0.0948,-1.25,1.75,0.16,0,3.632,16.851,-40.772,9.230,-0.017,-0.026,1.038,0.000,0.000,0.000,0.3080,-8,-7,-2.23,-1.90,0.89,0.1700,0.0643,0.3071,0.0398,0.2245,0.3000,0.2725,-11.99,-25.00,-4.67
17492,0.2098,-0.1100,0.3082,0.5077,0.1939,-0.0786,-0.44,3.94,0.67,0,3.626,7.243,-28.020,9.191,-0.010,-0.024,1.043,0.000,0.000,0.000,0.3080,0,-11,-1.43,-4.04,0.52,0.1930,0.0873,0.3056,0.0322,0.2233,0.3000,0.2716,-12.27,-25.00,-20.06
17542,0.2308,-0.1071,0.3062,0.4642,0.1804,-0.0513,0.05,5.32,1.22,0,3.637,-7.086,-15.105,9.218,-0.007,-0.022,1.047,0.000,0.000,0.000,0.3100,-1,-4,-1.06,-5.45,1.50,0.2260,0.0887,0.3058,0.0247,0.2219,0.3000,0.2690,-12.50,-25.00,-36.60
17594,0.2537,-0.1003,0.3066,0.4184,0.1739,-0.0189,-0.27,6.16,1.69,0,3.637,-3.025,-6.258,10.985,-0.009,-0.027,1.043,0.000,0.000,0.000,0.3080,-6,-7,-1.40,-6.27,1.81,0.2402,0.0921,0.3088,0.0172,0.2202,0.3000,0.2654,-12.19,-25.00,-50.63
17644,0.2672,-0.0955,0.3069,0.3492,0.1653,0.0045,-0.41,6.56,2.20,0,3.642,2.208,1.261,6.175,-0.009,-0.019,1.031,0.000,0.000,0.000,0.3110,0,-4,-1.69,-6.58,2.48,0.2599,0.1119,0.3094,0.0099,0.2183,0.3000,0.2628,-12.04,-25.00,-65.86
