time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count
1212,0.4413,1.3648,0.0058,-0.0189,-0.0065,-0.0026,0.34,0.82,-75.03,0,3.922,-0.116,-0.130,-0.432,0.016,0.008,1.000,0.000,0.000,0.000,0.0050,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0140,0.1990,1.2280,0.1300,2.6920,0
1313,0.4414,1.3659,0.0074,-0.0145,0.0005,0.0045,0.39,0.87,-74.69,0,3.927,0.169,-0.271,0.034,0.017,0.008,0.999,0.000,0.000,0.000,0.0080,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0140,0.1990,1.2310,0.1310,2.6940,0
1414,0.4427,1.3654,0.0065,-0.0030,-0.0019,-0.0003,0.31,0.88,-74.34,0,3.922,-0.155,-0.004,-0.021,0.017,0.005,1.000,0.000,0.000,0.000,0.0070,3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.2010,1.2310,0.1310,2.6940,0
1515,0.4419,1.3660,0.0073,-0.0057,0.0017,0.0028,0.35,0.88,-74.00,0,3.927,0.130,-0.189,-0.387,0.016,0.006,0.997,0.000,0.000,0.000,0.0050,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.2010,1.2340,0.1290,2.6940,0
1566,0.4427,1.3654,0.0073,0.0009,-0.0024,0.0023,0.27,0.85,-73.67,0,3.922,0.141,0.372,-0.044,0.017,0.008,1.001,0.000,0.000,0.000,0.0090,2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1990,1.2340,0.1290,2.6940,0
1616,0.4413,1.3658,0.0062,-0.0057,0.0005,-0.0029,0.35,0.89,-73.33,0,3.933,0.312,-0.015,-0.327,0.016,0.008,0.999,0.000,0.000,0.000,0.0110,-4,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.1990,1.2280,0.1290,2.6920,0
1668,0.4422,1.3662,0.0075,0.0014,0.0021,0.0034,0.24,0.81,-73.00,0,3.933,0.187,0.136,-0.009,0.013,0.006,1.000,0.000,0.000,0.000,0.0070,-9,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0110,0.1990,1.2280,0.1290,2.6920,0
1718,0.4411,1.3654,0.0095,-0.0041,-0.0018,0.0112,0.24,0.82,-72.66,0,3.922,-0.017,0.231,-0.383,0.016,0.006,0.996,0.000,0.000,0.000,0.0040,-10,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0110,0.1990,1.2310,0.1330,2.6980,0
1770,0.4410,1.3653,0.0089,-0.0044,-0.0020,0.0056,0.24,0.79,-72.33,0,3.922,-0.039,-0.001,-0.269,0.016,0.006,1.001,0.000,0.000,0.000,0.0090,8,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1990,1.2310,0.1330,2.6980,0
1821,0.4428,1.3658,0.0066,0.0067,0.0014,-0.0055,0.32,0.82,-72.06,0,3.927,-0.308,-0.010,-0.044,0.014,0.008,0.999,0.000,0.000,0.000,0.0050,-7,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1990,1.2310,0.1310,2.6930,0
1872,0.4432,1.3664,0.0076,0.0101,0.0045,-0.0004,0.16,0.82,-71.66,0,3.922,0.229,-0.205,-0.264,0.015,0.010,0.999,0.000,0.000,0.000,0.0070,-9,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1940,1.2310,0.1310,2.6930,0
1924,0.4440,1.3692,0.0063,0.0118,0.0180,-0.0065,0.11,0.91,-71.33,0,3.927,-0.158,0.036,-0.165,0.017,0.007,0.995,0.000,0.000,0.000,0.0090,-14,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1940,1.2290,0.1300,2.6960,0
1975,0.4450,1.3697,0.0064,0.0149,0.0167,-0.0058,0.06,0.92,-71.00,0,3.922,0.164,0.065,-0.038,0.017,0.008,0.999,0.000,0.000,0.000,0.0080,-20,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2000,1.2290,0.1300,2.6960,0
2026,0.4449,1.3699,0.0076,0.0105,0.0135,0.0005,0.06,0.89,-70.67,0,3.927,0.131,-0.031,0.042,0.015,0.007,0.997,0.000,0.000,0.000,0.0070,-15,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2000,1.2320,0.1290,2.6930,0
2077,0.4469,1.3706,0.0080,0.0183,0.0141,0.0019,0.07,0.90,-70.41,0,3.922,-0.165,-0.208,0.136,0.016,0.008,1.000,0.000,0.000,0.000,0.0090,-8,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1920,1.2320,0.1290,2.6930,0
2128,0.4463,1.3711,0.0077,0.0116,0.0133,-0.0004,0.20,0.86,-70.09,0,3.927,0.043,0.370,0.082,0.018,0.008,0.997,0.000,0.000,0.000,0.0050,9,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1920,1.2320,0.1250,2.6940,0
2180,0.4480,1.3706,0.0084,0.0181,0.0074,0.0022,0.34,0.89,-69.77,0,3.933,0.140,-0.053,0.100,0.014,0.008,1.000,0.000,0.000,0.000,0.0090,-16,8,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0140,0.2040,1.2320,0.1250,2.6940,0
2230,0.4420,1.3705,0.0068,-0.0144,0.0056,-0.0054,0.34,0.99,-69.45,0,3.927,-0.043,0.060,-0.072,0.017,0.008,0.998,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0140,0.2040,1.2310,0.1320,2.6930,0
2282,0.4460,1.3752,0.0077,0.0084,0.0260,-0.0014,0.26,1.00,-69.13,0,3.922,-0.235,0.045,0.043,0.015,0.009,1.002,0.000,0.000,0.000,0.0060,-25,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1920,1.2310,0.1320,2.6930,0
2332,0.4460,1.3758,0.0073,0.0069,0.0234,-0.0024,0.06,0.92,-68.80,0,3.922,-0.008,0.190,0.087,0.017,0.007,0.995,0.000,0.000,0.000,0.0090,-4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1920,1.2300,0.1330,2.6950,0
2384,0.4536,1.3781,0.0065,0.0435,0.0302,-0.0062,-0.00,0.91,-68.48,0,3.922,0.052,0.133,-0.200,0.016,0.007,0.999,0.000,0.000,0.000,0.0060,-8,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.1940,1.2300,0.1330,2.6950,0
2435,0.4523,1.3780,0.0078,0.0281,0.0232,0.0003,0.11,0.86,-68.17,0,3.922,-0.190,-0.257,0.054,0.016,0.006,0.998,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.1940,1.2320,0.1300,2.6950,0
2486,0.4525,1.3772,0.0070,0.0223,0.0131,-0.0037,0.25,0.84,-67.86,0,3.922,-0.078,0.287,-0.028,0.019,0.010,1.000,0.000,0.000,0.000,0.0090,14,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2020,1.2320,0.1300,2.6950,0
2537,0.4545,1.3780,0.0068,0.0292,0.0140,-0.0039,0.35,0.81,-67.54,0,3.927,-0.085,0.116,0.244,0.015,0.008,0.997,0.000,0.000,0.000,0.0060,3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2020,1.2350,0.1280,2.6880,0
2588,0.4545,1.3781,0.0079,0.0252,0.0109,0.0009,0.29,0.81,-67.22,0,3.922,-0.025,0.215,-0.204,0.016,0.008,0.999,0.000,0.000,0.000,0.0070,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.2030,1.2350,0.1280,2.6880,0
2638,0.4524,1.3781,0.0070,0.0107,0.0082,-0.0030,0.38,0.82,-66.91,0,3.922,-0.124,0.083,-0.103,0.015,0.007,1.000,0.000,0.000,0.000,0.0050,-17,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0210,0.2030,1.2300,0.1330,2.6920,0
2690,0.4573,1.3799,0.0067,0.0343,0.0159,-0.0039,0.03,0.82,-66.61,0,3.933,0.163,-0.153,-0.468,0.015,0.007,0.998,0.000,0.000,0.000,0.0060,28,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.1970,1.2300,0.1330,2.6920,0
2742,0.4606,1.3822,0.0057,0.0423,0.0232,-0.0076,0.40,0.90,-66.29,0,3.933,-0.037,-0.026,-0.065,0.016,0.007,0.998,0.000,0.000,0.000,0.0060,26,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.1970,1.2300,0.1280,2.6940,0
2793,0.4549,1.3812,0.0059,0.0066,0.0132,-0.0050,0.65,0.91,-65.98,0,3.933,0.129,0.190,-0.156,0.016,0.007,1.002,0.000,0.000,0.000,0.0060,15,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0110,0.1990,1.2300,0.1280,2.6940,0
2844,0.4527,1.3807,0.0061,-0.0025,0.0079,-0.0025,0.61,0.82,-65.68,0,3.938,-0.163,0.154,0.289,0.015,0.005,0.998,0.000,0.000,0.000,0.0070,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0110,0.1990,1.2320,0.1310,2.6970,0
2896,0.4507,1.3795,0.0060,-0.0114,0.0004,-0.0030,0.56,0.84,-65.37,0,3.917,0.071,-0.020,-0.060,0.016,0.007,0.997,0.000,0.000,0.000,0.0080,-10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0180,0.1970,1.2320,0.1310,2.6970,0
2947,0.4489,1.3790,0.0063,-0.0175,-0.0036,-0.0019,0.47,0.84,-65.06,0,3.922,-0.155,-0.134,-0.041,0.017,0.004,1.000,0.000,0.000,0.000,0.0080,16,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0180,0.1970,1.2300,0.1290,2.6940,0
2998,0.4523,1.3792,0.0072,0.0031,-0.0033,0.0023,0.55,0.76,-64.76,0,3.922,-0.187,0.068,-0.162,0.014,0.006,0.999,0.000,0.000,0.000,0.0060,17,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.2060,1.2300,0.1290,2.6940,0
3049,0.4485,1.3774,0.0078,-0.0147,-0.0116,0.0035,0.69,0.72,-64.46,0,3.922,-0.284,0.336,0.068,0.016,0.009,0.998,0.000,0.000,0.000,0.0100,15,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.2060,1.2280,0.1290,2.6950,0
3100,0.4453,1.3761,0.0071,-0.0261,-0.0151,-0.0006,0.73,0.77,-64.16,0,3.922,-0.035,-0.261,-0.122,0.017,0.008,0.999,0.000,0.000,0.000,0.0060,20,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2050,1.2280,0.1290,2.6950,0
3151,0.4460,1.3767,0.0088,-0.0147,-0.0085,0.0065,0.66,0.78,-63.86,0,3.922,-0.005,-0.331,-0.180,0.017,0.009,0.996,0.000,0.000,0.000,0.0050,1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2050,1.2290,0.1320,2.6930,0
3202,0.4448,1.3740,0.0078,-0.0148,-0.0203,0.0003,0.52,0.75,-63.56,0,3.922,-0.182,-0.122,0.200,0.014,0.007,0.998,0.000,0.000,0.000,0.0080,-4,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1960,1.2290,0.1320,2.6930,0
3253,0.4392,1.3716,0.0063,-0.0426,-0.0305,-0.0075,0.68,0.77,-63.26,0,3.922,-0.255,0.001,0.009,0.017,0.008,0.998,0.000,0.000,0.000,0.0070,2,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1960,1.2280,0.1300,2.6930,0
3304,0.4391,1.3707,0.0069,-0.0338,-0.0305,-0.0035,0.65,0.80,-62.96,0,3.922,-0.011,-0.221,-0.172,0.018,0.007,0.999,0.000,0.000,0.000,0.0080,8,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2080,1.2280,0.1300,2.6930,0
3356,0.4392,1.3712,0.0069,-0.0257,-0.0217,-0.0031,0.61,0.76,-62.67,0,3.922,-0.224,0.101,0.003,0.017,0.007,0.999,0.000,0.000,0.000,0.0050,-6,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.2080,1.2340,0.1300,2.6920,0
3408,0.4390,1.3724,0.0075,-0.0213,-0.0110,-0.0003,0.39,0.86,-62.38,0,3.922,0.042,0.143,-0.165,0.018,0.006,0.997,0.000,0.000,0.000,0.0080,-7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1990,1.2340,0.1300,2.6920,0
3459,0.4382,1.3708,0.0062,-0.0205,-0.0170,-0.0058,0.39,0.81,-62.08,0,3.922,-0.092,-0.145,-0.108,0.016,0.007,0.997,0.000,0.000,0.000,0.0060,-7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1990,1.2340,0.1310,2.6970,0
3511,0.4385,1.3711,0.0069,-0.0141,-0.0127,-0.0017,0.32,0.82,-61.79,0,3.917,0.136,-0.362,-0.033,0.016,0.006,1.000,0.000,0.000,0.000,0.0080,11,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0200,0.2040,1.2340,0.1310,2.6970,0
3561,0.4407,1.3721,0.0065,0.0003,-0.0055,-0.0032,0.37,0.77,-61.50,0,3.922,0.068,0.143,-0.129,0.017,0.005,0.999,0.000,0.000,0.000,0.0060,-29,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0200,0.2040,1.2290,0.1280,2.6910,0
3613,0.4388,1.3700,0.0071,-0.0077,-0.0140,-0.0002,0.06,0.74,-61.21,0,3.922,0.114,-0.070,0.055,0.014,0.008,0.999,0.000,0.000,0.000,0.0060,-16,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0180,0.2000,1.2290,0.1280,2.6910,0
3664,0.4461,1.3731,0.0068,0.0301,0.0038,-0.0013,-0.12,0.74,-60.92,0,3.922,-0.166,-0.257,-0.062,0.016,0.008,0.998,0.000,0.000,0.000,0.0040,2,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0180,0.2000,1.2270,0.1330,2.6900,0
3714,0.4529,1.3777,0.0060,0.0572,0.0265,-0.0053,-0.17,0.77,-60.63,0,3.922,0.187,0.334,-0.034,0.015,0.007,0.998,0.000,0.000,0.000,0.0100,-20,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0200,0.1980,1.2270,0.1330,2.6900,0
3765,0.4528,1.3774,0.0050,0.0466,0.0202,-0.0086,-0.25,0.83,-60.35,0,3.922,-0.120,-0.111,-0.306,0.016,0.004,1.001,0.000,0.000,0.000,0.0050,-11,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0200,0.1980,1.2280,0.1310,2.6870,0
3817,0.4583,1.3793,0.0072,0.0651,0.0245,0.0022,-0.26,0.84,-60.08,0,3.917,0.317,0.156,-0.260,0.017,0.004,0.998,0.000,0.000,0.000,0.0030,1,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0200,0.2000,1.2280,0.1310,2.6870,0
3868,-0.0000,0.0000,0.2884,-0.0035,0.0000,-0.0000,0.01,-0.03,-0.00,0,3.922,-0.039,0.199,0.052,0.015,0.008,1.000,0.000,0.000,0.000,0.0060,-7,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0200,0.2000,1.2340,0.1310,2.6920,0
3919,0.0002,-0.0001,0.0030,0.0071,-0.0008,-0.0003,-0.13,-0.00,-0.01,0,3.922,0.263,0.095,-0.260,0.016,0.009,0.998,0.000,0.000,0.000,0.0050,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0140,0.2010,1.2340,0.1310,2.6920,0
3971,0.0002,0.0003,0.0046,0.0082,0.0056,0.0005,0.06,0.20,-0.01,0,3.922,-0.008,0.008,-0.122,0.017,0.007,0.996,0.000,0.000,0.000,0.0050,-11,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0140,0.2010,1.2320,0.1310,2.6870,0
4022,0.0009,-0.0009,0.0048,0.0159,-0.0093,0.0006,-0.07,0.11,-0.01,0,3.922,0.069,0.187,-0.000,0.015,0.010,0.998,0.000,0.000,0.000,0.0090,-13,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1970,1.2320,0.1310,2.6870,0
4074,0.0004,-0.0004,0.0050,0.0077,-0.0013,0.0007,-0.28,0.63,-0.01,0,3.922,0.180,0.105,0.019,0.018,0.006,1.000,0.000,0.000,0.000,0.0050,0,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1970,1.2340,0.1300,2.6860,0
4125,0.0000,0.0001,0.0071,0.0027,0.0030,0.0105,0.29,0.34,-0.01,0,3.922,-0.147,-0.106,0.011,0.015,0.007,1.000,0.000,0.000,0.000,0.0060,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1930,1.2340,0.1300,2.6860,0
4176,0.0006,-0.0001,0.0065,0.0067,0.0006,0.0050,0.17,0.67,-0.02,0,3.922,-0.042,0.165,-0.335,0.015,0.005,0.997,0.000,0.000,0.000,0.0090,9,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1930,1.2340,0.1280,2.6930,0
4227,0.0008,0.0010,0.0065,0.0074,0.0090,0.0037,0.48,0.65,-0.02,0,3.922,0.226,0.076,-0.213,0.017,0.007,0.997,0.000,0.000,0.000,0.0120,-2,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0130,0.1940,1.2340,0.1280,2.6930,0
4277,0.0008,0.0011,0.0081,0.0067,0.0091,0.0086,0.18,0.77,-0.02,0,3.922,-0.196,-0.005,-0.142,0.016,0.008,0.999,0.000,0.000,0.000,0.0070,-4,-10,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0130,0.1940,1.2310,0.1270,2.6960,0
4329,0.0010,0.0003,0.0106,0.0077,0.0032,0.0177,0.23,0.50,-0.03,0,3.922,-0.151,-0.019,-0.102,0.017,0.006,0.996,0.000,0.000,0.000,0.0060,-3,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.2000,1.2310,0.1270,2.6960,0
