time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count
0,0.4497,1.3662,0.0056,-0.0022,-0.0004,-0.0005,0.30,0.90,-79.27,0,3.922,-0.183,0.069,0.204,0.014,0.007,1.001,0.000,0.000,0.000,0.0060,-21,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.2000,0.0000,0.1290,2.6920,0
100,0.4508,1.3662,0.0059,0.0033,-0.0006,0.0009,0.14,0.83,-78.90,0,3.927,-0.120,-0.218,0.032,0.015,0.006,0.999,0.000,0.000,0.000,0.0070,4,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.2000,1.2350,0.1320,2.6910,0
202,0.4485,1.3666,0.0062,-0.0102,0.0013,0.0024,0.47,0.81,-78.55,0,3.922,0.240,-0.038,-0.228,0.014,0.005,0.998,0.000,0.000,0.000,0.0070,2,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1990,1.2350,0.1320,2.6910,0
303,0.4489,1.3660,0.0068,-0.0055,-0.0014,0.0040,0.41,0.85,-78.19,0,3.927,-0.050,0.020,-0.321,0.019,0.009,0.996,0.000,0.000,0.000,0.0060,14,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0160,0.1990,1.2350,0.1300,2.6930,0
404,0.4509,1.3662,0.0071,0.0074,0.0000,0.0035,0.43,0.84,-77.84,0,3.922,0.126,-0.164,-0.222,0.015,0.009,1.000,0.000,0.000,0.000,0.0060,4,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0180,0.1970,1.2350,0.1300,2.6930,0
504,0.4493,1.3661,0.0067,0.0006,-0.0005,0.0007,0.38,0.84,-77.48,0,3.927,0.107,0.206,-0.216,0.016,0.007,0.999,0.000,0.000,0.000,0.0040,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0180,0.1970,1.2310,0.1300,2.6930,0
606,0.4498,1.3649,0.0065,0.0045,-0.0073,-0.0007,0.32,0.81,-77.12,0,3.922,-0.088,0.220,-0.315,0.017,0.006,1.002,0.000,0.000,0.000,0.0070,1,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1950,1.2310,0.1300,2.6930,0
707,0.4495,1.3663,0.0052,0.0035,0.0014,-0.0061,0.32,0.90,-76.77,0,3.922,-0.115,-0.015,0.397,0.017,0.006,0.999,0.000,0.000,0.000,0.0070,23,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0150,0.1950,1.2310,0.1300,2.6930,0
808,0.4491,1.3660,0.0058,0.0021,-0.0004,-0.0025,0.54,0.87,-76.42,0,3.922,-0.013,0.142,-0.153,0.017,0.009,1.001,0.000,0.000,0.000,0.0050,-4,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.2000,1.2310,0.1300,2.6930,0
909,0.4419,1.3660,0.0063,-0.0315,-0.0008,-0.0003,0.52,0.88,-76.07,0,3.938,-0.115,0.089,-0.130,0.015,0.007,0.998,0.000,0.000,0.000,0.0060,-15,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0190,0.2000,1.2240,0.1300,2.6950,0
1010,0.4412,1.3654,0.0057,-0.0291,-0.0038,-0.0034,0.40,0.89,-75.72,0,3.933,-0.156,-0.049,0.031,0.013,0.008,1.001,0.000,0.000,0.000,0.0060,3,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0130,0.2020,1.2240,0.1300,2.6950,0
1111,0.4430,1.3656,0.0058,-0.0144,-0.0023,-0.0026,0.44,0.87,-75.38,0,3.927,-0.084,-0.055,0.043,0.016,0.008,0.998,0.000,0.000,0.000,0.0090,-11,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0130,0.2020,1.2280,0.1300,2.6920,0
