time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,-1.0070,-0.0928,0.0102,-0.0421,-0.0500,-0.0016,-0.29,0.17,-33.65,0,4.054,0.632,-0.589,0.135,0.001,-0.017,1.001,0.000,0.000,0.000,0.0100,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2820,0.9150,0.8780,0.9770,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,-1.0066,-0.0923,0.0103,-0.0336,-0.0386,-0.0010,-0.45,0.19,-33.49,0,4.043,0.363,-0.588,0.003,-0.002,-0.017,0.998,0.000,0.000,0.000,0.0110,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2820,0.9150,0.8780,0.9770,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,-1.0014,-0.0854,0.0108,-0.0025,0.0032,0.0018,-0.82,0.13,-33.33,0,4.059,0.895,-0.418,-0.009,0.001,-0.017,0.999,0.000,0.000,0.000,0.0120,0,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2810,0.9100,0.8830,0.9780,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
303,-1.0015,-0.0852,0.0115,-0.0053,0.0035,0.0049,-0.65,0.17,-33.17,0,4.043,0.365,-0.561,0.156,0.002,-0.016,1.001,0.000,0.000,0.000,0.0110,12,15,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2810,0.9100,0.8830,0.9780,2.7070,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
405,-1.0037,-0.0911,0.0116,-0.0178,-0.0277,0.0042,-0.38,0.28,-33.00,0,4.054,0.760,-0.571,-0.015,-0.000,-0.018,0.999,0.000,0.000,0.000,0.0150,6,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2840,0.9180,0.8810,0.9800,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
506,-1.0113,-0.0978,0.0133,-0.0528,-0.0566,0.0103,-0.15,0.25,-32.84,0,4.049,0.606,-0.079,0.059,-0.000,-0.018,1.001,0.000,0.000,0.000,0.0100,0,-15,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2840,0.9180,0.8810,0.9800,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
607,-1.0167,-0.1023,0.0120,-0.0717,-0.0668,0.0020,-0.05,0.05,-32.69,0,4.054,0.661,-0.280,-0.125,-0.000,-0.020,1.002,0.000,0.000,0.000,0.0120,-1,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2840,0.9180,0.8840,0.9780,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
708,-1.0122,-0.1065,0.0126,-0.0377,-0.0752,0.0051,-0.20,0.04,-32.53,0,4.043,0.690,-0.190,0.053,-0.000,-0.017,1.000,0.000,0.000,0.000,0.0120,4,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2840,0.9180,0.8840,0.9780,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
808,-1.0056,-0.0988,0.0133,0.0020,-0.0197,0.0085,-0.74,0.08,-32.38,0,4.054,0.372,-0.316,0.078,-0.001,-0.017,1.002,0.000,0.000,0.000,0.0120,-10,10,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2780,0.0000,0.8830,0.9730,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
909,-1.0012,-0.0949,0.0130,0.0226,0.0035,0.0054,-1.03,0.13,-32.22,0,4.038,0.718,-0.211,-0.149,-0.001,-0.016,1.001,0.000,0.000,0.000,0.0100,-6,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.2780,0.0000,0.8830,0.9730,2.6950,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
