time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.5009,-0.2601,0.0105,0.0046,0.0023,-0.0044,-0.97,0.89,126.10,0,3.706,-0.155,0.000,0.012,0.015,-0.018,1.000,0.000,0.000,0.000,0.0120,-3,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1460,0.0000,1.3400,1.0790,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
101,0.5042,-0.2626,0.0106,0.0216,-0.0117,-0.0027,-1.05,1.05,125.59,0,3.706,0.123,0.209,0.091,0.015,-0.018,1.001,0.000,0.000,0.000,0.0090,9,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1330,0.0000,1.3400,1.0790,2.7060,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,0.5041,-0.2642,0.0112,0.0160,-0.0182,0.0010,-1.00,1.06,125.07,0,3.700,-0.368,-0.145,-0.056,0.014,-0.020,0.996,0.000,0.000,0.000,0.0120,24,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1330,0.0000,1.3330,1.0830,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
303,0.5059,-0.2639,0.0103,0.0230,-0.0140,-0.0042,-0.80,1.02,124.56,0,3.706,0.060,0.077,-0.269,0.015,-0.017,1.000,0.000,0.000,0.000,0.0090,-1,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1440,0.0000,1.3330,1.0830,2.7020,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
404,0.5085,-0.2602,0.0111,0.0303,0.0057,0.0003,-0.91,0.98,124.06,0,3.700,-0.075,-0.024,-0.081,0.013,-0.020,0.999,0.000,0.000,0.000,0.0090,39,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1440,0.0000,1.3340,1.0840,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
505,0.5093,-0.2575,0.0101,0.0290,0.0183,-0.0038,-0.49,0.88,123.54,0,3.700,-0.137,-0.087,0.165,0.016,-0.021,0.998,0.000,0.000,0.000,0.0120,-5,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1380,0.0000,1.3340,1.0840,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,0.5180,-0.2539,0.0093,0.0651,0.0300,-0.0078,-0.66,0.90,123.05,0,3.706,0.050,-0.050,-0.058,0.015,-0.019,0.999,0.000,0.000,0.000,0.0070,-2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1380,0.0000,1.3370,1.0830,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
707,0.5212,-0.2524,0.0104,0.0686,0.0308,-0.0015,-0.64,0.94,122.54,0,3.706,0.020,-0.139,0.020,0.016,-0.020,1.000,0.000,0.000,0.000,0.0100,7,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1360,0.0000,1.3370,1.0830,2.6960,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
809,0.5202,-0.2523,0.0089,0.0486,0.0237,-0.0072,-0.73,0.88,122.04,0,3.706,-0.111,-0.278,-0.303,0.013,-0.018,1.002,0.000,0.000,0.000,0.0130,-10,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1360,0.0000,1.3370,1.0830,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
911,0.5221,-0.2518,0.0092,0.0483,0.0204,-0.0043,-0.92,0.85,121.63,0,3.706,0.169,-0.033,0.204,0.015,-0.019,1.000,0.000,0.000,0.000,0.0070,9,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.1320,0.0000,1.3370,1.0830,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
