time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,0.2159,1.0459,0.0121,0.0170,0.0891,-0.0013,-0.02,-0.09,-5.42,0,3.980,0.134,0.089,-0.251,-0.002,0.010,1.000,0.000,0.000,0.000,0.0110,-8,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8720,0.0000,1.1010,1.2650,2.6960,12,0.0000,0.0000,0.0000,0.0000,0.0000,0
100,0.2173,1.0566,0.0110,0.0195,0.1262,-0.0074,-0.24,-0.08,-5.40,0,3.991,-0.122,0.138,0.060,-0.000,0.009,1.003,0.000,0.000,0.000,0.0120,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8740,0.5710,1.0970,1.2650,2.7020,12,0.0000,0.0000,0.0000,0.0000,0.0000,0
201,0.2174,1.0569,0.0119,0.0152,0.1003,-0.0003,-0.02,-0.07,-5.38,0,3.985,0.016,-0.389,-0.202,-0.003,0.011,1.001,0.000,0.000,0.000,0.0140,-3,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8740,0.5710,1.0970,1.2690,2.7020,12,0.0000,0.0000,0.0000,0.0000,0.0000,0
302,0.2167,1.0576,0.0133,0.0078,0.0819,0.0073,0.18,-0.05,-5.36,0,3.991,-0.090,0.138,-0.297,-0.001,0.008,1.001,0.000,0.000,0.000,0.0110,5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8740,0.0000,1.1000,1.2690,2.7080,12,0.0000,0.0000,0.0000,0.0000,0.0000,0
403,0.2169,1.0579,0.0128,0.0065,0.0645,0.0037,0.33,-0.03,-5.34,0,3.985,-0.169,0.386,0.109,-0.003,0.010,1.002,0.000,0.000,0.000,0.0090,-17,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8740,0.0000,1.1000,1.2690,2.7080,12,0.0000,0.0000,0.0000,0.0000,0.0000,0
504,0.2190,1.0662,0.0109,0.0150,0.0935,-0.0071,0.14,-0.07,-5.31,0,3.991,-0.093,-0.079,0.038,-0.005,0.010,0.998,0.000,0.000,0.000,0.0150,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8710,0.0000,1.0990,1.2690,2.7030,12,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,0.2188,1.0662,0.0128,0.0101,0.0732,0.0042,0.32,-0.06,-5.28,0,3.985,0.013,0.038,-0.259,-0.000,0.008,0.999,0.000,0.000,0.000,0.0110,-5,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8710,0.0000,1.0990,1.2640,2.7030,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
708,0.2186,1.0672,0.0123,0.0070,0.0616,0.0004,0.43,-0.07,-5.26,0,3.991,0.079,0.011,-0.289,-0.001,0.010,1.001,0.000,0.000,0.000,0.0110,5,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8750,0.0000,1.1020,1.2640,2.7010,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
810,0.2181,1.0707,0.0118,0.0019,0.0661,-0.0026,0.46,-0.04,-5.24,0,3.980,-0.026,-0.124,0.107,-0.001,0.010,1.001,0.000,0.000,0.000,0.0110,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8750,0.0000,1.1020,1.2670,2.7010,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
912,0.2212,1.0880,0.0102,0.0170,0.1403,-0.0124,-0.10,0.01,-5.21,0,3.991,-0.167,0.190,0.050,-0.002,0.009,0.999,0.000,0.000,0.000,0.0110,8,10,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8740,0.0000,1.1010,1.2670,2.6910,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
1013,0.2183,1.0861,0.0113,-0.0032,0.0994,-0.0018,0.12,-0.03,-5.19,0,3.985,-0.138,-0.112,-0.252,-0.005,0.011,0.996,0.000,0.000,0.000,0.0110,-4,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.8740,0.0000,1.1010,1.2650,2.6910,15,0.0000,0.0000,0.0000,0.0000,0.0000,0
