time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,-1.7689,1.2433,0.0097,-0.0102,0.0110,0.0059,-0.38,0.84,-105.13,0,3.991,-0.225,-0.032,-0.344,0.014,-0.005,1.002,0.000,0.000,0.000,0.0080,35,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0460,0.5590,1.3140,1.0810,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
100,-1.7750,1.2444,0.0092,-0.0399,0.0156,0.0022,0.15,0.78,-104.68,0,4.001,-0.018,0.105,-0.011,0.014,-0.004,1.001,0.000,0.000,0.000,0.0090,-9,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0480,0.4840,1.3140,1.0810,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,-1.7883,1.2469,0.0088,-0.0954,0.0240,-0.0014,0.13,0.77,-104.23,0,3.996,-0.336,0.008,0.119,0.013,-0.005,0.999,0.000,0.000,0.000,0.0100,-1,6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0480,0.4840,1.3100,1.0730,2.7000,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
303,-1.7825,1.2451,0.0100,-0.0462,0.0084,0.0061,-0.22,0.82,-103.78,0,4.001,-0.245,-0.209,0.155,0.016,-0.006,1.000,0.000,0.000,0.000,0.0060,-4,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0520,0.5600,1.3100,1.0730,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
404,-1.7733,1.2429,0.0086,0.0142,-0.0074,-0.0028,-0.71,0.77,-103.32,0,3.996,-0.184,0.079,-0.183,0.014,-0.005,1.000,0.000,0.000,0.000,0.0080,-20,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0520,0.5600,1.3140,1.0770,2.7030,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
504,-1.7649,1.2418,0.0080,0.0580,-0.0130,-0.0058,-1.17,0.80,-102.87,0,3.996,-0.386,-0.173,0.090,0.015,-0.005,1.002,0.000,0.000,0.000,0.0100,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0510,0.5030,1.3140,1.0770,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
606,-1.7614,1.2420,0.0087,0.0644,-0.0086,0.0004,-0.98,0.80,-102.42,0,3.996,-0.314,-0.009,0.104,0.015,-0.007,0.997,0.000,0.000,0.000,0.0080,0,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0510,0.5030,1.3140,1.0760,2.7010,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
706,-1.7566,1.2401,0.0084,0.0791,-0.0173,-0.0024,-1.08,0.78,-101.97,0,4.001,0.061,-0.097,-0.093,0.015,-0.004,1.000,0.000,0.000,0.000,0.0110,-24,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0490,0.5850,1.3140,1.0760,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
807,-1.7461,1.2425,0.0089,0.1201,-0.0007,0.0002,-1.53,0.98,-101.53,0,3.996,0.022,-0.233,-0.496,0.015,-0.004,1.000,0.000,0.000,0.000,0.0060,-4,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0490,0.5850,1.3140,1.0750,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
909,-1.7468,1.2439,0.0088,0.0893,0.0072,0.0011,-1.03,0.95,-101.10,0,4.001,0.050,-0.065,-0.132,0.015,-0.005,1.001,0.000,0.000,0.000,0.0060,-10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,1.0460,0.5210,1.3140,1.0750,2.7040,0,0.0000,0.0000,0.0000,0.0000,0.0000,0
