time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,range_z,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
4,1.9232,5.6338,0.0095,0.0070,0.0086,-0.0029,1.23,0.73,-60.86,0,0.008,-0.050,0.112,-0.157,0.014,0.025,1.000,0.000,0.000,0.000
5,1.9226,5.6323,0.0095,0.0035,-0.0003,-0.0025,1.23,0.73,-60.80,0,0.008,0.130,-0.100,-0.203,0.013,0.023,0.999,0.000,0.000,0.000
5,1.9228,5.6324,0.0095,0.0044,0.0005,-0.0022,1.27,0.74,-60.75,0,0.008,-0.068,0.096,-0.234,0.011,0.024,1.002,0.000,0.000,0.000
5,1.9229,5.6324,0.0095,0.0046,0.0007,-0.0020,1.13,0.78,-60.69,0,0.008,0.085,-0.080,-0.008,0.014,0.023,0.998,0.000,0.000,0.000
5,1.9220,5.6321,0.0095,-0.0003,-0.0007,-0.0017,1.27,0.72,-60.63,0,0.008,0.001,0.214,0.107,0.014,0.024,1.000,0.000,0.000,0.000
5,1.9243,5.6344,0.0088,0.0124,0.0118,-0.0047,1.23,0.76,-60.57,0,0.008,-0.078,-0.167,-0.251,0.013,0.023,1.002,0.000,0.000,0.000
5,1.9224,5.6319,0.0089,0.0022,-0.0024,-0.0043,1.27,0.73,-60.52,0,0.008,0.142,0.000,-0.074,0.012,0.023,1.003,0.000,0.000,0.000
5,1.9226,5.6329,0.0088,0.0029,0.0037,-0.0043,1.20,0.76,-60.46,0,0.008,-0.223,0.074,-0.239,0.013,0.025,1.000,0.000,0.000,0.000
5,1.9221,5.6320,0.0088,0.0005,-0.0016,-0.0041,1.33,0.78,-60.40,0,0.008,-0.251,-0.020,0.023,0.013,0.025,1.000,0.000,0.000,0.000
5,1.9233,5.6334,0.0088,0.0070,0.0061,-0.0041,1.22,0.72,-60.34,0,0.008,-0.065,0.265,0.124,0.012,0.024,1.001,0.000,0.000,0.000
5,1.9205,5.6323,0.0084,-0.0084,-0.0002,-0.0056,1.22,0.71,-60.28,0,0.007,0.088,-0.253,0.094,0.014,0.023,0.999,0.000,0.000,0.000
5,1.9232,5.6323,0.0084,0.0066,0.0001,-0.0051,1.26,0.71,-60.23,0,0.007,-0.041,0.114,0.109,0.015,0.023,0.998,0.000,0.000,0.000
5,1.9233,5.6321,0.0084,0.0070,-0.0007,-0.0048,1.27,0.71,-60.17,0,0.007,-0.176,0.473,0.045,0.013,0.025,1.002,0.000,0.000,0.000
5,1.9225,5.6317,0.0083,0.0029,-0.0028,-0.0048,1.27,0.77,-60.11,0,0.007,-0.154,-0.179,0.020,0.012,0.024,1.003,0.000,0.000,0.000
5,1.9222,5.6315,0.0083,0.0010,-0.0036,-0.0047,1.24,0.72,-60.06,0,0.007,-0.120,-0.014,0.087,0.014,0.023,1.000,0.000,0.000,0.000
5,1.9216,5.6326,0.0077,-0.0022,0.0026,-0.0074,1.24,0.72,-60.00,0,0.008,0.015,0.005,-0.191,0.014,0.025,0.999,0.000,0.000,0.000
5,1.9226,5.6320,0.0077,0.0038,-0.0008,-0.0074,1.22,0.80,-59.94,0,0.008,-0.058,0.052,-0.242,0.012,0.025,1.000,0.000,0.000,0.000
5,1.9227,5.6320,0.0076,0.0040,-0.0009,-0.0075,1.21,0.71,-59.88,0,0.008,-0.037,-0.160,-0.351,0.013,0.024,1.000,0.000,0.000,0.000
5,1.9222,5.6337,0.0075,0.0014,0.0087,-0.0073,1.21,0.71,-59.83,0,0.008,0.132,-0.100,-0.053,0.012,0.024,0.999,0.000,0.000,0.000
5,1.9233,5.6321,0.0075,0.0078,-0.0002,-0.0068,1.20,0.72,-59.77,0,0.008,-0.128,0.050,0.043,0.012,0.025,1.000,0.000,0.000,0.000
6,1.9234,5.6321,0.0076,0.0080,-0.0002,-0.0056,1.21,0.80,-59.72,0,0.011,-0.176,-0.059,0.014,0.013,0.025,1.001,0.000,0.000,0.000
6,1.9235,5.6324,0.0076,0.0085,0.0016,-0.0057,1.26,0.79,-59.66,0,0.011,-0.183,0.088,0.185,0.015,0.025,1.000,0.000,0.000,0.000
6,1.9224,5.6339,0.0075,0.0021,0.0098,-0.0056,1.23,0.78,-59.60,0,0.011,-0.082,-0.180,-0.322,0.014,0.025,1.001,0.000,0.000,0.000
6,1.9215,5.6331,0.0075,-0.0026,0.0052,-0.0055,1.22,0.75,-59.55,0,0.011,-0.092,-0.154,0.140,0.014,0.026,1.001,0.000,0.000,0.000
6,1.9222,5.6333,0.0074,0.0015,0.0059,-0.0055,1.26,0.76,-59.49,0,0.011,-0.025,0.201,-0.435,0.015,0.023,1.001,0.000,0.000,0.000
6,1.9227,5.6328,0.0089,0.0043,0.0033,0.0029,1.17,0.73,-59.43,0,0.007,-0.057,0.140,-0.042,0.014,0.023,1.003,0.000,0.000,0.000
6,1.9218,5.6325,0.0090,-0.0005,0.0019,0.0030,1.23,0.72,-59.38,0,0.007,-0.170,-0.161,0.119,0.015,0.023,1.001,0.000,0.000,0.000
6,1.9239,5.6330,0.0090,0.0111,0.0042,0.0032,1.20,0.74,-59.32,0,0.007,-0.013,-0.384,0.068,0.014,0.023,1.003,0.000,0.000,0.000
6,1.9228,5.6321,0.0091,0.0052,-0.0006,0.0034,1.27,0.81,-59.32,0,0.007,0.020,0.151,0.022,0.015,0.022,1.001,0.000,0.000,0.000
6,1.9234,5.6329,0.0091,0.0082,0.0040,0.0035,1.22,0.73,-59.27,0,0.007,0.005,-0.080,-0.002,0.013,0.025,1.000,0.000,0.000,0.000
6,1.9213,5.6335,0.0083,-0.0034,0.0066,-0.0009,1.28,0.76,-59.21,0,0.007,0.040,0.084,0.096,0.012,0.026,1.001,0.000,0.000,0.000
6,1.9231,5.6325,0.0083,0.0068,0.0011,-0.0004,1.22,0.72,-59.15,0,0.007,-0.195,-0.074,-0.027,0.012,0.024,1.000,0.000,0.000,0.000
6,1.9217,5.6324,0.0083,-0.0011,0.0004,-0.0001,1.22,0.75,-59.10,0,0.007,-0.097,0.049,-0.108,0.013,0.023,1.001,0.000,0.000,0.000
6,1.9232,5.6323,0.0083,0.0074,-0.0001,0.0003,1.27,0.78,-59.04,0,0.007,-0.109,0.069,-0.097,0.014,0.022,1.004,0.000,0.000,0.000
6,1.9229,5.6329,0.0083,0.0053,0.0028,0.0004,1.24,0.73,-58.99,0,0.007,-0.183,-0.138,-0.270,0.012,0.023,1.002,0.000,0.000,0.000
6,1.9217,5.6329,0.0078,-0.0013,0.0028,-0.0026,1.23,0.73,-58.93,0,0.010,-0.076,-0.043,-0.388,0.014,0.024,1.001,0.000,0.000,0.000
6,1.9227,5.6323,0.0077,0.0049,-0.0002,-0.0025,1.25,0.74,-58.88,0,0.010,0.251,0.158,0.024,0.014,0.024,1.001,0.000,0.000,0.000
6,1.9228,5.6323,0.0077,0.0051,-0.0001,-0.0024,1.22,0.71,-58.82,0,0.010,-0.029,-0.133,-0.274,0.014,0.025,0.998,0.000,0.000,0.000
6,1.9223,5.6323,0.0077,0.0022,-0.0003,-0.0023,1.26,0.78,-58.77,0,0.010,-0.151,-0.025,-0.033,0.014,0.024,1.000,0.000,0.000,0.000
7,1.9234,5.6321,0.0077,0.0080,-0.0009,-0.0019,1.21,0.77,-58.71,0,0.010,-0.048,0.015,-0.043,0.011,0.026,1.002,0.000,0.000,0.000
7,1.9218,5.6330,0.0087,-0.0007,0.0040,0.0034,1.18,0.72,-58.65,0,0.009,-0.216,0.267,0.576,0.014,0.025,1.002,0.000,0.000,0.000
7,1.9229,5.6334,0.0087,0.0051,0.0058,0.0036,1.22,0.72,-58.60,0,0.009,0.220,-0.192,0.003,0.011,0.024,1.000,0.000,0.000,0.000
7,1.9240,5.6328,0.0087,0.0112,0.0024,0.0037,1.22,0.72,-58.54,0,0.009,0.182,-0.144,-0.014,0.012,0.025,1.000,0.000,0.000,0.000
7,1.9232,5.6323,0.0088,0.0070,0.0000,0.0037,1.26,0.78,-58.48,0,0.009,0.188,-0.000,-0.458,0.015,0.025,1.002,0.000,0.000,0.000
7,1.9233,5.6323,0.0088,0.0073,0.0001,0.0038,1.27,0.73,-58.43,0,0.009,-0.076,0.005,0.066,0.014,0.026,1.001,0.000,0.000,0.000
7,1.9218,5.6330,0.0089,-0.0009,0.0041,0.0044,1.23,0.74,-58.37,0,0.007,0.122,-0.261,-0.108,0.013,0.023,1.002,0.000,0.000,0.000
7,1.9222,5.6319,0.0090,0.0015,-0.0018,0.0047,1.27,0.75,-58.32,0,0.007,0.057,-0.149,-0.041,0.012,0.024,0.999,0.000,0.000,0.000
7,1.9229,5.6326,0.0090,0.0050,0.0021,0.0048,1.19,0.75,-58.26,0,0.007,-0.086,-0.003,0.041,0.012,0.023,0.999,0.000,0.000,0.000
7,1.9221,5.6321,0.0091,0.0009,-0.0004,0.0049,1.22,0.74,-58.21,0,0.007,-0.142,-0.030,-0.473,0.012,0.022,1.000,0.000,0.000,0.000
7,1.9236,5.6331,0.0091,0.0092,0.0046,0.0051,1.21,0.74,-58.15,0,0.007,-0.098,0.002,0.047,0.014,0.024,1.002,0.000,0.000,0.000
7,1.9233,5.6327,0.0083,0.0078,0.0023,0.0008,1.25,0.74,-58.10,0,0.007,0.144,-0.162,0.137,0.014,0.026,1.002,0.000,0.000,0.000
7,1.9234,5.6327,0.0083,0.0080,0.0024,0.0010,1.21,0.73,-58.04,0,0.007,-0.036,-0.239,0.011,0.014,0.025,0.998,0.000,0.000,0.000
7,1.9228,5.6323,0.0083,0.0046,0.0005,0.0010,1.20,0.75,-57.98,0,0.007,-0.041,-0.423,-0.263,0.013,0.024,1.000,0.000,0.000,0.000
7,1.9235,5.6325,0.0083,0.0081,0.0015,0.0009,1.40,0.74,-57.93,0,0.007,-0.135,-0.236,-0.166,0.013,0.025,1.002,0.000,0.000,0.000
7,1.9237,5.6331,0.0083,0.0085,0.0049,0.0010,1.41,0.79,-57.87,0,0.007,-0.013,0.001,-0.062,0.012,0.022,1.004,0.000,0.000,0.000
7,1.9199,5.6302,0.0078,-0.0118,-0.0107,-0.0017,1.39,0.78,-57.77,0,0.008,0.117,0.016,-0.154,0.014,0.022,1.000,0.000,0.000,0.000
7,1.9189,5.6309,0.0078,-0.0161,-0.0063,-0.0016,1.41,0.70,-57.77,0,0.008,0.083,-0.144,0.023,0.013,0.024,1.002,0.000,0.000,0.000
7,1.9191,5.6311,0.0078,-0.0142,-0.0054,-0.0016,1.40,0.78,-57.66,0,0.008,-0.069,0.356,0.325,0.011,0.024,1.002,0.000,0.000,0.000
8,1.9196,5.6290,0.0078,-0.0108,-0.0159,-0.0015,1.35,0.79,-57.66,0,0.008,0.196,0.235,-0.129,0.011,0.023,1.000,0.000,0.000,0.000
8,1.9187,5.6305,0.0078,-0.0152,-0.0072,-0.0011,1.39,0.76,-57.55,0,0.008,0.158,-0.024,-0.384,0.014,0.023,1.000,0.000,0.000,0.000
8,1.9195,5.6313,0.0079,-0.0102,-0.0026,-0.0001,1.34,0.77,-57.55,0,0.007,-0.057,-0.055,-0.196,0.013,0.022,1.001,0.000,0.000,0.000
8,1.9188,5.6303,0.0079,-0.0134,-0.0077,-0.0001,1.36,0.70,-57.49,0,0.007,0.103,0.046,-0.175,0.011,0.022,1.003,0.000,0.000,0.000
8,1.9195,5.6310,0.0079,-0.0094,-0.0038,0.0003,1.37,0.75,-57.44,0,0.007,0.087,-0.050,-0.261,0.012,0.023,1.000,0.000,0.000,0.000
8,1.9200,5.6293,0.0079,-0.0059,-0.0125,0.0006,1.36,0.73,-57.39,0,0.007,-0.367,-0.177,0.020,0.014,0.022,1.001,0.000,0.000,0.000
8,1.9191,5.6300,0.0079,-0.0108,-0.0082,0.0007,1.35,0.71,-57.33,0,0.007,-0.085,-0.228,-0.167,0.013,0.023,1.001,0.000,0.000,0.000
8,1.9193,5.6296,0.0075,-0.0090,-0.0098,-0.0015,1.30,0.74,-57.28,0,0.005,-0.058,0.269,0.170,0.013,0.023,1.003,0.000,0.000,0.000
8,1.9196,5.6293,0.0075,-0.0074,-0.0113,-0.0013,1.34,0.74,-57.22,0,0.005,0.207,-0.146,-0.369,0.014,0.024,1.003,0.000,0.000,0.000
8,1.9201,5.6304,0.0075,-0.0040,-0.0044,-0.0008,1.33,0.81,-57.17,0,0.005,0.219,0.258,-0.034,0.013,0.025,1.000,0.000,0.000,0.000
8,1.9192,5.6298,0.0075,-0.0087,-0.0073,-0.0008,1.32,0.70,-57.12,0,0.005,-0.058,0.140,0.111,0.013,0.024,1.003,0.000,0.000,0.000
8,1.9184,5.6310,0.0075,-0.0127,-0.0002,-0.0007,1.32,0.79,-57.06,0,0.005,-0.173,-0.014,0.035,0.013,0.023,1.002,0.000,0.000,0.000
8,1.9199,5.6292,0.0065,-0.0040,-0.0102,-0.0057,1.29,0.74,-57.01,0,0.009,0.178,-0.091,-0.202,0.014,0.025,1.000,0.000,0.000,0.000
8,1.9187,5.6307,0.0065,-0.0103,-0.0016,-0.0053,1.31,0.73,-56.95,0,0.009,-0.316,0.023,0.093,0.015,0.024,1.002,0.000,0.000,0.000
8,1.9198,5.6302,0.0064,-0.0036,-0.0045,-0.0048,1.31,0.73,-56.90,0,0.009,0.177,0.075,-0.033,0.012,0.025,1.001,0.000,0.000,0.000
8,1.9194,5.6296,0.0064,-0.0055,-0.0069,-0.0047,1.30,0.74,-56.84,0,0.009,-0.072,-0.113,-0.293,0.012,0.025,1.002,0.000,0.000,0.000
8,1.9193,5.6296,0.0063,-0.0054,-0.0069,-0.0043,1.29,0.70,-56.79,0,0.009,-0.177,-0.056,-0.028,0.011,0.025,1.002,0.000,0.000,0.000
8,1.9192,5.6297,0.0075,-0.0058,-0.0055,0.0022,1.29,0.76,-56.74,0,0.008,0.039,0.006,0.019,0.013,0.024,1.000,0.000,0.000,0.000
8,1.9198,5.6291,0.0075,-0.0017,-0.0086,0.0023,1.28,0.79,-56.68,0,0.008,-0.127,-0.127,0.074,0.013,0.025,1.002,0.000,0.000,0.000
9,1.9190,5.6301,0.0075,-0.0062,-0.0029,0.0026,1.28,0.71,-56.63,0,0.008,-0.016,-0.212,-0.031,0.015,0.025,1.004,0.000,0.000,0.000
9,1.9188,5.6308,0.0076,-0.0067,0.0010,0.0027,1.28,0.79,-56.58,0,0.008,-0.224,0.051,-0.100,0.015,0.026,1.002,0.000,0.000,0.000
9,1.9195,5.6292,0.0076,-0.0021,-0.0072,0.0031,1.23,0.79,-56.52,0,0.008,-0.062,0.100,0.056,0.013,0.025,1.001,0.000,0.000,0.000
9,1.9186,5.6306,0.0078,-0.0070,0.0012,0.0042,1.27,0.73,-56.47,0,0.009,-0.021,-0.015,0.071,0.014,0.024,1.000,0.000,0.000,0.000
9,1.9195,5.6312,0.0079,-0.0017,0.0045,0.0043,1.27,0.76,-56.42,0,0.009,-0.101,0.123,-0.043,0.013,0.024,1.000,0.000,0.000,0.000
9,1.9193,5.6296,0.0079,-0.0024,-0.0044,0.0047,1.22,0.78,-56.36,0,0.009,0.192,0.031,0.029,0.013,0.025,0.999,0.000,0.000,0.000
9,1.9189,5.6301,0.0080,-0.0038,-0.0014,0.0051,1.13,0.77,-56.31,0,0.009,-0.297,0.170,0.223,0.013,0.024,1.000,0.000,0.000,0.000
9,1.9196,5.6310,0.0080,0.0003,0.0039,0.0054,1.27,0.70,-56.25,0,0.009,0.045,-0.211,-0.339,0.013,0.023,0.998,0.000,0.000,0.000
9,1.9214,5.6320,0.0085,0.0105,0.0092,0.0076,1.22,0.75,-56.20,0,0.009,0.014,-0.177,0.056,0.015,0.023,0.999,0.000,0.000,0.000
9,1.9196,5.6291,0.0086,0.0006,-0.0072,0.0081,1.21,0.79,-56.15,0,0.009,-0.215,0.331,-0.107,0.014,0.024,1.001,0.000,0.000,0.000
9,1.9199,5.6305,0.0087,0.0023,0.0011,0.0082,1.27,0.77,-56.09,0,0.009,0.038,0.117,0.029,0.014,0.025,1.000,0.000,0.000,0.000
9,1.9196,5.6313,0.0088,0.0008,0.0056,0.0081,1.27,0.76,-56.04,0,0.009,-0.045,0.159,-0.067,0.015,0.025,1.002,0.000,0.000,0.000
9,1.9186,5.6302,0.0089,-0.0044,-0.0008,0.0081,1.27,0.76,-55.98,0,0.009,-0.280,-0.254,0.046,0.013,0.026,1.000,0.000,0.000,0.000
9,1.9187,5.6300,0.0090,-0.0035,-0.0016,0.0082,1.25,0.73,-55.93,0,0.007,0.087,-0.073,-0.173,0.012,0.022,1.000,0.000,0.000,0.000
9,1.9187,5.6300,0.0091,-0.0034,-0.0017,0.0082,1.22,0.79,-55.88,0,0.007,-0.103,-0.029,0.065,0.015,0.022,1.001,0.000,0.000,0.000
9,1.9193,5.6296,0.0092,0.0000,-0.0038,0.0083,1.20,0.76,-55.82,0,0.007,-0.037,0.010,-0.113,0.013,0.023,1.003,0.000,0.000,0.000
9,1.9191,5.6310,0.0093,-0.0007,0.0043,0.0085,1.16,0.73,-55.77,0,0.007,-0.246,-0.104,0.220,0.011,0.025,1.004,0.000,0.000,0.000
9,1.9198,5.6307,0.0094,0.0036,0.0026,0.0087,1.18,0.79,-55.72,0,0.007,-0.112,-0.160,0.321,0.012,0.024,1.000,0.000,0.000,0.000
9,1.9209,5.6306,0.0084,0.0096,0.0025,0.0032,1.25,0.79,-55.66,0,0.005,-0.111,0.083,0.032,0.012,0.023,1.002,0.000,0.000,0.000
10,1.9198,5.6315,0.0084,0.0034,0.0069,0.0033,1.24,0.74,-55.61,0,0.005,-0.145,0.061,0.243,0.012,0.024,0.999,0.000,0.000,0.000
10,1.9186,5.6306,0.0085,-0.0034,0.0020,0.0035,1.24,0.72,-55.56,0,0.005,0.050,-0.003,-0.042,0.013,0.026,0.999,0.000,0.000,0.000
