time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count,vo_x,vo_y,vo_sigma,pg_x,pg_y,lc_count
0,-0.8609,1.1922,0.0091,0.0100,0.0003,-0.0065,0.55,-0.87,-3.10,0,4.112,-0.179,-0.041,-0.224,-0.016,0.011,1.000,0.000,0.000,0.000,0.0080,0,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3290,0.0000,1.1230,1.3990,2.7060,516,0.0000,0.0000,0.0000,0.0000,0.0000,0
100,-0.8616,1.1924,0.0084,0.0047,0.0023,-0.0083,0.52,-0.86,-3.09,0,4.101,-0.175,-0.260,0.067,-0.017,0.011,1.000,0.000,0.000,0.000,0.0110,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3290,0.0000,1.1230,1.3990,2.7060,516,0.0000,0.0000,0.0000,0.0000,0.0000,0
202,-0.8617,1.1922,0.0094,0.0028,0.0015,-0.0016,0.43,-0.91,-3.07,0,4.117,-0.223,0.022,0.259,-0.015,0.010,1.000,0.000,0.000,0.000,0.0080,3,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3050,0.1600,1.1240,1.4030,2.7060,516,0.0000,0.0000,0.0000,0.0000,0.0000,0
304,-0.8590,1.1941,0.0087,0.0143,0.0112,-0.0041,0.48,-0.88,-3.05,0,4.107,-0.102,0.052,0.040,-0.018,0.010,1.000,0.000,0.000,0.000,0.0110,-3,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3050,0.1600,1.1240,1.4030,2.7060,516,0.0000,0.0000,0.0000,0.0000,0.0000,0
405,-0.8609,1.1940,0.0097,0.0020,0.0089,0.0023,0.45,-0.89,-3.04,0,4.117,0.125,0.114,-0.198,-0.017,0.011,1.002,0.000,0.000,0.000,0.0130,-9,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3750,0.0000,1.1270,1.3970,2.7060,516,0.0000,0.0000,0.0000,0.0000,0.0000,0
506,-0.8604,1.1935,0.0114,0.0028,0.0051,0.0107,0.49,-0.89,-3.02,0,4.101,-0.212,-0.119,0.117,-0.016,0.013,1.000,0.000,0.000,0.000,0.0130,0,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3750,0.0000,1.1270,1.3970,2.7060,467,0.0000,0.0000,0.0000,0.0000,0.0000,0
608,-0.8610,1.1940,0.0126,-0.0026,0.0068,0.0142,0.49,-0.88,-3.00,0,4.112,-0.050,0.075,0.040,-0.014,0.012,1.001,0.000,0.000,0.000,0.0100,0,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3310,0.1640,1.1230,1.4070,2.7070,467,0.0000,0.0000,0.0000,0.0000,0.0000,0
709,-0.8600,1.1935,0.0120,0.0018,0.0038,0.0090,0.49,-0.85,-2.99,0,4.107,-0.090,0.388,0.317,-0.015,0.013,1.001,0.000,0.000,0.000,0.0100,1,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,2.3310,0.1640,1.1230,1.4070,2.7070,467,0.0000,0.0000,0.0000,0.0000,0.0000,0
810,-0.8608,1.1946,0.0114,-0.0030,0.0095,0.0035,0.51,-0.85,-2.97,0,4.117,-0.043,0.185,0.258,-0.014,0.011,1.000,0.000,0.000,0.000,0.0100,-3,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1640,1.1280,1.4020,2.7060,467,0.0000,0.0000,0.0000,0.0000,0.0000,0
911,-0.8604,1.1939,0.0109,-0.0018,0.0049,0.0009,0.50,-0.80,-2.96,0,4.101,0.172,-0.195,-0.556,-0.015,0.010,1.001,0.000,0.000,0.000,0.0100,-1,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.1640,1.1280,1.4020,2.7060,467,0.0000,0.0000,0.0000,0.0000,0.0000,0
