time_ms,vel_x,vel_y,vel_z,roll,pitch,yaw,range_z,gyro_x,gyro_y,gyro_z,ekf_x,ekf_y
2128,0.0282,-0.0474,0.0081,-0.80,0.43,-1.97,0.164,1.471,-1.318,5.023,-0.0088,-0.0097
2138,0.0205,-0.0412,0.0083,-0.93,0.51,-1.91,0.164,-3.440,-4.825,6.678,-0.0090,-0.0099
2147,0.0196,-0.0396,0.0081,-1.02,0.53,-1.86,0.164,-0.650,-1.366,6.443,-0.0069,-0.0109
2157,0.0231,-0.0451,0.0080,-0.97,0.53,-1.81,0.164,-0.798,-3.278,7.085,-0.0066,-0.0112
2167,0.0210,-0.0427,0.0078,-0.99,0.56,-1.76,0.164,-0.507,-2.330,6.869,-0.0068,-0.0114
2178,0.0260,-0.0426,0.0072,-0.98,0.55,-1.69,0.164,0.598,-2.440,7.536,-0.0074,-0.0109
2187,0.0253,-0.0405,0.0041,-0.99,0.56,-1.63,0.164,0.726,-1.538,7.526,-0.0067,-0.0121
2196,0.0229,-0.0384,0.0037,-1.00,0.60,-1.56,0.165,1.408,1.696,7.377,-0.0077,-0.0119
2208,0.0193,-0.0337,0.0032,-1.02,0.64,-1.49,0.165,3.139,1.976,7.071,-0.0072,-0.0123
2217,0.0199,-0.0348,0.0026,-0.99,0.65,-1.41,0.165,2.792,3.719,7.457,-0.0070,-0.0126
2227,0.0151,-0.0315,0.0019,-1.01,0.68,-1.34,0.165,1.922,2.646,7.534,-0.0069,-0.0129
2238,0.0151,-0.0300,0.0015,-0.99,0.65,-1.27,0.165,2.637,3.050,7.435,-0.0068,-0.0131
2247,0.0140,-0.0283,0.0012,-0.98,0.63,-1.20,0.165,4.715,4.994,7.623,-0.0067,-0.0134
2257,0.0129,-0.0266,0.0005,-0.96,0.60,-1.12,0.161,0.358,3.326,8.230,-0.0076,-0.0138
2267,0.0120,-0.0249,-0.0001,-0.94,0.57,-1.04,0.161,0.095,1.943,8.269,-0.0075,-0.0141
2278,0.0110,-0.0233,-0.0008,-0.91,0.54,-0.97,0.161,2.368,5.788,7.344,-0.0084,-0.0124
2288,0.0067,-0.0225,-0.0101,-0.88,0.53,-0.89,0.161,-0.196,2.190,8.885,-0.0078,-0.0134
2297,0.0058,-0.0210,-0.0106,-0.85,0.49,-0.82,0.162,6.079,4.121,7.069,-0.0081,-0.0134
2307,0.0019,-0.0134,-0.0111,-0.89,0.48,-0.73,0.162,-2.414,2.026,9.132,-0.0081,-0.0135
2318,0.0032,-0.0149,-0.0118,-0.84,0.42,-0.66,0.162,2.662,2.498,7.355,-0.0085,-0.0133
2327,0.0012,-0.0128,-0.0142,-0.84,0.39,-0.57,0.162,-0.812,0.771,9.580,-0.0086,-0.0134
2337,0.0005,-0.0113,-0.0146,-0.79,0.36,-0.50,0.162,5.003,3.163,7.812,-0.0086,-0.0134
2347,-0.0014,-0.0089,-0.0147,-0.82,0.35,-0.41,0.162,1.310,0.533,8.808,-0.0085,-0.0132
2357,-0.0020,-0.0075,-0.0146,-0.79,0.33,-0.33,0.164,2.596,0.941,9.480,-0.0085,-0.0132
2367,-0.0026,-0.0060,-0.0148,-0.80,0.31,-0.23,0.164,1.622,1.416,8.986,-0.0090,-0.0133
2377,-0.0027,-0.0038,-0.0148,-0.73,0.29,-0.15,0.164,4.821,2.959,8.086,-0.0110,-0.0130
2387,-0.0032,-0.0025,-0.0093,-0.73,0.28,-0.06,0.164,1.738,4.174,7.924,-0.0092,-0.0132
2397,-0.0052,-0.0012,-0.0094,-0.71,0.29,0.03,0.164,8.378,2.751,7.487,-0.0092,-0.0132
2407,-0.0122,0.0010,-0.0096,-0.68,0.31,0.11,0.164,0.623,4.948,8.704,-0.0093,-0.0132
2418,-0.0062,0.0012,-0.0094,-0.62,0.22,0.19,0.164,5.327,6.054,8.050,-0.0117,-0.0124
2427,-0.0066,0.0023,-0.0056,-0.59,0.18,0.28,0.164,2.733,3.345,8.009,-0.0125,-0.0109
2437,-0.0070,0.0033,-0.0053,-0.52,0.14,0.35,0.164,-1.181,1.733,7.732,-0.0126,-0.0107
2447,-0.0152,0.0070,-0.0052,-0.51,0.14,0.43,0.164,2.792,-0.530,8.181,-0.0128,-0.0106
2457,-0.0176,0.0127,-0.0049,-0.52,0.11,0.51,0.162,2.026,1.767,8.298,-0.0132,-0.0110
2467,-0.0178,0.0136,-0.0045,-0.49,0.08,0.59,0.162,2.921,0.047,7.449,-0.0130,-0.0105
2477,-0.0180,0.0144,-0.0042,-0.45,0.07,0.66,0.162,4.185,-1.084,7.639,-0.0135,-0.0107
2487,-0.0189,0.0135,-0.0055,-0.40,0.07,0.74,0.162,1.156,1.261,7.977,-0.0137,-0.0106
2497,-0.0178,0.0153,-0.0054,-0.40,0.05,0.82,0.162,1.357,1.669,6.685,-0.0139,-0.0104
2507,-0.0189,0.0148,-0.0053,-0.36,0.06,0.89,0.162,3.536,-0.231,6.432,-0.0149,-0.0095
2517,-0.0190,0.0154,-0.0052,-0.32,0.06,0.97,0.162,-1.114,3.332,6.733,-0.0147,-0.0086
2527,-0.0191,0.0159,-0.0057,-0.32,0.05,1.04,0.162,1.372,-0.046,5.584,-0.0155,-0.0093
2537,-0.0219,0.0190,-0.0056,-0.32,0.06,1.11,0.162,-0.431,4.007,5.602,-0.0153,-0.0089
2546,-0.0206,0.0218,-0.0056,-0.31,0.04,1.18,0.162,1.195,1.309,5.346,-0.0156,-0.0090
2557,-0.0228,0.0197,-0.0057,-0.30,0.03,1.23,0.160,0.051,1.683,4.824,-0.0159,-0.0086
2567,-0.0214,0.0206,-0.0058,-0.29,-0.00,1.29,0.160,1.740,3.696,5.041,-0.0152,-0.0088
2578,-0.0216,0.0201,-0.0058,-0.28,-0.02,1.34,0.160,3.469,3.072,4.349,-0.0154,-0.0089
2587,-0.0218,0.0212,-0.0096,-0.28,-0.05,1.39,0.160,1.633,3.248,4.258,-0.0157,-0.0092
2597,-0.0187,0.0204,-0.0092,-0.26,-0.09,1.44,0.161,5.085,3.119,4.096,-0.0159,-0.0090
2607,-0.0187,0.0198,-0.0092,-0.24,-0.13,1.49,0.161,4.611,2.596,3.801,-0.0161,-0.0088
2617,-0.0188,0.0188,-0.0092,-0.20,-0.16,1.54,0.161,6.130,1.846,2.658,-0.0163,-0.0086
2627,-0.0185,0.0192,-0.0083,-0.17,-0.18,1.58,0.161,5.543,0.378,2.226,-0.0151,-0.0073
2637,-0.0182,0.0195,-0.0085,-0.12,-0.21,1.62,0.161,2.379,1.237,2.581,-0.0149,-0.0087
2647,-0.0179,0.0197,-0.0084,-0.07,-0.24,1.65,0.161,2.600,0.229,2.437,-0.0189,-0.0075
2658,-0.0131,0.0234,-0.0080,-0.04,-0.28,1.68,0.161,1.388,-0.578,2.791,-0.0189,-0.0072
2667,-0.0116,0.0182,-0.0076,0.04,-0.29,1.70,0.161,0.881,-0.315,2.197,-0.0198,-0.0074
2677,-0.0240,0.0215,-0.0073,0.05,-0.22,1.72,0.161,-0.512,1.499,2.167,-0.0200,-0.0072
2687,-0.0225,0.0216,-0.0056,0.07,-0.22,1.74,0.161,-1.666,1.514,1.995,-0.0205,-0.0068
2697,-0.0244,0.0202,-0.0055,0.08,-0.20,1.77,0.156,0.404,1.616,1.505,-0.0205,-0.0068
2707,-0.0241,0.0201,-0.0055,0.08,-0.20,1.79,0.156,0.605,-0.232,1.362,-0.0210,-0.0064
2717,-0.0238,0.0200,-0.0052,0.08,-0.20,1.82,0.156,-1.519,0.383,0.995,-0.0216,-0.0066
2727,-0.0234,0.0198,-0.0141,0.07,-0.21,1.84,0.156,-1.264,0.914,0.795,-0.0216,-0.0060
2737,-0.0230,0.0197,-0.0141,0.05,-0.22,1.85,0.156,0.342,1.883,1.112,-0.0216,-0.0060
2747,-0.0247,0.0188,-0.0141,0.04,-0.22,1.86,0.156,2.245,1.729,0.370,-0.0221,-0.0057
2757,-0.0228,0.0195,-0.0138,0.03,-0.24,1.87,0.162,2.107,1.673,0.173,-0.0221,-0.0056
2767,-0.0224,0.0194,-0.0134,0.03,-0.25,1.88,0.162,1.581,1.659,-0.080,-0.0224,-0.0060
2778,-0.0220,0.0194,-0.0130,0.04,-0.27,1.89,0.162,3.870,0.550,-0.820,-0.0223,-0.0057
2787,-0.0215,0.0194,-0.0029,0.06,-0.29,1.89,0.162,2.037,2.689,-0.970,-0.0226,-0.0061
2797,-0.0214,0.0175,-0.0024,0.09,-0.31,1.89,0.157,2.676,1.887,-1.112,-0.0228,-0.0059
2807,-0.0196,0.0176,-0.0021,0.13,-0.32,1.89,0.157,-0.265,0.037,-0.620,-0.0230,-0.0058
2817,-0.0196,0.0157,-0.0021,0.17,-0.34,1.88,0.157,0.774,0.399,-1.697,-0.0241,-0.0047
2827,-0.0190,0.0154,-0.0072,0.20,-0.35,1.87,0.157,-1.107,1.588,-1.392,-0.0233,-0.0060
2837,-0.0184,0.0151,-0.0069,0.21,-0.37,1.86,0.157,-1.160,1.264,-2.130,-0.0234,-0.0059
2847,-0.0206,0.0175,-0.0068,0.19,-0.35,1.85,0.157,-1.976,0.225,-1.984,-0.0239,-0.0047
2857,-0.0167,0.0124,-0.0068,0.23,-0.38,1.84,0.160,-1.551,-0.567,-2.419,-0.0232,-0.0058
2867,-0.0160,0.0121,-0.0068,0.22,-0.40,1.82,0.160,-2.478,-1.588,-2.002,-0.0233,-0.0057
2877,-0.0164,0.0152,-0.0065,0.18,-0.39,1.80,0.160,-0.753,-1.171,-2.764,-0.0245,-0.0046
2887,-0.0128,0.0107,-0.0017,0.19,-0.41,1.78,0.160,-2.500,-1.258,-3.139,-0.0232,-0.0057
2897,-0.0121,0.0104,-0.0014,0.16,-0.41,1.76,0.154,-2.020,0.134,-2.550,-0.0233,-0.0056
2907,-0.0146,0.0136,-0.0013,0.12,-0.38,1.74,0.154,-0.581,-2.158,-2.696,-0.0234,-0.0055
2917,-0.0094,0.0093,-0.0010,0.13,-0.41,1.71,0.154,-1.699,-0.104,-3.536,-0.0235,-0.0054
2926,-0.0086,0.0091,-0.0113,0.12,-0.40,1.68,0.154,1.830,-2.464,-3.225,-0.0229,-0.0067
2937,-0.0080,0.0089,-0.0111,0.10,-0.38,1.66,0.154,-0.968,-1.356,-3.115,-0.0230,-0.0067
2947,-0.0073,0.0087,-0.0109,0.08,-0.38,1.63,0.154,1.228,-1.032,-3.274,-0.0230,-0.0066
2957,-0.0046,0.0041,-0.0107,0.12,-0.37,1.59,0.155,-0.410,-2.601,-3.922,-0.0230,-0.0066
2967,-0.0040,0.0039,-0.0103,0.11,-0.36,1.56,0.155,-2.256,0.197,-3.828,-0.0231,-0.0066
2977,-0.0033,0.0037,-0.0100,0.12,-0.33,1.53,0.155,0.708,-1.583,-4.474,-0.0231,-0.0071
2986,-0.0028,0.0035,-0.0127,0.11,-0.32,1.50,0.155,-0.293,-0.015,-4.078,-0.0231,-0.0071
2996,-0.0022,0.0034,-0.0124,0.11,-0.31,1.46,0.153,-3.902,0.327,-4.160,-0.0231,-0.0071
3007,-0.0016,0.0013,-0.0120,0.11,-0.30,1.41,0.153,-1.344,-0.733,-4.727,-0.0231,-0.0071
3017,-0.0011,0.0011,-0.0115,0.12,-0.29,1.37,0.153,0.985,-0.239,-4.927,-0.0231,-0.0071
3027,-0.0006,0.0009,-0.0160,0.09,-0.30,1.33,0.153,-1.364,2.910,-4.965,-0.0230,-0.0087
3037,-0.0001,0.0008,-0.0156,0.07,-0.29,1.29,0.153,-0.330,-0.444,-5.097,-0.0230,-0.0087
3047,0.0004,0.0006,-0.0148,0.08,-0.29,1.24,0.153,-1.809,3.526,-4.480,-0.0230,-0.0087
3057,0.0013,-0.0044,-0.0140,0.11,-0.31,1.19,0.155,0.336,0.705,-4.633,-0.0228,-0.0095
3067,0.0018,-0.0046,-0.0135,0.09,-0.32,1.14,0.155,-1.017,2.142,-4.998,-0.0228,-0.0102
3077,0.0024,-0.0048,-0.0130,0.10,-0.34,1.09,0.155,2.595,2.959,-4.923,-0.0229,-0.0080
3087,0.0033,-0.0070,-0.0086,0.12,-0.36,1.04,0.155,3.301,-0.023,-5.263,-0.0221,-0.0099
3097,0.0041,-0.0094,-0.0077,0.14,-0.38,1.00,0.155,-2.488,-0.470,-4.547,-0.0220,-0.0100
3106,0.0043,-0.0024,-0.0071,0.11,-0.39,0.95,0.155,-0.398,0.110,-5.217,-0.0215,-0.0101
3117,0.0073,-0.0085,-0.0064,0.15,-0.42,0.90,0.155,-0.648,-1.883,-5.422,-0.0210,-0.0099
3127,0.0080,-0.0087,-0.0029,0.15,-0.43,0.85,0.155,1.603,-0.363,-5.319,-0.0213,-0.0103
3137,0.0100,-0.0089,-0.0022,0.17,-0.43,0.79,0.155,-3.019,-1.893,-4.631,-0.0220,-0.0120
3146,0.0120,-0.0082,-0.0015,0.15,-0.43,0.74,0.155,0.449,-2.072,-4.929,-0.0219,-0.0122
3157,0.0116,-0.0097,-0.0007,0.16,-0.40,0.69,0.154,1.896,-0.347,-4.538,-0.0218,-0.0123
3167,0.0098,-0.0149,0.0001,0.17,-0.38,0.65,0.154,-0.613,0.277,-4.522,-0.0217,-0.0125
3177,0.0104,-0.0151,0.0010,0.18,-0.36,0.59,0.154,-3.683,2.448,-4.630,-0.0216,-0.0126
3187,0.0110,-0.0155,0.0012,0.19,-0.33,0.55,0.154,-1.138,2.407,-5.203,-0.0216,-0.0116
3197,0.0116,-0.0158,0.0020,0.18,-0.33,0.51,0.153,1.478,-0.845,-4.808,-0.0217,-0.0119
3207,0.0122,-0.0161,0.0030,0.14,-0.35,0.46,0.153,0.203,-0.569,-5.309,-0.0186,-0.0158
3217,0.0123,-0.0125,0.0035,0.09,-0.37,0.41,0.153,2.688,-1.868,-6.024,-0.0189,-0.0161
3227,0.0125,-0.0132,0.0015,0.08,-0.37,0.37,0.153,-1.733,-0.875,-4.985,-0.0197,-0.0159
3237,0.0224,-0.0251,0.0020,0.17,-0.43,0.31,0.153,-3.643,0.349,-4.134,-0.0195,-0.0161
3247,0.0214,-0.0257,0.0028,0.17,-0.39,0.26,0.153,2.405,0.401,-5.439,-0.0185,-0.0178
3257,0.0188,-0.0243,0.0035,0.15,-0.37,0.21,0.152,-3.403,-2.131,-4.991,-0.0181,-0.0175
3267,0.0195,-0.0246,0.0041,0.13,-0.38,0.16,0.152,-0.984,0.265,-5.899,-0.0190,-0.0179
3276,0.0228,-0.0292,0.0045,0.17,-0.40,0.12,0.152,-3.258,1.133,-5.508,-0.0188,-0.0182
3287,0.0239,-0.0278,0.0007,0.14,-0.39,0.07,0.152,-5.963,0.115,-3.905,-0.0186,-0.0185
3297,0.0205,-0.0282,0.0007,0.15,-0.37,0.07,0.151,-7.556,-1.665,-4.532,-0.0171,-0.0190
3307,0.0211,-0.0285,0.0009,0.15,-0.36,0.01,0.151,-4.712,-2.574,-4.155,-0.0174,-0.0197
3316,0.0218,-0.0287,0.0010,0.11,-0.37,-0.04,0.151,-3.203,-4.714,-3.978,-0.0172,-0.0193
3327,0.0264,-0.0295,-0.0032,0.05,-0.40,-0.09,0.151,-2.754,-5.114,-3.967,-0.0170,-0.0196
3337,0.0251,-0.0310,-0.0028,-0.02,-0.38,-0.13,0.151,-1.256,-6.849,-4.803,-0.0167,-0.0198
3347,0.0256,-0.0286,-0.0022,-0.08,-0.35,-0.17,0.151,2.167,-5.127,-6.629,-0.0173,-0.0202
3356,0.0262,-0.0285,-0.0013,-0.12,-0.31,-0.21,0.155,-3.984,-2.047,-5.059,-0.0171,-0.0207
3366,0.0267,-0.0283,-0.0004,-0.15,-0.26,-0.25,0.155,3.446,-2.751,-6.185,-0.0158,-0.0232
3377,0.0244,-0.0284,0.0006,-0.17,-0.18,-0.29,0.155,3.681,-0.930,-5.932,-0.0151,-0.0232
3386,0.0248,-0.0286,0.0079,-0.16,-0.12,-0.35,0.155,-5.273,-1.375,-4.288,-0.0143,-0.0228
3396,0.0282,-0.0354,0.0087,-0.11,-0.11,-0.41,0.154,2.888,-1.929,-5.724,-0.0150,-0.0241
3407,0.0298,-0.0339,0.0094,-0.12,-0.09,-0.47,0.154,-0.958,0.082,-6.438,-0.0147,-0.0240
3416,0.0314,-0.0316,0.0097,-0.09,-0.07,-0.53,0.154,-8.235,2.304,-3.714,-0.0179,-0.0220
3427,0.0282,-0.0345,0.0105,-0.11,-0.03,-0.58,0.154,-0.480,-0.341,-5.516,-0.0154,-0.0230
3437,0.0283,-0.0330,0.0108,-0.12,-0.03,-0.63,0.154,-6.751,-0.519,-3.818,-0.0152,-0.0233
3446,0.0175,-0.0252,0.0114,-0.15,0.05,-0.69,0.154,-0.414,-0.090,-5.305,-0.0139,-0.0249
3456,0.0246,-0.0275,0.0119,-0.21,-0.01,-0.74,0.155,-8.037,-1.356,-3.422,-0.0145,-0.0238
3466,0.0246,-0.0271,0.0128,-0.26,-0.02,-0.78,0.155,2.724,-0.660,-5.226,-0.0141,-0.0240
3476,0.0282,-0.0310,0.0134,-0.28,-0.04,-0.82,0.155,-3.714,-0.641,-3.310,-0.0143,-0.0243
3486,0.0252,-0.0260,0.0149,-0.34,-0.02,-0.87,0.155,3.100,-1.293,-5.214,-0.0144,-0.0247
3497,0.0256,-0.0250,0.0156,-0.37,-0.00,-0.91,0.156,-0.964,-2.670,-3.338,-0.0146,-0.0252
3507,0.0243,-0.0245,0.0162,-0.40,0.00,-0.96,0.156,-2.140,-1.375,-3.038,-0.0143,-0.0254
3516,0.0232,-0.0244,0.0165,-0.42,0.02,-0.99,0.156,-1.844,1.181,-3.751,-0.0140,-0.0253
3526,0.0218,-0.0245,0.0179,-0.39,0.04,-1.04,0.156,4.942,-0.128,-4.063,-0.0138,-0.0255
3536,0.0218,-0.0238,0.0183,-0.38,0.06,-1.08,0.156,-0.484,-1.376,-2.354,-0.0131,-0.0277
3546,0.0220,-0.0220,0.0189,-0.41,0.08,-1.11,0.156,-2.358,0.170,-2.383,-0.0131,-0.0272
3556,0.0218,-0.0205,0.0194,-0.38,0.07,-1.19,0.156,-0.611,0.665,-2.721,-0.0131,-0.0274
3566,0.0236,-0.0271,0.0193,-0.34,0.05,-1.19,0.156,-1.250,3.701,-2.759,-0.0129,-0.0276
3576,0.0225,-0.0235,0.0197,-0.34,0.07,-1.24,0.156,6.066,3.708,-3.401,-0.0127,-0.0279
3586,0.0216,-0.0234,0.0180,-0.34,0.07,-1.24,0.156,5.788,3.711,-3.821,-0.0125,-0.0281
3597,0.0215,-0.0221,0.0177,-0.37,0.03,-1.30,0.152,5.352,3.787,-3.199,-0.0125,-0.0286
3606,0.0215,-0.0221,0.0177,-0.37,0.03,-1.30,0.152,4.525,3.467,-1.993,-0.0129,-0.0292
3616,0.0214,-0.0209,0.0180,-0.27,-0.04,-1.37,0.152,-1.714,2.196,-1.979,-0.0124,-0.0300
3626,0.0206,-0.0222,0.0071,-0.26,-0.04,-1.37,0.152,3.393,-0.128,-2.983,-0.0122,-0.0302
3636,0.0185,-0.0227,0.0071,-0.19,-0.06,-1.41,0.152,-0.172,-3.086,-0.989,-0.0110,-0.0303
3647,0.0196,-0.0244,0.0071,-0.14,-0.11,-1.43,0.152,-1.067,0.338,-0.375,-0.0117,-0.0306
3656,0.0198,-0.0242,0.0072,-0.15,-0.13,-1.45,0.153,-2.756,-0.396,-0.308,-0.0123,-0.0304
3666,0.0238,-0.0233,0.0072,-0.14,-0.17,-1.48,0.153,0.807,-1.262,-1.561,-0.0121,-0.0307
3676,0.0208,-0.0235,0.0076,-0.11,-0.13,-1.49,0.153,0.836,-1.331,-1.498,-0.0108,-0.0320
3687,0.0181,-0.0218,0.0018,-0.13,-0.09,-1.50,0.153,-6.540,-1.953,-0.686,-0.0131,-0.0308
3696,0.0183,-0.0216,0.0018,-0.15,-0.08,-1.50,0.157,-5.217,-0.390,-1.230,-0.0132,-0.0313
3706,0.0222,-0.0254,0.0020,-0.13,-0.11,-1.51,0.157,-0.434,-5.653,-0.673,-0.0129,-0.0313
3716,0.0135,-0.0201,0.0025,-0.15,-0.04,-1.53,0.157,-6.322,-4.752,-0.089,-0.0123,-0.0318
3726,0.0126,-0.0209,0.0081,-0.19,-0.02,-1.54,0.157,-9.011,-2.967,0.237,-0.0118,-0.0331
3736,0.0132,-0.0196,0.0082,-0.26,-0.01,-1.55,0.157,-1.020,-3.605,-0.991,-0.0123,-0.0329
3745,0.0151,-0.0202,0.0085,-0.26,0.02,-1.56,0.157,-10.024,-3.465,1.667,-0.0125,-0.0334
3756,0.0165,-0.0239,0.0089,-0.31,0.05,-1.55,0.158,0.426,-3.235,-0.213,-0.0134,-0.0332
3766,0.0139,-0.0217,0.0096,-0.40,0.11,-1.55,0.158,-7.493,-4.004,1.394,-0.0132,-0.0342
3776,0.0124,-0.0223,0.0100,-0.42,0.15,-1.56,0.158,-6.784,-2.296,0.971,-0.0125,-0.0340
3786,0.0084,-0.0197,0.0150,-0.51,0.22,-1.55,0.158,-0.331,0.309,-0.451,-0.0130,-0.0342
3797,0.0085,-0.0220,0.0157,-0.52,0.25,-1.55,0.152,5.165,-1.372,-0.070,-0.0129,-0.0343
3806,0.0102,-0.0193,0.0163,-0.59,0.28,-1.54,0.152,5.519,-1.997,-0.203,-0.0122,-0.0356
3816,0.0077,-0.0183,0.0168,-0.65,0.32,-1.53,0.152,0.241,1.068,0.767,-0.0122,-0.0358
3826,0.0072,-0.0171,0.0052,-0.68,0.33,-1.53,0.152,-1.171,-3.160,0.478,-0.0129,-0.0357
3836,0.0089,-0.0201,0.0056,-0.61,0.32,-1.53,0.152,1.176,0.014,-0.225,-0.0137,-0.0352
3846,0.0084,-0.0190,0.0060,-0.56,0.33,-1.53,0.152,0.012,0.832,0.152,-0.0134,-0.0360
3856,0.0046,-0.0170,0.0065,-0.55,0.35,-1.53,0.160,-5.573,0.589,0.862,-0.0134,-0.0363
3866,0.0008,-0.0136,0.0070,-0.57,0.39,-1.52,0.160,-7.710,-1.143,1.217,-0.0138,-0.0360
3876,0.0016,-0.0152,0.0076,-0.56,0.38,-1.52,0.160,-8.370,-0.669,0.746,-0.0132,-0.0373
3886,0.0009,-0.0146,0.0180,-0.55,0.37,-1.52,0.160,-2.536,0.732,-0.397,-0.0132,-0.0374
3896,-0.0015,-0.0122,0.0187,-0.61,0.38,-1.52,0.157,-1.149,-0.738,-0.512,-0.0147,-0.0374
3906,0.0003,-0.0155,0.0194,-0.65,0.39,-1.51,0.157,-4.578,-0.505,1.177,-0.0148,-0.0376
3916,-0.0003,-0.0144,0.0203,-0.73,0.40,-1.50,0.157,0.035,-1.005,0.383,-0.0141,-0.0393
3926,-0.0068,-0.0126,0.0184,-0.78,0.43,-1.50,0.157,3.920,-1.979,-1.123,-0.0142,-0.0395
3935,-0.0075,-0.0112,0.0192,-0.78,0.44,-1.51,0.157,2.310,0.674,-0.703,-0.0146,-0.0399
3946,-0.0052,-0.0163,0.0200,-0.78,0.42,-1.51,0.157,-2.497,3.293,0.692,-0.0130,-0.0399
3956,-0.0059,-0.0149,0.0206,-0.80,0.43,-1.50,0.158,-2.876,2.108,2.137,-0.0141,-0.0401
3966,-0.0081,-0.0146,0.0212,-0.75,0.46,-1.51,0.158,6.013,-2.073,0.551,-0.0141,-0.0402
3976,-0.0023,-0.0128,0.0216,-0.73,0.42,-1.51,0.158,2.100,-1.203,0.483,-0.0150,-0.0404
3986,-0.0071,-0.0118,0.0197,-0.75,0.42,-1.51,0.158,-0.268,0.468,0.131,-0.0151,-0.0405
3996,-0.0078,-0.0105,0.0203,-0.78,0.40,-1.49,0.160,-0.854,1.951,1.328,-0.0154,-0.0407
4006,-0.0114,-0.0093,0.0210,-0.74,0.42,-1.48,0.160,-0.031,2.299,0.019,-0.0153,-0.0412
4016,-0.0121,-0.0080,0.0216,-0.70,0.44,-1.48,0.160,-4.504,-0.692,1.481,-0.0154,-0.0413
4026,-0.0134,-0.0073,0.0232,-0.71,0.44,-1.47,0.160,2.892,3.504,0.607,-0.0158,-0.0416
4036,-0.0131,-0.0078,0.0234,-0.72,0.41,-1.46,0.160,-2.759,2.467,1.000,-0.0156,-0.0421
4046,-0.0138,-0.0066,0.0236,-0.71,0.38,-1.46,0.160,-1.338,2.203,0.702,-0.0159,-0.0423
4056,-0.0152,-0.0064,0.0238,-0.74,0.38,-1.45,0.161,0.621,3.740,0.795,-0.0170,-0.0423
4067,-0.0147,-0.0067,0.0241,-0.72,0.35,-1.44,0.161,-2.086,0.970,1.445,-0.0184,-0.0415
4076,-0.0160,-0.0062,0.0245,-0.72,0.32,-1.43,0.161,1.739,4.659,1.279,-0.0186,-0.0414
4086,-0.0198,-0.0045,0.0252,-0.74,0.33,-1.42,0.161,-0.594,1.162,1.593,-0.0189,-0.0414
4096,-0.0252,0.0002,0.0254,-0.76,0.32,-1.42,0.163,-1.707,4.745,1.297,-0.0192,-0.0419
4106,-0.0257,0.0015,0.0258,-0.78,0.30,-1.41,0.163,5.454,2.944,1.015,-0.0202,-0.0418
4116,-0.0262,0.0029,0.0263,-0.77,0.27,-1.40,0.163,-1.235,1.526,1.619,-0.0205,-0.0423
4126,-0.0268,0.0023,0.0286,-0.76,0.25,-1.38,0.163,3.819,4.235,1.901,-0.0208,-0.0423
4136,-0.0301,0.0039,0.0286,-0.76,0.23,-1.37,0.163,2.985,2.976,2.001,-0.0207,-0.0427
4146,-0.0304,0.0029,0.0287,-0.72,0.20,-1.36,0.163,3.159,3.204,2.496,-0.0209,-0.0429
4156,-0.0307,0.0041,0.0288,-0.71,0.18,-1.35,0.160,4.095,3.823,1.793,-0.0223,-0.0431
4166,-0.0293,0.0035,0.0289,-0.67,0.13,-1.33,0.160,3.832,4.807,1.995,-0.0208,-0.0433
4176,-0.0291,0.0039,0.0289,-0.65,0.10,-1.31,0.160,5.927,6.128,2.857,-0.0205,-0.0438
4186,-0.0335,0.0040,0.0199,-0.60,0.09,-1.29,0.160,3.969,3.860,1.449,-0.0235,-0.0431
4195,-0.0266,0.0041,0.0202,-0.55,0.00,-1.27,0.162,3.127,4.034,1.486,-0.0237,-0.0433
4206,-0.0247,0.0029,0.0201,-0.50,-0.07,-1.24,0.162,0.479,2.541,1.474,-0.0250,-0.0422
4216,-0.0350,0.0063,0.0197,-0.46,-0.05,-1.22,0.162,2.282,1.690,2.095,-0.0254,-0.0420
4226,-0.0343,0.0061,0.0166,-0.42,-0.09,-1.21,0.162,-1.259,2.919,1.764,-0.0253,-0.0429
4236,-0.0380,0.0110,0.0169,-0.40,-0.11,-1.20,0.162,-3.550,0.068,1.611,-0.0256,-0.0428
4245,-0.0378,0.0117,0.0171,-0.40,-0.14,-1.18,0.162,-2.163,-0.702,1.590,-0.0255,-0.0432
4255,-0.0356,0.0085,0.0167,-0.35,-0.17,-1.16,0.167,-1.180,0.250,1.416,-0.0263,-0.0427
4266,-0.0349,0.0094,0.0164,-0.36,-0.20,-1.15,0.167,-3.729,0.568,1.501,-0.0270,-0.0429
4276,-0.0331,0.0080,0.0164,-0.38,-0.22,-1.13,0.167,-3.529,0.681,1.114,-0.0274,-0.0428
4286,-0.0343,0.0102,0.0238,-0.40,-0.20,-1.12,0.167,-0.434,-0.702,0.982,-0.0258,-0.0440
4295,-0.0354,0.0095,0.0238,-0.41,-0.19,-1.10,0.167,-0.116,-1.637,0.435,-0.0257,-0.0444
4306,-0.0351,0.0102,0.0243,-0.45,-0.20,-1.09,0.167,-0.694,-2.284,0.634,-0.0292,-0.0439
4316,-0.0273,0.0063,0.0246,-0.45,-0.26,-1.07,0.167,-0.778,-2.446,-0.214,-0.0296,-0.0439
4326,-0.0258,0.0052,0.0263,-0.44,-0.27,-1.06,0.167,-1.526,-0.836,0.178,-0.0300,-0.0439
