time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count
0,-0.8852,0.6689,0.0087,0.0348,-0.0013,0.0039,0.99,0.67,-81.65,0,4.059,-0.015,0.085,0.076,0.010,0.012,1.001,0.000,0.000,0.000,0.0090,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9380,0.2170,1.3990,0.4010,2.6960,0
101,-0.8812,0.6693,0.0089,0.0459,0.0011,0.0038,1.03,0.68,-81.27,0,4.054,0.034,-0.030,0.136,0.012,0.014,1.001,0.000,0.000,0.000,0.0100,-8,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2190,1.3990,0.4010,2.6960,0
202,-0.8853,0.6697,0.0097,0.0136,0.0031,0.0073,1.00,0.70,-80.90,0,4.059,0.100,-0.298,-0.246,0.008,0.015,1.000,0.000,0.000,0.000,0.0110,-10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2190,1.3860,0.4050,2.7020,0
304,-0.8832,0.6691,0.0101,0.0177,-0.0003,0.0077,0.84,0.74,-80.52,0,4.059,-0.101,-0.254,-0.212,0.010,0.012,1.002,0.000,0.000,0.000,0.0110,-7,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9260,0.2220,1.3860,0.4050,2.7020,0
406,-0.8733,0.6725,0.0109,0.0571,0.0162,0.0096,0.70,0.73,-80.16,0,4.059,-0.074,-0.356,0.095,0.010,0.012,1.002,0.000,0.000,0.000,0.0110,14,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9260,0.2220,1.3890,0.4100,2.6900,0
508,-0.8695,0.6777,0.0112,0.0624,0.0413,0.0092,0.89,0.94,-79.78,0,4.059,0.123,-0.054,-0.138,0.011,0.014,0.999,0.000,0.000,0.000,0.0100,13,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9310,0.2150,1.3890,0.4100,2.6900,0
609,-0.8722,0.6765,0.0113,0.0377,0.0276,0.0073,0.94,0.89,-79.42,0,4.054,0.192,-0.062,0.193,0.008,0.012,1.001,0.000,0.000,0.000,0.0090,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9310,0.2150,1.3920,0.4060,2.6910,0
712,-0.8737,0.6777,0.0118,0.0213,0.0294,0.0086,1.17,0.91,-79.13,0,4.054,0.162,-0.248,0.023,0.010,0.013,1.000,0.000,0.000,0.000,0.0070,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9430,0.2200,1.3920,0.4060,2.6910,0
812,-0.8768,0.6775,0.0093,0.0015,0.0230,-0.0052,1.03,0.82,-78.76,0,4.059,0.035,-0.022,0.415,0.012,0.013,1.000,0.000,0.000,0.000,0.0110,7,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9430,0.2200,1.3860,0.4080,2.6980,0
914,-0.8761,0.6767,0.0091,0.0016,0.0135,-0.0042,1.04,0.77,-78.41,0,4.059,-0.048,-0.016,-0.203,0.009,0.013,0.999,0.000,0.000,0.000,0.0080,7,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2190,1.3860,0.4080,2.6980,0
1015,-0.8765,0.6781,0.0091,-0.0024,0.0184,-0.0040,1.08,0.78,-78.04,0,4.054,0.359,0.090,-0.076,0.010,0.013,1.001,0.000,0.000,0.000,0.0110,-1,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2190,1.3940,0.4110,2.6930,0
1117,-0.8777,0.6768,0.0090,-0.0106,0.0079,-0.0030,1.10,0.72,-77.69,0,4.059,0.281,0.058,0.003,0.013,0.012,1.000,0.000,0.000,0.000,0.0100,15,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2130,1.3940,0.4110,2.6930,0
1218,-0.8777,0.6771,0.0100,-0.0112,0.0071,0.0019,0.98,0.73,-77.33,0,4.059,0.160,0.008,-0.051,0.014,0.014,1.002,0.000,0.000,0.000,0.0090,2,-15,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2130,1.3860,0.4080,2.6850,0
1319,-0.8753,0.6797,0.0103,0.0013,0.0179,0.0033,0.98,0.64,-76.97,0,4.054,0.147,0.208,0.104,0.011,0.014,1.001,0.000,0.000,0.000,0.0100,10,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2180,1.3860,0.4080,2.6850,0
1420,-0.8680,0.6771,0.0099,0.0364,0.0032,0.0018,0.76,0.61,-76.61,0,4.059,-0.226,-0.107,-0.263,0.011,0.011,1.001,0.000,0.000,0.000,0.0070,-20,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2180,1.3920,0.4110,2.6900,0
1521,-0.8728,0.6766,0.0104,0.0032,0.0001,0.0039,0.71,0.69,-76.26,0,4.059,0.020,-0.105,-0.003,0.012,0.013,1.001,0.000,0.000,0.000,0.0070,-2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2200,1.3920,0.4110,2.6900,0
1572,-0.8713,0.6772,0.0081,0.0053,0.0015,-0.0070,0.89,0.64,-75.91,0,4.054,0.387,0.008,-0.151,0.011,0.014,1.001,0.000,0.000,0.000,0.0080,-4,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2200,1.3870,0.4080,2.6920,0
1623,-0.8762,0.6747,0.0078,-0.0236,-0.0114,-0.0070,1.22,0.68,-75.56,0,4.054,0.053,0.058,0.275,0.009,0.013,1.000,0.000,0.000,0.000,0.0100,0,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9290,0.2170,1.3870,0.4080,2.6920,0
1675,-0.8798,0.6743,0.0086,-0.0378,-0.0122,-0.0006,1.17,0.63,-75.21,0,4.059,0.333,-0.112,-0.057,0.011,0.011,1.001,0.000,0.000,0.000,0.0090,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9290,0.2170,1.3900,0.4100,2.6970,0
1726,-0.8796,0.6746,0.0087,-0.0315,-0.0092,0.0003,1.13,0.64,-74.86,0,4.054,0.262,-0.457,-0.063,0.012,0.012,1.000,0.000,0.000,0.000,0.0080,-4,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2210,1.3900,0.4100,2.6970,0
1777,-0.8799,0.6738,0.0086,-0.0283,-0.0116,-0.0002,1.03,0.65,-74.51,0,4.054,0.032,0.401,0.067,0.012,0.013,1.000,0.000,0.000,0.000,0.0050,-9,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2210,1.3870,0.4080,2.6990,0
1828,-0.8722,0.6767,0.0087,0.0145,0.0053,0.0007,0.63,0.64,-74.17,0,4.059,0.093,-0.349,-0.063,0.009,0.014,1.000,0.000,0.000,0.000,0.0090,-5,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9260,0.2150,1.3870,0.4080,2.6990,0
1879,-0.8646,0.6768,0.0075,0.0474,0.0051,-0.0032,0.47,0.63,-73.83,0,4.054,0.206,-0.051,0.105,0.012,0.013,1.000,0.000,0.000,0.000,0.0070,5,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9260,0.2150,1.4030,0.4080,2.6960,0
1930,-0.8617,0.6782,0.0074,0.0528,0.0105,-0.0030,0.57,0.66,-73.48,0,4.054,-0.030,-0.097,0.049,0.010,0.012,1.000,0.000,0.000,0.000,0.0100,-8,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2170,1.4030,0.4080,2.6960,0
1981,-0.8646,0.6775,0.0085,0.0284,0.0063,0.0037,0.63,0.68,-73.14,0,4.054,-0.258,0.146,0.026,0.011,0.014,1.003,0.000,0.000,0.000,0.0090,15,-7,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9370,0.2170,1.3790,0.4140,2.6920,0
2032,-0.8630,0.6787,0.0087,0.0299,0.0120,0.0043,0.74,0.69,-72.79,0,4.054,0.131,-0.115,-0.008,0.013,0.011,0.999,0.000,0.000,0.000,0.0080,-1,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2190,1.3790,0.4140,2.6920,0
2083,-0.8645,0.6771,0.0087,0.0169,0.0021,0.0037,0.74,0.72,-72.45,0,4.054,0.114,-0.362,-0.020,0.010,0.013,1.001,0.000,0.000,0.000,0.0070,0,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2190,1.3880,0.4140,2.6930,0
2134,-0.8647,0.6775,0.0090,0.0108,0.0042,0.0041,0.72,0.69,-72.11,0,4.054,0.258,-0.302,-0.110,0.011,0.012,1.002,0.000,0.000,0.000,0.0100,0,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9410,0.2170,1.3880,0.4140,2.6930,0
2185,-0.8643,0.6784,0.0089,0.0086,0.0084,0.0042,0.83,0.70,-71.78,0,4.054,0.130,-0.202,-0.014,0.010,0.015,1.001,0.000,0.000,0.000,0.0080,2,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9410,0.2170,1.3980,0.4060,2.6900,0
2236,-0.8642,0.6770,0.0092,0.0062,0.0007,0.0051,0.80,0.71,-71.44,0,4.054,-0.036,-0.031,0.295,0.013,0.013,1.001,0.000,0.000,0.000,0.0090,-3,-5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9300,0.2140,1.3980,0.4060,2.6900,0
2287,-0.8642,0.6775,0.0089,0.0044,0.0022,0.0036,0.87,0.71,-71.10,0,4.054,0.041,-0.299,-0.187,0.011,0.013,1.001,0.000,0.000,0.000,0.0060,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9300,0.2140,1.4020,0.4120,2.6920,0
2338,-0.8686,0.6760,0.0091,-0.0205,-0.0056,0.0041,1.05,0.66,-70.77,0,4.054,0.240,0.199,-0.238,0.011,0.013,1.001,0.000,0.000,0.000,0.0070,-25,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2150,1.4020,0.4120,2.6920,0
2389,-0.8723,0.6759,0.0075,-0.0369,-0.0049,-0.0035,0.68,0.73,-70.44,0,4.054,0.283,-0.109,0.005,0.010,0.013,1.001,0.000,0.000,0.000,0.0080,-11,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2150,1.3790,0.4080,2.6910,0
2440,-0.8655,0.6778,0.0079,-0.0026,0.0044,-0.0005,0.83,0.82,-70.11,0,4.059,0.196,-0.301,0.074,0.011,0.014,1.000,0.000,0.000,0.000,0.0080,0,3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2180,1.3790,0.4080,2.6910,0
2492,-0.8633,0.6801,0.0080,0.0077,0.0142,0.0006,0.73,0.79,-69.79,0,4.054,0.241,-0.061,-0.138,0.013,0.013,1.000,0.000,0.000,0.000,0.0070,2,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2180,1.3830,0.4070,2.6920,0
2543,-0.8660,0.6791,0.0081,-0.0092,0.0060,0.0013,0.92,0.76,-69.47,0,4.054,0.120,-0.060,0.040,0.013,0.013,1.004,0.000,0.000,0.000,0.0060,-10,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2160,1.3830,0.4070,2.6920,0
2594,-0.8689,0.6789,0.0069,-0.0223,0.0036,-0.0041,0.98,0.78,-69.14,0,4.054,0.315,-0.105,0.414,0.011,0.012,0.999,0.000,0.000,0.000,0.0080,4,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2160,1.3820,0.4100,2.6900,0
2645,-0.8738,0.6781,0.0066,-0.0458,-0.0015,-0.0048,1.33,0.75,-68.82,0,4.054,-0.115,-0.159,-0.076,0.010,0.010,1.000,0.000,0.000,0.000,0.0060,0,-21,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9320,0.2190,1.3820,0.4100,2.6900,0
2696,-0.8775,0.6760,0.0067,-0.0552,-0.0104,-0.0034,0.95,0.57,-68.49,0,4.054,0.243,-0.107,-0.078,0.012,0.013,1.003,0.000,0.000,0.000,0.0090,-14,-9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9320,0.2190,1.3950,0.4090,2.6890,0
2747,-0.8699,0.6750,0.0072,-0.0082,-0.0115,0.0008,0.90,0.56,-68.17,0,4.059,0.026,0.038,0.007,0.014,0.012,1.001,0.000,0.000,0.000,0.0090,4,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2180,1.3950,0.4090,2.6890,0
2798,-0.8703,0.6736,0.0087,-0.0091,-0.0156,0.0072,0.83,0.60,-67.84,0,4.054,-0.174,-0.335,0.402,0.012,0.014,1.000,0.000,0.000,0.000,0.0060,-16,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2180,1.4000,0.4070,2.6980,0
2849,-0.8720,0.6722,0.0091,-0.0170,-0.0199,0.0074,0.80,0.64,-67.52,0,4.054,-0.170,-0.308,-0.056,0.012,0.014,1.000,0.000,0.000,0.000,0.0070,-2,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2140,1.4000,0.4070,2.6980,0
2900,-0.8706,0.6732,0.0075,-0.0078,-0.0114,-0.0006,0.79,0.64,-67.20,0,4.054,0.008,0.041,-0.008,0.007,0.014,1.000,0.000,0.000,0.000,0.0070,-18,5,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9360,0.2140,1.4040,0.4060,2.6880,0
2951,-0.8713,0.6720,0.0075,-0.0102,-0.0144,0.0001,0.72,0.65,-66.88,0,4.054,0.106,0.055,0.131,0.010,0.011,1.001,0.000,0.000,0.000,0.0080,-28,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2160,1.4040,0.4060,2.6880,0
3002,-0.8714,0.6735,0.0077,-0.0099,-0.0054,0.0018,0.30,0.69,-66.57,0,4.054,0.133,-0.131,0.112,0.012,0.013,0.997,0.000,0.000,0.000,0.0100,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2160,1.3910,0.4130,2.6900,0
3053,-0.8643,0.6754,0.0082,0.0224,0.0031,0.0047,0.72,0.64,-66.25,0,4.054,0.161,-0.015,-0.296,0.008,0.013,1.000,0.000,0.000,0.000,0.0080,23,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2150,1.3910,0.4130,2.6900,0
3104,-0.8671,0.6746,0.0089,0.0050,-0.0006,0.0057,0.83,0.68,-65.94,0,4.054,-0.131,0.166,0.105,0.012,0.015,1.002,0.000,0.000,0.000,0.0080,-21,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2150,1.3860,0.0000,2.6970,0
3155,-0.8708,0.6683,0.0093,-0.0123,-0.0327,0.0067,0.43,0.51,-65.62,0,4.054,0.369,-0.071,-0.271,0.012,0.012,1.001,0.000,0.000,0.000,0.0090,13,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9260,0.2140,1.3860,0.0000,2.6970,0
3207,-0.8611,0.6723,0.0092,0.0366,-0.0075,0.0050,0.46,0.58,-65.32,0,4.054,0.102,-0.045,0.361,0.011,0.015,0.999,0.000,0.000,0.000,0.0090,20,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9260,0.2140,1.3970,0.4050,2.6990,0
3258,-0.8621,0.6727,0.0098,0.0237,-0.0039,0.0071,0.84,0.62,-65.00,0,4.054,0.050,-0.335,-0.460,0.013,0.013,1.001,0.000,0.000,0.000,0.0080,26,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9300,0.2120,1.3970,0.4050,2.6990,0
3309,-0.8681,0.6700,0.0092,-0.0107,-0.0155,0.0022,1.15,0.60,-64.69,0,4.054,-0.166,0.107,0.137,0.012,0.012,1.000,0.000,0.000,0.000,0.0090,15,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9300,0.2120,1.3840,0.4070,2.6880,0
3360,-0.8786,0.6628,0.0084,-0.0638,-0.0496,-0.0027,1.60,0.60,-64.38,0,4.065,-0.008,-0.026,0.513,0.011,0.012,1.003,0.000,0.000,0.000,0.0090,-5,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9310,0.2160,1.3840,0.4070,2.6880,0
3411,-0.8860,0.6597,0.0085,-0.0879,-0.0547,-0.0009,1.42,0.64,-64.07,0,4.065,0.165,-0.190,0.029,0.011,0.014,0.999,0.000,0.000,0.000,0.0080,-26,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9310,0.2160,1.3970,0.4120,2.6880,0
3462,-0.8851,0.6605,0.0094,-0.0647,-0.0383,0.0044,0.97,0.70,-63.76,0,4.054,-0.030,-0.060,-0.133,0.009,0.012,1.000,0.000,0.000,0.000,0.0100,-21,1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9290,0.2160,1.3970,0.4120,2.6880,0
3513,-0.8760,0.6640,0.0098,-0.0065,-0.0125,0.0065,0.42,0.58,-63.47,0,4.054,0.516,-0.314,-0.558,0.010,0.012,1.002,0.000,0.000,0.000,0.0090,-21,-4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9290,0.2160,1.3990,0.4080,2.6980,0
3564,-0.8646,0.6672,0.0096,0.0528,0.0071,0.0050,0.02,0.65,-63.17,0,4.054,0.028,-0.081,0.106,0.011,0.012,0.999,0.000,0.000,0.000,0.0080,26,-10,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2140,1.3990,0.4080,2.6980,0
3615,-0.8623,0.6696,0.0091,0.0515,0.0183,0.0026,0.58,0.56,-62.86,0,4.054,0.181,-0.093,-0.023,0.010,0.011,0.998,0.000,0.000,0.000,0.0100,-5,4,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2140,1.3860,0.4090,2.6960,0
3666,-0.8617,0.6666,0.0097,0.0481,0.0037,0.0045,0.33,0.63,-62.56,0,4.054,-0.032,0.108,0.074,0.012,0.012,1.000,0.000,0.000,0.000,0.0080,0,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9320,0.2220,1.3860,0.4090,2.6960,0
3717,-0.8636,0.6647,0.0094,0.0292,-0.0054,0.0012,0.53,0.59,-62.26,0,4.054,-0.011,0.035,0.239,0.013,0.014,1.001,0.000,0.000,0.000,0.0070,28,9,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9320,0.2220,1.3790,0.4080,2.6920,0
3768,-0.8636,0.6630,0.0096,0.0232,-0.0123,0.0022,1.19,0.74,-61.98,0,4.054,0.049,0.120,0.371,0.014,0.015,0.998,0.000,0.000,0.000,0.0060,-12,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2150,1.3790,0.4080,2.6920,0
3819,-0.8762,0.6604,0.0074,-0.0384,-0.0211,-0.0081,1.13,0.73,-61.68,0,4.054,0.274,-0.219,0.066,0.012,0.011,1.000,0.000,0.000,0.000,0.0080,51,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2150,1.3780,0.4110,2.6900,0
3870,0.0000,-0.0000,0.1741,0.0050,-0.0101,0.0000,0.63,-0.05,-0.00,0,4.054,-0.016,0.029,0.202,0.012,0.013,1.000,0.000,0.000,0.000,0.0050,-8,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2180,1.3780,0.4110,2.6900,0
3922,0.0008,-0.0037,0.0063,0.0181,-0.0678,-0.0006,0.36,0.16,0.00,0,4.054,0.065,-0.030,0.185,0.009,0.013,1.001,0.000,0.000,0.000,0.0090,27,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2180,1.4030,0.4080,2.6920,0
3973,0.0013,-0.0055,0.0066,0.0181,-0.0433,0.0010,1.85,0.23,-0.00,0,4.054,-0.059,-0.257,-0.093,0.010,0.012,1.001,0.000,0.000,0.000,0.0070,-3,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2190,1.4030,0.4080,2.6920,0
4024,0.0011,-0.0133,0.0073,0.0097,-0.0963,0.0010,0.96,0.42,-0.00,0,4.049,0.149,-0.045,-0.087,0.012,0.013,1.004,0.000,0.000,0.000,0.0060,7,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9330,0.2190,1.3840,0.4050,2.6880,0
4076,0.0011,-0.0100,0.0081,0.0071,-0.0183,0.0066,-0.53,0.51,0.01,0,4.054,-0.014,-0.223,0.013,0.010,0.014,1.002,0.000,0.000,0.000,0.0060,1,-1,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2190,1.3840,0.4050,2.6880,0
4127,0.0025,-0.0125,0.0069,0.0175,-0.0205,-0.0010,-0.31,0.31,0.01,0,4.054,0.126,0.033,-0.045,0.013,0.014,1.000,0.000,0.000,0.000,0.0100,13,2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9350,0.2190,1.3930,0.4100,2.6850,0
4178,0.0038,-0.0108,0.0069,0.0233,0.0098,-0.0006,-0.39,0.48,0.01,0,4.054,-0.028,-0.008,0.143,0.009,0.013,1.000,0.000,0.000,0.000,0.0080,13,-10,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2180,1.3930,0.4100,2.6850,0
4229,0.0022,-0.0131,0.0085,0.0061,0.0024,0.0070,-0.84,0.40,0.02,0,4.054,0.277,-0.201,-0.138,0.012,0.011,1.000,0.000,0.000,0.000,0.0080,1,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2180,1.4020,0.4090,2.6940,0
4280,0.0035,-0.0116,0.0092,0.0123,0.0191,0.0095,-0.64,0.60,0.02,0,4.054,0.070,-0.051,0.045,0.012,0.012,0.999,0.000,0.000,0.000,0.0080,-5,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9430,0.2150,1.4020,0.4090,2.6940,0
4332,0.0046,-0.0104,0.0086,0.0170,0.0298,0.0044,-0.54,0.48,0.02,0,4.054,-0.004,-0.120,0.077,0.012,0.012,1.000,0.000,0.000,0.000,0.0100,18,-3,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9430,0.2150,1.3870,0.4080,2.6920,0
4383,0.0038,-0.0138,0.0091,0.0083,0.0078,0.0057,0.09,0.62,0.01,0,4.054,-0.027,-0.265,0.091,0.013,0.014,1.000,0.000,0.000,0.000,0.0090,0,-2,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2160,1.3870,0.4080,2.6920,0
4434,0.0042,-0.0134,0.0097,0.0087,0.0169,0.0066,-0.08,0.61,0.01,0,4.054,0.137,0.133,0.044,0.010,0.014,1.001,0.000,0.000,0.000,0.0080,6,-6,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.9340,0.2160,1.3930,0.4060,2.6900,0
