time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw,range_z,flow_dx,flow_dy,mekf_roll,mekf_pitch,mekf_yaw,mekf_x,mekf_y,mekf_z,our_ref_x,our_ref_y,our_ref_z,our_thrust,our_roll_cmd,our_pitch_cmd,our_yaw_rate_cmd,multi_front,multi_back,multi_left,multi_right,multi_up,ai_feat_count
10229,0.0522,0.0087,0.3521,0.0076,-0.0048,0.0020,-0.09,0.06,1.32,0,3.642,1.567,-1.054,-2.287,0.007,-0.012,1.006,0.000,0.000,0.000,0.3530,0,0,-0.34,-0.20,2.01,-0.0039,0.0816,0.3535,0.0000,0.0000,0.3000,0.2549,0.40,-4.19,-39.45,0.9920,0.0000,1.8870,1.1010,2.3480,0
10281,0.0556,0.0100,0.3529,0.0121,-0.0015,0.0064,-0.10,0.14,1.23,0,3.637,-0.573,-0.837,-1.371,0.002,-0.009,1.004,0.000,0.000,0.000,0.3540,-1,-1,-0.26,-0.25,1.89,-0.0033,0.0813,0.3539,0.0000,0.0000,0.3000,0.2543,0.65,-4.67,-36.93,0.9920,0.0000,1.8930,1.0990,2.3480,0
10332,0.0571,0.0098,0.3532,0.0125,-0.0011,0.0087,-0.12,0.19,1.15,0,3.642,1.459,-2.955,-0.922,0.007,-0.012,1.003,0.000,0.000,0.000,0.3530,0,0,-0.32,-0.28,1.83,-0.0014,0.0836,0.3545,0.0000,0.0000,0.3000,0.2540,0.66,-4.81,-34.50,0.9840,0.0000,1.8930,1.0990,2.3480,0
10384,0.0582,0.0143,0.3537,0.0116,0.0074,0.0095,-0.12,0.23,1.10,0,3.642,1.196,-2.217,-0.612,0.005,-0.011,1.003,0.000,0.000,0.000,0.3530,0,-1,-0.25,-0.43,1.78,-0.0005,0.0837,0.3547,0.0000,0.0000,0.3000,0.2538,1.41,-4.84,-32.99,0.9840,0.0000,1.8890,1.1080,2.3500,0
10435,0.0605,0.0182,0.3542,0.0119,0.0142,0.0111,-0.02,0.35,1.07,0,3.642,7.436,-1.409,-0.422,0.003,-0.008,0.998,0.000,0.000,0.000,0.3550,-1,0,-0.19,-0.53,1.75,0.0016,0.0838,0.3549,0.0000,0.0000,0.3000,0.2536,2.02,-5.03,-32.09,0.9880,0.0000,1.8890,1.1080,2.3500,0
10486,0.0641,0.0182,0.3545,0.0141,0.0129,0.0109,0.20,0.39,1.06,0,3.637,2.122,-0.790,-0.149,0.007,-0.012,1.005,0.000,0.000,0.000,0.3530,-1,-1,0.18,-0.61,1.74,0.0022,0.0852,0.3556,0.0000,0.0000,0.3000,0.2535,1.95,-5.41,-31.75,0.9880,0.0000,1.8910,1.1080,2.3470,0
10537,0.0640,0.0231,0.3551,0.0098,0.0185,0.0118,0.18,0.32,1.05,0,3.642,0.334,-1.583,1.148,0.007,-0.010,1.001,0.000,0.000,0.000,0.3550,0,0,0.27,-0.63,1.75,0.0042,0.0869,0.3555,0.0000,0.0000,0.3000,0.2533,2.59,-5.19,-31.43,0.9870,0.0000,1.8910,1.1080,2.3470,0
10588,0.0656,0.0274,0.3548,0.0087,0.0224,0.0092,0.20,0.36,1.08,0,3.637,2.283,0.503,-0.560,0.007,-0.010,0.998,0.000,0.000,0.000,0.3530,-4,0,0.28,-0.71,1.80,0.0053,0.0868,0.3560,0.0000,0.0000,0.3000,0.2536,3.09,-5.25,-32.31,0.9870,0.0000,1.8840,1.1160,2.3510,0
10638,0.0656,0.0311,0.3553,0.0051,0.0247,0.0093,0.34,0.39,1.05,0,3.637,1.211,2.911,0.156,0.005,-0.013,0.997,0.000,0.000,0.000,0.3520,0,0,0.27,-0.71,1.89,0.0038,0.1011,0.3558,0.0000,0.0000,0.3000,0.2535,3.47,-5.08,-31.42,0.9890,0.0000,1.8840,1.1160,2.3510,0
10690,0.0664,0.0375,0.3534,0.0031,0.0299,-0.0019,0.46,0.25,1.04,0,3.637,3.671,1.171,-1.967,0.003,-0.013,1.002,0.000,0.000,0.000,0.3530,0,-1,0.33,-0.56,1.90,0.0040,0.1034,0.3550,0.0000,0.0000,0.3000,0.2551,4.17,-5.01,-31.06,0.9890,0.0000,1.8770,1.1240,2.3520,0
10741,0.0682,0.0380,0.3534,0.0040,0.0242,0.0002,0.59,0.15,0.99,0,3.637,-3.014,-0.141,-0.056,0.004,-0.012,1.004,0.000,0.000,0.000,0.3510,-1,-1,0.55,-0.47,1.75,0.0074,0.1018,0.3547,0.0000,0.0000,0.3000,0.2549,3.94,-5.19,-29.80,0.9890,0.0000,1.8770,1.1240,2.3520,0
10792,0.0681,0.0505,0.3523,0.0022,0.0389,-0.0032,0.52,0.16,0.98,0,3.632,0.287,-1.970,-1.061,0.006,-0.009,1.007,0.000,0.000,0.000,0.3480,1,-1,0.38,-0.46,1.75,0.0096,0.1041,0.3539,0.0000,0.0000,0.3000,0.2554,5.54,-5.08,-29.40,0.9890,0.0000,1.8710,1.1210,2.3440,0
10843,0.0694,0.0571,0.3522,0.0027,0.0425,-0.0005,0.56,0.20,0.93,0,3.626,7.199,1.092,-1.234,0.002,-0.011,1.004,0.000,0.000,0.000,0.3520,-1,0,0.42,-0.55,1.67,0.0123,0.1021,0.3523,0.0000,0.0000,0.3000,0.2552,6.18,-5.21,-27.76,0.9910,0.0000,1.8710,1.1210,2.3440,0
10894,0.0710,0.0571,0.3508,0.0034,0.0343,-0.0026,0.77,0.18,0.86,0,3.632,-0.384,-0.312,-0.963,0.007,-0.011,1.010,0.000,0.000,0.000,0.3490,0,1,0.76,-0.50,1.63,0.0125,0.1043,0.3525,0.0000,0.0000,0.3000,0.2556,5.78,-5.35,-25.94,0.9910,0.0000,1.8710,1.1220,2.3440,0
10945,0.0711,0.0588,0.3508,0.0021,0.0276,0.0017,0.87,0.16,0.81,0,3.632,-1.709,0.195,-1.786,0.009,-0.006,1.010,0.000,0.000,0.000,0.3520,0,0,0.74,-0.54,1.61,0.0101,0.1041,0.3518,0.0000,0.0000,0.3000,0.2552,5.60,-5.31,-24.33,0.9850,0.0000,1.8710,1.1220,2.3440,0
10996,0.0709,0.0606,0.3508,0.0003,0.0212,0.0063,0.80,0.15,0.73,0,3.632,-0.366,1.485,-1.245,0.004,-0.010,1.013,0.000,0.000,0.000,0.3530,0,0,0.65,-0.53,1.52,0.0104,0.1031,0.3524,0.0000,0.0000,0.3000,0.2547,5.43,-5.22,-21.94,0.9850,0.0000,1.8740,1.1280,2.3420,0
11047,0.0730,0.0612,0.3512,0.0028,0.0138,0.0105,0.73,0.08,0.66,0,3.632,-0.106,1.473,-1.212,0.006,-0.010,1.001,0.000,0.000,0.000,0.3510,1,0,0.63,-0.45,1.46,0.0105,0.1015,0.3535,0.0000,0.0000,0.3000,0.2541,5.13,-5.50,-19.83,0.9900,0.0000,1.8740,1.1280,2.3420,0
11098,0.0731,0.0635,0.3521,0.0022,0.0107,0.0141,0.64,0.04,0.59,0,3.637,0.402,0.973,-1.967,0.007,-0.009,1.000,0.000,0.000,0.000,0.3550,0,0,0.61,-0.38,1.42,0.0103,0.1031,0.3537,0.0000,0.0000,0.3000,0.2536,5.16,-5.49,-17.59,0.9900,0.0000,1.8680,1.1260,2.3410,0
11150,0.0729,0.0639,0.3528,0.0016,0.0054,0.0142,0.62,0.01,0.49,0,3.632,-5.057,0.021,-2.000,0.000,-0.014,0.998,0.000,0.000,0.000,0.3570,0,0,0.63,-0.33,1.32,0.0103,0.1011,0.3549,0.0000,0.0000,0.3000,0.2534,4.94,-5.45,-14.74,0.9860,0.0000,1.8680,1.1260,2.3410,0
11201,0.0750,0.0640,0.3558,0.0048,0.0002,0.0242,0.51,-0.01,0.38,0,3.637,-3.252,0.307,-3.401,0.007,-0.011,0.995,0.000,0.000,0.000,0.3580,0,0,0.36,-0.33,1.21,0.0103,0.0984,0.3564,0.0000,0.0000,0.3000,0.2518,4.72,-5.80,-11.35,0.9860,0.0000,1.8750,0.0000,2.3420,0
11252,0.0772,0.0631,0.3570,0.0080,-0.0049,0.0227,0.34,-0.01,0.22,0,3.632,0.380,-1.482,-2.468,0.004,-0.008,0.995,0.000,0.000,0.000,0.3580,0,0,0.20,-0.31,1.04,0.0103,0.0953,0.3577,0.0000,0.0000,0.3000,0.2517,4.41,-6.12,-6.51,0.9780,0.0000,1.8750,0.0000,2.3420,0
11312,0.0788,0.0616,0.3584,0.0101,-0.0096,0.0216,0.28,0.04,0.10,0,3.632,-2.301,-1.189,-0.879,0.003,-0.009,0.989,0.000,0.000,0.000,0.3590,0,-1,0.22,-0.39,0.92,0.0102,0.0914,0.3586,0.0000,0.0000,0.3000,0.2515,4.07,-6.34,-3.01,0.9780,0.0000,1.8730,1.1150,2.3440,0
11363,0.0811,0.0622,0.3594,0.0126,-0.0098,0.0178,0.14,0.07,0.02,0,3.632,-1.230,-2.403,-1.860,0.002,-0.010,0.989,0.000,0.000,0.000,0.3610,0,0,-0.04,-0.43,0.89,0.0142,0.1063,0.3595,0.0000,0.0000,0.3000,0.2518,4.11,-6.63,-0.61,0.9750,0.0000,1.8730,1.1150,2.3440,0
11415,0.0837,0.0615,0.3605,0.0151,-0.0110,0.0151,0.01,0.08,-0.07,0,3.637,-2.076,-0.198,-1.883,0.004,-0.013,0.994,0.000,0.000,0.000,0.3610,0,0,-0.10,-0.55,0.80,0.0147,0.1055,0.3602,0.0000,0.0000,0.3000,0.2519,3.99,-6.93,2.22,0.9750,0.0000,1.8710,1.1180,2.3330,0
11467,0.0935,0.0592,0.3611,0.0286,-0.0137,0.0116,-0.03,0.15,-0.17,0,3.632,-2.689,-2.195,-2.097,0.008,-0.010,0.990,0.000,0.000,0.000,0.3630,0,0,-0.21,-0.56,0.70,0.0149,0.1044,0.3606,0.0000,0.0000,0.3000,0.2521,3.69,-8.29,5.05,0.9690,0.0000,1.8710,1.1180,2.3330,0
11519,0.0963,0.0598,0.3622,0.0293,-0.0113,0.0094,-0.09,0.35,-0.27,0,3.632,0.409,-2.554,-1.530,0.005,-0.007,0.994,0.000,0.000,0.000,0.3600,0,0,-0.35,-0.67,0.59,0.0152,0.1031,0.3612,0.0000,0.0000,0.3000,0.2521,3.85,-8.52,8.05,0.9690,0.0000,1.8750,1.1190,2.3350,0
11571,0.0982,0.0599,0.3625,0.0267,-0.0095,0.0053,-0.09,0.52,-0.33,0,3.626,-0.366,0.305,-1.807,0.004,-0.011,0.992,0.000,0.000,0.000,0.3590,0,0,-0.33,-0.81,0.51,0.0153,0.1019,0.3607,0.3132,0.0318,0.3000,0.2525,-5.72,13.62,9.76,0.9650,0.0000,1.8750,1.1190,2.3350,0
11622,0.0993,0.0605,0.3603,0.0219,-0.0069,-0.0101,-0.13,0.55,-0.40,0,3.626,0.599,-1.293,-2.128,0.004,-0.009,0.992,0.000,0.000,0.000,0.3590,0,-2,-0.34,-0.79,0.42,0.0151,0.1005,0.3597,0.3132,0.0318,0.3000,0.2546,-5.51,13.66,11.93,0.9650,0.0000,1.8720,1.1150,2.3310,0
11673,0.1016,0.0678,0.3597,0.0195,0.0067,-0.0131,-0.18,0.58,-0.47,0,3.626,2.162,-0.019,-0.088,0.007,-0.012,0.999,0.000,0.000,0.000,0.3610,1,-1,-0.36,-0.80,0.36,0.0216,0.1054,0.3589,0.3132,0.0318,0.3000,0.2550,-4.31,13.59,13.97,0.9610,0.0000,1.8720,1.1150,2.3310,0
11724,0.1028,0.0672,0.3596,0.0150,0.0067,-0.0114,-0.09,0.55,-0.49,0,3.626,2.159,1.144,-1.467,0.005,-0.011,0.997,0.000,0.000,0.000,0.3580,0,0,-0.24,-0.80,0.35,0.0228,0.1046,0.3588,0.3132,0.0318,0.3000,0.2549,-4.36,13.73,14.67,0.9610,0.0000,1.8710,1.1140,2.3360,0
11775,0.1043,0.0669,0.3590,0.0118,0.0064,-0.0123,0.01,0.51,-0.54,0,3.626,1.047,1.765,-0.469,0.009,-0.011,1.000,0.000,0.000,0.000,0.3590,0,2,-0.13,-0.74,0.28,0.0236,0.1039,0.3578,0.3132,0.0318,0.3000,0.2551,-4.39,13.76,16.14,0.9630,0.0000,1.8710,1.1140,2.3360,0
11826,0.1017,0.0683,0.3582,0.0025,0.0081,-0.0130,0.06,0.43,-0.58,0,3.626,1.086,2.484,-0.514,0.006,-0.011,1.000,0.000,0.000,0.000,0.3540,0,1,-0.09,-0.70,0.25,0.0202,0.1039,0.3575,0.3132,0.0318,0.3000,0.2553,-4.20,14.36,17.44,0.9630,0.0000,1.8710,1.1140,2.3320,0
11877,0.1040,0.0717,0.3576,0.0027,0.0127,-0.0124,0.14,0.35,-0.61,0,3.621,2.645,0.749,0.475,0.005,-0.008,1.001,0.000,0.000,0.000,0.3540,1,-3,-0.04,-0.58,0.22,0.0186,0.1033,0.3557,0.3132,0.0318,0.3000,0.2553,-3.73,14.19,18.21,0.9630,0.0000,1.8710,1.1140,2.3320,0
11928,0.1005,0.0732,0.3545,-0.0060,0.0133,-0.0231,0.23,0.26,-0.59,0,3.621,0.794,0.477,1.190,0.009,-0.011,1.006,0.000,0.000,0.000,0.3520,0,0,0.11,-0.50,0.25,0.0221,0.1013,0.3544,0.3132,0.0318,0.3000,0.2571,-3.57,14.73,17.75,0.9630,0.0000,1.8700,1.1160,2.3370,0
11979,0.1052,0.0778,0.3534,0.0003,0.0183,-0.0216,0.21,0.22,-0.54,0,3.621,0.438,1.794,1.046,0.008,-0.010,1.004,0.000,0.000,0.000,0.3540,-5,-1,0.15,-0.47,0.31,0.0222,0.0997,0.3529,0.3132,0.0318,0.3000,0.2571,-3.00,14.13,16.12,0.9640,0.0000,1.8700,1.1160,2.3370,0
12030,0.1040,0.0765,0.3525,-0.0036,0.0128,-0.0181,0.25,0.15,-0.47,0,3.626,1.581,-0.893,1.400,0.007,-0.007,1.007,0.000,0.000,0.000,0.3530,0,-1,0.01,-0.36,0.50,0.0248,0.1161,0.3529,0.3132,0.0318,0.3000,0.2569,-3.36,14.41,14.24,0.9640,0.0000,1.8680,1.1270,2.3420,0
12081,0.1043,0.0830,0.3517,-0.0042,0.0201,-0.0149,0.34,0.13,-0.42,0,3.621,1.146,1.770,0.986,0.003,-0.010,1.001,0.000,0.000,0.000,0.3510,-1,0,0.10,-0.39,0.56,0.0270,0.1172,0.3525,0.3132,0.0318,0.3000,0.2567,-2.54,14.42,12.55,0.9680,0.0000,1.8680,1.1270,2.3420,0
12132,0.1035,0.0820,0.3514,-0.0059,0.0136,-0.0115,0.38,0.05,-0.36,0,3.621,-0.968,1.069,1.009,0.009,-0.009,1.005,0.000,0.000,0.000,0.3490,-1,1,0.15,-0.31,0.62,0.0274,0.1200,0.3516,0.3132,0.0318,0.3000,0.2564,-2.93,14.57,10.75,0.9680,0.0000,1.8670,1.1300,2.3460,0
12184,0.1056,0.0830,0.3508,-0.0019,0.0108,-0.0104,0.40,-0.05,-0.30,0,3.621,-0.562,0.061,1.700,0.004,-0.008,1.005,0.000,0.000,0.000,0.3490,0,-2,0.09,-0.27,0.68,0.0255,0.1228,0.3504,0.3132,0.0318,0.3000,0.2564,-3.00,14.25,9.02,0.9720,0.0000,1.8670,1.1300,2.3460,0
12235,0.1032,0.0844,0.3492,-0.0058,0.0089,-0.0135,0.35,-0.01,-0.21,0,3.621,-1.618,-1.449,1.277,0.005,-0.010,1.008,0.000,0.000,0.000,0.3460,0,2,0.07,-0.24,0.75,0.0306,0.1233,0.3496,0.3132,0.0318,0.3000,0.2570,-2.97,14.56,6.41,0.9720,0.0000,1.8670,1.1370,2.3480,0
12286,0.1078,0.0900,0.3486,0.0034,0.0167,-0.0121,0.29,0.02,-0.15,0,3.621,-0.095,-0.181,0.865,0.004,-0.011,1.002,0.000,0.000,0.000,0.3430,-1,0,-0.01,-0.35,0.83,0.0257,0.1235,0.3483,0.3132,0.0318,0.3000,0.2570,-2.20,13.84,4.54,0.9740,0.0000,1.8670,1.1370,2.3480,0
12337,0.1063,0.0887,0.3450,0.0003,0.0101,-0.0228,0.28,0.03,-0.12,0,3.616,0.130,-0.018,-0.664,0.005,-0.008,1.008,0.000,0.000,0.000,0.3450,-2,0,-0.03,-0.36,0.88,0.0256,0.1264,0.3463,0.3132,0.0318,0.3000,0.2588,-2.59,13.99,3.56,0.9740,0.0000,1.8590,1.1440,2.3480,0
12389,0.1082,0.0885,0.3440,0.0037,0.0069,-0.0198,0.21,0.03,-0.13,0,3.616,0.736,0.691,0.594,0.003,-0.008,1.005,0.000,0.000,0.000,0.3420,-2,-1,-0.05,-0.37,0.85,0.0255,0.1324,0.3455,0.3132,0.0318,0.3000,0.2587,-2.76,13.72,3.84,0.9740,0.0000,1.8590,1.1440,2.3480,0
12440,0.1081,0.0895,0.3431,0.0028,0.0065,-0.0185,0.22,0.05,-0.11,0,3.616,0.608,-1.385,-0.731,0.005,-0.007,1.009,0.000,0.000,0.000,0.3410,1,0,-0.05,-0.31,0.89,0.0285,0.1387,0.3441,0.3132,0.0318,0.3000,0.2587,-2.70,13.77,3.26,0.9740,0.0000,1.8600,1.1520,2.3460,0
12492,0.1091,0.0923,0.3423,0.0041,0.0096,-0.0135,0.27,0.08,-0.11,0,3.611,-0.631,-1.303,-0.673,0.002,-0.008,1.010,0.000,0.000,0.000,0.3430,-2,0,0.02,-0.38,0.84,0.0286,0.1358,0.3430,0.3132,0.0318,0.3000,0.2583,-2.35,13.66,3.18,0.9720,0.0000,1.8600,1.1520,2.3460,0
12544,0.1111,0.0936,0.3419,0.0071,0.0094,-0.0080,0.18,0.11,-0.13,0,3.616,-0.670,-0.238,-1.475,0.004,-0.011,1.008,0.000,0.000,0.000,0.3420,0,0,-0.05,-0.45,0.82,0.0285,0.1424,0.3429,0.3132,0.0318,0.3000,0.2578,-2.27,13.42,3.78,0.9720,0.0000,1.8570,1.1580,2.3530,0
12595,0.1129,0.0950,0.3416,0.0094,0.0095,-0.0037,0.16,0.10,-0.18,0,3.616,2.077,-1.120,-1.273,0.004,-0.009,1.007,0.000,0.000,0.000,0.3430,-4,0,-0.08,-0.46,0.74,0.0286,0.1443,0.3428,0.3132,0.0318,0.3000,0.2574,-2.17,13.21,5.50,0.9740,0.0000,1.8570,1.1580,2.3530,0
12646,0.1145,0.0947,0.3422,0.0110,0.0063,0.0043,0.26,0.16,-0.23,0,3.621,-0.584,-1.763,-1.131,0.005,-0.010,1.004,0.000,0.000,0.000,0.3430,0,0,-0.06,-0.52,0.70,0.0283,0.1608,0.3430,0.3132,0.0318,0.3000,0.2564,-2.36,13.08,6.97,0.9740,0.0000,1.8560,1.1580,2.3470,0
12697,0.1149,0.0966,0.3426,0.0095,0.0070,0.0078,0.33,0.20,-0.29,0,3.616,0.994,-0.099,-1.399,0.004,-0.011,1.001,0.000,0.000,0.000,0.3420,1,0,-0.09,-0.61,0.64,0.0282,0.1647,0.3434,0.3132,0.0318,0.3000,0.2560,-2.18,13.15,8.71,0.9700,0.0000,1.8560,1.1580,2.3470,0
12748,0.1151,0.1010,0.3427,0.0074,0.0131,0.0067,0.36,0.19,-0.37,0,3.621,-1.912,0.209,-2.008,0.003,-0.011,1.001,0.000,0.000,0.000,0.3440,0,0,0.04,-0.61,0.54,0.0287,0.1552,0.3437,0.3132,0.0318,0.3000,0.2560,-1.57,13.23,11.02,0.9700,0.0000,1.8530,1.1490,2.3530,0
12799,0.1170,0.0993,0.3431,0.0092,0.0051,0.0076,0.32,0.16,-0.45,0,3.616,-0.190,-0.403,-1.798,0.005,-0.008,0.999,0.000,0.000,0.000,0.3410,1,-2,-0.05,-0.60,0.43,0.0284,0.1563,0.3442,0.3132,0.0318,0.3000,0.2559,-2.08,13.03,13.48,0.9680,0.0000,1.8530,1.1490,2.3530,0
12851,0.1172,0.1003,0.3427,0.0072,0.0041,0.0026,0.31,0.15,-0.52,0,3.616,-1.202,0.333,-0.991,0.003,-0.010,0.997,0.000,0.000,0.000,0.3440,0,0,-0.03,-0.57,0.32,0.0367,0.1514,0.3437,0.3132,0.0318,0.3000,0.2565,-2.05,13.08,15.54,0.9680,0.0000,1.8540,1.1540,2.3480,0
12903,0.1194,0.0994,0.3428,0.0098,-0.0008,0.0016,0.25,0.13,-0.56,0,3.616,-1.862,-0.470,-1.003,0.007,-0.008,0.996,0.000,0.000,0.000,0.3440,0,1,-0.09,-0.55,0.27,0.0376,0.1510,0.3440,0.3132,0.0318,0.3000,0.2566,-2.35,12.80,16.75,0.9660,0.0000,1.8540,1.1540,2.3480,0
12954,0.1203,0.0995,0.3437,0.0096,-0.0029,0.0042,0.21,0.16,-0.59,0,3.616,-0.396,-0.897,-0.833,0.007,-0.010,1.003,0.000,0.000,0.000,0.3430,0,-1,-0.19,-0.61,0.22,0.0331,0.1516,0.3442,0.3132,0.0318,0.3000,0.2561,-2.45,12.78,17.79,0.9660,0.0000,1.8490,1.1590,2.3510,0
13006,0.1211,0.1000,0.3439,0.0091,-0.0032,0.0030,0.14,0.19,-0.64,0,3.616,1.214,-1.069,0.336,0.006,-0.007,0.995,0.000,0.000,0.000,0.3370,1,-1,-0.21,-0.64,0.18,0.0349,0.1514,0.3440,0.3132,0.0318,0.3000,0.2562,-2.42,12.75,19.07,0.9620,0.0000,1.8490,1.1590,2.3510,0
13058,0.1251,0.1009,0.3408,0.0155,-0.0018,-0.0151,0.14,0.23,-0.65,0,3.611,-1.768,1.339,0.094,0.006,-0.010,1.004,0.000,0.000,0.000,0.3440,-2,0,-0.14,-0.68,0.19,0.0372,0.1490,0.3418,0.3132,0.0318,0.3000,0.2587,-2.26,12.06,19.45,0.9620,0.0000,1.8410,1.1660,2.3460,0
13109,0.1257,0.1000,0.3400,0.0134,-0.0049,-0.0162,0.09,0.21,-0.65,0,3.611,0.417,-1.150,-0.350,0.002,-0.012,1.001,0.000,0.000,0.000,0.3430,-2,1,-0.27,-0.61,0.22,0.0372,0.1534,0.3424,0.3132,0.0318,0.3000,0.2590,-2.48,12.10,19.50,0.9650,0.0000,1.8410,1.1660,2.3460,0
13161,0.1282,0.1029,0.3420,0.0160,0.0010,-0.0024,0.07,0.25,-0.66,0,3.616,0.796,-0.019,-0.035,0.004,-0.008,1.004,0.000,0.000,0.000,0.3440,0,0,-0.28,-0.69,0.23,0.0347,0.1583,0.3425,0.3132,0.0318,0.3000,0.2571,-2.00,11.90,19.76,0.9650,0.0000,1.8570,1.1670,2.3540,0
13212,0.1277,0.1047,0.3420,0.0110,0.0043,-0.0000,0.09,0.31,-0.68,0,3.616,1.832,1.271,-1.556,0.005,-0.010,0.995,0.000,0.000,0.000,0.3410,1,-1,-0.24,-0.69,0.22,0.0340,0.1591,0.3431,0.3132,0.0318,0.3000,0.2569,-1.71,12.19,20.27,0.9700,0.0000,1.8570,1.1670,2.3540,0
13264,0.1282,0.1067,0.3422,0.0084,0.0078,-0.0007,0.15,0.22,-0.73,0,3.616,1.383,1.483,-0.071,0.002,-0.008,0.999,0.000,0.000,0.000,0.3440,-1,0,-0.11,-0.59,0.13,0.0395,0.1540,0.3425,0.3132,0.0318,0.3000,0.2569,-1.40,12.27,22.02,0.9700,0.0000,1.8450,1.1640,2.3530,0
13315,0.1296,0.1067,0.3421,0.0090,0.0059,-0.0013,0.18,0.14,-0.76,0,3.611,0.989,-1.093,0.405,0.003,-0.010,0.994,0.000,0.000,0.000,0.3410,0,-1,-0.06,-0.51,0.14,0.0395,0.1561,0.3430,0.3132,0.0318,0.3000,0.2570,-1.49,12.14,22.67,0.9620,0.0000,1.8450,1.1640,2.3530,0
13367,0.1297,0.1086,0.3422,0.0070,0.0082,-0.0028,0.18,0.20,-0.76,0,3.611,0.236,-1.850,1.103,0.009,-0.008,1.004,0.000,0.000,0.000,0.3380,0,0,-0.01,-0.55,0.17,0.0420,0.1560,0.3422,0.3132,0.0318,0.3000,0.2571,-1.24,12.22,22.67,0.9620,0.0000,1.8400,1.1710,2.3520,0
13418,0.1306,0.1097,0.3420,0.0064,0.0082,-0.0032,0.24,0.27,-0.70,0,3.605,-0.779,-0.750,2.122,0.007,-0.004,1.008,0.000,0.000,0.000,0.3400,-2,1,0.00,-0.64,0.22,0.0424,0.1555,0.3407,0.3132,0.0318,0.3000,0.2572,-1.16,12.19,20.89,0.9660,0.0000,1.8400,1.1710,2.3520,0
13469,0.1323,0.1068,0.3398,0.0073,-0.0013,-0.0104,0.14,0.32,-0.60,0,3.611,-0.669,-1.360,2.952,0.003,-0.007,1.004,0.000,0.000,0.000,0.3380,-5,0,-0.10,-0.71,0.37,0.0377,0.1647,0.3404,0.3132,0.0318,0.3000,0.2584,-1.82,11.98,17.86,0.9660,0.0000,1.8450,1.1830,2.3560,0
13521,0.1348,0.1073,0.3394,0.0099,-0.0022,-0.0085,0.15,0.38,-0.46,0,3.611,-0.849,0.643,3.311,0.009,-0.004,1.010,0.000,0.000,0.000,0.3380,-1,-1,-0.20,-0.78,0.56,0.0372,0.1763,0.3394,0.3132,0.0318,0.3000,0.2583,-1.82,11.69,13.95,0.9710,0.0000,1.8450,1.1830,2.3560,0
13572,0.1328,0.1116,0.3382,0.0013,0.0066,-0.0087,0.09,0.35,-0.33,0,3.611,-2.107,0.267,2.184,0.005,-0.011,1.007,0.000,0.000,0.000,0.3390,2,-1,-0.25,-0.73,0.74,0.0394,0.1796,0.3391,0.3132,0.0318,0.3000,0.2585,-1.09,12.22,9.78,0.9710,0.0000,1.8380,1.1920,2.3520,0
13623,0.1341,0.1161,0.3378,0.0010,0.0161,-0.0049,-0.12,0.31,-0.21,0,3.605,4.191,1.982,0.893,0.006,-0.007,1.003,0.000,0.000,0.000,0.3370,2,0,-0.31,-0.69,0.82,0.0420,0.1753,0.3395,0.3132,0.0318,0.3000,0.2582,-0.31,12.16,6.32,0.9730,0.0000,1.8380,1.1920,2.3520,0
13675,0.1363,0.1196,0.3377,0.0033,0.0232,-0.0024,0.04,0.21,-0.15,0,3.611,6.439,1.508,1.022,0.008,-0.008,1.005,0.000,0.000,0.000,0.3390,-1,0,-0.06,-0.59,0.83,0.0421,0.1701,0.3391,0.3132,0.0318,0.3000,0.2579,0.28,11.92,4.54,0.9730,0.0000,1.8380,1.1930,2.3480,0
13726,0.1361,0.1189,0.3377,0.0008,0.0189,-0.0005,0.32,0.14,-0.11,0,3.605,-0.489,-2.522,1.239,0.006,-0.010,1.002,0.000,0.000,0.000,0.3400,0,0,0.26,-0.51,0.90,0.0420,0.1730,0.3395,0.3132,0.0318,0.3000,0.2577,0.03,12.06,3.22,0.9790,0.0000,1.8380,1.1930,2.3480,0
13777,0.1369,0.1197,0.3391,0.0013,0.0161,0.0072,0.35,0.21,-0.06,0,3.611,-0.425,-0.487,0.492,0.004,-0.008,1.002,0.000,0.000,0.000,0.3380,0,1,0.23,-0.64,0.96,0.0419,0.1732,0.3400,0.3132,0.0318,0.3000,0.2566,-0.05,12.03,1.72,0.9790,0.0000,1.8370,1.2060,2.3530,0
13828,0.1369,0.1204,0.3394,-0.0004,0.0130,0.0083,0.34,0.21,-0.03,0,3.611,1.069,1.442,0.532,0.005,-0.009,0.996,0.000,0.000,0.000,0.3350,-3,0,0.21,-0.69,0.99,0.0379,0.1733,0.3398,0.3132,0.0318,0.3000,0.2564,-0.14,12.12,0.77,0.9900,0.0000,1.8370,1.2060,2.3530,0
13879,0.1371,0.1208,0.3374,-0.0017,0.0096,-0.0048,0.32,0.14,-0.01,0,3.605,-1.258,-0.025,-0.456,0.008,-0.008,1.003,0.000,0.000,0.000,0.3380,0,0,0.22,-0.61,1.04,0.0374,0.1805,0.3387,0.3132,0.0318,0.3000,0.2582,-0.28,12.09,0.33,0.9900,0.0000,1.8350,1.2090,2.3530,0
